"id"	"成熟期"	"科名"	"抽穗或孕蕾"	"库编号"	"送种单位"	"枯黄"	"千粒重"	"发芽率"	"返青期"	"学名"	"原编号"	"省"	"生育天数"	"备注"	"材料来源"	"品种名称"	"开花期"	"播种期"	"收种期"	"统一编号"	"属名"	"材料原产地"	"株高"	"中名"
"76"	"8.06"	"Gramineae(禾本科)"	"5.29"	"I7B00153"	"内蒙古农牧学院"	"11月中旬"	"2.60"	"92.0"	"3.30"	"Agropyron cristatum (L.) Gaerth."	"378"	"国外"	"129"	"栽培牧草"	"美国"	"--"	"5.10"	"--"	"1987"	"冰Ⅱ-42"	"Agropyron(冰草属)"	"--"	"70.00"	"冰草"
"77"	"8.06"	"Gramineae(禾本科)"	"5.31"	"I7B00155"	"内蒙古农牧学院"	"11月中旬"	"2.30"	"91.0"	"4.02"	"Agropyron cristatum (L.) Gaerth."	"380"	"国外"	"126"	"栽培牧草"	"美国"	"--"	"6.17"	"--"	"1987"	"冰Ⅱ-44"	"Agropyron(冰草属)"	"--"	"62.00"	"冰草"
"78"	"7.11"	"Gramineae(禾本科)"	"--"	"I7B00828"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.29"	"Agropyron cristatum (L.) Gaerth."	"84-56"	"国外"	"104"	"栽培牧草"	"美国"	"--"	"--"	"--"	"1987"	"冰Ⅱ-65"	"Agropyron(冰草属)"	"--"	"61.00"	"扁穗冰草"
"79"	"7.11"	"Gramineae(禾本科)"	"--"	"I7B00829"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.29"	"Agropyron cristatum (L.) Gaerth."	"84-111"	"国外"	"104"	"栽培牧草"	"美国"	"--"	"--"	"--"	"1987"	"冰Ⅱ-66"	"Agropyron(冰草属)"	"--"	"72.00"	"扁穗冰草"
"80"	"7.11"	"Gramineae(禾本科)"	"--"	"I7B00261"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.29"	"Agropyron cristatum (L.) Gaerth."	"84-132"	"国外"	"104"	"栽培牧草"	"美国"	"--"	"--"	"--"	"1987"	"冰Ⅱ-75"	"Agropyron(冰草属)"	"--"	"51.00"	"扁穗冰草"
"81"	"7.11"	"Gramineae(禾本科)"	"--"	"I7B00248"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.29"	"Agropyron cristatum (L.) Gaerth."	"84-55"	"国外"	"104"	"栽培牧草"	"美国"	"--"	"--"	"--"	"1987"	"冰Ⅱ-58"	"Agropyron(冰草属)"	"--"	"52.00"	"扁穗冰草"
"82"	"7.11"	"Gramineae(禾本科)"	"--"	"I7B00830"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.29"	"Agropyron cristatum (L.) Gaerth."	"84-121"	"国外"	"104"	"栽培牧草"	"美国"	"--"	"--"	"--"	"1987"	"冰Ⅱ-69"	"Agropyron(冰草属)"	"--"	"46.00"	"扁穗冰草"
"83"	"6.30"	"Gramineae(禾本科)"	"--"	"I7B00270"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.29"	"Agropyron cristatum (L.) Gaerth."	"84-135"	"国外"	"93"	"栽培牧草"	"美国"	"--"	"--"	"--"	"1987"	"冰Ⅱ-91"	"Agropyron(冰草属)"	"--"	"55.00"	"扁穗冰草"
"84"	"8.04"	"Gramineae(禾本科)"	"5.28"	"I7B00401"	"内蒙古农牧学院"	"11月中旬"	"2.50"	"73.0"	"3.30"	"Agropyron cristatum (L.) Gaerth."	"17"	"国外"	"126"	"栽培牧草"	"美国"	"--"	"6.13"	"--"	"1988"	"冰Ⅱ-118"	"Agropyron(冰草属)"	"--"	"54.00"	"扁穗冰草"
"85"	"8.06"	"Gramineae(禾本科)"	"5.25"	"I7B00400"	"内蒙古农牧学院"	"11月中旬"	"2.40"	"79.0"	"3.30"	"Agropyron cristatum (L.) Gaerth."	"13"	"国外"	"128"	"栽培牧草"	"美国"	"--"	"6.17"	"--"	"1988"	"冰Ⅱ-117"	"Agropyron(冰草属)"	"--"	"48.00"	"扁穗冰草"
"86"	"7.25"	"Gramineae(禾本科)"	"5.16"	"I7B00407"	"内蒙古农牧学院"	"11月中旬"	"2.20"	"75.0"	"3.28"	"Agropyron cristatum (L.) Gaerth."	"37"	"国外"	"121"	"栽培牧草"	"美国"	"--"	"6.04"	"--"	"1988"	"冰Ⅱ-126"	"Agropyron(冰草属)"	"--"	"50.00"	"扁穗冰草"
"87"	"8.06"	"Gramineae(禾本科)"	"5.21"	"I7B00405"	"内蒙古农牧学院"	"11月中旬"	"2.10"	"78.0"	"4.02"	"Agropyron cristatum (L.) Gaerth."	"31"	"国外"	"128"	"栽培牧草"	"美国"	"--"	"6.07"	"--"	"1988"	"冰Ⅱ-124"	"Agropyron(冰草属)"	"--"	"57.00"	"扁穗冰草"
"88"	"7.26"	"Gramineae(禾本科)"	"5.17"	"I7B00403"	"内蒙古农牧学院"	"11月中旬"	"2.30"	"57.0"	"3.22"	"Agropyron cristatum (L.) Gaerth."	"20"	"国外"	"126"	"栽培牧草"	"美国"	"--"	"6.05"	"--"	"1988"	"冰Ⅱ-122"	"Agropyron(冰草属)"	"--"	"57.00"	"扁穗冰草"
"89"	"7.30"	"Gramineae(禾本科)"	"5.31"	"I7B00408"	"内蒙古农牧学院"	"11月中旬"	"2.40"	"87.0"	"3.30"	"Agropyron cristatum (L.) Gaerth."	"38"	"国外"	"122"	"栽培牧草"	"美国"	"--"	"6.04"	"--"	"1988"	"冰Ⅱ-127"	"Agropyron(冰草属)"	"--"	"52.00"	"扁穗冰草"
"90"	"7.25"	"Gramineae(禾本科)"	"5.16"	"I7B00406"	"内蒙古农牧学院"	"11月中旬"	"2.90"	"85.0"	"3.26"	"Agropyron cristatum (L.) Gaerth."	"35"	"国外"	"121"	"栽培牧草"	"美国"	"--"	"6.07"	"--"	"1988"	"冰Ⅱ-125"	"Agropyron(冰草属)"	"--"	"52.00"	"扁穗冰草"
"91"	"7.27"	"Gramineae(禾本科)"	"5.21"	"I7B00404"	"内蒙古农牧学院"	"11月中旬"	"2.10"	"74.0"	"3.26"	"Agropyron cristatum (L.) Gaerth."	"24"	"国外"	"123"	"栽培牧草"	"美国"	"--"	"--"	"--"	"1988"	"冰Ⅱ-123"	"Agropyron(冰草属)"	"--"	"60.00"	"扁穗冰草"
"92"	"7.26"	"Gramineae(禾本科)"	"5.15"	"I7B00402"	"内蒙古农牧学院"	"11月中旬"	"2.50"	"63.0"	"3.24"	"Agropyron cristatum (L.) Gaerth."	"18"	"国外"	"124"	"栽培牧草"	"美国"	"--"	"6.05"	"--"	"1988"	"冰Ⅱ-121"	"Agropyron(冰草属)"	"--"	"54.00"	"扁穗冰草"
"93"	"7.27"	"Gramineae(禾本科)"	"5.19"	"I7B00399"	"内蒙古农牧学院"	"11月中旬"	"2.40"	"82.0"	"3.26"	"Agropyron cristatum (L.) Gaerth."	"62"	"国外"	"123"	"栽培牧草"	"美国"	"--"	"6.07"	"--"	"1988"	"冰Ⅱ-115"	"Agropyron(冰草属)"	"--"	"42.00"	"扁穗冰草"
"94"	"7.24"	"Gramineae(禾本科)"	"5.22"	"I7B00397"	"内蒙古农牧学院"	"--"	"2.10"	"73.0"	"3.26"	"Agropyron cristatum (L.) Gaerth."	"60"	"国外"	"120"	"栽培牧草"	"美国"	"--"	"6.08"	"--"	"1988"	"冰Ⅱ-112"	"Agropyron(冰草属)"	"--"	"44.00"	"扁穗冰草"
"95"	"6.08"	"Gramineae(禾本科)"	"5.26"	"I7B00398"	"内蒙古农牧学院"	"11月中旬"	"2.20"	"85.0"	"4.04"	"Agropyron cristatum (L.) Gaerth."	"61"	"国外"	"124"	"栽培牧草"	"美国"	"--"	"6.18"	"--"	"1988"	"冰Ⅱ-114"	"Agropyron(冰草属)"	"--"	"57.00"	"扁穗冰草"
"96"	"7.26"	"Gramineae(禾本科)"	"5.14"	"I7B00422"	"内蒙古农牧学院"	"11月中旬"	"2.60"	"75.0"	"3.30"	"Agropyron cristatum (L.) Gaerth."	"122"	"国外"	"126"	"栽培牧草"	"美国"	"--"	"6.10"	"--"	"1988"	"冰Ⅱ-141"	"Agropyron(冰草属)"	"--"	"36.00"	"扁穗冰草"
"97"	"7.28"	"Gramineae(禾本科)"	"5.28"	"I7B00423"	"内蒙古农牧学院"	"11月中旬"	"2.50"	"81.0"	"3.28"	"Agropyron cristatum (L.) Gaerth."	"123"	"国外"	"126"	"栽培牧草"	"美国"	"--"	"6.13"	"--"	"1988"	"冰Ⅱ-142"	"Agropyron(冰草属)"	"--"	"47.00"	"扁穗冰草"
"98"	"8.06"	"Gramineae(禾本科)"	"5.30"	"I7B00410"	"内蒙古农牧学院"	"11月中旬"	"1.80"	"61.0"	"4.04"	"Agropyron cristatum (L.) Gaerth."	"40"	"国外"	"124"	"栽培牧草"	"美国"	"--"	"6.13"	"--"	"1988"	"冰Ⅱ-129"	"Agropyron(冰草属)"	"--"	"45.00"	"扁穗冰草"
"99"	"7.25"	"Gramineae(禾本科)"	"5.28"	"I7B00424"	"内蒙古农牧学院"	"11月中旬"	"2.50"	"84.0"	"3.24"	"Agropyron cristatum (L.) Gaerth."	"126"	"国外"	"123"	"栽培牧草"	"美国"	"--"	"6.03"	"--"	"1988"	"冰Ⅱ-143"	"Agropyron(冰草属)"	"--"	"58.00"	"扁穗冰草"
"100"	"7.23"	"Gramineae(禾本科)"	"5.18"	"I7B00412"	"内蒙古农牧学院"	"11月中旬"	"2.20"	"71.0"	"3.26"	"Agropyron cristatum (L.) Gaerth."	"53"	"国外"	"119"	"栽培牧草"	"美国"	"--"	"6.13"	"--"	"1988"	"冰Ⅱ-131"	"Agropyron(冰草属)"	"--"	"59.00"	"扁穗冰草"
"101"	"7.26"	"Gramineae(禾本科)"	"5.15"	"I7B00425"	"内蒙古农牧学院"	"11月中旬"	"2.60"	"86.0"	"3.26"	"Agropyron cristatum (L.) Gaerth."	"127"	"国外"	"122"	"栽培牧草"	"美国"	"--"	"6.13"	"--"	"1988"	"冰Ⅱ-144"	"Agropyron(冰草属)"	"--"	"53.00"	"扁穗冰草"
"102"	"7.22"	"Gramineae(禾本科)"	"5.18"	"I7B00413"	"内蒙古农牧学院"	"11月中旬"	"2.30"	"73.0"	"3.22"	"Agropyron cristatum (L.) Gaerth."	"47"	"国外"	"122"	"栽培牧草"	"美国"	"--"	"6.06"	"--"	"1988"	"冰Ⅱ-132"	"Agropyron(冰草属)"	"--"	"55.00"	"扁穗冰草"
"103"	"7.26"	"Gramineae(禾本科)"	"5.18"	"I7B00426"	"内蒙古农牧学院"	"11月中旬"	"2.80"	"65.0"	"3.26"	"Agropyron cristatum (L.) Gaerth."	"128"	"国外"	"122"	"栽培牧草"	"美国"	"--"	"6.13"	"--"	"1988"	"冰Ⅱ-145"	"Agropyron(冰草属)"	"--"	"58.00"	"扁穗冰草"
"104"	"7.26"	"Gramineae(禾本科)"	"5.21"	"I7B00416"	"内蒙古农牧学院"	"11月中旬"	"1.96"	"75.0"	"3.22"	"Agropyron cristatum (L.) Gaerth."	"50"	"国外"	"126"	"栽培牧草"	"美国"	"--"	"--"	"--"	"1988"	"冰Ⅱ-135"	"Agropyron(冰草属)"	"--"	"61.00"	"扁穗冰草"
"105"	"8.07"	"Gramineae(禾本科)"	"5.22"	"I7B00427"	"内蒙古农牧学院"	"11月中旬"	"2.60"	"67.0"	"4.02"	"Agropyron cristatum (L.) Gaerth."	"131"	"国外"	"127"	"栽培牧草"	"美国"	"--"	"6.03"	"--"	"1988"	"冰Ⅱ-146"	"Agropyron(冰草属)"	"--"	"54.00"	"扁穗冰草"
"106"	"7.27"	"Gramineae(禾本科)"	"5.19"	"I7B00418"	"内蒙古农牧学院"	"11月中旬"	"2.20"	"81.0"	"3.26"	"Agropyron cristatum (L.) Gaerth."	"63"	"国外"	"123"	"栽培牧草"	"美国"	"--"	"6.07"	"--"	"1988"	"冰Ⅱ-137"	"Agropyron(冰草属)"	"--"	"59.00"	"扁穗冰草"
"107"	"7.24"	"Gramineae(禾本科)"	"5.25"	"I7B00428"	"内蒙古农牧学院"	"11月中旬"	"2.30"	"80.0"	"3.26"	"Agropyron cristatum (L.) Gaerth."	"133"	"国外"	"120"	"栽培牧草"	"美国"	"--"	"6.05"	"--"	"1988"	"冰Ⅱ-147"	"Agropyron(冰草属)"	"--"	"59.00"	"扁穗冰草"
"108"	"8.07"	"Gramineae(禾本科)"	"5.24"	"I7B00420"	"内蒙古农牧学院"	"11月中旬"	"2.20"	"82.0"	"4.02"	"Agropyron cristatum (L.) Gaerth."	"67"	"国外"	"127"	"栽培牧草"	"美国"	"--"	"6.05"	"--"	"1988"	"冰Ⅱ-139"	"Agropyron(冰草属)"	"--"	"47.00"	"扁穗冰草"
"109"	"8.06"	"Gramineae(禾本科)"	"5.31"	"I7B00409"	"内蒙古农牧学院"	"11月中旬"	"2.20"	"71.0"	"4.02"	"Agropyron cristatum (L.) Gaerth."	"39"	"国外"	"126"	"栽培牧草"	"美国"	"--"	"6.13"	"--"	"1988"	"冰Ⅱ-128"	"Agropyron(冰草属)"	"--"	"50.00"	"扁穗冰草"
"110"	"7.26"	"Gramineae(禾本科)"	"5.16"	"I7B00429"	"内蒙古农牧学院"	"11月中旬"	"2.40"	"72.0"	"3.24"	"Agropyron cristatum (L.) Gaerth."	"135"	"国外"	"124"	"栽培牧草"	"美国"	"--"	"6.13"	"--"	"1988"	"冰Ⅱ-149"	"Agropyron(冰草属)"	"--"	"54.00"	"扁穗冰草"
"111"	"7.22"	"Gramineae(禾本科)"	"5.28"	"I7B00413"	"内蒙古农牧学院"	"11月中旬"	"2.40"	"66.0"	"3.26"	"Agropyron cristatum (L.) Gaerth."	"46"	"国外"	"118"	"栽培牧草"	"美国"	"--"	"6.05"	"--"	"1988"	"冰Ⅱ-132"	"Agropyron(冰草属)"	"--"	"51.00"	"扁穗冰草"
"112"	"7.26"	"Gramineae(禾本科)"	"5.19"	"I7B00430"	"内蒙古农牧学院"	"11月中旬"	"2.20"	"72.0"	"3.30"	"Agropyron cristatum (L.) Gaerth."	"136"	"国外"	"118"	"栽培牧草"	"美国"	"--"	"6.03"	"--"	"1988"	"冰Ⅱ-150"	"Agropyron(冰草属)"	"--"	"54.00"	"扁穗冰草"
"113"	"8.01"	"Gramineae(禾本科)"	"5.23"	"I7B00417"	"内蒙古农牧学院"	"11月中旬"	"1.50"	"78.0"	"4.02"	"Agropyron cristatum (L.) Gaerth."	"52"	"国外"	"121"	"栽培牧草"	"美国"	"--"	"6.05"	"--"	"1988"	"冰Ⅱ-136"	"Agropyron(冰草属)"	"--"	"54.00"	"扁穗冰草"
"114"	"8.07"	"Gramineae(禾本科)"	"5.28"	"I7B00421"	"内蒙古农牧学院"	"11月中旬"	"1.90"	"65.0"	"4.04"	"Agropyron cristatum (L.) Gaerth."	"119"	"国外"	"125"	"栽培牧草"	"美国"	"--"	"6.05"	"--"	"1988"	"冰Ⅱ-140"	"Agropyron(冰草属)"	"--"	"56.00"	"扁穗冰草"
"115"	"8.07"	"Gramineae(禾本科)"	"5.25"	"I7B00411"	"内蒙古农牧学院"	"11月中旬"	"2.10"	"66.0"	"4.02"	"Agropyron cristatum (L.) Gaerth."	"41"	"国外"	"127"	"栽培牧草"	"美国"	"--"	"6.13"	"--"	"1988"	"冰Ⅱ-130"	"Agropyron(冰草属)"	"--"	"46.00"	"扁穗冰草"
"116"	"7.23"	"Gramineae(禾本科)"	"5.17"	"I7B00415"	"内蒙古农牧学院"	"11月中旬"	"2.20"	"83.0"	"3.26"	"Agropyron cristatum (L.) Gaerth."	"48"	"国外"	"119"	"栽培牧草"	"美国"	"--"	"6.05"	"--"	"1988"	"冰Ⅱ-134"	"Agropyron(冰草属)"	"--"	"58.00"	"扁穗冰草"
"117"	"7.20"	"Gramineae(禾本科)"	"5.19"	"I7B00419"	"内蒙古农牧学院"	"11月中旬"	"2.30"	"77.0"	"3.24"	"Agropyron cristatum (L.) Gaerth."	"64"	"国外"	"118"	"栽培牧草"	"美国"	"--"	"6.13"	"--"	"--"	"冰Ⅱ-138"	"Agropyron(冰草属)"	"--"	"50.00"	"扁穗冰草"
"118"	"7.28"	"Gramineae(禾本科)"	"5.18"	"I7B00431"	"内蒙古农牧学院"	"11月中旬"	"2.40"	"73.0"	"3.26"	"Agropyron cristatum (L.) Gaerth."	"138"	"国外"	"124"	"栽培牧草"	"美国"	"--"	"6.03"	"--"	"1988"	"冰Ⅱ-151"	"Agropyron(冰草属)"	"--"	"52.00"	"扁穗冰草"
"119"	"7.26"	"Gramineae(禾本科)"	"5.19"	"I7B00432"	"内蒙古农牧学院"	"11月中旬"	"2.50"	"76.0"	"3.26"	"Agropyron cristatum (L.) Gaerth."	"139"	"国外"	"122"	"栽培牧草"	"美国"	"--"	"6.05"	"--"	"1988"	"冰Ⅱ-152"	"Agropyron(冰草属)"	"--"	"53.00"	"扁穗冰草"
"120"	"7.26"	"Gramineae(禾本科)"	"5.19"	"I7B00433"	"内蒙古农牧学院"	"11月中旬"	"2.70"	"78.0"	"3.26"	"Agropyron cristatum (L.) Gaerth."	"140"	"国外"	"122"	"栽培牧草"	"美国"	"--"	"6.06"	"--"	"1988"	"冰Ⅱ-153"	"Agropyron(冰草属)"	"--"	"49.00"	"扁穗冰草"
"121"	"7.26"	"Gramineae(禾本科)"	"5.18"	"I7B00434"	"内蒙古农牧学院"	"11月中旬"	"2.50"	"81.0"	"3.26"	"Agropyron cristatum (L.) Gaerth."	"142"	"国外"	"122"	"栽培牧草"	"美国"	"--"	"6.07"	"--"	"1988"	"冰Ⅱ-154"	"Agropyron(冰草属)"	"--"	"53.00"	"扁穗冰草"
"122"	"7.26"	"Gramineae(禾本科)"	"5.18"	"I7B00435"	"内蒙古农牧学院"	"11月中旬"	"2.40"	"74.0"	"3.26"	"Agropyron cristatum (L.) Gaerth."	"143"	"国外"	"122"	"栽培牧草"	"美国"	"--"	"6.05"	"--"	"1988"	"冰Ⅱ-155"	"Agropyron(冰草属)"	"--"	"50.00"	"扁穗冰草"
"123"	"7.22"	"Gramineae(禾本科)"	"5.24"	"I7B00449"	"内蒙古农牧学院"	"11月中旬"	"3.30"	"80.0"	"3.25"	"Agropyron cristatum (L.) Gaerth."	"A5"	"国外"	"119"	"栽培牧草"	"美国"	"综合品种1"	"6.14"	"--"	"1988"	"冰Ⅱ-169"	"Agropyron(冰草属)"	"--"	"--"	"扁穗冰草"
"124"	"7.25"	"Gramineae(禾本科)"	"5.28"	"I7B00450"	"内蒙古农牧学院"	"--"	"2.80"	"70.0"	"4.02"	"Agropyron cristatum (L.) Gaerth."	"HY2"	"国外"	"115"	"栽培牧草"	"美国"	"--"	"6.15"	"--"	"1988"	"冰Ⅱ-170"	"Agropyron(冰草属)"	"--"	"--"	"冰草"
"125"	"7.27"	"Gramineae(禾本科)"	"5.31"	"I7B00437"	"内蒙古农牧学院"	"11月中旬"	"2.30"	"58.0"	"3.26"	"Agropyron cristatum (L.) Gaerth."	"154"	"国外"	"123"	"栽培牧草"	"美国"	"--"	"6.18"	"--"	"1988"	"冰Ⅱ-157"	"Agropyron(冰草属)"	"--"	"53.00"	"扁穗冰草"
"126"	"8.04"	"Gramineae(禾本科)"	"5.28"	"I7B00439"	"内蒙古农牧学院"	"11月中旬"	"2.40"	"75.0"	"4.02"	"Agropyron cristatum (L.) Gaerth."	"183"	"国外"	"126"	"栽培牧草"	"美国"	"--"	"6.12"	"--"	"1988"	"冰Ⅱ-159"	"Agropyron(冰草属)"	"--"	"31.00"	"扁穗冰草"
"127"	"8.05"	"Gramineae(禾本科)"	"5.21"	"I7B00441"	"内蒙古农牧学院"	"11月中旬"	"3.00"	"64.0"	"4.02"	"Agropyron cristatum (L.) Gaerth."	"227"	"国外"	"125"	"栽培牧草"	"美国"	"--"	"6.18"	"--"	"1988"	"冰Ⅱ-161"	"Agropyron(冰草属)"	"--"	"71.00"	"扁穗冰草"
"128"	"8.05"	"Gramineae(禾本科)"	"5.27"	"I7B00443"	"内蒙古农牧学院"	"11月中旬"	"2.90"	"52.0"	"4.02"	"Agropyron cristatum (L.) Gaerth."	"253"	"国外"	"125"	"栽培牧草"	"美国"	"--"	"6.07"	"--"	"1988"	"冰Ⅱ-163"	"Agropyron(冰草属)"	"--"	"74.00"	"扁穗冰草"
"129"	"7.22"	"Gramineae(禾本科)"	"--"	"I7B02245"	"中农科院草原所"	"--"	"6.91"	"--"	"4.14"	"Elymus ongustus(阿尔泰野麦草)"	"改24-1"	"国外"	"99"	"栽培种"	"草原所试验场"	"Proirlelana"	"--"	"--"	"1991"	"披Ⅱ-81"	"Elymus(披碱草属)"	"加拿大"	"89.70"	"阿尔泰野麦草"
"130"	"6.25"	"Gramineae(禾本科)"	"--"	"I7B02246"	"中农科院草原所"	"--"	"3.14"	"--"	"4.08"	"Elymus junceus"	"改109-1"	"国外"	"78"	"栽培种"	"草原所试验场"	"Ulnall"	"--"	"--"	"1991"	"披Ⅱ-82"	"Elymus(披碱草属)"	"美国"	"104.00"	"俄罗斯野麦草"
"131"	"6.25"	"Gramineae(禾本科)"	"--"	"I7B02247"	"中农科院草原所"	"--"	"2.73"	"--"	"4.08"	"Elymus junceus"	"改146-1"	"国外"	"78"	"栽培种"	"草原所试验场"	"--"	"--"	"--"	"1991"	"披Ⅱ-83"	"Elymus(披碱草属)"	"加拿大"	"98.00"	"俄罗斯野麦草"
"132"	"7.26"	"Gramineae(禾本科)"	"--"	"I7B02248"	"中农科院草原所"	"--"	"6.99"	"--"	"4.14"	"Elymus ongustus(阿尔泰野麦草)"	"改147-1"	"国外"	"103"	"栽培种"	"草原所试验场"	"--"	"--"	"--"	"1991"	"披Ⅱ-84"	"Elymus(披碱草属)"	"加拿大"	"90.00"	"阿尔泰野麦草"
"133"	"8.03"	"Gramineae(禾本科)"	"--"	"I7B02249"	"中农科院草原所"	"--"	"5.87"	"--"	"4.23"	"Elytrigia intermedia (Host)Nevski(中间偃麦草)"	"改108-1"	"国外"	"102"	"栽培种"	"草原所试验场"	"--"	"--"	"--"	"1991"	"偃麦Ⅱ-54"	"Elytrigia(偃麦草属)"	"加拿大"	"101.70"	"中间偃麦草"
"134"	"6.09"	"Gramineae(禾本科)"	"--"	"I7B02257"	"湖北畜牧所"	"--"	"2.30"	"--"	"3.10"	"Festuca anuncli nacoa(苇状羊茅)"	"86-01"	"国外"	"91"	"栽培种"	"湖北"	"费斯托雷纳"	"--"	"--"	"1992"	"羊茅Ⅱ-80"	"Festuca(羊茅属)"	"荷兰"	"118.60"	"苇状羊茅"
"135"	"6.02"	"Gramineae(禾本科)"	"--"	"--"	"湖北畜牧所"	"--"	"2.10"	"--"	"3.11"	"Festuca anuncli nacoa(苇状羊茅)"	"86-02"	"国外"	"83"	"栽培种"	"湖北"	"Kenbg"	"--"	"--"	"1992"	"羊茅Ⅱ-81"	"Festuca(羊茅属)"	"荷兰"	"119.30"	"苇状羊茅"
"136"	"7.06"	"Gramineae(禾本科)"	"--"	"--"	"新疆八一农学院"	"--"	"0.83"	"77.0"	"3.12"	"Festuca ovine var.duriuscula Koch(硬羊茅)"	"86-5"	"国外"	"116"	"栽培种"	"八农草原系"	"杜拉"	"--"	"--"	"1992"	"羊茅Ⅱ-83"	"Festuca(羊茅属)"	"美国"	"78.00"	"硬羊茅"
"137"	"7.06"	"Gramineae(禾本科)"	"--"	"--"	"新疆八一农学院"	"--"	"0.47"	"50.0"	"3.12"	"Festuca ovine var.duriuscula Koch(硬羊茅)"	"86-6"	"国外"	"116"	"栽培种"	"八农草原系"	"--"	"--"	"--"	"1992"	"羊茅Ⅱ-84"	"Festuca(羊茅属)"	"美华大"	"57.00"	"硬羊茅"
"138"	"7.17"	"Gramineae(禾本科)"	"--"	"--"	"新疆八一农学院"	"--"	"42.00"	"98.5"	"--"	"Hordeum vulgare L.(大麦)"	"乌92-1"	"国外"	"84"	"栽培种"	"八农草原所"	"克拉卡其"	"--"	"4.24"	"1992"	"大麦Ⅱ-18"	"Hordeum(大麦属)"	"南斯拉夫"	"62.30"	"大麦"
"139"	"7.13"	"Gramineae(禾本科)"	"--"	"--"	"新疆八一农学院"	"--"	"44.90"	"96.5"	"--"	"Hordeum vulgare L.(大麦)"	"乌92-2"	"国外"	"80"	"栽培种"	"八农草原所"	"黄金瓜"	"--"	"4.24"	"1992"	"大麦Ⅱ-19"	"Hordeum(大麦属)"	"日本"	"70.50"	"大麦"
"140"	"7.07"	"Gramineae(禾本科)"	"--"	"I7B02269"	"新疆八一农学院"	"--"	"49.10"	"96.5"	"--"	"Hordeum vulgare L.(大麦)"	"乌92-3"	"国外"	"76"	"栽培种"	"八农草原所"	"新黄金"	"--"	"4.22"	"1992"	"大麦Ⅱ-20"	"Hordeum(大麦属)"	"日本"	"70.30"	"大麦"
"141"	"7.07"	"Gramineae(禾本科)"	"--"	"--"	"新疆八一农学院"	"--"	"49.55"	"99.0"	"--"	"Hordeum vulgare L.(大麦)"	"乌92-4"	"国外"	"74"	"栽培种"	"八农草原所"	"关东中生"	"--"	"4.24"	"1992"	"大麦Ⅱ-21"	"Hordeum(大麦属)"	"日本"	"66.10"	"大麦"
"142"	"7.07"	"Gramineae(禾本科)"	"--"	"--"	"新疆八一农学院"	"--"	"45.30"	"99.5"	"--"	"Hordeum vulgare L.(大麦)"	"乌92-5"	"国外"	"75"	"栽培种"	"八农草原所"	"甘木二条"	"--"	"4.23"	"1992"	"大麦Ⅱ-22"	"Hordeum(大麦属)"	"日本"	"66.10"	"大麦"
"143"	"8.04"	"Gramineae(禾本科)"	"--"	"--"	"新疆八一农学院"	"--"	"45.25"	"82.0"	"--"	"Hordeum vulgare L.(大麦)"	"乌南92-1"	"国外"	"90"	"栽培种"	"八农草原所"	"成城17号"	"--"	"5.06"	"1992"	"大麦Ⅱ-33"	"Hordeum(大麦属)"	"日本"	"85.20"	"大麦"
"144"	"8.22"	"Gramineae(禾本科)"	"--"	"--"	"新疆八一农学院"	"--"	"35.50"	"98.0"	"--"	"Hordeum vulgare L.(大麦)"	"乌南92-2"	"国外"	"108"	"栽培种"	"八农草原所"	"瑞士皮"	"--"	"5.06"	"1992"	"大麦Ⅱ-34"	"Hordeum(大麦属)"	"瑞士"	"85.50"	"大麦"
"145"	"8.22"	"Gramineae(禾本科)"	"--"	"--"	"新疆八一农学院"	"--"	"48.17"	"84.5"	"--"	"Hordeum vulgare L.(大麦)"	"乌南92-6"	"国外"	"108"	"栽培种"	"八农草原所"	"67号"	"--"	"5.06"	"1992"	"大麦Ⅱ-37"	"Hordeum(大麦属)"	"美国"	"68.00"	"大麦"
"146"	"8.20"	"Gramineae(禾本科)"	"--"	"--"	"兰州畜牧所"	"--"	"2.20"	"70.7"	"--"	"Lolium multifiorum Lam.(多花黑麦草)"	"84-715"	"国外"	"102"	"栽培种"	"中农畜牧所"	"意大利黑麦草"	"--"	"4.14"	"1987"	"黑麦Ⅱ-80"	"Lolium(黑麦草属)"	"美国"	"79.40"	"多花黑麦草"
"147"	"7.07"	"Gramineae(禾本科)"	"--"	"--"	"新疆八一农学院"	"--"	"1.87"	"97.0"	"3.23"	"Lolium perenne L.(多年生黑麦草)"	"86-3"	"国外"	"104"	"栽培种"	"八一农学院草原所"	"--"	"--"	"--"	"1992"	"黑麦Ⅱ-83"	"Lolium(黑麦草属)"	"美国"	"58.00"	"多年生黑麦草"
"148"	"6.24"	"Gramineae(禾本科)"	"--"	"--"	"湖北畜牧所"	"--"	"2.16"	"--"	"9.23"	"Lolium perenne L.(多年生黑麦草)"	"74-95"	"国外"	"133"	"栽培种"	"澳大利亚"	"74-95维多利亚"	"--"	"--"	"1992"	"黑30"	"Lolium(黑麦草属)"	"澳大利亚"	"90.80"	"多年生黑麦草"
