"id"	"熟性"	"叶柄色"	"科名"	"品质"	"品种名称"	"叶球重"	"叶面"	"株幅"	"开展度"	"省"	"单产"	"叶球横径"	"收获期"	"译名"	"口感性"	"可溶性糖"	"播种期"	"霜霉发病率"	"统一编号"	"种质库编号"	"学名"	"繁种单位"	"叶球抱合型"	"叶球心"	"TUMV发病率"	"耐旱性"	"属名"	"水分"	"叶色"	"粗纤维"	"抗虫性"	"叶球形状"	"耐涝性"	"生长期"	"贮藏性"	"备注"	"抗病性"	"叶球顶"	"单位编号"	"纤维含量"	"耐寒性"	"品种来源"	"叶球纵径"	"栽培时期"	"种子千粒重"	"株高"	"耐热性"
"196"	"--"	"白"	"Cruciferae(十字花科)"	"--"	"平鲁顺白菜"	"1600"	"平滑"	"--"	"64.3"	"山西"	"--"	"--"	"--"	"PING LU SHUN BAI CAI"	"--"	"--"	"--"	"50"	"V02A1227"	"Ⅱ2A0811"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"合抱"	"舒心"	"100"	"--"	"Brassica(芸薹属)"	"--"	"绿"	"--"	"--"	"长筒"	"--"	"75"	"--"	"--"	"--"	"--"	"晋73"	"--"	"--"	"中蔬引自山西"	"--"	"8上-11上"	"--"	"55.6"	"--"
"197"	"--"	"绿"	"Cruciferae(十字花科)"	"--"	"小青麻叶"	"2200"	"平滑"	"--"	"64.6"	"天津"	"6500"	"--"	"--"	"XIAO QING MA YE"	"--"	"3.01"	"--"	"81"	"V02A1240"	"Ⅱ2A0644"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"拧抱"	"舒心"	"100"	"--"	"Brassica(芸薹属)"	"93.40"	"深绿"	"0.23"	"--"	"长筒"	"--"	"85"	"--"	"--"	"--"	"--"	"津12"	"--"	"--"	"中蔬引自天津"	"--"	"8上-11上"	"--"	"58.8"	"--"
"198"	"--"	"绿"	"Cruciferae(十字花科)"	"--"	"黑二樱白菜"	"1200"	"平滑"	"--"	"61.3"	"云南"	"--"	"--"	"--"	"HEI ER YING BAI CAI"	"--"	"1.71"	"--"	"76"	"V02A1243"	"Ⅱ2A0821"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"拧抱"	"拧心"	"100"	"--"	"Brassica(芸薹属)"	"92.50"	"深绿"	"1.18"	"--"	"长筒"	"--"	"85"	"--"	"--"	"--"	"--"	"云11"	"--"	"--"	"中蔬引自云南"	"--"	"8上-11上"	"--"	"40.0"	"--"
"199"	"极早"	"白绿"	"Cruciferae(十字花科)"	"上"	"早皇白大白菜"	"280"	"皱"	"49x47"	"--"	"四川"	"21000"	"14x13"	"10上中"	"ZAO HUANG BAI DA BAI CAI"	"甜"	"--"	"8中下"	"--"	"V02A1249"	"Ⅱ2A1342"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"成都市第一农科所"	"叠抱"	"包心"	"--"	"--"	"Brassica(芸薹属)"	"--"	"深绿"	"--"	"--"	"倒卵"	"中"	"--"	"--"	"该品种为较好"	"强"	"平顶"	"C1-125"	"少"	"--"	"四川成都市"	"25.9"	"--"	"2.7"	"26.7"	"强"
"200"	"早"	"白"	"Cruciferae(十字花科)"	"中"	"Summer"	"1650"	"微皱"	"60x58"	"--"	"国外"	"74250"	"13"	"10上"	"Summer"	"略甜"	"--"	"8上"	"--"	"V02A1255"	"Ⅱ2A1365"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"合抱"	"包心"	"--"	"--"	"Brassica(芸薹属)"	"--"	"绿"	"--"	"中"	"卵形"	"--"	"--"	"--"	"--"	"抗霜霉病、软"	"散顶"	"G37"	"少"	"弱"	"中蔬引自泰国"	"30"	"--"	"30"	"34.0"	"强"
"201"	"早"	"白"	"Cruciferae(十字花科)"	"中"	"山东白"	"1340"	"微皱"	"61x58"	"--"	"国外"	"60300"	"14"	"10上"	"SHAN DONG BAI"	"甜"	"--"	"8上"	"--"	"V02A1256"	"Ⅱ2A1366"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"合抱"	"包心"	"--"	"--"	"Brassica(芸薹属)"	"--"	"淡绿"	"--"	"中"	"卵形"	"--"	"--"	"--"	"--"	"抗霜霉病、软"	"散顶"	"G38"	"少"	"弱"	"中蔬引自亚蔬中心"	"27"	"--"	"30"	"40.0"	"强"
"202"	"晚"	"白绿"	"Cruciferae(十字花科)"	"中"	"乌皮黄芽菜"	"1400"	"皱"	"28x30"	"--"	"浙江"	"45000"	"10"	"12下-2上中"	"WU PI HUANG YA CAI"	"略甜"	"--"	"9中下"	"--"	"V02A1258"	"Ⅱ2A1377"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"浙江农科院园艺所"	"叠抱"	"舒心"	"--"	"中"	"Brassica(芸薹属)"	"--"	"深绿"	"--"	"抗蚜虫、青虫"	"长筒"	"中"	"--"	"强"	"--"	"抗病毒病中"	"散顶"	"03018"	"中"	"强"	"浙江临海市"	"30"	"--"	"--"	"32.0"	"弱"
"203"	"中早"	"白"	"Cruciferae(十字花科)"	"中"	"白包头"	"2000"	"皱"	"40x40"	"--"	"河北"	"60000"	"18"	"11上"	"BAI BAO TOU"	"淡"	"--"	"8上"	"--"	"V02A1262"	"Ⅱ2A1368"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"河北农科院蔬菜所"	"褶抱"	"花心"	"--"	"中"	"Brassica(芸薹属)"	"--"	"淡绿"	"--"	"抗蚜虫中"	"短筒"	"中"	"--"	"弱"	"--"	"抗霜霉病弱"	"散顶"	"白117号"	"少"	"中"	"河北丰南县"	"40"	"--"	"3.5"	"42.0"	"中"
"204"	"中早"	"白绿"	"Cruciferae(十字花科)"	"上"	"新秋王"	"2185"	"微皱"	"60x62"	"--"	"国外"	"--"	"22"	"10中"	"XIN QIU WANG"	"甜"	"--"	"8上"	"--"	"V02A1268"	"Ⅱ2A1406"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"合抱"	"包心"	"--"	"中"	"Brassica(芸薹属)"	"--"	"深绿"	"--"	"抗菜粉蝶,菜"	"倒圆锥"	"中"	"--"	"中"	"--"	"抗软腐病、霜"	"尖顶"	"I-01"	"少"	"弱"	"中蔬引自孟加拉"	"33"	"--"	"3.5"	"35.0"	"中"
"205"	"中早"	"白绿"	"Cruciferae(十字花科)"	"上"	"大冠"	"2145"	"微皱"	"57x60"	"--"	"国外"	"--"	"26"	"10上"	"DA GUAN"	"甜"	"--"	"8上"	"--"	"V02A1269"	"Ⅱ2A1407"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"合抱"	"包心"	"--"	"中"	"Brassica(芸薹属)"	"--"	"绿"	"--"	"抗菜粉蝶中"	"倒圆锥"	"中"	"--"	"中"	"--"	"抗霜霉病强"	"尖顶"	"I-02"	"少"	"弱"	"中蔬引自孟加拉"	"36"	"--"	"3.4"	"42.0"	"强"
"206"	"中早"	"白绿"	"Cruciferae(十字花科)"	"上"	"早熟60天"	"1895"	"微皱"	"56x59"	"--"	"国外"	"--"	"22"	"10上"	"ZAO SHU 60 TIAN"	"甜"	"--"	"8上"	"--"	"V02A1270"	"Ⅱ2A1408"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"合抱"	"--"	"--"	"中"	"Brassica(芸薹属)"	"--"	"绿"	"--"	"抗菜粉蝶强"	"倒圆锥"	"中"	"--"	"中"	"--"	"抗霜霉病强"	"尖顶"	"I-03"	"少"	"中"	"中蔬引自孟加拉"	"37"	"--"	"3.6"	"40.0"	"强"
"207"	"中早"	"白绿"	"Cruciferae(十字花科)"	"上"	"夏甜"	"1925"	"微皱"	"60x56"	"--"	"国外"	"--"	"19"	"10上"	"XIA TIAN"	"略甜"	"--"	"8上"	"--"	"V02A1271"	"Ⅱ2A1409"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"合抱"	"包心"	"--"	"中"	"Brassica(芸薹属)"	"--"	"深绿"	"--"	"抗菜粉蝶中"	"倒圆锥"	"中"	"--"	"中"	"--"	"抗霜霉病强"	"尖顶"	"I-04"	"少"	"中"	"中蔬引自孟加拉"	"28"	"--"	"3.0"	"41.0"	"强"
"208"	"中早"	"白绿"	"Cruciferae(十字花科)"	"上"	"春丽"	"1550"	"微皱"	"70x65"	"--"	"国外"	"--"	"20"	"10上"	"CHUN LI"	"甜"	"--"	"8上"	"--"	"V02A1272"	"Ⅱ2A1410"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"合抱"	"包心"	"--"	"中"	"Brassica(芸薹属)"	"--"	"绿"	"--"	"抗菜蝇中"	"倒圆锥"	"中"	"--"	"强"	"--"	"抗软腐病强"	"尖顶"	"I-05"	"少"	"中"	"中蔬引自孟加拉"	"32"	"--"	"2.9"	"37.0"	"强"
"209"	"早"	"白绿"	"Cruciferae(十字花科)"	"上"	">>-KR"	"1735"	"皱"	"59x60"	"--"	"国外"	"--"	"25"	"10上"	">>-KR"	"略甜"	"--"	"8上"	"--"	"V02A1273"	"Ⅱ2A1411"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"合抱"	"包心"	"--"	"中"	"Brassica(芸薹属)"	"--"	"绿"	"--"	"抗菜粉蝶中"	"倒圆锥"	"中"	"--"	"中"	"--"	"抗霜霉病强"	"尖顶"	"I-06"	"少"	"弱"	"中蔬引自孟加拉"	"32"	"--"	"3.0"	"36.0"	"强"
"210"	"极早"	"白"	"Cruciferae(十字花科)"	"上"	">>M(2／3)-46"	"850"	"微皱"	"48x46"	"--"	"国外"	"--"	"13"	"9下"	">>M(2／3)-46"	"略甜"	"--"	"8上"	"--"	"V02A1274"	"Ⅱ2A1412"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"叠抱"	"包心"	"--"	"中"	"Brassica(芸薹属)"	"--"	"深绿"	"--"	"抗菜粉蝶中"	"扁圆"	"中"	"--"	"中"	"--"	"抗霜霉病中"	"圆圆"	"I-07"	"少"	"弱"	"中蔬引自"	"19"	"--"	"3.2"	"28.0"	"强"
"211"	"中晚"	"绿"	"Cruciferae(十字花科)"	"--"	"夏津牛尾巴"	"3000"	"微皱"	"71x71"	"--"	"山东"	"60000"	"--"	"11中"	"XIA JIN NIU WEI BA"	"略甜"	"--"	"8中"	"--"	"V02A1278"	"Ⅱ2A1376"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"山东农科院蔬菜所"	"竖心卷合"	"舒心"	"--"	"中"	"Brassica(芸薹属)"	"--"	"深绿"	"--"	"--"	"长筒"	"中"	"--"	"强"	"--"	"抗病毒病强"	"--"	"直34"	"--"	"强"	"山东夏津县"	"--"	"--"	"3.2"	"44.0"	"中"
"212"	"中"	"浅绿"	"Cruciferae(十字花科)"	"--"	"核桃纹小青麻叶"	"1200"	"皱"	"11X11"	"--"	"内蒙"	"61000"	"6.0"	"10上"	"HE TAO WEN XIAO QING MA YE"	"淡"	"--"	"7下"	"--"	"V02A1295"	"Ⅱ2A1385"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"内蒙农科院蔬菜所"	"竖心卷合"	"舒心"	"--"	"中"	"Brassica(芸薹属)"	"--"	"深绿"	"--"	"中"	"长筒"	"中"	"--"	"强"	"--"	"强"	"平顶"	"内2A037"	"--"	"强"	"内蒙呼和浩特市"	"36.0"	"--"	"2.8"	"38.0"	"中"
"213"	"早"	"白"	"Cruciferae(十字花科)"	"中"	"翻心白"	"2500"	"皱"	"50x30"	"--"	"宁夏"	"40000"	"25"	"9下-10上"	"FAN XIN BAI"	"略甜"	"--"	"7下"	"--"	"V02A1297"	"Ⅱ2A0037"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"宁夏农林院蔬菜室"	"合抱"	"舒心"	"--"	"中"	"Brassica(芸薹属)"	"--"	"绿"	"--"	"中"	"倒卵"	"中"	"--"	"中"	"--"	"抗霜霉病弱"	"散顶"	"87-3"	"中"	"中"	"宁夏中卫县"	"35"	"--"	"2.5-4"	"40.0"	"中"
"214"	"--"	"浅绿"	"Cruciferae(十字花科)"	"--"	"黄秧白"	"850"	"微皱"	"55x50"	"--"	"四川"	"1500"	"19"	"11-12"	"HUANG YANG BAI"	"--"	"--"	"8-9"	"--"	"V02A1303"	"Ⅱ2A1380"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"重庆市农科所"	"合抱"	"--"	"--"	"--"	"Brassica(芸薹属)"	"--"	"绿"	"--"	"--"	"不结球"	"--"	"--"	"--"	"--"	"--"	"--"	"85C1-001"	"--"	"--"	"四川平武县"	"40"	"--"	"--"	"35.0"	"--"
"215"	"晚"	"绿"	"Cruciferae(十字花科)"	"中"	"青麻叶"	"2100"	"皱"	"30x35"	"--"	"湖北"	"47000"	"23"	"--"	"QING MA YE"	"略甜"	"--"	"--"	"--"	"V02A1305"	"Ⅱ2A1439"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"华中农业大学"	"合抱"	"散心"	"--"	"中"	"Brassica(芸薹属)"	"--"	"深绿"	"--"	"--"	"长筒"	"中"	"--"	"强"	"--"	"--"	"散顶"	"Ⅲ0201026"	"中"	"中"	"湖北神农架林区"	"30"	"--"	"2.3"	"45.0"	"中"
"216"	"中"	"白"	"Cruciferae(十字花科)"	"上"	"小青六"	"1425"	"皱"	"80x82"	"--"	"国外"	"64100"	"11"	"10上"	"XIAO QING LIU"	"甜"	"--"	"8上"	"--"	"V02A1355"	"Ⅱ2A1486"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"竖心卷合"	"舒心"	"--"	"强"	"Brassica(芸薹属)"	"--"	"绿"	"--"	"抗菜螟中"	"长筒"	"中"	"--"	"强"	"--"	"抗霜霉病强"	"散顶"	"G52"	"少"	"强"	"本所引自朝鲜"	"51"	"--"	"2.8"	"52.0"	"中"
"217"	"中"	"白绿"	"Cruciferae(十字花科)"	"上"	"包头联"	"1280"	"皱"	"60x65"	"--"	"国外"	"57600"	"16"	"10中"	"BAO TOU LIAN"	"甜"	"--"	"8上"	"--"	"V02A1356"	"Ⅱ2A1487"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"竖心卷合"	"舒心"	"--"	"中"	"Brassica(芸薹属)"	"--"	"绿"	"--"	"抗菜螟中"	"长筒"	"中"	"--"	"强"	"--"	"抗病毒病中"	"散顶"	"G53"	"少"	"强"	"本所引自朝鲜"	"41"	"--"	"2.7"	"45.0"	"中"
"218"	"中晚"	"浅绿"	"Cruciferae(十字花科)"	"中"	"Caul No.8"	"2100"	"微皱"	"80x73"	"--"	"国外"	"62500"	"15"	"10中"	"Caul No.8"	"略甜"	"--"	"8中"	"--"	"V02A1357"	"Ⅱ2A1488"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"竖心卷合"	"舒心"	"--"	"中"	"Brassica(芸薹属)"	"--"	"绿"	"--"	"抗蚜虫中"	"长筒"	"中"	"--"	"强"	"--"	"抗黑腐病中"	"散顶"	"G54"	"中"	"强"	"本所引自朝鲜"	"34"	"--"	"3.0"	"45.0"	"中"
"219"	"中晚"	"浅绿"	"Cruciferae(十字花科)"	"上"	"Caul No.3"	"2250"	"皱"	"75x77"	"--"	"国外"	"66000"	"20"	"10中"	"Caul No.3"	"略甜"	"--"	"8中"	"--"	"V02A1358"	"Ⅱ2A1489"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"合抱"	"包心"	"--"	"中"	"Brassica(芸薹属)"	"--"	"绿"	"--"	"抗蚜虫强"	"长筒"	"中"	"--"	"强"	"--"	"抗黑腐病强"	"尖顶"	"G55"	"少"	"强"	"本所引自朝鲜"	"36"	"--"	"2.9"	"43.0"	"中"
"220"	"中"	"白"	"Cruciferae(十字花科)"	"中"	"河头早"	"3050"	"微皱"	"66x48"	"--"	"辽宁"	"74500"	"14"	"10上"	"HE TOU ZAO"	"甜"	"--"	"7下"	"--"	"V02A1425"	"Ⅱ2A1511"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"辽宁农科院园艺所"	"合抱"	"舒心"	"--"	"中"	"Brassica(芸薹属)"	"--"	"绿"	"--"	"中"	"长筒"	"中"	"--"	"中"	"--"	"抗病毒病中"	"平顶"	"2AA78"	"中"	"中"	"辽宁抚顺市"	"39"	"--"	"3"	"45.0"	"中"
"221"	"早"	"浅绿"	"Cruciferae(十字花科)"	"中"	"球白"	"1250"	"微皱"	"45x48"	"--"	"湖北"	"--"	"17"	"--"	"QIU BAI"	"略甜"	"--"	"--"	"--"	"V02A1451"	"Ⅱ2A1539"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"华中农业大学"	"拧抱"	"舒心"	"--"	"弱"	"Brassica(芸薹属)"	"--"	"深绿"	"--"	"--"	"短筒"	"弱"	"--"	"弱"	"--"	"--"	"圆圆"	"Ⅲ0201244"	"中"	"中"	"湖北长阳县"	"24"	"--"	"2.8"	"36.0"	"中"
"222"	"极早"	"浅绿"	"Cruciferae(十字花科)"	"上"	"Chang puh Early"	"850"	"微皱"	"46x45.5"	"--"	"国外"	"63750"	"14.5"	"10上"	"Chang puh Early"	"略甜"	"--"	"8中"	"--"	"V02A1462"	"Ⅱ2A1553"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"叠抱"	"包心"	"--"	"中"	"Brassica(芸薹属)"	"--"	"深绿"	"--"	"抗蚜虫中"	"扁圆"	"中"	"--"	"中"	"--"	"抗病毒病强"	"圆圆"	"G67"	"少"	"中"	"中蔬引自亚蔬中心"	"18.5"	"--"	"3.0"	"30.0"	"强"
"223"	"极早"	"浅绿"	"Cruciferae(十字花科)"	"上"	"Ta Feng 35 Days"	"895"	"皱"	"48x47.7"	"--"	"国外"	"67125"	"16"	"10上"	"Ta Feng 35 Days"	"略甜"	"--"	"8中"	"--"	"V02A1463"	"Ⅱ2A1554"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"叠抱"	"包心"	"--"	"中"	"Brassica(芸薹属)"	"--"	"深绿"	"--"	"抗蚜虫中"	"扁圆"	"中"	"--"	"中"	"--"	"抗病毒病中"	"圆圆"	"G68"	"少"	"中"	"中蔬引自亚蔬中心"	"19.5"	"--"	"--"	"28.5"	"强"
"224"	"极早"	"浅绿"	"Cruciferae(十字花科)"	"上"	"Ta Feng Autumn"	"1280"	"微皱"	"47.5x47"	"--"	"国外"	"96000"	"15.5"	"10上"	"Ta Feng Autumn"	"略甜"	"--"	"8中"	"--"	"V02A1464"	"Ⅱ2A1555"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"叠抱"	"包心"	"--"	"中"	"Brassica(芸薹属)"	"--"	"绿"	"--"	"抗蚜虫强"	"扁圆"	"中"	"--"	"中"	"--"	"抗病毒病强"	"圆圆"	"G69"	"少"	"中"	"中蔬引自亚蔬中心"	"15"	"--"	"3.1"	"28.0"	"强"
"225"	"极早"	"浅绿"	"Cruciferae(十字花科)"	"中"	"Red leaf No.1"	"1200"	"微皱"	"45x46"	"--"	"国外"	"90000"	"13.5"	"10上"	"Red leaf No.1"	"略甜"	"--"	"8中"	"--"	"V02A1465"	"Ⅱ2A1556"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"叠抱"	"包心"	"--"	"中"	"Brassica(芸薹属)"	"--"	"淡绿"	"--"	"抗蚜虫强"	"扁圆"	"中"	"--"	"中"	"--"	"抗病毒病强"	"圆圆"	"G70"	"少"	"中"	"中蔬引自亚蔬中心"	"15"	"--"	"3.0"	"26.5"	"强"
"226"	"极早"	"浅绿"	"Cruciferae(十字花科)"	"上"	"Super Early 30 Days"	"720"	"皱"	"35x34"	"--"	"国外"	"54000"	"12"	"10上"	"Super Early 30 Days"	"略甜"	"--"	"8中"	"--"	"V02A1466"	"Ⅱ2A1557"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"叠抱"	"包心"	"--"	"中"	"Brassica(芸薹属)"	"--"	"绿"	"--"	"抗蚜虫中"	"扁圆"	"中"	"--"	"中"	"--"	"抗病毒病中"	"圆圆"	"G77"	"少"	"中"	"中蔬引自亚蔬中心"	"15"	"--"	"2.9"	"22.0"	"强"
"227"	"极早"	"绿"	"Cruciferae(十字花科)"	"上"	"Black leaf 30 Days"	"800"	"微皱"	"34x35"	"--"	"国外"	"60000"	"12"	"10上"	"Black leaf 30 Days"	"甜"	"--"	"8中"	"--"	"V02A1467"	"Ⅱ2A1558"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"叠抱"	"包心"	"--"	"中"	"Brassica(芸薹属)"	"--"	"深绿"	"--"	"抗蚜虫强"	"扁圆"	"中"	"--"	"中"	"--"	"抗病毒病强"	"圆圆"	"G78"	"少"	"中"	"中蔬引自亚蔬中心"	"12.5"	"--"	"2.85"	"21.5"	"强"
"228"	"极早"	"白"	"Cruciferae(十字花科)"	"上"	"夏光"	"720"	"皱"	"42.5x41"	"--"	"国外"	"54000"	"13"	"10上"	"XIA GUANG"	"略甜"	"--"	"8中"	"--"	"V02A1468"	"Ⅱ2A1559"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"叠抱"	"包心"	"--"	"中"	"Brassica(芸薹属)"	"--"	"深绿"	"--"	"抗蚜虫中"	"扁圆"	"中"	"--"	"中"	"--"	"抗病毒病中"	"圆圆"	"G79"	"少"	"中"	"中蔬引自日本"	"14.5"	"--"	"3.1"	"21.5"	"强"
