"id"	"耐旱性"	"科名"	"保存编号"	"库编号"	"锈脚"	"原产地"	"鲜皮厚度"	"叶色"	"雌蕾色"	"根型"	"花叶病"	"麻骨色"	"原麻产量"	"叶形"	"备注"	"分株力"	"雌蕾现蕾期"	"蔸型"	"译名"	"单纤维强力"	"生长整齐度"	"品种名称"	"生长均匀度"	"抗风性"	"工艺成熟天"	"叶面皱纹"	"省"	"学名"	"统一编号"	"雌花开花期"	"保存单位"	"单纤支数"	"属名"	"鲜皮出麻率"	"种子来源"	"株高"	"有效株率"	"茎粗"	"单位编号"	"米色"	"抽穗日数"	"北纬"	"粒色"	"高程"	"单株秆重"	"粗蛋白"	"东经"	"主茎节数"	"刺毛长度"	"单株粒重"	"蚕豆"	"脂肪酸160"
"49"	"弱"	"Urticaceae(荨麻科)"	"159"	"159"	"短"	"闽漳洲市"	"0.72"	"绿"	"红"	"中"	"S"	"黄白"	"75.0"	"卵圆"	"--"	"弱"	"9月下旬"	"散生"	"youmaohongxinzhong"	"51.8"	"整齐"	"有毛红心种"	"均匀"	"中"	"193"	"少"	"福建"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00105"	"10月中旬"	"中国农科院麻类所"	"1596"	"Boehmeria(苎麻属)"	"10.0"	"闽漳洲市"	"132.0"	"72.9"	"0.89"														
"50"	"强"	"Urticaceae(荨麻科)"	"68"	"68"	"短"	"闽惠安县"	"0.64"	"绿"	"深红"	"深"	"MS"	"黄白"	"100.0"	"卵圆"	"--"	"中"	"9月中旬"	"丛生"	"huianhongxinma"	"49.1"	"不整齐"	"惠安红心麻"	"不均匀"	"强"	"190"	"多"	"福建"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00106"	"9月下旬"	"中国农科院麻类所"	"1595"	"Boehmeria(苎麻属)"	"11.2"	"闽惠安县"	"155.0"	"70.0"	"0.96"														
"51"	"强"	"Urticaceae(荨麻科)"	"195"	"195"	"长"	"浙天台县"	"0.84"	"绿"	"淡红"	"深"	"S"	"黄白"	"100.0"	"卵圆"	"--"	"弱"	"9月中旬"	"丛生"	"tiantaitiema"	"46.5"	"较整齐"	"天台铁麻"	"均匀"	"弱"	"187"	"少"	"浙江"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00107"	"9月下旬"	"中国农科院麻类所"	"1105"	"Boehmeria(苎麻属)"	"10.7"	"浙天台县"	"179.0"	"79.8"	"1.02"														
"52"	"强"	"Urticaceae(荨麻科)"	"197"	"197"	"长"	"浙天台县"	"0.84"	"黄绿"	"淡红"	"深"	"S"	"黄白"	"55.0"	"卵圆"	"--"	"弱"	"9月上旬"	"丛生"	"tiantaidayebai"	"47.8"	"整齐"	"天台大叶白"	"较均匀"	"弱"	"180"	"少"	"浙江"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00108"	"9月下旬"	"中国农科院麻类所"	"1310"	"Boehmeria(苎麻属)"	"11.6"	"浙天台县"	"177.0"	"78.0"	"0.91"														
"53"	"中"	"Urticaceae(荨麻科)"	"210"	"210"	"长"	"浙天台县"	"0.74"	"深绿"	"淡红"	"中"	"S"	"绿白"	"60.0"	"尖椭"	"--"	"强"	"9月下旬"	"散生"	"tiantaiyeqingma"	"48.5"	"不整齐"	"天台野青麻"	"较均匀"	"强"	"194"	"多"	"浙江"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00109"	"10月上旬"	"中国农科院麻类所"	"1504"	"Boehmeria(苎麻属)"	"11.9"	"浙天台县"	"130.0"	"65.0"	"0.86"														
"54"	"强"	"Urticaceae(荨麻科)"	"211"	"211"	"长"	"浙天台县"	"0.66"	"绿"	"黄白"	"深"	"MR"	"绿白"	"75.0"	"卵圆"	"--"	"弱"	"9月中旬"	"丛生"	"tiantaiqingma"	"43.8"	"不整齐"	"天台青麻"	"不均匀"	"强"	"169"	"多"	"浙江"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00110"	"9月下旬"	"中国农科院麻类所"	"1649"	"Boehmeria(苎麻属)"	"12.9"	"浙天台县"	"145.0"	"59.0"	"0.90"														
"55"	"强"	"Urticaceae(荨麻科)"	"300"	"928"	"长"	"浙天台县"	"0.80"	"深绿"	"红"	"深"	"S"	"绿白"	"100.0"	"卵圆"	"--"	"中"	"9月中旬"	"丛生"	"tiantaidayeqing"	"--"	"整齐"	"天台大叶青"	"较均匀"	"中"	"210"	"多"	"浙江"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00111"	"9月下旬"	"中国农科院麻类所"	"--"	"Boehmeria(苎麻属)"	"13.0"	"浙天台县"	"160.0"	"75.0"	"0.85"														
"56"	"强"	"Urticaceae(荨麻科)"	"194"	"194"	"短"	"浙诸暨县"	"0.67"	"绿"	"黄白"	"中"	"MR"	"黄白"	"60.0"	"近圆"	"--"	"弱"	"9月中旬"	"散生"	"zhujizhuma"	"55.6"	"整齐"	"诸暨苎麻"	"较均匀"	"强"	"194"	"多"	"浙江"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00112"	"10月上旬"	"中国农科院麻类所"	"1231"	"Boehmeria(苎麻属)"	"12.6"	"浙诸暨县"	"135.0"	"71.6"	"0.90"														
"57"	"强"	"Urticaceae(荨麻科)"	"196"	"196"	"长"	"浙诸暨县"	"0.70"	"黄绿"	"淡红"	"深"	"S"	"黄白"	"60.0"	"卵圆"	"--"	"弱"	"9月上旬"	"丛生"	"zhujihuangzhuma"	"48.7"	"不整齐"	"诸暨黄苎麻"	"不均匀"	"中"	"183"	"少"	"浙江"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00113"	"9月下旬"	"中国农科院麻类所"	"1416"	"Boehmeria(苎麻属)"	"12.3"	"浙诸暨县"	"162.0"	"79.0"	"0.92"														
"58"	"弱"	"Urticaceae(荨麻科)"	"017"	"475"	"短"	"江西新余"	"0.68"	"浅绿"	"红"	"中"	"MS"	"绿白"	"125.0"	"椭圆"	"--"	"强"	"9月中旬"	"散生"	"xinyuma1hao"	"27.8"	"整齐"	"新余麻1号"	"不均匀"	"中"	"159"	"少"	"江西"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00148"	"9月下旬"	"赣宜春地区农科所"	"1923"	"Boehmeria(苎麻属)"	"8.1"	"江西新余"	"163.0"	"81.4"	"1.01"														
"59"	"中"	"Urticaceae(荨麻科)"	"018"	"483"	"短"	"江西新余"	"0.64"	"黄绿"	"淡红"	"深"	"MR"	"黄白"	"65.0"	"近圆"	"--"	"弱"	"9月中旬"	"丛生"	"xinyuma2hao"	"25.0"	"不整齐"	"新余麻2号"	"较均匀"	"中"	"185"	"多"	"江西"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00149"	"9月下旬"	"赣宜春地区农科所"	"1715"	"Boehmeria(苎麻属)"	"9.7"	"江西新余"	"160.0"	"62.7"	"1.02"														
"60"	"强"	"Urticaceae(荨麻科)"	"077"	"537"	"短"	"江西贵溪"	"0.71"	"绿"	"红"	"浅"	"S"	"绿白"	"90.0"	"椭圆"	"--"	"强"	"9月中旬"	"串生"	"guixima"	"23.7"	"整齐"	"贵溪麻"	"不均匀"	"强"	"194"	"少"	"江西"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00209"	"9月下旬"	"赣宜春地区农科所"	"1800"	"Boehmeria(苎麻属)"	"7.6"	"江西贵溪"	"123.0"	"73.4"	"0.62"														
"61"	"强"	"Urticaceae(荨麻科)"	"078"	"505"	"短"	"江西宁都"	"0.69"	"绿"	"淡红"	"中"	"I"	"黄白"	"75.0"	"近圆"	"--"	"中"	"9月中旬"	"散生"	"ningduzhuma"	"32.4"	"整齐"	"宁都苎麻"	"较均匀"	"中"	"196"	"少"	"江西"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00210"	"9月下旬"	"赣宜春地区农科所"	"1803"	"Boehmeria(苎麻属)"	"8.1"	"江西宁都"	"143.0"	"76.4"	"0.87"														
"62"	"中"	"Urticaceae(荨麻科)"	"079"	"457"	"短"	"江西宁都"	"1.00"	"绿"	"淡红"	"深"	"MR"	"绿白"	"90.0"	"椭圆"	"--"	"弱"	"9月中旬"	"丛生"	"ningduqingzhuma"	"27.0"	"整齐"	"宁都青苎麻"	"较均匀"	"中"	"202"	"多"	"江西"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00211"	"9月下旬"	"赣宜春地区农科所"	"1864"	"Boehmeria(苎麻属)"	"11.0"	"江西宁都"	"147.0"	"74.3"	"0.98"														
"63"	"中"	"Urticaceae(荨麻科)"	"080"	"470"	"短"	"江西宁都"	"0.96"	"绿"	"淡红"	"中"	"R"	"黄白"	"85.0"	"椭圆"	"--"	"强"	"9月中旬"	"散生"	"ningdudabaima"	"27.6"	"整齐"	"宁都大白麻"	"均匀"	"中"	"162"	"多"	"江西"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00212"	"9月下旬"	"赣宜春地区农科所"	"1600"	"Boehmeria(苎麻属)"	"9.4"	"江西宁都"	"152.0"	"73.8"	"0.98"														
"64"	"强"	"Urticaceae(荨麻科)"	"081"	"509"	"短"	"江西宁都"	"0.47"	"黄绿"	"淡红"	"浅"	"MS"	"绿白"	"75.0"	"近圆"	"--"	"强"	"9月中旬"	"串生"	"ningduyema"	"28.9"	"不整齐"	"宁都野麻"	"均匀"	"弱"	"197"	"少"	"江西"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00213"	"9月下旬"	"赣宜春地区农科所"	"1458"	"Boehmeria(苎麻属)"	"7.8"	"江西宁都"	"129.0"	"56.3"	"0.72"														
"65"	"强"	"Urticaceae(荨麻科)"	"082"	"463"	"短"	"江西宁都"	"0.95"	"黄绿"	"淡红"	"深"	"R"	"黄白"	"100.0"	"近圆"	"--"	"弱"	"9月中旬"	"丛生"	"ningdubaima"	"26.1"	"整齐"	"宁都白麻"	"较均匀"	"中"	"189"	"少"	"江西"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00214"	"9月下旬"	"赣宜春地区农科所"	"1511"	"Boehmeria(苎麻属)"	"9.6"	"江西宁都"	"152.0"	"72.7"	"0.98"														
"66"	"强"	"Urticaceae(荨麻科)"	"083"	"462"	"短"	"江西赣县"	"0.75"	"浅绿"	"淡红"	"深"	"MR"	"黄白"	"100.0"	"椭圆"	"--"	"弱"	"9月上旬"	"丛生"	"ganxiandabaima"	"29.6"	"整齐"	"赣县大白麻"	"较均匀"	"强"	"182"	"多"	"江西"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00215"	"9月中旬"	"赣宜春地区农科所"	"1855"	"Boehmeria(苎麻属)"	"8.8"	"江西赣县"	"150.0"	"76.7"	"0.87"														
"67"	"强"	"Urticaceae(荨麻科)"	"084"	"473"	"短"	"江西赣县"	"1.03"	"深绿"	"淡红"	"深"	"MR"	"黄白"	"75.0"	"椭圆"	"--"	"弱"	"9月中旬"	"丛生"	"ganxiandayema"	"32.4"	"整齐"	"赣县大叶麻"	"均匀"	"中"	"182"	"多"	"江西"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00216"	"9月下旬"	"赣宜春地区农科所"	"1694"	"Boehmeria(苎麻属)"	"8.3"	"江西赣县"	"150.0"	"69.9"	"0.82"														
"68"	"强"	"Urticaceae(荨麻科)"	"085"	"516"	"短"	"江西赣县"	"0.57"	"深绿"	"淡红"	"中"	"MR"	"黄白"	"100.0"	"椭圆"	"--"	"强"	"9月上旬"	"散生"	"xiaoyema"	"24.2"	"整齐"	"小叶麻"	"均匀"	"中"	"166"	"多"	"江西"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00217"	"9月中旬"	"赣宜春地区农科所"	"1607"	"Boehmeria(苎麻属)"	"7.5"	"江西赣县"	"141.0"	"88.3"	"0.78"														
"69"	"强"	"Urticaceae(荨麻科)"	"086"	"504"	"短"	"江西赣县"	"0.79"	"绿"	"红"	"中"	"R"	"黄白"	"75.0"	"尖椭"	"--"	"中"	"9月上旬"	"散生"	"huangpizi"	"21.7"	"整齐"	"黄皮子"	"较均匀"	"强"	"193"	"少"	"江西"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00218"	"9月下旬"	"赣宜春地区农科所"	"1855"	"Boehmeria(苎麻属)"	"8.6"	"江西赣县"	"140.0"	"72.8"	"0.69"														
"70"	"中"	"Urticaceae(荨麻科)"	"87"	"87"	"长"	"湘沅江县"	"0.76"	"绿"	"红"	"中"	"MS"	"黄白"	"75.0"	"卵圆"	"--"	"强"	"9月上旬"	"散生"	"heyema1hao"	"49.5"	"整齐"	"荷叶麻1号"	"较均匀"	"中"	"183"	"少"	"湖南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00241"	"9月中旬"	"中国农科院麻类所"	"1597"	"Boehmeria(苎麻属)"	"11.5"	"湘沅江县"	"141.0"	"74.0"	"0.90"														
"71"	"弱"	"Urticaceae(荨麻科)"	"88"	"88"	"短"	"湘沅江县"	"0.80"	"浅绿"	"黄白"	"中"	"R"	"黄白"	"75.0"	"卵圆"	"--"	"弱"	"9月中旬"	"散生"	"heyema2hao"	"59.6"	"不整齐"	"荷叶麻2号"	"不均匀"	"弱"	"189"	"少"	"湖南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00242"	"9月下旬"	"中国农科院麻类所"	"1394"	"Boehmeria(苎麻属)"	"12.6"	"湘沅江县"	"154.0"	"72.0"	"1.08"														
"72"	"中"	"Urticaceae(荨麻科)"	"19"	"19"	"短"	"湘湘潭县"	"0.77"	"深绿"	"黄白"	"中"	"MS"	"绿白"	"80.0"	"近圆"	"--"	"中"	"9月中旬"	"散生"	"qingpijiama1hao"	"48.8"	"不整齐"	"青皮家麻1号"	"不均匀"	"强"	"194"	"多"	"湖南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00271"	"10月上旬"	"中国农科院麻类所"	"1536"	"Boehmeria(苎麻属)"	"12.2"	"湘湘潭县"	"105.0"	"75.1"	"0.71"														
"73"	"弱"	"Urticaceae(荨麻科)"	"128"	"128"	"短"	"湘湘潭县"	"0.84"	"绿"	"红"	"浅"	"MR"	"黄白"	"70.0"	"宽卵"	"--"	"强"	"9月下旬"	"串生"	"qingpijiama2hao"	"57.9"	"较整齐"	"青皮家麻2号"	"较均匀"	"弱"	"197"	"多"	"湖南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00272"	"10月上旬"	"中国农科院麻类所"	"1374"	"Boehmeria(苎麻属)"	"9.7"	"湘湘潭县"	"126.0"	"72.1"	"0.85"														
"74"	"中"	"Urticaceae(荨麻科)"	"144"	"144"	"短"	"湘湘潭县"	"0.79"	"深绿"	"淡红"	"浅"	"MS"	"黄白"	"60.0"	"卵圆"	"--"	"强"	"9月中旬"	"串生"	"zhugenjiama1hao"	"60.9"	"较整齐"	"竹根家麻1号"	"较均匀"	"强"	"191"	"少"	"湖南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00278"	"9月下旬"	"中国农科院麻类所"	"1268"	"Boehmeria(苎麻属)"	"10.4"	"湘湘潭县"	"142.0"	"73.4"	"0.96"														
"75"	"中"	"Urticaceae(荨麻科)"	"145"	"145"	"短"	"湘湘潭县"	"0.67"	"绿"	"微红"	"浅"	"MS"	"绿白"	"60.0"	"尖椭"	"--"	"强"	"9月中旬"	"串生"	"zhugenjiama2hao"	"57.7"	"整齐"	"竹根家麻2号"	"均匀"	"弱"	"192"	"少"	"湖南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00279"	"9月下旬"	"中国农科院麻类所"	"1473"	"Boehmeria(苎麻属)"	"10.8"	"湘湘潭县"	"142.0"	"69.9"	"0.84"														
"76"	"中"	"Urticaceae(荨麻科)"	"31"	"31"	"短"	"湘双峰县"	"0.74"	"绿"	"黄白"	"中"	"R"	"绿白"	"90.0"	"卵圆"	"--"	"中"	"9月中旬"	"散生"	"shuangfengdayema1hao"	"64.6"	"整齐"	"双峰大叶麻1号"	"均匀"	"弱"	"173"	"少"	"湖南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00282"	"9月下旬"	"中国农科院麻类所"	"1371"	"Boehmeria(苎麻属)"	"9.5"	"湘双峰县"	"143.0"	"77.6"	"0.93"														
"77"	"强"	"Urticaceae(荨麻科)"	"32"	"32"	"短"	"湘双峰县"	"0.70"	"深绿"	"黄白"	"深"	"R"	"绿白"	"111.0"	"近圆"	"--"	"中"	"9月下旬"	"丛生"	"shuangfengdayema2hao"	"65.4"	"整齐"	"双峰大叶麻2号"	"均匀"	"弱"	"174"	"多"	"湖南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00283"	"9月下旬"	"中国农科院麻类所"	"1402"	"Boehmeria(苎麻属)"	"9.8"	"湘双峰县"	"165.0"	"79.2"	"0.96"														
"78"	"中"	"Urticaceae(荨麻科)"	"41"	"41"	"短"	"湘新宁县"	"0.55"	"绿"	"淡红"	"中"	"MR"	"绿白"	"80.0"	"近圆"	"--"	"中"	"9月上旬"	"散生"	"xinningchaima1hao"	"52.3"	"整齐"	"新宁柴麻1号"	"较均匀"	"强"	"174"	"少"	"湖南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00293"	"9月中旬"	"中国农科院麻类所"	"1717"	"Boehmeria(苎麻属)"	"9.9"	"湘新宁县"	"105.0"	"62.0"	"0.68"														
"79"	"弱"	"Urticaceae(荨麻科)"	"42"	"42"	"短"	"湘新宁县"	"0.54"	"深绿"	"红"	"浅"	"R"	"黄白"	"80.0"	"近圆"	"--"	"中"	"8月下旬"	"串生"	"xinningchaima2hao"	"43.8"	"整齐"	"新宁柴麻2号"	"较均匀"	"中"	"176"	"少"	"湖南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00294"	"9月上旬"	"中国农科院麻类所"	"1877"	"Boehmeria(苎麻属)"	"7.7"	"湘新宁县"	"135.0"	"75.1"	"0.88"														
"80"	"强"	"Urticaceae(荨麻科)"	"43"	"43"	"短"	"湘新宁县"	"0.56"	"绿"	"微红"	"中"	"MS"	"绿白"	"80.0"	"卵圆"	"--"	"中"	"9月上旬"	"散生"	"xinninghuangma1hao"	"53.2"	"整齐"	"新宁黄麻1号"	"均匀"	"中"	"180"	"少"	"湖南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00295"	"9月中旬"	"中国农科院麻类所"	"1714"	"Boehmeria(苎麻属)"	"10.4"	"湘新宁县"	"125.0"	"55.2"	"0.80"														
"81"	"强"	"Urticaceae(荨麻科)"	"44"	"44"	"短"	"湘新宁县"	"0.57"	"绿"	"深红"	"中"	"R"	"黄白"	"80.0"	"卵圆"	"--"	"中"	"8月下旬"	"散生"	"xinninghuangma2hao"	"49.9"	"整齐"	"新宁黄麻2号"	"较均匀"	"中"	"181"	"少"	"湖南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00296"	"9月上旬"	"中国农科院麻类所"	"2171"	"Boehmeria(苎麻属)"	"6.7"	"湘新宁县"	"136.0"	"72.9"	"0.83"														
"82"	"弱"	"Urticaceae(荨麻科)"	"45"	"45"	"短"	"湘武岗县"	"0.50"	"深绿"	"红"	"浅"	"MR"	"黄白"	"75.0"	"卵圆"	"--"	"中"	"8月下旬"	"串生"	"houpizhong1hao"	"50.3"	"整齐"	"厚皮种1号"	"均匀"	"中"	"173"	"少"	"湖南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00299"	"9月上旬"	"中国农科院麻类所"	"2644"	"Boehmeria(苎麻属)"	"7.4"	"湘武岗县"	"139.0"	"74.6"	"0.72"														
"83"	"弱"	"Urticaceae(荨麻科)"	"46"	"46"	"短"	"湘武岗县"	"0.56"	"绿"	"黄白"	"浅"	"R"	"绿白"	"75.0"	"卵圆"	"--"	"强"	"8月下旬"	"串生"	"houpizhong2hao"	"44.4"	"整齐"	"厚皮种2号"	"较均匀"	"中"	"178"	"少"	"湖南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00300"	"9月上旬"	"中国农科院麻类所"	"1873"	"Boehmeria(苎麻属)"	"9.1"	"湘武岗县"	"143.0"	"75.7"	"0.80"														
"84"	"中"	"Urticaceae(荨麻科)"	"50"	"50"	"短"	"湘武岗县"	"0.59"	"绿"	"微红"	"浅"	"R"	"黄白"	"75.0"	"尖椭"	"--"	"中"	"9月上旬"	"串生"	"houpizhong3hao"	"49.3"	"不整齐"	"厚皮种3号"	"均匀"	"强"	"190"	"少"	"湖南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00301"	"9月中旬"	"中国农科院麻类所"	"1784"	"Boehmeria(苎麻属)"	"11.8"	"湘武岗县"	"96.0"	"58.1"	"0.68"														
"85"	"中"	"Urticaceae(荨麻科)"	"51"	"51"	"短"	"湘武岗县"	"0.61"	"绿"	"深红"	"浅"	"R"	"微红"	"75.0"	"卵圆"	"--"	"中"	"9月上旬"	"串生"	"houpizhong4hao"	"53.9"	"较整齐"	"厚皮种4号"	"均匀"	"中"	"188"	"少"	"湖南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00302"	"9月中旬"	"中国农科院麻类所"	"1286"	"Boehmeria(苎麻属)"	"11.0"	"湘武岗县"	"80.0"	"50.0"	"0.67"														
"86"	"中"	"Urticaceae(荨麻科)"	"47"	"47"	"短"	"湘武岗县"	"0.59"	"绿"	"深红"	"浅"	"MR"	"绿白"	"65.0"	"尖椭"	"--"	"强"	"9月上旬"	"串生"	"hongpizhong1hao"	"49.2"	"整齐"	"红皮种1号"	"不均匀"	"弱"	"174"	"少"	"湖南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00303"	"9月中旬"	"中国农科院麻类所"	"1613"	"Boehmeria(苎麻属)"	"10.5"	"湘武岗县"	"146.0"	"77.2"	"0.79"														
"87"	"强"	"Urticaceae(荨麻科)"	"48"	"48"	"短"	"湘武岗县"	"0.53"	"深绿"	"红"	"中"	"R"	"绿白"	"80.0"	"尖椭"	"--"	"弱"	"8月下旬"	"散生"	"hongpizhong2hao"	"46.6"	"整齐"	"红皮种2号"	"均匀"	"中"	"171"	"少"	"湖南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00304"	"9月上旬"	"中国农科院麻类所"	"2305"	"Boehmeria(苎麻属)"	"9.5"	"湘武岗县"	"149.0"	"74.6"	"0.80"														
"88"	"强"	"Urticaceae(荨麻科)"	"135"	"135"	"短"	"湘武岗县"	"0.74"	"绿"	"淡红"	"中"	"S"	"黄白"	"125.0"	"宽卵"	"--"	"中"	"9月上旬"	"散生"	"hongpizhong3hao"	"54.8"	"整齐"	"红皮种3号"	"均匀"	"中"	"189"	"少"	"湖南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00305"	"9月中旬"	"中国农科院麻类所"	"1376"	"Boehmeria(苎麻属)"	"11.5"	"湘武岗县"	"165.0"	"75.9"	"0.89"														
"89"	"强"	"Urticaceae(荨麻科)"	"133"	"133"	"短"	"湘武岗县"	"0.60"	"深绿"	"微红"	"中"	"I"	"黄白"	"80.0"	"宽卵"	"--"	"中"	"8月下旬"	"散生"	"baipizhong1hao"	"42.3"	"整齐"	"白皮种1号"	"较均匀"	"中"	"188"	"少"	"湖南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00307"	"9月上旬"	"中国农科院麻类所"	"1813"	"Boehmeria(苎麻属)"	"9.0"	"湘武岗县"	"175.0"	"79.7"	"0.92"														
"90"	"中"	"Urticaceae(荨麻科)"	"134"	"134"	"短"	"湘武岗县"	"0.70"	"绿"	"淡红"	"浅"	"S"	"黄白"	"80.0"	"卵圆"	"--"	"强"	"9月中旬"	"串生"	"baipizhong2hao"	"46.4"	"较整齐"	"白皮种2号"	"均匀"	"弱"	"180"	"少"	"湖南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00308"	"9月下旬"	"中国农科院麻类所"	"1837"	"Boehmeria(苎麻属)"	"10.3"	"湘武岗县"	"143.0"	"67.9"	"0.70"														
"91"	"强"	"Urticaceae(荨麻科)"	"136"	"136"	"短"	"湘武岗县"	"0.65"	"深绿"	"黄白"	"中"	"S"	"绿白"	"90.0"	"尖椭"	"--"	"中"	"9月中旬"	"散生"	"baipizhong3hao"	"47.9"	"整齐"	"白皮种3号"	"均匀"	"中"	"190"	"多"	"湖南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00309"	"9月下旬"	"中国农科院麻类所"	"1947"	"Boehmeria(苎麻属)"	"9.9"	"湘武岗县"	"138.0"	"69.8"	"0.80"														
"92"	"中"	"Urticaceae(荨麻科)"	"137"	"137"	"短"	"湘武岗县"	"0.75"	"深绿"	"微红"	"中"	"MS"	"绿白"	"65.0"	"尖椭"	"--"	"强"	"9月上旬"	"散生"	"baipizhong4hao"	"60.1"	"整齐"	"白皮种4号"	"均匀"	"强"	"192"	"少"	"湖南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00310"	"9月中旬"	"中国农科院麻类所"	"1454"	"Boehmeria(苎麻属)"	"11.9"	"湘武岗县"	"161.0"	"85.0"	"0.83"														
"93"	"强"	"Urticaceae(荨麻科)"	"36"	"36"	"短"	"湘隆回县"	"0.54"	"深绿"	"黄白"	"深"	"I"	"绿白"	"80.0"	"卵圆"	"--"	"弱"	"8月下旬"	"丛生"	"longhuibaima1hao"	"40.7"	"整齐"	"隆回白麻1号"	"不均匀"	"弱"	"174"	"多"	"湖南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00314"	"9月上旬"	"中国农科院麻类所"	"1777"	"Boehmeria(苎麻属)"	"7.5"	"湘隆回县"	"160.0"	"75.6"	"0.88"														
"94"	"弱"	"Urticaceae(荨麻科)"	"37"	"37"	"短"	"湘隆回县"	"0.63"	"浅绿"	"深红"	"浅"	"MR"	"绿白"	"75.0"	"尖椭"	"--"	"中"	"9月上旬"	"串生"	"longhuibaima2hao"	"42.9"	"整齐"	"隆回白麻2号"	"不均匀"	"弱"	"170"	"少"	"湖南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00315"	"9月中旬"	"中国农科院麻类所"	"1693"	"Boehmeria(苎麻属)"	"12.0"	"湘隆回县"	"111.0"	"59.8"	"0.76"														
"95"	"弱"	"Urticaceae(荨麻科)"	"38"	"38"	"短"	"湘隆回县"	"0.48"	"绿"	"深红"	"浅"	"MR"	"黄白"	"80.0"	"卵圆"	"--"	"中"	"9月上旬"	"串生"	"longhuiluma1hao"	"52.1"	"不整齐"	"隆回绿麻1号"	"不均匀"	"强"	"180"	"少"	"湖南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00316"	"9月中旬"	"中国农科院麻类所"	"1727"	"Boehmeria(苎麻属)"	"7.5"	"湘隆回县"	"114.0"	"65.0"	"0.76"														
"96"	"弱"	"Urticaceae(荨麻科)"	"123"	"123"	"短"	"湘隆回县"	"0.63"	"绿"	"红"	"浅"	"MS"	"黄白"	"60.0"	"尖椭"	"--"	"强"	"9月中旬"	"串生"	"longhuiluma2hao"	"50.6"	"较整齐"	"隆回绿麻2号"	"较均匀"	"弱"	"175"	"少"	"湖南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00317"	"9月中旬"	"中国农科院麻类所"	"1594"	"Boehmeria(苎麻属)"	"11.2"	"湘隆回县"	"126.0"	"78.8"	"0.69"														
