"id"	"备注"	"蚜害病评价"	"异亮氨酸"	"酩氨酸"	"样品类型"	"花色"	"单荚粒数"	"全生育日数"	"粒型"	"赤斑病评价"	"支链淀粉"	"赤斑病级"	"丙氨酸"	"锈病指数"	"译名"	"粒色"	"色氨酸"	"有效枝"	"属名"	"粗脂肪"	"省"	"丝氨酸"	"赖氨酸"	"甘氨酸"	"天冬氨酸"	"蚜害病指数"	"亮氨酸"	"熟性"	"褐斑病评价"	"谷氨酸"	"荚宽"	"粗蛋白"	"百粒重"	"粒形"	"成熟期"	"精氨酸"	"直链淀粉"	"库编号"	"品种名称"	"均匀度"	"苏氨酸"	"蛋氨酸"	"保存编号"	"学名"	"褐斑病级"	"播种期"	"种子来源"	"锈病病级"	"原产地"	"抗涝性"	"脯氨酸"	"株高"	"组氨酸"	"单株荚数"	"保存单位"	"芽期耐盐"	"缬氨酸"	"统一编号"	"蚜害病级"	"锈病评价"	"单株产量"	"褐斑病指数"	"苯丙氨酸"	"胱氨酸"	"总淀粉"	"荚长"	"赤斑病指数"	"总和"	"科名"	"苗期耐盐"	"穗形"	"酪氨酸"	"穗柄长"	"蛋白质"	"赖氨占蛋白"	"脂肪"	"锤度"	"分枝数"	"来源地"	"结荚习性"	"分蘖性"	"荚色"	"引入时间"	"生长习性"	"丝黑穗病率"	"灌浆抗寒性"	"高程"	"水份"	"颖壳包皮度"	"幼苗色"	"壳色"	"苗期抗寒性"
"23"	"--"	"HS"	"--"	"--"	"地方"	"白"	"1.7"	"94"	"小"	"MS"	"35.62"	"5-7"	"--"	"--"	"DA MA YA CAN DOU"	"乳白"	"--"	"1.3"	"Vicia(巢菜属)"	"1.16"	"内蒙古"	"--"	"--"	"--"	"--"	"81"	"--"	"早"	"S"	"--"	"--"	"27.12"	"60.0"	"中厚"	"8.14"	"--"	"11.28"	"I2M00923"	"大马牙蚕豆"	"不均"	"--"	"--"	"0964"	"Vicia faba L.(蚕豆)"	"7-9"	"5.12"	"--"	"--"	"丰镇县"	"--"	"--"	"47.8"	"--"	"5.5"	"内蒙兴安盟农科所"	"5"	"--"	"H0000085"	"9"	"--"	"6.7"	"80.0"	"--"	"--"	"46.90"	"4.5"	"58.0"	"--"	"Leguminosae(豆科)"	"5"																						
"24"	"--"	"HS"	"--"	"--"	"地方"	"白"	"1.5"	"100"	"中"	"MS"	"34.86"	"5-7"	"--"	"--"	"MA YA CAN DOU"	"乳白"	"--"	"1.0"	"Vicia(巢菜属)"	"1.22"	"内蒙古"	"--"	"--"	"--"	"--"	"100"	"--"	"早"	"HS"	"--"	"--"	"27.35"	"72.2"	"中薄"	"8.20"	"--"	"10.90"	"I2M00924"	"马牙蚕豆"	"均匀"	"--"	"--"	"0992"	"Vicia faba L.(蚕豆)"	"7-9"	"5.12"	"--"	"--"	"化德县"	"--"	"--"	"55.5"	"--"	"5.5"	"内蒙兴安盟农科所"	"--"	"--"	"H0000086"	"9"	"--"	"5.8"	"82.2"	"--"	"--"	"45.76"	"5.7"	"58.0"	"--"	"Leguminosae(豆科)"	"--"																						
"25"	"--"	"HS"	"--"	"--"	"地方"	"白"	"1.6"	"98"	"中"	"MS"	"36.11"	"5-7"	"--"	"--"	"MA YA DOU"	"乳白"	"--"	"2.8"	"Vicia(巢菜属)"	"1.22"	"内蒙古"	"--"	"--"	"--"	"--"	"81"	"--"	"早"	"HS"	"--"	"--"	"26.84"	"77.2"	"中薄"	"8.18"	"--"	"9.22"	"I2M00925"	"马牙豆"	"均匀"	"--"	"--"	"09125"	"Vicia faba L.(蚕豆)"	"7-9"	"5.12"	"--"	"--"	"准格尔旗"	"--"	"--"	"58.3"	"--"	"11.2"	"内蒙兴安盟农科所"	"4"	"--"	"H0000087"	"9"	"--"	"13.5"	"86.7"	"--"	"--"	"45.33"	"6.1"	"57.1"	"--"	"Leguminosae(豆科)"	"4"																						
"26"	"--"	"S"	"1.50"	"0.85"	"地方"	"白"	"1.9"	"98"	"小"	"MS"	"34.35"	"5-7"	"1.40"	"--"	"DA BAN YA CAN DOU"	"乳白"	"0.16"	"2.8"	"Vicia(巢菜属)"	"1.48"	"内蒙古"	"0.99"	"2.06"	"1.39"	"3.64"	"33"	"2.63"	"早"	"HS"	"6.12"	"--"	"26.76"	"66.1"	"中薄"	"8.18"	"3.40"	"10.76"	"I2M00926"	"大板牙蚕豆"	"均匀"	"0.98"	"0.19"	"09126"	"Vicia faba L.(蚕豆)"	"9"	"5.12"	"--"	"--"	"准格尔旗"	"--"	"0.53"	"62.7"	"0.34"	"13.4"	"内蒙兴安盟农科所"	"5"	"1.77"	"H0000088"	"7"	"--"	"16.6"	"100.0"	"1.44"	"0.35"	"45.11"	"6.0"	"56.6"	"29.74"	"Leguminosae(豆科)"	"4"																						
"27"	"--"	"HS"	"--"	"--"	"地方"	"白"	"1.8"	"98"	"小"	"S"	"36.52"	"5-7"	"--"	"--"	"JIAO CAN DOU"	"乳白"	"--"	"1.2"	"Vicia(巢菜属)"	"1.17"	"内蒙古"	"--"	"--"	"--"	"--"	"75"	"--"	"早"	"HS"	"--"	"--"	"26.62"	"51.8"	"中薄"	"8.18"	"--"	"9.74"	"I2M00927"	"交蚕豆"	"均匀"	"--"	"--"	"09107"	"Vicia faba L.(蚕豆)"	"7-9"	"5.12"	"--"	"--"	"宁城县"	"--"	"--"	"41.6"	"--"	"8.0"	"内蒙兴安盟农科所"	"4"	"--"	"H0000089"	"9"	"--"	"11.9"	"93.3"	"--"	"--"	"46.26"	"5.2"	"60.2"	"--"	"Leguminosae(豆科)"	"4"																						
"28"	"--"	"S"	"--"	"--"	"地方"	"白"	"1.8"	"98"	"小"	"S"	"32.89"	"5-7"	"--"	"--"	"LI DOU"	"乳白"	"--"	"1.6"	"Vicia(巢菜属)"	"1.41"	"内蒙古"	"--"	"--"	"--"	"--"	"37"	"--"	"早"	"HS"	"--"	"--"	"28.14"	"52.6"	"窄厚"	"8.18"	"--"	"10.38"	"I2M00928"	"栗豆"	"均匀"	"--"	"--"	"09108"	"Vicia faba L.(蚕豆)"	"7-9"	"5.12"	"--"	"--"	"宁城县"	"--"	"--"	"39.9"	"--"	"9.4"	"内蒙兴安盟农科所"	"--"	"--"	"H0000090"	"7"	"--"	"8.0"	"93.3"	"--"	"--"	"43.27"	"5.6"	"70.4"	"--"	"Leguminosae(豆科)"	"--"																						
"29"	"--"	"HS"	"--"	"--"	"地方"	"白"	"2.7"	"98"	"小"	"MS"	"33.74"	"3-7"	"--"	"--"	"HONG CAN DOU"	"浅红"	"--"	"1.7"	"Vicia(巢菜属)"	"1.40"	"内蒙古"	"--"	"--"	"--"	"--"	"56"	"--"	"早"	"S"	"--"	"--"	"27.51"	"53.2"	"窄厚"	"8.18"	"--"	"10.57"	"I2M00929"	"红蚕豆"	"均匀"	"--"	"--"	"09109"	"Vicia faba L.(蚕豆)"	"5-9"	"5.12"	"--"	"--"	"宁城县"	"--"	"--"	"46.8"	"--"	"10.4"	"内蒙兴安盟农科所"	"4"	"--"	"H0000091"	"9"	"--"	"10.0"	"77.8"	"--"	"--"	"44.31"	"5.7"	"55.6"	"--"	"Leguminosae(豆科)"	"5"																						
"30"	"--"	"HS"	"--"	"--"	"地方"	"白"	"1.8"	"98"	"中"	"MS"	"33.73"	"5-7"	"--"	"--"	"CAN DOU"	"乳白"	"--"	"1.6"	"Vicia(巢菜属)"	"1.27"	"内蒙古"	"--"	"--"	"--"	"--"	"68"	"--"	"早"	"HS"	"--"	"--"	"26.93"	"70.0"	"中厚"	"8.18"	"--"	"11.06"	"I2M00930"	"蚕豆"	"中"	"--"	"--"	"09110"	"Vicia faba L.(蚕豆)"	"5-9"	"5.12"	"--"	"--"	"林西县"	"--"	"--"	"52.3"	"--"	"7.4"	"内蒙兴安盟农科所"	"--"	"--"	"H0000092"	"9"	"--"	"9.2"	"87.8"	"--"	"--"	"44.79"	"6.2"	"57.4"	"--"	"Leguminosae(豆科)"	"--"																						
"31"	"--"	"HS"	"--"	"--"	"地方"	"白"	"4.3"	"98"	"小"	"MS"	"33.17"	"3-7"	"--"	"--"	"CAN DOU"	"乳白"	"--"	"1.5"	"Vicia(巢菜属)"	"1.37"	"内蒙古"	"--"	"--"	"--"	"--"	"66"	"--"	"早"	"HS"	"--"	"--"	"26.57"	"61.1"	"窄厚"	"8.18"	"--"	"12.36"	"I2M00931"	"蚕豆"	"均匀"	"--"	"--"	"09111"	"Vicia faba L.(蚕豆)"	"7-9"	"5.12"	"--"	"--"	"赤峰县"	"--"	"--"	"48.9"	"--"	"8.0"	"内蒙兴安盟农科所"	"4"	"--"	"H0000093"	"9"	"--"	"11.2"	"88.9"	"--"	"--"	"45.53"	"5.8"	"57.8"	"--"	"Leguminosae(豆科)"	"5"																						
"32"	"--"	"S"	"--"	"--"	"地方"	"白"	"2.0"	"96"	"小"	"MS"	"35.78"	"5"	"--"	"--"	"DA CAN DOU"	"乳白"	"--"	"1.8"	"Vicia(巢菜属)"	"1.32"	"内蒙古"	"--"	"--"	"--"	"--"	"37"	"--"	"早"	"S"	"--"	"--"	"26.34"	"52.6"	"中厚"	"8.18"	"--"	"11.52"	"I2M00932"	"大蚕豆"	"均匀"	"--"	"--"	"09112"	"Vicia faba L.(蚕豆)"	"3-9"	"5.12"	"--"	"--"	"右旗"	"--"	"--"	"51.3"	"--"	"14.7"	"内蒙兴安盟农科所"	"4"	"--"	"H0000094"	"7"	"--"	"17.7"	"71.1"	"--"	"--"	"47.30"	"6.0"	"55.6"	"--"	"Leguminosae(豆科)"	"5"																						
"33"	"--"	"HS"	"--"	"--"	"地方"	"白"	"1.8"	"97"	"小"	"MS"	"34.82"	"5-7"	"--"	"--"	"DANG DI SHU DOU"	"乳白"	"--"	"1.9"	"Vicia(巢菜属)"	"1.40"	"内蒙古"	"--"	"--"	"--"	"--"	"81"	"--"	"早"	"HS"	"--"	"--"	"25.76"	"44.9"	"窄厚"	"8.16"	"--"	"11.70"	"I2M00933"	"当地树豆"	"均匀"	"--"	"--"	"09113"	"Vicia faba L.(蚕豆)"	"7-9"	"5.12"	"--"	"--"	"翁牛特旗"	"--"	"--"	"43.8"	"--"	"12.1"	"内蒙兴安盟农科所"	"--"	"--"	"H0000095"	"9"	"--"	"8.2"	"95.6"	"--"	"--"	"46.52"	"5.1"	"58.2"	"--"	"Leguminosae(豆科)"	"--"																						
"34"	"--"	"HS"	"1.27"	"0.71"	"地方"	"白"	"1.8"	"97"	"小"	"S"	"33.56"	"5-7"	"1.26"	"--"	"CAN DOU"	"乳白"	"0.16"	"2.0"	"Vicia(巢菜属)"	"1.56"	"内蒙古"	"1.38"	"1.80"	"1.15"	"3.24"	"75"	"2.18"	"早"	"HS"	"5.39"	"--"	"26.06"	"49.2"	"窄厚"	"8.17"	"2.69"	"11.84"	"I2M00934"	"蚕豆"	"均匀"	"1.04"	"0.22"	"09128"	"Vicia faba L.(蚕豆)"	"7-9"	"5.12"	"--"	"--"	"克旗"	"--"	"0.95"	"36.6"	"0.49"	"11.6"	"内蒙兴安盟农科所"	"--"	"1.46"	"H0000096"	"9"	"--"	"10.5"	"93.3"	"1.35"	"0.42"	"45.40"	"4.6"	"71.4"	"27.20"	"Leguminosae(豆科)"	"--"																						
"35"	"--"	"--"	"--"	"--"	"地方"	"紫"	"2.0"	"218"	"大"	"--"	"--"	"--"	"--"	"--"	"DA LU CAN DOU"	"深绿"	"--"	"3.0"	"Vicia(巢菜属)"	"--"	"上海"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"--"	"--"	"2.2"	"--"	"124.3"	"阔薄"	"5.31"	"--"	"--"	"I2M00574"	"大绿蚕豆"	"均匀"	"--"	"--"	"153"	"Vicia faba L.(蚕豆)"	"--"	"10.25"	"--"	"--"	"上海市"	"--"	"--"	"112.0"	"--"	"10.5"	"上海农科院"	"--"	"--"	"H0000097"	"--"	"--"	"26.1"	"--"	"--"	"--"	"--"	"8.2"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"36"	"--"	"--"	"--"	"--"	"地方"	"紫"	"2.0"	"222"	"中"	"--"	"--"	"--"	"--"	"--"	"QING PI DOU"	"深绿"	"--"	"4.7"	"Vicia(巢菜属)"	"--"	"上海"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"--"	"--"	"1.8"	"--"	"89.6"	"中厚"	"6.04"	"--"	"--"	"--"	"青皮豆"	"均匀"	"--"	"--"	"137"	"Vicia faba L.(蚕豆)"	"--"	"10.25"	"--"	"--"	"上海市"	"--"	"--"	"101.1"	"--"	"21.6"	"上海农科院"	"--"	"--"	"H0000098"	"--"	"--"	"38.7"	"--"	"--"	"--"	"--"	"8.0"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"37"	"--"	"--"	"--"	"--"	"地方"	"紫"	"2.1"	"220"	"中"	"--"	"--"	"--"	"--"	"--"	"ZAO JIE ZHONG"	"深绿"	"--"	"4.5"	"Vicia(巢菜属)"	"--"	"上海"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"--"	"--"	"1.7"	"--"	"90.4"	"中厚"	"6.02"	"--"	"--"	"--"	"皂节种"	"均匀"	"--"	"--"	"145"	"Vicia faba L.(蚕豆)"	"--"	"10.25"	"--"	"--"	"上海市"	"--"	"--"	"108.3"	"--"	"18.3"	"上海农科院"	"--"	"--"	"H0000099"	"--"	"--"	"34.7"	"--"	"--"	"--"	"--"	"7.4"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"38"	"--"	"--"	"--"	"--"	"地方"	"紫"	"2.1"	"220"	"中"	"--"	"--"	"--"	"--"	"--"	"XIAO LU CAN DOU"	"深绿"	"--"	"4.2"	"Vicia(巢菜属)"	"--"	"上海"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"--"	"--"	"1.8"	"--"	"91.0"	"中厚"	"6.02"	"--"	"--"	"--"	"小绿蚕豆"	"均匀"	"--"	"--"	"159"	"Vicia faba L.(蚕豆)"	"--"	"10.25"	"--"	"--"	"上海市"	"--"	"--"	"122.1"	"--"	"19.8"	"上海农科院"	"--"	"--"	"H0000100"	"--"	"--"	"37.8"	"--"	"--"	"--"	"--"	"7.0"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"39"	"--"	"--"	"--"	"--"	"地方"	"紫"	"2.0"	"220"	"中"	"--"	"--"	"--"	"--"	"--"	"CAN DOU"	"深绿"	"--"	"4.0"	"Vicia(巢菜属)"	"--"	"上海"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"--"	"--"	"1.9"	"--"	"97.0"	"中厚"	"6.02"	"--"	"--"	"I2M00575"	"蚕豆"	"均匀"	"--"	"--"	"160"	"Vicia faba L.(蚕豆)"	"--"	"10.25"	"--"	"--"	"上海市"	"--"	"--"	"100.3"	"--"	"17.0"	"上海农科院"	"--"	"--"	"H0000101"	"--"	"--"	"32.9"	"--"	"--"	"--"	"--"	"8.2"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"40"	"--"	"--"	"--"	"--"	"地方"	"紫"	"1.7"	"218"	"中"	"--"	"--"	"--"	"--"	"--"	"JIA XING NIU TA BIAN"	"深绿"	"--"	"3.5"	"Vicia(巢菜属)"	"--"	"上海"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"--"	"--"	"1.9"	"--"	"101.3"	"阔薄"	"5.31"	"--"	"--"	"--"	"加兴牛踏扁"	"均匀"	"--"	"--"	"126"	"Vicia faba L.(蚕豆)"	"--"	"10.25"	"--"	"--"	"嘉定县"	"--"	"--"	"116.7"	"--"	"14.7"	"上海农科院"	"--"	"--"	"H0000102"	"--"	"--"	"25.3"	"--"	"--"	"--"	"--"	"7.6"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"41"	"--"	"--"	"--"	"--"	"地方"	"紫"	"1.8"	"220"	"中"	"--"	"--"	"--"	"--"	"--"	"XIAO QING DOU"	"深绿"	"--"	"3.6"	"Vicia(巢菜属)"	"--"	"上海"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"--"	"--"	"1.8"	"--"	"87.1"	"中厚"	"6.02"	"--"	"--"	"I2M00576"	"小青豆"	"均匀"	"--"	"--"	"141"	"Vicia faba L.(蚕豆)"	"--"	"10.25"	"--"	"--"	"金山县"	"--"	"--"	"108.0"	"--"	"21.0"	"上海农科院"	"--"	"--"	"H0000103"	"--"	"--"	"32.9"	"--"	"--"	"--"	"--"	"8.2"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"42"	"--"	"S"	"--"	"--"	"地方"	"紫"	"2.7"	"223"	"中"	"MS"	"--"	"3-5"	"--"	"--"	"QING PI"	"绿"	"--"	"4.0"	"Vicia(巢菜属)"	"--"	"江苏"	"--"	"--"	"--"	"--"	"43"	"--"	"晚"	"MS"	"--"	"--"	"--"	"76.4"	"中等"	"5.30"	"--"	"--"	"I2M01602"	"青皮"	"中"	"--"	"--"	"苏0010"	"Vicia faba L.(蚕豆)"	"3-5"	"10.19"	"--"	"--"	"南通县"	"--"	"--"	"97.9"	"--"	"19.4"	"江苏省南通农科所"	"--"	"--"	"H0000110"	"7"	"--"	"--"	"47.2"	"--"	"--"	"--"	"--"	"45.0"	"--"	"Leguminosae(豆科)"	"--"																						
"43"	"--"	"HS"	"--"	"--"	"地方"	"深紫"	"1.8"	"213"	"中"	"MS"	"32.59"	"3-5"	"--"	"--"	"DA CAN DOU"	"浅绿"	"--"	"5.9"	"Vicia(巢菜属)"	"1.73"	"浙江"	"--"	"--"	"--"	"--"	"62"	"--"	"中"	"MS"	"--"	"1.9"	"28.62"	"114.2"	"中厚"	"5.28"	"--"	"8.82"	"I2M00001"	"大蚕豆"	"均匀"	"--"	"--"	"120"	"Vicia faba L.(蚕豆)"	"5"	"10.27"	"--"	"--"	"临安县"	"4"	"--"	"122.0"	"--"	"1.8"	"浙江省农科院"	"3"	"--"	"H0000111"	"9"	"--"	"39.7"	"55.6"	"--"	"--"	"41.41"	"8.4"	"40.3"	"--"	"Leguminosae(豆科)"	"4"																						
"44"	"AA"	"HS"	"1.12"	"0.98"	"地方"	"紫"	"1.8"	"212"	"中"	"MR"	"28.88"	"3"	"1.27"	"--"	"BAI PI DOU"	"浅绿"	"0.16"	"5.5"	"Vicia(巢菜属)"	"1.58"	"浙江"	"1.38"	"1.78"	"1.12"	"3.27"	"75"	"2.12"	"中"	"MS"	"5.28"	"1.9"	"28.09"	"94.6"	"中薄"	"5.27"	"3.15"	"10.11"	"I2M00002"	"白皮豆"	"均匀"	"0.99"	"0.09"	"019"	"Vicia faba L.(蚕豆)"	"5"	"10.27"	"--"	"--"	"吴兴县"	"3"	"1.18"	"111.0"	"0.67"	"1.8"	"浙江省农科院"	"--"	"1.23"	"H0000112"	"9"	"--"	"31.7"	"55.6"	"1.45"	"0.22"	"38.99"	"7.8"	"38.9"	"27.48"	"Leguminosae(豆科)"	"--"																						
"45"	"AA"	"S"	"1.01"	"0.97"	"地方"	"浅紫"	"1.7"	"214"	"中"	"MR"	"31.75"	"3"	"1.17"	"--"	"NIU TA BIAN"	"浅绿"	"0.16"	"4.8"	"Vicia(巢菜属)"	"1.43"	"浙江"	"1.26"	"1.62"	"1.02"	"3.02"	"37"	"1.92"	"中"	"MS"	"4.81"	"1.9"	"26.19"	"107.7"	"阔薄"	"5.29"	"3.00"	"9.55"	"I2M00003"	"牛踏扁"	"均匀"	"0.91"	"0.32"	"046"	"Vicia faba L.(蚕豆)"	"3-5"	"10.27"	"--"	"--"	"海盐县"	"2"	"1.03"	"132.4"	"0.60"	"1.7"	"浙江省农科院"	"5"	"1.12"	"H0000113"	"7"	"--"	"32.3"	"48.1"	"1.29"	"0.25"	"41.30"	"8.1"	"36.8"	"25.47"	"Leguminosae(豆科)"	"3"																						
"46"	"--"	"--"	"--"	"--"	"地方"	"浅紫"	"1.7"	"213"	"中"	"MS"	"31.58"	"3-5"	"--"	"--"	"NIU TA BIAN"	"浅绿"	"--"	"5.5"	"Vicia(巢菜属)"	"1.40"	"浙江"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"--"	"--"	"1.9"	"27.41"	"109.0"	"中薄"	"5.29"	"--"	"8.18"	"I2M00004"	"牛踏扁"	"均匀"	"--"	"--"	"034"	"Vicia faba L.(蚕豆)"	"--"	"10.28"	"--"	"--"	"嘉兴县"	"--"	"--"	"142.1"	"--"	"1.7"	"浙江省农科院"	"--"	"--"	"H0000114"	"--"	"--"	"48.3"	"--"	"--"	"--"	"39.76"	"8.5"	"46.3"	"--"	"Leguminosae(豆科)"	"--"																						
"47"	"--"	"HS"	"--"	"--"	"地方"	"浅紫"	"1.8"	"212"	"中"	"MR"	"30.27"	"3"	"--"	"--"	"NIU TA BIAN"	"浅绿"	"--"	"4.4"	"Vicia(巢菜属)"	"1.55"	"浙江"	"--"	"--"	"--"	"--"	"100"	"--"	"中"	"MS"	"--"	"1.9"	"28.64"	"103.2"	"中厚"	"5.27"	"--"	"8.61"	"I2M00005"	"牛踏扁"	"中"	"--"	"--"	"083"	"Vicia faba L.(蚕豆)"	"1-5"	"10.27"	"--"	"--"	"普陀县"	"--"	"--"	"115.8"	"--"	"1.8"	"浙江省农科院"	"--"	"--"	"H0000115"	"9"	"--"	"30.3"	"48.8"	"--"	"--"	"38.88"	"7.7"	"37.0"	"--"	"Leguminosae(豆科)"	"--"																						
"48"	"--"	"HS"	"--"	"--"	"地方"	"浅紫"	"2.1"	"205"	"中"	"MS"	"27.90"	"3-5"	"--"	"--"	"XIAO LI CHANG JIA"	"浅绿"	"--"	"5.6"	"Vicia(巢菜属)"	"1.62"	"浙江"	"--"	"--"	"--"	"--"	"93"	"--"	"早"	"S"	"--"	"1.7"	"27.19"	"84.8"	"中薄"	"5.21"	"--"	"9.89"	"I2M00006"	"小粒长荚"	"均匀"	"--"	"--"	"182"	"Vicia faba L.(蚕豆)"	"5-7"	"10.28"	"--"	"--"	"奉化县"	"5"	"--"	"112.0"	"--"	"2.1"	"浙江省农科院"	"3"	"--"	"H0000116"	"9"	"--"	"51.0"	"66.7"	"--"	"--"	"37.79"	"7.9"	"51.7"	"--"	"Leguminosae(豆科)"	"4"																						
"49"	"AA"	"HS"	"1.15"	"1.11"	"地方"	"浅紫"	"2.5"	"206"	"小"	"MR"	"34.72"	"3"	"1.32"	"--"	"CUI WAN BAI PI DOU"	"浅绿"	"0.18"	"4.1"	"Vicia(巢菜属)"	"1.29"	"浙江"	"1.45"	"1.84"	"1.17"	"3.38"	"56"	"2.22"	"早"	"S"	"5.50"	"1.7"	"28.69"	"67.0"	"窄厚"	"5.21"	"3.40"	"9.44"	"I2M00007"	"翠湾白皮豆"	"均匀"	"1.03"	"0.42"	"145"	"Vicia faba L.(蚕豆)"	"5-9"	"10.27"	"--"	"--"	"绍兴县"	"4"	"1.19"	"117.2"	"0.69"	"2.5"	"浙江省农科院"	"--"	"1.27"	"H0000117"	"9"	"--"	"24.2"	"69.9"	"1.48"	"0.28"	"44.16"	"7.9"	"37.5"	"29.07"	"Leguminosae(豆科)"	"--"																						
"50"	"--"	"HS"	"--"	"--"	"地方"	"浅紫"	"1.8"	"206"	"中"	"MR"	"32.30"	"3"	"--"	"--"	"QING GUANG DOU"	"浅绿"	"--"	"3.7"	"Vicia(巢菜属)"	"1.26"	"浙江"	"--"	"--"	"--"	"--"	"68"	"--"	"早"	"S"	"--"	"1.8"	"28.73"	"73.7"	"中薄"	"5.21"	"--"	"7.79"	"I2M00008"	"青光豆"	"均匀"	"--"	"--"	"119"	"Vicia faba L.(蚕豆)"	"5-7"	"10.27"	"--"	"--"	"平阳县"	"3"	"--"	"102.3"	"--"	"1.8"	"浙江省农科院"	"4"	"--"	"H0000118"	"9"	"--"	"20.1"	"66.7"	"--"	"--"	"40.09"	"6.9"	"37.0"	"--"	"Leguminosae(豆科)"	"4"																						
"51"	"AA"	"HS"	"1.02"	"0.88"	"地方"	"深紫"	"2.4"	"207"	"中"	"MS"	"34.23"	"3-5"	"1.17"	"--"	"XI LI QING"	"深绿"	"0.16"	"3.9"	"Vicia(巢菜属)"	"1.80"	"浙江"	"1.34"	"1.68"	"1.08"	"3.00"	"87"	"1.97"	"早"	"MS"	"4.86"	"1.9"	"27.16"	"76.2"	"中厚"	"5.22"	"2.81"	"9.60"	"I2M00009"	"细粒青"	"均匀"	"0.95"	"0.25"	"123"	"Vicia faba L.(蚕豆)"	"3-7"	"10.27"	"--"	"--"	"萧山县"	"4"	"1.11"	"114.4"	"0.63"	"2.4"	"浙江省农科院"	"3"	"1.14"	"H0000119"	"9"	"--"	"24.3"	"49.6"	"1.23"	"0.21"	"43.83"	"9.1"	"43.1"	"25.49"	"Leguminosae(豆科)"	"5"																						
"52"	"--"	"HS"	"--"	"--"	"地方"	"紫"	"2.0"	"207"	"中"	"MR"	"34.18"	"3"	"--"	"--"	"SAN YUE HUANG"	"深绿"	"--"	"3.6"	"Vicia(巢菜属)"	"1.57"	"浙江"	"--"	"--"	"--"	"--"	"56"	"--"	"早"	"MS"	"--"	"1.9"	"27.88"	"81.4"	"中厚"	"5.23"	"--"	"8.22"	"I2M00010"	"三月黄"	"均匀"	"--"	"--"	"216"	"Vicia faba L.(蚕豆)"	"1-5"	"10.28"	"--"	"--"	"萧山县"	"4"	"--"	"130.4"	"--"	"2.0"	"浙江省农科院"	"3"	"--"	"H0000120"	"9"	"--"	"33.4"	"42.7"	"--"	"--"	"42.40"	"8.7"	"37.5"	"--"	"Leguminosae(豆科)"	"4"																						
"53"	"--"	"--"	"--"	"--"	"地方"	"浅紫"	"1.8"	"211"	"中"	"MS"	"34.46"	"3-5"	"--"	"--"	"KUO BAN QING"	"深绿"	"--"	"4.7"	"Vicia(巢菜属)"	"1.58"	"浙江"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"MS"	"--"	"1.8"	"27.36"	"96.8"	"中薄"	"5.26"	"--"	"8.82"	"I2M00011"	"阔板青"	"均匀"	"--"	"--"	"080"	"Vicia faba L.(蚕豆)"	"5"	"10.27"	"--"	"--"	"富阳县"	"2"	"--"	"119.3"	"--"	"1.8"	"浙江省农科院"	"3"	"--"	"H0000121"	"--"	"--"	"28.7"	"48.9"	"--"	"--"	"43.28"	"7.6"	"49.3"	"--"	"Leguminosae(豆科)"	"5"																						
"54"	"AA"	"HS"	"1.10"	"0.95"	"地方"	"紫"	"2.7"	"215"	"中"	"MR"	"33.71"	"3"	"1.22"	"--"	"XIAO QING DOU"	"深绿"	"0.15"	"5.0"	"Vicia(巢菜属)"	"2.06"	"浙江"	"1.37"	"1.74"	"1.11"	"3.12"	"81"	"2.04"	"晚"	"MS"	"5.01"	"1.8"	"27.28"	"74.8"	"中薄"	"5.30"	"2.79"	"8.69"	"I2M00012"	"小青豆"	"均匀"	"1.00"	"0.34"	"081"	"Vicia faba L.(蚕豆)"	"3-5"	"10.27"	"--"	"--"	"建德县"	"2"	"1.16"	"108.2"	"0.65"	"2.7"	"浙江省农科院"	"3"	"1.19"	"H0000122"	"9"	"--"	"31.5"	"44.4"	"1.28"	"0.23"	"42.40"	"9.1"	"38.2"	"26.43"	"Leguminosae(豆科)"	"4"																						
