"id"	"成熟期"	"主花序长度"	"科名"	"花序色"	"保存编号"	"品种名称"	"原产地"	"叶色"	"千粒重"	"类别"	"省"	"粒色"	"来源地"	"花序性"	"样品类型"	"系谱"	"播种期"	"学名"	"统一编号"	"保存单位"	"其它"	"属名"	"茎色"	"株高"
"82"	"9.02"	"42.0"	"Amaranthaceae(苋科)"	"红"	"93"	"Cr017"	"--"	"红"	"0.36"	"--"	"国外"	"褐"	"--"	"直立"	"国外"	"A.cruentus L.(红苋)"	"4.28"	"Amaranthus paniculatus L.(繁穗苋)×红苋"	"XY000082"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"红"	"205.0"
"83"	"9.29"	"42.0"	"Amaranthaceae(苋科)"	"黄"	"94"	"Cr024"	"尼日利亚"	"绿"	"0.42"	"--"	"国外"	"褐"	"--"	"直立"	"国外"	"A.cruentus L.(红苋)"	"4.28"	"Amaranthus paniculatus L.(繁穗苋)×红苋"	"XY000083"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"204.0"
"84"	"8.04"	"39.0"	"Amaranthaceae(苋科)"	"黄"	"95"	"Cr025"	"尼日利亚"	"绿"	"0.45"	"--"	"国外"	"褐"	"--"	"直立"	"国外"	"A.cruentus L.(红苋)"	"4.28"	"Amaranthus paniculatus L.(繁穗苋)×红苋"	"XY000084"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"171.0"
"85"	"8.11"	"42.0"	"Amaranthaceae(苋科)"	"黄"	"96"	"Cr026"	"尼日利亚"	"绿"	"0.44"	"--"	"国外"	"褐"	"--"	"直立"	"国外"	"A.cruentus L.(红苋)"	"4.28"	"Amaranthus paniculatus L.(繁穗苋)×红苋"	"XY000085"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"176.0"
"86"	"8.16"	"45.0"	"Amaranthaceae(苋科)"	"黄"	"97"	"Cr027"	"尼日利亚"	"绿"	"0.40"	"--"	"国外"	"褐"	"--"	"直立"	"国外"	"A.cruentus L.(红苋)"	"4.28"	"Amaranthus paniculatus L.(繁穗苋)×红苋"	"XY000086"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"173.0"
"87"	"7.26"	"52.0"	"Amaranthaceae(苋科)"	"黄"	"98"	"Cr028"	"尼日利亚"	"绿"	"--"	"--"	"国外"	"褐"	"--"	"直立"	"国外"	"A.cruentus L.(红苋)"	"4.28"	"Amaranthus paniculatus L.(繁穗苋)×红苋"	"XY000087"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"252.0"
"88"	"7.29"	"35.0"	"Amaranthaceae(苋科)"	"淡红"	"99"	"Cr029"	"尼日利亚"	"绿"	"0.41"	"--"	"国外"	"褐"	"--"	"直立"	"国外"	"A.cruentus L.(红苋)"	"4.28"	"Amaranthus paniculatus L.(繁穗苋)×红苋"	"XY000088"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"153.0"
"89"	"8.19"	"38.0"	"Amaranthaceae(苋科)"	"绿"	"100"	"Cr030"	"尼日利亚"	"绿"	"0.42"	"--"	"国外"	"黑"	"--"	"直立"	"国外"	"A.cruentus L.(红苋)"	"4.28"	"Amaranthus paniculatus L.(繁穗苋)×红苋"	"XY000089"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"176.0"
"90"	"8.11"	"31.0"	"Amaranthaceae(苋科)"	"黄"	"101"	"Cr031"	"尼日利亚"	"绿"	"0.40"	"--"	"国外"	"褐"	"--"	"直立"	"国外"	"A.cruentus L.(红苋)"	"4.28"	"Amaranthus paniculatus L.(繁穗苋)×红苋"	"XY000090"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"142.0"
"91"	"8.11"	"37.0"	"Amaranthaceae(苋科)"	"黄"	"102"	"Cr032"	"尼日利亚"	"绿"	"0.38"	"--"	"国外"	"褐"	"--"	"直立"	"国外"	"A.cruentus L.(红苋)"	"4.28"	"Amaranthus paniculatus L.(繁穗苋)×红苋"	"XY000091"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"159.0"
"92"	"8.11"	"32.0"	"Amaranthaceae(苋科)"	"红"	"103"	"Cr033"	"--"	"绿"	"0.75"	"--"	"国外"	"淡黄"	"--"	"直立"	"国外"	"A.cruentus L.(红苋)"	"4.28"	"Amaranthus paniculatus L.(繁穗苋)×红苋"	"XY000092"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"220.0"
"93"	"8.11"	"31.0"	"Amaranthaceae(苋科)"	"红"	"104"	"Cr034"	"墨西哥"	"绿"	"0.73"	"--"	"国外"	"淡黄"	"--"	"直立"	"国外"	"A.cruentus L.(红苋)"	"4.28"	"Amaranthus paniculatus L.(繁穗苋)×红苋"	"XY000093"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"146.0"
"94"	"7.24"	"33.0"	"Amaranthaceae(苋科)"	"红"	"105"	"Cr043"	"墨西哥"	"绿"	"0.60"	"--"	"国外"	"褐"	"--"	"直立"	"国外"	"A.cruentus L.(红苋)"	"4.28"	"Amaranthus paniculatus L.(繁穗苋)×红苋"	"XY000094"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"212.0"
"95"	"7.21"	"26.0"	"Amaranthaceae(苋科)"	"红"	"106"	"Cr044"	"墨西哥"	"绿"	"0.58"	"--"	"国外"	"黑"	"--"	"直立"	"国外"	"A.cruentus L.(红苋)"	"4.28"	"Amaranthus paniculatus L.(繁穗苋)×红苋"	"XY000095"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"红"	"109.0"
"96"	"8.05"	"56.0"	"Amaranthaceae(苋科)"	"绿"	"107"	"Cr061"	"墨西哥"	"绿"	"0.24"	"--"	"国外"	"黑"	"--"	"直立"	"国外"	"A.cruentus L.(红苋)"	"4.28"	"Amaranthus paniculatus L.(繁穗苋)×红苋"	"XY000096"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"304.0"
"97"	"7.29"	"44.0"	"Amaranthaceae(苋科)"	"红"	"108"	"Cr071"	"美国"	"绿"	"0.57"	"--"	"国外"	"褐"	"--"	"直立"	"国外"	"A.cruentus L.(红苋)"	"4.28"	"Amaranthus paniculatus L.(繁穗苋)×红苋"	"XY000097"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"红"	"349.0"
"98"	"8.25"	"46.0"	"Amaranthaceae(苋科)"	"红"	"109"	"Cr072"	"印度"	"红"	"0.40"	"--"	"国外"	"褐黑"	"--"	"直立"	"国外"	"A.cruentus L.(红苋)"	"4.28"	"Amaranthus paniculatus L.(繁穗苋)×红苋"	"XY000098"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"红"	"254.0"
"99"	"8.05"	"49.0"	"Amaranthaceae(苋科)"	"红"	"110"	"De002"	"法国"	"绿"	"0.48"	"--"	"国外"	"黑"	"--"	"直立"	"国外"	"A.deflexus L."	"4.28"	"Amaranthus deflexus L."	"XY000099"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"208.0"
"100"	"8.05"	"32.0"	"Amaranthaceae(苋科)"	"绿"	"111"	"Hr001"	"阿根廷"	"绿"	"0.54"	"--"	"国外"	"褐黑"	"--"	"直立"	"国外"	"A.hybridus L.(绿穗苋)"	"4.28"	"Amaranthus paniculatus L.(繁穗苋)×绿穗苋"	"XY000100"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"170.0"
"101"	"8.11"	"43.0"	"Amaranthaceae(苋科)"	"绿"	"112"	"Hr003"	"美国"	"绿"	"0.69"	"--"	"国外"	"黑"	"--"	"直立"	"国外"	"A.hybridus L.(绿穗苋)"	"4.28"	"Amaranthus paniculatus L.(繁穗苋)×绿穗苋"	"XY000101"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"237.0"
"102"	"8.11"	"40.0"	"Amaranthaceae(苋科)"	"绿"	"113"	"Hr004"	"美国"	"绿"	"0.38"	"--"	"国外"	"黑"	"--"	"直立"	"国外"	"A.hybridus L.(绿穗苋)"	"4.28"	"Amaranthus paniculatus L.(繁穗苋)×绿穗苋"	"XY000102"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"224.0"
"103"	"8.19"	"32.0"	"Amaranthaceae(苋科)"	"绿"	"114"	"Hr006"	"津巴布韦"	"绿"	"0.53"	"--"	"国外"	"褐"	"--"	"直立"	"国外"	"A.hybridus L.(绿穗苋)"	"4.28"	"Amaranthus paniculatus L.(繁穗苋)×绿穗苋"	"XY000103"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"270.0"
"104"	"8.16"	"17.0"	"Amaranthaceae(苋科)"	"绿"	"115"	"Hr010"	"津巴布韦"	"绿"	"0.42"	"--"	"国外"	"淡黄"	"--"	"直立"	"国外"	"A.hybridus L.(绿穗苋)"	"4.28"	"Amaranthus paniculatus L.(繁穗苋)×绿穗苋"	"XY000104"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"119.0"
"105"	"8.19"	"45.0"	"Amaranthaceae(苋科)"	"黄"	"116"	"Hr027"	"赞比亚"	"绿"	"0.36"	"--"	"国外"	"褐黑"	"--"	"直立"	"国外"	"A.hybridus L.(绿穗苋)"	"4.28"	"Amaranthus paniculatus L.(繁穗苋)×绿穗苋"	"XY000105"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"205.0"
"106"	"9.09"	"35.0"	"Amaranthaceae(苋科)"	"黄"	"117"	"Hr029"	"赞比亚"	"绿"	"0.38"	"--"	"国外"	"褐黑"	"--"	"直立"	"国外"	"A.hybridus L.(绿穗苋)"	"4.28"	"Amaranthus paniculatus L.(繁穗苋)×绿穗苋"	"XY000106"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"232.0"
"107"	"10.07"	"30.0"	"Amaranthaceae(苋科)"	"绿"	"118"	"Hy030"	"墨西哥"	"绿"	"0.51"	"--"	"国外"	"黑"	"--"	"直立"	"国外"	"A.hypochondriacus L.(千穗谷)"	"4.28"	"Amaranthus hypochondriacus L.(千穗谷)"	"XY000107"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"120.0"
"108"	"8.11"	"37.0"	"Amaranthaceae(苋科)"	"绿"	"119"	"Pu002"	"美国"	"绿"	"0.33"	"--"	"国外"	"黑"	"--"	"直立"	"国外"	"A.pumilius L."	"4.28"	"Amaranthus pumilius L."	"XY000108"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"223.0"
"109"	"8.11"	"47.0"	"Amaranthaceae(苋科)"	"绿"	"120"	"Pu003"	"美国"	"绿"	"0.34"	"--"	"国外"	"黑"	"--"	"直立"	"国外"	"A.pumilius L."	"4.28"	"Amaranthus pumilius L."	"XY000109"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"242.0"
"110"	"9.21"	"45.0"	"Amaranthaceae(苋科)"	"绿"	"121"	"Pu004"	"美国"	"绿"	"0.33"	"--"	"国外"	"黑"	"--"	"直立"	"国外"	"A.pumilius L."	"4.28"	"Amaranthus pumilius L."	"XY000110"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"227.0"
"111"	"9.30"	"20.0"	"Amaranthaceae(苋科)"	"红"	"122"	"US"	"美国"	"绿"	"0.75"	"--"	"国外"	"黄白"	"--"	"直立"	"国外"	"A.hybridus L.(绿穗苋)"	"4.28"	"Amaranthus paniculatus L.(繁穗苋)×绿穗苋"	"XY000111"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"100.0"
"112"	"8.11"	"33.0"	"Amaranthaceae(苋科)"	"绿"	"123"	"Re001"	"美国"	"绿"	"0.34"	"--"	"国外"	"黑"	"--"	"直立"	"国外"	"A.retrexus L.(反枝苋)"	"4.28"	"Amaranthus retroflexus L.(反枝苋)"	"XY000112"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"198.0"
"113"	"8.10"	"60.0"	"Amaranthaceae(苋科)"	"紫"	"124"	"Vd001"	"菲律宾"	"绿"	"0.31"	"--"	"国外"	"黑"	"--"	"直立"	"国外"	"A.hybridus L.(绿穗苋)"	"4.28"	"Amaranthus paniculatus L.(繁穗苋)×绿穗苋"	"XY000113"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"280.0"
"114"	"8.11"	"38.0"	"Amaranthaceae(苋科)"	"绿"	"125"	"1140br"	"--"	"绿"	"0.35"	"--"	"国外"	"黑"	"--"	"直立"	"国外"	"--"	"4.28"	"--"	"XY000114"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"248.0"
"115"	"8.11"	"34.0"	"Amaranthaceae(苋科)"	"绿"	"126"	"1011br"	"--"	"绿"	"0.38"	"--"	"国外"	"黑"	"--"	"直立"	"国外"	"--"	"4.28"	"--"	"XY000115"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"290.0"
"116"	"8.11"	"50.0"	"Amaranthaceae(苋科)"	"绿"	"127"	"1011PL"	"--"	"绿"	"0.64"	"--"	"国外"	"黑"	"--"	"直立"	"国外"	"A.cruentus L.(红苋)"	"4.28"	"Amaranthus paniculatus L.(繁穗苋)×红苋"	"XY000116"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"293.0"
"117"	"7.22"	"38.0"	"Amaranthaceae(苋科)"	"黄"	"128"	"1912PL"	"--"	"绿"	"0.64"	"--"	"国外"	"淡黄"	"--"	"直立"	"国外"	"A.cruentus L.(红苋)"	"4.28"	"Amaranthus paniculatus L.(繁穗苋)×红苋"	"XY000117"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"190.0"
"118"	"10.10"	"75.0"	"Amaranthaceae(苋科)"	"褐绿"	"129"	"日17"	"日本"	"绿"	"0.43"	"--"	"国外"	"黑"	"--"	"直立"	"国外"	"A.hybridus L.(绿穗苋)"	"4.28"	"Amaranthus paniculatus L.(繁穗苋)×绿穗苋"	"XY000118"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"240.0"
"119"	"10.10"	"32.0"	"Amaranthaceae(苋科)"	"红"	"130"	"日20"	"日本"	"绿"	"0.86"	"--"	"国外"	"褐黑"	"--"	"直立"	"国外"	"A.hypochondriacus L.(千穗谷)"	"4.28"	"Amaranthus hypochondriacus L.(千穗谷)"	"XY000119"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"160.0"
"120"	"8.20"	"39.0"	"Amaranthaceae(苋科)"	"黄"	"131"	"日30"	"日本"	"绿"	"0.68"	"--"	"国外"	"淡黄"	"--"	"直立"	"国外"	"A.cruentus L.(红苋)"	"4.28"	"Amaranthus paniculatus L.(繁穗苋)×红苋"	"XY000120"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"216.0"
"121"	"9.25"	"45.0"	"Amaranthaceae(苋科)"	"红"	"132"	"日48"	"日本"	"绿"	"0.54"	"--"	"国外"	"黑"	"--"	"直立"	"国外"	"A.hypochondriacus L.(千穗谷)"	"4.28"	"Amaranthus hypochondriacus L.(千穗谷)"	"XY000121"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"201.0"
"122"	"8.17"	"49.8"	"Amaranthaceae(苋科)"	"红"	"49"	"北京红叶苋"	"北京"	"紫红"	"0.62"	"--"	"北京"	"黑"	"--"	"直立"	"地方"	"A.tricolor L.(苋)"	"4.23"	"Amaranthus tricofor L.(苋)"	"ZX000001"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"紫红"	"189.2"
"123"	"9.20"	"99.0"	"Amaranthaceae(苋科)"	"绿"	"50"	"西番谷"	"--"	"绿"	"0.51"	"--"	"北京"	"白"	"--"	"直立"	"地方"	"--"	"4.23"	"--"	"ZX000002"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"242.5"
"124"	"9.20"	"105.0"	"Amaranthaceae(苋科)"	"紫"	"51"	"昆明红苋"	"昆明"	"绿"	"0.55"	"--"	"云南"	"黑"	"--"	"直立"	"地方"	"A.cruentus L.(红苋)"	"4.23"	"Amaranthus paniculatus L.(繁穗苋)×红苋"	"ZX000003"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"235.0"
"125"	"9.24"	"90.0"	"Amaranthaceae(苋科)"	"粉"	"52"	"中国马尾苋"	"中国"	"绿"	"0.68"	"--"	"北京"	"粉白"	"--"	"直立"	"地方"	"A.caudatus L.(尾穗苋)"	"4.23"	"Amaranthus caudalus L.(尾穗苋)"	"ZX000004"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"282.0"
"126"	"9.10"	"90.0"	"Amaranthaceae(苋科)"	"红"	"53"	"陕西红苋"	"陕西"	"绿"	"0.40"	"--"	"陕西"	"黑"	"--"	"直立"	"地方"	"A.cruentus L.(红苋)"	"4.23"	"Amaranthus paniculatus L.(繁穗苋)×红苋"	"ZX000005"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"268.0"
"127"	"9.20"	"85.5"	"Amaranthaceae(苋科)"	"绿"	"54"	"陕西定边苋"	"陕西"	"绿"	"0.58"	"--"	"陕西"	"白"	"--"	"直立"	"地方"	"--"	"4.23"	"--"	"ZX000006"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"192.5"
"128"	"9.25"	"121.0"	"Amaranthaceae(苋科)"	"紫粉"	"55"	"广南黄苋"	"--"	"绿"	"0.57"	"--"	"中国"	"黑"	"--"	"直立"	"地方"	"--"	"4.23"	"--"	"ZX000007"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"207.0"
"129"	"9.17"	"122.8"	"Amaranthaceae(苋科)"	"黄绿"	"83"	"昌平苋"	"中国"	"绿"	"0.55"	"--"	"中国"	"白"	"--"	"直立"	"地方"	"--"	"5.07"	"--"	"ZX000008"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"133.0"
"130"	"10.05"	"--"	"Amaranthaceae(苋科)"	"黄绿"	"84"	"饲用苋"	"中国"	"绿"	"0.55"	"--"	"中国"	"白"	"--"	"直立"	"地方"	"A.hypochondriacus L.(千穗谷)"	"5.07"	"Amaranthus hypochondriacus L.(千穗谷)"	"ZX000009"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"133.0"
"131"	"10.05"	"--"	"Amaranthaceae(苋科)"	"紫"	"85"	"高山红"	"中国"	"绿"	"0.55"	"--"	"中国"	"白黄"	"--"	"直立"	"地方"	"A.hypochondriacus L.(千穗谷)"	"5.07"	"Amaranthus hypochondriacus L.(千穗谷)"	"ZX000010"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"161.0"
"132"	"9.30"	"40.0"	"Amaranthaceae(苋科)"	"紫"	"921248"	"籽粒苋"	"四川通江"	"紫"	"0.64"	"--"	"四川"	"紫"	"--"	"直立"	"地方"	"--"	"5.05"	"--"	"ZX000011"	"中国农科院品资所"	"--"	"Amaranthus(苋属)"	"紫"	"145.0"
"133"	"9.30"	"30.0"	"Amaranthaceae(苋科)"	"绿"	"921263"	"籽粒苋"	"四川通江"	"绿"	"0.75"	"--"	"四川"	"棕黄"	"--"	"直立"	"地方"	"--"	"5.05"	"--"	"ZX000012"	"中国农科院品资所"	"--"	"Amaranthus(苋属)"	"紫"	"180.0"
"134"	"9.26"	"63.0"	"Amaranthaceae(苋科)"	"绿"	"921274"	"纤粟米"	"四川通江"	"绿"	"0.59"	"--"	"四川"	"紫黑"	"--"	"直立"	"地方"	"--"	"5.05"	"--"	"ZX000013"	"中国农科院品资所"	"--"	"Amaranthus(苋属)"	"绿"	"145.0"
"135"	"9.30"	"28.0"	"Amaranthaceae(苋科)"	"绿"	"921591"	"红纤粟米"	"四川通江"	"绿"	"0.76"	"--"	"四川"	"紫"	"--"	"直立"	"地方"	"--"	"5.05"	"--"	"ZX000014"	"中国农科院品资所"	"--"	"Amaranthus(苋属)"	"绿"	"70.0"
"136"	"9.30"	"60.0"	"Amaranthaceae(苋科)"	"紫"	"921504"	"纤粟米"	"四川万源"	"紫"	"0.62"	"--"	"四川"	"粉红"	"--"	"下垂"	"地方"	"--"	"5.05"	"--"	"ZX000015"	"中国农科院品资所"	"--"	"Amaranthus(苋属)"	"绿"	"145.0"
"137"	"9.30"	"50.0"	"Amaranthaceae(苋科)"	"紫"	"921511"	"红纤粟米"	"四川万源"	"紫"	"0.54"	"--"	"四川"	"粉红"	"--"	"下垂"	"地方"	"--"	"5.05"	"--"	"ZX000016"	"中国农科院品资所"	"--"	"Amaranthus(苋属)"	"绿"	"320.0"
"138"	"8.15"	"29.0"	"Amaranthaceae(苋科)"	"绿"	"911466"	"纤粟米"	"四川城口"	"绿"	"0.59"	"--"	"四川"	"紫黑"	"--"	"直立"	"地方"	"--"	"5.05"	"--"	"ZX000017"	"中国农科院品资所"	"--"	"Amaranthus(苋属)"	"绿"	"137.0"
"139"	"9.30"	"20.0"	"Amaranthaceae(苋科)"	"绿"	"921575"	"红纤粟米"	"四川宣汉"	"绿"	"0.57"	"--"	"四川"	"紫黑"	"--"	"直立"	"地方"	"--"	"5.05"	"--"	"ZX000018"	"中国农科院品资所"	"--"	"Amaranthus(苋属)"	"紫"	"101.0"
"140"	"9.30"	"72.0"	"Amaranthaceae(苋科)"	"绿"	"Ⅱ-14"	"千穗谷"	"四川广元"	"绿"	"0.28"	"--"	"四川"	"紫黑"	"--"	"直立"	"地方"	"--"	"5.05"	"--"	"ZX000019"	"中国农科院品资所"	"--"	"Amaranthus(苋属)"	"绿"	"220.0"
"141"	"9.30"	"49.0"	"Amaranthaceae(苋科)"	"紫"	"Ⅱ-17"	"千穗谷"	"四川广元"	"绿"	"0.70"	"--"	"四川"	"紫黑"	"--"	"直立"	"地方"	"--"	"5.05"	"--"	"ZX000020"	"中国农科院品资所"	"--"	"Amaranthus(苋属)"	"绿"	"138.0"
"142"	"9.30"	"49.0"	"Amaranthaceae(苋科)"	"紫"	"Ⅱ-21"	"红千穗谷"	"四川广元"	"紫绿"	"0.62"	"--"	"四川"	"紫黑"	"--"	"直立"	"地方"	"--"	"5.05"	"--"	"ZX000021"	"中国农科院品资所"	"--"	"Amaranthus(苋属)"	"绿"	"172.0"
"143"	"9.30"	"43.0"	"Amaranthaceae(苋科)"	"紫"	"Ⅱ-46"	"千穗谷"	"四川广元"	"紫"	"0.54"	"--"	"四川"	"紫黑"	"--"	"直立"	"地方"	"--"	"5.05"	"--"	"ZX000022"	"中国农科院品资所"	"--"	"Amaranthus(苋属)"	"紫"	"161.0"
"144"	"9.30"	"60.0"	"Amaranthaceae(苋科)"	"绿"	"Ⅱ-134"	"千穗谷"	"四川旺苍"	"绿"	"0.64"	"--"	"四川"	"紫黑"	"--"	"直立"	"地方"	"--"	"5.05"	"--"	"ZX000023"	"中国农科院品资所"	"--"	"Amaranthus(苋属)"	"绿"	"157.0"
"145"	"9.30"	"76.0"	"Amaranthaceae(苋科)"	"紫"	"Ⅱ-167"	"千穗谷"	"四川旺苍"	"紫"	"0.53"	"--"	"四川"	"黄白"	"--"	"直立"	"地方"	"--"	"5.05"	"--"	"ZX000024"	"中国农科院品资所"	"--"	"Amaranthus(苋属)"	"紫"	"149.0"
"146"	"9.30"	"66.0"	"Amaranthaceae(苋科)"	"粉"	"Ⅱ-196"	"千穗谷"	"四川旺苍"	"紫"	"0.51"	"--"	"四川"	"粉红"	"--"	"下垂"	"地方"	"--"	"5.05"	"--"	"ZX000025"	"中国农科院品资所"	"--"	"Amaranthus(苋属)"	"绿"	"168.0"
"147"	"9.30"	"107.0"	"Amaranthaceae(苋科)"	"绿"	"Ⅱ-217"	"千穗谷"	"四川旺苍"	"紫"	"0.34"	"--"	"四川"	"黑"	"--"	"直立"	"地方"	"--"	"5.05"	"--"	"ZX000026"	"中国农科院品资所"	"--"	"Amaranthus(苋属)"	"绿"	"232.0"
"148"	"9.30"	"50.0"	"Amaranthaceae(苋科)"	"紫"	"Ⅱ-256-2"	"千穗谷"	"四川南江"	"紫"	"0.69"	"--"	"四川"	"粉红"	"--"	"下垂"	"地方"	"--"	"5.05"	"--"	"ZX000027"	"中国农科院品资所"	"--"	"Amaranthus(苋属)"	"绿"	"126.0"
"149"	"9.30"	"29.0"	"Amaranthaceae(苋科)"	"紫"	"Ⅱ-319"	"千穗谷"	"四川南江"	"紫"	"0.61"	"--"	"四川"	"粉红"	"--"	"下垂"	"地方"	"--"	"5.05"	"--"	"ZX000028"	"中国农科院品资所"	"--"	"Amaranthus(苋属)"	"绿"	"115.0"
"150"	"9.30"	"85.0"	"Amaranthaceae(苋科)"	"紫"	"Ⅱ-375"	"千穗谷"	"四川青川"	"紫"	"0.56"	"--"	"四川"	"粉红"	"--"	"下垂"	"地方"	"--"	"5.05"	"--"	"ZX000029"	"中国农科院品资所"	"--"	"Amaranthus(苋属)"	"绿"	"180.0"
"151"	"9.30"	"93.0"	"Amaranthaceae(苋科)"	"紫"	"Ⅱ-389"	"灰须菜"	"四川青川"	"紫"	"0.58"	"--"	"四川"	"粉红"	"--"	"下垂"	"地方"	"--"	"5.05"	"--"	"ZX000030"	"中国农科院品资所"	"--"	"Amaranthus(苋属)"	"绿"	"162.0"
"152"	"9.30"	"96.0"	"Amaranthaceae(苋科)"	"绿"	"Ⅲ-86"	"天须子"	"四川北川"	"绿"	"0.66"	"--"	"四川"	"紫黑"	"--"	"直立"	"地方"	"--"	"5.05"	"--"	"ZX000031"	"中国农科院品资所"	"--"	"Amaranthus(苋属)"	"绿"	"212.0"
"153"	"9.30"	"52.0"	"Amaranthaceae(苋科)"	"绿"	"Ⅲ-297"	"千穗谷"	"四川南坪"	"绿"	"0.70"	"--"	"四川"	"紫黑"	"--"	"直立"	"地方"	"--"	"5.05"	"--"	"ZX000032"	"中国农科院品资所"	"--"	"Amaranthus(苋属)"	"绿"	"130.0"
"154"	"9.30"	"85.0"	"Amaranthaceae(苋科)"	"紫"	"SD15I3"	"籽粒苋"	"陕西紫阳"	"紫"	"--"	"--"	"陕西"	"粉红"	"--"	"下垂"	"地方"	"--"	"5.05"	"--"	"ZX000033"	"中国农科院品资所"	"--"	"Amaranthus(苋属)"	"绿"	"230.0"
"155"	"9.30"	"37.0"	"Amaranthaceae(苋科)"	"绿"	"SF15I11"	"籽粒苋"	"陕西平利"	"绿"	"0.89"	"--"	"陕西"	"棕黄"	"--"	"直立"	"地方"	"--"	"5.05"	"--"	"ZX000034"	"中国农科院品资所"	"--"	"Amaranthus(苋属)"	"紫"	"177.0"
"156"	"9.30"	"68.0"	"Amaranthaceae(苋科)"	"紫"	"SF15I13"	"籽粒苋"	"陕西平利"	"紫"	"0.59"	"--"	"陕西"	"粉红"	"--"	"下垂"	"地方"	"--"	"5.05"	"--"	"ZX000035"	"中国农科院品资所"	"--"	"Amaranthus(苋属)"	"绿"	"150.0"
"157"	"8.25"	"46.0"	"Amaranthaceae(苋科)"	"黄绿"	"120"	"农绿苋"	"乌兰浩特"	"绿"	"0.52"	"栽培"	"内蒙"	"白"	"--"	"直立"	"选育"	"A.hybridus L.(绿穗苋)"	"5.10"	"Amaranthus hybridus L.(绿穗苋)"	"ZX000036"	"内蒙古赤峰市农科所"	"--"	"Amaranthus(苋属)"	"绿"	"187.0"
"158"	"8.23"	"44.0"	"Amaranthaceae(苋科)"	"黄绿"	"121"	"农绿苋"	"中旗"	"绿"	"0.51"	"栽培"	"内蒙"	"白"	"--"	"直立"	"选育"	"A.hybridus L.(绿穗苋)"	"5.10"	"Amaranthus hybridus L.(绿穗苋)"	"ZX000037"	"内蒙古赤峰市农科所"	"--"	"Amaranthus(苋属)"	"绿"	"185.0"
