"id"	"含油量"	"蛋氨酸"	"科名"	"品种名称"	"谷氨酸"	"种子来源"	"棕榈酸"	"精氨酸"	"丙氨酸"	"单株生产率"	"酪氨酸"	"抗根结线虫"	"单位编号"	"类型"	"硬脂酸"	"组氨酸"	"属名"	"保存单位"	"山芋酸"	"亚油酸"	"苏氨酸"	"统一编号"	"抗叶黑斑"	"学名"	"选育方法"	"苯丙氨酸"	"胱氨酸"	"蛋白质含量"	"天冬氨酸"	"油酸"	"亮氨酸"	"库编号"	"株型"	"生育期"	"花生酸"	"省"	"百果重"	"抗青枯"	"甘氨酸"	"缬氨酸"	"色氨酸"	"抗叶褐斑"	"脯氨酸"	"百仁重"	"分枝型"	"抗旱"	"赖氨酸"	"出仁率"	"抗涝"	"丝氨酸"	"开花习性"	"译名"	"花生烯酸"	"病毒病"	"抗锈病"	"异亮氨酸"	"主茎高"
"31"	"49.49"	"0.68"	"Leguminosae(豆科)"	"花113"	"5.04"	"山东花生研究所"	"12.61"	"2.58"	"0.88"	"--"	"0.74"	"HS"	"B023"	"珍珠豆型"	"3.00"	"0.50"	"Arachis(落花生属)"	"山东省花生研究所"	"3.06"	"39.43"	"0.54"	"Zh.h0083"	"HS"	"Arachis hypogaea L.(花生)"	"杂交"	"1.71"	"0.15"	"25.47"	"2.55"	"37.43"	"2.78"	"I4A00045"	"直立"	"130"	"1.80"	"山东"	"140.0"	"HS"	"1.22"	"1.11"	"--"	"HS"	"0.75"	"70.0"	"疏枝"	"--"	"0.94"	"73.00"	"中"	"1.01"	"连续"	"HUA 113"	"1.08"	"--"	"HS"	"0.88"	"--"
"32"	"49.60"	"0.33"	"Leguminosae(豆科)"	"昌花1号"	"5.52"	"山东昌潍地区农科所"	"11.14"	"3.03"	"1.02"	"--"	"0.86"	"HS"	"B024"	"珍珠豆型"	"3.65"	"0.56"	"Arachis(落花生属)"	"山东省花生研究所"	"3.53"	"35.16"	"0.65"	"Zh.h0084"	"HS"	"Arachis hypogaea L.(花生)"	"杂交"	"1.76"	"0.40"	"28.32"	"2.99"	"42.03"	"3.09"	"I4A00046"	"直立"	"120"	"2.07"	"山东"	"159.0"	"HS"	"1.44"	"1.13"	"--"	"S"	"0.97"	"60.2"	"疏枝"	"强"	"0.98"	"71.00"	"--"	"1.19"	"连续"	"CHANG HUA 1 HAO"	"1.03"	"--"	"HS"	"0.89"	"--"
"33"	"50.31"	"0.46"	"Leguminosae(豆科)"	"昌花2号"	"5.83"	"山东昌潍地区农科所"	"10.74"	"3.25"	"1.00"	"--"	"0.98"	"HS"	"B025"	"珍珠豆型"	"3.15"	"0.57"	"Arachis(落花生属)"	"山东省花生研究所"	"3.15"	"36.62"	"0.62"	"Zh.h0085"	"HS"	"Arachis hypogaea L.(花生)"	"杂交"	"1.92"	"0.45"	"28.95"	"3.08"	"41.80"	"1.83"	"I4A00047"	"直立"	"130"	"1.90"	"山东"	"128.2"	"HS"	"1.42"	"1.25"	"--"	"S"	"0.97"	"71.3"	"疏枝"	"--"	"1.07"	"73.50"	"--"	"1.12"	"连续"	"CHANG HUA 2 HAO"	"1.06"	"--"	"HS"	"1.05"	"--"
"34"	"49.99"	"--"	"Leguminosae(豆科)"	"天府三号"	"--"	"四川南充地区农科所"	"10.42"	"--"	"--"	"--"	"--"	"HS"	"B1003"	"珍珠豆型"	"3.72"	"--"	"Arachis(落花生属)"	"四川省南充地区农科所"	"1.37"	"28.03"	"--"	"Zh.h0106"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"26.90"	"--"	"52.71"	"--"	"I4A02338"	"直立"	"125"	"2.57"	"四川"	"183.0"	"HS"	"--"	"--"	"--"	"MR"	"--"	"73.0"	"疏枝"	"中"	"--"	"80.00"	"--"	"--"	"连续"	"TIAN FU SAN HAO"	"1.13"	"--"	"S"	"--"	"--"
"35"	"50.15"	"--"	"Leguminosae(豆科)"	"天府四号"	"--"	"四川南充地区农科所"	"11.20"	"--"	"--"	"--"	"--"	"HR"	"B1004"	"珍珠豆型"	"3.45"	"--"	"Arachis(落花生属)"	"四川省南充地区农科所"	"0.79"	"29.63"	"--"	"Zh.h0107"	"MR"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"26.90"	"--"	"51.51"	"--"	"I4A02339"	"直立"	"130"	"1.97"	"四川"	"265.0"	"HS"	"--"	"--"	"--"	"MR"	"--"	"100.0"	"疏枝"	"中"	"--"	"76.50"	"--"	"--"	"连续"	"TIAN FU SI HAO"	"1.45"	"--"	"S"	"--"	"--"
"36"	"51.53"	"--"	"Leguminosae(豆科)"	"大伏1号"	"--"	"四川南充地区农科所"	"12.32"	"--"	"--"	"--"	"--"	"HS"	"B1005"	"珍珠豆型"	"3.64"	"--"	"Arachis(落花生属)"	"四川省南充地区农科所"	"1.15"	"38.77"	"--"	"Zh.h0108"	"MR"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"25.31"	"--"	"40.99"	"--"	"I4A02340"	"直立"	"125"	"2.34"	"四川"	"214.0"	"HS"	"--"	"--"	"--"	"MR"	"--"	"88.0"	"疏枝"	"较弱"	"--"	"76.00"	"--"	"--"	"连续"	"DA FU 1 HAO"	"0.79"	"--"	"MR"	"--"	"--"
"37"	"50.99"	"--"	"Leguminosae(豆科)"	"混大伏12号"	"--"	"四川南充地区农科所"	"12.45"	"--"	"--"	"--"	"--"	"HS"	"B1006"	"珍珠豆型"	"3.83"	"--"	"Arachis(落花生属)"	"四川省南充地区农科所"	"0.67"	"33.00"	"--"	"Zh.h0109"	"MR"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"28.16"	"--"	"47.47"	"--"	"I4A02341"	"直立"	"135"	"1.76"	"四川"	"355.0"	"HS"	"--"	"--"	"--"	"MR"	"--"	"123.0"	"疏枝"	"中"	"--"	"69.00"	"--"	"--"	"连续"	"HUN DA FU 12 HAO"	"0.81"	"--"	"MR"	"--"	"--"
"38"	"51.99"	"--"	"Leguminosae(豆科)"	"混大伏1号"	"--"	"四川南充地区农科所"	"10.90"	"--"	"--"	"--"	"--"	"HS"	"B1007"	"珍珠豆型"	"3.76"	"--"	"Arachis(落花生属)"	"四川省南充地区农科所"	"0.97"	"28.95"	"--"	"Zh.h0110"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"26.85"	"--"	"51.44"	"--"	"I4A02342"	"直立"	"130"	"2.53"	"四川"	"270.0"	"HS"	"--"	"--"	"--"	"MR"	"--"	"97.0"	"疏枝"	"较弱"	"--"	"69.00"	"--"	"--"	"连续"	"HUN DA FU 1 HAO"	"1.46"	"--"	"MR"	"--"	"--"
"39"	"52.49"	"--"	"Leguminosae(豆科)"	"麻伏2号"	"--"	"四川南充地区农科所"	"10.18"	"--"	"--"	"--"	"--"	"HS"	"B1008"	"珍珠豆型"	"3.07"	"--"	"Arachis(落花生属)"	"四川省南充地区农科所"	"1.18"	"27.45"	"--"	"Zh.h0111"	"MR"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"25.88"	"--"	"55.12"	"--"	"I4A02343"	"直立"	"130"	"2.01"	"四川"	"185.0"	"HS"	"--"	"--"	"--"	"MR"	"--"	"75.0"	"疏枝"	"中"	"--"	"74.50"	"--"	"--"	"连续"	"MA FU 2 HAO"	"0.99"	"--"	"MR"	"--"	"--"
"40"	"49.64"	"--"	"Leguminosae(豆科)"	"罗伏6号"	"--"	"四川南充地区农科所"	"10.86"	"--"	"--"	"--"	"--"	"HS"	"B1009"	"珍珠豆型"	"3.11"	"--"	"Arachis(落花生属)"	"四川省南充地区农科所"	"1.19"	"23.48"	"--"	"Zh.h0112"	"MR"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"25.14"	"--"	"57.57"	"--"	"I4A02344"	"直立"	"125"	"2.07"	"四川"	"215.0"	"HS"	"--"	"--"	"--"	"MR"	"--"	"92.0"	"疏枝"	"弱"	"--"	"75.00"	"--"	"--"	"连续"	"LUO FU 6 HAO"	"1.73"	"--"	"S"	"--"	"--"
"41"	"52.16"	"--"	"Leguminosae(豆科)"	"红白保5号"	"--"	"四川南充地区农科所"	"11.66"	"--"	"--"	"--"	"--"	"HS"	"B1010"	"珍珠豆型"	"3.09"	"--"	"Arachis(落花生属)"	"四川省南充地区农科所"	"1.27"	"34.70"	"--"	"Zh.h0113"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"28.61"	"--"	"45.09"	"--"	"I4A02345"	"直立"	"130"	"2.94"	"四川"	"143.0"	"HS"	"--"	"--"	"--"	"MR"	"--"	"60.0"	"疏枝"	"中"	"--"	"76.00"	"--"	"--"	"连续"	"HONG BAI BAO 5 HAO"	"1.25"	"--"	"S"	"--"	"--"
"42"	"48.06"	"--"	"Leguminosae(豆科)"	"川北花生"	"--"	"四川南充地区农科所"	"12.62"	"--"	"--"	"--"	"--"	"HS"	"B1011"	"珍珠豆型"	"4.06"	"--"	"Arachis(落花生属)"	"四川省南充地区农科所"	"1.22"	"40.49"	"--"	"Zh.h0114"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"29.07"	"--"	"37.70"	"--"	"I4A02346"	"直立"	"130"	"2.56"	"四川"	"182.0"	"HS"	"--"	"--"	"--"	"MR"	"--"	"72.0"	"疏枝"	"强"	"--"	"78.00"	"--"	"--"	"连续"	"CHUAN BEI HUA SHENG"	"1.37"	"--"	"HS"	"--"	"--"
"43"	"50.53"	"--"	"Leguminosae(豆科)"	"中熊22号"	"--"	"四川南充地区农科所"	"11.33"	"--"	"--"	"--"	"--"	"HS"	"B2001"	"珍珠豆型"	"4.21"	"--"	"Arachis(落花生属)"	"四川省南充地区农科所"	"2.77"	"36.59"	"--"	"Zh.h0115"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"29.91"	"--"	"41.29"	"--"	"I4A02347"	"半蔓"	"130"	"2.47"	"四川"	"235.0"	"--"	"--"	"--"	"--"	"MR"	"--"	"98.0"	"疏枝"	"强"	"--"	"76.00"	"--"	"--"	"连续"	"ZHONG XIONG 22 HAO"	"1.36"	"HS"	"HS"	"--"	"--"
"44"	"53.44"	"--"	"Leguminosae(豆科)"	"薄壳1号"	"--"	"四川南充地区农科所"	"11.38"	"--"	"--"	"--"	"--"	"HS"	"B2002"	"珍珠豆型"	"5.02"	"--"	"Arachis(落花生属)"	"四川省南充地区农科所"	"2.90"	"37.46"	"--"	"Zh.h0116"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"29.80"	"--"	"40.13"	"--"	"I4A02348"	"半蔓"	"125"	"2.17"	"四川"	"143.0"	"HS"	"--"	"--"	"--"	"HS"	"--"	"65.8"	"疏枝"	"强"	"--"	"84.20"	"--"	"--"	"连续"	"BAO KE 1 HAO"	"0.93"	"MS"	"HS"	"--"	"--"
"45"	"52.51"	"--"	"Leguminosae(豆科)"	"武昌-2"	"--"	"湖北武昌县"	"10.35"	"--"	"--"	"--"	"--"	"HS"	"B003"	"珍珠豆型"	"3.56"	"--"	"Arachis(落花生属)"	"中国农科院油料研究所"	"2.44"	"38.40"	"--"	"Zh.h0119"	"MR"	"Arachis hypogaea L.(花生)"	"系选"	"--"	"--"	"31.01"	"--"	"42.76"	"--"	"I4A03369"	"直立"	"151"	"1.70"	"湖北"	"123.6"	"HS"	"--"	"--"	"--"	"MR"	"--"	"81.9"	"疏枝"	"--"	"--"	"71.10"	"--"	"--"	"连续"	"WU CHANG -2"	"0.79"	"--"	"S"	"--"	"--"
"46"	"53.47"	"--"	"Leguminosae(豆科)"	"红梅早"	"--"	"中国农科院油料所"	"13.38"	"--"	"--"	"--"	"--"	"HS"	"B004"	"珍珠豆型"	"2.70"	"--"	"Arachis(落花生属)"	"中国农科院油料研究所"	"1.72"	"35.70"	"--"	"Zh.h0120"	"MR"	"Arachis hypogaea L.(花生)"	"系选"	"--"	"--"	"29.84"	"--"	"44.33"	"--"	"I4A00524"	"直立"	"138"	"1.44"	"湖北"	"109.2"	"--"	"--"	"--"	"--"	"MR"	"--"	"42.8"	"疏枝"	"--"	"--"	"73.80"	"--"	"--"	"连续"	"HONG MEI ZAO"	"0.72"	"--"	"MR"	"--"	"--"
"47"	"51.74"	"--"	"Leguminosae(豆科)"	"鄂花1号"	"--"	"中国农科院油料所"	"12.61"	"--"	"--"	"--"	"--"	"HS"	"B005"	"珍珠豆型"	"1.96"	"--"	"Arachis(落花生属)"	"中国农科院油料研究所"	"2.37"	"38.59"	"--"	"Zh.h0121"	"MR"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"26.43"	"--"	"42.35"	"--"	"I4A00525"	"直立"	"138"	"1.15"	"湖北"	"118.9"	"HS"	"--"	"--"	"--"	"MR"	"--"	"58.1"	"疏枝"	"--"	"--"	"76.40"	"--"	"--"	"连续"	"E HUA 1 HAO"	"0.98"	"HS"	"MR"	"--"	"--"
"48"	"52.73"	"--"	"Leguminosae(豆科)"	"1206"	"--"	"中国农科院油料所"	"12.83"	"--"	"--"	"--"	"--"	"HS"	"B007"	"珍珠豆型"	"2.45"	"--"	"Arachis(落花生属)"	"中国农科院油料研究所"	"2.41"	"37.34"	"--"	"Zh.h0123"	"--"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"26.28"	"--"	"42.91"	"--"	"I4A01697"	"直立"	"138"	"1.17"	"湖北"	"136.7"	"HS"	"--"	"--"	"--"	"HR"	"--"	"63.7"	"疏枝"	"--"	"--"	"76.50"	"--"	"--"	"连续"	"1206"	"0.89"	"--"	"MR"	"--"	"--"
"49"	"49.34"	"--"	"Leguminosae(豆科)"	"芙蓉花生"	"--"	"湖南农科院作物所"	"11.28"	"--"	"--"	"--"	"--"	"HS"	"B005"	"珍珠豆型"	"3.68"	"--"	"Arachis(落花生属)"	"湖南省农科院作物所"	"3.56"	"32.07"	"--"	"Zh.h0136"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"31.12"	"--"	"45.79"	"--"	"I4A00606"	"直立"	"135"	"1.73"	"湖南"	"122.0"	"MR"	"--"	"--"	"--"	"MR"	"--"	"49.8"	"疏枝"	"强"	"--"	"75.50"	"中"	"--"	"连续"	"FU RONG HUA SHENG"	"1.88"	"HS"	"HS"	"--"	"--"
"50"	"51.22"	"--"	"Leguminosae(豆科)"	"系171"	"--"	"湖南农科院作物所"	"12.25"	"--"	"--"	"--"	"--"	"HS"	"B006"	"珍珠豆型"	"3.84"	"--"	"Arachis(落花生属)"	"湖南省农科院作物所"	"2.54"	"31.44"	"--"	"Zh.h0137"	"MR"	"Arachis hypogaea L.(花生)"	"系选"	"--"	"--"	"30.28"	"--"	"46.13"	"--"	"I4A01547"	"直立"	"135"	"2.67"	"湖南"	"124.2"	"HS"	"--"	"--"	"--"	"S"	"--"	"45.0"	"疏枝"	"强"	"--"	"75.50"	"中"	"--"	"连续"	"XI 171"	"1.13"	"HS"	"HS"	"--"	"--"
"51"	"47.56"	"--"	"Leguminosae(豆科)"	"湘矮488"	"--"	"湖南农科院作物所"	"12.00"	"--"	"--"	"--"	"--"	"HS"	"B007"	"珍珠豆型"	"3.50"	"--"	"Arachis(落花生属)"	"湖南省农科院作物所"	"3.33"	"26.52"	"--"	"Zh.h0138"	"MR"	"Arachis hypogaea L.(花生)"	"系选"	"--"	"--"	"36.18"	"--"	"51.33"	"--"	"I4A00607"	"直立"	"122"	"1.90"	"湖南"	"145.0"	"--"	"--"	"--"	"--"	"MR"	"--"	"64.5"	"疏枝"	"强"	"--"	"75.00"	"中"	"--"	"连续"	"XIANG AI 488"	"1.31"	"HS"	"HS"	"--"	"--"
"52"	"47.10"	"--"	"Leguminosae(豆科)"	"赣花一号"	"--"	"江西赣州地区农科所"	"11.86"	"--"	"--"	"--"	"--"	"HS"	"B031"	"珍珠豆型"	"3.68"	"--"	"Arachis(落花生属)"	"江西省赣州地区农科所"	"1.13"	"33.18"	"--"	"Zh.h0169"	"MR"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"30.38"	"--"	"46.33"	"--"	"I4A01113"	"直立"	"125"	"2.60"	"江西"	"142.5"	"HS"	"--"	"--"	"--"	"MR"	"--"	"58.1"	"疏枝"	"中"	"--"	"81.80"	"弱"	"--"	"连续"	"GAN HUA YI HAO"	"1.21"	"--"	"S"	"--"	"--"
"53"	"47.36"	"--"	"Leguminosae(豆科)"	"赣花二号"	"--"	"江西赣州地区农科所"	"8.88"	"--"	"--"	"--"	"--"	"HS"	"B032"	"珍珠豆型"	"2.06"	"--"	"Arachis(落花生属)"	"江西省赣州地区农科所"	"1.80"	"30.52"	"--"	"Zh.h0170"	"HS"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"32.83"	"--"	"53.98"	"--"	"I4A03956"	"直立"	"120"	"1.60"	"江西"	"135.2"	"HS"	"--"	"--"	"--"	"S"	"--"	"55.3"	"疏枝"	"中"	"--"	"81.80"	"弱"	"--"	"连续"	"GAN HUA ER HAO"	"1.16"	"HS"	"S"	"--"	"--"
"54"	"50.08"	"--"	"Leguminosae(豆科)"	"薄壳狮"	"--"	"广东澄海县"	"12.40"	"--"	"--"	"--"	"--"	"HS"	"B028"	"珍珠豆型"	"4.07"	"--"	"Arachis(落花生属)"	"广东省农科院经作所"	"2.96"	"29.76"	"--"	"Zh.h0199"	"HS"	"Arachis hypogaea L.(花生)"	"系选"	"--"	"--"	"31.50"	"--"	"48.21"	"--"	"I4A00920"	"直立"	"120"	"1.78"	"广东"	"138.4"	"--"	"--"	"--"	"--"	"S"	"--"	"57.8"	"疏枝"	"--"	"--"	"81.80"	"--"	"--"	"连续"	"BAO KE SHI"	"0.82"	"--"	"HS"	"--"	"--"
"55"	"52.86"	"--"	"Leguminosae(豆科)"	"惠狮2"	"--"	"广东惠阳县"	"10.89"	"--"	"--"	"--"	"--"	"HS"	"B118"	"珍珠豆型"	"2.86"	"--"	"Arachis(落花生属)"	"广东省农科院经作所"	"2.49"	"41.70"	"--"	"Zh.h0289"	"HS"	"Arachis hypogaea L.(花生)"	"系选"	"--"	"--"	"26.58"	"--"	"38.96"	"--"	"I4A00716"	"直立"	"120"	"1.52"	"广东"	"150.8"	"HS"	"--"	"--"	"--"	"S"	"--"	"57.9"	"疏枝"	"--"	"--"	"70.50"	"--"	"--"	"连续"	"HUI SHI 2"	"1.57"	"HS"	"HS"	"--"	"--"
"56"	"53.80"	"--"	"Leguminosae(豆科)"	"径 10号"	"--"	"广东恩平县"	"11.34"	"--"	"--"	"--"	"--"	"--"	"B119"	"珍珠豆型"	"2.44"	"--"	"Arachis(落花生属)"	"广东省农科院经作所"	"2.37"	"39.55"	"--"	"Zh.h0290"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"24.64"	"--"	"42.11"	"--"	"I4A00717"	"直立"	"120"	"1.39"	"广东"	"140.0"	"HS"	"--"	"--"	"--"	"S"	"--"	"55.7"	"疏枝"	"--"	"--"	"74.60"	"--"	"--"	"连续"	"JING 10 HAO"	"0.80"	"HS"	"HS"	"--"	"--"
"57"	"56.17"	"--"	"Leguminosae(豆科)"	"狮3"	"--"	"广东农科院"	"11.76"	"--"	"--"	"--"	"--"	"HS"	"B120"	"珍珠豆型"	"3.22"	"--"	"Arachis(落花生属)"	"广东省农科院经作所"	"2.34"	"39.51"	"--"	"Zh.h0291"	"HS"	"Arachis hypogaea L.(花生)"	"系选"	"--"	"--"	"21.22"	"--"	"41.03"	"--"	"I4A00934"	"直立"	"120"	"1.52"	"广东"	"130.2"	"--"	"--"	"--"	"--"	"S"	"--"	"52.3"	"疏枝"	"--"	"--"	"75.00"	"--"	"--"	"连续"	"SHI 3"	"0.62"	"--"	"HS"	"--"	"--"
"58"	"52.92"	"--"	"Leguminosae(豆科)"	"731"	"--"	"广东农科院"	"12.09"	"--"	"--"	"--"	"--"	"HS"	"B121"	"珍珠豆型"	"2.91"	"--"	"Arachis(落花生属)"	"广东省农科院经作所"	"2.55"	"38.67"	"--"	"Zh.h0292"	"HS"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"21.55"	"--"	"41.57"	"--"	"I4A00935"	"直立"	"115"	"1.44"	"广东"	"170.0"	"HS"	"--"	"--"	"--"	"S"	"--"	"71.3"	"疏枝"	"--"	"--"	"76.00"	"--"	"--"	"连续"	"731"	"0.76"	"--"	"HS"	"--"	"--"
"59"	"53.42"	"--"	"Leguminosae(豆科)"	"1105"	"--"	"广东农科院"	"13.15"	"--"	"--"	"--"	"--"	"HS"	"B124"	"珍珠豆型"	"2.63"	"--"	"Arachis(落花生属)"	"广东省农科院经作所"	"1.25"	"41.90"	"--"	"Zh.h0295"	"HS"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"25.57"	"--"	"38.62"	"--"	"I4A00938"	"直立"	"120"	"1.50"	"广东"	"174.2"	"MS"	"--"	"--"	"--"	"S"	"--"	"67.8"	"疏枝"	"--"	"--"	"72.00"	"--"	"--"	"连续"	"1105"	"0.95"	"--"	"HS"	"--"	"--"
"60"	"50.34"	"--"	"Leguminosae(豆科)"	"431"	"--"	"广东农科院"	"13.01"	"--"	"--"	"--"	"--"	"HS"	"B125"	"珍珠豆型"	"3.93"	"--"	"Arachis(落花生属)"	"广东省农科院经作所"	"2.56"	"30.92"	"--"	"Zh.h0296"	"HS"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"31.17"	"--"	"47.22"	"--"	"I4A00939"	"直立"	"120"	"1.60"	"广东"	"161.0"	"HS"	"--"	"--"	"--"	"S"	"--"	"63.2"	"疏枝"	"--"	"--"	"72.00"	"--"	"--"	"连续"	"431"	"0.76"	"--"	"HS"	"--"	"--"
"61"	"50.40"	"--"	"Leguminosae(豆科)"	"陵育一号"	"--"	"广东陵水县"	"12.65"	"--"	"--"	"--"	"--"	"HS"	"B126"	"珍珠豆型"	"3.90"	"--"	"Arachis(落花生属)"	"广东省农科院经作所"	"2.95"	"29.88"	"--"	"Zh.h0297"	"HS"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"30.05"	"--"	"47.95"	"--"	"I4A00940"	"直立"	"120"	"1.67"	"广东"	"149.0"	"MS"	"--"	"--"	"--"	"S"	"--"	"63.0"	"疏枝"	"--"	"--"	"73.50"	"--"	"--"	"连续"	"LING YU YI HAO"	"0.99"	"--"	"HS"	"--"	"--"
"62"	"50.80"	"--"	"Leguminosae(豆科)"	"湛秋48"	"--"	"广东湛江地区农科所"	"11.65"	"--"	"--"	"--"	"--"	"HS"	"B127"	"珍珠豆型"	"3.89"	"--"	"Arachis(落花生属)"	"广东省农科院经作所"	"2.47"	"29.24"	"--"	"Zh.h0298"	"HS"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"31.89"	"--"	"49.76"	"--"	"I4A00941"	"直立"	"120"	"1.68"	"广东"	"176.0"	"HS"	"--"	"--"	"--"	"S"	"--"	"68.9"	"疏枝"	"--"	"--"	"73.80"	"--"	"--"	"连续"	"ZHAN QIU 48"	"1.31"	"--"	"HS"	"--"	"--"
"63"	"51.01"	"--"	"Leguminosae(豆科)"	"湛油一号"	"--"	"广东湛江地区农科所"	"11.85"	"--"	"--"	"--"	"--"	"HS"	"B129"	"珍珠豆型"	"3.56"	"--"	"Arachis(落花生属)"	"广东省农科院经作所"	"2.60"	"36.50"	"--"	"Zh.h0300"	"HS"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"26.48"	"--"	"41.94"	"--"	"I4A00943"	"直立"	"120"	"1.70"	"广东"	"161.0"	"HS"	"--"	"--"	"--"	"S"	"--"	"63.5"	"疏枝"	"--"	"--"	"72.60"	"--"	"--"	"连续"	"ZHAN YOU YI HAO"	"1.86"	"--"	"HS"	"--"	"--"
"64"	"54.44"	"--"	"Leguminosae(豆科)"	"681187"	"--"	"广东农科院"	"12.36"	"--"	"--"	"--"	"--"	"HS"	"B130"	"珍珠豆型"	"2.48"	"--"	"Arachis(落花生属)"	"广东省农科院经作所"	"2.53"	"40.82"	"--"	"Zh.h0301"	"HS"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"23.86"	"--"	"39.87"	"--"	"I4A00944"	"直立"	"120"	"1.30"	"广东"	"156.0"	"MS"	"--"	"--"	"--"	"S"	"--"	"65.0"	"疏枝"	"--"	"--"	"72.30"	"--"	"--"	"连续"	"681187"	"0.64"	"--"	"HS"	"--"	"--"
"65"	"49.68"	"--"	"Leguminosae(豆科)"	"狮64"	"--"	"广东农科院"	"13.17"	"--"	"--"	"--"	"--"	"HS"	"B131"	"珍珠豆型"	"3.64"	"--"	"Arachis(落花生属)"	"广东省农科院经作所"	"2.79"	"30.91"	"--"	"Zh.h0302"	"HS"	"Arachis hypogaea L.(花生)"	"系选"	"--"	"--"	"32.41"	"--"	"47.09"	"--"	"I4A00945"	"直立"	"120"	"1.58"	"广东"	"145.0"	"HS"	"--"	"--"	"--"	"S"	"--"	"58.8"	"疏枝"	"--"	"--"	"72.80"	"--"	"--"	"连续"	"SHI 64"	"0.82"	"--"	"HS"	"--"	"--"
"66"	"54.53"	"--"	"Leguminosae(豆科)"	"粤油一号"	"--"	"广东农科院"	"12.03"	"--"	"--"	"--"	"--"	"HS"	"B132"	"珍珠豆型"	"2.87"	"--"	"Arachis(落花生属)"	"广东省农科院经作所"	"3.20"	"35.60"	"--"	"Zh.h0303"	"HS"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"21.44"	"--"	"44.05"	"--"	"I4A00946"	"直立"	"120"	"1.42"	"广东"	"165.2"	"HS"	"--"	"--"	"--"	"S"	"--"	"64.2"	"疏枝"	"--"	"--"	"71.90"	"--"	"--"	"连续"	"YUE YOU YI HAO"	"0.83"	"--"	"HS"	"--"	"--"
"67"	"49.54"	"--"	"Leguminosae(豆科)"	"红花442"	"--"	"广东恩平县农科所"	"12.28"	"--"	"--"	"--"	"--"	"HS"	"B133"	"珍珠豆型"	"3.46"	"--"	"Arachis(落花生属)"	"广东省农科院经作所"	"1.80"	"32.57"	"--"	"Zh.h0304"	"HS"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"30.83"	"--"	"46.54"	"--"	"I4A00947"	"直立"	"120"	"2.15"	"广东"	"166.0"	"MR"	"--"	"--"	"--"	"S"	"--"	"68.8"	"疏枝"	"--"	"--"	"70.00"	"--"	"--"	"连续"	"HONG HUA 442"	"1.21"	"--"	"HS"	"--"	"--"
"68"	"49.92"	"--"	"Leguminosae(豆科)"	"台山三粒肉"	"--"	"广东台山县"	"10.62"	"--"	"--"	"--"	"--"	"HS"	"B134"	"珍珠豆型"	"3.23"	"--"	"Arachis(落花生属)"	"广东省农科院经作所"	"3.20"	"33.44"	"--"	"Zh.h0305"	"HS"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"29.93"	"--"	"46.33"	"--"	"I4A00948"	"直立"	"120"	"2.23"	"广东"	"151.0"	"MR"	"--"	"--"	"--"	"S"	"--"	"55.3"	"疏枝"	"--"	"--"	"70.90"	"--"	"--"	"连续"	"TAI SHAN SAN LI ROU"	"0.95"	"--"	"HS"	"--"	"--"
