"id"	"成都穗位高"	"年份吐丝数"	"北京区产量"	"杨穗位高"	"杨陵镇穗粗"	"年份区产量"	"北京抽雄数"	"平均穗行数"	"品种名称"	"年份抽雄数"	"公穗位高"	"平均穗位高"	"成都抽雄数"	"北京穗位高"	"成都吐丝数"	"成都穗行数"	"平均穗粗"	"平均抽雄数"	"北京穗行数"	"公抽雄数"	"北京成熟数"	"公成熟数"	"公吐丝数"	"年份穗位高"	"成都成熟数"	"杨吐丝数"	"北京穗粗"	"杨穗行数"	"公区产量"	"成都区产量"	"公穗行数"	"杨区产量"	"杨成熟数"	"平均区产量"	"北京吐丝数"	"年份成熟数"	"杨抽雄数"	"年份穗行数"	"平均吐丝数"	"年份穗粗"	"平均成熟数"	"公主岭穗粗"	"成都穗粗"
"428"	"80.0"	"1998.0"	"1360.0"	"105.0"	"4.7"	"1998.0"	"67.0"	"14.0"	"鲁832×矮中自05"	"1998.0"	"133.0"	"100"	"64"	"81"	"68.0"	"14"	"4.4"	"64.0"	"14.0"	"65.0"	"102.0"	"134.0"	"72.0"	"1998.0"	"122"	"65.0"	"4.4"	"14.0"	"3221.0"	"1190"	"16.0"	"2820.0"	"92.0"	"2148.0"	"--"	"1998.0"	"59.0"	"1998.0"	"68"	"1998.0"	"113.0"	"4.4"	"4.3"
"429"	"72.0"	"平均"	"1312.0"	"105"	"4.6"	"平均"	"68.0"	"14.0"	"鲁832×矮中自05"	"平均"	"117"	"95"	"65"	"87"	"70.0"	"14"	"4.5"	"65.0"	"14.0"	"67"	"107.0"	"134"	"74"	"平均"	"119"	"64"	"4.4"	"14"	"3008"	"1220"	"14"	"2395"	"99"	"1984.0"	"72"	"平均"	"58"	"平均"	"69"	"平均"	"115.0"	"4.5"	"4.3"
"430"	"74.0"	"1997.0"	"1023.0"	"100.0"	"4.4"	"1997.0"	"61.0"	"14.0"	"鲁832×MO17"	"1997.0"	"85.0"	"85"	"60"	"82"	"65.0"	"14"	"4.3"	"60.0"	"16.0"	"64.0"	"111.0"	"129.0"	"68.0"	"1997.0"	"113"	"61.0"	"4"	"14.0"	"2892.0"	"1230"	"15.0"	"2840.0"	"101.0"	"1996.0"	"67"	"1997.0"	"56.0"	"1997.0"	"65"	"1997.0"	"114.0"	"4.4"	"--"
"431"	"61.0"	"1998.0"	"1113.0"	"95.0"	"4.8"	"1998.0"	"65.0"	"14.0"	"鲁832×MO17"	"1998.0"	"149.0"	"103"	"55"	"105"	"60.0"	"12"	"4.4"	"61.0"	"14.0"	"65.0"	"104.0"	"127.0"	"70.0"	"1998.0"	"114"	"65.0"	"4.1"	"14.0"	"4074.0"	"1280"	"16.0"	"3320.0"	"94.0"	"2447.0"	"--"	"1998.0"	"60.0"	"1998.0"	"65"	"1998.0"	"110.0"	"4.6"	"4.1"
"432"	"68.0"	"平均"	"1068.0"	"98"	"4.6"	"平均"	"63.0"	"14.0"	"鲁832×MO17"	"平均"	"117"	"94"	"58"	"94"	"63.0"	"13"	"4.4"	"61.0"	"14.0"	"65"	"108.0"	"128"	"69"	"平均"	"114"	"63"	"4"	"14"	"3483"	"1255"	"15"	"3080"	"98"	"2222.0"	"67"	"平均"	"58"	"平均"	"65"	"平均"	"112.0"	"4.5"	"4.1"
"433"	"64.0"	"1997.0"	"1301.0"	"96.0"	"4.6"	"1997"	"65.0"	"16.0"	"沈125×中128"	"1997"	"120"	"93"	"60"	"90"	"65.0"	"14"	"4.8"	"63.0"	"18.0"	"71.0"	"109.0"	"136.0"	"77"	"1997.0"	"113"	"61.0"	"4.8"	"16"	"3454.0"	"1300"	"18.0"	"2390"	"102"	"2111.0"	"70"	"1997"	"57"	"1997"	"68"	"1997.0"	"115.0"	"5"	"--"
"434"	"75.0"	"1998.0"	"967.0"	"89.0"	"5.3"	"1998.0"	"63.0"	"16.0"	"沈125×中128"	"1998.0"	"142.0"	"100"	"61"	"92"	"61.0"	"16"	"4.6"	"63.0"	"18.0"	"66.0"	"98.0"	"132.0"	"72.0"	"1998.0"	"115"	"64.0"	"4.3"	"16.0"	"2568.0"	"900"	"18.0"	"3780.0"	"93.0"	"2054.0"	"--"	"1998.0"	"62.0"	"1998.0"	"66"	"1998.0"	"110.0"	"4.7"	"4.2"
"435"	"70.0"	"平均"	"1134.0"	"93"	"4.9"	"平均"	"64.0"	"16.0"	"沈125×中128"	"平均"	"131"	"97"	"61"	"91"	"63.0"	"15"	"4.7"	"63.0"	"17.0"	"69"	"104.0"	"134"	"75"	"平均"	"114"	"63"	"4.6"	"16"	"3011"	"1100"	"17"	"3085"	"98"	"2083.0"	"70"	"平均"	"60"	"平均"	"67"	"平均"	"113.0"	"4.8"	"4.2"
"436"	"71.0"	"1997.0"	"1455.0"	"96.0"	"4.9"	"1997.0"	"64.0"	"16.0"	"沈125×矮中自05"	"1997.0"	"100.0"	"88"	"65"	"85"	"70.0"	"16"	"5"	"64.0"	"16.0"	"71.0"	"110.0"	"134.0"	"76.0"	"1997.0"	"114"	"60.0"	"4.9"	"16.0"	"2848.0"	"1570"	"18.0"	"2630.0"	"103.0"	"2126.0"	"69"	"1997.0"	"56.0"	"1997.0"	"69"	"1997.0"	"115.0"	"5.3"	"--"
"437"	"79.0"	"1998.0"	"1485.0"	"90.0"	"5.4"	"1998.0"	"67.0"	"15.0"	"沈128×矮中自05"	"1998.0"	"146.0"	"101"	"61"	"87"	"63.0"	"16"	"5"	"64.0"	"16.0"	"67.0"	"102.0"	"137.0"	"73.0"	"1998.0"	"118"	"64.0"	"5"	"16.0"	"3886.0"	"1410"	"16.0"	"3580.0"	"93.0"	"2590.0"	"--"	"1998.0"	"60.0"	"1998.0"	"67"	"1998.0"	"113.0"	"4.9"	"4.8"
"438"	"95.0"	"平均"	"1470.0"	"96"	"5.2"	"平均"	"65.0"	"16.0"	"沈128×矮中自05"	"平均"	"123"	"95"	"63"	"86"	"67.0"	"15"	"5"	"64.0"	"15.0"	"69"	"106.0"	"136"	"75"	"平均"	"116"	"62"	"5"	"15"	"3367"	"1490"	"16"	"3105"	"98"	"2358.0"	"69"	"平均"	"58"	"平均"	"68"	"平均"	"114.0"	"5.1"	"4.8"
"439"	"68.0"	"1997.0"	"973.0"	"100.0"	"4.7"	"1997"	"62.0"	"15.0"	"沈125×MO17"	"1997"	"105"	"90"	"62"	"88"	"68.0"	"14"	"4.7"	"60.0"	"16.0"	"63.0"	"111.0"	"128.0"	"74"	"1997.0"	"115"	"59.0"	"4.3"	"16"	"3548.0"	"1290"	"16.0"	"3070"	"101"	"2220.0"	"68"	"1997"	"54"	"1997"	"67"	"1997.0"	"114.0"	"5"	"--"
"440"	"83.0"	"1998.0"	"1043.0"	"93.0"	"5.2"	"1998.0"	"63.0"	"15.0"	"沈125×MO17"	"1998.0"	"135.0"	"102"	"56"	"95"	"58.0"	"16"	"4.6"	"60.0"	"16.0"	"64.0"	"98.0"	"126.0"	"70.0"	"1998.0"	"115"	"62.0"	"4.3"	"16.0"	"3698.0"	"970"	"18.0"	"3630.0"	"93.0"	"2335.0"	"--"	"1998.0"	"57.0"	"1998.0"	"63"	"1998.0"	"108.0"	"4.7"	"4.1"
"441"	"76.0"	"平均"	"1008.0"	"97"	"5"	"平均"	"63.0"	"15.0"	"沈125×MO17"	"平均"	"120"	"96"	"59"	"92"	"63.0"	"14"	"4.7"	"60.0"	"15.0"	"64"	"99.0"	"127"	"72"	"平均"	"115"	"61"	"4.3"	"15"	"3623"	"1130"	"16"	"3350"	"97"	"2278.0"	"68"	"平均"	"56"	"平均"	"65"	"平均"	"111.0"	"4.9"	"4.1"
"442"	"66.0"	"1997.0"	"1068.0"	"87.0"	"4.5"	"1997.0"	"--"	"16.0"	"82黄6×中128"	"1997.0"	"90.0"	"82"	"57"	"85"	"63.0"	"16"	"4.4"	"60.0"	"16.0"	"69.0"	"109.0"	"135.0"	"75.0"	"1997.0"	"111"	"58.0"	"4.5"	"16.0"	"2152.0"	"1280"	"16.0"	"2130.0"	"92.0"	"1658.0"	"67"	"1997.0"	"55.0"	"1997.0"	"66"	"1997.0"	"112.0"	"4.3"	"--"
"443"	"93.0"	"1998.0"	"500.0"	"87.0"	"5.0"	"1998.0"	"63.0"	"16.0"	"82黄6×中128"	"1998.0"	"116.0"	"97"	"56"	"90"	"58.0"	"16"	"4.5"	"59.0"	"16.0"	"61.0"	"97.0"	"127.0"	"69.0"	"1998.0"	"113"	"60.0"	"4.1"	"16.0"	"2091.0"	"880"	"18.0"	"3040.0"	"90.0"	"1628.0"	"--"	"1998.0"	"57.0"	"1998.0"	"62"	"1998.0"	"107.0"	"4.5"	"4.3"
"444"	"80.0"	"平均"	"784.0"	"87"	"4.8"	"平均"	"63.0"	"16.0"	"82黄6×中128"	"平均"	"103"	"90"	"57"	"85"	"60.0"	"16"	"4.4"	"60.0"	"16.0"	"65"	"103.0"	"131"	"72"	"平均"	"112"	"59"	"4.3"	"16"	"2122"	"1080"	"16"	"2575"	"91"	"1643.0"	"67"	"平均"	"56"	"平均"	"64"	"平均"	"110.0"	"4.4"	"4.3"
"445"	"54.0"	"1997.0"	"745.0"	"71.0"	"4.6"	"1997.0"	"59.0"	"15.0"	"82黄6×矮中自05"	"1997.0"	"85.0"	"72"	"59"	"77"	"64.0"	"14"	"4.5"	"60.0"	"16.0"	"65.0"	"110.0"	"129.0"	"71.0"	"1997.0"	"113"	"59.0"	"4.2"	"16.0"	"2169.0"	"1060"	"16.0"	"1970.0"	"101.0"	"1486.0"	"65"	"1997.0"	"56.0"	"1997.0"	"65"	"1997.0"	"113.0"	"4.7"	"--"
"446"	"71.0"	"1998.0"	"905.0"	"77.0"	"4.9"	"1998.0"	"63.0"	"15.0"	"82黄6×矮中自05"	"1998.0"	"104.0"	"81"	"55"	"73"	"57.0"	"16"	"4.5"	"59.0"	"16.0"	"61.0"	"102.0"	"124.0"	"68.0"	"1998.0"	"110"	"59.0"	"4.6"	"16.0"	"2177.0"	"980"	"16.0"	"3020.0"	"89.0"	"1771.0"	"--"	"1998.0"	"56.0"	"1998.0"	"61"	"1998.0"	"106.0"	"4.3"	"4.3"
"447"	"63.0"	"平均"	"825.0"	"74"	"4.8"	"平均"	"61.0"	"15.0"	"82黄6×矮中自05"	"平均"	"95"	"77"	"57"	"75"	"61.0"	"14"	"4.5"	"60.0"	"15.0"	"63"	"106.0"	"127"	"70"	"平均"	"112"	"59"	"4.4"	"15"	"2173"	"1020"	"16"	"2495"	"95"	"1629.0"	"65"	"平均"	"56"	"平均"	"63"	"平均"	"110.0"	"4.5"	"4.3"
"448"	"62.0"	"1997.0"	"635.0"	"80.0"	"4.1"	"1997.0"	"57.0"	"15.0"	"82黄6×MO17"	"1997.0"	"105.0"	"63"	"58"	"63"	"64.0"	"14"	"4.2"	"57.0"	"16.0"	"58.0"	"110.0"	"121.0"	"65.0"	"1997.0"	"109"	"58.0"	"4"	"14.0"	"2639.0"	"870"	"18.0"	"2080.0"	"91.0"	"1556.0"	"64"	"1997.0"	"53.0"	"1997.0"	"63"	"1997.0"	"108.0"	"4.6"	"--"
"449"	"81.0"	"1998.0"	"652.0"	"88.0"	"4.7"	"1998.0"	"63.0"	"15.0"	"82黄6×MO17"	"1998.0"	"111.0"	"90"	"51"	"78"	"59.0"	"16"	"4.4"	"57.0"	"16.0"	"59.0"	"98.0"	"117.0"	"64.0"	"1998.0"	"107"	"59.0"	"4.3"	"16.0"	"2321.0"	"810"	"18.0"	"2570.0"	"89.0"	"1588.0"	"--"	"1998.0"	"53.0"	"1998.0"	"61"	"1998.0"	"103.0"	"4.4"	"3.9"
"450"	"72.0"	"平均"	"644.0"	"84"	"4.4"	"平均"	"60.0"	"15.0"	"82黄6×MO17"	"平均"	"108"	"77"	"55"	"71"	"62.0"	"14"	"4.3"	"57.0"	"15.0"	"59"	"104.0"	"119"	"65"	"平均"	"108"	"58"	"4.2"	"15"	"2480"	"840"	"17"	"2325"	"90"	"1572.0"	"64"	"平均"	"53"	"平均"	"62"	"平均"	"106.0"	"4.5"	"3.9"
"451"	"78.0"	"1997.0"	"1092.0"	"106.0"	"4.3"	"1997.0"	"--"	"15.0"	"自330×中128"	"1997.0"	"100.0"	"94"	"64"	"92"	"69.0"	"14"	"4.7"	"62.0"	"16.0"	"66.0"	"109.0"	"124.0"	"70.0"	"1997.0"	"115"	"61.0"	"4.8"	"16.0"	"3092.0"	"1120"	"18.0"	"2130.0"	"101.0"	"1859.0"	"66"	"1997.0"	"57.0"	"1997.0"	"67"	"1997.0"	"112.0"	"4.9"	"--"
"452"	"88.0"	"1998.0"	"972.0"	"90.0"	"4.9"	"1998.0"	"64.0"	"15.0"	"自330×中128"	"1998.0"	"136.0"	"103"	"62"	"97"	"62.0"	"14"	"4.7"	"63.0"	"16.0"	"65.0"	"98.0"	"130.0"	"71.0"	"1998.0"	"117"	"64.0"	"4.7"	"16.0"	"3292.0"	"880"	"18.0"	"3530.0"	"93.0"	"2169.0"	"--"	"1998.0"	"62.0"	"1998.0"	"66"	"1998.0"	"110.0"	"4.7"	"4.3"
"453"	"83.0"	"平均"	"1032.0"	"98"	"4.6"	"平均"	"64.0"	"15.0"	"自330×中128"	"平均"	"118"	"99"	"63"	"95"	"66.0"	"13"	"4.7"	"63.0"	"16.0"	"66"	"104.0"	"127"	"71"	"平均"	"116"	"63"	"4.8"	"15"	"3192"	"1000"	"17"	"2830"	"97"	"2014.0"	"66"	"平均"	"60"	"平均"	"67"	"平均"	"111.0"	"4.8"	"4.3"
"454"	"66.0"	"1997.0"	"1213.0"	"103.0"	"4.5"	"1997.0"	"64.0"	"15.0"	"自330×矮中自05"	"1997.0"	"105.0"	"92"	"64"	"93"	"69.0"	"16"	"4.6"	"63.0"	"16.0"	"68.0"	"109.0"	"132.0"	"75.0"	"1997.0"	"114"	"60.0"	"4.6"	"16.0"	"2537.0"	"1440"	"16.0"	"2330.0"	"102.0"	"1880.0"	"69"	"1997.0"	"56.0"	"1997.0"	"68"	"1997.0"	"114.0"	"4.8"	"--"
"455"	"101.0"	"1998.0"	"1450.0"	"112.0"	"5.0"	"1998.0"	"65.0"	"15.0"	"自330×矮中自05"	"1998.0"	"151.0"	"115"	"58"	"97"	"63.0"	"16"	"4.8"	"63.0"	"16.0"	"65.0"	"99.0"	"130.0"	"72.0"	"1998.0"	"116"	"67.0"	"4.8"	"16.0"	"3233.0"	"1430"	"16.0"	"3340.0"	"97.0"	"2363.0"	"--"	"1998.0"	"62.0"	"1998.0"	"67"	"1998.0"	"111.0"	"4.6"	"4.6"
"456"	"84.0"	"平均"	"1332.0"	"108"	"4.8"	"平均"	"65.0"	"15.0"	"自330×矮中自05"	"平均"	"128"	"104"	"61"	"95"	"66.0"	"15"	"4.7"	"63.0"	"16.0"	"67"	"104.0"	"131"	"74"	"平均"	"115"	"63"	"4.7"	"15"	"2885"	"1435"	"15"	"2335"	"100"	"2122.0"	"69"	"平均"	"59"	"平均"	"68"	"平均"	"113.0"	"4.7"	"4.6"
"457"	"--"	"1997"	"--"	"--"	"--"	"1997"	"--"	"13"	"自330×MO17"	"1997"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"1997"	"--"	"--"	"--"	"14"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"1997"	"--"	"1997"	"--"	"1997"	"--"	"--"	"--"
"458"	"85"	"1998"	"--"	"--"	"--"	"1998"	"--"	"14"	"自330×MO17"	"1998"	"--"	"85"	"58"	"--"	"61"	"14"	"4"	"58"	"--"	"--"	"--"	"--"	"--"	"1998"	"115"	"--"	"--"	"--"	"--"	"930"	"--"	"342"	"--"	"636"	"--"	"1998"	"--"	"1998"	"61"	"1998"	"115"	"--"	"4"
"459"	"85.0"	"平均"	"--"	"--"	"--"	"平均"	"--"	"14.0"	"自330×MO17"	"平均"	"--"	"85"	"58"	"--"	"61.0"	"14"	"--"	"58.0"	"--"	"--"	"--"	"--"	"72"	"平均"	"115"	"63"	"--"	"14"	"--"	"930"	"--"	"342"	"--"	"636.0"	"--"	"平均"	"--"	"平均"	"61"	"平均"	"115.0"	"--"	"4.0"
"460"	"81.0"	"1997"	"1042.0"	"99"	"--"	"1997.0"	"67.0"	"14.0"	"G-1237×中128"	"1997.0"	"120.0"	"99"	"63"	"97"	"69.0"	"14"	"4.3"	"63.0"	"14.0"	"65"	"110.0"	"127"	"72.0"	"1997"	"114"	"60"	"4.1"	"14.0"	"3232"	"1100"	"14"	"2890.0"	"98.0"	"2066.0"	"70"	"1997.0"	"56.0"	"1997.0"	"68"	"1997"	"112.0"	"4.6"	"--"
"461"	"94.0"	"1998.0"	"982.0"	"80.0"	"4.8"	"1998.0"	"64.0"	"14.0"	"G-1237×中128"	"1998.0"	"162.0"	"105"	"57"	"82"	"59.0"	"14"	"4.3"	"62.0"	"14.0"	"64.0"	"99.0"	"133.0"	"70.0"	"1998.0"	"114"	"65.0"	"4.1"	"16.0"	"2871.0"	"890"	"14.0"	"3300.0"	"92.0"	"2011.0"	"--"	"1998.0"	"62.0"	"1998.0"	"65"	"1998.0"	"110.0"	"4.3"	"3.8"
"462"	"88.0"	"平均"	"1012.0"	"89"	"4.8"	"平均"	"66.0"	"14.0"	"G-1237×中128"	"平均"	"141"	"102"	"60"	"90"	"64.0"	"14"	"4.3"	"63.0"	"14.0"	"65"	"105.0"	"130"	"--"	"平均"	"114"	"63"	"4.1"	"14"	"3052"	"995"	"14"	"3095"	"96"	"2039.0"	"--"	"平均"	"59"	"平均"	"67"	"平均"	"111.0"	"4.5"	"3.8"
"463"	"73.0"	"1997.0"	"1103.0"	"--"	"4.2"	"1997"	"64.0"	"13.0"	"G-1237×矮中自05"	"1997"	"115"	"96"	"65"	"100"	"70.0"	"13"	"4.4"	"64.0"	"14.0"	"71.0"	"109.0"	"135.0"	"81"	"1997.0"	"112"	"60.0"	"4.4"	"--"	"2295.0"	"1330"	"14.0"	"2390"	"102"	"1780.0"	"70"	"1997"	"55"	"1997"	"70"	"1997.0"	"115.0"	"4.6"	"--"
"464"	"108.0"	"1998.0"	"1292.0"	"104.0"	"4.8"	"1998.0"	"64.0"	"13.0"	"G-1237×矮中自05"	"1998.0"	"137.0"	"110"	"59"	"90"	"63.0"	"14"	"4.4"	"62.0"	"14.0"	"64.0"	"99.0"	"132.0"	"70.0"	"1998.0"	"119"	"67.0"	"4.5"	"14.0"	"3033.0"	"1080"	"14.0"	"3500.0"	"96.0"	"2226.0"	"--"	"1998.0"	"61.0"	"1998.0"	"67"	"1998.0"	"112.0"	"4.4"	"3.9"
"465"	"91.0"	"平均"	"1198.0"	"104"	"4.5"	"平均"	"64.0"	"13.0"	"G-1237×矮中自05"	"平均"	"126"	"103"	"62"	"95"	"67.0"	"13"	"4.4"	"63.0"	"13.0"	"67"	"104.0"	"134"	"76"	"平均"	"116"	"64"	"4.5"	"14"	"2664"	"1205"	"13"	"2945"	"99"	"2003.0"	"70"	"平均"	"58"	"平均"	"68"	"平均"	"114.0"	"4.5"	"3.9"
"466"	"74.0"	"1997.0"	"965.0"	"113.0"	"4.4"	"1997.0"	"--"	"13.0"	"G-1237×MO17"	"1997.0"	"100.0"	"95"	"59"	"92"	"64.0"	"14"	"4.3"	"59.0"	"14.0"	"63.0"	"110.0"	"125.0"	"73.0"	"1997.0"	"112"	"59.0"	"4.1"	"14.0"	"2894.0"	"1070"	"14.0"	"3000.0"	"102.0"	"1982.0"	"68"	"1997.0"	"55.0"	"1997.0"	"66"	"1997.0"	"112.0"	"4.4"	"--"
"467"	"90.0"	"1998.0"	"923.0"	"103.0"	"4.7"	"1998.0"	"64.0"	"13.0"	"G-1237×MO17"	"1998.0"	"129.0"	"106"	"58"	"102"	"61.0"	"14"	"4.1"	"61.0"	"14.0"	"63.0"	"105.0"	"118.0"	"71.0"	"1998.0"	"115"	"64.0"	"3.9"	"14.0"	"3326.0"	"970"	"14.0"	"3420.0"	"93.0"	"2160.0"	"--"	"1998.0"	"59.0"	"1998.0"	"65"	"1998.0"	"108.0"	"4.2"	"3.7"
"468"	"82.0"	"平均"	"944.0"	"108"	"4.6"	"平均"	"64.0"	"13.0"	"G-1237×MO17"	"平均"	"115"	"101"	"59"	"97"	"63.0"	"13"	"4.2"	"60.0"	"13.0"	"63"	"108.0"	"122"	"72"	"平均"	"114"	"62"	"4"	"13"	"3110"	"1020"	"14"	"3210"	"98"	"2071.0"	"68"	"平均"	"57"	"平均"	"66"	"平均"	"110.0"	"4.3"	"3.7"
"469"	"65.0"	"1997.0"	"1081.0"	"96.0"	"4.7"	"1997.0"	"--"	"15.0"	"D黄212×中128"	"1997.0"	"125.0"	"68"	"60"	"85"	"66.0"	"14"	"4.7"	"61.0"	"16.0"	"66.0"	"99.0"	"129.0"	"70.0"	"1997.0"	"112"	"59.0"	"--"	"16.0"	"2730.0"	"1220"	"16.0"	"2040.0"	"90.0"	"1768.0"	"66"	"1997.0"	"58.0"	"1997.0"	"65"	"1997.0"	"108.0"	"4.7"	"--"
"470"	"--"	"1998.0"	"1195.0"	"95.0"	"5.4"	"1998.0"	"66.0"	"16.0"	"D黄212×中128"	"1998.0"	"155.0"	"115"	"--"	"95"	"--"	"--"	"5"	"65.0"	"16.0"	"63.0"	"99.0"	"125.0"	"69.0"	"1998.0"	"--"	"62.0"	"4.8"	"14.0"	"2203.0"	"--"	"18.0"	"3020.0"	"91.0"	"2139.0"	"--"	"1998.0"	"--"	"1998.0"	"66"	"1998.0"	"105.0"	"4.8"	"--"
"471"	"65.0"	"平均"	"1138.0"	"96"	"5.1"	"平均"	"66.0"	"15.0"	"D黄212×中128"	"平均"	"140"	"92"	"60"	"90"	"66.0"	"13"	"4.9"	"63.0"	"16.0"	"65"	"99.0"	"127"	"70"	"平均"	"112"	"60"	"4.8"	"15"	"2467"	"1220"	"16"	"2530"	"91"	"1954.0"	"66"	"平均"	"58"	"平均"	"65"	"平均"	"106.0"	"4.7"	"--"
"472"	"--"	"1997"	"--"	"--"	"--"	"1997.0"	"--"	"--"	"D黄212×矮中自05"	"1997.0"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"1997"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"1997.0"	"--"	"1997.0"	"--"	"1997"	"--"	"--"	"--"
"473"	"--"	"1998.0"	"802.0"	"--"	"--"	"1998.0"	"63.0"	"15.0"	"D黄212×矮中自05"	"1998.0"	"--"	"92"	"--"	"92"	"--"	"--"	"4.6"	"63.0"	"16.0"	"--"	"98.0"	"--"	"--"	"1998.0"	"--"	"61.0"	"4.6"	"--"	"--"	"--"	"--"	"2540.0"	"--"	"1671.0"	"--"	"1998.0"	"--"	"1998.0"	"61"	"1998.0"	"98.0"	"--"	"--"
"474"	"--"	"平均"	"802.0"	"--"	"--"	"平均"	"63.0"	"15.0"	"D黄212×矮中自05"	"平均"	"--"	"92"	"--"	"92"	"--"	"--"	"4.6"	"63.0"	"15.0"	"--"	"98.0"	"--"	"--"	"平均"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"2540"	"--"	"1671.0"	"--"	"平均"	"--"	"平均"	"61"	"平均"	"98.0"	"--"	"--"
"475"	"47.0"	"1997.0"	"--"	"74.0"	"4.5"	"1997"	"59.0"	"14.0"	"D黄212×M017"	"1997"	"85"	"70"	"59"	"72"	"65.0"	"12"	"4.6"	"59.0"	"16.0"	"63.0"	"112.0"	"125.0"	"69"	"1997.0"	"109"	"59.0"	"4.3"	"14"	"3228.0"	"840"	"16.0"	"2490"	"92"	"2186.0"	"65"	"1997"	"55"	"1997"	"65"	"1997.0"	"110.0"	"5"	"--"
"476"	"--"	"1998.0"	"805.0"	"71.0"	"4.9"	"1998.0"	"64.0"	"--"	"D黄212×MO17"	"1998.0"	"109.0"	"89"	"--"	"88"	"--"	"--"	"4.6"	"64.0"	"14.0"	"--"	"--"	"--"	"--"	"1998.0"	"--"	"--"	"4.3"	"--"	"2704.0"	"--"	"--"	"--"	"91.0"	"1755.0"	"--"	"1998.0"	"--"	"1998.0"	"--"	"1998.0"	"91.0"	"4.6"	"--"
"477"	"47.0"	"平均"	"805.0"	"73"	"4.7"	"平均"	"62.0"	"14.0"	"D黄212×MO17"	"平均"	"97"	"80"	"59"	"80"	"65.0"	"12"	"4.6"	"62.0"	"14.0"	"63"	"--"	"--"	"69"	"平均"	"--"	"59"	"4.3"	"14"	"2966"	"840"	"15"	"2490"	"92"	"1971.0"	"65"	"平均"	"55"	"平均"	"65"	"平均"	"101.0"	"4.8"	"--"
"478"	"--"	"1997.0"	"1081.0"	"96.0"	"4.5"	"1997.0"	"--"	"15.0"	"黄早4×中128"	"1997.0"	"115.0"	"100"	"--"	"90"	"--"	"--"	"4.5"	"64.0"	"16.0"	"71.0"	"109.0"	"136.0"	"76.0"	"1997.0"	"--"	"60.0"	"4.3"	"--"	"2713.0"	"--"	"16.0"	"2390.0"	"93.0"	"2061.0"	"66"	"1997.0"	"56.0"	"1997.0"	"67"	"1997.0"	"113.0"	"4.8"	"--"
"479"	"73.0"	"1998.0"	"810.0"	"105.0"	"4.9"	"1998.0"	"64.0"	"15.0"	"黄早4×中128"	"1998.0"	"148.0"	"105"	"56"	"92"	"58.0"	"16"	"4.6"	"62.0"	"16.0"	"64.0"	"--"	"131.0"	"70.0"	"1998.0"	"113"	"65.0"	"4.6"	"16.0"	"2439.0"	"940"	"16.0"	"3170.0"	"93.0"	"1840.0"	"--"	"1998.0"	"63.0"	"1998.0"	"64"	"1998.0"	"112.0"	"4.7"	"4.3"
"480"	"73.0"	"平均"	"946.0"	"101"	"4.7"	"平均"	"64.0"	"15.0"	"黄早4×中128"	"平均"	"132"	"103"	"56"	"91"	"58.0"	"15"	"4.4"	"63.0"	"15.0"	"68"	"109.0"	"134"	"73"	"平均"	"113"	"63"	"4.5"	"15"	"2576"	"940"	"15"	"2780"	"93"	"1951.0"	"66"	"平均"	"60"	"平均"	"66"	"平均"	"113.0"	"4.8"	"4.3"
"481"	"--"	"1997.0"	"1188.0"	"90.0"	"4.7"	"1997.0"	"59.0"	"15.0"	"黄早4×矮中自05"	"1997.0"	"--"	"92"	"--"	"93"	"--"	"--"	"4.6"	"57.0"	"16.0"	"--"	"110.0"	"109.0"	"--"	"1997.0"	"--"	"59.0"	"4.5"	"16.0"	"--"	"--"	"--"	"2440.0"	"97.0"	"1814.0"	"65"	"1997.0"	"55.0"	"1997.0"	"62"	"1997.0"	"105.0"	"--"	"--"
"482"	"94.0"	"1998.0"	"1128.0"	"98.0"	"5.2"	"1998.0"	"65.0"	"15.0"	"黄早4×矮中自05"	"1998.0"	"129.0"	"105"	"48"	"100"	"51.0"	"16"	"4.7"	"59.0"	"16.0"	"65.0"	"99.0"	"132.0"	"69.0"	"1998.0"	"115"	"63.0"	"4.6"	"16.0"	"2959.0"	"1010"	"16.0"	"3120.0"	"90.0"	"2054.0"	"--"	"1998.0"	"59.0"	"1998.0"	"61"	"1998.0"	"109.0"	"4.7"	"4.4"
"483"	"94.0"	"平均"	"1158.0"	"94"	"5"	"平均"	"62.0"	"15.0"	"黄早4×矮中自05"	"平均"	"129"	"99"	"48"	"97"	"51.0"	"15"	"4.7"	"58.0"	"15.0"	"65"	"105.0"	"121"	"69"	"平均"	"115"	"61"	"4.6"	"15"	"2959"	"1010"	"15"	"2780"	"94"	"1934.0"	"65"	"平均"	"57"	"平均"	"62"	"平均"	"107.0"	"4.7"	"4.4"
