"id"	"统一编号"	"品种名称"	"高程"	"东经"	"北纬"	"原产地"	"保存单位"	"单位编号"	"籼粳"	"早中晚"	"水陆"	"粘糯"	"米色"	"米香"	"芒长"	"粒形状"	"粒长度"	"长宽比"	"颖尖色"	"颖壳色"	"颖毛有无"	"护颖长短"	"颖尖弯直"	"株高"	"出穗期"	"糙米率"	"精米率"	"垩白率"	"蛋白质"	"赖氨酸"	"总淀粉"	"直链淀粉"	"支链淀粉"	"糊化温度"	"胶稠度"	"苗瘟"	"白叶枯"	"纹枯病"	"褐稻虱"	"白背飞虱"	"芽期耐寒"	"苗期耐旱"	"耐盐"	"路径"	"稻区"
"498"	"12-00481"	"火懒尺"	"166"	"11550"	"2726"	"乐安县"	"Null"	"1225"	"籼"	"晚"	"水"	"粘"	"红"	"无"	"无"	"椭圆"	"长"	"中"	"秆黄"	"褐"	"有"	"短"	"直"	"118"	"9.01"																			"江西"	"2-3"
"499"	"12-00490"	"丝毛白"	"166"	"11550"	"2726"	"乐安县"	"Null"	"1234"	"籼"	"晚"	"水"	"粘"	"白、红"	"无"	"短(少)"	"细长"	"长"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"124"	"8.23"	"79.1"	"70.8"		"10.06"	"0.344"	"76.41"	"23.8"	"61.1"	"5.7"	"31"		"5"		"9"	"5"				"江西"	"2-3"
"500"	"12-00494"	"乌咀尖"	"166"	"11550"	"2726"	"乐安县"	"Null"	"1238"	"籼"	"晚"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"长"	"中"	"紫褐"	"秆黄"	"有"	"短"	"直"	"139"	"8.23"														"9"	"7"				"江西"	"2-3"
"501"	"12-00496"	"大糯"	"166"	"11550"	"2726"	"乐安县"	"Null"	"1275"	"籼"	"晚"	"水"	"糯"	"白"	"无"	"无"	"椭圆"	"长"	"中"	"紫褐"	"秆黄"	"有"	"短"	"直"	"141"	"8.23"																			"江西"	"2-3"
"502"	"12-00497"	"千色糯"	"166"	"11550"	"2726"	"乐安县"	"Null"	"1277"	"籼"	"晚"	"水"	"糯"	"白"	"无"	"无"	"细长"	"特长"	"中"	"紫褐"	"秆黄"	"有"	"短"	"直"	"140"	"8.11"												"7"		"9"	"5"				"江西"	"2-3"
"503"	"12-00511"	"早籼糯"	"166"	"11550"	"2726"	"乐安县"	"Null"	"1308"	"粳"	"晚"	"水"	"糯"	"白"	"无"	"无、短"	"椭圆"	"中"	"宽"	"紫褐"	"赤褐"	"有"	"短"	"直"	"114"	"8.29"	"80.1"	"71.3"		"9.52"	"0.318"	"76.65"	"0.9"	"84.3"	"6"	"100"		"7"		"9"	"5"				"江西"	"2-3"
"504"	"12-00519"	"白谷(乌谷白)"	"90"	"11613"	"2733"	"宜黄县"	"Null"	"1223"	"籼"	"晚"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"长"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"131"	"8.27"	"81.45"	"74.18"		"9.4"	"0.34"	"74.66"	"12.5"	"70.5"	"6"	"70"		"7"		"7"	"1"				"江西"	"2-3"
"505"	"12-00527"	"麻壳红"	"71"	"11638"	"2733"	"南城县"	"Null"	"B0992"	"籼"	"晚"	"水"	"粘"	"红"	"无"	"无"	"细长"	"长"	"中"	"秆黄"	"褐"	"有"	"短"	"直"	"160"	"9.03"	"77.8"	"70.1"		"11.49"	"0.401"	"74.17"	"22.9"	"59.5"	"6"	"30"		"5"		"9"	"5"				"江西"	"2-3"
"506"	"12-00532"	"黎禾糯"	"71"	"11638"	"2733"	"南城县"	"Null"	"B0984"	"籼"	"晚"	"水"	"糯"	"白"	"无"	"无"	"细长"	"长"	"窄"	"紫褐"	"秆黄"	"有"	"短"	"直"	"155"	"8.11"																			"江西"	"2-3"
"507"	"12-00537"	"懒担粪"	"198"	"11703"	"2742"	"资溪县"	"Null"	"687"	"籼"	"晚"	"水"	"粘"	"红"	"无"	"短、中"	"椭圆"	"长"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"139"	"8.13"	"76.6"	"71.2"		"8.32"	"0.303"	"77.92"	"22.8"	"63.8"	"4.9"	"40"	"3"	"9"			"9"				"江西"	"2-3"
"508"	"12-00549"	"干糯"	"39"	"11617"	"2756"	"临川县"	"Null"	"707"	"籼"	"晚"	"水"	"糯"	"白"	"无"	"无"	"细长"	"长"	"中"	"紫褐"	"秆黄"	"有"	"短"	"直"	"138"	"8.11"	"74.7"	"70"		"8"	"0.293"	"78.2"	"23"	"63.9"	"5"	"53"									"江西"	"2-3"
"509"	"12-00556"	"棉花糯"	"39"	"11617"	"2756"	"临川县"	"Null"	"1033"	"粳"	"晚"	"水"	"糯"	"白"	"无"	"无"	"椭圆"	"中"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"126"	"8.25"												"7"			"9"	"3"		"7"	"江西"	"2-3"
"510"	"12-00566"	"红壳晚糯"	"39"	"11617"	"2756"	"临川县"	"Null"	"1045"	"粳"	"晚"	"水"	"糯"	"白"	"无"	"短"	"椭圆"	"长"	"中"	"紫褐"	"赤褐"	"有"	"短"	"直"	"130"	"9.02"	"77.3"	"69.3"		"8.63"	"0.299"	"77.36"	"0.8"	"85.2"	"6.5"	"86"									"江西"	"2-3"
"511"	"12-00567"	"韭菜糯"	"39"	"11617"	"2756"	"临川县"	"Null"	"1046"	"粳"	"晚"	"水"	"粘"	"红"	"无"	"无"	"椭圆"	"长"	"中"	"紫褐"	"秆黄"	"有"	"短"	"直"	"124"	"9.06"																			"江西"	"2-3"
"512"	"12-00577"	"八月白"	"102"	"11646"	"2755"	"金溪县"	"Null"	"1244"	"籼"	"晚"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"长"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"139"	"8.2"	"78.3"	"69"		"11.39"	"0.369"	"75.23"	"25.9"	"62.1"		"28"						"5"	"1"		"江西"	"2-3"
"513"	"12-00580"	"乌壳红"	"102"	"11646"	"2755"	"金溪县"	"Null"	"175"	"籼"	"晚"	"水"	"粘"	"红、白"	"无"	"无"	"椭圆"	"长"	"中"	"秆黄"	"褐"	"有"	"短"	"直"	"133"	"9.04"	"76.9"	"68.4"					"26.4"		"5"	"64"	"5"	"7"							"江西"	"2-3"
"514"	"12-00589"	"金溪白"	"45"	"11631"	"2816"	"东乡县"	"Null"	"695"	"籼"	"晚"	"水"	"粘"	"白、红"	"无"	"无、中"	"细长"	"长"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"129"	"8.2"	"76.3"	"68.5"		"10.36"			"25.8"			"27"						"7"	"1"		"江西"	"2-3"
"515"	"12-00606"	"高秆糯"	"129"	"11620"	"2651"	"广昌县"	"Null"	"B0895"	"粳"	"晚"	"水"	"糯"	"白"	"无"	"中"	"椭圆"	"长"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"139"	"8.2"	"80.1"	"71.8"		"9.49"	"0.32"	"76.96"	"1.1"	"84.4"	"6"	"100"		"7"		"9"	"9"				"江西"	"2-3"
"516"	"12-00612"	"赤壳仔"	"129"	"11620"	"2651"	"广昌县"	"Null"	"B0914"	"粳"	"晚"	"水"	"糯"	"白"	"无"	"短、中"	"椭圆"	"中"	"宽"	"紫褐"	"赤褐"	"有"	"短"	"直"	"146"	"9.05"					"0.305"	"77.5"		"85.3"								"3"	"3"		"江西"	"2-3"
"517"	"12-00645"	"油粘子"	"51"	"11713"	"2818"	"贵溪县"	"Null"	"361"	"籼"	"早"	"水"	"粘"	"白"	"无"	"无"	"细长"	"特长"	"窄"	"秆黄"	"秆黄"	"有"	"短"	"直"	"118"	"7.01"	"79.3"	"71.6"		"6.58"	"0.234"	"78.45"	"25.6"	"61.6"	"4"	"58"									"江西"	"2-3"
"518"	"12-00663"	"白米官粘"	"51"	"11713"	"2818"	"贵溪县"	"Null"	"1117"	"籼"	"晚"	"水"	"粘"	"白"	"无"	"短、中"	"细长"	"长"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"127"	"8.3"	"77.9"	"70.5"		"10.7"	"0.396"	"76.86"	"24.2"	"61.2"	"5.9"	"52"									"江西"	"2-3"
"519"	"12-00666"	"万年贡谷"	"51"	"11713"	"2818"	"贵溪县"	"Null"	"932"	"籼"	"晚"	"水"	"粘"	"白"	"无"	"无、中"	"椭圆"	"长"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"130"	"8.3"	"76.3"	"76.3"		"8.37"	"0.304"	"77.47"	"26.4"	"59.7"	"5.4"	"40"									"江西"	"2-3"
"520"	"12-00669"	"金包红"	"51"	"11713"	"2818"	"贵溪县"	"Null"	"968"	"籼"	"晚"	"水"	"粘"	"白"	"无"	"短、中"	"椭圆"	"长"	"中"	"秆黄"	"褐"	"有"	"短"	"直"	"133"	"9.02"												"7"			"9"	"5"		"9"	"江西"	"2-3"
"521"	"12-00691"	"洋新糯"	"51"	"11713"	"2818"	"贵溪县"	"Null"	"921"	"粳"	"晚"	"水"	"糯"	"白"	"Null"	"短(少)"	"椭圆"	"长"	"Null"	"紫褐"	"银灰褐"	"Null"	"Null"	"Null"	"132"	"9.06"	"80.4"	"70"		"9.71"			"2.3"			"65"						"3"	"3"		"江西"	"2-3"
"522"	"12-00716"	"红金米"	"118"	"11755"	"2826"	"上饶县"	"Null"	"376"	"籼"	"早"	"水"	"粘"	"红"	"无"	"短"	"椭圆"	"长"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"120"	"7.12"	"78"	"70.6"				"75.26"	"24"	"59.6"	"4"	"30"									"江西"	"2-3"
"523"	"12-00760"	"郑坑糯"	"118"	"11755"	"2826"	"上饶县"	"Null"	"1283"	"籼"	"晚"	"水"	"糯"	"白"	"无"	"无"	"细长"	"特长"	"中"	"紫褐"	"秆黄"	"有"	"短"	"直"	"137"	"9.18"	"75.1"	"67.2"		"10.61"	"0.36"	"76.17"	"1.3"	"83.3"	"6.7"	"100"				"9"	"3"				"江西"	"2-3"
"524"	"12-00762"	"铁子糯"	"118"	"11755"	"2826"	"上饶县"	"Null"	"868"	"籼"	"晚"	"水"	"糯"	"白"	"无"	"无、中"	"细长"	"长"	"中"	"紫褐"	"秆黄"	"有"	"短"	"直"	"139"	"8.18"																			"江西"	"2-3"
"525"	"12-00764"	"德兴糯"	"118"	"11755"	"2826"	"上饶县"	"Null"	"876"	"籼"	"晚"	"水"	"糯"	"白"	"无"	"无"	"细长"	"长"	"中"	"紫褐"	"秆黄"	"有"	"短"	"直"	"131"	"8.15"	"73.8"	"66.4"				"79.56"	"0.9"	"87.5"	"6"	"81"									"江西"	"2-3"
"526"	"12-00776"	"重阳糯"	"118"	"11755"	"2826"	"上饶县"	"Null"	"896"	"粳"	"晚"	"水"	"糯"	"白"	"无"	"无"	"椭圆"	"中"	"宽"	"紫褐"	"秆黄"	"有"	"短"	"直"	"115"	"8.2"												"9"			"9"	"3"		"9"	"江西"	"2-3"
"527"	"12-00785"	"矮子糯"	"50"	"11726"	"2824"	"弋阳县"	"Null"	"682"	"籼"	"早"	"水"	"糯"	"白"	"无"	"无"	"细长"	"特长"	"窄"	"秆黄"	"秆黄"	"有"	"短"	"直"	"98"	"7.26"																			"江西"	"2-3"
"528"	"12-00814"	"窄叶糯"	"22"	"11641"	"2841"	"余干县"	"Null"	"232"	"籼"	"早"	"水"	"糯"	"白"	"无"	"无"	"椭圆"	"中"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"97"	"6.3"	"73.8"	"69"					"1.3"		"4.4"	"85"									"江西"	"2-3"
"529"	"12-00816"	"大寨糯"	"22"	"11641"	"2841"	"余干县"	"Null"	"379"	"籼"	"早"	"水"	"糯"	"白"	"无"	"无"	"椭圆"	"中"	"中"	"秆黄"	"褐"	"有"	"短"	"直"	"96"	"7.08"	"76.5"	"68.9"		"8.94"	"0.315"	"77.25"	"1.1"	"84.8"	"5.8"	"74"				"5"	"9"				"江西"	"2-3"
"530"	"12-00817"	"矮糯"	"22"	"11641"	"2841"	"余干县"	"Null"	"381"	"籼"	"早"	"水"	"糯"	"白"	"无"	"无"	"椭圆"	"中"	"中"	"秆黄"	"褐"	"有"	"短"	"直"	"93"	"7.08"	"74.1"	"70"					"1.1"		"6"	"78"		"7"			"9"				"江西"	"2-3"
"531"	"12-00818"	"台湾糯"	"22"	"11641"	"2841"	"余干县"	"Null"	"409"	"籼"	"早"	"水"	"糯"	"白"	"无"	"无"	"细长"	"特长"	"窄"	"秆黄"	"秆黄"	"有"	"短"	"直"	"95"	"7.15"	"76.6"	"72.2"					"0.9"		"6"	"82"				"9"	"9"				"江西"	"2-3"
"532"	"12-00831"	"白壳糯"	"22"	"11641"	"2841"	"余干县"	"Null"	"242"	"粳"	"早"	"水"	"糯"	"白"	"无"	"无"	"椭圆"	"中"	"宽"	"秆黄"	"秆黄"	"有"	"短"	"直"	"114"	"6.3"	"76.2"	"69"		"8.86"	"0.315"	"73.92"	"1"	"81.1"	"6"	"74"									"江西"	"2-3"
"533"	"12-00835"	"长身糯"	"22"	"11641"	"2841"	"余干县"	"Null"	"935"	"粳"	"晚"	"水"	"糯"	"白"	"无"	"无"	"细长"	"特长"	"窄"	"紫褐"	"秆黄"	"有"	"短"	"直"	"110"	"8.3"												"5"			"3"	"5"		"9"	"江西"	"2-3"
"534"	"12-00840"	"猪血糯"	"22"	"11641"	"2841"	"余干县"	"Null"	"1006"	"粳"	"晚"	"水"	"糯"	"白"	"无"	"无、短"	"椭圆"	"长"	"中"	"紫褐"	"赤褐"	"有"	"短"	"直"	"136"	"9.07"												"7"			"9"	"3"		"9"	"江西"	"2-3"
"535"	"12-00854"	"一季晚红"	"49"	"11704"	"2842"	"万年县"	"Null"	"190"	"籼"	"晚"	"水"	"粘"	"红"	"无"	"无、中"	"椭圆"	"长"	"中"	"褐斑"	"秆黄"	"有"	"短"	"直"	"135"	"8.26"	"75.8"	"68.6"					"24.7"		"5"	"69"		"5"		"3"	"9"				"江西"	"2-3"
"536"	"12-00871"	"冷水白"	"87"	"11814"	"2840"	"玉山县"	"Null"	"B.0839"	"籼"	"早"	"水"	"糯"	"红"	"无"	"无"	"椭圆"	"长"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"121"	"7.14"																			"江西"	"2-3"
"537"	"12-00872"	"瘦田糯"	"87"	"11814"	"2840"	"玉山县"	"Null"	"1284"	"籼"	"晚"	"水"	"糯"	"白"	"无"	"无"	"细长"	"长"	"中"	"紫褐"	"秆黄"	"有"	"短"	"直"	"142"	"8.14"																			"江西"	"2-3"
"538"	"12-00874"	"南岛"	"87"	"11814"	"2840"	"玉山县"	"Null"	"622"	"籼"	"早"	"水"	"糯"	"白"	"Null"	"无"	"椭圆"	"长"	"Null"	"秆黄"	"秆黄"	"Null"	"Null"	"Null"	"118"	"6.3"	"78.6"	"75.4"		"6.36"	"0.228"	"80.73"	"24.2"	"65.5"	"5"	"30"				"9"	"9"				"江西"	"2-3"
"539"	"12-00954"	"草鞋糯"	"90"	"11752"	"2916"	"婺源县"	"Null"	"B0880"	"粳"	"早"	"水"	"糯"	"白"	"无"	"无、短"	"椭圆"	"中"	"宽"	"秆黄"	"秆黄"	"有"	"短"	"直"	"135"	"7.18"														"9"	"7"				"江西"	"2-3"
"540"	"12-00958"	"江选300粒"	"90"	"11752"	"2916"	"婺源县"	"Null"	"1067"	"粳"	"晚"	"水"	"糯"	"白"	"无"	"无、短"	"椭圆"	"中"	"宽"	"秆黄"	"秆黄"	"有"	"短"	"直"	"132"	"8.27"												"9"			"9"	"5"		"9"	"江西"	"2-3"
"541"	"12-00965"	"红壳糯"	"90"	"11752"	"2916"	"婺源县"	"Null"	"1318"	"粳"	"晚"	"水"	"糯"	"白"	"无"	"短、中"	"椭圆"	"长"	"中"	"紫褐"	"褐"	"有"	"短"	"直"	"117"	"9.17"														"9"	"7"				"江西"	"2-3"
"542"	"12-00986"	"麻壳红"	"50"	"11742"	"2819"	"铅山县"	"Null"	"83"	"籼"	"中"	"水"	"粘"	"红"	"无"	"无、短"	"椭圆"	"长"	"中"	"秆黄"	"褐"	"有"	"短"	"直"	"123"	"7.2"	"77.2"	"69.2"		"8.36"	"0.312"	"75.17"	"25"	"58.5"	"4"	"33"				"9"	"9"				"江西"	"2-3"
"543"	"12-00990"	"柳须红"	"50"	"11742"	"2819"	"铅山县"	"Null"	"824"	"籼"	"晚"	"水"	"粘"	"红"	"无"	"短、中"	"椭圆"	"长"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"134"	"8.25"														"3"	"9"				"江西"	"2-3"
"544"	"12-00998"	"三百个"	"50"	"11742"	"2819"	"铅山县"	"Null"	"204"	"籼"	"晚"	"水"	"糯"	"白"	"无"	"无"	"椭圆"	"长"	"中"	"秆黄"	"褐"	"有"	"短"	"直"	"116"	"8.22"	"75.8"	"69.1"					"0.7"		"6"	"80"		"3"		"5"	"5"				"江西"	"2-3"
"545"	"12-01030"	"长江糯"	"93"	"11351"	"2739"	"萍乡市"	"Null"	"395"	"籼"	"早"	"水"	"糯"	"白"	"无"	"无"	"细长"	"特长"	"窄"	"秆黄"	"秆黄"	"有"	"短"	"直"	"92"	"7.15"	"73.4"	"68.4"					"0.9"		"6"	"82"					"9"				"江西"	"2-3"
"546"	"12-01040"	"茶陵糯"	"93"	"11351"	"2739"	"萍乡市"	"Null"	"861"	"籼"	"晚"	"水"	"糯"	"白"	"无"	"无"	"椭圆"	"长"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"143"	"8.15"	"75.7"	"68.5"		"7.81"	"0.283"	"79.21"	"17"	"71"	"5.7"	"51"									"江西"	"2-3"
"547"	"12-01048"	"麻粘(二)"	"71"	"11423"	"2748"	"宜春市"	"Null"	"B0963"	"籼"	"晚"	"水"	"粘"	"白、红"	"无"	"无"	"细长"	"长"	"中"	"秆黄"	"褐"	"有"	"短"	"直"	"159"	"9.06"	"77"	"69.6"		"8.23"	"0.28"	"79.22"	"21.3"	"66.7"	"6"	"73"				"9"	"9"				"江西"	"2-3"
"548"	"12-01084"	"黑节糯"	"50"	"11521"	"2852"	"靖安县"	"Null"	"B0853"	"粳"	"中"	"水"	"糯"	"白"	"无"	"无"	"椭圆"	"中"	"中"	"紫褐"	"秆黄"	"有"	"短"	"直"	"133"	"7.3"	"80.3"	"72"		"11.03"			"2"			"28"						"3"	"5"		"江西"	"2-3"
"549"	"12-01120"	"露水白"	"85"	"11426"	"2806"	"万载县"	"Null"	"720"	"籼"	"晚"	"水"	"粘"	"白、红"	"无"	"中(少)"	"细长"	"长"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"126"	"8.18"														"5"	"5"				"江西"	"2-3"
"550"	"12-01131"	"条糯"	"27"	"11547"	"2812"	"丰城县"	"Null"	"B.0927"	"籼"	"早"	"水"	"糯"	"白"	"无"	"无"	"细长"	"特长"	"窄"	"紫褐"	"秆黄"	"有"	"短"	"直"	"149"	"8.05"														"5"	"9"				"江西"	"2-3"
"551"	"12-00776"	"重阳糯"	"118"	"11755"	"2826"	"上饶县"	"Null"	"896"	"粳"	"晚"	"水"	"糯"	"白"	"无"	"无"	"椭圆"	"中"	"宽"	"紫褐"	"秆黄"	"有"	"短"	"直"	"115"	"8.2"												"9"			"9"	"3"		"9"	"江西"	"2-3"
"552"	"12-00785"	"矮子糯"	"50"	"11726"	"2824"	"弋阳县"	"Null"	"682"	"籼"	"早"	"水"	"糯"	"白"	"无"	"无"	"细长"	"特长"	"窄"	"秆黄"	"秆黄"	"有"	"短"	"直"	"98"	"7.26"																			"江西"	"2-3"
"553"	"12-00814"	"窄叶糯"	"22"	"11641"	"2841"	"余干县"	"Null"	"232"	"籼"	"早"	"水"	"糯"	"白"	"无"	"无"	"椭圆"	"中"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"97"	"6.3"	"73.8"	"69"					"1.3"		"4.4"	"85"									"江西"	"2-3"
"554"	"12-00816"	"大寨糯"	"22"	"11641"	"2841"	"余干县"	"Null"	"379"	"籼"	"早"	"水"	"糯"	"白"	"无"	"无"	"椭圆"	"中"	"中"	"秆黄"	"褐"	"有"	"短"	"直"	"96"	"7.08"	"76.5"	"68.9"		"8.94"	"0.315"	"77.25"	"1.1"	"84.8"	"5.8"	"74"				"5"	"9"				"江西"	"2-3"
"555"	"12-00817"	"矮糯"	"22"	"11641"	"2841"	"余干县"	"Null"	"381"	"籼"	"早"	"水"	"糯"	"白"	"无"	"无"	"椭圆"	"中"	"中"	"秆黄"	"褐"	"有"	"短"	"直"	"93"	"7.08"	"74.1"	"70"					"1.1"		"6"	"78"		"7"			"9"				"江西"	"2-3"
"556"	"12-00818"	"台湾糯"	"22"	"11641"	"2841"	"余干县"	"Null"	"409"	"籼"	"早"	"水"	"糯"	"白"	"无"	"无"	"细长"	"特长"	"窄"	"秆黄"	"秆黄"	"有"	"短"	"直"	"95"	"7.15"	"76.6"	"72.2"					"0.9"		"6"	"82"				"9"	"9"				"江西"	"2-3"
"557"	"12-00831"	"白壳糯"	"22"	"11641"	"2841"	"余干县"	"Null"	"242"	"粳"	"早"	"水"	"糯"	"白"	"无"	"无"	"椭圆"	"中"	"宽"	"秆黄"	"秆黄"	"有"	"短"	"直"	"114"	"6.3"	"76.2"	"69"		"8.86"	"0.315"	"73.92"	"1"	"81.1"	"6"	"74"									"江西"	"2-3"
"558"	"12-00835"	"长身糯"	"22"	"11641"	"2841"	"余干县"	"Null"	"935"	"粳"	"晚"	"水"	"糯"	"白"	"无"	"无"	"细长"	"特长"	"窄"	"紫褐"	"秆黄"	"有"	"短"	"直"	"110"	"8.3"												"5"			"3"	"5"		"9"	"江西"	"2-3"
"559"	"12-00840"	"猪血糯"	"22"	"11641"	"2841"	"余干县"	"Null"	"1006"	"粳"	"晚"	"水"	"糯"	"白"	"无"	"无、短"	"椭圆"	"长"	"中"	"紫褐"	"赤褐"	"有"	"短"	"直"	"136"	"9.07"												"7"			"9"	"3"		"9"	"江西"	"2-3"
"560"	"12-00854"	"一季晚红"	"49"	"11704"	"2842"	"万年县"	"Null"	"190"	"籼"	"晚"	"水"	"粘"	"红"	"无"	"无、中"	"椭圆"	"长"	"中"	"褐斑"	"秆黄"	"有"	"短"	"直"	"135"	"8.26"	"75.8"	"68.6"					"24.7"		"5"	"69"		"5"		"3"	"9"				"江西"	"2-3"
"561"	"12-00871"	"冷水白"	"87"	"11814"	"2840"	"玉山县"	"Null"	"B.0839"	"籼"	"早"	"水"	"糯"	"红"	"无"	"无"	"椭圆"	"长"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"121"	"7.14"																			"江西"	"2-3"
"562"	"12-00872"	"瘦田糯"	"87"	"11814"	"2840"	"玉山县"	"Null"	"1284"	"籼"	"晚"	"水"	"糯"	"白"	"无"	"无"	"细长"	"长"	"中"	"紫褐"	"秆黄"	"有"	"短"	"直"	"142"	"8.14"																			"江西"	"2-3"
"563"	"12-00874"	"南岛"	"87"	"11814"	"2840"	"玉山县"	"Null"	"622"	"籼"	"早"	"水"	"糯"	"白"	"Null"	"无"	"椭圆"	"长"	"Null"	"秆黄"	"秆黄"	"Null"	"Null"	"Null"	"118"	"6.3"	"78.6"	"75.4"		"6.36"	"0.228"	"80.73"	"24.2"	"65.5"	"5"	"30"				"9"	"9"				"江西"	"2-3"
"564"	"12-00954"	"草鞋糯"	"90"	"11752"	"2916"	"婺源县"	"Null"	"B0880"	"粳"	"早"	"水"	"糯"	"白"	"无"	"无、短"	"椭圆"	"中"	"宽"	"秆黄"	"秆黄"	"有"	"短"	"直"	"135"	"7.18"														"9"	"7"				"江西"	"2-3"
"565"	"12-00958"	"江选300粒"	"90"	"11752"	"2916"	"婺源县"	"Null"	"1067"	"粳"	"晚"	"水"	"糯"	"白"	"无"	"无、短"	"椭圆"	"中"	"宽"	"秆黄"	"秆黄"	"有"	"短"	"直"	"132"	"8.27"												"9"			"9"	"5"		"9"	"江西"	"2-3"
"566"	"12-00965"	"红壳糯"	"90"	"11752"	"2916"	"婺源县"	"Null"	"1318"	"粳"	"晚"	"水"	"糯"	"白"	"无"	"短、中"	"椭圆"	"长"	"中"	"紫褐"	"褐"	"有"	"短"	"直"	"117"	"9.17"														"9"	"7"				"江西"	"2-3"
"567"	"12-00986"	"麻壳红"	"50"	"11742"	"2819"	"铅山县"	"Null"	"83"	"籼"	"中"	"水"	"粘"	"红"	"无"	"无、短"	"椭圆"	"长"	"中"	"秆黄"	"褐"	"有"	"短"	"直"	"123"	"7.2"	"77.2"	"69.2"		"8.36"	"0.312"	"75.17"	"25"	"58.5"	"4"	"33"				"9"	"9"				"江西"	"2-3"
"568"	"12-00990"	"柳须红"	"50"	"11742"	"2819"	"铅山县"	"Null"	"824"	"籼"	"晚"	"水"	"粘"	"红"	"无"	"短、中"	"椭圆"	"长"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"134"	"8.25"														"3"	"9"				"江西"	"2-3"
"569"	"12-00998"	"三百个"	"50"	"11742"	"2819"	"铅山县"	"Null"	"204"	"籼"	"晚"	"水"	"糯"	"白"	"无"	"无"	"椭圆"	"长"	"中"	"秆黄"	"褐"	"有"	"短"	"直"	"116"	"8.22"	"75.8"	"69.1"					"0.7"		"6"	"80"		"3"		"5"	"5"				"江西"	"2-3"
"570"	"12-01030"	"长江糯"	"93"	"11351"	"2739"	"萍乡市"	"Null"	"395"	"籼"	"早"	"水"	"糯"	"白"	"无"	"无"	"细长"	"特长"	"窄"	"秆黄"	"秆黄"	"有"	"短"	"直"	"92"	"7.15"	"73.4"	"68.4"					"0.9"		"6"	"82"					"9"				"江西"	"2-3"
"571"	"12-01040"	"茶陵糯"	"93"	"11351"	"2739"	"萍乡市"	"Null"	"861"	"籼"	"晚"	"水"	"糯"	"白"	"无"	"无"	"椭圆"	"长"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"143"	"8.15"	"75.7"	"68.5"		"7.81"	"0.283"	"79.21"	"17"	"71"	"5.7"	"51"									"江西"	"2-3"
"572"	"12-01048"	"麻粘(二)"	"71"	"11423"	"2748"	"宜春市"	"Null"	"B0963"	"籼"	"晚"	"水"	"粘"	"白、红"	"无"	"无"	"细长"	"长"	"中"	"秆黄"	"褐"	"有"	"短"	"直"	"159"	"9.06"	"77"	"69.6"		"8.23"	"0.28"	"79.22"	"21.3"	"66.7"	"6"	"73"				"9"	"9"				"江西"	"2-3"
"573"	"12-01084"	"黑节糯"	"50"	"11521"	"2852"	"靖安县"	"Null"	"B0853"	"粳"	"中"	"水"	"糯"	"白"	"无"	"无"	"椭圆"	"中"	"中"	"紫褐"	"秆黄"	"有"	"短"	"直"	"133"	"7.3"	"80.3"	"72"		"11.03"			"2"			"28"						"3"	"5"		"江西"	"2-3"
"574"	"12-01120"	"露水白"	"85"	"11426"	"2806"	"万载县"	"Null"	"720"	"籼"	"晚"	"水"	"粘"	"白、红"	"无"	"中(少)"	"细长"	"长"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"126"	"8.18"														"5"	"5"				"江西"	"2-3"
"575"	"12-01131"	"条糯"	"27"	"11547"	"2812"	"丰城县"	"Null"	"B.0927"	"籼"	"早"	"水"	"糯"	"白"	"无"	"无"	"细长"	"特长"	"窄"	"紫褐"	"秆黄"	"有"	"短"	"直"	"149"	"8.05"														"5"	"9"				"江西"	"2-3"
"576"	"12-02204"	"乌谷子"	"27"	"11556"	"2832"	"江西"	"Null"	"C1407"	"籼"	"早"	"水"	"粘"	"白"	"无"	"短(少)"	"细长"	"特长"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"73"	"6.22"														"9"	"9"				"江西"	"2-3"
