"id"	"蛋氨酸"	"科名"	"保存编号"	"品种名称"	"谷氨酸"	"选育单位"	"播种期"	"缬氨酸"	"结荚习性"	"精氨酸"	"苏氨酸"	"丙氨酸"	"单株产量"	"总和"	"苗期耐盐"	"天冬氨酸"	"异亮氨酸"	"锈病普遍率"	"省"	"直链淀粉"	"脂肪"	"组氨酸"	"芽期抗寒"	"分枝数"	"区"	"全生育日数"	"叶斑病级"	"总淀粉"	"东经"	"色氨酸"	"百粒重"	"属名"	"统一编号"	"芽期抗旱"	"学名"	"粒形"	"苯丙氨酸"	"熟期抗旱"	"支链淀粉"	"花色"	"成熟期"	"蛋白质"	"北纬"	"亮氨酸"	"库编号"	"锈病抗性"	"生长习性"	"保存单位"	"原产地"	"备注"	"蚜害指数"	"甘氨酸"	"单荚粒数"	"蚜害病评价"	"胱氨酸"	"样品类型"	"芽期耐盐"	"单株荚数"	"粒色"	"锈病严重度"	"育成年份"	"酩氨酸"	"脯氨酸"	"叶斑病指数"	"荚长"	"赖氨酸"	"丝氨酸"	"译名"	"蚜害病级别"	"花期抗寒"	"高程"	"荚色"	"蚜害比值"	"种子来源"	"株高"	"叶斑病评价"	"锈病指数"	"主茎节数"	"酪氨酸"	"抗旱级别"	"爆裂率"	"谷锈严重度"	"粗蛋白"	"单位编号"	"白发病病率"	"VE"	"米色"	"VB2"	"白发病抗性"	"线虫病指"	"脂肪酸183"	"抽穗日数"	"一株茎数"	"粟芒蝇评价"	"主茎长度"	"粗脂肪"	"抗旱性"	"主茎直径"	"硒"	"蝇被害株率"	"蝇抗性级别"	"单株粒重"	"脂肪酸160"	"粳糯性"
"32"	"--"	"Leguminosae(豆科)"	"141"	"红小豆"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"23.1"	"--"	"3"	"--"	"--"	"--"	"河北"	"9.48"	"0.30"	"--"	"--"	"6.4"	"华北"	"110"	"--"	"54.40"	"11450"	"--"	"6.8"	"Vigna(豇豆属)"	"B0000103"	"--"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"--"	"44.92"	"黄"	"10.08"	"22.82"	"3802"	"--"	"I2F01419"	"--"	"蔓生"	"河北省农科院"	"藁城县"	"--"	"--"	"--"	"9.1"	"--"	"--"	"地方"	"5"	"49.2"	"红"	"--"	"--"	"--"	"--"	"--"	"8.3"	"--"	"--"	"HONG XIAO DOU"	"--"	"--"	"53"	"黄白"	"--"	"--"	"136.0"	"--"	"--"																											
"33"	"--"	"Leguminosae(豆科)"	"191"	"红小豆"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"38.2"	"--"	"3"	"--"	"--"	"--"	"河北"	"9.18"	"0.19"	"--"	"--"	"5.2"	"华北"	"113"	"--"	"53.17"	"11450"	"--"	"13.7"	"Vigna(豇豆属)"	"B0000104"	"--"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"--"	"43.99"	"黄"	"10.11"	"23.80"	"3802"	"--"	"I2F01420"	"--"	"蔓生"	"河北省农科院"	"藁城县"	"--"	"--"	"--"	"9.8"	"--"	"--"	"地方"	"4"	"41.0"	"红"	"--"	"--"	"--"	"--"	"--"	"9.7"	"--"	"--"	"HONG XIAO DOU"	"--"	"--"	"53"	"黄白"	"--"	"--"	"126.3"	"--"	"--"																											
"34"	"--"	"Leguminosae(豆科)"	"064"	"红小豆"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"46.8"	"--"	"3"	"--"	"--"	"100"	"河北"	"9.86"	"0.35"	"--"	"--"	"5.9"	"华北"	"106"	"5"	"54.17"	"11441"	"--"	"12.6"	"Vigna(豇豆属)"	"B0000105"	"4"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"4"	"44.31"	"黄"	"10.04"	"23.62"	"3821"	"--"	"I2F01421"	"HS"	"蔓生"	"河北省农科院"	"新乐县"	"--"	"45.0"	"--"	"9.5"	"S"	"--"	"地方"	"3"	"61.0"	"红"	"100"	"--"	"--"	"--"	"51.1"	"8.7"	"--"	"--"	"HONG XIAO DOU"	"7"	"--"	"75"	"黄白"	"0.54"	"--"	"119.8"	"MS"	"100"																											
"35"	"--"	"Leguminosae(豆科)"	"166"	"红小豆"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"39.4"	"--"	"2"	"--"	"--"	"--"	"河北"	"10.16"	"0.26"	"--"	"--"	"4.5"	"华北"	"106"	"--"	"54.33"	"11512"	"--"	"14.2"	"Vigna(豇豆属)"	"B0000106"	"--"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"--"	"44.17"	"黄"	"10.04"	"23.40"	"3812"	"--"	"I2F01422"	"--"	"蔓生"	"河北省农科院"	"深泽县"	"--"	"--"	"--"	"9.3"	"--"	"--"	"地方"	"4"	"50.3"	"红"	"--"	"--"	"--"	"--"	"--"	"9.1"	"--"	"--"	"HONG XIAO DOU"	"--"	"--"	"35"	"黄白"	"--"	"--"	"119.4"	"--"	"--"																											
"36"	"--"	"Leguminosae(豆科)"	"189"	"红小豆"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"25.6"	"--"	"4"	"--"	"--"	"--"	"河北"	"9.32"	"0.21"	"--"	"--"	"6.2"	"华北"	"106"	"--"	"53.02"	"11433"	"--"	"13.3"	"Vigna(豇豆属)"	"B0000107"	"--"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"--"	"43.70"	"黄"	"10.04"	"24.47"	"3827"	"--"	"I2F01423"	"--"	"蔓生"	"河北省农科院"	"行唐县"	"--"	"--"	"--"	"9.0"	"--"	"--"	"地方"	"4"	"36.1"	"红"	"--"	"--"	"--"	"--"	"--"	"9.6"	"--"	"--"	"HONG XIAO DOU"	"--"	"--"	"96"	"黄白"	"--"	"--"	"118.9"	"--"	"--"																											
"37"	"--"	"Leguminosae(豆科)"	"192"	"红小豆"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"39.7"	"--"	"3"	"--"	"--"	"--"	"河北"	"10.42"	"0.25"	"--"	"--"	"5.6"	"华北"	"113"	"--"	"53.79"	"11445"	"--"	"15.2"	"Vigna(豇豆属)"	"B0000108"	"--"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"--"	"43.37"	"黄"	"10.11"	"23.20"	"3750"	"--"	"I2F01424"	"--"	"半蔓生"	"河北省农科院"	"赵县"	"--"	"--"	"--"	"8.8"	"--"	"--"	"地方"	"4"	"36.4"	"红"	"--"	"--"	"--"	"--"	"--"	"9.1"	"--"	"--"	"HONG XIAO DOU"	"--"	"--"	"36"	"黄白"	"--"	"--"	"101.6"	"--"	"--"																											
"38"	"--"	"Leguminosae(豆科)"	"212"	"红小豆"	"--"	"--"	"6.25"	"--"	"有限"	"--"	"--"	"--"	"30.8"	"--"	"2"	"--"	"--"	"--"	"河北"	"--"	"--"	"--"	"--"	"6.7"	"华北"	"98"	"--"	"--"	"11412"	"--"	"8.5"	"Vigna(豇豆属)"	"B0000109"	"--"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"长圆柱"	"--"	"--"	"--"	"黄"	"10.01"	"--"	"3819"	"--"	"I2F01425"	"--"	"半蔓生"	"河北省农科院"	"平山县"	"--"	"--"	"--"	"9.6"	"--"	"--"	"地方"	"4"	"43.5"	"红"	"--"	"--"	"--"	"--"	"--"	"9.2"	"--"	"--"	"HONG XIAO DOU"	"--"	"--"	"130"	"黄白"	"--"	"--"	"76.7"	"--"	"--"																											
"39"	"--"	"Leguminosae(豆科)"	"237"	"红小豆"	"--"	"--"	"6.25"	"--"	"无限"	"--"	"--"	"--"	"33.0"	"--"	"3"	"--"	"--"	"--"	"河北"	"--"	"--"	"--"	"--"	"5.3"	"华北"	"100"	"--"	"--"	"11535"	"--"	"13.0"	"Vigna(豇豆属)"	"B0000121"	"--"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"球形"	"--"	"--"	"--"	"黄"	"10.03"	"--"	"3734"	"--"	"I2F01437"	"--"	"半蔓生"	"河北省农科院"	"冀县"	"--"	"100.0"	"--"	"9.2"	"HS"	"--"	"地方"	"5"	"44.0"	"红"	"--"	"--"	"--"	"--"	"--"	"8.7"	"--"	"--"	"HONG XIAO DOU"	"9"	"--"	"23"	"黄白"	"1.20"	"--"	"67.5"	"--"	"--"																											
"40"	"--"	"Leguminosae(豆科)"	"038"	"红小豆"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"19.2"	"--"	"2"	"--"	"--"	"100"	"河北"	"10.16"	"0.52"	"--"	"--"	"7.0"	"华北"	"100"	"5"	"53.28"	"11531"	"--"	"7.3"	"Vigna(豇豆属)"	"B0000123"	"3"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"长圆柱"	"--"	"3"	"43.12"	"黄"	"9.28"	"23.72"	"3851"	"--"	"I2F01439"	"HS"	"蔓生"	"河北省农科院"	"保定地区"	"--"	"87.5"	"--"	"9.2"	"HS"	"--"	"地方"	"2"	"38.2"	"红"	"100"	"--"	"--"	"--"	"60.0"	"8.4"	"--"	"--"	"HONG XIAO DOU"	"9"	"--"	"35"	"黄白"	"1.00"	"--"	"104.3"	"MS"	"100"																											
"41"	"--"	"Leguminosae(豆科)"	"060"	"红小豆"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"49.0"	"--"	"2"	"--"	"--"	"100"	"河北"	"9.60"	"0.44"	"--"	"--"	"7.2"	"华北"	"104"	"7"	"52.28"	"11531"	"--"	"11.4"	"Vigna(豇豆属)"	"B0000127"	"4"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"4"	"42.68"	"黄"	"10.02"	"24.65"	"3851"	"--"	"I2F01443"	"HS"	"蔓生"	"河北省农科院"	"保定地区"	"--"	"90.0"	"--"	"9.6"	"HS"	"--"	"地方"	"3"	"57.4"	"红"	"100"	"--"	"--"	"--"	"64.4"	"9.6"	"--"	"--"	"HONG XIAO DOU"	"9"	"--"	"35"	"黄白"	"1.10"	"--"	"112.8"	"S"	"100"																											
"42"	"--"	"Leguminosae(豆科)"	"048"	"红小豆"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"53.4"	"--"	"2"	"--"	"--"	"100"	"河北"	"9.06"	"0.59"	"--"	"--"	"6.6"	"华北"	"104"	"7"	"52.19"	"11546"	"--"	"9.5"	"Vigna(豇豆属)"	"B0000131"	"4"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"长圆柱"	"--"	"3"	"43.13"	"黄"	"10.02"	"24.10"	"3916"	"--"	"I2F01447"	"HS"	"蔓生"	"河北省农科院"	"定兴县"	"--"	"65.0"	"--"	"9.4"	"HS"	"--"	"地方"	"4"	"83.3"	"红"	"60"	"--"	"--"	"--"	"75.6"	"8.9"	"--"	"--"	"HONG XIAO DOU"	"9"	"--"	"28"	"黄白"	"0.77"	"--"	"116.3"	"S"	"60"																											
"43"	"--"	"Leguminosae(豆科)"	"190"	"红小豆"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"38.6"	"--"	"2"	"--"	"--"	"--"	"河北"	"9.70"	"0.25"	"--"	"--"	"6.8"	"华北"	"100"	"--"	"54.03"	"11546"	"--"	"12.4"	"Vigna(豇豆属)"	"B0000133"	"--"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"--"	"44.33"	"黄"	"9.28"	"22.60"	"3916"	"--"	"I2F01449"	"--"	"半蔓生"	"河北省农科院"	"定兴县"	"--"	"--"	"--"	"8.5"	"--"	"--"	"地方"	"3"	"51.7"	"红"	"--"	"--"	"--"	"--"	"--"	"8.7"	"--"	"--"	"HONG XIAO DOU"	"--"	"--"	"28"	"黄白"	"--"	"--"	"134.6"	"--"	"--"																											
"44"	"--"	"Leguminosae(豆科)"	"044"	"红小豆"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"61.6"	"--"	"1"	"--"	"--"	"100"	"河北"	"10.22"	"0.24"	"--"	"--"	"7.6"	"华北"	"108"	"7"	"53.94"	"11441"	"--"	"10.8"	"Vigna(豇豆属)"	"B0000134"	"3"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"长圆柱"	"--"	"3"	"43.72"	"黄"	"10.06"	"22.81"	"3921"	"--"	"I2F01450"	"HS"	"半蔓生"	"河北省农科院"	"来源县"	"--"	"100.0"	"--"	"8.9"	"HS"	"--"	"地方"	"2"	"87.0"	"红"	"100"	"--"	"--"	"--"	"62.2"	"9.3"	"--"	"--"	"HONG XIAO DOU"	"9"	"--"	"840"	"浅褐"	"1.20"	"--"	"128.1"	"S"	"100"																											
"45"	"--"	"Leguminosae(豆科)"	"126"	"红小豆"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"40.4"	"--"	"3"	"--"	"--"	"--"	"河北"	"10.56"	"0.29"	"--"	"--"	"5.8"	"华北"	"102"	"--"	"52.65"	"11623"	"--"	"12.6"	"Vigna(豇豆属)"	"B0000159"	"--"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"--"	"42.09"	"黄"	"9.30"	"24.61"	"3907"	"--"	"I2F01474"	"--"	"蔓生"	"河北省农科院"	"霸县"	"--"	"--"	"--"	"8.3"	"--"	"--"	"地方"	"4"	"53.1"	"红"	"--"	"--"	"--"	"--"	"--"	"8.6"	"--"	"--"	"HONG XIAO DOU"	"--"	"--"	"7"	"黄白"	"--"	"--"	"103.5"	"--"	"--"																											
"46"	"--"	"Leguminosae(豆科)"	"119"	"红小豆"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"31.7"	"--"	"3"	"--"	"--"	"100"	"河北"	"9.36"	"0.31"	"--"	"--"	"6.1"	"华北"	"110"	"5"	"51.06"	"11630"	"--"	"12.9"	"Vigna(豇豆属)"	"B0000161"	"4"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"长圆柱"	"--"	"3"	"41.70"	"黄"	"10.08"	"25.33"	"3919"	"--"	"I2F01476"	"HS"	"蔓生"	"河北省农科院"	"永清县"	"--"	"100.0"	"--"	"8.5"	"HS"	"--"	"地方"	"4"	"38.5"	"红"	"100"	"--"	"--"	"--"	"55.6"	"8.4"	"--"	"--"	"HONG XIAO DOU"	"9"	"--"	"12"	"黄白"	"1.20"	"--"	"123.0"	"MS"	"100"																											
"47"	"--"	"Leguminosae(豆科)"	"121"	"红小豆"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"41.8"	"--"	"1"	"--"	"--"	"100"	"河北"	"10.50"	"0.32"	"--"	"--"	"6.4"	"华北"	"104"	"5"	"52.85"	"11630"	"--"	"12.3"	"Vigna(豇豆属)"	"B0000163"	"--"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"--"	"42.35"	"黄"	"10.02"	"24.49"	"3919"	"--"	"I2F01478"	"HS"	"蔓生"	"河北省农科院"	"永清县"	"--"	"100.0"	"--"	"8.7"	"HS"	"--"	"地方"	"5"	"53.0"	"红"	"100"	"--"	"--"	"--"	"60.0"	"8.7"	"--"	"--"	"HONG XIAO DOU"	"9"	"--"	"12"	"褐"	"1.20"	"--"	"95.5"	"MS"	"100"																											
"48"	"0.09"	"Leguminosae(豆科)"	"001"	"红小豆"	"4.19"	"--"	"6.20"	"1.25"	"无限"	"1.85"	"0.82"	"0.95"	"35.3"	"22.47"	"2"	"2.60"	"0.96"	"100"	"河北"	"9.56"	"0.38"	"0.67"	"--"	"4.6"	"华北"	"98"	"7"	"51.34"	"11441"	"0.16"	"10.5"	"Vigna(豇豆属)"	"B0000167"	"4"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"长圆柱"	"1.43"	"4"	"41.78"	"黄"	"9.26"	"23.56"	"4115"	"1.83"	"I2F01482"	"HS"	"蔓生"	"河北省农科院"	"尚义县"	"--"	"97.5"	"0.90"	"7.8"	"HS"	"0.43"	"地方"	"1"	"52.4"	"红"	"100"	"--"	"0.58"	"0.78"	"66.7"	"8.4"	"1.79"	"1.19"	"HONG XIAO DOU"	"9"	"--"	"1360"	"黄白"	"1.20"	"--"	"108.8"	"S"	"100"																											
"49"	"--"	"Leguminosae(豆科)"	"152"	"红小豆"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"20.8"	"--"	"3"	"--"	"--"	"--"	"河北"	"8.91"	"0.35"	"--"	"--"	"6.6"	"华北"	"106"	"--"	"52.58"	"11443"	"--"	"10.6"	"Vigna(豇豆属)"	"B0000189"	"--"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"--"	"43.67"	"黄"	"10.04"	"24.67"	"4045"	"--"	"I2F01504"	"--"	"蔓生"	"河北省农科院"	"万全县"	"--"	"--"	"--"	"8.7"	"--"	"--"	"地方"	"2"	"35.6"	"红"	"--"	"--"	"--"	"--"	"--"	"8.4"	"--"	"--"	"HONG XIAO DOU"	"--"	"--"	"730"	"黄白"	"--"	"--"	"106.3"	"--"	"--"																											
"50"	"--"	"Leguminosae(豆科)"	"207"	"红小豆"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"24.2"	"--"	"2"	"--"	"--"	"--"	"河北"	"--"	"--"	"--"	"--"	"6.0"	"华北"	"91"	"--"	"--"	"11453"	"--"	"11.4"	"Vigna(豇豆属)"	"B0000191"	"--"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"--"	"--"	"黄"	"9.19"	"--"	"4050"	"--"	"I2F02109"	"--"	"蔓生"	"河北省农科院"	"张家口市"	"--"	"--"	"--"	"6.5"	"--"	"--"	"地方"	"2"	"26.3"	"红"	"--"	"--"	"--"	"--"	"--"	"7.3"	"--"	"--"	"HONG XIAO DOU"	"--"	"--"	"770"	"黄白"	"--"	"--"	"85.0"	"--"	"--"																											
"51"	"--"	"Leguminosae(豆科)"	"101"	"白小豆"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"42.9"	"--"	"2"	"--"	"--"	"100"	"河北"	"10.36"	"0.32"	"--"	"--"	"5.8"	"华北"	"112"	"5"	"54.18"	"11436"	"--"	"12.8"	"Vigna(豇豆属)"	"B0000213"	"4"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"长圆柱"	"--"	"3"	"43.82"	"黄"	"10.10"	"23.95"	"3621"	"--"	"I2F01527"	"HS"	"蔓生"	"河北省农科院"	"临漳县"	"--"	"57.5"	"--"	"10.0"	"S"	"--"	"地方"	"4"	"46.0"	"白"	"100"	"--"	"--"	"--"	"57.8"	"9.9"	"--"	"--"	"BAI XIAO DOU"	"7"	"--"	"65"	"黄白"	"0.68"	"--"	"138.1"	"MS"	"100"																											
"52"	"--"	"Leguminosae(豆科)"	"097"	"白小豆"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"37.5"	"--"	"2"	"--"	"--"	"100"	"河北"	"10.10"	"0.22"	"--"	"--"	"5.1"	"华北"	"116"	"5"	"53.78"	"11446"	"--"	"9.7"	"Vigna(豇豆属)"	"B0000214"	"4"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"4"	"43.68"	"黄"	"10.14"	"23.06"	"3721"	"--"	"I2F01528"	"HS"	"蔓生"	"河北省农科院"	"隆尧县"	"--"	"100.0"	"--"	"8.8"	"HS"	"--"	"地方"	"4"	"50.4"	"白"	"100"	"--"	"--"	"--"	"57.8"	"8.2"	"--"	"--"	"BAI XIAO DOU"	"9"	"--"	"33"	"黄白"	"1.09"	"--"	"127.2"	"MS"	"100"																											
"53"	"--"	"Leguminosae(豆科)"	"151"	"白小豆"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"17.3"	"--"	"2"	"--"	"--"	"--"	"河北"	"9.68"	"0.31"	"--"	"--"	"7.0"	"华北"	"113"	"--"	"54.22"	"11445"	"--"	"7.1"	"Vigna(豇豆属)"	"B0000223"	"--"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"--"	"44.54"	"黄"	"10.11"	"22.97"	"3750"	"--"	"I2F01537"	"--"	"蔓生"	"河北省农科院"	"赵县"	"--"	"--"	"--"	"9.8"	"--"	"--"	"地方"	"3"	"35.9"	"白"	"--"	"--"	"--"	"--"	"--"	"8.4"	"--"	"--"	"BAI XIAO DOU"	"--"	"--"	"36"	"黄白"	"--"	"--"	"118.1"	"--"	"--"																											
"54"	"--"	"Leguminosae(豆科)"	"224"	"白小豆"	"--"	"--"	"6.25"	"--"	"无限"	"--"	"--"	"--"	"22.4"	"--"	"4"	"--"	"--"	"--"	"河北"	"--"	"--"	"--"	"--"	"8.2"	"华北"	"107"	"--"	"--"	"11412"	"--"	"6.5"	"Vigna(豇豆属)"	"B0000225"	"--"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"--"	"--"	"黄"	"10.10"	"--"	"3819"	"--"	"I2F01539"	"--"	"半蔓生"	"河北省农科院"	"平山县"	"--"	"--"	"--"	"9.2"	"--"	"--"	"地方"	"3"	"59.8"	"白"	"--"	"--"	"--"	"--"	"--"	"7.6"	"--"	"--"	"BAI XIAO DOU"	"--"	"--"	"130"	"黄白"	"--"	"--"	"79.5"	"--"	"--"																											
"55"	"--"	"Leguminosae(豆科)"	"055"	"白小豆"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"54.0"	"--"	"2"	"--"	"--"	"100"	"河北"	"10.30"	"0.58"	"--"	"--"	"6.5"	"华北"	"108"	"5"	"53.99"	"11411"	"--"	"11.1"	"Vigna(豇豆属)"	"B0000227"	"4"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"长圆柱"	"--"	"3"	"43.69"	"黄"	"10.06"	"24.19"	"3850"	"--"	"I2F01541"	"HS"	"蔓生"	"河北省农科院"	"阜平县"	"--"	"82.5"	"--"	"9.0"	"HS"	"--"	"地方"	"3"	"72.2"	"白"	"100"	"--"	"--"	"--"	"55.6"	"9.3"	"--"	"--"	"BAI XIAO DOU"	"9"	"--"	"282"	"黄白"	"0.98"	"--"	"135.3"	"MS"	"100"																											
"56"	"--"	"Leguminosae(豆科)"	"135"	"白小豆"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"70.9"	"--"	"2"	"--"	"--"	"--"	"河北"	"10.10"	"0.38"	"--"	"--"	"7.0"	"华北"	"113"	"--"	"54.01"	"11411"	"--"	"8.9"	"Vigna(豇豆属)"	"B0000229"	"--"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"长圆柱"	"--"	"--"	"43.91"	"黄"	"10.11"	"22.62"	"3850"	"--"	"I2F01543"	"--"	"蔓生"	"河北省农科院"	"阜平县"	"--"	"--"	"--"	"9.9"	"--"	"--"	"地方"	"3"	"45.5"	"白"	"--"	"--"	"--"	"--"	"--"	"9.1"	"--"	"--"	"BAI XIAO DOU"	"--"	"--"	"282"	"黄白"	"--"	"--"	"102.0"	"--"	"--"																											
"57"	"--"	"Leguminosae(豆科)"	"161"	"白小豆"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"59.5"	"--"	"3"	"--"	"--"	"--"	"河北"	"10.32"	"0.64"	"--"	"--"	"6.3"	"华北"	"108"	"--"	"53.74"	"11513"	"--"	"11.1"	"Vigna(豇豆属)"	"B0000233"	"--"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"长圆柱"	"--"	"--"	"43.42"	"黄"	"10.06"	"22.58"	"4022"	"--"	"I2F01547"	"--"	"蔓生"	"河北省农科院"	"涿鹿县"	"--"	"--"	"--"	"9.4"	"--"	"--"	"地方"	"3"	"83.3"	"白"	"--"	"--"	"--"	"--"	"--"	"9.2"	"--"	"--"	"BAI XIAO DOU"	"--"	"--"	"530"	"黄白"	"--"	"--"	"127.9"	"--"	"--"																											
"58"	"--"	"Leguminosae(豆科)"	"107"	"白小豆"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"30.8"	"--"	"3"	"--"	"--"	"100"	"河北"	"10.62"	"0.39"	"--"	"--"	"5.3"	"华北"	"116"	"5"	"53.87"	"11530"	"--"	"11.5"	"Vigna(豇豆属)"	"B0000237"	"--"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"长圆柱"	"--"	"--"	"43.25"	"黄"	"10.14"	"23.27"	"4024"	"--"	"I2F01551"	"HS"	"蔓生"	"河北省农科院"	"怀来县"	"--"	"81.3"	"--"	"9.5"	"HS"	"--"	"地方"	"3"	"38.8"	"白"	"100"	"--"	"--"	"--"	"60.0"	"9.5"	"--"	"--"	"BAI XIAO DOU"	"9"	"--"	"530"	"浅褐"	"0.97"	"--"	"150.6"	"MS"	"100"																											
"59"	"--"	"Leguminosae(豆科)"	"155"	"白小豆"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"21.5"	"--"	"3"	"--"	"--"	"--"	"河北"	"8.80"	"0.34"	"--"	"--"	"4.6"	"华北"	"91"	"--"	"53.60"	"11530"	"--"	"8.3"	"Vigna(豇豆属)"	"B0000238"	"--"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"--"	"44.80"	"黄"	"9.19"	"23.52"	"4024"	"--"	"I2F01552"	"--"	"蔓生"	"河北省农科院"	"怀来县"	"--"	"--"	"--"	"8.1"	"--"	"--"	"地方"	"2"	"49.0"	"白"	"--"	"--"	"--"	"--"	"--"	"7.4"	"--"	"--"	"BAI XIAO DOU"	"--"	"--"	"530"	"黄白"	"--"	"--"	"88.0"	"--"	"--"																											
"60"	"--"	"Leguminosae(豆科)"	"156"	"白小豆"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"22.2"	"--"	"3"	"--"	"--"	"--"	"河北"	"9.70"	"0.30"	"--"	"--"	"5.4"	"华北"	"102"	"--"	"53.40"	"11453"	"--"	"10.4"	"Vigna(豇豆属)"	"B0000239"	"--"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"长圆柱"	"--"	"--"	"43.70"	"黄"	"9.30"	"23.47"	"4050"	"--"	"I2F01553"	"--"	"蔓生"	"河北省农科院"	"张家口农科院"	"--"	"--"	"--"	"7.8"	"--"	"--"	"地方"	"3"	"37.2"	"白"	"--"	"--"	"--"	"--"	"--"	"7.1"	"--"	"--"	"BAI XIAO DOU"	"--"	"--"	"770"	"浅褐"	"--"	"--"	"108.0"	"--"	"--"																											
"61"	"--"	"Leguminosae(豆科)"	"157"	"白小豆"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"28.2"	"--"	"3"	"--"	"--"	"--"	"河北"	"10.18"	"0.74"	"--"	"--"	"5.7"	"华北"	"102"	"--"	"54.03"	"11453"	"--"	"11.2"	"Vigna(豇豆属)"	"B0000240"	"--"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"--"	"43.85"	"黄"	"9.30"	"23.63"	"4050"	"--"	"I2F01554"	"--"	"蔓生"	"河北省农科院"	"张家口农科院"	"--"	"--"	"--"	"8.6"	"--"	"--"	"地方"	"3"	"39.5"	"白"	"--"	"--"	"--"	"--"	"--"	"7.6"	"--"	"--"	"BAI XIAO DOU"	"--"	"--"	"770"	"浅褐"	"--"	"--"	"93.1"	"--"	"--"																											
