"id"	"科名"	"保存编号"	"品种名称"	"类型"	"省"	"生育日数"	"分枝数"	"出油率"	"生理成熟期"	"开花期"	"播种期"	"学名"	"统一编号"	"出苗期"	"出麻率"	"属名"	"抗逆性"	"种子发芽"	"干茎产量"	"种皮色"	"工艺长度"	"单株朔果数"	"单株生产力"	"库编号"	"纤维产量"	"保存单位"	"原产地"	"种子来源"	"花色"	"品种代号"	"纤维强度"	"备注"	"原茎产量"	"抗病性"	"纤维号"	"千粒重"	"分茎数"	"译名"	"抗倒伏性"	"抗旱性"	"工艺成熟期"	"株高"	"种子产量"
"51"	"Linaceae(亚麻科)"	"192"	"大同五号"	"油用"	"山西"	"99"	"3.40"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000200"	"--"	"--"	"Linum(亚麻属)"	"抗倒中等"	"--"	"--"	"黄白"	"47.5"	"--"	"--"	"I3B00180"	"--"	"山西雁北农科所"	"雁杂10号内系选"	"--"	"白"	"--"	"--"	"雁杂10号内系选"	"--"	"--"	"--"	"6.00"	"0.1"	"DA TONG WU HAO"	"--"	"--"	"--"	"58.2"	"--"
"52"	"Linaceae(亚麻科)"	"248"	"雁农一号"	"油用"	"山西"	"91"	"4.60"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000256"	"--"	"--"	"Linum(亚麻属)"	"抗倒中等"	"--"	"--"	"深褐"	"40.3"	"--"	"--"	"I3B00236"	"--"	"山西雁北农科所"	"原察哈尔省敌伪遗留"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"5.50"	"0.4"	"YAN NONG YI HAO"	"--"	"--"	"--"	"53.2"	"--"
"53"	"Linaceae(亚麻科)"	"249"	"雁系25号"	"油用"	"山西"	"96"	"1.90"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000257"	"--"	"--"	"Linum(亚麻属)"	"抗倒中等"	"--"	"--"	"深褐"	"58.5"	"--"	"--"	"I3B00237"	"--"	"山西雁北农科所"	"单株系选"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"5.90"	"--"	"YAN XI 25 HAO"	"--"	"--"	"--"	"68.0"	"--"
"54"	"Linaceae(亚麻科)"	"250"	"雁杂10号"	"油用"	"山西"	"101"	"3.10"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000258"	"--"	"--"	"Linum(亚麻属)"	"抗倒中等"	"--"	"--"	"深褐"	"33.5"	"--"	"--"	"I3B00238"	"--"	"山西雁北农科所"	"雁农一号与尚义大桃杂交"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"6.90"	"--"	"YAN ZA 10 HAO"	"--"	"--"	"--"	"49.3"	"--"
"55"	"Linaceae(亚麻科)"	"251"	"雁杂30号"	"油用"	"山西"	"92"	"2.90"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000259"	"--"	"--"	"Linum(亚麻属)"	"抗倒中等"	"--"	"--"	"淡褐"	"22.4"	"--"	"--"	"I3B00239"	"--"	"山西雁北农科所"	"尚义大桃与雁农一号杂交"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"8.10"	"--"	"YAN ZA 30 HAO"	"--"	"--"	"--"	"34.3"	"--"
"56"	"Linaceae(亚麻科)"	"252"	"雁杂27号"	"油用"	"山西"	"103"	"3.00"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000260"	"--"	"--"	"Linum(亚麻属)"	"抗倒强"	"--"	"--"	"深褐"	"50.5"	"--"	"--"	"I3B00240"	"--"	"雁北农科所"	"单株系选"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"6.50"	"--"	"YAN ZA 27 HAO"	"--"	"--"	"--"	"65.5"	"--"
"57"	"Linaceae(亚麻科)"	"253"	"晋亚一号（大同三号）"	"油用"	"山西"	"94"	"3.60"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000261"	"--"	"--"	"Linum(亚麻属)"	"抗倒中等"	"--"	"--"	"褐"	"42.7"	"--"	"--"	"I3B00241"	"--"	"雁北农科所"	"雁杂10号内选系"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"6.00"	"--"	"JIN YA YI HAO （DA TONG SAN HAO ）"	"--"	"--"	"--"	"53.6"	"--"
"58"	"Linaceae(亚麻科)"	"254"	"晋亚二号（大同四号）"	"油用"	"山西"	"94"	"4.80"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000262"	"--"	"--"	"Linum(亚麻属)"	"抗倒中等"	"--"	"--"	"褐"	"34.7"	"--"	"--"	"I3B00242"	"--"	"雁北农科所"	"雁杂10号内选系"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"7.40"	"--"	"JIN YA ER HAO （DA TONG SI HAO ）"	"--"	"--"	"--"	"47.1"	"--"
"59"	"Linaceae(亚麻科)"	"255"	"晋亚三号（大同七号）"	"油用"	"山西"	"94"	"5.20"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000263"	"--"	"--"	"Linum(亚麻属)"	"抗倒中等"	"--"	"--"	"褐"	"32.4"	"--"	"--"	"I3B00243"	"--"	"雁北农科所"	"匈三号×雁农一号"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"6.20"	"0.1"	"JIN YA SAN HAO （DA TONG QI HAO ）"	"--"	"--"	"--"	"50.5"	"--"
"60"	"Linaceae(亚麻科)"	"1002"	"多伦大一号"	"油用"	"内蒙"	"100"	"6.00"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000266"	"--"	"--"	"Linum(亚麻属)"	"抗倒中等"	"--"	"--"	"褐"	"38.0"	"--"	"--"	"I3B00086"	"--"	"内蒙所"	"内蒙多伦县"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"5.00"	"0.6"	"DUO LUN DA YI HAO"	"--"	"--"	"--"	"59.0"	"--"
"61"	"Linaceae(亚麻科)"	"1003"	"多伦大二号"	"油用"	"内蒙"	"107"	"5.40"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000267"	"--"	"--"	"Linum(亚麻属)"	"抗倒中等"	"--"	"--"	"褐"	"36.0"	"--"	"--"	"I3B00087"	"--"	"内蒙所"	"内蒙多伦县"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"5.10"	"0.4"	"DUO LUN DA ER HAO"	"--"	"--"	"--"	"56.0"	"--"
"62"	"Linaceae(亚麻科)"	"1008"	"化德一号"	"兼用"	"内蒙"	"101"	"6.30"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000272"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"41.0"	"--"	"--"	"I3B00091"	"--"	"内蒙所"	"内蒙化德县"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"4.40"	"0.2"	"HUA DE YI HAO"	"--"	"--"	"--"	"59.0"	"--"
"63"	"Linaceae(亚麻科)"	"1009"	"化德二号"	"兼用"	"内蒙"	"101"	"6.60"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000273"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"48.0"	"--"	"--"	"I3B00092"	"--"	"内蒙所"	"内蒙化德县"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"4.20"	"0.2"	"HUA DE ER HAO"	"--"	"--"	"--"	"68.0"	"--"
"64"	"Linaceae(亚麻科)"	"1014"	"集宁一号"	"兼用"	"内蒙"	"110"	"5.90"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000278"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"44.0"	"--"	"--"	"I3B00097"	"--"	"内蒙所"	"内蒙集宁"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"4.80"	"0.7"	"JI NING YI HAO"	"--"	"--"	"--"	"65.0"	"--"
"65"	"Linaceae(亚麻科)"	"1015"	"集宁二号"	"兼用"	"内蒙"	"112"	"5.90"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000279"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"42.0"	"--"	"--"	"I3B00098"	"--"	"内蒙所"	"内蒙集宁"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"4.70"	"1.0"	"JI NING ER HAO"	"--"	"--"	"--"	"62.0"	"--"
"66"	"Linaceae(亚麻科)"	"1016"	"集宁三号"	"兼用"	"内蒙"	"112"	"7.10"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000280"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"42.0"	"--"	"--"	"I3B00099"	"--"	"内蒙所"	"内蒙集宁"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"4.60"	"0.7"	"JI NING SAN HAO"	"--"	"--"	"--"	"64.0"	"--"
"67"	"Linaceae(亚麻科)"	"1021"	"凉城一号"	"油用"	"内蒙"	"106"	"4.60"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000285"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"35.0"	"--"	"--"	"I3B00103"	"--"	"内蒙所"	"内蒙凉县"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"4.90"	"0.2"	"LIANG CHENG YI HAO"	"--"	"--"	"--"	"53.0"	"--"
"68"	"Linaceae(亚麻科)"	"1022"	"凉城二号"	"兼用"	"内蒙"	"111"	"6.30"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000286"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"42.0"	"--"	"--"	"I3B00104"	"--"	"内蒙所"	"内蒙凉县"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"4.60"	"0.9"	"LIANG CHENG ER HAO"	"--"	"--"	"--"	"64.0"	"--"
"69"	"Linaceae(亚麻科)"	"1023"	"凉城三号"	"兼用"	"内蒙"	"114"	"5.80"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000287"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"黄"	"49.0"	"--"	"--"	"--"	"--"	"内蒙所"	"内蒙凉县"	"--"	"白"	"--"	"--"	"--"	"--"	"--"	"--"	"4.20"	"0.4"	"LIANG CHENG SAN HAO"	"--"	"--"	"--"	"69.0"	"--"
"70"	"Linaceae(亚麻科)"	"1024"	"凉城四号"	"油用"	"内蒙"	"115"	"5.60"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000288"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"32.0"	"--"	"--"	"I3B00105"	"--"	"内蒙所"	"内蒙凉县"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"4.20"	"0.4"	"LIANG CHENG SI HAO"	"--"	"--"	"--"	"60.0"	"--"
"71"	"Linaceae(亚麻科)"	"1025"	"凉城五号"	"油用"	"内蒙"	"118"	"6.50"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000289"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"36.0"	"--"	"--"	"I3B00106"	"--"	"内蒙所"	"内蒙凉县"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"4.10"	"0.8"	"LIANG CHENG WU HAO"	"--"	"--"	"--"	"60.0"	"--"
"72"	"Linaceae(亚麻科)"	"1026"	"凉城六号"	"兼用"	"内蒙"	"111"	"6.30"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000290"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"40.0"	"--"	"--"	"I3B00107"	"--"	"内蒙所"	"内蒙凉县"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"4.70"	"0.4"	"LIANG CHENG LIU HAO"	"--"	"--"	"--"	"60.0"	"--"
"73"	"Linaceae(亚麻科)"	"1027"	"凉城七号"	"油用"	"内蒙"	"107"	"5.60"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000291"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"37.0"	"--"	"--"	"I3B00108"	"--"	"内蒙所"	"内蒙凉县"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"4.90"	"0.7"	"LIANG CHENG QI HAO"	"--"	"--"	"--"	"56.0"	"--"
"74"	"Linaceae(亚麻科)"	"1028"	"凉城八号"	"油用"	"内蒙"	"115"	"5.30"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000292"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"32.0"	"--"	"--"	"I3B00109"	"--"	"内蒙所"	"内蒙凉县"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"4.20"	"0.4"	"LIANG CHENG BA HAO"	"--"	"--"	"--"	"62.0"	"--"
"75"	"Linaceae(亚麻科)"	"1029"	"凉城九号"	"兼用"	"内蒙"	"109"	"6.30"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000293"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"43.0"	"--"	"--"	"I3B00110"	"--"	"内蒙所"	"内蒙凉县"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"4.70"	"1.2"	"LIANG CHENG JIU HAO"	"--"	"--"	"--"	"54.0"	"--"
"76"	"Linaceae(亚麻科)"	"1030"	"凉城十号"	"油用"	"内蒙"	"106"	"4.40"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000294"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"37.0"	"--"	"--"	"I3B00111"	"--"	"内蒙所"	"内蒙凉县"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"4.90"	"0.3"	"LIANG CHENG SHI HAO"	"--"	"--"	"--"	"64.0"	"--"
"77"	"Linaceae(亚麻科)"	"1031"	"武东一号"	"兼用"	"内蒙"	"111"	"6.40"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000295"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"43.0"	"--"	"--"	"I3B00112"	"--"	"内蒙所"	"内蒙武东县"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"4.60"	"0.9"	"WU DONG YI HAO"	"--"	"--"	"--"	"66.0"	"--"
"78"	"Linaceae(亚麻科)"	"1032"	"武东二号"	"兼用"	"内蒙"	"111"	"6.80"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000296"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"45.0"	"--"	"--"	"I3B00113"	"--"	"内蒙所"	"内蒙武东县"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"4.90"	"0.9"	"WU DONG ER HAO"	"--"	"--"	"--"	"66.0"	"--"
"79"	"Linaceae(亚麻科)"	"1035"	"托县一号"	"兼用"	"内蒙"	"116"	"8.40"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000299"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"50.0"	"--"	"--"	"--"	"--"	"内蒙所"	"内蒙托县"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"4.40"	"1.5"	"TUO XIAN YI HAO"	"--"	"--"	"--"	"71.0"	"--"
"80"	"Linaceae(亚麻科)"	"1036"	"托县二号"	"兼用"	"内蒙"	"118"	"9.10"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000300"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"47.0"	"--"	"--"	"I3B00116"	"--"	"内蒙所"	"内蒙托县"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"3.70"	"1.7"	"TUO XIAN ER HAO"	"--"	"--"	"--"	"70.0"	"--"
"81"	"Linaceae(亚麻科)"	"1040"	"固阳一号"	"兼用"	"内蒙"	"117"	"6.20"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000304"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"44.0"	"--"	"--"	"I3B00119"	"--"	"内蒙所"	"内蒙固阳县"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"4.30"	"0.9"	"GU YANG YI HAO"	"--"	"--"	"--"	"66.0"	"--"
"82"	"Linaceae(亚麻科)"	"1041"	"固阳二号"	"兼用"	"内蒙"	"116"	"5.90"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000305"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"51.0"	"--"	"--"	"I3B00120"	"--"	"内蒙所"	"内蒙固阳县"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"4.30"	"0.7"	"GU YANG ER HAO"	"--"	"--"	"--"	"71.0"	"--"
"83"	"Linaceae(亚麻科)"	"1042"	"包头一号"	"兼用"	"内蒙"	"114"	"7.10"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000306"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"49.0"	"--"	"--"	"I3B00121"	"--"	"内蒙所"	"内蒙包头"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"4.50"	"1.5"	"BAO TOU YI HAO"	"--"	"--"	"--"	"69.0"	"--"
"84"	"Linaceae(亚麻科)"	"1043"	"包头二号"	"兼用"	"内蒙"	"116"	"5.60"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000307"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"49.0"	"--"	"--"	"I3B00122"	"--"	"内蒙所"	"内蒙包头"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"4.40"	"0.5"	"BAO TOU ER HAO"	"--"	"--"	"--"	"70.0"	"--"
"85"	"Linaceae(亚麻科)"	"1044"	"中后旗一号"	"兼用"	"内蒙"	"115"	"6.20"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000308"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"50.0"	"--"	"--"	"I3B00123"	"--"	"内蒙所"	"内蒙乌拉特中后旗"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"4.50"	"1.3"	"ZHONG HOU QI YI HAO"	"--"	"--"	"--"	"66.0"	"--"
"86"	"Linaceae(亚麻科)"	"1045"	"中后旗二号"	"兼用"	"内蒙"	"118"	"1.20"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000309"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"黄"	"45.0"	"--"	"--"	"--"	"--"	"内蒙所"	"内蒙乌拉特中后旗"	"--"	"白"	"--"	"--"	"--"	"--"	"--"	"--"	"4.10"	"2.5"	"ZHONG HOU QI ER HAO"	"--"	"--"	"--"	"67.0"	"--"
"87"	"Linaceae(亚麻科)"	"1046"	"中后旗三号"	"兼用"	"内蒙"	"116"	"7.50"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000310"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"50.0"	"--"	"--"	"I3B00124"	"--"	"内蒙所"	"内蒙乌拉特中后旗"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"4.30"	"1.3"	"ZHONG HOU QI SAN HAO"	"--"	"--"	"--"	"70.0"	"--"
"88"	"Linaceae(亚麻科)"	"1047"	"中后旗四号"	"兼用"	"内蒙"	"115"	"7.30"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000311"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"48.0"	"--"	"--"	"I3B00125"	"--"	"内蒙所"	"内蒙乌拉特中后旗"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"4.20"	"1.5"	"ZHONG HOU QI SI HAO"	"--"	"--"	"--"	"69.0"	"--"
"89"	"Linaceae(亚麻科)"	"1048"	"中后旗五号"	"兼用"	"内蒙"	"116"	"6.40"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000312"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"49.0"	"--"	"--"	"I3B00126"	"--"	"内蒙所"	"内蒙乌拉特中后旗"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"4.30"	"1.6"	"ZHONG HOU QI WU HAO"	"--"	"--"	"--"	"72.0"	"--"
"90"	"Linaceae(亚麻科)"	"1049"	"中后旗六号"	"兼用"	"内蒙"	"115"	"7.00"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000313"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"46.0"	"--"	"--"	"I3B00127"	"--"	"内蒙所"	"内蒙乌拉特中后旗"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"4.80"	"1.6"	"ZHONG HOU QI LIU HAO"	"--"	"--"	"--"	"69.0"	"--"
"91"	"Linaceae(亚麻科)"	"1050"	"中后旗七号"	"兼用"	"内蒙"	"116"	"9.00"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000314"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"48.0"	"--"	"--"	"I3B00128"	"--"	"内蒙所"	"内蒙乌拉特中后旗"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"4.20"	"1.4"	"ZHONG HOU QI QI HAO"	"--"	"--"	"--"	"70.0"	"--"
"92"	"Linaceae(亚麻科)"	"1052"	"伊盟一号"	"兼用"	"内蒙"	"113"	"11.00"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000316"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"51.0"	"--"	"--"	"I3B00130"	"--"	"内蒙所"	"内蒙伊盟"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"4.40"	"2.0"	"YI MENG YI HAO"	"--"	"--"	"--"	"74.0"	"--"
"93"	"Linaceae(亚麻科)"	"1053"	"伊盟二号"	"兼用"	"内蒙"	"116"	"8.50"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000317"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"49.0"	"--"	"--"	"I3B00131"	"--"	"内蒙所"	"内蒙伊盟"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"4.30"	"1.4"	"YI MENG ER HAO"	"--"	"--"	"--"	"70.0"	"--"
"94"	"Linaceae(亚麻科)"	"1054"	"伊盟三号"	"兼用"	"内蒙"	"115"	"9.10"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000318"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"55.0"	"--"	"--"	"I3B00132"	"--"	"内蒙所"	"内蒙伊盟"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"5.00"	"1.6"	"YI MENG SAN HAO"	"--"	"--"	"--"	"73.0"	"--"
"95"	"Linaceae(亚麻科)"	"1055"	"伊盟四号"	"兼用"	"内蒙"	"101"	"6.70"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000319"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"51.0"	"--"	"--"	"I3B00133"	"--"	"内蒙所"	"内蒙伊盟"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"4.20"	"0.3"	"YI MENG SI HAO"	"--"	"--"	"--"	"72.0"	"--"
"96"	"Linaceae(亚麻科)"	"1066"	"赤峰一号"	"兼用"	"内蒙"	"115"	"8.30"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000330"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"48.0"	"--"	"--"	"I3B00143"	"--"	"内蒙所"	"--"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"4.20"	"0.7"	"CHI FENG YI HAO"	"--"	"--"	"--"	"69.0"	"--"
"97"	"Linaceae(亚麻科)"	"1067"	"赤峰二号"	"兼用"	"内蒙"	"112"	"5.80"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000331"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"47.0"	"--"	"--"	"I3B00144"	"--"	"内蒙所"	"--"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"4.60"	"0.6"	"CHI FENG ER HAO"	"--"	"--"	"--"	"68.0"	"--"
"98"	"Linaceae(亚麻科)"	"1068"	"克旗一号"	"兼用"	"内蒙"	"111"	"7.40"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000332"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"41.0"	"--"	"--"	"I3B00145"	"--"	"内蒙所"	"--"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"4.50"	"1.4"	"KE QI YI HAO"	"--"	"--"	"--"	"65.0"	"--"
"99"	"Linaceae(亚麻科)"	"1069"	"克旗二号"	"兼用"	"内蒙"	"111"	"7.00"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000333"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"41.0"	"--"	"--"	"I3B00146"	"--"	"内蒙所"	"--"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"4.50"	"1.0"	"KE QI ER HAO"	"--"	"--"	"--"	"63.0"	"--"
"100"	"Linaceae(亚麻科)"	"1081"	"陕坝一号"	"兼用"	"内蒙"	"114"	"5.90"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000345"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"50.0"	"--"	"--"	"I3B00156"	"--"	"内蒙所"	"内蒙巴盟所"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"5.20"	"0.9"	"SHAN BA YI HAO"	"--"	"--"	"--"	"75.0"	"--"
"101"	"Linaceae(亚麻科)"	"1085"	"蒙亚一号"	"油用"	"内蒙"	"119"	"5.00"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00000349"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"38.0"	"--"	"--"	"I3B00160"	"--"	"内蒙所"	"内蒙内蒙所"	"--"	"兰"	"--"	"--"	"--"	"--"	"--"	"--"	"8.80"	"0.6"	"MENG YA YI HAO"	"--"	"--"	"--"	"54.0"	"--"
