"id"	"胶乳颜色"	"三小叶间距"	"生长快慢"	"叶片形状"	"侧脉胶"	"叶基"	"学名"	"科名"	"属名"	"小叶柄长度"	"物候落叶"	"省"	"叶缘形状"	"产量高低B"	"产量高低A"	"染色体数"	"落叶早晚"	"胶值比"	"物候抽芽"	"蜜腺形态"	"原产地"	"茎围比"	"统一编号"	"种质名称"	"大叶枕"	"抽芽早晚"
"60"	"白"	"靠近"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"32.3"	"3月中旬"	"微突"	"巴西"	"64.0"	"XJA00060"	"AC/AB/15 54/1141"	"浅"	"中"
"61"	"白"	"靠近"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"34.6"	"2月上旬"	"平"	"巴西"	"41.6"	"XJA00061"	"AC/AB/15 54/1146"	"浅"	"早"
"62"	"白"	"分离"	"慢"	"椭圆"	"3.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"中等"	"较低"	"36"	"中"	"61.1"	"4月上旬"	"平"	"巴西"	"52.8"	"XJA00062"	"AC/AB/15 54/1147"	"浅"	"晚"
"63"	"黄"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"较低"	"36"	"早"	"77.2"	"2月上旬"	"微突"	"巴西"	"50.8"	"XJA00063"	"AC/AB/15 54/1148"	"浅"	"早"
"64"	"白"	"靠近"	"中等"	"椭圆"	"2.5"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"中等"	"较低"	"36"	"中"	"69.3"	"4月上旬"	"平"	"巴西"	"80.1"	"XJA00064"	"AC/AB/15 54/1149"	"浅"	"晚"
"65"	"白"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"57.5"	"2月上旬"	"微突"	"巴西"	"90.3"	"XJA00065"	"AC/AB/15 54/1152"	"无"	"早"
"66"	"白"	"分离"	"较慢"	"椭圆"	"1.0"	"楔形"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"低"	"中等"	"36"	"晚"	"88.2"	"3月中旬"	"微突"	"巴西"	"64.6"	"XJA00066"	"AC/AB/15 54/1156"	"浅"	"中"
"67"	"黄"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"较低"	"低"	"36"	"中"	"49.7"	"3月中旬"	"微突"	"巴西"	"93.8"	"XJA00067"	"AC/AB/15 54/1164"	"浅"	"中"
"68"	"黄"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"42.2"	"2月上旬"	"平"	"巴西"	"55.1"	"XJA00068"	"AC/AB/15 54/117"	"无"	"早"
"69"	"黄"	"分离"	"慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"低"	"低"	"36"	"早"	"35.9"	"3月中旬"	"微突"	"巴西"	"59.5"	"XJA00069"	"AC/AB/15 54/1171"	"无"	"中"
"70"	"白"	"分离"	"较慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"低"	"较低"	"36"	"早"	"76.7"	"3月中旬"	"平"	"巴西"	"62.1"	"XJA00070"	"AC/AB/15 54/1178"	"浅"	"中"
"71"	"白"	"分离"	"慢"	"椭圆"	"4.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"1月上旬"	"国外"	"大"	"较高"	"低"	"36"	"早"	"37.2"	"4月上旬"	"突"	"巴西"	"31.5"	"XJA00071"	"AC/AB/15 54/1179"	"浅"	"晚"
"72"	"白"	"靠近"	"慢"	"椭圆"	"2.0"	"纯尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"3月中旬"	"国外"	"大"	"较低"	"低"	"36"	"晚"	"39.4"	"4月上旬"	"微突"	"巴西"	"55.9"	"XJA00072"	"AC/AB/15 54/1190"	"浅"	"晚"
"73"	"黄"	"分离"	"较慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"3月中旬"	"国外"	"大"	"低"	"低"	"36"	"晚"	"33.5"	"3月中旬"	"微突"	"巴西"	"75.1"	"XJA00073"	"AC/AB/15 54/1200"	"无"	"中"
"74"	"白"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"3月中旬"	"国外"	"大"	"较低"	"中等"	"36"	"晚"	"86.0"	"3月中旬"	"平"	"巴西"	"81.1"	"XJA00074"	"AC/AB/15 54/1203"	"浅"	"中"
"75"	"黄"	"分离"	"慢"	"长菱"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"长"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"19.3"	"3月中旬"	"微突"	"巴西"	"51.4"	"XJA00075"	"AC/AB/15 54/1209"	"深"	"中"
"76"	"白"	"靠近"	"慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"2月中旬"	"国外"	"大"	"低"	"低"	"36"	"中"	"54.2"	"3月中旬"	"平"	"巴西"	"52.2"	"XJA00076"	"AC/AB/15 54/1211"	"浅"	"中"
"77"	"黄"	"分离"	"较慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"低"	"低"	"36"	"早"	"19.0"	"3月中旬"	"平"	"巴西"	"69.2"	"XJA00077"	"AC/AB/15 54/1212"	"无"	"中"
"78"	"白"	"靠近"	"较慢"	"椭圆"	"1.0"	"纯尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"低"	"低"	"36"	"晚"	"50.3"	"3月中旬"	"突"	"巴西"	"66.5"	"XJA00078"	"AC/AB/15 54/1216"	"无"	"中"
"79"	"白"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"较低"	"36"	"早"	"76.9"	"3月中旬"	"突"	"巴西"	"71.4"	"XJA00079"	"AC/AB/15 54/1217"	"无"	"中"
"80"	"黄"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"45.2"	"2月上旬"	"平"	"巴西"	"70.8"	"XJA00080"	"AC/AB/15 54/1219"	"无"	"早"
"81"	"黄"	"分离"	"较慢"	"椭圆"	"3.0"	"纯尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"3月中旬"	"国外"	"大"	"中等"	"中等"	"36"	"晚"	"94.2"	"3月中旬"	"平"	"巴西"	"74.1"	"XJA00081"	"AC/AB/15 54/1220"	"无"	"中"
"82"	"白"	"分离"	"慢"	"椭圆"	"2.5"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"1月上旬"	"国外"	"大"	"中等"	"低"	"36"	"早"	"51.5"	"3月中旬"	"平"	"巴西"	"44.1"	"XJA00082"	"AC/AB/15 54/1221"	"无"	"中"
"83"	"白"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"较低"	"较低"	"36"	"晚"	"77.0"	"3月中旬"	"平"	"巴西"	"64.0"	"XJA00083"	"AC/AB/15 54/1224"	"无"	"中"
"84"	"黄"	"分离"	"慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"1月上旬"	"国外"	"大"	"低"	"低"	"36"	"早"	"43.9"	"2月上旬"	"平"	"巴西"	"59.0"	"XJA00084"	"AC/AB/15 54/1225"	"深"	"早"
"85"	"白"	"分离"	"中等"	"椭圆"	"3.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"中等"	"较低"	"36"	"早"	"68.9"	"3月中旬"	"突"	"巴西"	"90.4"	"XJA00085"	"AC/AB/15 54/123"	"浅"	"中"
"86"	"白"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"32.1"	"3月中旬"	"平"	"巴西"	"73.3"	"XJA00086"	"AC/AB/15 54/1231"	"深"	"中"
"87"	"白"	"靠近"	"慢"	"椭圆"	"3.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"中等"	"低"	"36"	"中"	"19.5"	"3月中旬"	"微突"	"巴西"	"44.9"	"XJA00087"	"AC/AB/15 54/1233"	"浅"	"中"
"88"	"白"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"较低"	"较低"	"36"	"晚"	"65.0"	"2月上旬"	"平"	"巴西"	"73.0"	"XJA00088"	"AC/AB/15 54/1234"	"无"	"早"
"89"	"白"	"分离"	"较慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"低"	"较低"	"36"	"晚"	"66.3"	"4月上旬"	"微突"	"巴西"	"68.9"	"XJA00089"	"AC/AB/15 54/1236"	"浅"	"晚"
"90"	"白"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"23.8"	"3月中旬"	"微突"	"巴西"	"77.3"	"XJA00090"	"AC/AB/15 54/1239"	"无"	"中"
"91"	"白"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"较低"	"低"	"36"	"中"	"43.8"	"2月上旬"	"平"	"巴西"	"62.1"	"XJA00091"	"AC/AB/15 54/1241"	"浅"	"早"
"92"	"黄"	"分离"	"较慢"	"椭圆"	"3.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"3月中旬"	"国外"	"大"	"中等"	"较低"	"36"	"晚"	"73.4"	"3月中旬"	"平"	"巴西"	"73.5"	"XJA00092"	"AC/AB/15 54/1243"	"无"	"中"
"93"	"白"	"分离"	"较快"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"1月上旬"	"国外"	"大"	"低"	"中等"	"36"	"早"	"82.8"	"3月中旬"	"微突"	"巴西"	"105.4"	"XJA00093"	"AC/AB/15 54/1247"	"无"	"中"
"94"	"白"	"分离"	"中等"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"1月上旬"	"国外"	"大"	"低"	"低"	"36"	"早"	"48.9"	"3月中旬"	"平"	"巴西"	"80.7"	"XJA00094"	"AC/AB/15 54/1249"	"浅"	"中"
"95"	"白"	"分离"	"较慢"	"椭圆"	"3.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"中等"	"中等"	"36"	"早"	"90.7"	"2月上旬"	"微突"	"巴西"	"65.9"	"XJA00095"	"AC/AB/15 54/1250"	"浅"	"早"
"96"	"白"	"分离"	"较慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"低"	"低"	"36"	"中"	"46.7"	"3月中旬"	"平"	"巴西"	"60.9"	"XJA00096"	"AC/AB/15 54/1251"	"浅"	"中"
"97"	"白"	"分离"	"较慢"	"椭圆"	"2.5"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"中等"	"低"	"36"	"中"	"46.0"	"3月中旬"	"突"	"巴西"	"62.7"	"XJA00097"	"AC/AB/15 54/1252"	"深"	"中"
"98"	"白"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"49.6"	"3月中旬"	"微突"	"巴西"	"44.9"	"XJA00098"	"AC/AB/15 54/1255"	"无"	"中"
"99"	"白"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"较低"	"中等"	"36"	"中"	"96.2"	"3月中旬"	"平"	"巴西"	"43.5"	"XJA00099"	"AC/AB/15 54/1259"	"浅"	"中"
"100"	"白"	"分离"	"较慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"1月上旬"	"国外"	"大"	"低"	"中等"	"36"	"早"	"80.1"	"2月上旬"	"突"	"巴西"	"62.9"	"XJA00100"	"AC/AB/15 54/126"	"浅"	"早"
"101"	"白"	"靠近"	"慢"	"椭圆"	"3.0"	"纯尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"中等"	"较低"	"36"	"早"	"62.4"	"3月中旬"	"微突"	"巴西"	"55.6"	"XJA00101"	"AC/AB/15 54/1261"	"浅"	"中"
"102"	"黄"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"1月上旬"	"国外"	"大"	"较低"	"中等"	"36"	"早"	"94.4"	"3月中旬"	"微突"	"巴西"	"53.0"	"XJA00102"	"AC/AB/15 54/1264"	"无"	"中"
"103"	"白"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"1月上旬"	"国外"	"大"	"较低"	"较低"	"36"	"早"	"62.9"	"3月中旬"	"突"	"巴西"	"82.0"	"XJA00103"	"AC/AB/15 54/1265"	"无"	"中"
"104"	"白"	"显著分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"24.8"	"3月中旬"	"平"	"巴西"	"78.9"	"XJA00104"	"AC/AB/15 54/1266"	"浅"	"中"
"105"	"白"	"分离"	"慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"低"	"低"	"36"	"早"	"51.5"	"2月上旬"	"平"	"巴西"	"45.5"	"XJA00105"	"AC/AB/15 54/1267"	"浅"	"早"
"106"	"白"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"较低"	"中等"	"36"	"中"	"88.8"	"3月中旬"	"平"	"巴西"	"93.2"	"XJA00106"	"AC/AB/15 54/1269"	"浅"	"中"
"107"	"白"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"长"	"2月中旬"	"国外"	"大"	"较低"	"低"	"36"	"中"	"42.2"	"3月中旬"	"微突"	"巴西"	"38.3"	"XJA00107"	"AC/AB/15 54/127"	"无"	"中"
"108"	"白"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"较高"	"36"	"早"	"105.8"	"3月中旬"	"微突"	"巴西"	"51.6"	"XJA00108"	"AC/AB/15 54/1270"	"浅"	"中"
"109"	"白"	"分离"	"较慢"	"椭圆"	"3.5"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较高"	"低"	"36"	"早"	"47.7"	"3月中旬"	"突"	"巴西"	"67.4"	"XJA00109"	"AC/AB/15 54/1274"	"浅"	"中"
"110"	"黄"	"分离"	"较慢"	"椭圆"	"4.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"较高"	"低"	"36"	"中"	"56.8"	"3月中旬"	"微突"	"巴西"	"74.1"	"XJA00110"	"AC/AB/15 54/1275"	"无"	"中"
"111"	"白"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"1月上旬"	"国外"	"大"	"较低"	"较低"	"36"	"早"	"61.3"	"3月中旬"	"平"	"巴西"	"77.0"	"XJA00111"	"AC/AB/15 54/1276"	"浅"	"中"
"112"	"黄"	"分离"	"慢"	"椭圆"	"3.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"长"	"3月中旬"	"国外"	"大"	"中等"	"低"	"36"	"晚"	"32.8"	"3月中旬"	"微突"	"巴西"	"45.0"	"XJA00112"	"AC/AB/15 54/129"	"无"	"中"
"113"	"黄"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"37.8"	"3月中旬"	"微突"	"巴西"	"37.8"	"XJA00113"	"AC/AB/15 54/1294"	"浅"	"中"
"114"	"白"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"较低"	"低"	"36"	"中"	"53.4"	"3月中旬"	"微突"	"巴西"	"68.3"	"XJA00114"	"AC/AB/15 54/1297"	"深"	"中"
"115"	"白"	"分离"	"慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"2月中旬"	"国外"	"大"	"低"	"较低"	"36"	"中"	"75.5"	"3月中旬"	"微突"	"巴西"	"29.3"	"XJA00115"	"AC/AB/15 54/13"	"浅"	"中"
"116"	"白"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"3月中旬"	"国外"	"大"	"较低"	"较低"	"36"	"晚"	"70.7"	"3月中旬"	"突"	"巴西"	"57.8"	"XJA00116"	"AC/AB/15 54/130"	"无"	"中"
"117"	"白"	"靠近"	"较慢"	"椭圆"	"2.0"	"纯尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"2月中旬"	"国外"	"大"	"较低"	"较低"	"36"	"中"	"78.8"	"3月中旬"	"微突"	"巴西"	"73.0"	"XJA00117"	"AC/AB/15 54/1304"	"浅"	"中"
"118"	"白"	"分离"	"较慢"	"椭圆"	"3.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"2月中旬"	"国外"	"大"	"中等"	"较低"	"36"	"中"	"69.4"	"3月中旬"	"微突"	"巴西"	"67.4"	"XJA00118"	"AC/AB/15 54/1305"	"浅"	"中"
"119"	"白"	"靠近"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"51.1"	"3月中旬"	"突"	"巴西"	"64.0"	"XJA00119"	"AC/AB/15 54/1308"	"浅"	"中"
"120"	"白"	"分离"	"慢"	"长菱"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"1月上旬"	"国外"	"大"	"低"	"较低"	"36"	"早"	"63.5"	"3月中旬"	"平"	"巴西"	"43.8"	"XJA00120"	"AC/AB/15 54/131"	"浅"	"中"
"121"	"白"	"靠近"	"较慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"低"	"低"	"36"	"中"	"46.7"	"2月上旬"	"微突"	"巴西"	"76.4"	"XJA00121"	"AC/AB/15 54/137"	"浅"	"早"
"122"	"白"	"分离"	"慢"	"椭圆"	"3.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"中等"	"较低"	"36"	"晚"	"79.6"	"2月上旬"	"平"	"巴西"	"46.6"	"XJA00122"	"AC/AB/15 54/143"	"浅"	"早"
"123"	"黄"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"较低"	"低"	"36"	"中"	"30.5"	"4月上旬"	"突"	"巴西"	"66.5"	"XJA00123"	"AC/AB/15 54/145"	"浅"	"晚"
"124"	"白"	"分离"	"慢"	"椭圆"	"3.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"中等"	"低"	"36"	"中"	"53.8"	"3月中旬"	"平"	"巴西"	"48.8"	"XJA00124"	"AC/AB/15 54/15"	"无"	"中"
"125"	"白"	"分离"	"较慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"低"	"低"	"36"	"中"	"53.1"	"3月中旬"	"平"	"巴西"	"75.8"	"XJA00125"	"AC/AB/15 54/150"	"浅"	"中"
"126"	"白"	"分离"	"慢"	"椭圆"	"2.5"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"1月上旬"	"国外"	"大"	"中等"	"较低"	"36"	"早"	"73.8"	"2月上旬"	"平"	"巴西"	"49.7"	"XJA00126"	"AC/AB/15 54/151"	"浅"	"早"
"127"	"白"	"靠近"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"较低"	"较低"	"36"	"中"	"75.4"	"2月上旬"	"微突"	"巴西"	"32.4"	"XJA00127"	"AC/AB/15 54/152"	"浅"	"早"
"128"	"黄"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"2月中旬"	"国外"	"大"	"较低"	"低"	"36"	"中"	"43.3"	"2月上旬"	"平"	"巴西"	"80.0"	"XJA00128"	"AC/AB/15 54/153"	"无"	"早"
"129"	"黄"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"较低"	"较低"	"36"	"晚"	"66.8"	"3月中旬"	"平"	"巴西"	"80.7"	"XJA00129"	"AC/AB/15 54/158"	"浅"	"中"
