"id"	"统一编号"	"保存单位"	"品种名称"	"系谱"	"来源"	"芒"	"壳色"	"粒色"	"冬春性"	"成熟期"	"穗粒数"	"穗长"	"株高"	"千粒重"	"粗蛋白"	"省份"
"133"	"ZM013769"	"京4132"	"原冬4503"	"原冬94系选"	"中国农科院原子能所"	"长"	"白"	"白"	"冬"	"中"	"47"	"10"	"80"	"40"	"13.67"	"北京
"
"134"	"ZM013770"	"京4133"	"原冬4504"	"(安京1号/农大141//矮秆早)辐射处理"	"中国农科院原子能所"	"长"	"白"	"白"	"冬"	"中"	"38"	"7"	"85"	"33"	"14.52"	"北京
"
"135"	"ZM013771"	"京4134"	"原冬4508"	"(丰产3号/卡佩蒂)辐射处理"	"中国农科院原子能所"	"长"	"白"	"白"	"冬"	"中"	"41"	"8"	"85"	"32"	"14.57"	"北京
"
"136"	"ZM013772"	"京4135"	"原冬4511"	"(7017/鉴37)辐射处理"	"中国农科院原子能所"	"长"	"白"	"红"	"冬"	"中"	"41"	"10"	"97"	"41.9"		"北京
"
"137"	"ZM013773"	"京4136 ?"	"原冬4512"	"[早洋麦/东方红3号//(St2422/464)]辐射处理"	"中国农科院原子能所"	"长"	"白"	"白"	"冬"	"中"	"62"	"11"	"80"	"51.3"	"13.77"	"北京
"
"138"	"ZM013774"	"京4137"	"原冬26744"	"原冬777/高蛋白73-1-3"	"中国农科院原子能所"	"长"	"白"	"红"	"冬"	"中"	"43"	"8"	"100"	"32"		"北京
"
"139"	"ZM013775"	"京4138"	"津冬441-2"	"洛夫林18/0-4-1//604"	"天津市农科院作物所"	"长"	"白"	"红"	"冬"	"中"	"38"	"8"	"70"	"29.2"		"天津
"
"140"	"ZM013776"	"冀育118"	"大农1号"	"泰山1号/洛夫林10号"	"河北大城县农科所"	"无"	"白"	"红"	"冬"	"晚"	"42"	"9"	"100"	"40"	"15.64"	"河北
"
"141"	"ZM013777"	"冀育119"	"大农2号"	"蚰包/抗引655"	"河北大城县农科所"	"顶"	"白"	"白"	"冬"	"中"	"42"	"8"	"80"	"35"	"14.48"	"河北
"
"142"	"ZM013778"	"冀育120"	"大农3号"	"蚰包/036//山前麦"	"河北大城县农科所"	"长"	"白"	"白"	"冬"	"中"	"45"	"8"	"80"	"38.5"	"14.4"	"河北
"
"143"	"ZM013779"	"冀育121"	"大农4号"	"有芒红7号/洛夫林10号"	"河北大城县农科所"	"无"	"白"	"红"	"冬"	"中"	"38"	"8"	"90"	"46.5"	"15.23"	"河北
"
"144"	"ZM013780"	"冀育122"	"大农5号"	"北京14/抗引655"	"河北大城县农科所"	"长"	"白"	"白"	"冬"	"中"	"36"	"6"	"87"	"35"	"16.25"	"河北
"
"145"	"ZM013781"	"冀育123"	"大农6号"	"蚰包/品15"	"河北大城县农科所"	"无"	"红"	"白"	"冬"	"中"	"49"	"8"	"98"	"43"	"17.13"	"河北
"
"146"	"ZM013782"	"冀育124"	"大农7号"	"农大45/阿芙乐尔"	"河北大城县农科所"	"长"	"白"	"红"	"冬"	"极晚"	"50"	"9"	"98"	"46.5"	"17.22"	"河北
"
"147"	"ZM013783"	"冀育192"	"文良1号"	"北京14/6354C //东方红1号"	"河北文安县原种场"	"长"	"白"	"白"	"冬"	"中"	"33"	"7"	"100"	"41.5"	"14.68"	"河北
"
"148"	"ZM013784"	"冀育135"	"石79-022"	"白蚰包/洛夫林13"	"河北石家庄地区农科所"	"长"	"白"	"白"	"冬"	"中"	"39"	"9"	"75"	"44.5"	"16.34"	"河北
"
"149"	"ZM013785"	"冀育136"	"石83-6152"	"矮杆早/洛夫林10号//津丰1号"	"河北石家庄地区农科所"	"短"	"白"	"白"	"弱冬"	"中"	"55"	"9"	"65"	"33.5"	"16.09"	"河北
"
"150"	"ZM013786"	"冀育137"	"石84-7085"	"矮杆早/洛夫林10号//津丰1号"	"河北石家庄地区农科所"	"短"	"白"	"白"	"弱冬"	"中"	"44"	"9"	"65"	"35.5"	"16.04"	"河北
"
"151"	"ZM013787"	"冀育140"	"石良4001"	"洛夫林13/丰产3号//冀麦7号"	"河北石家庄蔬菜所"	"长"	"白"	"白"	"冬"	"中"	"44"	"9"	"70"	"38"	"16.58"	"河北
"
"152"	"ZM013788"	"冀育139"	"石良6261"	"洛夫林13/丰产3号//津丰1号"	"河北石家庄蔬菜所"	"顶"	"白"	"白"	"冬"	"中"	"50"	"9"	"70"	"41"	"15.57"	"河北
"
"153"	"ZM013789"	"冀育138"	"石亲129"	"阿芙乐尔/向阳4号//3369"	"河北石家庄地区农科所"	"长"	"白"	"红"	"弱冬"	"晚"	"44"	"9"	"85"	"20"	"18.33"	"河北
"
"154"	"ZM013790"	"冀育81"	"乐亭953"	"洛夫林10号/东方红3号"	"河北乐亭种子公司"	"长"	"白"	"红"	"冬"	"早"	"37"	"8"	"95"	"49"	"16.28"	"河北
"
"155"	"ZM013791"	"冀育82"	"乐亭956"	"洛夫林10号/东方红3号"	"河北乐亭种子公司"	"长"	"白"	"红"	"冬"	"早"	"40"	"9"	"90"	"46.5"	"15.97"	"河北
"
"156"	"ZM013792"	"冀育80"	"乐亭971"	"洛夫林10号/东方红3号"	"河北乐亭种子公司"	"长"	"白"	"白"	"冬"	"早"	"40"	"10"	"90"	"37.5"	"15.91"	"河北
"
"157"	"ZM013793"	"冀育78"	"乐亭1831"	"唐麦2号/阿芙乐尔"	"河北乐亭种子公司"	"无"	"白"	"红"	"冬"	"早"	"41"	"9"	"85"	"44"	"16.61"	"河北
"
"158"	"ZM013794"	"冀育79"	"乐亭1840"	"唐麦2号/阿芙乐尔"	"河北乐亭种子公司"	"无"	"白"	"红"	"冬"	"早"	"40"	"7"	"87"	"45"	"16.51"	"河北
"
"159"	"ZM013795"	"冀育83"	"乐亭1845"	"唐麦2号/阿芙乐尔"	"河北乐亭种子公司"	"无"	"白"	"红"	"冬"	"早"	"34"	"8"	"90"	"45"	"16.05"	"河北
"
"160"	"ZM013796"	"冀育84"	"乐亭3007"	"唐麦2号/阿芙乐尔"	"河北乐亭种子公司"	"无"	"白"	"红"	"冬"	"早"	"41"	"8"	"90"	"47"		"河北
"
"161"	"ZM013797"	"冀育151"	"邢农2号"	"Null"	"河北邢台地区农科所"	"长"	"白"	"白"	"弱冬"	"中"	"23"	"9"	"120"	"39.1"		"河北
"
"162"	"ZM013798"	"冀育98"	"师选1号"	"Null"	"河北廊坊地区农科所"	"长"	"白"	"红"	"冬"	"中"	"48"	"11"	"100"	"42"	"15.85"	"河北
"
"163"	"ZM013799"	"冀育99"	"师选2-6-1-22-18"	"Null"	"河北廊坊地区农科所"	"长"	"白"	"红"	"冬"	"中"	"44"	"9"	"90"	"47.5"	"16.65"	"河北
"
"164"	"ZM013800"	"冀育110"	"沧78(13)-3"	"沧州1号/洛夫林231"	"河北沧州地区农科所"	"长"	"白"	"白"	"冬"	"极晚"	"56"	"10"	"90"	"50"	"15.02"	"河北
"
"165"	"ZM013801"	"冀育111"	"科城1号"	"科红1号/F49-70"	"中国科学院遗传所"	"长"	"白"	"白"	"冬"	"晚"	"37"	"8"	"90"	"37.5"	"14.47"	"北京
"
"166"	"ZM013802"	"冀育112"	"科城2号"	"科红1号/F49-70"	"中国科学院遗传所"	"长"	"白"	"白"	"冬"	"晚"	"36"	"9"	"97"	"36.5"	"13.02"	"北京
"
"167"	"ZM013803"	"冀育113"	"科城3号"	"科红1号/洛夫林13"	"中国科学院遗传所"	"长"	"白"	"白"	"冬"	"中"	"41"	"8"	"97"	"40"	"15.6"	"北京
"
"168"	"ZM013804"	"冀育114"	"科城4号"	"科红1号/洛夫林13"	"中国科学院遗传所"	"长"	"白"	"白"	"冬"	"中"	"40"	"9"	"98"	"48.5"	"15.54"	"北京
"
"169"	"ZM013805"	"冀育115"	"科城5号"	"科红1号/洛夫林13"	"中国科学院遗传所"	"长"	"白"	"白"	"冬"	"中"	"38"	"9"	"110"	"41"	"15.58"	"北京
"
"170"	"ZM013806"	"冀育116"	"科城6号"	"科红1号/洛夫林13"	"中国科学院遗传所"	"长"	"白"	"白"	"冬"	"中"	"47"	"8"	"100"	"46.5"	"15.69"	"北京
"
"171"	"ZM013807"	"冀育117"	"科城7号"	"科红1号/洛夫林13"	"中国科学院遗传所"	"无"	"白"	"红"	"冬"	"晚"	"42"	"12"	"96"	"46"	"15.49"	"北京
"
"172"	"ZM013808"	"冀育107"	"保205"	"洛夫林10号/矮丰1号//715017"	"河北保定地区农科所"	"长"	"白"	"白"	"冬"	"晚"	"49"	"10"	"70"	"40"	"15.39"	"河北
"
"173"	"ZM013809"	"冀育109"	"保5264"	"阿芙乐尔/保定4号"	"河北保定地区农科所"	"无"	"白"	"白"	"冬"	"中"	"48"	"9"	"105"	"47"	"17.03"	"河北
"
"174"	"ZM013810"	"冀育108"	"保麦1号"	"濮农3665/冀麦5号//晋中849"	"河北保定地区农科所"	"长"	"白"	"白"	"冬"	"晚"	"42"	"9"	"100"	"46.5"	"15.34"	"河北
"
"175"	"ZM013811"	"冀育193"	"津丰1号"	"石家庄63辐射处理"	"天津南开大学"	"短"	"白"	"白"	"弱冬"	"早"	"35"	"8"	"75"	"40"	"16.14"	"天津
"
"176"	"ZM013812"	"冀育74"	"唐83-5027"	"农大198/洛夫林13"	"河北唐山地区农科所"	"长"	"白"	"白"	"冬"	"中"	"49"	"9"	"90"	"41.5"	"17.06"	"河北
"
"177"	"ZM013813"	"冀育72"	"唐83-5078"	"有芒红7号/山前麦"	"河北唐山地区农科所"	"长"	"白"	"红"	"冬"	"中"	"45"	"8"	"90"	"45"	"14.82"	"河北
"
"178"	"ZM013814"	"冀育73"	"唐84-6054"	"有芒红7号/山前麦"	"河北唐山地区农科所"	"长"	"白"	"红"	"冬"	"中"	"41"	"7"	"85"	"45"	"14.91"	"河北
"
"179"	"ZM013815"	"冀育71"	"唐70005"	"洛夫林10号/(St2422/464)"	"河北唐山地区农科所"	"无"	"白"	"红"	"冬"	"晚"	"48"	"9"	"95"	"45"	"16.45"	"河北
"
"180"	"ZM013816"	"冀育75"	"唐75012"	"雁北7号/6211-3"	"河北唐山地区农科所"	"长"	"白"	"红"	"春"	"极晚"	"42"	"9"	"74"	"42"	"14.69"	"河北
"
"181"	"ZM013817"	"冀育76"	"唐78157"	"山前麦/纳罗//铁岭7321"	"河北唐山地区农科所"	"长"	"白"	"红"	"春"	"中"	"49"	"7"	"70"	"44"	"13.83"	"河北
"
"182"	"ZM013818"	"冀育70"	"唐辐6017"	"反修4号辐射处理"	"河北唐山地区农科所"	"长"	"白"	"红"	"冬"	"中"	"50"	"10"	"80"	"43.5"	"15.41"	"河北
"
"183"	"ZM013819"	"冀育85"	"廊8301"	"科遗16/山前麦//东方红3号/向阳2号"	"河北廊坊地区农科所"	"长"	"白"	"白"	"冬"	"中"	"44"	"9"	"105"	"49"	"15.94"	"河北
"
"184"	"ZM013820"	"冀育86"	"廊8302"	"科遗16/山前麦//东方红3号/向阳2号"	"河北廊坊地区农科所"	"长"	"白"	"白"	"冬"	"中"	"34"	"8"	"95"	"49"	"16.26"	"河北
"
"185"	"ZM013821"	"冀育87"	"廊8303"	"科遗16/山前麦//东方红3号/向阳2号"	"河北廊坊地区农科所"	"长"	"白"	"白"	"冬"	"中"	"34"	"8"	"110"	"55.5"	"16.84"	"河北
"
"186"	"ZM013822"	"冀育92"	"廊8503"	"科遗16/山前麦//东方红3号/向阳2号"	"河北廊坊地区农科所"	"长"	"白"	"红"	"冬"	"中"	"33"	"9"	"90"	"50"	"15.5"	"河北
"
"187"	"ZM013823"	"冀育93"	"廊8504"	"科遗16/山前麦//东方红3号/向阳2号"	"河北廊坊地区农科所"	"长"	"白"	"红"	"冬"	"中"	"36"	"10"	"95"	"44"	"15.11"	"河北
"
"188"	"ZM013824"	"冀育94"	"廊8505"	"科遗16/山前麦//东方红3号/向阳2号"	"河北廊坊地区农科所"	"长"	"白"	"白"	"冬"	"中"	"40"	"9"	"70"	"47"	"16.38"	"河北
"
"189"	"ZM013825"	"冀育88"	"廊8513"	"78-5266/东方红3号"	"河北廊坊地区农科所"	"长"	"白"	"白"	"冬"	"中"	"37"	"8"	"95"	"42"	"16.02"	"河北
"
"190"	"ZM013826"	"冀育89"	"廊8515"	"6898/山前麦//78-7137"	"河北廊坊地区农科所"	"长"	"白"	"红"	"冬"	"中"	"40"	"9"	"85"	"40"	"15.46"	"河北
"
"191"	"ZM013827"	"冀育90"	"廊8519"	"78-7137//三家店小白麦/洛夫林13"	"河北廊坊地区农科所"	"无"	"白"	"红"	"冬"	"晚"	"36"	"9"	"80"	"46.5"	"15.97"	"河北
"
"192"	"ZM013828"	"冀育91"	"廊8521"	"067/六倍体小黑麦//普通小麦(无名)"	"河北廊坊地区农科所"	"长"	"白"	"红"	"冬"	"中"	"44"	"10"	"80"	"36.5"	"14.79"	"河北
"
"193"	"ZM013829"	"冀育95"	"廊8601"	"067/六倍体小黑麦//普通小麦(无名)"	"河北廊坊地区农科所"	"长"	"白"	"红"	"冬"	"中"	"43"	"10"	"90"	"39.5"	"14.92"	"河北
"
"194"	"ZM013830"	"冀育97"	"廊8612"	"78-7137//三家店小白麦/洛夫林13"	"河北廊坊地区农科所"	"长"	"白"	"红"	"冬"	"中"	"46"	"10"	"100"	"49.4"	"17.25"	"河北
"
"195"	"ZM013831"	"冀育96"	"廊8615"	"78-5268/78-5236"	"河北廊坊地区农科所"	"长"	"白"	"红"	"冬"	"中"	"44"	"9"	"105"	"45.3"	"16.19"	"河北
"
"196"	"ZM013832"	"冀育146"	"辐33"	"(矮丰3号/卫东8号)γ射线处理"	"河北石家庄地区农科所"	"长"	"白"	"白"	"弱冬"	"早"	"54"	"6"	"87"	"44"	"17.29"	"河北
"
"197"	"ZM013833"	"冀育182"	"辐74"	"冀麦7号/优12+钴60-γ射线处理"	"河北省农科院理化所"	"长"	"白"	"白"	"冬"	"早"	"49"	"9"	"90"	"36"	"16.05"	"河北
"
"198"	"ZM013834"	"冀育184"	"辐162"	"冀麦7号/西安大穗+γ射线处理"	"河北省农科院理化所"	"长"	"白"	"白"	"冬"	"中"	"55"	"10"	"85"	"47"	"17.04"	"河北
"
"199"	"ZM013835"	"冀育183"	"辐325"	"武麦74/33(13) -W -B -B"	"河北省农科院理化所"	"长"	"白"	"白"	"冬"	"早"	"42"	"9"	"70"	"36"	"15.52"	"河北
"
"200"	"ZM013836"	"冀育174"	"冀C622"	"友谊2号//7808/石4454/3/6609"	"河北省农科院粮油所"	"长"	"白"	"白"	"弱冬"	"中"	"42"	"9"	"78"	"38.5"	"12.45"	"河北
"
"201"	"ZM013837"	"冀育170"	"冀Z124"	"7646-5-1系选"	"河北省农科院粮油所"	"长"	"白"	"白"	"弱冬"	"早"	"46"	"9"	"80"	"34.5"	"16.62"	"河北
"
"202"	"ZM013838"	"冀育175"	"冀79-C5 149"	"孟县4号/冀麦3号"	"河北省农科院粮油所"	"无"	"白"	"白"	"弱冬"	"中"	"43"	"9"	"70"	"51"	"15.77"	"河北
"
"203"	"ZM013839"	"冀育172"	"冀81-C4 102-5"	"普利美比/伊尼亚F66//泰山5号"	"河北省农科院粮油所"	"长"	"白"	"白"	"弱冬"	"早"	"45"	"9"	"80"	"38.5"	"14.53"	"河北
"
"204"	"ZM013840"	"冀育179"	"冀81-C4 169"	"普利美比/科春14//矮杆早/冀麦3号"	"河北省农科院粮油所"	"长"	"白"	"白"	"弱冬"	"早"	"32"	"6"	"90"	"35"	"14.63"	"河北
"
"205"	"ZM013841"	"冀育173"	"冀82-C4 416-39"	"矮丰3号//7808/石家庄407/3/高8"	"河北省农科院粮油所"	"长"	"白"	"白"	"弱冬"	"中"	"45"	"9"	"65"	"31.5"	"15.92"	"河北
"
"206"	"ZM013842"	"冀育178"	"冀82-C561"	"普利美比/伊尼亚F66//泰山5号"	"河北省农科院粮油所"	"无"	"白"	"白"	"弱冬"	"早"	"41"	"8"	"80"	"52"	"15.83"	"河北
"
"207"	"ZM013843"	"冀育169"	"冀82-4255"	"高加索/品37//济南13"	"河北省农科院粮油所"	"长"	"白"	"白"	"弱冬"	"中"	"29"	"10"	"82"	"45.3"	"14.65"	"河北
"
"208"	"ZM013844"	"冀育177"	"冀83-C655"	"普利美比/科春14//矮杆早/冀麦3号"	"河北省农科院粮油所"	"长"	"白"	"白"	"弱冬"	"早"	"44"	"9"	"70"	"37"	"15.04"	"河北
"
"209"	"ZM013845"	"冀育176"	"冀84-C661-1"	"普利美比/科春14//矮杆早/冀麦3号"	"河北省农科院粮油所"	"长"	"白"	"白"	"弱冬"	"中"	"48"	"8"	"65"	"31"	"14.48"	"河北
"
"210"	"ZM013846"	"冀育164"	"冀84-5034"	"78-4078/7014Ro"	"河北省农科院粮油所"	"长"	"白"	"白"	"弱冬"	"早"	"42"	"9"	"75"	"38"	"14.76"	"河北
"
"211"	"ZM013847"	"冀育168"	"冀84-5091"	"小偃7014-5-2-14/78-4101"	"河北省农科院粮油所"	"长"	"白"	"白"	"弱冬"	"早"	"48"	"7"	"75"	"33.5"	"16.08"	"河北
"
"212"	"ZM013848"	"冀育166"	"冀84-5103"	"小偃7014-5-2-14/78-4101"	"河北省农科院粮油所"	"长"	"白"	"白"	"弱冬"	"中"	"44"	"10"	"75"	"37.5"	"15.11"	"河北
"
"213"	"ZM013849"	"冀育167"	"冀84-5262"	"郑引1号/石品10号"	"河北省农科院粮油所"	"长"	"白"	"白"	"弱冬"	"早"	"46"	"8"	"70"	"32.4"	"15.49"	"河北
"
"214"	"ZM013850"	"冀育163"	"冀84-5418"	"石3147/石4414"	"河北省农科院粮油所"	"长"	"白"	"白"	"弱冬"	"早"	"39"	"9"	"80"	"32.5"	"15.15"	"河北
"
"215"	"ZM013851"	"冀育162"	"冀84观777"	"小偃7014-5-2-14/78-4101"	"河北省农科院粮油所"	"长"	"白"	"白"	"弱冬"	"中"	"50"	"9"	"80"	"35"	"15.66"	"河北
"
"216"	"ZM013852"	"冀育147"	"冀石5032"	"矮丰3号/卫东8号"	"河北石家庄地区农科所"	"顶"	"白"	"白"	"弱冬"	"中"	"41"	"7"	"87"	"45"	"14.41"	"河北
"
"217"	"ZM013853"	"冀育148"	"冀石6039"	"矮丰3号/卫东8号"	"河北石家庄地区农科所"	"长"	"白"	"白"	"弱冬"	"中"	"42"	"7"	"85"	"45"	"16.31"	"河北
"
"218"	"ZM013854"	"冀育145"	"冀石7001"	"石家庄72/St//65(14)4-12-3-3"	"河北石家庄地区农科所"	"长"	"白"	"白"	"弱冬"	"早"	"41"	"7"	"90"	"46"	"15.68"	"河北
"
"219"	"ZM013855"	"冀育141"	"冀邢74(159)"	"濮农3665/7320"	"河北邢台地区农科所"	"长"	"白"	"白"	"冬"	"中"	"45"	"8"	"80"	"39"	"16.09"	"河北
"
"220"	"ZM013856"	"冀育142"	"冀邢4021"	"佛朗塔纳/石家庄34//品37"	"河北邢台地区农科所"	"长"	"白"	"白"	"冬"	"中"	"39"	"10"	"70"	"33"	"14.96"	"河北
"
"221"	"ZM013857"	"冀育143"	"冀邢4075-1-5-1"	"洛夫林10号/矮秆早"	"河北邢台地区农科所"	"长"	"白"	"白"	"弱冬"	"晚"	"50"	"10"	"70"	"41.5"	"15.25"	"河北
"
"222"	"ZM013858"	"冀育144"	"冀邢7070"	"有芒白4号/洛夫林10号"	"河北邢台地区农科所"	"顶"	"白"	"白"	"冬"	"中"	"51"	"9"	"80"	"40"	"15.7"	"河北
"
"223"	"ZM013859"	"冀育161"	"冀师7225-28"	"小红麦系选"	"河北师范大学"	"长"	"红"	"白"	"弱冬"	"早"	"38"	"8"	"90"	"35"	"14.76"	"河北
"
"224"	"ZM013860"	"冀育181"	"冀早9"	"早5/5641"	"河北省农科院粮油所"	"长"	"白"	"白"	"弱冬"	"早"	"42"	"9"	"90"	"40"	"15.93"	"河北
"
"225"	"ZM013861"	"冀育180"	"冀早15"	"冀麦15系选"	"河北省农科院粮油所"	"长"	"白"	"白"	"弱冬"	"早"	"38"	"10"	"85"	"39"	"16.39"	"河北
"
"226"	"ZM013862"	"冀育150"	"冀邯77(32)"	"72(02)-1-5/抗213"	"河北邯郸地区农校"	"无"	"红"	"红"	"冬"	"晚"	"42"	"9"	"98"	"43"	"14.9"	"河北
"
"227"	"ZM013863"	"冀育149"	"冀邯84(04)-11-2"	"毛苏5号/偃大72-629"	"河北邯郸地区农校"	"长"	"白"	"白"	"冬"	"中"	"44"	"9"	"100"	"33.5"	"15.0"	"河北
"
"228"	"ZM013864"	"冀育134"	"冀麦10号(74531)"	"洛夫林10号/矮秆早"	"河北石家庄地区农科所"	"无"	"白"	"红"	"冬"	"晚"	"49"	"12"	"75"	"39.5"		"河北
"
"229"	"ZM013865"	"冀育186"	"冀麦11"	"邯6048/矮红白"	"河北邯郸地区农科所"	"顶"	"白"	"白"	"弱冬"	"早"	"42"	"9"	"80"	"38.2"	"13.25"	"河北
"
"230"	"ZM013867"	"冀育151"	"冀麦13"	"6354C /北京8号"	"河北省农科院植保所"	"长"	"白"	"白"	"冬"	"晚"	"38"	"7"	"100"	"42.5"	"15.87"	"河北
"
"231"	"ZM013868"	"冀育152"	"冀麦14"	"6354C /石家庄63"	"河北省农科院植保所"	"长"	"白"	"白"	"冬"	"晚"	"38"	"9"	"100"	"50"	"16.09"	"河北
"
"232"	"ZM013869"	"冀育188"	"冀麦15(4024)"	"佛朗塔纳/石家庄34//品39"	"河北省农科院粮油所"	"长"	"白"	"白"	"弱冬"	"中"	"26"	"9"	"90"	"26.1"	"15.99"	"河北
"
"233"	"ZM013870"	"冀育189"	"冀麦16"	"东方红3号系选"	"河北唐山市良种场"	"长"	"白"	"红"	"冬"	"晚"	"37"	"9"	"87"	"40"	"15.72"	"河北
"
"234"	"ZM013871"	"冀育77"	"冀麦17"	"洛夫林10号/东方红3号"	"河北乐亭种子公司"	"无"	"白"	"红"	"冬"	"中"	"34"	"11"	"105"	"44.3"	"15.43"	"河北
"
"235"	"ZM013872"	"冀育190"	"冀麦18(4078)"	"洛夫林10号/矮秆早"	"河北省农科院粮油所"	"长"	"白"	"白"	"弱冬"	"晚"	"30"	"9"	"82"	"45.5"	"15.66"	"河北
"
"236"	"ZM013873"	"冀育153"	"冀麦19"	"天选6号/(St2422/464)//洛夫林10号"	"河北省农科院植保所"	"长"	"白"	"白"	"冬"	"晚"	"52"	"9"	"75"	"38.5"	"14.95"	"河北
"
"237"	"ZM013874"	"冀育191"	"冀麦20(23654)"	"友谊2号/石3626"	"河北省农科院粮油所"	"无"	"白"	"白"	"弱冬"	"中"	"35"	"11"	"85"	"38.9"	"16.06"	"河北
"
"238"	"ZM013875"	"冀育125"	"冀麦21"	"衡水6404/濮农3665"	"河北衡水地区农科所"	"长"	"白"	"白"	"冬"	"晚"	"38"	"9"	"85"	"48.5"	"15.62"	"河北
"
"239"	"ZM013876"	"冀育165"	"冀麦25(6190)"	"洛夫林10号/矮秆早"	"河北省农科院粮油所"	"无"	"白"	"白"	"弱冬"	"中"	"43"	"9"	"70"	"41.5"	"14.26"	"河北
"
"240"	"ZM013877"	"冀育185"	"冀远早1号"	"763883/武大穗"	"河北省农科院粮油所"	"长"	"白"	"白"	"弱冬"	"早"	"45"	"9"	"99"	"47.2"	"16.26"	"河北
"
"241"	"ZM013878"	"冀育171"	"冀花555"	"65(14)4-12-3-3/中引6号"	"河北省农科院粮油所"	"长"	"白"	"白"	"弱冬"	"中"	"32"	"8"	"94"	"35.5"	"15.91"	"河北
"
"242"	"ZM013879"	"冀育102"	"冀廊767-4-13-1"	"Null"	"河北廊坊地区农科所"	"长"	"白"	"红"	"冬"	"中"	"50"	"10"	"93"	"45"	"16.62"	"河北
"
"243"	"ZM013880"	"冀育101"	"冀廊767-4-38"	"Null"	"河北廊坊地区农科所"	"无"	"白"	"红"	"冬"	"中"	"50"	"12"	"95"	"45"	"15.35"	"河北
"
"244"	"ZM013881"	"冀育100"	"冀廊7661-2-15-1"	"Null"	"河北廊坊地区农科所"	"长"	"白"	"红"	"冬"	"中"	"53"	"9"	"95"	"41.5"	"16.29"	"河北
"
"245"	"ZM013882"	"冀育103"	"冀廊7975-6-1"	"Null"	"河北廊坊地区农科所"	"长"	"白"	"红"	"冬"	"极早"	"44"	"11"	"100"	"42.5"	"14.9"	"河北
"
"246"	"ZM013883"	"冀育105"	"冀廊8111-2-1-1"	"Null"	"河北廊坊地区农科所"	"长"	"白"	"白"	"冬"	"中"	"37"	"10"	"90"	"42"	"14.46"	"河北
"
"247"	"ZM013884"	"冀育106"	"冀廊8117-5-1-3"	"Null"	"河北廊坊地区农科所"	"长"	"白"	"白"	"冬"	"中"	"32"	"7"	"80"	"45"	"15.14"	"河北
"
"248"	"ZM013885"	"冀育104"	"冀廊8190-2"	"Null"	"河北廊坊地区农科所"	"长"	"白"	"红"	"冬"	"中"	"46"	"12"	"105"	"50"	"15.43"	"河北
"
"249"	"ZM013886"	"冀育154"	"冀植4001"	"三月黄/洛夫林10号//4050"	"河北省农科院植保所"	"长"	"白"	"白"	"冬"	"早"	"40"	"9"	"70"	"38.5"	"15.65"	"河北
"
"250"	"ZM013887"	"冀育155"	"冀植8094"	"蚰包/036//山前麦"	"河北省农科院植保所"	"长"	"白"	"白"	"冬"	"中"	"35"	"8"	"80"	"36.5"	"14.6"	"河北
"
"251"	"ZM013888"	"冀育157"	"冀辐78-2"	"74(96)辐射处理"	"河北省农科院理化所"	"长"	"白"	"白"	"弱冬"	"中"	"39"	"9"	"85"	"43.5"	"16.98"	"河北
"
"252"	"ZM013889"	"冀育158"	"冀辐80-58"	"冀麦7号辐射处理"	"河北省农科院理化所"	"长"	"白"	"白"	"冬"	"早"	"44"	"8"	"70"	"33"	"17.95"	"河北
"
"253"	"ZM013890"	"冀育156"	"冀辐8005"	"泰山5号辐射处理"	"河北省农科院理化所"	"长"	"白"	"白"	"冬"	"中"	"48"	"9"	"75"	"36.5"	"16.55"	"河北
"
"254"	"ZM013891"	"冀育160"	"冀辐8401"	"风麦13辐射处理"	"河北省农科院理化所"	"长"	"白"	"白"	"冬"	"早"	"41"	"9"	"110"	"57"	"16.14"	"河北
"
"255"	"ZM013892"	"冀育159"	"冀辐8504"	"风麦13辐射处理"	"河北省农科院理化所"	"长"	"白"	"白"	"冬"	"早"	"35"	"8"	"70"	"33.5"	"16.27"	"河北
"
"256"	"ZM013893"	"冀育127"	"冀衡85优4"	"代233//濮农3665/西阿诺"	"河北衡水地区农科所"	"长"	"白"	"白"	"冬"	"中"	"36"	"8"	"80"	"41.5"	"14.56"	"河北
"
"257"	"ZM013894"	"冀育129"	"冀衡822早1"	"濮农3665/他诺瑞F71"	"河北衡水地区农科所"	"长"	"白"	"白"	"冬"	"中"	"38"	"9"	"105"	"50"	"16.51"	"河北
"
"258"	"ZM013895"	"冀育130"	"冀衡822早2"	"濮农3665/他诺瑞F71"	"河北衡水地区农科所"	"长"	"白"	"白"	"冬"	"早"	"47"	"8"	"100"	"38.5"	"16.66"	"河北
"
"259"	"ZM013896"	"冀育131"	"冀衡822早3"	"濮农3665/他诺瑞F71"	"河北衡水地区农科所"	"长"	"白"	"白"	"冬"	"早"	"36"	"8"	"100"	"47"	"16.95"	"河北
"
"260"	"ZM013897"	"冀育132"	"冀衡822早5"	"濮农3665/他诺瑞F71"	"河北衡水地区农科所"	"长"	"白"	"白"	"冬"	"中"	"44"	"9"	"105"	"48.5"	"16.07"	"河北
"
"261"	"ZM013898"	"冀育128"	"冀衡5011"	"蚰包/向阳4号//代233"	"河北衡水地区农科所"	"长"	"白"	"白"	"冬"	"中"	"40"	"6"	"85"	"44.6"	"15.36"	"河北
"
