"id"	"成熟期"	"科名"	"种子含油率"	"产地或来源"	"库编号"	"单株果球数"	"千粒重"	"壳型"	"统一编号"	"出苗期"	"省"	"亚油酸"	"皮壳率"	"译名"	"叶缘"	"品种名称"	"苞片有无刺"	"播种期"	"学名"	"单位编号"	"保存单位"	"属名"	"抗逆性"	"叶片有无刺"	"选育方法"	"株高"	"花色"
"234"	"9/2"	"Compositae(菊科)"	"30.05"	"张掖地区农科所"	"I4E00539"	"20"	"21.0"	"条纹"	"ZHH00892"	"4/29"	"甘肃"	"--"	"45.0"	"XW265-3-2"	"波"	"XW265-3-2"	"无"	"4/7"	"Carthamus tinctorius L.(红花)"	"GZ-57"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"少"	"系选"	"108.0"	"黄红"
"235"	"8/31"	"Compositae(菊科)"	"33.56"	"张掖地区农科所"	"I4E00540"	"18"	"24.4"	"条纹"	"ZHH00893"	"4/29"	"甘肃"	"--"	"50.0"	"ZW96-1(4)"	"波"	"ZW96-1(4)"	"无"	"4/7"	"Carthamus tinctorius L.(红花)"	"GZ-58"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"101.0"	"黄红"
"236"	"8/25"	"Compositae(菊科)"	"30.69"	"张掖地区农科所"	"I4E00541"	"18"	"25.8"	"条纹"	"ZHH00894"	"4/29"	"甘肃"	"--"	"50.0"	"ZT49-3-3-2"	"全缘"	"ZT49-3-3-2"	"无"	"4/7"	"Carthamus tinctorius L.(红花)"	"GZ-59"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"105.0"	"黄红"
"237"	"8/31"	"Compositae(菊科)"	"34.68"	"张掖地区农科所"	"I4E00542"	"17"	"24.0"	"条纹"	"ZHH00895"	"4/29"	"甘肃"	"--"	"50.0"	"ZW96-1-3-6"	"全缘"	"ZW96-1-3-6"	"无"	"4/7"	"Carthamus tinctorius L.(红花)"	"GZ-60"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"104.0"	"黄红"
"238"	"8/31"	"Compositae(菊科)"	"34.96"	"张掖地区农科所"	"I4E00543"	"15"	"24.4"	"条纹"	"ZHH00896"	"4/29"	"甘肃"	"--"	"50.0"	"ZW96-1-10"	"全缘"	"ZW96-1-10"	"无"	"4/7"	"Carthamus tinctorius L.(红花)"	"GZ-61"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"少"	"系选"	"103.0"	"黄红"
"239"	"8/25"	"Compositae(菊科)"	"36.61"	"张掖地区农科所"	"I4E00544"	"13"	"24.4"	"条纹"	"ZHH00897"	"4/29"	"甘肃"	"--"	"40.0"	"ZW96-1-10"	"全缘"	"ZW96-1-10"	"无"	"4/7"	"Carthamus tinctorius L.(红花)"	"GZ-62"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"少"	"系选"	"113.0"	"黄红"
"240"	"8/25"	"Compositae(菊科)"	"34.94"	"张掖地区农科所"	"I4E00545"	"18"	"24.8"	"条纹"	"ZHH00898"	"4/29"	"甘肃"	"--"	"50.0"	"ZW96-1-26"	"全缘"	"ZW96-1-26"	"无"	"4/7"	"Carthamus tinctorius L.(红花)"	"GZ-63"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"少"	"系选"	"112.0"	"黄红"
"241"	"8/27"	"Compositae(菊科)"	"35.90"	"张掖地区农科所"	"I4E00546"	"19"	"21.6"	"条纹"	"ZHH00899"	"4/29"	"甘肃"	"--"	"50.0"	"ZW96-1-26"	"全缘"	"ZW96-1-26"	"少"	"4/7"	"Carthamus tinctorius L.(红花)"	"GZ-64"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"少"	"系选"	"111.0"	"黄红"
"242"	"8/25"	"Compositae(菊科)"	"33.14"	"张掖地区农科所"	"I4E00547"	"21"	"28.2"	"条纹"	"ZHH00900"	"4/29"	"甘肃"	"--"	"50.0"	"ZW96-35(2)"	"全缘"	"ZW96-35(2)"	"少"	"4/7"	"Carthamus tinctorius L.(红花)"	"GZ-65"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"110.0"	"黄红"
"243"	"8/25"	"Compositae(菊科)"	"33.14"	"张掖地区农科所"	"I4E00548"	"12"	"26.0"	"条纹"	"ZHH00901"	"4/29"	"甘肃"	"--"	"50.0"	"ZW201-1-1-2"	"全缘"	"ZW201-1-1-2"	"少"	"4/7"	"Carthamus tinctorius L.(红花)"	"GZ-66"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"有"	"系选"	"103.0"	"黄红"
"244"	"9/4"	"Compositae(菊科)"	"43.65"	"张掖地区农科所"	"I4E00549"	"20"	"26.4"	"条纹"	"ZHH00902"	"4/29"	"甘肃"	"--"	"50.0"	"ZW127-1-3-1-1"	"波"	"ZW127-1-3-1-1"	"少"	"4/7"	"Carthamus tinctorius L.(红花)"	"GZ-67"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"少"	"系选"	"133.0"	"黄红"
"245"	"8/25"	"Compositae(菊科)"	"35.55"	"张掖地区农科所"	"I4E00550"	"19"	"33.0"	"条纹"	"ZHH00903"	"4/29"	"甘肃"	"--"	"60.0"	"80143-1-2-10-1-1"	"全缘"	"80143-1-2-10-1-1"	"少"	"4/7"	"Carthamus tinctorius L.(红花)"	"GZ-68"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"少"	"系选"	"122.0"	"黄"
"246"	"9/4"	"Compositae(菊科)"	"30.50"	"张掖地区农科所"	"I4E00551"	"23"	"36.4"	"条纹"	"ZHH00904"	"4/29"	"甘肃"	"--"	"50.0"	"80143-1-2-10-1-2"	"全缘"	"80143-1-2-10-1-2"	"少"	"4/7"	"Carthamus tinctorius L.(红花)"	"GZ-69"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"少"	"系选"	"111.0"	"黄"
"247"	"8/25"	"Compositae(菊科)"	"36.09"	"张掖地区农科所"	"I4E00552"	"17"	"29.2"	"条纹"	"ZHH00905"	"4/29"	"甘肃"	"--"	"30.0"	"ZW203-2-5-6"	"锯齿"	"ZW203-2-5-6"	"多"	"4/7"	"Carthamus tinctorius L.(红花)"	"GZ-70"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"多"	"系选"	"97.0"	"黄红"
"248"	"9/4"	"Compositae(菊科)"	"18.34"	"张掖地区农科所"	"I4E00553"	"14"	"25.8"	"条纹"	"ZHH00906"	"4/29"	"甘肃"	"--"	"40.0"	"ZW265-2"	"波"	"ZW265-2"	"有"	"4/7"	"Carthamus tinctorius L.(红花)"	"GZ-71"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"多"	"系选"	"107.0"	"桔红"
"249"	"9/4"	"Compositae(菊科)"	"--"	"张掖地区农科所"	"I4E00554"	"21"	"37.8"	"普通"	"ZHH00907"	"4/29"	"甘肃"	"--"	"40.0"	"80198"	"锯齿"	"80198"	"有"	"4/7"	"Carthamus tinctorius L.(红花)"	"GZ-72"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"多"	"系选"	"104.0"	"桔红"
"250"	"9/11"	"Compositae(菊科)"	"43.10"	"张掖地区农科所"	"I4E00555"	"18"	"29.6"	"普通"	"ZHH00908"	"4/29"	"甘肃"	"--"	"50.0"	"795"	"锯齿"	"795"	"有"	"4/7"	"Carthamus tinctorius L.(红花)"	"GZ-73"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"多"	"系选"	"111.0"	"桔红"
"251"	"9/11"	"Compositae(菊科)"	"30.31"	"张掖地区农科所"	"I4E00556"	"19"	"35.0"	"普通"	"ZHH00909"	"4/29"	"甘肃"	"--"	"50.0"	"80169"	"波"	"80169"	"有"	"4/7"	"Carthamus tinctorius L.(红花)"	"GZ-74"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"多"	"系选"	"104.0"	"黄"
"252"	"8/25"	"Compositae(菊科)"	"34.94"	"张掖地区农科所"	"I4E00557"	"17"	"27.8"	"普通"	"ZHH00910"	"4/29"	"甘肃"	"--"	"40.0"	"FW -4"	"全缘"	"FW -4"	"无"	"4/7"	"Carthamus tinctorius L.(红花)"	"GZ-75"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"113.0"	"黄红"
"253"	"9/5"	"Compositae(菊科)"	"24.68"	"张掖地区农科所"	"I4E00558"	"14"	"23.2"	"条纹"	"ZHH00911"	"4/29"	"甘肃"	"--"	"60.0"	"ZW17"	"全缘"	"ZW17"	"无"	"4/7"	"Carthamus tinctorius L.(红花)"	"GZ-76"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"少"	"系选"	"127.0"	"黄"
"254"	"9/5"	"Compositae(菊科)"	"25.16"	"张掖地区农科所"	"I4E00559"	"16"	"27.2"	"条纹"	"ZHH00912"	"4/29"	"甘肃"	"--"	"50.0"	"XW53"	"全缘"	"XW53"	"无"	"4/7"	"Carthamus tinctorius L.(红花)"	"GZ-77"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"123.0"	"黄"
"255"	"8/25"	"Compositae(菊科)"	"35.24"	"张掖地区农科所"	"I4E00560"	"14"	"26.2"	"条纹"	"ZHH00913"	"4/29"	"甘肃"	"--"	"40.0"	"8036"	"锯齿"	"8036"	"多"	"4/7"	"Carthamus tinctorius L.(红花)"	"GZ-78"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"多"	"系选"	"93.0"	"黄"
"256"	"8/26"	"Compositae(菊科)"	"25.27"	"张掖地区农科所"	"I4E00561"	"34"	"24.4"	"条纹"	"ZHH00914"	"4/29"	"甘肃"	"--"	"40.0"	"ZT46-10-4-1"	"波"	"ZT46-10-4-1"	"有"	"4/7"	"Carthamus tinctorius L.(红花)"	"GZ-79"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"有"	"系选"	"101.0"	"黄"
"257"	"8/26"	"Compositae(菊科)"	"23.74"	"张掖地区农科所"	"I4E00562"	"21"	"33.0"	"条纹"	"ZHH00915"	"4/29"	"甘肃"	"--"	"50.0"	"ZW171-22-1(1)-1-3"	"波"	"ZW171-22-1(1)-1-3"	"少"	"4/7"	"Carthamus tinctorius L.(红花)"	"GZ-80"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"有"	"系选"	"95.0"	"黄红"
"258"	"8/24"	"Compositae(菊科)"	"--"	"张掖地区农科所"	"I4E02289"	"19"	"24.0"	"条纹"	"ZHH00916"	"4/28"	"甘肃"	"--"	"34.0"	"ZW4"	"全缘"	"ZW4"	"无"	"4/11"	"Carthamus tinctorius L.(红花)"	"GZ-81"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"98.0"	"黄红"
"259"	"8/24"	"Compositae(菊科)"	"--"	"张掖地区农科所"	"I4E02290"	"13"	"40.0"	"普通"	"ZHH00917"	"4/27"	"甘肃"	"--"	"38.0"	"ZW4-1-1-3-3-4-1-2"	"全缘"	"ZW4-1-1-3-3-4-1-2"	"无"	"4/11"	"Carthamus tinctorius L.(红花)"	"GZ-82"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"114.0"	"黄红"
"260"	"8/24"	"Compositae(菊科)"	"--"	"张掖地区农科所"	"I4E02291"	"21"	"40.0"	"条纹"	"ZHH00918"	"4/27"	"甘肃"	"--"	"40.0"	"ZW4-5-3-3"	"全缘"	"ZW4-5-3-3"	"无"	"4/11"	"Carthamus tinctorius L.(红花)"	"GZ-83"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"114.0"	"黄红"
"261"	"8/24"	"Compositae(菊科)"	"--"	"张掖地区农科所"	"I4E02292"	"19"	"22.0"	"条纹"	"ZHH00919"	"4/27"	"甘肃"	"--"	"30.0"	"ZW4-5-2-1"	"全缘"	"ZW4-5-2-1"	"少"	"4/11"	"Carthamus tinctorius L.(红花)"	"GZ-84"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"少"	"系选"	"86.0"	"黄红"
"262"	"8/24"	"Compositae(菊科)"	"--"	"张掖地区农科所"	"I4E00567"	"18"	"37.0"	"普通"	"ZHH00920"	"4/27"	"甘肃"	"--"	"33.0"	"ZW6-10"	"全缘"	"ZW6-10"	"少"	"4/11"	"Carthamus tinctorius L.(红花)"	"GZ-85"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"少"	"系选"	"82.0"	"黄红"
"263"	"8/24"	"Compositae(菊科)"	"30.55"	"张掖地区农科所"	"--"	"24"	"25.0"	"条纹"	"ZHH00921"	"4/29"	"甘肃"	"--"	"39.0"	"ZW7"	"全缘"	"ZW7"	"无"	"4/11"	"Carthamus tinctorius L.(红花)"	"GZ-86"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"91.0"	"黄红"
"264"	"8/24"	"Compositae(菊科)"	"28.25"	"张掖地区农科所"	"I4E02293"	"32"	"37.0"	"条纹"	"ZHH00922"	"5/1"	"甘肃"	"--"	"34.0"	"ZT8-3-8-1"	"全缘"	"ZT8-3-8-1"	"无"	"4/11"	"Carthamus tinctorius L.(红花)"	"GZ-87"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"90.0"	"黄红"
"265"	"8/24"	"Compositae(菊科)"	"34.39"	"张掖地区农科所"	"I4E02294"	"30"	"13.0"	"条纹"	"ZHH00923"	"4/27"	"甘肃"	"--"	"30.0"	"ZW9-4-4-4-6-2"	"全缘"	"ZW9-4-4-4-6-2"	"无"	"4/11"	"Carthamus tinctorius L.(红花)"	"GZ-88"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"96.0"	"黄红"
"266"	"8/24"	"Compositae(菊科)"	"29.36"	"张掖地区农科所"	"I4E02295"	"21"	"24.0"	"条纹"	"ZHH00924"	"4/27"	"甘肃"	"--"	"48.0"	"ZW9-1-5-3"	"全缘"	"ZW9-1-5-3"	"无"	"4/11"	"Carthamus tinctorius L.(红花)"	"GZ-89"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"96.0"	"黄红"
"267"	"8/24"	"Compositae(菊科)"	"38.51"	"张掖地区农科所"	"I4E02296"	"24"	"25.0"	"条纹"	"ZHH00925"	"4/29"	"甘肃"	"--"	"42.0"	"ZW9-1-2-2"	"全缘"	"ZW9-1-2-2"	"无"	"4/11"	"Carthamus tinctorius L.(红花)"	"GZ-90"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"98.0"	"黄红"
"268"	"8/28"	"Compositae(菊科)"	"28.63"	"张掖地区农科所"	"I4E02297"	"20"	"25.0"	"条纹"	"ZHH00926"	"4/27"	"甘肃"	"--"	"25.0"	"ZW10-2"	"全缘"	"ZW10-2"	"无"	"4/11"	"Carthamus tinctorius L.(红花)"	"GZ-91"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"91.0"	"黄红"
"269"	"8/28"	"Compositae(菊科)"	"23.67"	"张掖地区农科所"	"--"	"18"	"35.0"	"条纹"	"ZHH00927"	"4/29"	"甘肃"	"--"	"20.4"	"ZW14-2-2-3-7"	"锯齿"	"ZW14-2-2-3-7"	"少"	"4/11"	"Carthamus tinctorius L.(红花)"	"GZ-92"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"少"	"系选"	"91.0"	"黄红"
"270"	"8/28"	"Compositae(菊科)"	"28.31"	"张掖地区农科所"	"--"	"22"	"40.0"	"条纹"	"ZHH00928"	"4/30"	"甘肃"	"--"	"27.0"	"ZW14-2-5-2-3-3"	"锯齿"	"ZW14-2-5-2-3-3"	"少"	"4/11"	"Carthamus tinctorius L.(红花)"	"GZ-93"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"少"	"系选"	"94.0"	"黄红"
"271"	"8/28"	"Compositae(菊科)"	"30.90"	"张掖地区农科所"	"--"	"12"	"29.0"	"条纹"	"ZHH00929"	"5/1"	"甘肃"	"--"	"23.2"	"ZW14-1-3-3-4-1-1"	"全缘"	"ZW14-1-3-3-4-1-1"	"无"	"4/11"	"Carthamus tinctorius L.(红花)"	"GZ-94"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"85.0"	"黄红"
"272"	"8/28"	"Compositae(菊科)"	"24.73"	"张掖地区农科所"	"--"	"12"	"27.0"	"条纹"	"ZHH00930"	"4/27"	"甘肃"	"--"	"20.6"	"ZW14-1-2-3-4-1-1"	"全缘"	"ZW14-1-2-3-4-1-1"	"无"	"4/11"	"Carthamus tinctorius L.(红花)"	"GZ-95"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"94.0"	"黄红"
"273"	"9/1"	"Compositae(菊科)"	"27.57"	"张掖地区农科所"	"--"	"20"	"31.0"	"条纹"	"ZHH00931"	"4/27"	"甘肃"	"--"	"23.7"	"ZW15-3-1-1"	"全缘"	"ZW15-3-1-1"	"无"	"4/11"	"Carthamus tinctorius L.(红花)"	"GZ-96"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"102.0"	"黄红"
"274"	"9/1"	"Compositae(菊科)"	"28.59"	"张掖地区农科所"	"I4E02298"	"21"	"25.0"	"条纹"	"ZHH00932"	"4/29"	"甘肃"	"--"	"22.7"	"ZW15-3-4-5-7"	"全缘"	"ZW15-3-4-5-7"	"无"	"4/11"	"Carthamus tinctorius L.(红花)"	"GZ-97"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"100.0"	"黄红"
"275"	"9/1"	"Compositae(菊科)"	"26.20"	"张掖地区农科所"	"I4E02299"	"15"	"25.0"	"条纹"	"ZHH00933"	"4/27"	"甘肃"	"--"	"25.7"	"ZW15-2"	"全缘"	"ZW15-2"	"无"	"4/11"	"Carthamus tinctorius L.(红花)"	"GZ-98"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"100.0"	"黄红"
"276"	"9/1"	"Compositae(菊科)"	"21.60"	"张掖地区农科所"	"I4E02300"	"29"	"25.0"	"条纹"	"ZHH00934"	"4/29"	"甘肃"	"--"	"26.8"	"ZW15-3-4-10-2"	"全缘"	"ZW15-3-4-10-2"	"无"	"4/11"	"Carthamus tinctorius L.(红花)"	"GZ-99"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"109.0"	"黄红"
"277"	"9/1"	"Compositae(菊科)"	"18.35"	"张掖地区农科所"	"I4E02301"	"20"	"28.0"	"条纹"	"ZHH00935"	"4/28"	"甘肃"	"--"	"20.2"	"ZW25"	"全缘"	"ZW25"	"无"	"4/11"	"Carthamus tinctorius L.(红花)"	"GZ-100"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"129.0"	"桔红"
"278"	"9/1"	"Compositae(菊科)"	"32.27"	"张掖地区农科所"	"I4E02302"	"18"	"26.0"	"条纹"	"ZHH00936"	"4/28"	"甘肃"	"--"	"30.0"	"ZW30"	"全缘"	"ZW30"	"无"	"4/11"	"Carthamus tinctorius L.(红花)"	"GZ-101"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"130.0"	"桔红"
"279"	"9/1"	"Compositae(菊科)"	"31.48"	"张掖地区农科所"	"I4E02303"	"13"	"28.0"	"条纹"	"ZHH00937"	"4/28"	"甘肃"	"--"	"30.0"	"ZW31"	"全缘"	"ZW31"	"无"	"4/11"	"Carthamus tinctorius L.(红花)"	"GZ-102"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"105.0"	"桔红"
"280"	"9/1"	"Compositae(菊科)"	"31.48"	"张掖地区农科所"	"--"	"31"	"22.0"	"条纹"	"ZHH00938"	"4/28"	"甘肃"	"--"	"30.0"	"ZT40-6-7"	"全缘"	"ZT40-6-7"	"无"	"4/11"	"Carthamus tinctorius L.(红花)"	"GZ-103"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"99.0"	"黄红"
"281"	"9/1"	"Compositae(菊科)"	"27.64"	"张掖地区农科所"	"I4E02304"	"12"	"23.0"	"条纹"	"ZHH00939"	"4/27"	"甘肃"	"--"	"30.0"	"ZT40-8-3-6"	"全缘"	"ZT40-8-3-6"	"无"	"4/11"	"Carthamus tinctorius L.(红花)"	"GZ-104"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"111.0"	"黄红"
"282"	"9/1"	"Compositae(菊科)"	"31.79"	"张掖地区农科所"	"I4E02305"	"17"	"23.0"	"条纹"	"ZHH00940"	"4/27"	"甘肃"	"--"	"40.0"	"ZT40-6-1"	"全缘"	"ZT40-6-1"	"无"	"4/11"	"Carthamus tinctorius L.(红花)"	"GZ-105"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"98.0"	"黄红"
"283"	"9/1"	"Compositae(菊科)"	"26.54"	"张掖地区农科所"	"I4E02306"	"18"	"40.0"	"条纹"	"ZHH00941"	"4/27"	"甘肃"	"--"	"40.0"	"ZT40-8-3-3"	"全缘"	"ZT40-8-3-3"	"无"	"4/11"	"Carthamus tinctorius L.(红花)"	"GZ-106"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"103.0"	"黄红"
"284"	"9/1"	"Compositae(菊科)"	"25.93"	"张掖地区农科所"	"I4E02307"	"12"	"30.0"	"条纹"	"ZHH00942"	"4/27"	"甘肃"	"--"	"40.0"	"ZT40-8-3-4"	"全缘"	"ZT40-8-3-4"	"无"	"4/11"	"Carthamus tinctorius L.(红花)"	"GZ-107"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"87.0"	"黄红"
"285"	"9/1"	"Compositae(菊科)"	"26.25"	"张掖地区农科所"	"I4E02308"	"31"	"25.0"	"条纹"	"ZHH00943"	"4/30"	"甘肃"	"--"	"50.0"	"ZT40-8-3-10"	"全缘"	"ZT40-8-3-10"	"无"	"4/11"	"Carthamus tinctorius L.(红花)"	"GZ-108"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"103.0"	"黄红"
"286"	"9/1"	"Compositae(菊科)"	"30.57"	"张掖地区农科所"	"--"	"18"	"25.0"	"条纹"	"ZHH00944"	"4/28"	"甘肃"	"--"	"30.0"	"ZT40-8-3-9-3"	"全缘"	"ZT40-8-3-9-3"	"无"	"4/11"	"Carthamus tinctorius L.(红花)"	"GZ-109"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"87.0"	"黄红"
"287"	"9/1"	"Compositae(菊科)"	"27.85"	"张掖地区农科所"	"--"	"10"	"22.0"	"条纹"	"ZHH00945"	"4/28"	"甘肃"	"--"	"30.0"	"ZW42"	"全缘"	"ZW42"	"无"	"4/11"	"Carthamus tinctorius L.(红花)"	"GZ-110"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"120.0"	"黄红"
"288"	"9/8"	"Compositae(菊科)"	"31.90"	"张掖地区农科所"	"I4E02309"	"10"	"22.0"	"条纹"	"ZHH00946"	"4/28"	"甘肃"	"--"	"30.0"	"ZT45-3-3-1-4-1"	"全缘"	"ZT45-3-3-1-4-1"	"无"	"4/11"	"Carthamus tinctorius L.(红花)"	"GZ-111"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"112.0"	"黄"
"289"	"8/25"	"Compositae(菊科)"	"32.28"	"张掖地区农科所"	"I4E02310"	"16"	"20.0"	"条纹"	"ZHH00947"	"4/28"	"甘肃"	"--"	"40.0"	"ZT45-3-1-5-2"	"全缘"	"ZT45-3-1-5-2"	"无"	"4/11"	"Carthamus tinctorius L.(红花)"	"GZ-112"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"101.0"	"黄"
"290"	"8/25"	"Compositae(菊科)"	"32.46"	"张掖地区农科所"	"I4E02311"	"21"	"31.0"	"条纹"	"ZHH00948"	"4/27"	"甘肃"	"--"	"40.0"	"ZT45-3-3-1"	"全缘"	"ZT45-3-3-1"	"无"	"4/11"	"Carthamus tinctorius L.(红花)"	"GZ-113"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"112.0"	"黄红"
"291"	"8/25"	"Compositae(菊科)"	"28.58"	"张掖地区农科所"	"--"	"10"	"15.0"	"条纹"	"ZHH00949"	"4/27"	"甘肃"	"--"	"30.0"	"ZT45-3-3-1-2"	"全缘"	"ZT45-3-3-1-2"	"无"	"4/11"	"Carthamus tinctorius L.(红花)"	"GZ-114"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"104.0"	"黄"
"292"	"9/1"	"Compositae(菊科)"	"14.71"	"张掖地区农科所"	"I4E02312"	"12"	"24.0"	"条纹"	"ZHH00950"	"4/29"	"甘肃"	"--"	"40.0"	"ZT45-3-3-2-3"	"全缘"	"ZT45-3-3-2-3"	"无"	"4/11"	"Carthamus tinctorius L.(红花)"	"GZ-115"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"106.0"	"黄红"
"293"	"9/1"	"Compositae(菊科)"	"21.27"	"张掖地区农科所"	"--"	"13"	"25.0"	"条纹"	"ZHH00951"	"4/29"	"甘肃"	"--"	"40.0"	"ZT46-2-9-3-1"	"全缘"	"ZT46-2-9-3-1"	"无"	"4/11"	"Carthamus tinctorius L.(红花)"	"GZ-116"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"102.0"	"桔红"
"294"	"9/1"	"Compositae(菊科)"	"29.42"	"张掖地区农科所"	"--"	"14"	"21.0"	"条纹"	"ZHH00952"	"4/29"	"甘肃"	"--"	"30.0"	"ZT46-11-4-4-1"	"全缘"	"ZT46-11-4-4-1"	"无"	"4/11"	"Carthamus tinctorius L.(红花)"	"GZ-117"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"97.0"	"桔红"
"295"	"9/1"	"Compositae(菊科)"	"31.02"	"张掖地区农科所"	"--"	"11"	"21.0"	"条纹"	"ZHH00953"	"4/29"	"甘肃"	"--"	"30.0"	"ZT46-11-2-3-3"	"全缘"	"ZT46-11-2-3-3"	"无"	"4/11"	"Carthamus tinctorius L.(红花)"	"GZ-118"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"88.0"	"黄红"
"296"	"9/1"	"Compositae(菊科)"	"29.93"	"张掖地区农科所"	"I4E02313"	"23"	"26.0"	"条纹"	"ZHH00954"	"4/29"	"甘肃"	"--"	"40.0"	"ZW46-2-28-1"	"全缘"	"ZW46-2-28-1"	"无"	"4/11"	"Carthamus tinctorius L.(红花)"	"GZ-119"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"103.0"	"黄红"
"297"	"9/1"	"Compositae(菊科)"	"31.48"	"张掖地区农科所"	"I4E02314"	"19"	"24.0"	"条纹"	"ZHH00955"	"4/29"	"甘肃"	"--"	"50.0"	"ZT46-1-4-5"	"全缘"	"ZT46-1-4-5"	"无"	"4/11"	"Carthamus tinctorius L.(红花)"	"GZ-120"	"甘肃省张掖地区农科所"	"Carthamus(红花属)"	"--"	"无"	"系选"	"102.0"	"黄红"
