"id"	"备注"	"枯萎病抗指"	"老荚日数"	"单荚重"	"品种名称"	"水分"	"株型"	"保存编号"	"译名"	"青荚日数"	"荚形"	"干重蛋白"	"荚壁纤维"	"种子来源"	"炭疽病抗指"	"荚厚"	"翼瓣次色"	"种子形状"	"种子皮色"	"种皮次色"	"株高"	"干重纤维"	"种子大小"	"保存单位"	"亩产"	"翼瓣色"	"种质库编号"	"统一编号"	"栽培季节"	"嫩荚色"	"鲜重蛋白"	"抗逆性"	"荚宽"	"株幅"	"品质"	"嫩荚次色"	"荚长"	"鲜重纤维"
"437"	"--"	"0.8849"	"110"	"6.8"	"三变豆角"	"86.37"	"蔓生"	"7-A-7-13"	"SAN BIAN DOU JIAO"	"85"	"扁条"	"27.27"	"少"	"中蔬引"	"1.8900"	"0.8"	"--"	"卵圆"	"兰"	"紫"	"200.0"	"10.18"	"中"	"中国农科院蔬菜所"	"1250"	"紫"	"Ⅱ7A0497"	"V07A1974"	"5上-8下"	"绿"	"3.72"	"强"	"1.0"	"--"	"好"	"--"	"10.5"	"1.39"
"438"	"--"	"0.3211"	"100"	"14.5"	"豆角"	"89.07"	"蔓生"	"7-A-7-9"	"DOU JIAO"	"80"	"扁条"	"24.04"	"中"	"中蔬引"	"2.2400"	"0.6"	"--"	"肾形"	"浅黄"	"紫"	"200.0"	"12.39"	"大"	"中国农科院蔬菜所"	"900"	"紫"	"Ⅱ7A0507"	"V07A1975"	"5上-8中"	"绿"	"2.63"	"强"	"1.9"	"--"	"好"	"--"	"16.6"	"1.35"
"439"	"--"	"0.9005"	"100"	"9.0"	"双季豆"	"81.48"	"蔓生"	"7-A-4-14"	"SHUANG JI DOU"	"80"	"棍形"	"21.18"	"中"	"中蔬引"	"1.4600"	"0.9"	"--"	"卵圆"	"棕"	"--"	"200.0"	"11.96"	"小"	"中国农科院蔬菜所"	"1000"	"白"	"Ⅱ7A0499"	"V07A1976"	"5上-8中"	"绿"	"3.92"	"中"	"1.0"	"--"	"好"	"--"	"19.0"	"2.21"
"440"	"--"	"1.1426"	"100"	"11.0"	"小斤豆"	"86.34"	"蔓生"	"7-A-18-3"	"XIAO JIN DOU"	"80"	"扁条"	"21.44"	"少"	"中蔬引"	"0.5800"	"0.7"	"--"	"肾形"	"浅绿"	"--"	"200.0"	"11.13"	"中"	"中国农科院蔬菜所"	"1000"	"白"	"Ⅱ7A0496"	"V07A1977"	"5上-8中"	"浅绿"	"2.93"	"强"	"1.2"	"--"	"好"	"--"	"16.8"	"1.52"
"441"	"--"	"0.8473"	"100"	"9.2"	"锦县架豆"	"88.35"	"蔓生"	"7-A-6-10"	"JIN XIAN JIA DOU"	"80"	"棍形"	"19.65"	"中"	"中蔬引"	"1.0900"	"0.7"	"--"	"卵圆"	"棕"	"--"	"200.0"	"11.11"	"中"	"中国农科院蔬菜所"	"1000"	"白"	"Ⅱ7A0503"	"V07A1978"	"5上-8中"	"绿"	"2.29"	"中"	"1.0"	"--"	"好"	"--"	"16.0"	"1.29"
"442"	"--"	"0.6870"	"100"	"11.2"	"紫早豆"	"85.36"	"蔓生"	"7-A-8-2"	"ZI ZAO DOU"	"80"	"扁条"	"24.90"	"少"	"中蔬引"	"1.2700"	"0.6"	"--"	"卵圆"	"棕"	"--"	"200.0"	"11.00"	"中"	"中国农科院蔬菜所"	"1250"	"紫"	"Ⅱ7A0508"	"V07A1979"	"5上-8中"	"深紫"	"3.64"	"强"	"1.4"	"--"	"好"	"--"	"12.5"	"1.61"
"443"	"--"	"2.4753"	"90"	"6.6"	"沙克沙"	"88.71"	"矮生"	"7A-1"	"SHA KE SHA"	"70"	"棍形"	"21.08"	"少"	"中蔬引"	"2.5180"	"1.0"	"--"	"截形"	"浅棕"	"--"	"40.0"	"15.28"	"中"	"中国农科院蔬菜所"	"600"	"白"	"Ⅱ7A0646"	"V07A1980"	"5上-8上"	"绿"	"2.37"	"中"	"1.0"	"40.0"	"好"	"--"	"12.0"	"1.72"
"444"	"--"	"0.9807"	"90"	"10.1"	"四季豆"	"83.05"	"矮生"	"7-A-11-1"	"SI JI DOU"	"70"	"剑形"	"21.39"	"多"	"中蔬引"	"1.0500"	"0.7"	"--"	"卵圆"	"黑"	"--"	"40.0"	"17.20"	"大"	"中国农科院蔬菜所"	"600"	"紫"	"Ⅱ7A0501"	"V07A1981"	"5上-8上"	"绿"	"3.62"	"强"	"1.2"	"40.0"	"差"	"--"	"17.5"	"2.92"
"445"	"--"	"0.9301"	"110"	"8.7"	"大斤豆"	"84.57"	"蔓生"	"7-A-18-4"	"DA JIN DOU"	"85"	"棍形"	"26.47"	"多"	"中蔬引"	"0.8600"	"1.0"	"--"	"卵圆"	"黑"	"--"	"200.0"	"17.80"	"小"	"中国农科院蔬菜所"	"1500"	"紫"	"Ⅱ7A0502"	"V07A1982"	"5上-8中"	"绿"	"4.08"	"强"	"1.0"	"--"	"差"	"--"	"13.5"	"1.82"
"446"	"--"	"0.8289"	"105"	"15.8"	"竹节豆"	"91.16"	"蔓生"	"7-A-21-25"	"ZHU JIE DOU"	"85"	"棍形"	"23.39"	"少"	"中蔬引"	"0.1300"	"1.0"	"--"	"肾形"	"浅棕"	"--"	"200.0"	"11.99"	"大"	"中国农科院蔬菜所"	"900"	"白"	"Ⅱ7A0509"	"V07A1983"	"5上-8中"	"浅棕"	"2.07"	"中"	"1.1"	"--"	"好"	"--"	"21.0"	"1.06"
"447"	"粒用"	"-0.0887"	"90"	"5.8"	"苏里豆"	"79.98"	"矮生"	"7A-4-13"	"SU LI DOU"	"70"	"扁条"	"22.33"	"多"	"中蔬引"	"4.7769"	"0.7"	"--"	"卵圆"	"浅黄"	"--"	"40.0"	"13.11"	"中"	"中国农科院蔬菜所"	"500"	"白"	"Ⅱ7A1229"	"V07A1984"	"5月上旬播种7月中旬收"	"浅绿"	"4.47"	"中"	"1.2"	"40.0"	"差"	"--"	"12.0"	"2.62"
"448"	"--"	"0.0654"	"96"	"15.1"	"浙X1-2"	"92.88"	"蔓生"	"86-20"	"ZHE X1-2"	"66"	"扁条"	"23.74"	"多"	"中蔬引"	"0.9300"	"1.1"	"--"	"肾形"	"黑"	"--"	"--"	"13.32"	"中"	"中国农科院蔬菜所"	"563"	"紫"	"Ⅱ7A1322"	"V07A1985"	"4下-7下"	"绿"	"1.69"	"中"	"1.3"	"--"	"差"	"--"	"17.8"	"0.95"
"449"	"粒,鲜荚两用"	"0.9429"	"95"	"13.6"	"菜豆"	"87.23"	"蔓生"	"7A-5-1"	"CAI DOU"	"80"	"棍形"	"19.69"	"少"	"中蔬引"	"0.3776"	"1.0"	"--"	"卵圆"	"浅黄"	"--"	"200.0"	"11.91"	"中"	"中国农科院蔬菜所"	"750"	"白"	"Ⅱ7A1236"	"V07A1986"	"5月上播种7月中收获"	"浅绿"	"2.51"	"强"	"1.4"	"--"	"好"	"--"	"18.5"	"1.52"
"450"	"鲜荚,粒两用"	"-0.6476"	"90"	"6.2"	"矮四季"	"88.20"	"矮生"	"7A-12-1"	"AI SI JI"	"70"	"棍形"	"21.16"	"多"	"中蔬引"	"-0.1688"	"0.7"	"--"	"截形"	"黑"	"--"	"40.0"	"15.95"	"中"	"中国农科院蔬菜所"	"500"	"紫"	"Ⅱ7A1231"	"V07A1987"	"5月上播种7月中收获"	"浅绿"	"2.50"	"强"	"1.1"	"40.0"	"差"	"紫"	"12.0"	"1.88"
"451"	"粒,鲜荚两用"	"0.8940"	"95"	"6.5"	"四月仙"	"82.50"	"蔓生"	"7A-4-12"	"SI YUE XIAN"	"80"	"扁条"	"20.81"	"多"	"中蔬引"	"2.8200"	"0.6"	"--"	"卵圆"	"浅棕"	"--"	"200.0"	"16.70"	"中"	"中国农科院蔬菜所"	"600"	"浅紫"	"Ⅱ7A1237"	"V07A1988"	"5月上播种7月中收获"	"浅绿"	"3.64"	"弱"	"1.2"	"--"	"差"	"--"	"15.0"	"2.92"
"452"	"鲜荚,粒两用"	"-0.6828"	"100"	"8.0"	"七寸莲"	"88.67"	"蔓生"	"7A-10-8"	"QI CUN LIAN"	"85"	"细长条"	"22.44"	"中"	"中蔬引"	"0.4132"	"0.8"	"--"	"截形"	"褐"	"--"	"200.0"	"13.68"	"中"	"中国农科院蔬菜所"	"750"	"白"	"Ⅱ7A1230"	"V07A1989"	"5月上播种7月下收获"	"浅绿"	"2.54"	"中"	"1.2"	"--"	"好"	"紫"	"14.0"	"1.55"
"453"	"粒,鲜荚两用"	"0.7649"	"85"	"56.0"	"沙克豆"	"88.34"	"矮生"	"7A-4-15"	"SHA KE DOU"	"70"	"棍形"	"20.69"	"少"	"中蔬引"	"1.5220"	"0.9"	"--"	"截形"	"浅黄"	"--"	"40.0"	"14.86"	"中"	"中国农科院蔬菜所"	"500"	"白"	"Ⅱ7A1238"	"V07A1990"	"5月上播种6月下7月上收"	"绿"	"2.41"	"弱"	"1.0"	"40.0"	"好"	"--"	"12.0"	"1.73"
"454"	"鲜荚,粒两用"	"1.0941"	"105"	"9.2"	"泥秋豆"	"88.15"	"蔓生"	"7A-23-80"	"NI QIU DOU"	"90"	"扁条"	"23.63"	"中"	"中蔬引"	"0.8237"	"0.8"	"--"	"肾形"	"褐"	"--"	"200.0"	"14.03"	"中"	"中国农科院蔬菜所"	"600"	"白"	"Ⅱ7A1234"	"V07A1991"	"5月上播种7月下收获"	"浅绿"	"2.80"	"中"	"1.2"	"--"	"好"	"--"	"13.0"	"1.66"
"455"	"鲜荚,粒两用"	"-0.2001"	"100"	"8.0"	"白棒豆"	"86.93"	"蔓生"	"7A-22-9"	"BAI BANG DOU"	"85"	"扁条"	"22.44"	"中"	"中蔬引"	"-4.2175"	"1.0"	"--"	"截形"	"浅棕"	"--"	"200.0"	"11.00"	"中"	"中国农科院蔬菜所"	"600"	"白"	"Ⅱ7A1232"	"V07A1992"	"5月上播种7月中下收获"	"浅绿"	"2.93"	"中"	"1.2"	"--"	"好"	"--"	"18.0"	"1.44"
"456"	"鲜荚,粒两用"	"-0.9528"	"90"	"6.3"	"矮脚五月扁豆"	"88.39"	"矮生"	"7A-14-3"	"AI JIAO WU YUE BIAN DOU"	"70"	"扁条"	"21.11"	"多"	"中蔬引"	"-1.7182"	"0.6"	"--"	"卵圆"	"浅黄"	"--"	"45.0"	"16.24"	"中"	"中国农科院蔬菜所"	"500"	"浅紫"	"Ⅱ7A1233"	"V07A1993"	"5月上播种7月上中收获"	"绿"	"2.45"	"弱"	"1.2"	"40.0"	"差"	"--"	"13.5"	"1.89"
"457"	"粒,鲜荚两用"	"0.8116"	"100"	"6.6"	"竹节豆"	"89.98"	"蔓生"	"7A-21-26"	"ZHU JIE DOU"	"85"	"扁条"	"25.38"	"中"	"中蔬引"	"0.1545"	"0.9"	"--"	"卵圆"	"粉红"	"黑"	"200.0"	"11.65"	"大"	"中国农科院蔬菜所"	"600"	"白"	"Ⅱ7A1240"	"V07A1994"	"5月上播种7月中下收获"	"浅绿"	"2.54"	"强"	"1.0"	"--"	"好"	"--"	"14.0"	"1.17"
"458"	"粒,鲜荚两用"	"1.5861"	"100"	"11.4"	"老来青"	"85.45"	"蔓生"	"7A-4-11"	"LAO LAI QING"	"85"	"棍形"	"18.38"	"中"	"中蔬引"	"1.1415"	"0.9"	"--"	"截形"	"浅褐"	"--"	"200.0"	"14.07"	"中"	"中国农科院蔬菜所"	"700"	"紫"	"Ⅱ7A1239"	"V07A1995"	"5月上播种7月中下收获"	"绿"	"2.67"	"强"	"1.5"	"--"	"好"	"紫"	"17.0"	"2.05"
"459"	"--"	"0.3102"	"95"	"15.2"	"西宁菜豆"	"86.28"	"蔓生"	"85-42"	"XI NING CAI DOU"	"69"	"剑形"	"19.24"	"少"	"中蔬引"	"3.1000"	"1.1"	"--"	"肾形"	"浅棕"	"--"	"--"	"11.97"	"中"	"中国农科院蔬菜所"	"750"	"白"	"Ⅱ7A1316"	"V07A1996"	"4下-7中"	"绿"	"2.64"	"中"	"1.2"	"--"	"极好"	"--"	"19.7"	"1.64"
"460"	"粒,鲜荚两用"	"0.5135"	"100"	"12.7"	"菜豆"	"88.39"	"蔓生"	"7A-6-9"	"CAI DOU"	"85"	"扁条"	"22.13"	"中"	"中蔬引"	"-3.5204"	"0.7"	"--"	"圆"	"浅褐"	"--"	"200.0"	"12.80"	"中"	"中国农科院蔬菜所"	"500"	"紫"	"Ⅱ7A1235"	"V07A1997"	"5月上播种7月中下收获"	"浅绿"	"2.57"	"中"	"1.6"	"--"	"好"	"--"	"15.0"	"1.49"
"461"	"--"	"0.4271"	"--"	"8.9"	"褐美丽"	"90.40"	"矮生"	"85-17"	"HE MEI LI"	"--"	"扁条"	"19.76"	"多"	"中蔬引"	"0.8900"	"0.8"	"--"	"肾形"	"红"	"--"	"--"	"16.45"	"大"	"中国农科院蔬菜所"	"1250"	"浅棕"	"Ⅱ7A1136"	"V07A1998"	"春季露地保护地栽培"	"绿"	"1.90"	"--"	"1.2"	"--"	"较好"	"--"	"17.5"	"1.58"
"462"	"--"	"0.5150"	"86"	"14.3"	"青岛架豆(棕色种)"	"86.08"	"蔓生"	"--"	"QING DAO JIA DOU (ZONG SE ZHONG )"	"--"	"剑形"	"19.24"	"较少"	"中蔬引北京丰台"	"0.4300"	"1.1"	"--"	"截形"	"棕"	"--"	"--"	"12.29"	"大"	"中国农科院蔬菜所"	"2000"	"白"	"Ⅱ7A1063"	"V07A1999"	"4月下旬露地直播"	"绿"	"2.68"	"--"	"1.1"	"--"	"较好"	"--"	"18.3"	"1.71"
"463"	"--"	"0.5749"	"89"	"13.7"	"白不老"	"82.19"	"蔓生"	"79-124"	"BAI BU LAO"	"42"	"扁条"	"20.36"	"较少"	"中蔬引北京平谷"	"1.0700"	"1.0"	"--"	"卵圆"	"黄"	"黑"	"--"	"10.94"	"大"	"中国农科院蔬菜所"	"1250"	"紫"	"Ⅱ7A1080"	"V07A2000"	"4月下旬露地直播"	"绿"	"3.63"	"--"	"1.6"	"--"	"较好"	"--"	"19.3"	"1.95"
"464"	"--"	"0.0121"	"104"	"6.0"	"老来少"	"89.97"	"蔓生"	"79-125"	"LAO LAI SHAO"	"--"	"扁条"	"24.73"	"较少"	"中蔬引北京延庆"	"0.5600"	"0.8"	"--"	"卵圆"	"红"	"黑"	"--"	"15.32"	"大"	"中国农科院蔬菜所"	"1250"	"紫"	"Ⅱ7A1081"	"V07A2001"	"4月下旬露地直播"	"绿"	"2.48"	"--"	"1.2"	"--"	"好"	"--"	"11.8"	"1.54"
"465"	"--"	"0.5450"	"--"	"6.1"	"日 B"	"89.61"	"矮生"	"P52"	"RI B"	"58"	"棍形"	"22.76"	"少"	"中蔬引承德"	"2.7300"	"1.0"	"--"	"截形"	"白"	"--"	"--"	"14.20"	"中"	"中国农科院蔬菜所"	"1250"	"白"	"Ⅱ7A1128"	"V07A2002"	"4月中下露地播"	"绿"	"2.36"	"--"	"1.8"	"--"	"好"	"--"	"12.8"	"1.48"
"466"	"--"	"1.1272"	"83"	"10.2"	"法尔次6月"	"90.56"	"矮生"	"86-2"	"FA ER CI 6 YUE"	"53"	"剑形"	"24.15"	"较多"	"中蔬引德国"	"0.5700"	"0.8"	"--"	"肾形"	"白"	"--"	"--"	"14.95"	"大"	"中国农科院蔬菜所"	"563"	"白"	"Ⅱ7A1303"	"V07A2003"	"4下-7下"	"绿"	"2.27"	"强"	"1.6"	"--"	"好"	"--"	"16.5"	"1.40"
"467"	"--"	"0.2103"	"95"	"7.1"	"茹格利"	"90.08"	"矮生"	"85-20"	"RU GE LI"	"65"	"棍形"	"22.66"	"多"	"中蔬引法国"	"4.8500"	"0.9"	"--"	"肾形"	"棕"	"--"	"--"	"15.76"	"中"	"中国农科院蔬菜所"	"500"	"紫"	"Ⅱ7A1304"	"V07A2004"	"4下-7下"	"绿"	"2.25"	"强"	"0.9"	"--"	"差"	"--"	"14.8"	"1.56"
"468"	"--"	"0.6476"	"91"	"8.6"	"瓦留西尤"	"90.09"	"矮生"	"82-16"	"WA LIU XI YOU"	"61"	"剑形"	"26.16"	"少"	"中蔬引法国"	"0.4200"	"0.9"	"--"	"--"	"--"	"--"	"--"	"16.26"	"--"	"中国农科院蔬菜所"	"500"	"紫"	"Ⅱ7A1298"	"V07A2005"	"4下-7中"	"绿"	"2.59"	"中"	"1.1"	"--"	"好"	"--"	"18.9"	"1.61"
"469"	"--"	"-0.0234"	"100"	"5.3"	"埃尔萨"	"89.06"	"矮生"	"79-24"	"AI ER SA"	"73"	"剑形"	"23.46"	"多"	"中蔬引法国"	"6.9200"	"0.8"	"--"	"肾形"	"白"	"--"	"--"	"16.38"	"中"	"中国农科院蔬菜所"	"375"	"白"	"Ⅱ7A1295"	"V07A2006"	"4下-7中"	"浅绿"	"2.57"	"强"	"1.0"	"--"	"差"	"--"	"12.5"	"1.79"
"470"	"--"	"0.8297"	"--"	"4.8"	"0K·1"	"86.82"	"矮生"	"P47"	"0K·1"	"--"	"扁条"	"24.24"	"多"	"中蔬引法国"	"5.4200"	"0.6"	"--"	"--"	"--"	"--"	"53.4"	"16.01"	"--"	"中国农科院蔬菜所"	"1250"	"白"	"Ⅱ7A1125"	"V07A2007"	"春季露地保护地栽培"	"绿"	"3.19"	"--"	"1.0"	"55.2"	"差"	"--"	"13.3"	"2.11"
"471"	"--"	"0.5782"	"--"	"12.6"	"民万子"	"91.25"	"蔓生"	"83-9"	"MIN WAN ZI"	"--"	"剑形"	"21.89"	"--"	"中蔬引黑龙江"	"-0.2728"	"0.9"	"--"	"--"	"--"	"--"	"--"	"14.32"	"--"	"中国农科院蔬菜所"	"500"	"白"	"Ⅱ7A1331"	"V07A2008"	"4下"	"绿"	"1.92"	"--"	"1.2"	"--"	"好"	"--"	"19.0"	"1.25"
