"id"	"肉质"	"栽培季节"	"品种名称"	"果面特征"	"抗逆性"	"种质库编号"	"果形"	"始花节位"	"株型"	"抗病虫性"	"生育期"	"熟性"	"成熟果皮色"	"果脐大小"	"备注"	"风味"	"单果重"	"种子来源"	"叶型"	"用途"	"叶色"	"亩产"	"生长习性"	"果肉色"	"保存单位"	"译名"	"省"	"保存编号"	"统一编号"
"213"	"--"	"2月末-7月中"	"Rutgers"	"平滑"	"强"	"Ⅱ6A0710"	"圆形"	"7"	"蔓生"	"强"	"60"	"中熟"	"红"	"小"	"PI159199"	"--"	"80.0"	"中蔬引自秘鲁"	"--"	"鲜食"	"浅绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Rutgers"	"国外"	"78-63"	"V06A0906"
"214"	"--"	"2月末-7月中"	"Baltimore"	"平滑"	"强"	"Ⅱ6A0764"	"圆形"	"8"	"蔓生"	"强"	"60"	"中熟"	"红"	"大"	"PI270171"	"酸甜"	"125.0"	"中蔬引自密执安"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Baltimore"	"国外"	"78-201"	"V06A0907"
"215"	"软不面"	"2月末-7月中"	"Des Allies"	"平滑"	"强"	"Ⅱ6A0686"	"圆形"	"7"	"蔓生"	"强"	"56"	"中熟"	"红"	"中"	"PI109832"	"酸甜"	"100.0"	"中蔬引自摩洛哥"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Des Allies"	"国外"	"78-5"	"V06A0908"
"216"	"--"	"2月末-7月中"	"Pierette"	"平滑"	"弱"	"Ⅱ6A0688"	"圆形"	"8"	"蔓生"	"弱"	"60"	"中熟"	"红"	"--"	"PI109835"	"酸甜"	"95.0"	"中蔬引自摩洛哥"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Pierette"	"国外"	"78-8"	"V06A0909"
"217"	"--"	"2月末-7月中"	"Reine de Reives"	"平滑"	"强"	"Ⅱ6A0697"	"圆形"	"7"	"蔓生"	"强"	"58"	"中熟"	"红"	"小"	"PI123436"	"酸甜"	"65.0"	"中蔬引自摩洛哥"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Reine de Reives"	"国外"	"78-29"	"V06A0910"
"218"	"--"	"2月末-7月中"	"Gloria de mordinPI123435"	"平滑"	"强"	"Ⅱ6A0696"	"圆形"	"7"	"蔓生"	"强"	"60"	"中熟"	"红"	"小"	"PI123435"	"--"	"60.0"	"中蔬引自摩洛哥"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Gloria de mordinPI123435"	"国外"	"78-28"	"V06A0911"
"219"	"--"	"2月末-7月中"	"Hatif de cologne"	"平滑"	"中"	"Ⅱ6A0695"	"圆形"	"7"	"蔓生"	"中"	"61"	"中熟"	"红"	"小"	"PI123434"	"--"	"85.0"	"中蔬引自摩洛哥"	"普通叶"	"鲜食"	"--"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Hatif de cologne"	"国外"	"78-27"	"V06A0912"
"220"	"软不面"	"2月末-7月中"	"Potoger de Viljoule"	"平滑"	"中"	"Ⅱ6A0698"	"圆形"	"8"	"蔓生"	"中"	"60"	"中熟"	"黄"	"小"	"PI123437"	"酸甜"	"70.0"	"中蔬引自摩洛哥"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"黄"	"中国农科院蔬菜所"	"Potoger de Viljoule"	"国外"	"78-30"	"V06A0913"
"221"	"--"	"2月末-7月中"	"Merville des Marches"	"平滑"	"强"	"Ⅱ6A0687"	"圆形"	"7"	"蔓生"	"强"	"60"	"中熟"	"红"	"中"	"PI109834"	"酸甜"	"90.0"	"中蔬引自摩洛哥"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"黄"	"中国农科院蔬菜所"	"Merville des Marches"	"国外"	"78-7"	"V06A0914"
"222"	"--"	"2月末-7月中"	"Nelmark"	"平滑"	"中"	"Ⅱ6A0786"	"圆形"	"7"	"蔓生"	"中"	"58"	"中熟"	"红"	"小"	"PI276424"	"--"	"70.0"	"中蔬引自南非"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Nelmark"	"国外"	"78-291"	"V06A0915"
"223"	"--"	"2月末-7月中"	"Siten Jabucar"	"平滑"	"中"	"Ⅱ6A0811"	"圆形"	"6"	"蔓生"	"中"	"50"	"中熟"	"红"	"小"	"PI357235"	"--"	"45.0"	"中蔬引自南斯拉夫"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Siten Jabucar"	"国外"	"78-788"	"V06A0916"
"224"	"--"	"2月末-7月中"	"Stipski Jabucar"	"平滑"	"中"	"Ⅱ6A0812"	"圆形"	"7"	"蔓生"	"中"	"57"	"中熟"	"红"	"中"	"PI357241"	"--"	"90.0"	"中蔬引自南斯拉夫"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Stipski Jabucar"	"国外"	"78-794"	"V06A0917"
"225"	"面"	"5-7"	"齐研矮粉"	"平滑"	"中"	"Ⅱ6A0918"	"圆形"	"8"	"半蔓生"	"差"	"65"	"中熟"	"红"	"小"	"--"	"甜"	"66.0"	"中蔬引自齐齐哈尔"	"普通叶"	"鲜食"	"绿"	"260"	"无限"	"红"	"中国农科院蔬菜所"	"QI YAN AI FEN"	"国外"	"D-026"	"V06A0918"
"226"	"--"	"2月末-7月中"	"Kiyosu NO.2"	"平滑"	"强"	"Ⅱ6A0798"	"圆形"	"7"	"蔓生"	"强"	"57"	"中熟"	"红"	"小"	"PI281866"	"--"	"60.0"	"中蔬引自日本"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Kiyosu NO.2"	"国外"	"78-313"	"V06A0919"
"227"	"--"	"2月末-7月中"	"Hikari"	"平滑"	"中"	"Ⅱ6A0797"	"圆形"	"7"	"蔓生"	"中"	"57"	"中熟"	"红"	"小"	"PI281554"	"--"	"150.0"	"中蔬引自日本"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Hikari"	"国外"	"78-310"	"V06A0920"
"228"	"--"	"2月末-7月中"	"Greentovyi Gribovskij"	"平滑"	"中"	"Ⅱ6A0790"	"圆形"	"7"	"蔓生"	"中"	"50"	"早熟"	"红"	"小"	"PI280593"	"--"	"50.0"	"中蔬引自苏联"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Greentovyi Gribovskij"	"国外"	"78-300"	"V06A0921"
"229"	"--"	"2月末-7月中"	"Krasnodarec"	"平滑"	"中"	"Ⅱ6A0789"	"圆形"	"7"	"半蔓生"	"中"	"63"	"晚熟"	"黄"	"小"	"PI280592"	"--"	"100.0"	"中蔬引自苏联"	"普通叶"	"鲜食"	"深绿"	"--"	"无限"	"黄"	"中国农科院蔬菜所"	"Krasnodarec"	"国外"	"78-299"	"V06A0922"
"230"	"--"	"2月末-7月中"	"Karlik"	"平滑"	"弱"	"Ⅱ6A0791"	"圆形"	"7"	"蔓生"	"弱"	"50"	"早熟"	"红"	"小"	"--"	"--"	"40.0"	"中蔬引自苏联"	"普通叶"	"鲜食"	"深绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Karlik"	"国外"	"78-303"	"V06A0923"
"231"	"--"	"2月末-7月中"	"Oroshon"	"平滑"	"弱"	"Ⅱ6A0785"	"圆形"	"5"	"蔓生"	"弱"	"45"	"早熟"	"红"	"小"	"PI273447"	"--"	"95.0"	"中蔬引自苏联"	"普通叶"	"鲜食"	"绿"	"--"	"有限"	"红"	"中国农科院蔬菜所"	"Oroshon"	"国外"	"78-286"	"V06A0924"
"232"	"--"	"2月末-7月中"	"Voshod"	"平滑"	"中"	"Ⅱ6A0793"	"圆形"	"6"	"半蔓生"	"?"	"57"	"中熟"	"红"	"小"	"PI280598"	"--"	"65.0"	"中蔬引自苏联"	"普通叶"	"鲜食"	"深绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Voshod"	"国外"	"78-305"	"V06A0925"
"233"	"--"	"2月末-7月中"	"Naliutka"	"平滑"	"强"	"Ⅱ6A0792"	"圆形"	"6"	"蔓生"	"强"	"50"	"早熟"	"红"	"小"	"PI280597"	"--"	"25.0"	"中蔬引自苏联"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Naliutka"	"国外"	"78-304"	"V06A0926"
"234"	"--"	"2月末-7月中"	"Anait"	"平滑"	"中"	"Ⅱ6A0788"	"圆形"	"6"	"蔓生"	"中"	"57"	"中熟"	"红"	"小"	"PI280591"	"--"	"150.0"	"中蔬引自苏联"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Anait"	"国外"	"78-298"	"V06A0927"
"235"	"--"	"2月末-7月中"	"Birince Kutskij"	"平滑"	"中"	"Ⅱ6A0787"	"圆形"	"6"	"蔓生"	"中"	"56"	"中熟"	"红"	"小"	"PI280588"	"--"	"75.0"	"中蔬引自苏联"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Birince Kutskij"	"国外"	"78-296"	"V06A0928"
"236"	"--"	"2月末-7月中"	"Volgogradskij"	"平滑"	"强"	"Ⅱ6A0795"	"圆形"	"5"	"半蔓生"	"强"	"60"	"中熟"	"红"	"中"	"PI280600"	"--"	"125.0"	"中蔬引自苏联"	"普通叶"	"鲜食"	"深绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Volgogradskij"	"国外"	"78-307"	"V06A0929"
"237"	"--"	"2月末-7月中"	"Tshudonynk"	"平滑"	"强"	"Ⅱ6A0843"	"圆形"	"7"	"蔓生"	"抗病"	"60"	"中熟"	"红"	"小"	"PI102713"	"淡"	"100.0"	"中蔬引自苏联"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Tshudonynk"	"国外"	"78-3"	"V06A0930"
"238"	"--"	"2月末-7月中"	"Doneckii"	"平滑"	"弱"	"Ⅱ6A0794"	"圆形"	"5"	"蔓生"	"弱"	"57"	"中熟"	"红"	"中"	"PI280599"	"--"	"110.0"	"中蔬引自苏联"	"普通叶"	"鲜食"	"深绿"	"--"	"有限"	"红"	"中国农科院蔬菜所"	"Doneckii"	"国外"	"78-306"	"V06A0931"
"239"	"--"	"2月末-7月中"	"Belorussky"	"平滑"	"弱"	"Ⅱ6A0732"	"圆形"	"6"	"蔓生"	"弱"	"59"	"中熟"	"红"	"中"	"PI262931"	"酸甜"	"105.0"	"中蔬引自苏联"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Belorussky"	"国外"	"78-179"	"V06A0932"
"240"	"--"	"2月末-7月中"	"Shtambory karlik"	"平滑"	"弱"	"Ⅱ6A0752"	"圆形"	"6"	"蔓生"	"弱"	"45"	"早熟"	"红"	"小"	"PI262932"	"淡"	"60.0"	"中蔬引自苏联"	"普通叶"	"鲜食"	"深绿"	"--"	"有限"	"黄"	"中国农科院蔬菜所"	"Shtambory karlik"	"国外"	"78-180"	"V06A0933"
"241"	"--"	"2月末-7月中"	"Gruntovy Griborsky"	"平滑"	"弱"	"Ⅱ6A0748"	"圆形"	"5"	"蔓生"	"弱"	"57"	"中熟"	"红"	"小"	"PI262929"	"淡"	"125.0"	"中蔬引自苏联"	"普通叶"	"鲜食"	"绿"	"--"	"有限"	"黄"	"中国农科院蔬菜所"	"Gruntovy Griborsky"	"国外"	"78-177"	"V06A0934"
"242"	"--"	"2月末-7月中"	"Reine des Hatives"	"平滑"	"弱"	"Ⅱ6A0691"	"圆形"	"7"	"蔓生"	"弱"	"58"	"中熟"	"红"	"小"	"PI115219"	"--"	"75.0"	"中蔬引自苏联"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Reine des Hatives"	"国外"	"78-18"	"V06A0935"
"243"	"--"	"2月末-7月中"	"Gruntovy skorospely"	"平滑"	"中"	"Ⅱ6A0749"	"圆形"	"6"	"蔓生"	"中"	"45"	"早熟"	"红"	"小"	"PI262930"	"淡"	"30.0"	"中蔬引自苏联"	"普通叶"	"鲜食"	"绿"	"--"	"有限"	"黄"	"中国农科院蔬菜所"	"Gruntovy skorospely"	"国外"	"78-178"	"V06A0936"
"244"	"--"	"2月末-7月中"	"Chudo rinka PI115872"	"平滑"	"强"	"Ⅱ6A0692"	"圆形"	"6"	"--"	"强"	"58"	"中熟"	"红"	"小"	"PI115872"	"--"	"45.0"	"中蔬引自苏联"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Chudo rinka PI115872"	"国外"	"78-19"	"V06A0937"
"245"	"--"	"2月末-7月中"	"Dwarf AIpatiev PI152266"	"平滑"	"弱"	"Ⅱ6A0706"	"圆形"	"--"	"蔓生"	"弱"	"50"	"早熟"	"红"	"小"	"PI152266"	"--"	"60.0"	"中蔬引自苏联"	"普通叶"	"鲜食"	"深绿"	"--"	"无限"	"黄"	"中国农科院蔬菜所"	"Dwarf AIpatiev PI152266"	"国外"	"78-56"	"V06A0938"
"246"	"--"	"2月末-7月中"	"Shtambovy Ranny 1563"	"平滑"	"弱"	"Ⅱ6A0763"	"圆形"	"8"	"蔓生"	"弱"	"57"	"中熟"	"红"	"中"	"PI262936"	"酸甜"	"100.0"	"中蔬引自苏联"	"马铃薯叶"	"鲜食"	"深绿"	"--"	"有限"	"黄"	"中国农科院蔬菜所"	"Shtambovy Ranny 1563"	"国外"	"78-184"	"V06A0939"
"247"	"--"	"2月末-7月中"	"Pirst (First) Early"	"平滑"	"中"	"Ⅱ6A0690"	"圆形"	"6"	"蔓生"	"中"	"60"	"中熟"	"黄"	"小"	"PI115201"	"酸甜"	"130.0"	"中蔬引自苏联"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"黄"	"中国农科院蔬菜所"	"Pirst (First) Early"	"国外"	"78-17"	"V06A0940"
"248"	"--"	"2月末-7月中"	"Rachapea"	"平滑"	"强"	"Ⅱ6A0762"	"圆形"	"7"	"蔓生"	"强"	"66"	"晚熟"	"桔黄"	"小"	"PI264336"	"酸甜"	"180.0"	"中蔬引自西班牙"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"黄"	"中国农科院蔬菜所"	"Rachapea"	"国外"	"78-199"	"V06A0941"
"249"	"软"	"5-7"	"Flammatum Lehm"	"平滑"	"强"	"Ⅱ6A0904"	"圆形"	"8"	"蔓生"	"好"	"67"	"中熟"	"红"	"小"	"--"	"甜"	"42.5"	"中蔬引自西德"	"普通叶"	"鲜食"	"深绿"	"1093"	"无限"	"红"	"中国农科院蔬菜所"	"Flammatum Lehm"	"国外"	"D-012"	"V06A0942"
"250"	"面"	"5-7"	"Commune Bail"	"平滑"	"中"	"Ⅱ6A0906"	"圆形"	"8"	"蔓生"	"中"	"62"	"早熟"	"红"	"小"	"--"	"甜"	"52.0"	"中蔬引自西德"	"普通叶"	"鲜食"	"深绿"	"1107"	"无限"	"红"	"中国农科院蔬菜所"	"Commune Bail"	"国外"	"D-014"	"V06A0943"
"251"	"软"	"5-7"	"Bonita"	"平滑"	"中"	"Ⅱ6A0909"	"圆形"	"6"	"半蔓生"	"较差"	"68"	"中熟"	"红"	"小"	"--"	"甜"	"24.0"	"中蔬引自西德"	"普通叶"	"鲜食"	"绿"	"1076"	"有限"	"红"	"中国农科院蔬菜所"	"Bonita"	"国外"	"D-017"	"V06A0944"
"252"	"面"	"5-7"	"Amplinnatum"	"平滑"	"中"	"Ⅱ6A0905"	"圆形"	"8"	"蔓生"	"较差"	"65"	"中熟"	"红"	"小"	"--"	"甜"	"42.0"	"中蔬引自西德"	"马铃薯叶"	"鲜食"	"绿"	"1219"	"无限"	"红"	"中国农科院蔬菜所"	"Amplinnatum"	"国外"	"D-013"	"V06A0945"
"253"	"软"	"5-7"	"Ribesiodes"	"平滑"	"强"	"Ⅱ6A0907"	"圆形"	"8"	"蔓生"	"好"	"67"	"中熟"	"红"	"小"	"--"	"甜"	"--"	"中蔬引自西德"	"普通叶"	"--"	"绿"	"358"	"无限"	"红"	"中国农科院蔬菜所"	"Ribesiodes"	"国外"	"D-015"	"V06A0946"
"254"	"软"	"5-7"	"Aron Early"	"平滑"	"中"	"Ⅱ6A0908"	"圆形"	"8"	"蔓生"	"中"	"66"	"中熟"	"红"	"小"	"--"	"甜"	"53.5"	"中蔬引自西德"	"普通叶"	"鲜食"	"绿"	"1046"	"无限"	"红"	"中国农科院蔬菜所"	"Aron Early"	"国外"	"D-016"	"V06A0947"
"255"	"--"	"2月末-7月中"	"Kanck"	"平滑"	"强"	"Ⅱ6A0720"	"圆形"	"8"	"蔓生"	"强"	"60"	"中熟"	"红"	"小"	"PI204974"	"酸甜"	"55.0"	"中蔬引自西非吉尼"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Kanck"	"国外"	"78-104"	"V06A0948"
"256"	"--"	"2月末-7月中"	"Scarlet Globe"	"平滑"	"强"	"Ⅱ6A0727"	"圆形"	"7"	"蔓生"	"强"	"59"	"中熟"	"红"	"小"	"PI213188"	"酸甜"	"110.0"	"中蔬引自希腊"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Scarlet Globe"	"国外"	"78-117"	"V06A0949"
"257"	"软不面"	"2月末-7月中"	"Earty Chatham"	"平滑"	"弱"	"Ⅱ6A0728"	"圆形"	"4"	"蔓生"	"弱"	"52"	"中熟"	"桔黄"	"小"	"PI213189"	"--"	"60.0"	"中蔬引自希腊"	"普通叶"	"鲜食"	"绿"	"--"	"有限"	"黄"	"中国农科院蔬菜所"	"Earty Chatham"	"国外"	"78-118"	"V06A0950"
"258"	"--"	"2月末-7月中"	"Campbell soup"	"平滑"	"强"	"Ⅱ6A0726"	"圆形"	"6"	"蔓生"	"强"	"60"	"中熟"	"桔黄"	"小"	"PI212415"	"酸甜"	"160.0"	"中蔬引自新泽西"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"黄"	"中国农科院蔬菜所"	"Campbell soup"	"国外"	"78-115"	"V06A0951"
"259"	"--"	"2月末-7月中"	"Americke Pyramidni"	"平滑"	"中"	"Ⅱ6A0804"	"圆形"	"6"	"蔓生"	"中"	"57"	"中熟"	"绿"	"小"	"PI289307"	"--"	"90.0"	"中蔬引自匈牙利"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Americke Pyramidni"	"国外"	"78-426"	"V06A0952"
"260"	"--"	"2月末-7月中"	"Norderas Bush"	"平滑"	"中"	"Ⅱ6A0803"	"圆形"	"7"	"蔓生"	"中"	"57"	"中熟"	"红"	"小"	"PI289286"	"--"	"90.0"	"中蔬引自匈牙利"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Norderas Bush"	"国外"	"78-405"	"V06A0953"
"261"	"--"	"2月末-7月中"	"Kabobi PI146093"	"平滑"	"中"	"Ⅱ6A0704"	"圆形"	"7"	"蔓生"	"中"	"58"	"中熟"	"红"	"小"	"PI146093"	"酸甜"	"65.0"	"中蔬引自伊朗"	"普通叶"	"鲜食"	"深绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Kabobi PI146093"	"国外"	"78-52"	"V06A0954"
"262"	"--"	"2月末-7月中"	"Ind-Baltimore"	"平滑"	"中"	"Ⅱ6A0776"	"圆形"	"7"	"蔓生"	"中"	"60"	"中熟"	"红"	"中"	"PI270191"	"酸甜"	"100.0"	"中蔬引自伊利诺斯"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Ind-Baltimore"	"国外"	"78-221"	"V06A0955"
"263"	"面"	"5-7"	"Vigor"	"平滑"	"中"	"Ⅱ6A0899"	"梨形"	"6"	"半蔓生"	"中"	"65"	"中熟"	"红"	"小"	"--"	"甜"	"46.0"	"中蔬引自意大利"	"普通叶"	"加工"	"深绿"	"553"	"有限"	"红"	"中国农科院蔬菜所"	"Vigor"	"国外"	"D-07"	"V06A0956"
"264"	"面"	"5-7"	"Vesuvio"	"平滑"	"弱"	"Ⅱ6A0898"	"圆形"	"8"	"半蔓生"	"较差"	"65"	"中熟"	"红"	"小"	"--"	"甜"	"38.5"	"中蔬引自意大利"	"普通叶"	"加工"	"绿"	"757"	"有限"	"红"	"中国农科院蔬菜所"	"Vesuvio"	"国外"	"D-06"	"V06A0957"
"265"	"面"	"5-7"	"Sorreuto"	"平滑"	"弱"	"Ⅱ6A0900"	"圆形"	"8"	"半蔓生"	"差"	"62"	"早熟"	"红"	"小"	"--"	"甜"	"40.5"	"中蔬引自意大利"	"普通叶"	"加工"	"绿"	"599"	"有限"	"红"	"中国农科院蔬菜所"	"Sorreuto"	"国外"	"D-08"	"V06A0958"
"266"	"软"	"5-7"	"Homestead FM61"	"平滑"	"中"	"Ⅱ6A0901"	"圆形"	"8"	"半蔓生"	"中"	"69"	"中熟"	"红"	"中"	"--"	"甜"	"88.0"	"中蔬引自意大利"	"普通叶"	"鲜食"	"深绿"	"1572"	"有限"	"红"	"中国农科院蔬菜所"	"Homestead FM61"	"国外"	"D-09"	"V06A0959"
"267"	"--"	"2月末-7月中"	"Panoraz Raz"	"平滑"	"中"	"Ⅱ6A0719"	"圆形"	"6"	"蔓生"	"中"	"60"	"中熟"	"--"	"中"	"PI188565"	"酸甜"	"80.0"	"中蔬引自意大利"	"普通叶"	"鲜食"	"--"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Panoraz Raz"	"国外"	"78-78"	"V06A0960"
"268"	"--"	"2月末-7月中"	"Ladino di Pannocchia"	"平滑"	"中"	"Ⅱ6A0721"	"圆形"	"6"	"蔓生"	"中"	"50"	"中熟"	"红"	"小"	"PI205642"	"酸甜"	"80.0"	"中蔬引自意大利"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Ladino di Pannocchia"	"国外"	"78-107"	"V06A0961"
"269"	"--"	"2月末-7月中"	"Pancrazio"	"平滑"	"中"	"Ⅱ6A0708"	"圆形"	"5"	"蔓生"	"中"	"60"	"中熟"	"红"	"小"	"PI157991"	"酸甜"	"105.0"	"中蔬引自意大利"	"普通叶"	"鲜食"	"浅绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Pancrazio"	"国外"	"78-59"	"V06A0962"
"270"	"--"	"2月末-7月中"	"Prezioso"	"平滑"	"弱"	"Ⅱ6A0744"	"圆形"	"5"	"半蔓生"	"弱"	"50"	"中熟"	"红"	"小"	"PI255836"	"酸甜"	"60.0"	"中蔬引自意大利"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Prezioso"	"国外"	"78-156"	"V06A0963"
"271"	"--"	"2月末-7月中"	"Prospero"	"平滑"	"中"	"Ⅱ6A0709"	"圆形"	"8"	"蔓生"	"中"	"58"	"中熟"	"红"	"--"	"PI157993"	"酸甜"	"85.0"	"中蔬引自意大利"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Prospero"	"国外"	"78-61"	"V06A0964"
"272"	"--"	"2月末-7月中"	"Perdrigeon"	"平滑"	"中"	"Ⅱ6A0735"	"圆形"	"10"	"蔓生"	"中"	"60"	"中熟"	"黄"	"小"	"PI237135"	"酸甜"	"110.0"	"中蔬引自意大利"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"黄"	"中国农科院蔬菜所"	"Perdrigeon"	"国外"	"78-135"	"V06A0965"
"273"	"--"	"2月末-7月中"	"Ficarazzi"	"平滑"	"中"	"Ⅱ6A0734"	"圆形"	"7"	"蔓生"	"中"	"57"	"中熟"	"红"	"小"	"PI237131"	"酸甜"	"85.0"	"中蔬引自意大利"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Ficarazzi"	"国外"	"78-131"	"V06A0966"
"274"	"--"	"2月末-7月中"	"Pierrette"	"平滑"	"中"	"Ⅱ6A0736"	"圆形"	"8"	"蔓生"	"中"	"60"	"中熟"	"桔黄"	"小"	"PI237136"	"酸甜"	"85.0"	"中蔬引自意大利"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"黄"	"中国农科院蔬菜所"	"Pierrette"	"国外"	"78-136"	"V06A0967"
"275"	"--"	"2月末-7月中"	"Pigmeo"	"平滑"	"弱"	"Ⅱ6A0743"	"圆形"	"5"	"半蔓生"	"弱"	"45"	"早熟"	"红"	"小"	"PI255833"	"酸甜"	"40.0"	"中蔬引自意大利"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Pigmeo"	"国外"	"78-153"	"V06A0968"
"276"	"--"	"2月末-7月中"	"Tusa-Ruby"	"平滑"	"中"	"Ⅱ6A0796"	"圆形"	"7"	"蔓生"	"中"	"59"	"中熟"	"红"	"小"	"PI280694"	"--"	"70.0"	"中蔬引自印度"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Tusa-Ruby"	"国外"	"78-308"	"V06A0969"
"277"	"--"	"2月末-7月中"	"Red lobal"	"平滑"	"强"	"Ⅱ6A0802"	"圆形"	"7"	"蔓生"	"强"	"57"	"晚熟"	"红"	"小"	"PI286595"	"--"	"115.0"	"中蔬引自英国"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Red lobal"	"国外"	"78-349"	"V06A0970"
"278"	"--"	"2月末-7月中"	"Potentate"	"平滑"	"中"	"Ⅱ6A0801"	"圆形"	"7"	"蔓生"	"中"	"59"	"中熟"	"红"	"小"	"PI286253"	"--"	"65.0"	"中蔬引自英国"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Potentate"	"国外"	"78-340"	"V06A0971"
"279"	"--"	"2月末-7月中"	"Sterking Costle"	"平滑"	"中"	"Ⅱ6A0717"	"圆形"	"7"	"蔓生"	"中"	"58"	"中熟"	"红"	"小"	"PI199237"	"酸甜"	"65.0"	"中蔬引自英国"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"Sterking Costle"	"国外"	"78-96"	"V06A0972"
"280"	"--"	"2月末-7月中"	"English sutton"	"平滑"	"中"	"Ⅱ6A0729"	"圆形"	"6"	"蔓生"	"中"	"56"	"中熟"	"红"	"小"	"PI220864"	"酸甜"	"--"	"中蔬引自英国"	"普通叶"	"鲜食"	"浅绿"	"--"	"无限"	"红"	"中国农科院蔬菜所"	"English sutton"	"国外"	"78-119"	"V06A0973"
"281"	"--"	"2月末-7月中"	"Victory"	"平滑"	"强"	"Ⅱ6A0737"	"圆形"	"8"	"蔓生"	"强"	"60"	"中熟"	"红"	"小"	"PI248504"	"酸甜"	"50.0"	"中蔬引自英国"	"普通叶"	"鲜食"	"绿"	"--"	"无限"	"黄"	"中国农科院蔬菜所"	"Victory"	"国外"	"78-139"	"V06A0974"
"282"	"软"	"2中-7上"	"加拿大5号"	"平滑"	"中"	"Ⅱ6A0982"	"圆形"	"6"	"蔓生"	"中"	"65"	"--"	"桔红"	"大"	"--"	"中"	"130.0"	"天津"	"普通叶"	"鲜食"	"绿"	"2125"	"有限"	"红"	"天津市蔬菜所"	"JIA NA DA 5 HAO"	"天津"	"续6A-073"	"V06A0581"
