"id"	"抗虫性"	"裂荚性"	"科名"	"种子来源地"	"品种名称"	"粗蛋白"	"鲜草产量"	"脐色"	"五氧化二磷"	"耐湿性"	"子叶出土"	"播种地点"	"初花期"	"茎形"	"茎生长习性"	"烘干率"	"单株分枝数"	"花序类型"	"成熟荚色"	"耐荫性"	"茎的性质"	"栽培类别"	"初生叶形"	"译名"	"叶缘"	"幼茎色"	"单株荚数"	"落荚性"	"播种期"	"属名"	"统一编号"	"耐瘠性"	"出苗期"	"学名"	"粒形"	"耐盐性"	"耐酸性"	"落叶性"	"茎色"	"种皮色"	"花色"	"成熟期"	"再生性"	"结荚习性"	"库编号"	"耐碱性"	"结荚高度"	"叶尖"	"省"	"氧化钾"	"荚形"	"盛花期"	"复叶类形"	"叶序"	"单株粒数"	"叶形"	"氮"	"生育天数"	"株高"	"备注"	"抗寒性"	"抗病性"	"荚长"	"千粒重"	"保存单位"	"繁殖系数"	"抗旱性"	"生活周期"	"叶基"	"子叶颜色"	"种子产量"
"29"	"中"	"易裂"	"Leguminosae(豆科)"	"广西农科院"	"萍宁72号紫云英"	"9.64"	"4900"	"褐"	"0.54"	"强"	"出土"	"长沙"	"4.02"	"圆柱"	"半匍匐"	"9.80"	"2.0"	"伞状"	"黑"	"弱"	"草本"	"冬"	"倒卵"	"--"	"全缘"	"淡绿"	"90.5"	"不落"	"10.07"	"Astragalus(黄芪属)"	"00000042"	"中"	"10.12"	"Astragalus sinicus L.(紫云英)"	"扁肾"	"弱"	"中"	"半落"	"淡绿"	"黄绿夹深绿"	"紫红"	"5.23"	"中"	"无限"	"I7A00040"	"弱"	"89.2"	"稍凹"	"广西"	"3.17"	"三角矩形稍弯"	"4.11"	"奇数羽状复"	"互生"	"696.5"	"倒卵形"	"2.81"	"223"	"143.1"	"--"	"弱"	"弱"	"--"	"3.40"	"湖南、浙江土肥所18"	"14.3-64.4"	"弱"	"越年生"	"楔形"	"绿"	"83.0"
"30"	"强"	"易裂"	"Leguminosae(豆科)"	"贵州省金沙县"	"金沙紫云英"	"--"	"4067"	"褐"	"0.66"	"强"	"出土"	"长沙"	"4.01"	"圆柱"	"半匍匐"	"9.60"	"2.2"	"伞状"	"黑"	"弱"	"草本"	"冬"	"倒卵"	"--"	"全缘"	"淡绿"	"99.8"	"不落"	"10.07"	"Astragalus(黄芪属)"	"00000044"	"中"	"10.12"	"Astragalus sinicus L.(紫云英)"	"扁肾"	"弱"	"中"	"半落"	"淡绿"	"黄绿夹黑绿"	"紫红"	"5.20"	"中"	"无限"	"I7A00042"	"弱"	"79.2"	"稍凹"	"贵州"	"3.59"	"三角矩形稍弯"	"4.10"	"奇数羽状复"	"互生"	"708.7"	"倒卵形"	"3.26"	"220"	"133.5"	"--"	"中"	"弱"	"--"	"3.20"	"湖南、浙江土肥所20"	"18.0-55.6"	"弱"	"越年生"	"楔形"	"绿"	"71.0"
"31"	"强"	"易裂"	"Leguminosae(豆科)"	"安徽省南陵县弋江区"	"弋江"	"--"	"4656"	"褐"	"0.98"	"强"	"出土"	"长沙"	"4.01"	"圆柱"	"半匍匐"	"8.20"	"2.2"	"伞状"	"黑"	"弱"	"草本"	"冬"	"倒卵"	"--"	"全缘"	"淡绿"	"123.5"	"不落"	"10.07"	"Astragalus(黄芪属)"	"00000055"	"中"	"10.12"	"Astragalus sinicus L.(紫云英)"	"扁肾"	"弱"	"中"	"半落"	"淡绿"	"黄绿"	"紫红"	"5.22"	"中"	"无限"	"I7A00051"	"弱"	"75.1"	"稍凹"	"安徽"	"4.07"	"三角矩形稍弯"	"4.08"	"奇数羽状复"	"互生"	"827.5"	"倒卵形"	"4.05"	"222"	"131.8"	"--"	"强"	"中"	"--"	"3.30"	"湖南、浙江土肥所31"	"18.0-75.6"	"弱"	"越年生"	"楔形"	"绿"	"84.0"
"32"	"中"	"半裂"	"Leguminosae(豆科)"	"福建省农科院"	"闽紫1号(原来编号浙紫5号-36)"	"18.28"	"3105"	"褐"	"0.62"	"较强"	"出土"	"福州"	"4.10"	"圆柱"	"半匍匐"	"9.00"	"1.5"	"伞状"	"黑"	"较强"	"草本"	"冬"	"倒卵"	"--"	"全缘"	"淡绿"	"52.5"	"半落"	"10.05"	"Astragalus(黄芪属)"	"00000062"	"中"	"10.11"	"Astragalus sinicus L.(紫云英)"	"扁肾"	"--"	"较强"	"半落"	"淡绿"	"黄绿"	"紫红"	"5.07"	"弱"	"无限"	"I7A00268"	"--"	"86.0"	"稍凹"	"福建"	"2.23"	"三角矩形稍弯"	"4.30"	"奇数羽状复"	"互生"	"226.0"	"倒卵形"	"2.89"	"209"	"129.1"	"--"	"强"	"强"	"2.1"	"3.10"	"福建省土肥所"	"20"	"弱"	"越年生"	"楔形"	"绿"	"33.0"
"33"	"强"	"自裂"	"Leguminosae(豆科)"	"河北省大名县土肥站"	"大名沙打旺"	"10.87"	"4166"	"淡褐"	"0.51"	"--"	"出土"	"石家庄"	"8.12"	"圆"	"直立"	"32.50"	"5.5"	"总状"	"褐"	"--"	"草本"	"--"	"长椭圆"	"--"	"全缘"	"紫"	"43.5"	"半落"	"--"	"Astragalus(黄芪属)"	"00000077"	"--"	"--"	"Astragalus huangheensis H.C.Fuet.Y.H.Liusp(沙打旺)"	"肾形"	"--"	"--"	"半落"	"绿"	"褐"	"紫"	"10.04"	"强"	"无限"	"I7A00191"	"--"	"97.6"	"锐"	"河北"	"2.00"	"三棱柱形"	"8.24"	"奇数羽状复"	"互生"	"14971.0"	"长椭圆"	"1.85"	"212"	"143.6"	"--"	"强"	"强"	"8.3"	"0.67"	"河南省土肥所002"	"87"	"强"	"多年生"	"偏"	"深绿"	"44.0"
"34"	"强"	"自裂"	"Leguminosae(豆科)"	"陕西省榆林治沙站"	"榆林沙打旺"	"11.22"	"4633"	"淡褐"	"0.60"	"--"	"出土"	"石家庄"	"8.04"	"圆"	"直立"	"33.20"	"6.4"	"总状"	"褐"	"--"	"草本"	"--"	"长椭圆"	"--"	"全缘"	"紫"	"47.0"	"半落"	"--"	"Astragalus(黄芪属)"	"00000078"	"--"	"--"	"Astragalus huangheensis H.C.Fuet.Y.H.Liusp(沙打旺)"	"肾形"	"--"	"--"	"半落"	"绿"	"褐"	"紫"	"10.04"	"强"	"无限"	"I7A00192"	"--"	"90.1"	"锐"	"陕西"	"2.18"	"三棱柱形"	"8.09"	"奇数羽状复"	"互生"	"15350.7"	"长椭圆"	"2.08"	"212"	"132.2"	"--"	"强"	"中"	"6.2"	"0.63"	"河南省土肥所003"	"96"	"强"	"多年生"	"偏"	"深绿"	"48.0"
"35"	"强"	"自裂"	"Leguminosae(豆科)"	"山西省农科院土肥所"	"山西沙打旺"	"13.42"	"4366"	"淡褐"	"0.64"	"--"	"出土"	"石家庄"	"8.12"	"圆"	"直立"	"33.50"	"4.5"	"总状"	"褐"	"--"	"草本"	"--"	"长椭圆"	"--"	"全缘"	"紫"	"58.3"	"半落"	"--"	"Astragalus(黄芪属)"	"00000079"	"--"	"--"	"Astragalus huangheensis H.C.Fuet.Y.H.Liusp(沙打旺)"	"肾形"	"--"	"--"	"半落"	"绿"	"褐"	"紫"	"10.04"	"强"	"无限"	"I7A00193"	"--"	"88.4"	"锐"	"山西"	"2.33"	"三棱柱形"	"8.18"	"奇数羽状复"	"互生"	"24626.5"	"长椭圆"	"2.20"	"212"	"139.1"	"--"	"强"	"中"	"6.9"	"0.65"	"河南省土肥所004"	"152"	"弱"	"多年生"	"偏"	"深绿"	"76.0"
"36"	"中"	"自裂"	"Leguminosae(豆科)"	"辽宁省畜牧所"	"辽宁沙打旺"	"11.46"	"5166"	"淡褐"	"0.55"	"--"	"出土"	"石家庄"	"8.20"	"圆"	"直立"	"33.50"	"5.9"	"总状"	"褐"	"--"	"草本"	"--"	"长椭圆"	"--"	"全缘"	"紫"	"50.5"	"半落"	"--"	"Astragalus(黄芪属)"	"00000082"	"--"	"--"	"Astragalus huangheensis H.C.Fuet.Y.H.Liusp(沙打旺)"	"肾形"	"--"	"--"	"半落"	"绿"	"褐"	"紫"	"10.04"	"强"	"无限"	"I7A00196"	"--"	"93.5"	"锐"	"辽宁"	"2.33"	"三棱柱形"	"8.13"	"奇数羽状复"	"互生"	"13550.2"	"长椭圆"	"2.01"	"212"	"138.7"	"--"	"强"	"强"	"6.3"	"0.62"	"河南省土肥所008"	"99"	"弱"	"多年生"	"偏"	"深绿"	"50.0"
"37"	"--"	"自裂"	"Leguminosae(豆科)"	"引自苏联"	"土库曼毛苕"	"19.00"	"3330"	"棕褐"	"1.21"	"弱"	"不出土"	"南京"	"5.03"	"四棱"	"攀援"	"17.20"	"18.0"	"总状"	"淡黄"	"中"	"草本"	"冬"	"条形"	"--"	"全缘"	"红褐"	"705.0"	"不落"	"10.12"	"Vicia(巢菜属)"	"00000092"	"强"	"10.19"	"Vicia villosa Roth.(毛叶苕子)"	"圆"	"强"	"强"	"不落"	"绿"	"深黑"	"紫蓝"	"6.14"	"强"	"无限"	"I7A00271"	"强"	"97.0"	"钝尖"	"国外"	"1.17"	"矩形"	"5.08"	"偶数羽状复"	"对生"	"1339.5"	"披针"	"3.04"	"238"	"138.0"	"--"	"强"	"--"	"2.8"	"60.80"	"江苏省土肥所"	"66.8-248"	"强"	"越年生"	"圆"	"红褐"	"68.0"
"38"	"中"	"自裂"	"Leguminosae(豆科)"	"引自丹麦"	"78-61毛苕"	"18.70"	"2842"	"棕褐"	"1.67"	"弱"	"不出土"	"南京"	"5.16"	"四棱"	"攀援"	"18.80"	"15.5"	"总状"	"淡黄"	"中"	"草本"	"冬"	"条形"	"--"	"全缘"	"红褐"	"321.0"	"不落"	"10.06"	"Vicia(巢菜属)"	"00000093"	"强"	"10.13"	"Vicia villosa Roth.(毛叶苕子)"	"圆"	"强"	"强"	"不落"	"绿"	"深黑"	"紫蓝"	"6.16"	"中"	"无限"	"I7A00272"	"强"	"78.5"	"钝尖"	"国外"	"1.92"	"矩形"	"5.18"	"偶数羽状复"	"对生"	"1348.2"	"披针"	"2.98"	"247"	"230.0"	"--"	"强"	"--"	"2.9"	"26.40"	"江苏省土肥所"	"65.8-166"	"强"	"越年生"	"圆"	"红褐"	"42.0"
"39"	"--"	"自裂"	"Leguminosae(豆科)"	"引自美国原产地伊朗"	"81-243毛苕"	"18.80"	"3600"	"棕褐"	"0.87"	"弱"	"不出土"	"南京"	"5.08"	"四棱"	"攀援"	"16.00"	"41.0"	"总状"	"淡黄"	"中"	"草本"	"冬"	"条形"	"--"	"全缘"	"红褐"	"626.0"	"不落"	"10.12"	"Vicia(巢菜属)"	"00000094"	"强"	"10.19"	"Vicia villosa Roth.(毛叶苕子)"	"圆"	"强"	"强"	"不落"	"绿"	"深黑"	"紫蓝"	"6.21"	"强"	"无限"	"I7A00273"	"强"	"54.0"	"钝尖"	"国外"	"2.31"	"矩形"	"5.25"	"偶数羽状复"	"对生"	"1752.8"	"倒针形"	"3.01"	"246"	"247.0"	"--"	"强"	"--"	"3.2"	"49.50"	"江苏省土肥所"	"44.6"	"强"	"越年生"	"圆"	"红褐"	"11.0"
"40"	"--"	"--"	"Leguminosae(豆科)"	"江苏省农科院引自美国.原产地土"	"81-244毛苕"	"19.78"	"4170"	"棕褐"	"1.07"	"--"	"不出土"	"南京"	"5.14"	"四棱"	"攀援"	"--"	"35.0"	"总状"	"淡黄"	"--"	"草本"	"冬"	"条形"	"--"	"全缘"	"红褐"	"114.0"	"不落"	"10.12"	"Vicia(巢菜属)"	"00000095"	"强"	"10.19"	"Vicia villosa Roth.(毛叶苕子)"	"圆"	"--"	"强"	"不落"	"绿"	"深黑"	"紫蓝"	"6.21"	"中"	"无限"	"I7A00337"	"强"	"109.0"	"钝尖"	"国外"	"1.46"	"矩形"	"5.25"	"偶数羽状复"	"对生"	"319.2"	"披针"	"3.16"	"246"	"300.0"	"--"	"--"	"--"	"2.9"	"47.90"	"江苏省土肥所"	"5.08-63.4"	"强"	"越年生"	"圆"	"红褐"	"16.0"
"41"	"--"	"自裂"	"Leguminosae(豆科)"	"引自美国.原产地苏联"	"81-245毛苕"	"21.41"	"3460"	"棕褐"	"1.03"	"弱"	"不出土"	"南京"	"5.13"	"四棱"	"攀援"	"13.20"	"26.0"	"总状"	"淡黄"	"中"	"草本"	"冬"	"条形"	"--"	"全缘"	"红褐"	"355.0"	"不落"	"10.12"	"Vicia(巢菜属)"	"00000096"	"强"	"10.19"	"Vicia villosa Roth.(毛叶苕子)"	"圆"	"强"	"强"	"不落"	"绿"	"深黑"	"紫蓝"	"6.15"	"中"	"无限"	"I7A00338"	"强"	"104.0"	"钝尖"	"国外"	"1.36"	"矩形"	"5.18"	"偶数羽状复"	"对生"	"1491.0"	"披针"	"3.42"	"240"	"296.0"	"--"	"强"	"--"	"2.9"	"30.00"	"江苏省土肥所"	"49-150"	"强"	"越年生"	"圆"	"红褐"	"37.0"
"42"	"强"	"中"	"Leguminosae(豆科)"	"罗马尼亚"	"罗马尼亚苕子"	"--"	"2134"	"棕褐"	"--"	"弱"	"不出土"	"南京"	"4.14"	"四棱"	"攀援"	"19.90"	"--"	"总状"	"淡黄"	"中"	"草本"	"冬"	"条形"	"--"	"全缘"	"红褐"	"--"	"不落"	"9.19"	"Vicia(巢菜属)"	"00000097"	"强"	"9.29"	"Vicia villosa Roth.(毛叶苕子)"	"圆"	"强"	"强"	"不落"	"绿"	"深黑"	"紫蓝"	"6.25"	"强"	"无限"	"I7A00274"	"强"	"--"	"钝尖"	"国外"	"--"	"矩形"	"--"	"偶数羽状复"	"对生"	"--"	"披针"	"3.61"	"270"	"--"	"--"	"强"	"中"	"--"	"27.90"	"江苏省土肥所"	"119.6-99"	"强"	"越年生"	"圆"	"红褐"	"25.0"
"43"	"中"	"自裂"	"Leguminosae(豆科)"	"云南省农科院"	"云光早苕一号(源光叶苕早熟品系74-2)"	"--"	"1623"	"棕褐"	"--"	"弱"	"不出土"	"南京"	"4.16"	"四棱"	"攀援"	"--"	"15.5"	"总状"	"淡黄"	"中"	"草本"	"冬"	"条形"	"--"	"全缘"	"红褐"	"756.0"	"不落"	"10.12"	"Vicia(巢菜属)"	"00000099"	"强"	"10.19"	"Vicia villosa var.(光叶苕子)"	"圆"	"--"	"--"	"不落"	"绿"	"深黑"	"红紫"	"5.31"	"中"	"无限"	"I7A00266"	"--"	"59.0"	"钝尖"	"云南"	"--"	"矩形"	"4.19"	"偶数羽状复"	"对生"	"3182.8"	"披针"	"--"	"224"	"223.5"	"--"	"中"	"中"	"2.9"	"22.70"	"云南农科院土肥所"	"--"	"强"	"越年生"	"圆"	"红褐"	"97.0"
"44"	"--"	"自裂"	"Leguminosae(豆科)"	"江苏省农科院"	"66-26光叶紫花苕子"	"16.60"	"3900"	"棕褐"	"0.94"	"弱"	"不出土"	"南京"	"5.05"	"四棱"	"攀援"	"17.20"	"14.5"	"总状"	"淡黄"	"中"	"草本"	"冬"	"条形"	"--"	"全缘"	"红褐"	"365.0"	"不落"	"10.12"	"Vicia(巢菜属)"	"00000102"	"强"	"10.19"	"Vicia villosa var.(光叶苕子)"	"圆"	"--"	"强"	"不落"	"绿"	"深黑"	"红紫"	"6.70"	"中"	"无限"	"I7A00277"	"强"	"97.0"	"钝尖"	"国外"	"1.48"	"矩形"	"5.80"	"偶数羽状复"	"对生"	"949.0"	"披针"	"2.65"	"231"	"214.5"	"--"	"强"	"--"	"2.9"	"27.80"	"江苏省土肥所"	"121.8-340"	"中"	"越年生"	"圆"	"红褐"	"85.0"
"45"	"中"	"中"	"Leguminosae(豆科)"	"1966从日本引进"	"66-100光苕子"	"17.15"	"3800"	"棕褐"	"0.94"	"弱"	"不出土"	"南京"	"5.08"	"四棱"	"攀援"	"18.80"	"14.0"	"总状"	"淡黄"	"中"	"草本"	"冬"	"条形"	"--"	"全缘"	"红褐"	"285.3"	"不落"	"10.12"	"Vicia(巢菜属)"	"00000103"	"强"	"10.17"	"Vicia villosa var.(光叶苕子)"	"圆"	"强"	"强"	"不落"	"绿"	"深黑"	"红紫"	"6.70"	"中"	"无限"	"I7A00278"	"强"	"87.8"	"钝尖"	"国外"	"1.46"	"矩形"	"5.10"	"偶数羽状复"	"对生"	"1464.1"	"披针"	"2.74"	"233"	"255.5"	"--"	"中"	"中"	"3.1"	"36.60"	"江苏省土肥所"	"116-240"	"中"	"越年生"	"圆"	"红褐"	"60.0"
"46"	"--"	"中"	"Leguminosae(豆科)"	"引自美国"	"81-91光苕"	"17.97"	"3100"	"棕褐"	"0.92"	"弱"	"不出土"	"南京"	"5.10"	"四棱"	"攀援"	"17.20"	"18.0"	"总状"	"淡黄"	"中"	"草本"	"冬"	"条形"	"--"	"全缘"	"红褐"	"136.0"	"不落"	"10.12"	"Vicia(巢菜属)"	"00000104"	"--"	"10.19"	"Vicia villosa var.(光叶苕子)"	"圆"	"--"	"--"	"不落"	"绿"	"深黑"	"红紫"	"6.14"	"--"	"无限"	"I7A00279"	"--"	"113.0"	"钝尖"	"国外"	"1.46"	"矩形"	"5.18"	"偶数羽状复"	"对生"	"557.6"	"披针"	"2.87"	"238"	"279.0"	"--"	"中"	"中"	"3.2"	"26.90"	"江苏省土肥所"	"35.8-140"	"中"	"越年生"	"圆"	"红褐"	"35.0"
"47"	"--"	"自裂"	"Leguminosae(豆科)"	"引自美国"	"普通光叶紫衣苕子"	"19.06"	"2850"	"棕褐"	"1.17"	"弱"	"不出土"	"南京"	"5.09"	"四棱"	"攀援"	"14.00"	"37.0"	"总状"	"淡黄"	"中"	"草本"	"冬"	"条形"	"--"	"全缘"	"红褐"	"331.8"	"不落"	"10.06"	"Vicia(巢菜属)"	"00000105"	"强"	"10.13"	"Vicia villosa var.(光叶苕子)"	"圆"	"强"	"强"	"不落"	"绿"	"深黑"	"红紫"	"6.14"	"强"	"无限"	"I7A00280"	"强"	"113.8"	"钝尖"	"国外"	"1.36"	"矩形"	"5.13"	"偶数羽状复"	"对生"	"1327.2"	"披针"	"3.05"	"244"	"248.5"	"--"	"强"	"--"	"2.4"	"20.70"	"江苏省土肥所"	"38.8-116.4"	"强"	"越年生"	"圆"	"红褐"	"29.0"
"48"	"中"	"自裂"	"Leguminosae(豆科)"	"美国引进原产以色列"	"81-235毛荚苕子"	"18.80"	"2642"	"棕褐"	"1.07"	"弱"	"不出土"	"南京"	"4.22"	"四棱"	"攀援"	"14.40"	"15.0"	"总状"	"淡黄"	"中"	"草本"	"冬"	"线形"	"--"	"全缘"	"--"	"289.0"	"不落"	"10.12"	"Vicia(巢菜属)"	"00000121"	"强"	"10.19"	"Vicia dasycarp L.(毛荚苕子)"	"扁圆"	"强"	"强"	"不落"	"绿"	"黑褐"	"红紫"	"6.09"	"--"	"无限"	"I7A00296"	"强"	"92.0"	"钝尖"	"国外"	"2.44"	"矩形"	"5.30"	"偶数羽状复"	"对生"	"867.0"	"披针"	"3.01"	"233"	"219.0"	"--"	"强"	"--"	"2.6"	"32.30"	"江苏农科院土肥所"	"116"	"强"	"越年生"	"圆"	"--"	"29.0"
"49"	"中"	"自裂"	"Leguminosae(豆科)"	"引自美国,原产西班牙"	"81-236"	"17.50"	"2570"	"棕褐"	"1.10"	"弱"	"不出土"	"南京"	"4.22"	"四棱"	"攀援"	"15.60"	"27.0"	"总状"	"淡黄"	"中"	"草本"	"冬"	"线形"	"--"	"全缘"	"--"	"349.0"	"不落"	"10.12"	"Vicia(巢菜属)"	"00000122"	"强"	"10.19"	"Vicia dasycarp L.(毛荚苕子)"	"扁圆"	"强"	"强"	"不落"	"绿"	"黑"	"红紫"	"6.09"	"--"	"无限"	"I7A00297"	"强"	"93.0"	"钝尖"	"国外"	"2.62"	"矩形"	"5.30"	"偶数羽状复"	"对生"	"698.0"	"披针"	"2.80"	"233"	"241.0"	"--"	"强"	"--"	"2.6"	"45.00"	"江苏农科院土肥所"	"--"	"强"	"越年生"	"圆"	"--"	"40.0"
"50"	"中"	"自裂"	"Leguminosae(豆科)"	"引自美国"	"深紫花野豌豆"	"--"	"--"	"棕褐"	"--"	"--"	"不出土"	"南京"	"4.16"	"四棱"	"攀援"	"--"	"--"	"总状"	"黑黄"	"中"	"草本"	"冬"	"条形"	"--"	"全缘"	"红褐"	"--"	"不落"	"10.06"	"Vicia(巢菜属)"	"00000123"	"强"	"10.13"	"Vicia atropurpurea(深紫花野豌豆)"	"扁圆"	"强"	"强"	"不落"	"绿"	"黑"	"紫红"	"6.04"	"--"	"无限"	"I7A00298"	"强"	"--"	"钝尖"	"国外"	"--"	"矩形"	"4.23"	"偶数羽状复"	"对生"	"--"	"长圆形"	"--"	"234"	"--"	"--"	"中"	"弱"	"--"	"--"	"江苏农科院土肥所"	"--"	"中"	"越年生"	"圆"	"红褐"	"--"
"51"	"中"	"自裂"	"Leguminosae(豆科)"	"从美国引进,原产比利时"	"匈牙利苕子"	"17.80"	"600"	"棕褐"	"0.80"	"强"	"不出土"	"南京"	"4.16"	"四棱"	"攀援"	"13.60"	"--"	"总状"	"淡黄"	"中"	"草本"	"冬"	"条形"	"--"	"全缘"	"红褐"	"--"	"不落"	"10.06"	"Vicia(巢菜属)"	"00000124"	"--"	"10.13"	"Vicia pannonica(匈牙利苕子)"	"扁圆"	"--"	"--"	"不落"	"灰"	"黑"	"白"	"--"	"--"	"无限"	"--"	"--"	"--"	"钝尖"	"国外"	"2.44"	"矩形"	"4.21"	"偶数羽状复"	"对生"	"--"	"长圆形"	"2.85"	"--"	"140.0"	"--"	"强"	"中"	"--"	"--"	"江苏农科院土肥所"	"--"	"--"	"越年生"	"圆"	"红褐"	"--"
"52"	"中"	"不易"	"Leguminosae(豆科)"	"江苏农科院土肥所"	"66-25箭豌"	"16.88"	"1825"	"白"	"0.83"	"较弱"	"不出土"	"南京"	"4.12"	"方形中空"	"半攀缘"	"12.80"	"8.2"	"总状"	"黄"	"--"	"草本"	"--"	"2小叶,长椭圆"	"--"	"全缘"	"绿带紫"	"57.7"	"半落"	"10.12"	"Vicia(巢菜属)"	"00000125"	"较强"	"10.21"	"Vicia sativa L.(箭 豌豆)"	"扁圆"	"中"	"较强"	"落"	"绿"	"褐有斑"	"紫"	"5.31"	"中"	"无限"	"I7A00070"	"中"	"42.8"	"箭状"	"国外"	"1.58"	"扁长矩形"	"4.15"	"偶数羽状"	"互生"	"311.6"	"长椭圆"	"3.30"	"220"	"88.6"	"27.80饲用"	"中"	"中"	"5.0"	"56.30"	"江苏省农科院土肥所6625"	"20-50"	"强"	"一年生或越年生"	"楔形"	"绿"	"66.0"
"53"	"强"	"不易"	"Leguminosae(豆科)"	"宁夏农科院"	"879-2箭豌"	"--"	"2875"	"白"	"0.82"	"强"	"不出土"	"南京"	"--"	"方形中空"	"半攀缘"	"15.20"	"11.6"	"总状"	"淡黄"	"--"	"草本"	"--"	"2小叶,长椭圆"	"--"	"全缘"	"绿"	"86.3"	"半落"	"10.12"	"Vicia(巢菜属)"	"00000126"	"较强"	"10.21"	"Vicia sativa L.(箭 豌豆)"	"扁圆"	"--"	"较强"	"--"	"绿"	"黄绿"	"紫"	"6.14"	"中"	"无限"	"I7A00071"	"--"	"60.1"	"箭状"	"国外"	"1.70"	"扁长矩形"	"5.05"	"偶数羽状"	"互生"	"509.2"	"长椭圆"	"2.96"	"233"	"123.3"	"0.65饲用"	"中"	"较强"	"4.6"	"43.80"	"江苏省农科院土肥所81-290"	"15-30"	"强"	"一年生或越年生"	"楔形"	"绿"	"80.0"
"54"	"中"	"不易"	"Leguminosae(豆科)"	"宁夏农科院"	"751箭豌"	"16.63"	"2550"	"白"	"0.69"	"弱"	"不出土"	"南京"	"4.13"	"方形中空"	"半攀缘"	"14.00"	"5.4"	"总状"	"淡黄"	"--"	"草本"	"--"	"2小叶,长椭圆"	"--"	"全缘"	"绿"	"27.2"	"不易"	"10.12"	"Vicia(巢菜属)"	"00000127"	"较强"	"10.20"	"Vicia sativa L.(箭 豌豆)"	"扁圆"	"--"	"较强"	"中等"	"绿"	"褐有斑"	"紫"	"5.31"	"中"	"无限"	"I7A00072"	"--"	"48.2"	"箭状"	"国外"	"--"	"扁长矩形"	"4.17"	"偶数羽状"	"互生"	"130.6"	"长椭圆"	"2.66"	"220"	"92.0"	"0.00饲用"	"弱"	"中"	"5.2"	"76.90"	"江苏省农科院土肥所81-334"	"20-40"	"强"	"一年生或越年生"	"楔形"	"绿"	"74.0"
"55"	"中"	"不易"	"Leguminosae(豆科)"	"湖北农科院"	"7502箭豌"	"17.19"	"3000"	"白"	"0.81"	"弱"	"不出土"	"南京"	"4.24"	"方形中空"	"半攀缘"	"12.14"	"9.2"	"总状"	"淡黄"	"--"	"草本"	"--"	"2小叶,长椭圆"	"--"	"全缘"	"绿"	"65.0"	"半落"	"10.12"	"Vicia(巢菜属)"	"00000128"	"中"	"10.19"	"Vicia sativa L.(箭 豌豆)"	"扁圆"	"中"	"较强"	"中等"	"绿"	"褐有斑"	"紫"	"6.09"	"中"	"无限"	"I7A00073"	"中"	"56.4"	"箭状"	"国外"	"0.85"	"扁长矩形"	"4.30"	"偶数羽状"	"互生"	"4.2"	"长椭圆"	"2.75"	"230"	"122.8"	"0.96饲用"	"中"	"较强"	"4.5"	"69.00"	"江苏省农科院土肥所78-198"	"20-40"	"强"	"一年生或越年生"	"楔形"	"绿"	"197.0"
"56"	"中"	"不易"	"Leguminosae(豆科)"	"湖北农科院"	"758选箭豌 s79-17"	"21.56"	"3000"	"白"	"0.60"	"中"	"不出土"	"南京"	"4.20"	"方形中空"	"半攀缘"	"14.40"	"8.3"	"总状"	"淡黄"	"中"	"草本"	"--"	"2小叶,长椭圆"	"--"	"全缘"	"绿"	"76.4"	"中"	"10.12"	"Vicia(巢菜属)"	"00000129"	"较强"	"10.22"	"Vicia sativa L.(箭 豌豆)"	"扁圆"	"中"	"较强"	"中等"	"绿"	"褐有斑"	"紫"	"6.04"	"中"	"无限"	"I7A00224"	"中"	"80.9"	"箭状"	"国外"	"--"	"扁长矩形"	"4.24"	"偶数羽状"	"互生"	"420.2"	"长椭圆"	"3.45"	"222"	"127.0"	"2.50饲用"	"较弱"	"较强"	"5.0"	"49.40"	"江苏省农科院土肥所78-193"	"20-50"	"强"	"一年生或越年生"	"楔形"	"绿"	"82.0"
"57"	"中"	"不易"	"Leguminosae(豆科)"	"湖北农科院"	"754-1箭豌"	"18.80"	"2200"	"白"	"0.82"	"较弱"	"不出土"	"南京"	"--"	"方形中空"	"半攀缘"	"14.40"	"15.7"	"总状"	"淡黄"	"中"	"草本"	"--"	"2小叶,长椭圆"	"--"	"全缘"	"绿"	"97.5"	"不易"	"10.12"	"Vicia(巢菜属)"	"00000130"	"较强"	"10.20"	"Vicia sativa L.(箭 豌豆)"	"扁圆"	"中"	"较强"	"中等"	"绿"	"黄灰"	"紫"	"6.14"	"中"	"无限"	"I7A00074"	"中"	"61.7"	"箭状"	"国外"	"0.85"	"扁长矩形"	"5.03"	"偶数羽状"	"互生"	"604.5"	"长椭圆"	"3.08"	"234"	"134.5"	"0.71饲用"	"较弱"	"较强"	"4.8"	"44.10"	"江苏省农科院土肥所78-190"	"20-30"	"强"	"一年生或越年生"	"楔形"	"绿"	"47.0"
