"id"	"品种名称"	"叶形"	"叶色"	"种质库编号"	"叶缘"	"属名"	"繁种单位"	"单产"	"学名"	"耐旱性"	"叶柄宽"	"株幅"	"叶柄长"	"叶宽"	"叶裂刻"	"耐寒性"	"叶柄色"	"译名"	"单株重"	"备注"	"统一编号"	"抗逆性"	"抗虫性"	"种子千粒重"	"单位编号"	"播种期"	"科名"	"纤维含量"	"株型"	"熟性"	"叶长"	"叶面刺毛"	"叶面"	"耐热性"	"收获期"	"叶柄厚"	"定植期"	"省"	"品种来源"	"贮藏性"	"用途"	"耐涝性"	"株高"	"抗病性"	"栽培时期"	"品质"	"生长期"
"84"	"固原黄白菜"	"卵圆"	"黄绿"	"Ⅱ2B0497"	"--"	"Brassica(芸薹属)"	"宁夏农林院蔬菜室"	"4000"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"3.0"	"--"	"22.0"	"--"	"--"	"--"	"白绿"	"GU YUAN HUANG BAI CAI"	"330"	"--"	"V02B0483"	"抗寒中"	"--"	"--"	"ⅣD88D-6"	"--"	"Cruciferae(十字花科)"	"--"	"直立"	"--"	"--"	"--"	"微皱"	"--"	"--"	"0.5"	"--"	"宁夏"	"宁夏固原县"	"--"	"熟食"	"--"	"45.3"	"抗霜霉中,抗蝇虫强"	"(3中.6下)-(5下.9下)"	"--"	"70"
"85"	"三月慢油菜"	"椭圆"	"绿"	"Ⅱ2B0259"	"--"	"Brassica(芸薹属)"	"宁夏农林院蔬菜室"	"3500"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"1.6"	"--"	"11.5"	"--"	"--"	"--"	"白绿"	"SAN YUE MAN YOU CAI"	"130"	"引自上海,耐寒"	"V02B0488"	"耐寒强"	"--"	"--"	"88D-2"	"--"	"Cruciferae(十字花科)"	"--"	"半直立"	"--"	"--"	"--"	"平滑"	"--"	"--"	"0.2"	"--"	"宁夏"	"宁夏银川市"	"--"	"熟食"	"--"	"20.8"	"--"	"3下-5下"	"--"	"60"
"86"	"油白菜"	"倒卵圆"	"绿"	"Ⅱ2A1216"	"--"	"Brassica(芸薹属)"	"青海农科院园艺所"	"4500"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"3.0"	"--"	"12.0"	"--"	"--"	"--"	"绿白"	"YOU BAI CAI"	"1000"	"--"	"V02B0489"	"耐寒"	"--"	"--"	"Ⅱ2B002"	"--"	"Cruciferae(十字花科)"	"--"	"半直立"	"--"	"--"	"--"	"平滑"	"--"	"--"	"0.7"	"--"	"青海"	"青海格尔木市"	"--"	"熟食"	"--"	"37.0"	"--"	"(3上.7中)-(6下.9下)"	"--"	"70"
"87"	"黑油菜"	"椭圆"	"深绿"	"Ⅱ2B0296"	"--"	"Brassica(芸薹属)"	"青海农科院园艺所"	"1900"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"2.0"	"--"	"14.5"	"--"	"--"	"--"	"绿白"	"HEI YOU CAI"	"78"	"引自河南安阳"	"V02B0490"	"耐寒"	"--"	"--"	"Ⅱ2B002"	"--"	"Cruciferae(十字花科)"	"--"	"半直立"	"--"	"--"	"--"	"微皱"	"--"	"--"	"0.5"	"--"	"青海"	"青海西宁市"	"--"	"熟食"	"--"	"35.4"	"茎象岬为害叶柄"	"(3上.7中)-(5下.9下)"	"--"	"75"
"88"	"广饶白帮油菜"	"卵圆"	"绿"	"Ⅱ2B0011"	"--"	"Brassica(芸薹属)"	"山东农科院蔬菜所"	"1000"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"浅绿"	"GUANG RAO BAI BANG YOU CAI"	"80"	"--"	"V02B0491"	"--"	"--"	"--"	"2B011"	"--"	"Cruciferae(十字花科)"	"--"	"半直立"	"--"	"--"	"--"	"平滑"	"--"	"--"	"--"	"--"	"山东"	"山东广饶县"	"--"	"熟食"	"--"	"25.0"	"中"	"2下-4下"	"--"	"60"
"89"	"广饶黑帮油菜"	"长椭圆"	"深绿"	"Ⅱ2B0032"	"--"	"Brassica(芸薹属)"	"山东农科院蔬菜所"	"1875"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"绿"	"GUANG RAO HEI BANG YOU CAI"	"55"	"--"	"V02B0492"	"--"	"--"	"--"	"2B018"	"--"	"Cruciferae(十字花科)"	"--"	"半直立"	"--"	"--"	"--"	"平滑"	"--"	"--"	"--"	"--"	"山东"	"山东广饶县"	"--"	"熟食"	"--"	"30.0"	"中"	"7上-10上"	"--"	"55"
"90"	"泗水黄叶白菜"	"倒卵圆"	"浅绿"	"Ⅱ2B0455"	"--"	"Brassica(芸薹属)"	"山东农科院蔬菜所"	"4500"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"白"	"SI SHUI HUANG YE BAI CAI"	"1500"	"--"	"V02B0501"	"--"	"--"	"--"	"2B012"	"--"	"Cruciferae(十字花科)"	"--"	"直立"	"--"	"--"	"--"	"微皱"	"--"	"--"	"--"	"--"	"山东"	"山东泗水县"	"--"	"熟食"	"--"	"60.0"	"中"	"3上-5中"	"--"	"70"
"91"	"滕县小白菜"	"长卵圆"	"绿"	"Ⅱ2B0256"	"--"	"Brassica(芸薹属)"	"山东农科院蔬菜所"	"3000"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"白绿"	"TENG XIAN XIAO BAI CAI"	"300"	"--"	"V02B0502"	"--"	"--"	"--"	"2B08"	"--"	"Cruciferae(十字花科)"	"--"	"半直立"	"--"	"--"	"--"	"皱缩"	"--"	"--"	"--"	"--"	"山东"	"山东滕州市"	"--"	"熟食"	"--"	"60.0"	"中"	"3上-5中"	"--"	"60"
"92"	"候马油菜"	"长倒卵"	"深绿"	"Ⅱ2B0287"	"--"	"Brassica(芸薹属)"	"山西农科院蔬菜所"	"3250"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"1.7"	"--"	"9.2"	"--"	"--"	"--"	"白绿"	"HOU MA YOU CAI"	"185"	"抗病毒病"	"V02B0503"	"--"	"--"	"--"	"Ⅱ2B0004"	"--"	"Cruciferae(十字花科)"	"--"	"半开展"	"--"	"--"	"--"	"微皱"	"--"	"--"	"0.6"	"--"	"山西"	"山西候马市"	"--"	"熟食"	"--"	"34.0"	"抗病毒病强"	"4上-5下.6上"	"--"	"54"
"93"	"冬苔菜"	"倒卵"	"深绿"	"Ⅱ2B0291"	"--"	"Brassica(芸薹属)"	"山西农科院蔬菜所"	"2250"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"2.4"	"--"	"19.3"	"--"	"--"	"--"	"绿"	"DONG TAI CAI"	"210"	"抗病毒病"	"V02B0504"	"--"	"--"	"--"	"Ⅱ2B0010"	"--"	"Cruciferae(十字花科)"	"--"	"半直立"	"--"	"--"	"--"	"微皱"	"--"	"--"	"0.7"	"--"	"山西"	"山西临汾市"	"--"	"熟食"	"--"	"44.2"	"抗病毒病强"	"4上-5下.6上"	"--"	"56"
"94"	"春苔菜"	"倒卵"	"深绿"	"Ⅱ2B0290"	"--"	"Brassica(芸薹属)"	"山西农科院蔬菜所"	"1750"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"1.5"	"--"	"13.0"	"--"	"--"	"--"	"浅绿"	"CHUN TAI CAI"	"190"	"抗病毒病"	"V02B0505"	"--"	"--"	"--"	"Ⅱ2B0009"	"--"	"Cruciferae(十字花科)"	"--"	"半开展"	"--"	"--"	"--"	"微皱"	"--"	"--"	"0.7"	"--"	"山西"	"山西临汾市"	"--"	"熟食"	"--"	"27.1"	"抗病毒病强"	"4上-5中下"	"--"	"45"
"95"	"四月慢"	"椭圆"	"绿"	"Ⅱ2B0517"	"--"	"Brassica(芸薹属)"	"山西农科院蔬菜所"	"1750"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"3.9"	"--"	"10.9"	"--"	"--"	"--"	"浅绿"	"SI YUE MAN"	"225"	"抗病毒病"	"V02B0509"	"--"	"--"	"--"	"Ⅱ2B0005"	"--"	"Cruciferae(十字花科)"	"--"	"半直立"	"--"	"--"	"--"	"平滑"	"--"	"--"	"0.8"	"--"	"山西"	"山西运城市"	"--"	"熟食"	"--"	"28.3"	"抗病毒病强"	"4上-5下.6上"	"--"	"54"
"96"	"三棱菜"	"长倒卵"	"绿"	"Ⅱ2B0140"	"--"	"Brassica(芸薹属)"	"山西农科院蔬菜所"	"2250"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"2.4"	"--"	"19.8"	"--"	"--"	"--"	"白绿"	"SAN LENG CAI"	"175"	"抗病毒病"	"V02B0510"	"--"	"--"	"--"	"Ⅱ2B0011"	"--"	"Cruciferae(十字花科)"	"--"	"半直立"	"--"	"--"	"--"	"平滑"	"--"	"--"	"0.9"	"--"	"山西"	"山西中阳县"	"--"	"熟食"	"--"	"39.0"	"抗病毒病强"	"4上-5中下"	"--"	"45"
"97"	"乌鸡白"	"倒卵圆"	"深绿"	"Ⅱ2A0751"	"--"	"Brassica(芸薹属)"	"陕西农科院蔬菜所"	"2500"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"白"	"WU JI BAI"	"1500"	"后期卷心,质佳"	"V02B0511"	"强"	"--"	"--"	"6a-324"	"--"	"Cruciferae(十字花科)"	"--"	"半直立"	"--"	"--"	"--"	"平滑"	"--"	"--"	"--"	"--"	"陕西"	"陕西汉中市"	"--"	"熟食"	"--"	"30.0"	"强"	"9上-次年3上"	"--"	"130"
"98"	"黑白菜"	"近圆"	"深绿"	"Ⅱ2B0027"	"--"	"Brassica(芸薹属)"	"陕西农科院蔬菜所"	"2750"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"白绿"	"HEI BAI CAI"	"200"	"引自河南"	"V02B0512"	"强"	"--"	"--"	"8a-73"	"--"	"Cruciferae(十字花科)"	"--"	"半直立"	"--"	"--"	"--"	"多皱"	"--"	"--"	"--"	"--"	"陕西"	"陕西西安市"	"--"	"熟食"	"--"	"22.5"	"强"	"9中-次年3下4上"	"--"	"150"
"99"	"瓢儿菜"	"近圆"	"深绿"	"Ⅱ2B0026"	"--"	"Brassica(芸薹属)"	"陕西农科院蔬菜所"	"1500"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"浅绿"	"PIAO ER CAI"	"200"	"引自浙江"	"V02B0513"	"强"	"--"	"--"	"6a-292"	"--"	"Cruciferae(十字花科)"	"--"	"半直立"	"--"	"--"	"--"	"多皱"	"--"	"--"	"--"	"--"	"陕西"	"陕西西安市"	"--"	"熟食"	"--"	"22.5"	"强"	"9下-次年4"	"--"	"110"
"100"	"上海晚青"	"卵圆"	"浅绿"	"Ⅱ2B0025"	"--"	"Brassica(芸薹属)"	"陕西农科院蔬菜所"	"2625"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"白绿"	"SHANG HAI WAN QING"	"250"	"--"	"V02B0517"	"强"	"--"	"--"	"8a-74"	"--"	"Cruciferae(十字花科)"	"--"	"直立"	"--"	"--"	"--"	"平滑"	"--"	"--"	"--"	"--"	"陕西"	"陕西引自上海"	"--"	"熟食"	"--"	"30.0"	"强"	"10中下-(次年3中-4上)"	"--"	"150"
"101"	"罗店冬常菜"	"卵圆"	"浅绿"	"Ⅱ2B0589"	"--"	"Brassica(芸薹属)"	"上海农科院园艺所"	"875"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"--"	"--"	"7.5"	"--"	"--"	"--"	"浅绿"	"LUO DIAN DONG CHANG CAI"	"150"	"耐寒"	"V02B0518"	"耐寒"	"--"	"--"	"S7-12"	"--"	"Cruciferae(十字花科)"	"--"	"直立"	"--"	"--"	"--"	"平滑"	"--"	"--"	"--"	"--"	"上海"	"上海宝山县"	"--"	"熟食"	"--"	"20.0"	"抗"	"10中-(12下-次年2中)"	"--"	"125"
"102"	"白叶油塌菜"	"近圆"	"浅绿"	"Ⅱ2B0445"	"--"	"Brassica(芸薹属)"	"上海农科院园艺所"	"875"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"浅绿"	"BAI YE YOU TA CAI"	"300"	"--"	"V02B0519"	"强"	"--"	"--"	"S08-5"	"--"	"Cruciferae(十字花科)"	"--"	"塌地"	"--"	"--"	"--"	"平滑"	"--"	"--"	"0.3"	"--"	"上海"	"上海宝山县"	"--"	"熟食"	"--"	"--"	"强"	"9下-次年2中"	"--"	"130"
"103"	"605青菜"	"长卵圆"	"绿"	"Ⅱ2B0527"	"--"	"Brassica(芸薹属)"	"上海农科院园艺所"	"1000"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"浅绿"	"605 QING CAI"	"1000"	"--"	"V02B0520"	"强"	"--"	"--"	"S7-39"	"--"	"Cruciferae(十字花科)"	"--"	"直立"	"--"	"--"	"--"	"平滑"	"--"	"--"	"0.5"	"--"	"上海"	"上海宝山县"	"--"	"熟食"	"--"	"30.0"	"强"	"10中-次年2中"	"--"	"120"
"104"	"黄乌菘"	"椭圆"	"黄绿"	"Ⅱ2B0122"	"--"	"Brassica(芸薹属)"	"上海农科院园艺所"	"--"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"白"	"HUANG WU SONG"	"295"	"--"	"V02B0521"	"弱"	"--"	"--"	"S7-17"	"--"	"Cruciferae(十字花科)"	"--"	"半直立"	"--"	"--"	"--"	"微皱"	"--"	"--"	"0.9"	"--"	"上海"	"上海崇明县"	"--"	"熟食"	"--"	"20.5"	"弱"	"(9上.10中)-(12中.次年2下)"	"--"	"--"
"105"	"邵阳调羹白"	"匙形"	"绿"	"Ⅱ2B1309"	"全缘"	"Brassica(芸薹属)"	"湖南农科院蔬菜所"	"55000"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"中"	"3.0"	"18x25"	"13.2"	"17.6"	"无裂刻"	"强"	"白"	"SHAO YANG DIAO GENG BAI"	"450"	"--"	"V02B1231"	"--"	"中"	"2.10"	"2-B67"	"8中下"	"Cruciferae(十字花科)"	"中"	"半开展"	"中早"	"32.0"	"少"	"微皱"	"强"	"10中-11下"	"0.5"	"9上中"	"湖南"	"湖南邵阳市"	"差"	"熟食"	"中"	"38.0"	"强"	"--"	"中"	"--"
"106"	"缙云小白菜"	"卵圆"	"浅绿"	"Ⅱ2B1310"	"全缘"	"Brassica(芸薹属)"	"浙江农科院园艺所"	"30000"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"弱"	"1.2"	"28x22"	"18.0"	"8.0"	"无裂刻"	"弱"	"白绿"	"JIN YUN XIAO BAI CAI"	"50"	"--"	"V02B1232"	"--"	"中"	"--"	"04084"	"6-8"	"Cruciferae(十字花科)"	"中"	"直立"	"早"	"14.0"	"无"	"平滑"	"强"	"播后20天左右"	"0.3"	"--"	"浙江"	"浙江缙云县"	"差"	"熟食"	"中"	"28.0"	"中"	"--"	"中"	"--"
"107"	"杭州小白菜"	"倒卵"	"浅绿"	"Ⅱ2B1311"	"全缘"	"Brassica(芸薹属)"	"浙江农科院园艺所"	"22500"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"弱"	"1.5"	"27x22"	"17.0"	"8.0"	"无裂刻"	"弱"	"白"	"HANG ZHOU XIAO BAI CAI"	"45"	"--"	"V02B1233"	"--"	"中"	"--"	"04085"	"5-8"	"Cruciferae(十字花科)"	"少"	"直立"	"早"	"13.0"	"无"	"平滑"	"强"	"播后20-25天"	"0.4"	"--"	"浙江"	"浙江杭州市"	"差"	"熟食"	"中"	"26.0"	"中"	"--"	"上"	"--"
"108"	"黑白菜"	"倒卵"	"墨绿"	"Ⅱ2B1306"	"波状"	"Brassica(芸薹属)"	"华中农业大学"	"--"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"中"	"3.0"	"27x28"	"8.0"	"19.0"	"无裂刻"	"强"	"浅绿"	"HEI BAI CAI"	"610"	"--"	"V02B1253"	"--"	"--"	"2.80"	"Ⅲ0201421"	"--"	"Cruciferae(十字花科)"	"中"	"半直立"	"中早"	"28.0"	"无"	"平滑"	"中"	"--"	"0.2"	"--"	"湖北"	"湖北宜昌市"	"差"	"熟食"	"弱"	"30.0"	"--"	"--"	"中"	"--"
"109"	"武汉矮脚黄"	"倒卵"	"浅绿"	"Ⅱ2B1307"	"锯齿"	"Brassica(芸薹属)"	"华中农业大学"	"--"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"中"	"3.5"	"29x30"	"6.0"	"18.0"	"无裂刻"	"中"	"白"	"WU HAN AI JIAO HUANG"	"560"	"--"	"V02B1254"	"--"	"--"	"2.80"	"Ⅲ0201419"	"--"	"Cruciferae(十字花科)"	"少"	"开展"	"早"	"28.0"	"少"	"微皱"	"中"	"--"	"0.3"	"--"	"湖北"	"湖北仙桃市"	"差"	"熟食"	"弱"	"28.0"	"--"	"--"	"上"	"--"
"110"	"吴忠小油菜"	"卵圆"	"深绿"	"Ⅱ2B1315"	"波状"	"Brassica(芸薹属)"	"宁夏农林院蔬菜室"	"55000"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"强"	"5.0"	"48x50"	"20.0"	"15.0"	"无裂刻"	"强"	"--"	"WU ZHONG XIAO YOU CAI"	"700"	"--"	"V02B1255"	"--"	"抗蚜虫中"	"3.10"	"ⅢB95-1"	"春、秋"	"Cruciferae(十字花科)"	"--"	"--"	"中"	"22.0"	"--"	"平滑"	"中"	"--"	"1.2"	"--"	"宁夏"	"宁夏吴忠市"	"--"	"熟食"	"中"	"42.0"	"强"	"--"	"--"	"--"
"111"	"灵武小油菜"	"束腰"	"浅绿"	"Ⅱ2B1316"	"波状"	"Brassica(芸薹属)"	"宁夏农林院蔬菜室"	"45000"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"中"	"4.1"	"32x30"	"12.0"	"9.0"	"无裂刻"	"中"	"--"	"LING WU XIAO YOU CAI"	"400"	"--"	"V02B1256"	"--"	"抗蛞蝓中"	"3.00"	"ⅢB95-2"	"保护地春、秋"	"Cruciferae(十字花科)"	"--"	"--"	"早"	"14.0"	"少"	"平滑"	"中"	"--"	"0.9"	"--"	"宁夏"	"宁夏灵武县"	"--"	"熟食"	"弱"	"26.0"	"抗早疫病中"	"--"	"中"	"--"
"112"	"石咀山小油菜"	"椭圆"	"绿"	"Ⅱ2B1317"	"全缘"	"Brassica(芸薹属)"	"宁夏农林院蔬菜室"	"45000"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"中"	"4.6"	"39x33"	"15.2"	"13.9"	"无裂刻"	"强"	"浅绿"	"SHI JU SHAN XIAO YOU CAI"	"500"	"--"	"V02B1257"	"--"	"抗蚜虫强"	"2.90"	"ⅢB95-3"	"四季均宜"	"Cruciferae(十字花科)"	"--"	"--"	"早"	"17.8"	"少"	"微皱"	"强"	"--"	"1.1"	"--"	"宁夏"	"宁夏石咀山市"	"--"	"--"	"中"	"32.0"	"抗早疫病中"	"--"	"中"	"--"
"113"	"青帮油菜"	"匙形"	"深绿"	"Ⅱ2B0159"	"--"	"Brassica(芸薹属)"	"天津农科院蔬菜所"	"2000"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"3.2"	"--"	"20.0"	"--"	"--"	"--"	"浅绿"	"QING BANG YOU CAI"	"500"	"--"	"V02B0543"	"耐热耐寒强"	"--"	"--"	"2B-002"	"--"	"Cruciferae(十字花科)"	"--"	"直立"	"--"	"--"	"--"	"平滑"	"--"	"--"	"0.5"	"--"	"天津"	"天津塘沽区"	"--"	"熟食"	"--"	"40.0"	"抗霜霉病强"	"(3下.8中)-(5下.10下)"	"--"	"60"
"114"	"白帮油菜"	"短椭圆"	"浅绿"	"Ⅱ2B0104"	"--"	"Brassica(芸薹属)"	"天津农科院蔬菜所"	"2250"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"4.0"	"--"	"9.0"	"--"	"--"	"--"	"白绿"	"BAI BANG YOU CAI"	"450"	"耐热强"	"V02B0544"	"耐热强"	"--"	"--"	"2B-001"	"--"	"Cruciferae(十字花科)"	"--"	"半直立"	"--"	"--"	"--"	"平滑"	"--"	"--"	"0.6"	"--"	"天津"	"天津种子公司"	"--"	"熟食"	"--"	"35.0"	"抗霜霉病强"	"(3下.7下)-(5下.9下)"	"--"	"65"
"115"	"条羹白"	"近圆"	"黄绿"	"Ⅱ2A0022"	"--"	"Brassica(芸薹属)"	"新疆农科院园艺所"	"3725"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"3.4"	"--"	"17.2"	"--"	"--"	"--"	"白"	"TIAO GENG BAI"	"380"	"--"	"V02B0545"	"强"	"--"	"--"	"86-35"	"--"	"Cruciferae(十字花科)"	"--"	"半直立"	"--"	"--"	"--"	"平滑"	"--"	"--"	"0.7"	"--"	"新疆"	"新疆乌县"	"--"	"熟食"	"--"	"35.1"	"强"	"4上-6中"	"--"	"35"
"116"	"伊犁条羹白"	"近圆"	"黄绿"	"Ⅱ2A0023"	"--"	"Brassica(芸薹属)"	"新疆农科院园艺所"	"4351"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"3.9"	"--"	"17.2"	"--"	"--"	"--"	"白"	"YI LI TIAO GENG BAI"	"144"	"--"	"V02B0546"	"强"	"--"	"--"	"86-51"	"--"	"Cruciferae(十字花科)"	"--"	"半直立"	"--"	"--"	"--"	"平滑"	"--"	"--"	"0.7"	"--"	"新疆"	"新疆伊宁市"	"--"	"熟食"	"--"	"24.5"	"强"	"7上-9下"	"--"	"35"
"117"	"油白菜"	"近圆"	"深绿"	"Ⅱ2B0512"	"--"	"Brassica(芸薹属)"	"新疆农科院园艺所"	"1111"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"1.2"	"--"	"6.0"	"--"	"--"	"--"	"白绿"	"YOU BAI CAI"	"50"	"--"	"V02B0547"	"中"	"--"	"--"	"86-0320"	"--"	"Cruciferae(十字花科)"	"--"	"半直立"	"--"	"--"	"--"	"微皱"	"--"	"--"	"0.7"	"--"	"新疆"	"新疆和田县"	"--"	"熟食"	"--"	"16.5"	"强"	"4上-5下"	"--"	"44"
"118"	"蒜头白"	"长圆"	"绿"	"Ⅱ2B0458"	"--"	"Brassica(芸薹属)"	"云南农科院园艺所"	"3750"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"6.9"	"--"	"10.9"	"--"	"--"	"--"	"白"	"SUAN TOU BAI"	"1800"	"--"	"V02B0560"	"耐旱、寒"	"--"	"--"	"19#"	"--"	"Cruciferae(十字花科)"	"--"	"直立"	"--"	"--"	"--"	"平滑"	"--"	"--"	"0.9"	"--"	"云南"	"云南昆明市"	"--"	"熟食"	"--"	"55.4"	"较耐病毒,软腐"	"10下-次年2下"	"--"	"95"
"119"	"黑二茵"	"椭圆"	"深绿"	"Ⅱ2B0619"	"--"	"Brassica(芸薹属)"	"云南农科院园艺所"	"1875"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"6.8"	"--"	"5.2"	"--"	"--"	"--"	"白"	"HEI ER YIN"	"1800"	"--"	"V02B0561"	"耐寒、霜"	"--"	"--"	"108#"	"--"	"Cruciferae(十字花科)"	"--"	"半直立"	"--"	"--"	"--"	"多皱"	"--"	"--"	"0.6"	"--"	"云南"	"云南宣威县"	"--"	"熟食"	"--"	"36.4"	"耐病毒霜霉中软腐中"	"10下-次年2下"	"--"	"100"
"120"	"矮脚菜"	"卵圆"	"绿"	"Ⅱ2B0136"	"--"	"Brassica(芸薹属)"	"浙江农科院园艺所"	"1750"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"6.0"	"--"	"12.0"	"--"	"--"	"--"	"绿"	"AI JIAO CAI"	"600"	"--"	"V02B0562"	"中"	"--"	"--"	"04041"	"--"	"Cruciferae(十字花科)"	"--"	"直立"	"--"	"--"	"--"	"平滑"	"--"	"--"	"1.2"	"--"	"浙江"	"浙江长兴县"	"--"	"熟食"	"--"	"27.5"	"中"	"(8中.10上)-(11.4上)"	"--"	"60"
"121"	"乌香菜"	"匙形"	"深绿"	"Ⅱ2B0135"	"--"	"Brassica(芸薹属)"	"浙江农科院园艺所"	"1625"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"3.5"	"--"	"10.0"	"--"	"--"	"--"	"浅绿"	"WU XIANG CAI"	"400"	"--"	"V02B0563"	"强"	"--"	"--"	"04040"	"--"	"Cruciferae(十字花科)"	"--"	"直立"	"--"	"--"	"--"	"多皱"	"--"	"--"	"0.6"	"--"	"浙江"	"浙江长兴县"	"--"	"熟食"	"--"	"40.0"	"强"	"9上-次年2下"	"--"	"150"
"122"	"汪菜"	"椭圆"	"深绿"	"Ⅱ2B0251"	"--"	"Brassica(芸薹属)"	"浙江农科院园艺所"	"1000"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"--"	"--"	"16.0"	"--"	"--"	"--"	"绿"	"WANG CAI"	"100"	"--"	"V02B0564"	"耐寒"	"--"	"--"	"04025"	"--"	"Cruciferae(十字花科)"	"--"	"半直立"	"--"	"--"	"--"	"中皱"	"--"	"--"	"1.0"	"--"	"浙江"	"浙江海宁市"	"--"	"腌制"	"--"	"18.5"	"强"	"(9上.10中)-(次年2下.3中)"	"--"	"150"
"123"	"火白菜"	"卵圆"	"浅绿"	"Ⅱ2B0490"	"--"	"Brassica(芸薹属)"	"浙江农科院园艺所"	"1000"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"14.0"	"--"	"16.5"	"--"	"--"	"--"	"白"	"HUO BAI CAI"	"125"	"耐高温"	"V02B0569"	"耐高温不耐旱"	"--"	"--"	"04038"	"--"	"Cruciferae(十字花科)"	"--"	"直立"	"--"	"--"	"--"	"平滑"	"--"	"--"	"0.4"	"--"	"浙江"	"浙江杭州市"	"--"	"熟食"	"--"	"29.0"	"中"	"(6下.8上)-(8上.9中下)"	"--"	"35"
"124"	"瓢白"	"近圆"	"绿"	"Ⅱ2B0502"	"--"	"Brassica(芸薹属)"	"浙江农科院园艺所"	"3000"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"--"	"--"	"35.0"	"--"	"--"	"--"	"白"	"PIAO BAI"	"875"	"--"	"V02B0570"	"中"	"--"	"--"	"04026"	"--"	"Cruciferae(十字花科)"	"--"	"直立"	"--"	"--"	"--"	"平滑"	"--"	"--"	"0.8"	"--"	"浙江"	"浙江杭州市"	"--"	"腌制"	"--"	"55.0"	"强"	"8下-12上"	"--"	"65"
"125"	"五月慢"	"卵圆"	"绿"	"Ⅱ2B0501"	"--"	"Brassica(芸薹属)"	"浙江农科院园艺所"	"1500"	"Brassica campestris L. ssp. chinensis var. communis(白菜)"	"--"	"5.5"	"--"	"10.0"	"--"	"--"	"--"	"绿白"	"WU YUE MAN"	"500"	"引自上海"	"V02B0571"	"中"	"--"	"--"	"04037"	"--"	"Cruciferae(十字花科)"	"--"	"平展"	"--"	"--"	"--"	"平滑"	"--"	"--"	"1.2"	"--"	"浙江"	"浙江杭州市"	"--"	"熟食"	"--"	"24.0"	"强"	"10下-(次年4下-5上)"	"--"	"180"
