"id"	"白发病抗性"	"谷锈严重度"	"科名"	"品种名称"	"主茎长度"	"赖氨占蛋白"	"米色"	"蝇被害指数"	"生育期"	"幼苗鞘色"	"VB1"	"单株穗重"	"主穗长度"	"玉米螟抗性"	"脂肪酸182"	"赖氨占样品"	"穗型"	"脂肪酸183"	"VB2"	"分蘖数"	"省"	"玉米螟级别"	"抽穗日数"	"白发病病率"	"东经"	"脂肪酸181"	"属名"	"统一编号"	"学名"	"谷锈反应型"	"谷瘟病级别"	"区"	"脂肪酸180"	"蝇抗性级别"	"原产地"	"抗旱性"	"粗脂肪"	"粗蛋白"	"硒"	"北纬"	"库编号"	"黑穗病率"	"幼苗叶色"	"蝇被害株率"	"单株秆重"	"刺毛长度"	"线虫病指"	"穗松紧"	"谷瘟病抗性"	"样品类型"	"单株粒重"	"主茎节数"	"粒色"	"粳糯性"	"备注"	"白发病病级"	"主茎直径"	"VE"	"千粒重"	"单位编号"	"粟芒蝇评价"	"保存单位"	"高程"	"译名"	"一株茎数"	"脂肪酸200"	"脂肪酸160"	"穗形"	"叶锈反应型"	"直链淀粉"	"生育日数"	"穗柄长"	"耐涝性"	"米香"	"双穗率"	"用途"	"赤霉病病穗"	"白背飞虱"	"支链淀粉"	"锤度"	"条锈反应型"	"籼粳"	"爆裂率"	"来源地"	"秆锈严重度"	"苗瘟"	"芽期抗寒"	"分蘖性"	"芒"	"苗期耐旱"	"蛋氨酸"	"耐瘠性"	"田间抗寒性"	"精米率"	"花生稀酸"	"总淀粉"	"秆锈反应型"	"长宽比"	"丝黑穗病率"	"灌浆抗寒性"	"穗粒数"	"出穗期"	"大斑评价"	"水份"	"壳色"	"颖尖色"	"丙氨酸"	"保存编号"	"沉淀值"	"早中晚"	"田间大斑病"	"颖壳包皮度"	"赤霉病抗性"	"保存单位_2"	"主茎叶片数"	"省编号"	"白粉反应型"	"纹枯病"	"α生育酚"	"幼苗色"	"冬春性"	"颖尖弯直"	"田间小斑病"	"倒伏性"	"赤霉病病指"	"方法及组合"	"熟期抗寒性"	"引入时间"	"育成年限"	"芒长"	"田间黑粉病"	"苗期抗寒性"	"根腐穗病级"	"糙米率"
"1658"	"--"	"65.0"	"Gramineae(禾本科)"	"T01"	"112.6"	"--"	"白"	"--"	"117"	"紫"	"--"	"12.5"	"25.1"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"内蒙古"	"--"	"56.0"	"--"	"11857"	"--"	"Setaria(狗尾草属)"	"00021396"	"Setaria italica (L.) Beauv.(谷子)"	"S"	"--"	"--"	"--"	"9"	"赤峰"	"5"	"--"	"--"	"--"	"4215"	"I1I22931"	"88.14"	"紫绿"	"--"	"7.5"	"短"	"--"	"中"	"--"	"选育"	"9.2"	"11.0"	"白"	"粳"	"--"	"--"	"0.40"	"--"	"3.10"	"赤1057"	"HS"	"--"	"--"	"--"	"4.0"	"--"	"--"																																																																			
"1659"	"R"	"40.0"	"Gramineae(禾本科)"	"T02"	"111.4"	"--"	"黄"	"--"	"121"	"绿"	"--"	"19.8"	"22.7"	"--"	"--"	"--"	"圆筒"	"--"	"--"	"--"	"内蒙古"	"--"	"65.0"	"8.9"	"11857"	"--"	"Setaria(狗尾草属)"	"00021397"	"Setaria italica (L.) Beauv.(谷子)"	"S"	"--"	"--"	"--"	"9"	"赤峰"	"5"	"--"	"--"	"--"	"4215"	"I1I22932"	"87.04"	"绿"	"--"	"13.5"	"中"	"--"	"中"	"--"	"选育"	"15.1"	"9.0"	"淡黄"	"粳"	"--"	"3"	"0.60"	"--"	"3.05"	"赤1058"	"HS"	"--"	"--"	"--"	"1.0"	"--"	"--"																																																																			
"1660"	"M"	"65.0"	"Gramineae(禾本科)"	"16-8"	"150.0"	"--"	"黄"	"--"	"113"	"绿"	"--"	"18.0"	"23.0"	"--"	"--"	"--"	"纺锤"	"--"	"--"	"--"	"内蒙古"	"--"	"54.0"	"28.9"	"11857"	"--"	"Setaria(狗尾草属)"	"00021398"	"Setaria italica (L.) Beauv.(谷子)"	"S"	"--"	"--"	"--"	"7"	"赤峰"	"1"	"--"	"--"	"--"	"4215"	"I1I22933"	"83.91"	"绿"	"--"	"16.9"	"中"	"--"	"中"	"--"	"选育"	"15.4"	"11.0"	"白"	"粳"	"--"	"5"	"0.55"	"--"	"3.15"	"赤1080"	"S"	"--"	"--"	"--"	"1.0"	"--"	"--"																																																																			
"1661"	"--"	"--"	"Gramineae(禾本科)"	"83R323"	"158.2"	"--"	"黄"	"--"	"120"	"紫"	"--"	"23.4"	"21.6"	"--"	"--"	"--"	"纺锤"	"--"	"--"	"--"	"内蒙古"	"--"	"68.0"	"--"	"11857"	"--"	"Setaria(狗尾草属)"	"00021399"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"赤峰"	"--"	"--"	"--"	"--"	"4215"	"I1I22934"	"--"	"紫"	"--"	"18.5"	"中"	"--"	"紧"	"--"	"选育"	"17.5"	"11.0"	"淡黄"	"粳"	"--"	"--"	"0.51"	"--"	"3.10"	"赤1045"	"--"	"--"	"--"	"--"	"1.0"	"--"	"--"																																																																			
"1662"	"--"	"--"	"Gramineae(禾本科)"	"83R416"	"139.1"	"--"	"黄"	"--"	"118"	"绿"	"--"	"33.0"	"24.5"	"--"	"--"	"--"	"纺锤"	"--"	"--"	"--"	"内蒙古"	"--"	"63.0"	"--"	"11857"	"--"	"Setaria(狗尾草属)"	"00021400"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"赤峰"	"--"	"--"	"--"	"--"	"4215"	"I1I22935"	"--"	"绿"	"--"	"30.1"	"短"	"--"	"紧"	"--"	"选育"	"28.4"	"10.0"	"白"	"粳"	"--"	"--"	"0.50"	"--"	"3.10"	"赤1099"	"--"	"--"	"--"	"--"	"1.0"	"--"	"--"																																																																			
"1663"	"--"	"--"	"Gramineae(禾本科)"	"85R1164"	"137.6"	"--"	"黄"	"--"	"122"	"绿"	"--"	"8.4"	"19.6"	"--"	"--"	"--"	"纺锤"	"--"	"--"	"--"	"内蒙古"	"--"	"69.0"	"--"	"11857"	"--"	"Setaria(狗尾草属)"	"00021401"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"赤峰"	"--"	"--"	"--"	"--"	"4215"	"I1I22936"	"--"	"绿"	"--"	"11.5"	"短"	"--"	"中"	"--"	"选育"	"11.2"	"10.0"	"黄"	"粳"	"--"	"--"	"0.50"	"--"	"2.90"	"赤1064"	"--"	"--"	"--"	"--"	"1.0"	"--"	"--"																																																																			
"1664"	"S"	"40.0"	"Gramineae(禾本科)"	"86R1531"	"151.0"	"1.85"	"黄"	"--"	"118"	"绿"	"--"	"31.0"	"23.5"	"--"	"--"	"0.23"	"纺锤"	"--"	"--"	"--"	"内蒙古"	"--"	"60.0"	"42.0"	"11857"	"--"	"Setaria(狗尾草属)"	"00021402"	"Setaria italica (L.) Beauv.(谷子)"	"MS"	"9"	"--"	"--"	"--"	"赤峰"	"--"	"4.64"	"12.44"	"--"	"4215"	"I1I22937"	"14.20"	"绿"	"--"	"27.1"	"中"	"--"	"中"	"HS"	"选育"	"26.4"	"12.0"	"白"	"粳"	"--"	"7"	"0.50"	"--"	"3.20"	"赤1095"	"--"	"--"	"--"	"--"	"1.0"	"--"	"--"																																																																			
"1665"	"M"	"40.0"	"Gramineae(禾本科)"	"86R1536"	"115.6"	"2.00"	"黄"	"--"	"115"	"绿"	"--"	"17.2"	"19.1"	"--"	"--"	"0.25"	"纺锤"	"--"	"--"	"--"	"内蒙古"	"--"	"56.0"	"20.0"	"11857"	"--"	"Setaria(狗尾草属)"	"00021403"	"Setaria italica (L.) Beauv.(谷子)"	"MS"	"9"	"--"	"--"	"--"	"赤峰"	"--"	"5.29"	"12.52"	"--"	"4215"	"I1I22938"	"14.20"	"绿"	"--"	"14.6"	"短"	"--"	"紧"	"HS"	"选育"	"13.8"	"11.0"	"白"	"粳"	"--"	"5"	"0.51"	"--"	"3.20"	"赤1067"	"--"	"--"	"--"	"--"	"1.0"	"--"	"--"																																																																			
"1666"	"--"	"--"	"Gramineae(禾本科)"	"86R1566"	"160.1"	"2.52"	"黄"	"--"	"117"	"紫"	"--"	"32.0"	"24.5"	"--"	"--"	"0.29"	"纺锤"	"--"	"--"	"--"	"内蒙古"	"--"	"59.0"	"--"	"11857"	"--"	"Setaria(狗尾草属)"	"00021404"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"赤峰"	"--"	"5.25"	"11.50"	"--"	"4215"	"I1I22939"	"--"	"紫"	"--"	"28.0"	"中"	"--"	"中"	"--"	"选育"	"27.2"	"13.0"	"白"	"粳"	"--"	"--"	"0.56"	"--"	"3.25"	"赤1096"	"--"	"--"	"--"	"--"	"1.0"	"--"	"--"																																																																			
"1667"	"--"	"--"	"Gramineae(禾本科)"	"大沙州谷"	"150.0"	"--"	"黄"	"--"	"117"	"紫"	"--"	"19.5"	"34.0"	"--"	"--"	"--"	"长纺"	"--"	"--"	"--"	"甘肃"	"--"	"52.0"	"--"	"10349"	"--"	"Setaria(狗尾草属)"	"00021704"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"甘肃"	"--"	"--"	"--"	"--"	"3603"	"I1I22066"	"--"	"紫"	"--"	"30.5"	"中"	"--"	"中"	"--"	"选育"	"16.5"	"9.7"	"淡黄"	"粳"	"--"	"--"	"0.65"	"--"	"3.20"	"张58636"	"--"	"--"	"1520"	"--"	"2.6"	"--"	"--"																																																																			
"1668"	"--"	"--"	"Gramineae(禾本科)"	"大凉州谷"	"130.0"	"--"	"黄"	"--"	"122"	"淡紫"	"--"	"24.5"	"24.5"	"--"	"--"	"--"	"纺锤"	"--"	"--"	"--"	"甘肃"	"--"	"52.0"	"--"	"10349"	"--"	"Setaria(狗尾草属)"	"00021705"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"甘肃"	"--"	"--"	"--"	"--"	"3603"	"I1I22067"	"--"	"紫绿"	"--"	"27.0"	"中"	"--"	"中"	"--"	"选育"	"20.3"	"10.3"	"黄"	"粳"	"--"	"--"	"0.62"	"--"	"3.30"	"张58637"	"--"	"--"	"1520"	"--"	"1.2"	"--"	"--"																																																																			
"1669"	"--"	"--"	"Gramineae(禾本科)"	"三样谷"	"133.0"	"--"	"黄"	"--"	"115"	"紫"	"--"	"22.0"	"32.0"	"--"	"--"	"--"	"长纺"	"--"	"--"	"--"	"甘肃"	"--"	"62.0"	"--"	"10349"	"--"	"Setaria(狗尾草属)"	"00021706"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"甘肃"	"--"	"--"	"--"	"--"	"3603"	"I1I22068"	"--"	"紫"	"--"	"22.5"	"中"	"--"	"松"	"--"	"选育"	"16.6"	"10.7"	"黄"	"粳"	"--"	"--"	"0.79"	"--"	"3.00"	"张58638"	"--"	"--"	"1520"	"--"	"1.0"	"--"	"--"																																																																			
"1670"	"--"	"--"	"Gramineae(禾本科)"	"茄子头"	"159.0"	"--"	"黄"	"--"	"119"	"绿"	"--"	"32.5"	"31.0"	"--"	"--"	"--"	"长纺"	"--"	"--"	"--"	"甘肃"	"--"	"65.0"	"--"	"10349"	"--"	"Setaria(狗尾草属)"	"00021707"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"甘肃"	"--"	"--"	"--"	"--"	"3603"	"I1I22069"	"--"	"绿"	"--"	"25.5"	"中"	"--"	"中"	"--"	"选育"	"25.0"	"11.7"	"黄"	"粳"	"--"	"--"	"0.89"	"--"	"3.50"	"张58647"	"--"	"--"	"1520"	"--"	"1.2"	"--"	"--"																																																																			
"1671"	"--"	"--"	"Gramineae(禾本科)"	"红羊角谷"	"144.0"	"--"	"黄"	"--"	"130"	"紫"	"--"	"38.0"	"42.0"	"--"	"--"	"--"	"长纺"	"--"	"--"	"--"	"甘肃"	"--"	"63.0"	"--"	"10349"	"--"	"Setaria(狗尾草属)"	"00021708"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"甘肃"	"--"	"--"	"--"	"--"	"3603"	"I1I22070"	"--"	"紫"	"--"	"32.0"	"短"	"--"	"紧"	"--"	"选育"	"29.3"	"10.7"	"淡黄"	"粳"	"--"	"--"	"0.85"	"--"	"3.90"	"张58712"	"--"	"--"	"1520"	"--"	"1.0"	"--"	"--"																																																																			
"1672"	"--"	"--"	"Gramineae(禾本科)"	"谷上谷"	"140.0"	"--"	"黄"	"--"	"121"	"紫"	"--"	"36.5"	"30.5"	"--"	"--"	"--"	"长棒"	"--"	"--"	"--"	"甘肃"	"--"	"63.0"	"--"	"10349"	"--"	"Setaria(狗尾草属)"	"00021709"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"甘肃"	"--"	"--"	"--"	"--"	"3603"	"I1I22071"	"--"	"紫绿"	"--"	"22.0"	"短"	"--"	"中"	"--"	"选育"	"31.4"	"10.7"	"白"	"粳"	"--"	"--"	"0.75"	"--"	"3.40"	"张58713"	"--"	"--"	"1520"	"--"	"1.0"	"--"	"--"																																																																			
"1673"	"--"	"--"	"Gramineae(禾本科)"	"羊蹄黄"	"143.0"	"--"	"黄"	"--"	"106"	"绿"	"--"	"24.5"	"26.6"	"--"	"--"	"--"	"纺锤"	"--"	"--"	"--"	"山西"	"--"	"59.0"	"--"	"11342"	"--"	"Setaria(狗尾草属)"	"00021824"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"浑源"	"--"	"--"	"--"	"--"	"3942"	"I1I22184"	"--"	"绿"	"--"	"14.0"	"中"	"--"	"中"	"--"	"地方"	"21.1"	"10.7"	"黄"	"粳"	"--"	"--"	"0.63"	"--"	"3.50"	"张58042"	"--"	"--"	"1090"	"--"	"1.0"	"--"	"--"																																																																			
"1674"	"--"	"--"	"Gramineae(禾本科)"	"白杆黄"	"148.0"	"--"	"黄"	"--"	"106"	"紫"	"--"	"24.5"	"28.8"	"--"	"--"	"--"	"长棒"	"--"	"--"	"--"	"山西"	"--"	"59.0"	"--"	"11342"	"--"	"Setaria(狗尾草属)"	"00021825"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"浑源"	"--"	"--"	"--"	"--"	"3942"	"I1I22185"	"--"	"紫"	"--"	"18.0"	"短"	"--"	"中"	"--"	"地方"	"21.1"	"11.4"	"黄"	"粳"	"--"	"--"	"0.65"	"--"	"3.80"	"张58043"	"--"	"--"	"1090"	"--"	"1.0"	"--"	"--"																																																																			
"1675"	"--"	"--"	"Gramineae(禾本科)"	"龙爪黄"	"139.0"	"--"	"黄"	"--"	"104"	"绿"	"--"	"24.0"	"30.1"	"--"	"--"	"--"	"龙爪"	"--"	"--"	"--"	"山西"	"--"	"58.0"	"--"	"11342"	"--"	"Setaria(狗尾草属)"	"00021826"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"浑源"	"--"	"--"	"--"	"--"	"3942"	"I1I22186"	"--"	"绿"	"--"	"23.0"	"短"	"--"	"中"	"--"	"地方"	"20.1"	"11.0"	"黄"	"粳"	"--"	"--"	"0.65"	"--"	"3.80"	"张58046"	"--"	"--"	"1090"	"--"	"1.0"	"--"	"--"																																																																			
"1676"	"--"	"--"	"Gramineae(禾本科)"	"毛毛黄"	"129.0"	"--"	"黄"	"--"	"107"	"绿"	"--"	"9.5"	"20.0"	"--"	"--"	"--"	"纺锤"	"--"	"--"	"--"	"山西"	"--"	"61.0"	"--"	"11342"	"--"	"Setaria(狗尾草属)"	"00021827"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"浑源"	"--"	"--"	"--"	"--"	"3942"	"I1I22187"	"--"	"绿"	"--"	"36.5"	"短"	"--"	"紧"	"--"	"地方"	"8.3"	"11.3"	"黄"	"粳"	"--"	"--"	"0.58"	"--"	"2.30"	"张58047"	"--"	"--"	"1090"	"--"	"3.4"	"--"	"--"																																																																			
"1677"	"--"	"--"	"Gramineae(禾本科)"	"玉黄谷"	"127.0"	"--"	"黄"	"--"	"104"	"绿"	"--"	"23.0"	"27.6"	"--"	"--"	"--"	"棍棒"	"--"	"--"	"--"	"山西"	"--"	"60.0"	"--"	"11342"	"--"	"Setaria(狗尾草属)"	"00021828"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"浑源"	"--"	"--"	"--"	"--"	"3942"	"I1I22188"	"--"	"绿"	"--"	"18.0"	"短"	"--"	"中"	"--"	"地方"	"18.9"	"12.3"	"黄"	"粳"	"--"	"--"	"0.60"	"--"	"3.30"	"张58049"	"--"	"--"	"1090"	"--"	"1.0"	"--"	"--"																																																																			
"1678"	"--"	"--"	"Gramineae(禾本科)"	"广灵尖头大玉黄"	"133.0"	"--"	"黄"	"--"	"103"	"淡紫"	"--"	"27.5"	"25.5"	"--"	"--"	"--"	"棍棒"	"--"	"--"	"--"	"山西"	"--"	"59.0"	"--"	"11342"	"--"	"Setaria(狗尾草属)"	"00021829"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"浑源"	"--"	"--"	"--"	"--"	"3942"	"I1I22189"	"--"	"紫绿"	"--"	"18.9"	"短"	"--"	"中"	"--"	"地方"	"23.0"	"11.5"	"黄"	"粳"	"--"	"--"	"0.63"	"--"	"3.90"	"张58051"	"--"	"--"	"1090"	"--"	"1.0"	"--"	"--"																																																																			
"1679"	"--"	"--"	"Gramineae(禾本科)"	"三变化"	"124.0"	"--"	"黄"	"--"	"106"	"绿"	"--"	"27.0"	"33.8"	"--"	"--"	"--"	"长棒"	"--"	"--"	"--"	"山西"	"--"	"53.0"	"--"	"11342"	"--"	"Setaria(狗尾草属)"	"00021830"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"浑源"	"--"	"--"	"--"	"--"	"3942"	"I1I22190"	"--"	"绿"	"--"	"15.0"	"短"	"--"	"紧"	"--"	"地方"	"23.0"	"9.0"	"黄"	"粳"	"--"	"--"	"0.61"	"--"	"3.90"	"张58060"	"--"	"--"	"1090"	"--"	"1.0"	"--"	"--"																																																																			
"1680"	"--"	"--"	"Gramineae(禾本科)"	"朱 红"	"141.6"	"--"	"黄"	"--"	"107"	"绿"	"--"	"17.2"	"24.2"	"--"	"--"	"--"	"棍棒"	"--"	"--"	"--"	"山西"	"--"	"61.0"	"--"	"11342"	"--"	"Setaria(狗尾草属)"	"00021831"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"浑源"	"--"	"--"	"--"	"--"	"3942"	"I1I22191"	"--"	"绿"	"--"	"19.0"	"短"	"--"	"中"	"--"	"地方"	"13.4"	"11.0"	"红"	"粳"	"--"	"--"	"0.68"	"--"	"3.40"	"张58064"	"--"	"--"	"1090"	"--"	"1.0"	"--"	"--"																																																																			
"1681"	"--"	"--"	"Gramineae(禾本科)"	"宇宙红"	"138.0"	"--"	"黄"	"--"	"110"	"紫"	"--"	"23.5"	"25.9"	"--"	"--"	"--"	"棍棒"	"--"	"--"	"--"	"山西"	"--"	"60.0"	"--"	"11342"	"--"	"Setaria(狗尾草属)"	"00021832"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"浑源"	"--"	"--"	"--"	"--"	"3942"	"I1I22192"	"--"	"紫"	"--"	"19.5"	"短"	"--"	"中"	"--"	"地方"	"19.6"	"10.7"	"白"	"粳"	"--"	"--"	"0.70"	"--"	"2.60"	"张58065"	"--"	"--"	"1090"	"--"	"1.0"	"--"	"--"																																																																			
"1682"	"--"	"--"	"Gramineae(禾本科)"	"一窝蛇"	"117.0"	"--"	"黄"	"--"	"107"	"绿"	"--"	"26.0"	"24.0"	"--"	"--"	"--"	"棍棒"	"--"	"--"	"--"	"山西"	"--"	"58.0"	"--"	"11342"	"--"	"Setaria(狗尾草属)"	"00021833"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"浑源"	"--"	"--"	"--"	"--"	"3942"	"I1I22193"	"--"	"绿"	"--"	"17.0"	"短"	"--"	"紧"	"--"	"地方"	"20.7"	"9.0"	"黄"	"粳"	"--"	"--"	"0.65"	"--"	"3.70"	"张58067"	"--"	"--"	"1090"	"--"	"1.0"	"--"	"--"																																																																			
"1683"	"M"	"--"	"Gramineae(禾本科)"	"长穗东方亮"	"183.7"	"--"	"黄"	"--"	"118"	"绿"	"--"	"21.0"	"30.5"	"--"	"--"	"--"	"圆筒"	"--"	"--"	"--"	"河北"	"--"	"60.0"	"23.1"	"11453"	"--"	"Setaria(狗尾草属)"	"00021956"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"7"	"--"	"--"	"--"	"张家口"	"--"	"--"	"--"	"--"	"4050"	"I1I22313"	"--"	"绿"	"--"	"19.1"	"中"	"--"	"中"	"S"	"选育"	"13.2"	"14.0"	"黄"	"粳"	"--"	"5"	"0.76"	"--"	"3.00"	"张3151"	"--"	"--"	"770"	"--"	"1.0"	"--"	"--"																																																																			
"1684"	"M"	"--"	"Gramineae(禾本科)"	"张3-19"	"178.5"	"2.28"	"黄"	"--"	"119"	"绿"	"--"	"26.8"	"31.6"	"--"	"--"	"0.23"	"圆筒"	"--"	"--"	"--"	"河北"	"--"	"60.0"	"20.0"	"11453"	"--"	"Setaria(狗尾草属)"	"00021957"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"7"	"--"	"--"	"--"	"张家口"	"--"	"4.05"	"10.07"	"--"	"4050"	"I1I22314"	"--"	"绿"	"--"	"20.7"	"中"	"--"	"中"	"S"	"选育"	"19.1"	"11.3"	"黄"	"粳"	"--"	"5"	"0.75"	"--"	"3.40"	"张3152"	"--"	"--"	"770"	"--"	"1.0"	"--"	"--"																																																																			
"1685"	"--"	"--"	"Gramineae(禾本科)"	"鉴2113"	"135.2"	"--"	"黄"	"--"	"117"	"紫"	"--"	"19.6"	"23.0"	"--"	"--"	"--"	"纺锤"	"--"	"--"	"--"	"河北"	"--"	"60.0"	"--"	"11453"	"--"	"Setaria(狗尾草属)"	"00021958"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"张家口"	"--"	"--"	"--"	"--"	"4050"	"--"	"--"	"紫"	"--"	"20.0"	"中"	"--"	"紧"	"--"	"选育"	"14.8"	"10.7"	"黄"	"粳"	"--"	"--"	"0.85"	"--"	"2.30"	"张3153"	"--"	"--"	"770"	"--"	"1.2"	"--"	"--"																																																																			
"1686"	"--"	"--"	"Gramineae(禾本科)"	"张叶上丛"	"113.0"	"--"	"黄"	"--"	"122"	"绿"	"--"	"12.2"	"15.4"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"河北"	"--"	"71.0"	"--"	"11453"	"--"	"Setaria(狗尾草属)"	"00021959"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"张家口"	"--"	"--"	"--"	"--"	"4050"	"I1I22315"	"--"	"绿"	"--"	"15.7"	"短"	"--"	"紧"	"--"	"选育"	"8.6"	"12.0"	"黄"	"粳"	"--"	"--"	"0.55"	"--"	"2.20"	"张3154"	"--"	"--"	"770"	"--"	"1.0"	"--"	"--"																																																																			
"1687"	"HR"	"--"	"Gramineae(禾本科)"	"矮日60-1"	"100.6"	"2.21"	"黄"	"--"	"119"	"绿"	"--"	"17.7"	"17.9"	"--"	"--"	"0.24"	"棍棒"	"--"	"--"	"--"	"河北"	"--"	"60.0"	"4.2"	"11453"	"--"	"Setaria(狗尾草属)"	"00021960"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"3"	"--"	"--"	"--"	"张家口"	"--"	"3.94"	"10.87"	"--"	"4050"	"I1I22316"	"--"	"绿"	"--"	"16.0"	"短"	"--"	"紧"	"R"	"选育"	"10.8"	"9.0"	"淡黄"	"粳"	"--"	"1"	"0.82"	"--"	"2.90"	"张3155"	"--"	"--"	"770"	"--"	"3.2"	"--"	"--"																																																																			
"1688"	"--"	"--"	"Gramineae(禾本科)"	"红大粒"	"119.4"	"--"	"黄"	"--"	"116"	"紫"	"--"	"13.7"	"23.5"	"--"	"--"	"--"	"纺锤"	"--"	"--"	"--"	"河北"	"--"	"58.0"	"--"	"11453"	"--"	"Setaria(狗尾草属)"	"00021961"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"张家口"	"--"	"--"	"--"	"--"	"4050"	"I1I22317"	"--"	"紫"	"--"	"12.1"	"中"	"--"	"紧"	"--"	"选育"	"8.8"	"10.0"	"褐"	"粳"	"--"	"--"	"0.74"	"--"	"5.90"	"张3156"	"--"	"--"	"770"	"--"	"1.0"	"--"	"--"																																																																			
"1689"	"--"	"--"	"Gramineae(禾本科)"	"小红谷"	"165.0"	"--"	"黄"	"--"	"116"	"紫"	"--"	"28.7"	"27.0"	"--"	"--"	"--"	"纺锤"	"--"	"--"	"--"	"河北"	"--"	"58.0"	"--"	"11453"	"--"	"Setaria(狗尾草属)"	"00021962"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"张家口"	"--"	"--"	"--"	"--"	"4050"	"I1I22318"	"--"	"紫"	"--"	"20.2"	"中"	"--"	"紧"	"--"	"选育"	"21.2"	"12.0"	"红"	"粳"	"--"	"--"	"0.72"	"--"	"2.80"	"张3157"	"--"	"--"	"770"	"--"	"1.0"	"--"	"--"																																																																			
"1690"	"M"	"--"	"Gramineae(禾本科)"	"大红谷"	"170.8"	"--"	"黄"	"--"	"117"	"绿"	"--"	"22.9"	"27.4"	"--"	"--"	"--"	"纺锤"	"--"	"--"	"--"	"河北"	"--"	"58.0"	"20.0"	"11453"	"--"	"Setaria(狗尾草属)"	"00021963"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"1"	"--"	"--"	"--"	"张家口"	"--"	"--"	"--"	"--"	"4050"	"I1I22319"	"--"	"绿"	"--"	"17.8"	"中"	"--"	"紧"	"HR"	"选育"	"16.1"	"10.7"	"红"	"粳"	"--"	"5"	"0.77"	"--"	"3.70"	"张3158"	"--"	"--"	"770"	"--"	"1.0"	"--"	"--"																																																																			
"1691"	"S"	"--"	"Gramineae(禾本科)"	"红谷"	"165.5"	"--"	"黄"	"--"	"118"	"紫"	"--"	"29.6"	"18.8"	"--"	"--"	"--"	"棍棒"	"--"	"--"	"--"	"河北"	"--"	"65.0"	"34.0"	"11453"	"--"	"Setaria(狗尾草属)"	"00021964"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"7"	"--"	"--"	"--"	"张家口"	"--"	"--"	"--"	"--"	"4050"	"I1I22320"	"--"	"紫"	"--"	"23.0"	"短"	"--"	"中"	"S"	"选育"	"24.1"	"12.0"	"红"	"粳"	"--"	"7"	"0.73"	"--"	"2.80"	"张3159"	"--"	"--"	"770"	"--"	"1.8"	"--"	"--"																																																																			
"1692"	"M"	"--"	"Gramineae(禾本科)"	"红谷"	"156.2"	"--"	"黄"	"--"	"118"	"绿"	"--"	"29.7"	"20.8"	"--"	"--"	"--"	"圆筒"	"--"	"--"	"--"	"河北"	"--"	"64.0"	"14.0"	"11453"	"--"	"Setaria(狗尾草属)"	"00021965"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"7"	"--"	"--"	"--"	"张家口"	"--"	"--"	"--"	"--"	"4050"	"I1I22321"	"--"	"绿"	"--"	"39.1"	"中"	"--"	"中"	"S"	"选育"	"25.0"	"12.0"	"红"	"粳"	"--"	"5"	"0.79"	"--"	"2.80"	"张3160"	"--"	"--"	"770"	"--"	"2.0"	"--"	"--"																																																																			
