"id"	"熟性"	"天然结实"	"科名"	"PVY"	"品种名称"	"丰产性"	"晚疫病抗性"	"大小"	"征集地点"	"淀粉含量"	"病毒抗感性"	"蒸食品质"	"肉色"	"省"	"形状"	"亲本"	"皮色"	"学名"	"统一编号"	"耐储性"	"译名"	"其它"	"属名"	"品种来源"	"PVX"	"皮光滑度"	"芽眼深浅"	"送留单位"	"花色"	"整齐度"
"229"	"晚"	"无"	"Solanaceae(茄科)"	"无"	"Tasman"	"高"	"感"	"中"	"--"	"9.0"	"--"	"下"	"白"	"国外"	"圆"	"--"	"粉红"	"Solanum tuberosum L.(马铃薯)"	"MSG00825"	"优"	"Tasman"	"--"	"Solanum(茄属)"	"加拿大"	"有"	"光滑"	"浅少"	"--"	"浅兰紫"	"整齐"
"230"	"晚"	"弱"	"Solanaceae(茄科)"	"无"	"Teton"	"中"	"感"	"中"	"--"	"11.1"	"--"	"下"	"白"	"国外"	"圆"	"--"	"淡黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00826"	"中"	"Teton"	"--"	"Solanum(茄属)"	"加拿大"	"有"	"光滑"	"浅少"	"--"	"白"	"整齐"
"231"	"晚"	"无"	"Solanaceae(茄科)"	"无"	"Tejon"	"中"	"抗"	"大"	"--"	"11.4"	"--"	"中上"	"白"	"国外"	"椭圆"	"--"	"淡黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00827"	"优"	"Tejon"	"--"	"Solanum(茄属)"	"加拿大"	"有"	"光滑"	"浅中"	"--"	"白"	"整齐"
"232"	"--"	"弱"	"Solanaceae(茄科)"	"有"	"TebiQue"	"中"	"感"	"中"	"--"	"11.4"	"--"	"--"	"白"	"国外"	"椭圆"	"--"	"淡黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00828"	"差"	"TebiQue"	"--"	"Solanum(茄属)"	"加拿大"	"有"	"中网纹"	"浅少"	"--"	"蓝紫"	"整齐"
"233"	"晚"	"弱"	"Solanaceae(茄科)"	"有"	"Trent"	"低"	"感"	"大"	"--"	"14.5"	"--"	"上"	"白"	"国外"	"椭圆"	"--"	"淡黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00829"	"中"	"Trent"	"--"	"Solanum(茄属)"	"加拿大"	"有"	"微网纹"	"浅少"	"--"	"浅兰紫"	"整齐"
"234"	"晚"	"无"	"Solanaceae(茄科)"	"有"	"Ute-Russet"	"高"	"感"	"小"	"--"	"12.9"	"--"	"中"	"淡黄"	"国外"	"椭圆"	"--"	"暗褐"	"Solanum tuberosum L.(马铃薯)"	"MSG00830"	"中"	"Ute-Russet"	"--"	"Solanum(茄属)"	"加拿大"	"有"	"粗糙"	"浅中"	"--"	"白"	"不整齐"
"235"	"晚"	"无"	"Solanaceae(茄科)"	"有"	"Up-to-date"	"中"	"感"	"中"	"--"	"12.2"	"--"	"下"	"白"	"国外"	"长方"	"--"	"淡黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00831"	"优"	"Up-to-date"	"--"	"Solanum(茄属)"	"加拿大"	"有"	"光滑"	"浅少"	"--"	"紫"	"整齐"
"236"	"中"	"--"	"Solanaceae(茄科)"	"--"	"Yukon Gold"	"中"	"--"	"--"	"--"	"16.8"	"感束顶,皱缩花叶,中抗"	"--"	"淡黄"	"国外"	"椭圆"	"Norgleam×W5279-4"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00597"	"--"	"Yukon Gold"	"--"	"Solanum(茄属)"	"加拿大"	"--"	"--"	"浅紫红"	"黑院克 中院蔬"	"浅紫"	"中"
"237"	"晚"	"--"	"Solanaceae(茄科)"	"--"	"Yungay"	"低"	"--"	"--"	"CIP (1984)"	"14.2"	"感束顶.X.Y病毒"	"--"	"黄"	"国外"	"椭圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00598"	"--"	"Yungay"	"--"	"Solanum(茄属)"	"秘鲁"	"--"	"--"	"中紫"	"黑院克 中院蔬"	"紫"	"不整齐"
"238"	"中"	"--"	"Solanaceae(茄科)"	"--"	"377852.1×800938"	"低"	"--"	"--"	"CIP (1984)"	"13.7"	"感皱缩花叶.LR病毒"	"--"	"淡黄"	"国外"	"椭圆"	"--"	"淡黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00599"	"--"	"377852.1×800938"	"--"	"Solanum(茄属)"	"--"	"--"	"--"	"浅"	"黑院克 中院蔬"	"浅紫"	"整齐"
"239"	"中"	"--"	"Solanaceae(茄科)"	"--"	"377852.2×PI/PSBK"	"中"	"--"	"--"	"CIP (1984)"	"16.7"	"感皱缩花叶.束顶"	"--"	"乳白"	"国外"	"扁椭圆"	"--"	"红"	"Solanum tuberosum L.(马铃薯)"	"MSG00600"	"--"	"377852.2×PI/PSBK"	"--"	"Solanum(茄属)"	"CIP"	"--"	"--"	"中"	"黑院克 中院蔬"	"紫"	"不整齐"
"240"	"中晚"	"--"	"Solanaceae(茄科)"	"--"	"65-ZA-5/NSEKO"	"中"	"--"	"--"	"CIP (1984)"	"16.9"	"感束顶LR.X.Y病毒"	"--"	"黄"	"国外"	"扁圆"	"--"	"淡红"	"Solanum tuberosum L.(马铃薯)"	"MSG00601"	"--"	"65-ZA-5/NSEKO"	"--"	"Solanum(茄属)"	"墨西哥"	"--"	"--"	"浅"	"黑院克 中院蔬"	"浅紫"	"不整齐"
"241"	"晚"	"--"	"Solanaceae(茄科)"	"--"	"69-47.2"	"低"	"--"	"--"	"CIP (1985)"	"14.4"	"感LR.Y病毒"	"--"	"黄"	"国外"	"扁圆"	"--"	"微粉"	"Solanum tuberosum L.(马铃薯)"	"MSG00602"	"--"	"69-47.2"	"--"	"Solanum(茄属)"	"墨西哥"	"--"	"--"	"浅"	"黑院克 中院蔬"	"白"	"整齐"
"242"	"晚"	"--"	"Solanaceae(茄科)"	"--"	"7×y.1"	"中"	"--"	"--"	"CIP (1985)"	"16.9"	"感束顶.LR.X病毒,对Y过敏"	"--"	"白"	"国外"	"扁圆"	"--"	"白"	"Solanum tuberosum L.(马铃薯)"	"MSG00603"	"--"	"7×y.1"	"--"	"Solanum(茄属)"	"CIP"	"--"	"--"	"浅"	"黑院克 中院蔬"	"微紫"	"不整齐"
"243"	"晚"	"--"	"Solanaceae(茄科)"	"--"	"73008-1"	"中"	"--"	"--"	"加拿大(1985)"	"16.4"	"轻感束顶"	"--"	"淡黄"	"国外"	"椭圆"	"--"	"淡黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00604"	"--"	"73008-1"	"--"	"Solanum(茄属)"	"加拿大"	"--"	"--"	"浅"	"黑院克 中院蔬"	"白"	"整齐"
"244"	"中晚"	"--"	"Solanaceae(茄科)"	"--"	"73008-2"	"高"	"--"	"--"	"加拿大(1984)"	"14.4"	"感LR.束顶"	"--"	"淡黄"	"国外"	"椭圆"	"--"	"淡黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00605"	"--"	"73008-2"	"--"	"Solanum(茄属)"	"加拿大"	"--"	"--"	"浅"	"黑院克 中院蔬"	"白"	"整齐"
"245"	"中晚"	"--"	"Solanaceae(茄科)"	"--"	"AMR-69.1"	"--"	"--"	"--"	"1986年引自中国农科院"	"--"	"抗花叶"	"--"	"淡黄"	"国外"	"圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00606"	"--"	"AMR-69.1"	"--"	"Solanum(茄属)"	"CIP试管苗"	"--"	"--"	"浅"	"鄂恩天"	"--"	"较整齐"
"246"	"早"	"--"	"Solanaceae(茄科)"	"--"	"Huinkul"	"--"	"--"	"--"	"1986年引自中国农科院"	"--"	"--"	"--"	"白"	"国外"	"椭圆"	"--"	"黄白"	"Solanum tuberosum L.(马铃薯)"	"MSG00607"	"--"	"Huinkul"	"--"	"Solanum(茄属)"	"CIP试管苗"	"--"	"--"	"浅"	"鄂恩天"	"--"	"不整齐"
"247"	"早"	"--"	"Solanaceae(茄科)"	"--"	"santaAmor"	"--"	"--"	"--"	"1986年引自中国农科院"	"--"	"--"	"--"	"白"	"国外"	"椭圆"	"--"	"黄白"	"Solanum tuberosum L.(马铃薯)"	"MSG00608"	"--"	"santaAmor"	"--"	"Solanum(茄属)"	"CIP试管苗"	"--"	"--"	"浅"	"鄂恩天"	"--"	"不整齐"
"248"	"中"	"--"	"Solanaceae(茄科)"	"--"	"BR-63.5"	"--"	"--"	"--"	"1986年引自中国农科院"	"--"	"感花叶"	"--"	"黄"	"国外"	"圆"	"--"	"红"	"Solanum tuberosum L.(马铃薯)"	"MSG00609"	"--"	"BR-63.5"	"--"	"Solanum(茄属)"	"CIP试管苗"	"--"	"--"	"深"	"鄂恩天"	"--"	"不整齐"
"249"	"早"	"--"	"Solanaceae(茄科)"	"--"	"Marispeer"	"--"	"--"	"--"	"1986年引自中国农科院"	"--"	"感花叶"	"--"	"白"	"国外"	"椭圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00610"	"--"	"Marispeer"	"--"	"Solanum(茄属)"	"CIP试管苗"	"--"	"--"	"浅"	"鄂恩天"	"--"	"整齐"
"250"	"--"	"--"	"Solanaceae(茄科)"	"--"	"Diai(nEx )"	"--"	"--"	"--"	"1986年引自中国农科院"	"--"	"--"	"--"	"白"	"国外"	"长卵"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00611"	"--"	"Diai(nEx )"	"--"	"Solanum(茄属)"	"CIP试管苗"	"--"	"--"	"浅"	"鄂恩天"	"--"	"--"
"251"	"中晚"	"--"	"Solanaceae(茄科)"	"--"	"creta"	"低"	"--"	"--"	"1986年引自中国农科院"	"--"	"感紫顶"	"--"	"黄"	"国外"	"长椭圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00612"	"--"	"creta"	"--"	"Solanum(茄属)"	"CIP试管苗"	"--"	"--"	"中"	"鄂恩天"	"紫红"	"不整齐"
"252"	"中"	"--"	"Solanaceae(茄科)"	"--"	"ROZA"	"--"	"--"	"--"	"1986年引自中国农科院"	"--"	"矮化"	"--"	"白"	"国外"	"圆筒"	"--"	"红"	"Solanum tuberosum L.(马铃薯)"	"MSG00613"	"--"	"ROZA"	"--"	"Solanum(茄属)"	"CIP试管苗"	"--"	"--"	"中"	"鄂恩天"	"浅紫"	"整齐"
"253"	"中"	"--"	"Solanaceae(茄科)"	"--"	"WN630-5"	"--"	"--"	"--"	"--"	"--"	"感花叶"	"--"	"淡黄"	"国外"	"长筒"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00614"	"--"	"WN630-5"	"--"	"Solanum(茄属)"	"CIP试管苗"	"--"	"--"	"浅"	"鄂恩天"	"--"	"整齐"
"254"	"中晚"	"--"	"Solanaceae(茄科)"	"--"	"ARK-69.1"	"--"	"--"	"--"	"1987年引自中国农科院"	"--"	"紫顶"	"--"	"白"	"国外"	"椭圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00615"	"--"	"ARK-69.1"	"--"	"Solanum(茄属)"	"CIP试管苗"	"--"	"--"	"浅"	"鄂恩天"	"--"	"整齐"
"255"	"晚"	"--"	"Solanaceae(茄科)"	"--"	"Marla"	"--"	"--"	"--"	"1987年引自中国农科院"	"--"	"--"	"--"	"淡黄"	"国外"	"圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00616"	"--"	"Marla"	"--"	"Solanum(茄属)"	"CIP试管苗"	"--"	"--"	"中"	"鄂恩天"	"--"	"整齐"
"256"	"中晚"	"--"	"Solanaceae(茄科)"	"--"	"Mex-32"	"--"	"--"	"--"	"1987年引自中国农科院"	"--"	"--"	"--"	"淡黄"	"国外"	"长筒"	"--"	"红"	"Solanum tuberosum L.(马铃薯)"	"MSG00617"	"--"	"Mex-32"	"--"	"Solanum(茄属)"	"CIP试管苗"	"--"	"--"	"中"	"鄂恩天"	"--"	"整齐"
"257"	"中晚"	"--"	"Solanaceae(茄科)"	"--"	"Vltimus"	"--"	"--"	"--"	"1987年引自中国农科院"	"--"	"--"	"--"	"淡黄"	"国外"	"长筒"	"--"	"红"	"Solanum tuberosum L.(马铃薯)"	"MSG00618"	"--"	"Vltimus"	"--"	"Solanum(茄属)"	"CIP试管苗"	"--"	"--"	"中"	"鄂恩天"	"--"	"整齐"
"258"	"中早"	"--"	"Solanaceae(茄科)"	"--"	"Ballenra"	"--"	"--"	"--"	"1987年引自中国农科院"	"--"	"--"	"--"	"白"	"国外"	"椭圆"	"--"	"黄白"	"Solanum tuberosum L.(马铃薯)"	"MSG00619"	"--"	"Ballenra"	"--"	"Solanum(茄属)"	"CIP试管苗"	"--"	"--"	"浅"	"鄂恩天"	"--"	"整齐"
"259"	"中晚"	"--"	"Solanaceae(茄科)"	"--"	"SurenaInta"	"低"	"--"	"--"	"1987年引自中国农科院"	"--"	"感紫顶"	"--"	"淡黄"	"国外"	"圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00620"	"--"	"SurenaInta"	"--"	"Solanum(茄属)"	"CIP试管苗"	"--"	"--"	"中"	"鄂恩天"	"--"	"整齐"
"260"	"中"	"--"	"Solanaceae(茄科)"	"--"	"BR-63-76"	"低"	"--"	"--"	"78年引自中科院"	"低"	"感紫顶"	"--"	"白"	"国外"	"筒不正"	"--"	"黄白"	"Solanum tuberosum L.(马铃薯)"	"MSG00643"	"--"	"BR-63-76"	"--"	"Solanum(茄属)"	"秘鲁试管苗"	"--"	"--"	"中"	"鄂恩天"	"紫红"	"中"
"261"	"晚"	"--"	"Solanaceae(茄科)"	"--"	"BR-71-24012"	"中"	"--"	"--"	"78年引自中国农科院"	"中"	"感紫顶"	"--"	"白"	"国外"	"圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00644"	"--"	"BR-71-24012"	"--"	"Solanum(茄属)"	"秘鲁试管苗"	"--"	"--"	"浅"	"鄂恩天"	"紫红"	"中"
"262"	"早"	"--"	"Solanaceae(茄科)"	"--"	"卡树勃"	"中"	"--"	"--"	"74年引自克山"	"低"	"抗花叶"	"--"	"黄"	"国外"	"扁圆"	"--"	"黄白"	"Solanum tuberosum L.(马铃薯)"	"MSG00645"	"--"	"KA SHU BO"	"--"	"Solanum(茄属)"	"匈牙利"	"--"	"--"	"浅"	"鄂恩天"	"浅紫"	"中"
"263"	"中晚"	"--"	"Solanaceae(茄科)"	"--"	"B4-2"	"中"	"--"	"--"	"84.3 引自中国农科院"	"中"	"感花叶.束顶"	"--"	"白"	"国外"	"椭圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00646"	"--"	"B4-2"	"--"	"Solanum(茄属)"	"引自加拿大"	"--"	"--"	"浅"	"鄂恩天"	"紫"	"整齐"
"264"	"中"	"--"	"Solanaceae(茄科)"	"--"	"Butte"	"中"	"--"	"--"	"84.3 引自美国爱达落州"	"低"	"束顶"	"--"	"白"	"国外"	"圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00647"	"--"	"Butte"	"--"	"Solanum(茄属)"	"美国试管苗"	"--"	"--"	"浅"	"鄂恩天"	"--"	"不整齐"
"265"	"中早"	"--"	"Solanaceae(茄科)"	"--"	"Monona"	"低"	"--"	"--"	"84.3 引自克山"	"--"	"感卷叶"	"--"	"白"	"国外"	"圆"	"--"	"黄白"	"Solanum tuberosum L.(马铃薯)"	"MSG00648"	"--"	"Monona"	"--"	"Solanum(茄属)"	"美国1964年育成"	"--"	"--"	"浅"	"鄂恩天"	"紫"	"整齐"
"266"	"中"	"--"	"Solanaceae(茄科)"	"--"	"ORIGO"	"低"	"--"	"--"	"84.3 引自克山"	"--"	"抗花叶"	"--"	"黄"	"国外"	"椭圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00649"	"--"	"ORIGO"	"--"	"Solanum(茄属)"	"荷兰选育"	"--"	"--"	"浅"	"鄂恩天"	"--"	"中"
"267"	"中早"	"--"	"Solanaceae(茄科)"	"--"	"I-1124"	"低"	"--"	"--"	"86.4.31 引自蔬菜所"	"--"	"感卷叶"	"--"	"白"	"国外"	"圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00650"	"--"	"I-1124"	"--"	"Solanum(茄属)"	"CIP试管苗"	"--"	"--"	"中"	"鄂恩天"	"白"	"中"
"268"	"晚"	"--"	"Solanaceae(茄科)"	"--"	"LDMAN"	"低"	"--"	"--"	"86.4.31引自蔬菜所"	"--"	"--"	"--"	"白"	"国外"	"圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00651"	"--"	"LDMAN"	"--"	"Solanum(茄属)"	"CIP试管苗"	"--"	"--"	"浅"	"鄂恩天"	"--"	"不整齐"
"269"	"晚"	"--"	"Solanaceae(茄科)"	"--"	"Ms-42.3"	"低"	"--"	"--"	"86.4.31引自蔬菜所"	"--"	"--"	"--"	"淡黄"	"国外"	"筒"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00652"	"--"	"Ms-42.3"	"--"	"Solanum(茄属)"	"CIP试管苗"	"--"	"--"	"浅"	"鄂恩天"	"浅紫"	"不整齐"
"270"	"中早"	"--"	"Solanaceae(茄科)"	"--"	"DTO-28"	"低"	"--"	"--"	"85.4的东蔬菜所"	"低"	"感花叶"	"--"	"黄"	"国外"	"圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00666"	"--"	"DTO-28"	"--"	"Solanum(茄属)"	"CIP试管苗"	"--"	"--"	"浅"	"鄂恩天"	"--"	"不整齐"
"271"	"中"	"--"	"Solanaceae(茄科)"	"--"	"LT-7"	"低"	"--"	"--"	"86年引自北京蔬菜所"	"--"	"--"	"--"	"黄"	"国外"	"椭圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00675"	"--"	"LT-7"	"--"	"Solanum(茄属)"	"CIP试管苗"	"--"	"--"	"浅"	"鄂恩天"	"白"	"不整齐"
"272"	"中晚"	"--"	"Solanaceae(茄科)"	"--"	"creta"	"低"	"--"	"--"	"86年引自北京蔬菜所"	"--"	"感紫顶"	"--"	"黄"	"国外"	"长椭圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00676"	"--"	"creta"	"--"	"Solanum(茄属)"	"CIP试管苗"	"--"	"--"	"中"	"鄂恩天"	"紫红"	"不整齐"
"273"	"中晚"	"--"	"Solanaceae(茄科)"	"--"	"PG-295"	"低"	"--"	"--"	"87年引自北京蔬菜所"	"--"	"感紫顶"	"--"	"淡黄"	"国外"	"圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00677"	"--"	"PG-295"	"--"	"Solanum(茄属)"	"CIP试管苗"	"--"	"--"	"中"	"鄂恩天"	"--"	"整齐"
"274"	"晚"	"无"	"Solanaceae(茄科)"	"无"	"Abnaki"	"高"	"感"	"大"	"--"	"10.5"	"--"	"中"	"白"	"国外"	"圆"	"--"	"淡黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00678"	"优"	"Abnaki"	"--"	"Solanum(茄属)"	"加拿大"	"无"	"光滑"	"浅多"	"--"	"白"	"整齐"
"275"	"晚"	"无"	"Solanaceae(茄科)"	"无"	"Agassiz"	"低"	"感"	"小"	"--"	"11.3"	"--"	"上"	"白"	"国外"	"椭圆"	"--"	"暗黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00679"	"--"	"Agassiz"	"--"	"Solanum(茄属)"	"加拿大"	"无"	"网纹"	"浅中"	"--"	"浅兰"	"整齐"
"276"	"晚"	"无"	"Solanaceae(茄科)"	"无"	"Alamo"	"高"	"感"	"大"	"--"	"12.4"	"--"	"下"	"白"	"国外"	"椭圆"	"--"	"淡黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00680"	"中"	"Alamo"	"--"	"Solanum(茄属)"	"加拿大"	"无"	"光滑"	"中中"	"--"	"白"	"整齐"
"277"	"晚"	"无"	"Solanaceae(茄科)"	"有"	"Alasscloar"	"高"	"感"	"中"	"--"	"13.0"	"--"	"中"	"白"	"国外"	"椭圆"	"--"	"白"	"Solanum tuberosum L.(马铃薯)"	"MSG00681"	"差"	"Alasscloar"	"--"	"Solanum(茄属)"	"加拿大"	"无"	"光滑"	"中中"	"--"	"白"	"不整齐"
"278"	"晚"	"无"	"Solanaceae(茄科)"	"有"	"Alaska 114"	"中"	"感"	"中"	"--"	"11.7"	"--"	"上"	"白"	"国外"	"椭圆"	"--"	"淡黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00682"	"优"	"Alaska 114"	"--"	"Solanum(茄属)"	"加拿大"	"无"	"光滑"	"深中"	"--"	"紫"	"中"
"279"	"晚"	"无"	"Solanaceae(茄科)"	"有"	"Allagash Russet"	"低"	"感"	"小"	"--"	"11.4"	"--"	"上"	"白"	"国外"	"椭圆"	"--"	"褐"	"Solanum tuberosum L.(马铃薯)"	"MSG00683"	"差"	"Allagash Russet"	"--"	"Solanum(茄属)"	"加拿大"	"无"	"粗糙"	"浅中"	"--"	"白"	"整齐"
"280"	"晚"	"无"	"Solanaceae(茄科)"	"无"	"Alpha"	"低"	"感"	"中"	"--"	"16.7"	"--"	"上"	"淡黄"	"国外"	"椭圆"	"--"	"淡黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00684"	"优"	"Alpha"	"--"	"Solanum(茄属)"	"加拿大"	"无"	"光滑"	"中少"	"--"	"浅紫"	"不整齐"
"281"	"晚"	"强"	"Solanaceae(茄科)"	"无"	"Anoka"	"高"	"感"	"大"	"--"	"13.1"	"--"	"上"	"白"	"国外"	"圆"	"--"	"淡黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00685"	"优"	"Anoka"	"--"	"Solanum(茄属)"	"加拿大"	"无"	"微网纹"	"浅少"	"--"	"浅紫"	"整齐"
"282"	"晚"	"弱"	"Solanaceae(茄科)"	"有"	"Anson"	"高"	"抗"	"大"	"--"	"15.9"	"--"	"中"	"白"	"国外"	"圆"	"--"	"淡黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00686"	"中"	"Anson"	"--"	"Solanum(茄属)"	"加拿大"	"无"	"网纹"	"中中"	"--"	"白"	"不整齐"
"283"	"晚"	"无"	"Solanaceae(茄科)"	"有"	"Arran Consul"	"中"	"抗"	"中"	"--"	"13.6"	"--"	"中"	"白"	"国外"	"圆"	"--"	"淡黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00687"	"中"	"Arran Consul"	"--"	"Solanum(茄属)"	"加拿大"	"有"	"粗网纹"	"中少"	"--"	"--"	"整齐"
"284"	"晚"	"无"	"Solanaceae(茄科)"	"有"	"Arran Victxra"	"低"	"感"	"中"	"--"	"13.1"	"--"	"下"	"淡黄"	"国外"	"扁圆"	"--"	"紫"	"Solanum tuberosum L.(马铃薯)"	"MSG00688"	"优"	"Arran Victxra"	"--"	"Solanum(茄属)"	"加拿大"	"有"	"光滑"	"中少"	"--"	"白"	"不整齐"
"285"	"晚"	"无"	"Solanaceae(茄科)"	"有"	"Atlantic (Florida)"	"中"	"感"	"大"	"--"	"11.6"	"--"	"上"	"白"	"国外"	"椭圆"	"--"	"淡黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00689"	"中"	"Atlantic (Florida)"	"--"	"Solanum(茄属)"	"加拿大"	"有"	"鳞状纹"	"中少"	"--"	"浅紫"	"整齐"
"286"	"晚"	"无"	"Solanaceae(茄科)"	"有"	"A 69868-2"	"低"	"感"	"小"	"--"	"12.2"	"--"	"上"	"白"	"国外"	"长方"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00690"	"优"	"A 69868-2"	"--"	"Solanum(茄属)"	"加拿大"	"无"	"极粗糙"	"中中"	"--"	"紫"	"不整齐"
"287"	"晚"	"无"	"Solanaceae(茄科)"	"有"	"A7411-2"	"低"	"感"	"中"	"--"	"12.7"	"--"	"上"	"白"	"国外"	"长椭圆"	"--"	"暗褐"	"Solanum tuberosum L.(马铃薯)"	"MSG00691"	"中"	"A7411-2"	"--"	"Solanum(茄属)"	"加拿大"	"无"	"网纹"	"浅多"	"--"	"紫"	"整齐"
"288"	"晚"	"无"	"Solanaceae(茄科)"	"有"	"A 75118-3"	"中"	"抗"	"大"	"--"	"11.5"	"--"	"上"	"白"	"国外"	"长椭圆"	"--"	"淡褐"	"Solanum tuberosum L.(马铃薯)"	"MSG00692"	"中"	"A 75118-3"	"--"	"Solanum(茄属)"	"加拿大"	"无"	"微网纹"	"浅中"	"--"	"浅紫"	"整齐"
"289"	"晚"	"无"	"Solanaceae(茄科)"	"无"	"AD 7386-1"	"高"	"感"	"中"	"--"	"16.2"	"--"	"上"	"淡黄"	"国外"	"椭圆"	"--"	"淡黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00693"	"优"	"AD 7386-1"	"--"	"Solanum(茄属)"	"加拿大"	"无"	"鳞状纹"	"浅中"	"--"	"白"	"整齐"
"290"	"晚"	"无"	"Solanaceae(茄科)"	"有"	"AD 74135-1"	"低"	"感"	"中"	"--"	"9.9"	"--"	"上"	"白"	"国外"	"长"	"--"	"黄褐"	"Solanum tuberosum L.(马铃薯)"	"MSG00694"	"中"	"AD 74135-1"	"--"	"Solanum(茄属)"	"加拿大"	"无"	"微网纹"	"浅多"	"--"	"浅紫"	"整齐"
"291"	"晚"	"无"	"Solanaceae(茄科)"	"无"	"Bake King"	"中"	"感"	"中"	"--"	"15.1"	"--"	"上"	"白"	"国外"	"椭圆"	"--"	"淡黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00695"	"优"	"Bake King"	"--"	"Solanum(茄属)"	"加拿大"	"无"	"微网纹"	"浅中"	"--"	"紫"	"整齐"
"292"	"晚"	"无"	"Solanaceae(茄科)"	"无"	"Batoche"	"中"	"感"	"中"	"--"	"13.2"	"--"	"上"	"白"	"国外"	"圆"	"--"	"红"	"Solanum tuberosum L.(马铃薯)"	"MSG00696"	"差"	"Batoche"	"--"	"Solanum(茄属)"	"加拿大"	"无"	"光滑"	"中中"	"--"	"蓝紫"	"整齐"
"293"	"晚"	"无"	"Solanaceae(茄科)"	"有"	"Banana"	"低"	"感"	"小"	"--"	"13.6"	"--"	"下"	"黄"	"国外"	"长"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00697"	"优"	"Banana"	"--"	"Solanum(茄属)"	"加拿大"	"无"	"光滑"	"浅中"	"--"	"紫"	"整齐"
"294"	"晚"	"无"	"Solanaceae(茄科)"	"无"	"Beauty Of Hebron"	"中"	"感"	"中"	"--"	"18.5"	"--"	"下"	"白"	"国外"	"长"	"--"	"粉红"	"Solanum tuberosum L.(马铃薯)"	"MSG00698"	"中"	"Beauty Of Hebron"	"--"	"Solanum(茄属)"	"加拿大"	"无"	"光滑"	"中多"	"--"	"白"	"不整齐"
"295"	"晚"	"无"	"Solanaceae(茄科)"	"无"	"Bel Rus"	"中"	"感"	"中"	"--"	"16.0"	"--"	"上"	"白"	"国外"	"椭圆"	"--"	"暗褐"	"Solanum tuberosum L.(马铃薯)"	"MSG00699"	"优"	"Bel Rus"	"--"	"Solanum(茄属)"	"加拿大"	"无"	"粗糙"	"浅中"	"--"	"浅紫"	"整齐"
"296"	"晚"	"无"	"Solanaceae(茄科)"	"有"	"Belleisle"	"中"	"感"	"大"	"--"	"12.4"	"--"	"中"	"白"	"国外"	"椭圆"	"--"	"淡黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00700"	"优"	"Belleisle"	"--"	"Solanum(茄属)"	"加拿大"	"无"	"光滑"	"中中"	"--"	"白"	"整齐"
