"id"	"蛋氨酸"	"科名"	"角斑病指数"	"保存编号"	"品种名称"	"谷氨酸"	"播种期"	"缬氨酸"	"天冬氨酸"	"精氨酸"	"苏氨酸"	"丙氨酸"	"单株产量"	"总和"	"蚜害病级"	"异亮氨酸"	"炭疽病级"	"炭疽病指数"	"省"	"色氨酸"	"组氨酸"	"芽期抗寒"	"分枝数"	"样品类型"	"总淀粉"	"角斑病评价"	"东经"	"百粒重"	"属名"	"统一编号"	"芽期抗旱"	"学名"	"蚜害病指数"	"苯丙氨酸"	"熟期抗旱"	"支链淀粉"	"粒形"	"花色"	"粗脂肪"	"成熟期"	"粗蛋白"	"结荚习性"	"北纬"	"亮氨酸"	"库编号"	"生长习性"	"保存单位"	"原产地"	"备注"	"甘氨酸"	"单荚粒数"	"蚜害病评价"	"胱氨酸"	"直链淀粉"	"单株荚数"	"粒色"	"酩氨酸"	"脯氨酸"	"赖氨酸"	"荚长"	"株高"	"角斑病级"	"丝氨酸"	"译名"	"高程"	"荚色"	"种子来源"	"炭疽病评价"	"全生育日数"
"312"	"--"	"Leguminosae(豆科)"	"--"	"01370"	"四季豆"	"--"	"4.28"	"--"	"--"	"--"	"--"	"--"	"14.6"	"--"	"--"	"--"	"--"	"--"	"贵州"	"--"	"--"	"--"	"3.0"	"地方"	"--"	"--"	"10545"	"32.8"	"Phaseolus(菜豆属)"	"F0003751"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"椭圆"	"白"	"--"	"8.10"	"--"	"无限"	"2618"	"--"	"--"	"蔓生"	"贵州市农科所"	"普定"	"--"	"--"	"5.0"	"--"	"--"	"--"	"11.0"	"紫红"	"--"	"--"	"--"	"12.0"	"110.0"	"--"	"--"	"SI JI DOU"	"1250"	"褐"	"--"	"--"	"105"
"313"	"--"	"Leguminosae(豆科)"	"--"	"01371"	"四季豆"	"--"	"4.28"	"--"	"--"	"--"	"--"	"--"	"21.5"	"--"	"--"	"--"	"--"	"--"	"贵州"	"--"	"--"	"--"	"3.0"	"地方"	"--"	"--"	"10545"	"37.4"	"Phaseolus(菜豆属)"	"F0003752"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"椭圆"	"白"	"--"	"8.10"	"--"	"无限"	"2618"	"--"	"--"	"蔓生"	"贵州市农科所"	"普定"	"--"	"--"	"6.0"	"--"	"--"	"--"	"10.0"	"紫红"	"--"	"--"	"--"	"12.0"	"150.0"	"--"	"--"	"SI JI DOU"	"1250"	"褐"	"--"	"--"	"105"
"314"	"--"	"Leguminosae(豆科)"	"--"	"01372"	"大红豆"	"--"	"4.28"	"--"	"--"	"--"	"--"	"--"	"15.3"	"--"	"--"	"--"	"--"	"--"	"贵州"	"--"	"--"	"--"	"3.0"	"地方"	"--"	"--"	"10545"	"45.4"	"Phaseolus(菜豆属)"	"F0003753"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"肾形"	"白"	"--"	"8.15"	"--"	"无限"	"2618"	"--"	"--"	"蔓生"	"贵州市农科所"	"普定"	"--"	"--"	"4.0"	"--"	"--"	"--"	"7.0"	"紫红"	"--"	"--"	"--"	"12.0"	"170.0"	"--"	"--"	"DA HONG DOU"	"1250"	"褐"	"--"	"--"	"110"
"315"	"--"	"Leguminosae(豆科)"	"--"	"01373"	"红豆"	"--"	"4.22"	"--"	"--"	"--"	"--"	"--"	"15.9"	"--"	"--"	"--"	"--"	"--"	"贵州"	"--"	"--"	"--"	"2.0"	"地方"	"--"	"--"	"10636"	"36.0"	"Phaseolus(菜豆属)"	"F0003754"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"椭圆"	"白"	"--"	"8.06"	"--"	"无限"	"2651"	"--"	"--"	"蔓生"	"贵州市农科所"	"修文"	"--"	"--"	"5.0"	"--"	"--"	"--"	"9.0"	"红"	"--"	"--"	"--"	"11.0"	"190.0"	"--"	"--"	"HONG DOU"	"1250"	"褐"	"--"	"--"	"107"
"316"	"--"	"Leguminosae(豆科)"	"--"	"01374"	"四季豆"	"--"	"4.22"	"--"	"--"	"--"	"--"	"--"	"10.2"	"--"	"--"	"--"	"--"	"--"	"贵州"	"--"	"--"	"--"	"3.0"	"地方"	"--"	"--"	"10616"	"21.0"	"Phaseolus(菜豆属)"	"F0003755"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"椭圆"	"紫"	"--"	"8.16"	"--"	"无限"	"2625"	"--"	"I2K02445"	"蔓生"	"贵州市农科所"	"平坝"	"--"	"--"	"5.0"	"--"	"--"	"--"	"8.0"	"红"	"--"	"--"	"--"	"8.0"	"235.0"	"--"	"--"	"SI JI DOU"	"--"	"褐"	"--"	"--"	"117"
"317"	"--"	"Leguminosae(豆科)"	"69.2"	"01375"	"四季豆"	"--"	"4.23"	"--"	"--"	"--"	"--"	"--"	"33.5"	"--"	"9"	"--"	"7-9"	"85.2"	"贵州"	"--"	"--"	"3"	"3.0"	"地方"	"49.16"	"S"	"10616"	"28.8"	"Phaseolus(菜豆属)"	"F0003756"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"椭圆"	"白"	"--"	"8.11"	"20.89"	"无限"	"2625"	"--"	"I2K02446"	"蔓生"	"贵州市农科所"	"平坝"	"--"	"--"	"9.0"	"HS"	"--"	"16.33"	"18.0"	"红"	"--"	"--"	"--"	"15.0"	"238.0"	"5-7"	"--"	"SI JI DOU"	"--"	"褐"	"--"	"HS"	"112"
"318"	"--"	"Leguminosae(豆科)"	"--"	"01376"	"大红豆"	"--"	"4.22"	"--"	"--"	"--"	"--"	"--"	"22.1"	"--"	"--"	"--"	"--"	"--"	"贵州"	"--"	"--"	"--"	"3.0"	"地方"	"--"	"--"	"10616"	"81.0"	"Phaseolus(菜豆属)"	"F0003757"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"肾形"	"黄"	"--"	"7.28"	"--"	"无限"	"2625"	"--"	"I2K02447"	"蔓生"	"贵州市农科所"	"平坝"	"--"	"--"	"4.0"	"--"	"--"	"--"	"8.0"	"紫红"	"--"	"--"	"--"	"11.0"	"230.0"	"--"	"--"	"DA HONG DOU"	"--"	"褐"	"--"	"--"	"99"
"319"	"--"	"Leguminosae(豆科)"	"--"	"01377"	"四季豆"	"--"	"4.22"	"--"	"--"	"--"	"--"	"--"	"21.7"	"--"	"--"	"--"	"--"	"--"	"贵州"	"--"	"--"	"--"	"2.0"	"地方"	"--"	"--"	"10616"	"36.1"	"Phaseolus(菜豆属)"	"F0003758"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"椭圆"	"紫"	"--"	"7.25"	"--"	"有限"	"2625"	"--"	"I2K02448"	"半蔓生"	"贵州市农科所"	"平坝"	"--"	"--"	"5.0"	"--"	"--"	"--"	"7.0"	"紫红"	"--"	"--"	"--"	"10.0"	"105.0"	"--"	"--"	"SI JI DOU"	"--"	"褐"	"--"	"--"	"96"
"320"	"--"	"Leguminosae(豆科)"	"--"	"01378"	"红豆"	"--"	"4.22"	"--"	"--"	"--"	"--"	"--"	"18.2"	"--"	"--"	"--"	"--"	"--"	"贵州"	"--"	"--"	"--"	"2.0"	"地方"	"--"	"--"	"10616"	"39.5"	"Phaseolus(菜豆属)"	"F0003759"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"肾形"	"黄"	"--"	"8.07"	"--"	"无限"	"2625"	"--"	"--"	"蔓生"	"贵州市农科所"	"平坝"	"--"	"--"	"5.0"	"--"	"--"	"--"	"10.0"	"紫红"	"--"	"--"	"--"	"15.0"	"198.0"	"--"	"--"	"HONG DOU"	"--"	"黄白"	"--"	"--"	"108"
"321"	"--"	"Leguminosae(豆科)"	"55.6"	"01379"	"红四季豆"	"--"	"4.28"	"--"	"--"	"--"	"--"	"--"	"20.4"	"--"	"9"	"--"	"3-7"	"61.8"	"贵州"	"--"	"--"	"--"	"4.0"	"地方"	"46.74"	"MS"	"10612"	"27.0"	"Phaseolus(菜豆属)"	"F0003760"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"椭圆"	"紫"	"--"	"8.10"	"23.04"	"无限"	"2542"	"--"	"I2K02449"	"蔓生"	"贵州市农科所"	"紫云"	"--"	"--"	"5.0"	"HS"	"--"	"14.55"	"15.0"	"红"	"--"	"--"	"--"	"10.0"	"250.0"	"5"	"--"	"HONG SI JI DOU"	"1470"	"褐"	"--"	"S"	"112"
"322"	"--"	"Leguminosae(豆科)"	"--"	"01380"	"红肉角豆"	"--"	"4.18"	"--"	"--"	"--"	"--"	"--"	"15.4"	"--"	"--"	"--"	"--"	"--"	"贵州"	"--"	"--"	"--"	"5.0"	"地方"	"--"	"--"	"10457"	"32.4"	"Phaseolus(菜豆属)"	"F0003761"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"肾形"	"紫"	"--"	"7.23"	"--"	"有限"	"2547"	"--"	"--"	"半蔓生"	"贵州市农科所"	"普安"	"--"	"--"	"4.0"	"--"	"--"	"--"	"12.0"	"红"	"--"	"--"	"--"	"11.0"	"125.0"	"--"	"--"	"HONG ROU JIAO DOU"	"1580"	"黄"	"--"	"--"	"98"
"323"	"--"	"Leguminosae(豆科)"	"--"	"01381"	"小红豆"	"--"	"4.18"	"--"	"--"	"--"	"--"	"--"	"8.0"	"--"	"--"	"--"	"--"	"--"	"贵州"	"--"	"--"	"--"	"5.0"	"地方"	"--"	"--"	"10457"	"29.5"	"Phaseolus(菜豆属)"	"F0003762"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"椭圆"	"红"	"--"	"7.15"	"--"	"有限"	"2547"	"--"	"--"	"直立"	"贵州市农科所"	"普安"	"--"	"--"	"4.0"	"--"	"--"	"--"	"7.0"	"红"	"--"	"--"	"--"	"9.0"	"45.0"	"--"	"--"	"XIAO HONG DOU"	"1580"	"褐"	"--"	"--"	"90"
"324"	"--"	"Leguminosae(豆科)"	"--"	"01382"	"棒豆"	"--"	"4.18"	"--"	"--"	"--"	"--"	"--"	"32.1"	"--"	"--"	"--"	"--"	"--"	"贵州"	"--"	"--"	"--"	"4.0"	"地方"	"--"	"--"	"10854"	"31.2"	"Phaseolus(菜豆属)"	"F0003763"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"椭圆"	"紫"	"--"	"7.25"	"--"	"无限"	"2545"	"--"	"I2K02450"	"蔓生"	"贵州市农科所"	"从江"	"--"	"--"	"6.0"	"--"	"--"	"--"	"20.0"	"紫红"	"--"	"--"	"--"	"15.0"	"210.0"	"--"	"--"	"BANG DOU"	"200"	"褐"	"--"	"--"	"100"
"325"	"--"	"Leguminosae(豆科)"	"--"	"01383"	"红豆"	"--"	"4.18"	"--"	"--"	"--"	"--"	"--"	"27.8"	"--"	"--"	"--"	"--"	"--"	"贵州"	"--"	"--"	"--"	"4.0"	"地方"	"--"	"--"	"10832"	"29.4"	"Phaseolus(菜豆属)"	"F0003764"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"椭圆"	"紫"	"--"	"7.15"	"--"	"无限"	"2657"	"--"	"I2K02451"	"蔓生"	"贵州市农科所"	"三穗"	"--"	"--"	"4.0"	"--"	"--"	"--"	"12.0"	"红"	"--"	"--"	"--"	"8.0"	"200.0"	"--"	"--"	"HONG DOU"	"600"	"褐"	"--"	"--"	"90"
"326"	"--"	"Leguminosae(豆科)"	"--"	"01384"	"大红豆"	"--"	"4.18"	"--"	"--"	"--"	"--"	"--"	"26.3"	"--"	"--"	"--"	"--"	"--"	"贵州"	"--"	"--"	"--"	"6.0"	"地方"	"--"	"--"	"10830"	"41.0"	"Phaseolus(菜豆属)"	"F0003765"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"肾形"	"白"	"--"	"7.20"	"--"	"无限"	"2551"	"--"	"--"	"半蔓生"	"贵州市农科所"	"榕江"	"--"	"--"	"5.0"	"--"	"--"	"--"	"14.0"	"红"	"--"	"--"	"--"	"12.0"	"110.0"	"--"	"--"	"DA HONG DOU"	"250"	"褐"	"--"	"--"	"95"
"327"	"--"	"Leguminosae(豆科)"	"79.3"	"01385"	"红金豆"	"--"	"4.18"	"--"	"--"	"--"	"--"	"--"	"14.9"	"--"	"9"	"--"	"7-9"	"85.2"	"贵州"	"--"	"--"	"3"	"4.0"	"地方"	"50.34"	"S"	"10748"	"32.5"	"Phaseolus(菜豆属)"	"F0003766"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"椭圆"	"紫"	"--"	"7.20"	"18.98"	"无限"	"2612"	"--"	"--"	"蔓生"	"贵州市农科所"	"丹寨"	"--"	"--"	"5.0"	"HS"	"--"	"15.98"	"10.0"	"红"	"--"	"--"	"--"	"8.0"	"200.0"	"7"	"--"	"HONG JIN DOU"	"930"	"褐"	"--"	"HS"	"95"
"328"	"--"	"Leguminosae(豆科)"	"--"	"01386"	"鸡油豆"	"--"	"5.15"	"--"	"--"	"--"	"--"	"--"	"25.1"	"--"	"--"	"--"	"--"	"--"	"贵州"	"--"	"--"	"--"	"2.0"	"地方"	"--"	"--"	"10714"	"40.4"	"Phaseolus(菜豆属)"	"F0003767"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"椭圆"	"紫"	"--"	"8.09"	"--"	"有限"	"2635"	"--"	"--"	"半蔓生"	"贵州市农科所"	"贵定"	"--"	"--"	"8.0"	"--"	"--"	"--"	"8.0"	"红"	"--"	"--"	"--"	"16.0"	"153.0"	"--"	"--"	"JI YOU DOU"	"988"	"褐"	"--"	"--"	"86"
"329"	"--"	"Leguminosae(豆科)"	"--"	"01387"	"扁四季豆"	"--"	"5.15"	"--"	"--"	"--"	"--"	"--"	"12.0"	"--"	"--"	"--"	"--"	"--"	"贵州"	"--"	"--"	"--"	"1.0"	"地方"	"--"	"--"	"10714"	"26.0"	"Phaseolus(菜豆属)"	"F0003768"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"肾形"	"黄"	"--"	"8.09"	"--"	"有限"	"2635"	"--"	"--"	"半蔓生"	"贵州市农科所"	"贵定"	"--"	"--"	"6.0"	"--"	"--"	"--"	"8.0"	"红"	"--"	"--"	"--"	"18.0"	"125.0"	"--"	"--"	"BIAN SI JI DOU"	"988"	"褐"	"--"	"--"	"86"
"330"	"--"	"Leguminosae(豆科)"	"--"	"01388"	"鸡油豆"	"--"	"4.22"	"--"	"--"	"--"	"--"	"--"	"17.5"	"--"	"--"	"--"	"--"	"--"	"贵州"	"--"	"--"	"--"	"3.0"	"地方"	"--"	"--"	"10646"	"29.7"	"Phaseolus(菜豆属)"	"F0003769"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"椭圆"	"紫"	"--"	"7.15"	"--"	"有限"	"2638"	"--"	"--"	"半蔓生"	"贵州市农科所"	"乌当"	"--"	"--"	"5.0"	"--"	"--"	"--"	"14.0"	"黄"	"--"	"--"	"--"	"7.0"	"54.0"	"--"	"--"	"JI YOU DOU"	"1050"	"褐"	"--"	"--"	"106"
"331"	"--"	"Leguminosae(豆科)"	"--"	"01389"	"鸡油豆"	"--"	"4.22"	"--"	"--"	"--"	"--"	"--"	"17.2"	"--"	"--"	"--"	"--"	"--"	"贵州"	"--"	"--"	"--"	"2.0"	"地方"	"--"	"--"	"10646"	"34.2"	"Phaseolus(菜豆属)"	"F0003770"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"椭圆"	"白"	"--"	"8.01"	"--"	"无限"	"2638"	"--"	"I2K02452"	"蔓生"	"贵州市农科所"	"乌当"	"--"	"--"	"6.0"	"--"	"--"	"--"	"9.0"	"黄"	"--"	"--"	"--"	"11.0"	"112.0"	"--"	"--"	"JI YOU DOU"	"1050"	"褐"	"--"	"--"	"102"
"332"	"--"	"Leguminosae(豆科)"	"--"	"01390"	"鸡油豆"	"--"	"4.28"	"--"	"--"	"--"	"--"	"--"	"16.7"	"--"	"--"	"--"	"--"	"--"	"贵州"	"--"	"--"	"--"	"2.0"	"地方"	"--"	"--"	"10452"	"31.2"	"Phaseolus(菜豆属)"	"F0003771"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"椭圆"	"白"	"--"	"8.09"	"--"	"无限"	"2635"	"--"	"--"	"蔓生"	"贵州市农科所"	"水城"	"--"	"--"	"6.0"	"--"	"--"	"--"	"10.0"	"黄"	"--"	"--"	"--"	"12.0"	"220.0"	"--"	"--"	"JI YOU DOU"	"1830"	"褐"	"--"	"--"	"104"
"333"	"--"	"Leguminosae(豆科)"	"--"	"01391"	"黄棒豆"	"--"	"4.28"	"--"	"--"	"--"	"--"	"--"	"27.4"	"--"	"--"	"--"	"--"	"--"	"贵州"	"--"	"--"	"--"	"3.0"	"地方"	"--"	"--"	"10507"	"30.8"	"Phaseolus(菜豆属)"	"F0003772"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"肾形"	"紫"	"--"	"8.10"	"--"	"无限"	"2559"	"--"	"I2K02454"	"蔓生"	"贵州市农科所"	"六枝"	"--"	"--"	"7.0"	"--"	"--"	"--"	"13.0"	"黄"	"--"	"--"	"--"	"12.0"	"140.0"	"--"	"--"	"HUANG BANG DOU"	"1340"	"褐"	"--"	"--"	"105"
"334"	"--"	"Leguminosae(豆科)"	"87.9"	"01392"	"懒四季豆"	"--"	"4.28"	"--"	"--"	"--"	"--"	"--"	"26.1"	"--"	"9"	"--"	"3"	"33.3"	"贵州"	"--"	"--"	"--"	"3.0"	"地方"	"47.84"	"HS"	"10753"	"40.3"	"Phaseolus(菜豆属)"	"F0003773"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"肾形"	"白"	"--"	"7.04"	"21.49"	"有限"	"2831"	"--"	"I2K02455"	"半蔓生"	"贵州市农科所"	"务川"	"--"	"--"	"6.0"	"HS"	"--"	"15.45"	"12.0"	"黄"	"--"	"--"	"--"	"17.0"	"80.0"	"7-9"	"--"	"LAN SI JI DOU"	"667"	"褐"	"--"	"MR"	"67"
"335"	"--"	"Leguminosae(豆科)"	"79.3"	"01393"	"四季豆"	"--"	"4.28"	"--"	"--"	"--"	"--"	"--"	"22.5"	"--"	"9"	"--"	"5-7"	"70.4"	"贵州"	"--"	"--"	"--"	"4.0"	"地方"	"48.54"	"S"	"10729"	"48.0"	"Phaseolus(菜豆属)"	"F0003774"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"肾形"	"白"	"--"	"8.15"	"20.40"	"有限"	"2746"	"--"	"I2K02456"	"直立"	"贵州市农科所"	"湄潭"	"--"	"--"	"5.0"	"HS"	"--"	"15.38"	"10.0"	"黄"	"--"	"--"	"--"	"10.0"	"40.0"	"7"	"--"	"SI JI DOU"	"765"	"灰白"	"--"	"S"	"110"
"336"	"--"	"Leguminosae(豆科)"	"--"	"01394"	"矮子豆"	"--"	"4.28"	"--"	"--"	"--"	"--"	"--"	"16.6"	"--"	"--"	"--"	"--"	"--"	"贵州"	"--"	"--"	"--"	"4.0"	"地方"	"--"	"--"	"10814"	"52.6"	"Phaseolus(菜豆属)"	"F0003775"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"肾形"	"白"	"--"	"8.28"	"--"	"无限"	"2734"	"--"	"I2K02457"	"蔓生"	"贵州市农科所"	"石阡"	"--"	"--"	"5.0"	"--"	"--"	"--"	"7.0"	"黄"	"--"	"--"	"--"	"9.0"	"200.0"	"--"	"--"	"AI ZI DOU"	"457"	"褐"	"--"	"--"	"123"
"337"	"--"	"Leguminosae(豆科)"	"--"	"01395"	"四季豆"	"--"	"4.28"	"--"	"--"	"--"	"--"	"--"	"14.2"	"--"	"--"	"--"	"--"	"--"	"贵州"	"--"	"--"	"--"	"5.0"	"地方"	"--"	"--"	"10814"	"31.1"	"Phaseolus(菜豆属)"	"F0003776"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"肾形"	"紫"	"--"	"7.30"	"--"	"有限"	"2734"	"--"	"--"	"直立"	"贵州市农科所"	"石阡"	"--"	"--"	"5.0"	"--"	"--"	"--"	"8.0"	"黄"	"--"	"--"	"--"	"12.0"	"45.0"	"--"	"--"	"SI JI DOU"	"457"	"褐"	"--"	"--"	"94"
"338"	"--"	"Leguminosae(豆科)"	"--"	"01396"	"黄四季豆"	"--"	"4.28"	"--"	"--"	"--"	"--"	"--"	"27.4"	"--"	"--"	"--"	"--"	"--"	"贵州"	"--"	"--"	"--"	"3.0"	"地方"	"--"	"--"	"10814"	"57.1"	"Phaseolus(菜豆属)"	"F0003777"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"肾形"	"白"	"--"	"7.29"	"--"	"有限"	"2734"	"--"	"--"	"直立"	"贵州市农科所"	"石阡"	"--"	"--"	"5.0"	"--"	"--"	"--"	"10.0"	"黄"	"--"	"--"	"--"	"13.0"	"37.0"	"--"	"--"	"HUANG SI JI DOU"	"457"	"褐"	"--"	"--"	"93"
"339"	"--"	"Leguminosae(豆科)"	"--"	"01397"	"四季豆"	"--"	"4.18"	"--"	"--"	"--"	"--"	"--"	"11.8"	"--"	"--"	"--"	"--"	"--"	"贵州"	"--"	"--"	"--"	"5.0"	"地方"	"--"	"--"	"10823"	"28.9"	"Phaseolus(菜豆属)"	"F0003778"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"椭圆"	"白"	"--"	"7.27"	"--"	"有限"	"2800"	"--"	"--"	"半蔓生"	"贵州市农科所"	"印江"	"--"	"--"	"4.0"	"--"	"--"	"--"	"10.0"	"黄"	"--"	"--"	"--"	"12.0"	"32.0"	"--"	"--"	"SI JI DOU"	"455"	"褐"	"--"	"--"	"101"
"340"	"--"	"Leguminosae(豆科)"	"--"	"01398"	"四季豆"	"--"	"4.18"	"--"	"--"	"--"	"--"	"--"	"49.5"	"--"	"--"	"--"	"--"	"--"	"贵州"	"--"	"--"	"--"	"2.0"	"地方"	"--"	"--"	"10823"	"50.0"	"Phaseolus(菜豆属)"	"F0003779"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"肾形"	"白"	"--"	"8.10"	"--"	"有限"	"2800"	"--"	"--"	"直立"	"贵州市农科所"	"印江"	"--"	"--"	"8.0"	"--"	"--"	"--"	"14.0"	"黄"	"--"	"--"	"--"	"12.0"	"162.0"	"--"	"--"	"SI JI DOU"	"455"	"褐"	"--"	"--"	"115"
"341"	"--"	"Leguminosae(豆科)"	"--"	"01399"	"矮子豆"	"--"	"4.18"	"--"	"--"	"--"	"--"	"--"	"23.6"	"--"	"--"	"--"	"--"	"--"	"贵州"	"--"	"--"	"--"	"4.0"	"地方"	"--"	"--"	"10628"	"38.0"	"Phaseolus(菜豆属)"	"F0003780"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"椭圆"	"紫"	"--"	"7.10"	"--"	"有限"	"2634"	"--"	"I2K02458"	"直立"	"贵州市农科所"	"清镇"	"--"	"--"	"4.0"	"--"	"--"	"--"	"16.0"	"黄"	"--"	"--"	"--"	"12.0"	"43.0"	"--"	"--"	"AI ZI DOU"	"1247"	"褐"	"--"	"--"	"84"
"342"	"--"	"Leguminosae(豆科)"	"--"	"01400"	"四季豆"	"--"	"4.18"	"--"	"--"	"--"	"--"	"--"	"15.3"	"--"	"--"	"--"	"--"	"--"	"贵州"	"--"	"--"	"--"	"4.0"	"地方"	"--"	"--"	"10628"	"37.8"	"Phaseolus(菜豆属)"	"F0003781"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"椭圆"	"紫"	"--"	"7.20"	"--"	"无限"	"2634"	"--"	"I2K02459"	"蔓生"	"贵州市农科所"	"清镇"	"--"	"--"	"4.0"	"--"	"--"	"--"	"10.0"	"黄"	"--"	"--"	"--"	"12.0"	"150.0"	"--"	"--"	"SI JI DOU"	"1247"	"褐"	"--"	"--"	"94"
"343"	"--"	"Leguminosae(豆科)"	"--"	"01401"	"四季豆"	"--"	"4.28"	"--"	"--"	"--"	"--"	"--"	"15.1"	"--"	"--"	"--"	"--"	"--"	"贵州"	"--"	"--"	"--"	"7.0"	"地方"	"--"	"--"	"10545"	"31.4"	"Phaseolus(菜豆属)"	"F0003782"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"椭圆"	"紫"	"--"	"8.20"	"--"	"无限"	"2618"	"--"	"--"	"蔓生"	"贵州市农科所"	"普定"	"--"	"--"	"5.0"	"--"	"--"	"--"	"11.0"	"黄"	"--"	"--"	"--"	"12.0"	"180.0"	"--"	"--"	"SI JI DOU"	"1250"	"褐"	"--"	"--"	"115"
"344"	"--"	"Leguminosae(豆科)"	"--"	"01402"	"四季豆"	"--"	"4.28"	"--"	"--"	"--"	"--"	"--"	"11.4"	"--"	"--"	"--"	"--"	"--"	"贵州"	"--"	"--"	"--"	"4.0"	"地方"	"--"	"--"	"10545"	"29.2"	"Phaseolus(菜豆属)"	"F0003783"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"椭圆"	"紫"	"--"	"8.10"	"--"	"有限"	"2618"	"--"	"--"	"直立"	"贵州市农科所"	"普定"	"--"	"--"	"5.0"	"--"	"--"	"--"	"7.0"	"黄"	"--"	"--"	"--"	"10.0"	"50.0"	"--"	"--"	"SI JI DOU"	"1250"	"褐"	"--"	"--"	"105"
"345"	"--"	"Leguminosae(豆科)"	"--"	"01403"	"四季豆"	"--"	"4.22"	"--"	"--"	"--"	"--"	"--"	"20.3"	"--"	"--"	"--"	"--"	"--"	"贵州"	"--"	"--"	"--"	"2.0"	"地方"	"--"	"--"	"10616"	"32.7"	"Phaseolus(菜豆属)"	"F0003784"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"肾形"	"红"	"--"	"8.15"	"--"	"无限"	"2625"	"--"	"--"	"蔓生"	"贵州市农科所"	"平坝"	"--"	"--"	"8.0"	"--"	"--"	"--"	"9.0"	"黄"	"--"	"--"	"--"	"15.0"	"183.0"	"--"	"--"	"SI JI DOU"	"--"	"褐"	"--"	"--"	"114"
"346"	"--"	"Leguminosae(豆科)"	"--"	"01404"	"两季豆"	"--"	"4.22"	"--"	"--"	"--"	"--"	"--"	"20.8"	"--"	"--"	"--"	"--"	"--"	"贵州"	"--"	"--"	"--"	"6.0"	"地方"	"--"	"--"	"10538"	"42.8"	"Phaseolus(菜豆属)"	"F0003785"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"肾形"	"白"	"--"	"7.15"	"--"	"有限"	"2524"	"--"	"I2K02460"	"直立"	"贵州市农科所"	"贞丰"	"--"	"--"	"6.0"	"--"	"--"	"--"	"13.0"	"黄"	"--"	"--"	"--"	"11.0"	"36.0"	"--"	"--"	"LIANG JI DOU"	"1036"	"褐"	"--"	"--"	"85"
