"id"	"蛋氨酸"	"科名"	"保存编号"	"品种名称"	"谷氨酸"	"播种期"	"结荚习性"	"精氨酸"	"丙氨酸"	"单株产量"	"总和"	"天冬氨酸"	"异亮氨酸"	"省"	"色氨酸"	"脂肪"	"组氨酸"	"分枝数"	"全生育日数"	"样品类型"	"总淀粉"	"百粒重"	"苏氨酸"	"统一编号"	"苯丙氨酸"	"学名"	"粒形"	"胱氨酸"	"支链淀粉"	"花色"	"成熟期"	"蛋白质"	"属名"	"亮氨酸"	"库编号"	"生长习性"	"保存单位"	"原产地"	"甘氨酸"	"单荚粒数"	"缬氨酸"	"直链淀粉"	"单株荚数"	"粒色"	"酩氨酸"	"脯氨酸"	"赖氨酸"	"荚长"	"丝氨酸"	"译名"	"荚色"	"种子来源"	"株高"
"67"	"--"	"Leguminosae(豆科)"	"C072-1"	"LENTIL"	"--"	"3.10"	"无限"	"--"	"--"	"2.1"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"11.3"	"107"	"国外"	"--"	"3.2"	"--"	"A0000303"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"白"	"6.25"	"--"	"Lens(小扁豆属)"	"--"	"I2H00308"	"丛生"	"中国农科院品资所"	"--"	"--"	"1.4"	"--"	"--"	"74.3"	"黄"	"--"	"--"	"--"	"1.5"	"--"	"小扁豆"	"黄"	"ICARDA"	"53.0"
"68"	"--"	"Leguminosae(豆科)"	"C073"	"LENTIL"	"--"	"3.10"	"无限"	"--"	"--"	"1.6"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"9.5"	"107"	"国外"	"--"	"3.8"	"--"	"A0000304"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.25"	"--"	"Lens(小扁豆属)"	"--"	"I2H00100"	"丛生"	"中国农科院品资所"	"--"	"--"	"1.5"	"--"	"--"	"50.1"	"黄"	"--"	"--"	"--"	"1.8"	"--"	"小扁豆"	"黄"	"ICARDA"	"43.4"
"69"	"--"	"Leguminosae(豆科)"	"C075-1"	"LENTIL"	"--"	"3.10"	"无限"	"--"	"--"	"3.2"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"16.8"	"107"	"国外"	"--"	"3.2"	"--"	"A0000305"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"白"	"6.25"	"--"	"Lens(小扁豆属)"	"--"	"I2H00101"	"丛生"	"中国农科院品资所"	"--"	"--"	"1.7"	"--"	"--"	"92.2"	"黄"	"--"	"--"	"--"	"1.5"	"--"	"小扁豆"	"黄"	"ICARDA"	"50.4"
"70"	"--"	"Leguminosae(豆科)"	"C077-1"	"LENTIL"	"--"	"3.10"	"无限"	"--"	"--"	"2.6"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"11.1"	"107"	"国外"	"--"	"3.1"	"--"	"A0000306"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"白"	"6.25"	"--"	"Lens(小扁豆属)"	"--"	"I2H00102"	"丛生"	"中国农科院品资所"	"--"	"--"	"1.7"	"--"	"--"	"83.8"	"黄"	"--"	"--"	"--"	"1.4"	"--"	"小扁豆"	"黄"	"ICARDA"	"45.8"
"71"	"--"	"Leguminosae(豆科)"	"C078-1"	"LENTIL"	"--"	"3.10"	"无限"	"--"	"--"	"2.7"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"15.7"	"107"	"国外"	"--"	"2.6"	"--"	"A0000307"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"白"	"6.25"	"--"	"Lens(小扁豆属)"	"--"	"I2H00103"	"丛生"	"中国农科院品资所"	"--"	"--"	"2.0"	"--"	"--"	"75.1"	"黄"	"--"	"--"	"--"	"1.4"	"--"	"小扁豆"	"黄"	"ICARDA"	"43.9"
"72"	"--"	"Leguminosae(豆科)"	"C080-1"	"LENTIL"	"--"	"3.10"	"无限"	"--"	"--"	"2.7"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"12.3"	"107"	"国外"	"--"	"3.4"	"--"	"A0000308"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"白"	"6.25"	"--"	"Lens(小扁豆属)"	"--"	"I2H00104"	"丛生"	"中国农科院品资所"	"--"	"--"	"2.0"	"--"	"--"	"93.3"	"黄"	"--"	"--"	"--"	"1.2"	"--"	"小扁豆"	"黄"	"ICARDA"	"41.1"
"73"	"--"	"Leguminosae(豆科)"	"C086"	"LENTIL"	"--"	"3.10"	"无限"	"--"	"--"	"2.9"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"11.5"	"104"	"国外"	"--"	"3.5"	"--"	"A0000309"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"白"	"6.22"	"--"	"Lens(小扁豆属)"	"--"	"I2H00105"	"丛生"	"中国农科院品种所"	"--"	"--"	"1.3"	"--"	"--"	"88.8"	"黄"	"--"	"--"	"--"	"1.3"	"--"	"小扁豆"	"黄"	"ICARDA"	"37.5"
"74"	"--"	"Leguminosae(豆科)"	"C087"	"LENTIL"	"--"	"3.10"	"无限"	"--"	"--"	"2.4"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"10.1"	"104"	"国外"	"--"	"3.0"	"--"	"A0000310"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"白"	"6.22"	"--"	"Lens(小扁豆属)"	"--"	"I2H00106"	"丛生"	"中国农科院品资所"	"--"	"--"	"1.3"	"--"	"--"	"78.5"	"黄"	"--"	"--"	"--"	"1.1"	"--"	"小扁豆"	"黄"	"ICARDA"	"41.9"
"75"	"--"	"Leguminosae(豆科)"	"C090"	"LENTIL"	"--"	"3.10"	"无限"	"--"	"--"	"2.1"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"18.2"	"115"	"国外"	"--"	"4.4"	"--"	"A0000311"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"白"	"7.03"	"--"	"Lens(小扁豆属)"	"--"	"I2H00107"	"丛生"	"中国农科院品资所"	"--"	"--"	"1.4"	"--"	"--"	"44.4"	"黄"	"--"	"--"	"--"	"1.5"	"--"	"小扁豆"	"黄"	"ICARDA"	"47.3"
"76"	"--"	"Leguminosae(豆科)"	"C092"	"--"	"--"	"3.10"	"无限"	"--"	"--"	"3.4"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"16.3"	"115"	"国外"	"--"	"4.3"	"--"	"A0000312"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"白"	"7.03"	"--"	"Lens(小扁豆属)"	"--"	"I2H00108"	"丛生"	"中国农科院品资所"	"--"	"--"	"1.5"	"--"	"--"	"72.9"	"黄"	"--"	"--"	"--"	"1.4"	"--"	"小扁豆"	"黄"	"ICARDA"	"49.3"
"77"	"--"	"Leguminosae(豆科)"	"C093"	"--"	"--"	"3.10"	"无限"	"--"	"--"	"1.6"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"11.4"	"115"	"国外"	"--"	"3.7"	"--"	"A0000313"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"白"	"7.03"	"--"	"Lens(小扁豆属)"	"--"	"I2H00309"	"丛生"	"中国农科院品资所"	"--"	"--"	"1.6"	"--"	"--"	"47.5"	"黄"	"--"	"--"	"--"	"1.5"	"--"	"小扁豆"	"黄"	"ICARDA"	"35.4"
"78"	"--"	"Leguminosae(豆科)"	"C110"	"--"	"--"	"3.10"	"无限"	"--"	"--"	"1.8"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"21.3"	"111"	"国外"	"--"	"1.7"	"--"	"A0000314"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅红"	"6.29"	"--"	"Lens(小扁豆属)"	"--"	"I2H00310"	"丛生"	"中国农科院品资所"	"伊朗"	"--"	"1.8"	"--"	"--"	"95.5"	"黄"	"--"	"--"	"--"	"1.0"	"--"	"小扁豆"	"黄"	"伊朗"	"43.9"
"79"	"--"	"Leguminosae(豆科)"	"C113"	"--"	"--"	"3.10"	"无限"	"--"	"--"	"2.2"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"17.0"	"107"	"国外"	"--"	"3.0"	"--"	"A0000315"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"白"	"6.25"	"--"	"Lens(小扁豆属)"	"--"	"I2H00311"	"丛生"	"中国农科院品资所"	"土耳其"	"--"	"1.7"	"--"	"--"	"67.8"	"黄"	"--"	"--"	"--"	"1.6"	"--"	"小扁豆"	"黄"	"土耳其"	"49.6"
"80"	"--"	"Leguminosae(豆科)"	"C114"	"--"	"--"	"3.10"	"无限"	"--"	"--"	"1.0"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"16.1"	"107"	"国外"	"--"	"3.2"	"--"	"A0000316"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"白"	"6.25"	"--"	"Lens(小扁豆属)"	"--"	"I2H00312"	"丛生"	"中国农科院品资所"	"土耳其"	"--"	"1.6"	"--"	"--"	"34.2"	"黄"	"--"	"--"	"--"	"1.6"	"--"	"小扁豆"	"黄"	"土耳其"	"61.9"
"81"	"--"	"Leguminosae(豆科)"	"C115"	"--"	"--"	"3.10"	"无限"	"--"	"--"	"1.3"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"16.8"	"107"	"国外"	"--"	"2.2"	"--"	"A0000317"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"白"	"6.25"	"--"	"Lens(小扁豆属)"	"--"	"I2H00313"	"丛生"	"中国农科院品资所"	"土耳其"	"--"	"1.8"	"--"	"--"	"56.3"	"黄"	"--"	"--"	"--"	"1.5"	"--"	"小扁豆"	"黄"	"土耳其"	"61.1"
"82"	"--"	"Leguminosae(豆科)"	"C104"	"--"	"--"	"3.10"	"无限"	"--"	"--"	"1.6"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"16.8"	"104"	"国外"	"--"	"3.2"	"--"	"A0000318"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"白"	"6.22"	"--"	"Lens(小扁豆属)"	"--"	"I2H00314"	"丛生"	"中国农科院品资所"	"智利"	"--"	"1.4"	"--"	"--"	"97.5"	"黄"	"--"	"--"	"--"	"1.3"	"--"	"小扁豆"	"黄"	"智利"	"36.3"
"83"	"--"	"Leguminosae(豆科)"	"C118"	"--"	"--"	"3.10"	"无限"	"--"	"--"	"1.2"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"18.7"	"107"	"国外"	"--"	"2.0"	"--"	"A0000319"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"白"	"6.25"	"--"	"Lens(小扁豆属)"	"--"	"I2H00408"	"丛生"	"中国农科院品资所"	"美国"	"--"	"1.6"	"--"	"--"	"59.7"	"黄"	"--"	"--"	"--"	"1.5"	"--"	"小扁豆"	"黄"	"美国"	"49.7"
"84"	"--"	"Leguminosae(豆科)"	"C101"	"--"	"--"	"3.10"	"无限"	"--"	"--"	"2.0"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"18.8"	"115"	"国外"	"--"	"2.8"	"--"	"A0000320"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"白"	"7.03"	"--"	"Lens(小扁豆属)"	"--"	"I2H00315"	"丛生"	"中国农科院品资所"	"匈牙利"	"--"	"1.5"	"--"	"--"	"66.8"	"黄"	"--"	"--"	"--"	"1.4"	"--"	"小扁豆"	"黄"	"匈牙利"	"53.0"
"85"	"--"	"Leguminosae(豆科)"	"C061"	"LENKA"	"--"	"3.10"	"无限"	"--"	"--"	"0.6"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"18.4"	"111"	"国外"	"--"	"2.5"	"--"	"A0000321"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"白"	"6.29"	"--"	"Lens(小扁豆属)"	"--"	"I2H00409"	"丛生"	"中国农科院品资所"	"捷克"	"--"	"1.4"	"--"	"--"	"41.3"	"黄"	"--"	"--"	"--"	"1.7"	"--"	"林卡"	"黄"	"捷克"	"49.9"
"86"	"--"	"Leguminosae(豆科)"	"C100"	"--"	"--"	"3.10"	"无限"	"--"	"--"	"2.2"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"12.8"	"111"	"国外"	"--"	"3.6"	"--"	"A0000322"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"白"	"6.29"	"--"	"Lens(小扁豆属)"	"--"	"I2H00341"	"丛生"	"中国农科院品资所"	"澳大利亚"	"--"	"1.7"	"--"	"--"	"66.8"	"黄"	"--"	"--"	"--"	"1.9"	"--"	"小扁豆"	"黄"	"澳大利亚"	"56.1"
"87"	"--"	"Leguminosae(豆科)"	"C177"	"ILL3493"	"--"	"3.10"	"无限"	"--"	"--"	"3.1"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"14.3"	"101"	"国外"	"--"	"2.1"	"--"	"A0000323"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.19"	"--"	"Lens(小扁豆属)"	"--"	"I2H00410"	"丛生"	"中国农科院品资所"	"--"	"--"	"1.8"	"--"	"--"	"90.3"	"褐"	"--"	"--"	"--"	"1.2"	"--"	"ILL3493"	"黄"	"ICARDA"	"36.0"
"88"	"--"	"Leguminosae(豆科)"	"C178"	"ILL3794"	"--"	"3.10"	"无限"	"--"	"--"	"1.6"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"11.2"	"101"	"国外"	"--"	"2.2"	"--"	"A0000324"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.19"	"--"	"Lens(小扁豆属)"	"--"	"I2H00109"	"丛生"	"中国农科院品资所"	"--"	"--"	"1.9"	"--"	"--"	"54.6"	"褐"	"--"	"--"	"--"	"1.1"	"--"	"ILL3794"	"黄"	"ICARDA"	"25.5"
"89"	"--"	"Leguminosae(豆科)"	"C179"	"ILL3797"	"--"	"3.10"	"无限"	"--"	"--"	"1.7"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"8.8"	"101"	"国外"	"--"	"1.9"	"--"	"A0000325"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.19"	"--"	"Lens(小扁豆属)"	"--"	"I2H00110"	"丛生"	"中国农科院品资所"	"--"	"--"	"2.0"	"--"	"--"	"49.4"	"褐"	"--"	"--"	"--"	"1.0"	"--"	"ILL3797"	"黄"	"ICARDA"	"28.0"
"90"	"--"	"Leguminosae(豆科)"	"C180"	"ILL3836"	"--"	"3.10"	"无限"	"--"	"--"	"2.0"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"10.3"	"101"	"国外"	"--"	"2.0"	"--"	"A0000326"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.19"	"--"	"Lens(小扁豆属)"	"--"	"I2H00316"	"丛生"	"中国农科院品资所"	"--"	"--"	"1.8"	"--"	"--"	"60.9"	"褐"	"--"	"--"	"--"	"1.1"	"--"	"ILL3836"	"黄"	"ICARDA"	"37.0"
"91"	"--"	"Leguminosae(豆科)"	"C181"	"ILL3881"	"--"	"3.10"	"无限"	"--"	"--"	"1.3"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"9.6"	"102"	"国外"	"--"	"2.0"	"--"	"A0000327"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.20"	"--"	"Lens(小扁豆属)"	"--"	"I2H00317"	"丛生"	"中国农科院品资所"	"--"	"--"	"1.9"	"--"	"--"	"61.8"	"褐"	"--"	"--"	"--"	"1.1"	"--"	"ILL3881"	"黄"	"ICARDA"	"29.9"
"92"	"--"	"Leguminosae(豆科)"	"C193"	"947"	"--"	"3.10"	"无限"	"--"	"--"	"1.4"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"9.8"	"102"	"国外"	"--"	"2.3"	"--"	"A0000328"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.20"	"--"	"Lens(小扁豆属)"	"--"	"I2H00111"	"丛生"	"中国农科院品资所"	"巴基斯坦"	"--"	"1.9"	"--"	"--"	"53.2"	"褐"	"--"	"--"	"--"	"1.2"	"--"	"947"	"黄"	"--"	"34.7"
"93"	"--"	"Leguminosae(豆科)"	"C194"	"LENTIL-18-12"	"--"	"3.10"	"无限"	"--"	"--"	"1.0"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"6.5"	"102"	"国外"	"--"	"1.8"	"--"	"A0000329"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.20"	"--"	"Lens(小扁豆属)"	"--"	"I2H00112"	"丛生"	"中国农科院品资所"	"巴基斯坦"	"--"	"2.0"	"--"	"--"	"36.0"	"褐"	"--"	"--"	"--"	"0.9"	"--"	"LENTIL-18-12"	"黄"	"--"	"37.8"
"94"	"--"	"Leguminosae(豆科)"	"C195-2"	"LENTIL-9-6"	"--"	"3.10"	"无限"	"--"	"--"	"1.4"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"7.3"	"102"	"国外"	"--"	"2.1"	"--"	"A0000330"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.20"	"--"	"Lens(小扁豆属)"	"--"	"I2H00113"	"丛生"	"中国农科院品资所"	"巴基斯坦"	"--"	"1.9"	"--"	"--"	"42.0"	"褐"	"--"	"--"	"--"	"0.9"	"--"	"LENTIL-9-6"	"黄"	"--"	"36.8"
"95"	"--"	"Leguminosae(豆科)"	"C196"	"LENTIL-18-10"	"--"	"3.10"	"无限"	"--"	"--"	"1.0"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"10.7"	"102"	"国外"	"--"	"1.8"	"--"	"A0000331"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.20"	"--"	"Lens(小扁豆属)"	"--"	"I2H00318"	"丛生"	"中国农科院品资所"	"巴基斯坦"	"--"	"1.8"	"--"	"--"	"41.7"	"褐"	"--"	"--"	"--"	"1.0"	"--"	"LENTIL-18-10"	"黄"	"--"	"34.0"
"96"	"--"	"Leguminosae(豆科)"	"C157-1"	"ILL2297"	"--"	"3.10"	"无限"	"--"	"--"	"2.2"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"16.0"	"101"	"国外"	"--"	"1.6"	"--"	"A0000332"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.19"	"--"	"Lens(小扁豆属)"	"--"	"I2H00591"	"丛生"	"中国农科院品资所"	"--"	"--"	"1.9"	"--"	"--"	"92.4"	"褐"	"--"	"--"	"--"	"1.1"	"--"	"ILL2297"	"黄"	"ICARDA"	"34.0"
"97"	"--"	"Leguminosae(豆科)"	"C158"	"ILL2298"	"--"	"3.10"	"无限"	"--"	"--"	"1.3"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"24.6"	"102"	"国外"	"--"	"1.4"	"--"	"A0000333"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"白"	"6.20"	"--"	"Lens(小扁豆属)"	"--"	"I2H00319"	"丛生"	"中国农科院品资所"	"--"	"--"	"1.8"	"--"	"--"	"70.2"	"褐"	"--"	"--"	"--"	"1.3"	"--"	"ILL2298"	"黄"	"ICARDA"	"34.1"
"98"	"--"	"Leguminosae(豆科)"	"C160"	"ILL2525"	"--"	"3.10"	"无限"	"--"	"--"	"2.6"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"15.8"	"102"	"国外"	"--"	"1.8"	"--"	"A0000334"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"6.20"	"--"	"Lens(小扁豆属)"	"--"	"I2H00320"	"丛生"	"中国农科院品资所"	"--"	"--"	"1.8"	"--"	"--"	"90.0"	"褐"	"--"	"--"	"--"	"1.3"	"--"	"ILL2525"	"黄"	"ICARDA"	"38.2"
"99"	"--"	"Leguminosae(豆科)"	"C161"	"ILL2532"	"--"	"3.10"	"无限"	"--"	"--"	"1.7"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"18.7"	"104"	"国外"	"--"	"2.3"	"--"	"A0000335"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"白"	"6.22"	"--"	"Lens(小扁豆属)"	"--"	"I2H00321"	"丛生"	"中国农科院品资所"	"--"	"--"	"1.9"	"--"	"--"	"71.6"	"褐"	"--"	"--"	"--"	"1.4"	"--"	"ILL2532"	"黄"	"ICARDA"	"31.7"
"100"	"--"	"Leguminosae(豆科)"	"C162"	"ILL2581"	"--"	"3.10"	"无限"	"--"	"--"	"2.4"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"13.1"	"101"	"国外"	"--"	"2.1"	"--"	"A0000336"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.19"	"--"	"Lens(小扁豆属)"	"--"	"I2H00114"	"丛生"	"中国农科院品资所"	"--"	"--"	"1.9"	"--"	"--"	"69.4"	"褐"	"--"	"--"	"--"	"1.1"	"--"	"ILL2581"	"黄"	"ICARDA"	"33.2"
"101"	"--"	"Leguminosae(豆科)"	"C164"	"ILL2590"	"--"	"3.10"	"无限"	"--"	"--"	"2.2"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"17.3"	"101"	"国外"	"--"	"2.6"	"--"	"A0000337"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"白"	"6.19"	"--"	"Lens(小扁豆属)"	"--"	"I2H00322"	"丛生"	"中国农科院品资所"	"--"	"--"	"1.8"	"--"	"--"	"73.5"	"褐"	"--"	"--"	"--"	"1.4"	"--"	"ILL2590"	"黄"	"ICARDA"	"35.3"
"102"	"--"	"Leguminosae(豆科)"	"C165"	"ILL2591"	"--"	"3.10"	"无限"	"--"	"--"	"3.4"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"20.4"	"101"	"国外"	"--"	"2.3"	"--"	"A0000338"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"白"	"6.19"	"--"	"Lens(小扁豆属)"	"--"	"I2H00323"	"丛生"	"中国农科院品资所"	"--"	"--"	"1.9"	"--"	"--"	"85.0"	"褐"	"--"	"--"	"--"	"1.3"	"--"	"ILL2591"	"黄"	"ICARDA"	"29.7"
"103"	"--"	"Leguminosae(豆科)"	"C166"	"ILL2961"	"--"	"3.10"	"无限"	"--"	"--"	"2.6"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"15.1"	"101"	"国外"	"--"	"1.9"	"--"	"A0000339"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.19"	"--"	"Lens(小扁豆属)"	"--"	"I2H00115"	"丛生"	"中国农科院品资所"	"--"	"--"	"1.8"	"--"	"--"	"81.9"	"褐"	"--"	"--"	"--"	"1.1"	"--"	"ILL2961"	"黄"	"ICARDA"	"28.2"
"104"	"--"	"Leguminosae(豆科)"	"C167-1"	"ILL2964"	"--"	"3.10"	"无限"	"--"	"--"	"2.4"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"10.8"	"101"	"国外"	"--"	"2.3"	"--"	"A0000340"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.19"	"--"	"Lens(小扁豆属)"	"--"	"I2H00116"	"丛生"	"中国农科院品资所"	"--"	"--"	"1.9"	"--"	"--"	"58.9"	"褐"	"--"	"--"	"--"	"1.5"	"--"	"ILL2964"	"黄"	"ICARDA"	"30.6"
