"id"	"异亮氨酸"	"单位编号"	"样品类型"	"棱翅"	"花色"	"蛋氨酸"	"维生素PP"	"主茎节数"	"酪氨酸"	"硒"	"苯丙氨酸"	"籽粒形状"	"脂肪"	"译名"	"磷"	"色氨酸"	"千粒重"	"苏氨酸"	"属名"	"种子来源地"	"丝氨酸"	"赖氨酸"	"甘氨酸"	"谷壳率"	"天冬氨酸"	"生育日数"	"茎色"	"谷氨酸"	"省"	"类型"	"精氨酸"	"库编号"	"品种名称"	"倒伏性"	"主茎分枝数"	"株型"	"丙氨酸"	"学名"	"叶色"	"维生素E"	"腹沟"	"铁"	"脯氨酸"	"籽粒颜色"	"株高"	"组氨酸"	"保存单位"	"缬氨酸"	"锌"	"统一编号"	"铜"	"蛋白质"	"落粒性"	"胱氨酸"	"亮氨酸"	"钙"	"总和"	"单株粒重"	"锰"	"科名"
"39"	"0.44"	"1003"	"地方"	"无"	"粉"	"0.14"	"2.28"	"14.0"	"0.32"	"0.022"	"0.56"	"长形"	"--"	"WU ZHOU QIAO MAI"	"4435"	"0.10"	"26.7"	"0.47"	"Fagopyrum(荞麦属)"	"武川县"	"0.62"	"0.74"	"0.72"	"18.00"	"1.25"	"68"	"绿"	"2.55"	"内蒙古"	"甜荞"	"1.28"	"I1M00357"	"武州荞麦"	"抗"	"5.0"	"--"	"0.54"	"Fagopyrum esculentum Moench(甜荞)"	"绿"	"0.52"	"--"	"718.10"	"0.58"	"灰黑"	"99.1"	"0.28"	"内蒙古农科院"	"0.60"	"19.13"	"00000115"	"34.060"	"--"	"中"	"0.15"	"0.86"	"456.0"	"12.20"	"3.90"	"25.320"	"Polygonum(蓼科)"
"40"	"0.52"	"1005"	"地方"	"无"	"粉"	"0.19"	"3.21"	"15.0"	"0.34"	"0.020"	"0.61"	"长形"	"--"	"WU CHUAN QIAO MAI"	"5208"	"0.13"	"29.7"	"0.46"	"Fagopyrum(荞麦属)"	"武川县"	"0.59"	"0.72"	"0.71"	"19.00"	"1.18"	"71"	"绿"	"2.38"	"内蒙古"	"甜荞"	"1.26"	"I1M00358"	"武川荞麦"	"抗"	"5.0"	"--"	"0.54"	"Fagopyrum esculentum Moench(甜荞)"	"绿"	"2.15"	"--"	"132.50"	"0.47"	"灰"	"103.1"	"0.29"	"内蒙古农科院"	"0.66"	"34.10"	"00000116"	"9.000"	"--"	"中"	"0.22"	"0.83"	"3458.0"	"12.10"	"3.70"	"11.460"	"Polygonum(蓼科)"
"41"	"0.30"	"1135"	"地方"	"无"	"粉"	"0.11"	"3.00"	"12.0"	"0.21"	"0.006"	"0.40"	"长形"	"--"	"TAI PU SI QIAO MAI"	"3021"	"0.17"	"28.5"	"0.31"	"Fagopyrum(荞麦属)"	"太仆寺"	"0.41"	"0.48"	"0.47"	"23.40"	"0.75"	"71"	"绿"	"1.45"	"内蒙古"	"甜荞"	"0.68"	"I1M00825"	"太仆寺荞麦"	"中"	"4.0"	"--"	"0.33"	"Fagopyrum esculentum Moench(甜荞)"	"绿"	"0.46"	"--"	"150.80"	"0.30"	"灰"	"91.1"	"0.17"	"内蒙古农科院"	"0.39"	"16.65"	"00000212"	"14.110"	"--"	"中"	"0.11"	"0.56"	"341.2"	"7.60"	"3.20"	"24.570"	"Polygonum(蓼科)"
"42"	"0.38"	"1140"	"地方"	"无"	"粉"	"0.16"	"7.08"	"15.0"	"0.29"	"0.015"	"0.49"	"长形"	"--"	"WAN QIAO MAI"	"2393"	"0.16"	"29.1"	"0.40"	"Fagopyrum(荞麦属)"	"达茂旗"	"0.51"	"0.59"	"0.57"	"19.20"	"0.99"	"74"	"绿"	"1.98"	"内蒙古"	"甜荞"	"0.99"	"I1M01194"	"晚荞麦"	"中"	"4.0"	"--"	"0.44"	"Fagopyrum esculentum Moench(甜荞)"	"绿"	"0.86"	"--"	"58.40"	"0.38"	"灰"	"103.0"	"0.23"	"内蒙古农科院"	"0.50"	"18.89"	"00000213"	"8.780"	"--"	"中"	"0.17"	"0.69"	"328.8"	"9.92"	"5.00"	"19.870"	"Polygonum(蓼科)"
"43"	"0.59"	"1141"	"地方"	"无"	"粉"	"0.12"	"3.76"	"14.0"	"0.37"	"0.046"	"0.55"	"长形"	"--"	"XIAO LENG QIAO MAI"	"4213"	"0.14"	"29.0"	"0.40"	"Fagopyrum(荞麦属)"	"达茂旗"	"0.54"	"0.61"	"0.58"	"18.20"	"1.03"	"74"	"绿"	"2.05"	"内蒙古"	"甜荞"	"1.05"	"I1M00826"	"小棱荞麦"	"中"	"4.0"	"--"	"0.48"	"Fagopyrum esculentum Moench(甜荞)"	"绿"	"0.43"	"--"	"74.40"	"0.35"	"黑"	"100.3"	"0.25"	"内蒙古农科院"	"0.55"	"21.61"	"00000214"	"6.830"	"--"	"中"	"0.08"	"0.76"	"230.5"	"10.50"	"4.40"	"13.880"	"Polygonum(蓼科)"
"44"	"0.52"	"1142"	"地方"	"无"	"粉"	"0.10"	"2.54"	"14.0"	"0.36"	"0.040"	"0.50"	"长形"	"--"	"DA QIAO MAI"	"3377"	"0.11"	"25.2"	"0.37"	"Fagopyrum(荞麦属)"	"达茂旗"	"0.50"	"0.56"	"0.54"	"19.80"	"0.92"	"75"	"绿"	"1.89"	"内蒙古"	"甜荞"	"0.96"	"I1M00789"	"大荞麦"	"中"	"14.0"	"--"	"0.44"	"Fagopyrum esculentum Moench(甜荞)"	"绿"	"0.74"	"--"	"71.10"	"0.47"	"灰"	"102.9"	"0.22"	"内蒙古农科院"	"0.50"	"19.05"	"00000215"	"5.850"	"--"	"中"	"0.11"	"0.69"	"251.2"	"9.76"	"5.20"	"19.490"	"Polygonum(蓼科)"
"45"	"0.47"	"1143"	"地方"	"无"	"粉"	"0.15"	"2.82"	"15.0"	"0.28"	"0.045"	"0.47"	"长形"	"--"	"XIAO QIAO MAI"	"3726"	"0.11"	"30.3"	"0.35"	"Fagopyrum(荞麦属)"	"达茂旗"	"0.46"	"0.52"	"0.52"	"18.40"	"0.90"	"74"	"绿"	"1.79"	"内蒙古"	"甜荞"	"0.88"	"I1M00790"	"小荞麦"	"中"	"4.0"	"--"	"0.40"	"Fagopyrum esculentum Moench(甜荞)"	"绿"	"0.73"	"--"	"135.50"	"0.33"	"灰"	"106.4"	"0.21"	"内蒙古农科院"	"0.47"	"21.04"	"00000216"	"5.650"	"--"	"中"	"0.14"	"0.65"	"267.5"	"9.10"	"6.20"	"15.180"	"Polygonum(蓼科)"
"46"	"0.42"	"1144"	"地方"	"无"	"粉"	"0.15"	"2.59"	"14.0"	"0.28"	"0.036"	"0.43"	"长形"	"--"	"XIAO QIAO MAI"	"3599"	"0.11"	"27.1"	"0.32"	"Fagopyrum(荞麦属)"	"达茂旗"	"0.40"	"0.49"	"0.48"	"19.20"	"0.79"	"74"	"绿"	"1.60"	"内蒙古"	"甜荞"	"0.80"	"I1M00791"	"小荞麦"	"抗"	"5.0"	"--"	"0.37"	"Fagopyrum esculentum Moench(甜荞)"	"绿"	"0.73"	"--"	"88.60"	"0.31"	"灰"	"100.2"	"0.19"	"内蒙古农科院"	"0.42"	"17.93"	"00000217"	"4.730"	"--"	"中"	"0.13"	"0.60"	"311.9"	"8.29"	"3.50"	"16.890"	"Polygonum(蓼科)"
"47"	"0.55"	"1146"	"地方"	"无"	"粉"	"0.22"	"4.84"	"14.0"	"0.41"	"0.021"	"0.74"	"长形"	"--"	"DA LENG QIAO MAI"	"4251"	"0.15"	"30.5"	"0.56"	"Fagopyrum(荞麦属)"	"达茂旗"	"0.76"	"0.83"	"0.86"	"19.20"	"1.43"	"76"	"绿"	"2.99"	"内蒙古"	"甜荞"	"1.58"	"I1M00418"	"大棱荞麦"	"中"	"5.0"	"--"	"0.62"	"Fagopyrum esculentum Moench(甜荞)"	"绿"	"1.97"	"--"	"151.80"	"0.55"	"灰"	"103.6"	"0.35"	"内蒙古农科院"	"0.70"	"34.79"	"00000218"	"9.900"	"--"	"中"	"0.33"	"0.96"	"298.1"	"14.59"	"4.20"	"13.280"	"Polygonum(蓼科)"
"48"	"0.42"	"1147"	"地方"	"无"	"粉"	"0.13"	"2.45"	"14.0"	"0.27"	"0.038"	"0.42"	"长形"	"--"	"DA LENG QIAO MAI"	"2967"	"0.08"	"29.9"	"0.30"	"Fagopyrum(荞麦属)"	"达茂旗"	"0.38"	"0.47"	"0.48"	"18.20"	"0.75"	"74"	"绿"	"1.50"	"内蒙古"	"甜荞"	"0.74"	"I1M00792"	"大棱荞麦"	"中"	"4.0"	"--"	"0.37"	"Fagopyrum esculentum Moench(甜荞)"	"绿"	"0.78"	"--"	"65.50"	"0.30"	"灰"	"88.6"	"0.19"	"内蒙古农科院"	"0.42"	"16.58"	"00000219"	"5.510"	"--"	"中"	"0.11"	"0.58"	"375.9"	"7.91"	"4.00"	"17.960"	"Polygonum(蓼科)"
"49"	"0.49"	"1149"	"地方"	"无"	"粉"	"0.16"	"1.97"	"13.0"	"0.30"	"0.035"	"0.50"	"长形"	"--"	"TU ZUO QIAO MAI"	"3377"	"0.11"	"31.3"	"0.35"	"Fagopyrum(荞麦属)"	"土左旗"	"0.44"	"0.54"	"0.54"	"23.20"	"0.87"	"71"	"绿"	"1.81"	"内蒙古"	"甜荞"	"0.92"	"I1M00793"	"土左荞麦"	"中"	"4.0"	"--"	"0.41"	"Fagopyrum esculentum Moench(甜荞)"	"绿"	"0.82"	"--"	"86.30"	"0.35"	"灰"	"101.3"	"0.22"	"内蒙古农科院"	"0.49"	"20.17"	"00000220"	"6.760"	"--"	"中"	"0.15"	"0.69"	"406.9"	"9.34"	"3.60"	"24.550"	"Polygonum(蓼科)"
"50"	"0.51"	"1150"	"地方"	"无"	"粉"	"0.14"	"2.07"	"14.0"	"0.30"	"0.038"	"0.51"	"长形"	"--"	"TU ZUO QIAO MAI"	"3491"	"0.11"	"30.8"	"0.36"	"Fagopyrum(荞麦属)"	"土左旗"	"0.47"	"0.56"	"0.56"	"22.20"	"0.92"	"73"	"绿"	"1.89"	"内蒙古"	"甜荞"	"0.95"	"I1M00794"	"土左荞麦"	"抗"	"4.0"	"--"	"0.43"	"Fagopyrum esculentum Moench(甜荞)"	"绿"	"0.82"	"--"	"98.20"	"0.36"	"灰"	"105.3"	"0.23"	"内蒙古农科院"	"0.51"	"19.67"	"00000221"	"6.300"	"--"	"中"	"0.12"	"0.71"	"259.8"	"9.64"	"2.40"	"16.520"	"Polygonum(蓼科)"
"51"	"0.45"	"1151"	"地方"	"无"	"粉"	"0.11"	"2.63"	"15.0"	"0.25"	"0.031"	"0.48"	"长形"	"--"	"TU ZUO QIAO MAI"	"3205"	"0.11"	"31.5"	"0.34"	"Fagopyrum(荞麦属)"	"土左旗"	"0.44"	"0.53"	"0.52"	"20.20"	"0.86"	"73"	"绿"	"1.76"	"内蒙古"	"甜荞"	"0.85"	"I1M01271"	"土左荞麦"	"抗"	"4.0"	"--"	"0.42"	"Fagopyrum esculentum Moench(甜荞)"	"绿"	"0.68"	"--"	"110.70"	"0.34"	"灰"	"108.3"	"0.22"	"内蒙古农科院"	"0.44"	"17.44"	"00000222"	"6.610"	"--"	"中"	"0.09"	"0.64"	"254.8"	"8.85"	"4.00"	"18.300"	"Polygonum(蓼科)"
"52"	"0.49"	"1152"	"地方"	"无"	"粉"	"0.12"	"2.26"	"14.0"	"0.30"	"0.031"	"0.50"	"长形"	"--"	"TUO XIAN QIAO MAI"	"3335"	"0.11"	"30.0"	"0.36"	"Fagopyrum(荞麦属)"	"托县"	"0.46"	"0.54"	"0.53"	"21.60"	"0.89"	"71"	"绿"	"1.81"	"内蒙古"	"甜荞"	"0.94"	"I1M00795"	"托县荞麦"	"抗"	"4.0"	"--"	"0.41"	"Fagopyrum esculentum Moench(甜荞)"	"绿"	"0.60"	"--"	"73.30"	"0.32"	"灰"	"101.0"	"0.22"	"内蒙古农科院"	"0.49"	"18.09"	"00000223"	"5.430"	"--"	"中"	"0.12"	"0.68"	"304.5"	"9.29"	"3.80"	"19.720"	"Polygonum(蓼科)"
"53"	"0.49"	"1153"	"地方"	"无"	"粉"	"0.15"	"2.35"	"16.0"	"0.31"	"0.052"	"0.49"	"长形"	"--"	"HU SHI QIAO MAI"	"2967"	"0.11"	"30.7"	"0.37"	"Fagopyrum(荞麦属)"	"呼市郊"	"0.46"	"0.54"	"0.53"	"23.20"	"0.92"	"74"	"绿"	"1.83"	"内蒙古"	"甜荞"	"0.90"	"I1M00796"	"呼市荞麦"	"抗"	"5.0"	"--"	"0.41"	"Fagopyrum esculentum Moench(甜荞)"	"绿"	"0.47"	"--"	"232.80"	"0.35"	"灰"	"113.0"	"0.21"	"内蒙古农科院"	"0.48"	"17.90"	"00000224"	"7.580"	"--"	"中"	"0.14"	"0.68"	"437.7"	"9.37"	"3.40"	"16.440"	"Polygonum(蓼科)"
"54"	"0.37"	"1155"	"地方"	"无"	"粉"	"0.16"	"2.07"	"18.0"	"0.27"	"0.038"	"0.47"	"长形"	"--"	"DA LENG QIAO MAI"	"2510"	"0.11"	"25.7"	"0.37"	"Fagopyrum(荞麦属)"	"宁城县"	"0.47"	"0.56"	"0.55"	"20.00"	"0.92"	"84"	"绿"	"1.82"	"内蒙古"	"甜荞"	"0.92"	"I1M00797"	"大棱荞麦"	"抗"	"7.0"	"--"	"0.40"	"Fagopyrum esculentum Moench(甜荞)"	"深绿"	"0.61"	"--"	"50.40"	"0.36"	"灰"	"135.5"	"0.23"	"内蒙古农科院"	"0.47"	"15.98"	"00000225"	"6.140"	"--"	"中"	"0.15"	"0.63"	"295.4"	"9.23"	"2.20"	"16.980"	"Polygonum(蓼科)"
"55"	"0.42"	"1156"	"地方"	"无"	"粉"	"0.17"	"2.12"	"19.0"	"0.31"	"0.033"	"0.53"	"长形"	"--"	"XIAO LENG QIAO MAI"	"2619"	"0.10"	"24.9"	"0.43"	"Fagopyrum(荞麦属)"	"宁城县"	"0.54"	"0.66"	"0.65"	"21.60"	"1.08"	"85"	"绿"	"2.14"	"内蒙古"	"甜荞"	"1.07"	"I1M00798"	"小棱荞麦"	"中"	"7.0"	"--"	"0.47"	"Fagopyrum esculentum Moench(甜荞)"	"深绿"	"0.54"	"--"	"74.60"	"0.40"	"灰"	"137.2"	"0.26"	"内蒙古农科院"	"0.55"	"16.37"	"00000226"	"5.750"	"--"	"中"	"0.15"	"0.72"	"307.4"	"10.65"	"5.30"	"19.280"	"Polygonum(蓼科)"
"56"	"0.43"	"1157"	"地方"	"无"	"粉"	"0.19"	"4.10"	"18.0"	"0.35"	"0.016"	"0.57"	"长形"	"--"	"TIAN QIAO"	"2235"	"0.12"	"28.1"	"0.50"	"Fagopyrum(荞麦属)"	"宁城县"	"0.68"	"0.69"	"0.68"	"20.80"	"1.27"	"83"	"绿"	"2.27"	"内蒙古"	"甜荞"	"1.15"	"I1M00419"	"甜荞"	"抗"	"6.0"	"--"	"0.55"	"Fagopyrum esculentum Moench(甜荞)"	"深绿"	"1.76"	"--"	"94.60"	"0.60"	"灰"	"139.6"	"0.27"	"内蒙古农科院"	"0.59"	"28.88"	"00000227"	"9.840"	"--"	"中"	"0.19"	"0.77"	"463.6"	"11.87"	"6.50"	"13.020"	"Polygonum(蓼科)"
"57"	"0.47"	"1158"	"地方"	"无"	"粉"	"0.23"	"5.18"	"14.0"	"0.38"	"0.012"	"0.61"	"长形"	"--"	"XIAO HONG HUA QIAO MAI"	"4105"	"0.13"	"26.2"	"0.56"	"Fagopyrum(荞麦属)"	"巴林右"	"0.75"	"0.78"	"0.77"	"21.20"	"1.30"	"74"	"绿"	"2.56"	"内蒙古"	"甜荞"	"1.31"	"I1M00420"	"小红花荞麦"	"抗"	"5.0"	"--"	"0.61"	"Fagopyrum esculentum Moench(甜荞)"	"深绿"	"1.76"	"--"	"97.60"	"0.70"	"黑"	"107.1"	"0.31"	"内蒙古农科院"	"0.65"	"30.85"	"00000228"	"7.770"	"--"	"中"	"0.23"	"0.84"	"477.9"	"13.19"	"6.20"	"25.840"	"Polygonum(蓼科)"
"58"	"0.33"	"1159"	"地方"	"无"	"粉"	"0.15"	"4.98"	"15.0"	"0.27"	"0.025"	"0.46"	"长形"	"--"	"XIAO LI QIAO MAI"	"3275"	"0.14"	"28.3"	"0.39"	"Fagopyrum(荞麦属)"	"阿鲁科"	"0.53"	"0.53"	"0.52"	"20.80"	"0.92"	"73"	"绿"	"1.77"	"内蒙古"	"甜荞"	"0.92"	"I1M00421"	"小粒荞麦"	"抗"	"5.0"	"--"	"0.42"	"Fagopyrum esculentum Moench(甜荞)"	"深绿"	"2.03"	"--"	"112.00"	"0.47"	"灰"	"105.1"	"0.21"	"内蒙古农科院"	"0.46"	"21.09"	"00000229"	"6.260"	"--"	"中"	"0.13"	"0.60"	"388.5"	"9.22"	"6.50"	"16.450"	"Polygonum(蓼科)"
"59"	"0.35"	"1160"	"地方"	"无"	"粉"	"0.10"	"2.26"	"15.0"	"0.21"	"0.030"	"0.43"	"长形"	"--"	"QIAO MAI"	"2534"	"0.09"	"29.1"	"0.43"	"Fagopyrum(荞麦属)"	"阿鲁科"	"0.42"	"0.52"	"0.51"	"19.40"	"0.85"	"75"	"绿"	"1.63"	"内蒙古"	"甜荞"	"0.76"	"I1M00799"	"荞麦"	"抗"	"5.0"	"--"	"0.38"	"Fagopyrum esculentum Moench(甜荞)"	"深绿"	"0.47"	"--"	"459.90"	"0.32"	"灰"	"115.8"	"0.20"	"内蒙古农科院"	"0.45"	"17.70"	"00000230"	"25.330"	"--"	"中"	"0.08"	"0.59"	"525.0"	"8.32"	"10.40"	"23.390"	"Polygonum(蓼科)"
"60"	"0.45"	"3001"	"国外"	"无"	"白"	"0.22"	"1.15"	"16.0"	"0.34"	"0.049"	"0.55"	"长形"	"--"	"MU DAN QIAO"	"3134"	"0.12"	"29.7"	"0.52"	"Fagopyrum(荞麦属)"	"日本"	"0.69"	"0.74"	"0.70"	"23.60"	"1.26"	"81"	"绿"	"2.38"	"国外"	"甜荞"	"1.21"	"I1M00434"	"牡丹荞"	"抗"	"6.0"	"--"	"0.66"	"Fagopyrum esculentum Moench(甜荞)"	"深绿"	"1.09"	"--"	"67.50"	"0.70"	"黑"	"146.3"	"0.28"	"内蒙古农科院"	"0.66"	"27.81"	"00000288"	"7.790"	"--"	"轻"	"0.11"	"0.82"	"424.4"	"12.41"	"6.80"	"18.510"	"Polygonum(蓼科)"
"61"	"0.40"	"2161"	"地方"	"无"	"粉"	"0.19"	"4.08"	"17.0"	"0.30"	"0.063"	"0.52"	"长形"	"--"	"LI MA DAO"	"4162"	"0.15"	"29.7"	"0.46"	"Fagopyrum(荞麦属)"	"丰宁县"	"0.63"	"0.67"	"0.64"	"21.60"	"1.16"	"72"	"红"	"2.22"	"河北"	"甜荞"	"1.11"	"I1M00433"	"黎麻道"	"中"	"5.0"	"--"	"0.60"	"Fagopyrum esculentum Moench(甜荞)"	"绿"	"1.14"	"--"	"169.90"	"0.74"	"灰"	"120.8"	"0.26"	"内蒙古农科院"	"0.61"	"24.98"	"00000290"	"6.910"	"--"	"中"	"0.13"	"0.73"	"418.2"	"11.52"	"4.40"	"17.590"	"Polygonum(蓼科)"
"62"	"--"	"1"	"地方"	"无"	"白"	"--"	"--"	"22.0"	"--"	"--"	"--"	"长形"	"--"	"TIAN QIAO"	"--"	"--"	"26.8"	"--"	"Fagopyrum(荞麦属)"	"札达县"	"--"	"--"	"--"	"20.20"	"--"	"90"	"红"	"--"	"西藏"	"甜荞"	"--"	"--"	"甜荞"	"不抗"	"5.0"	"--"	"--"	"Fagopyrum esculentum Moench(甜荞)"	"绿"	"--"	"--"	"--"	"--"	"棕"	"180.0"	"--"	"中国农科院品资所"	"--"	"--"	"00000291"	"--"	"--"	"轻"	"--"	"--"	"--"	"--"	"6.80"	"--"	"Polygonum(蓼科)"
"63"	"0.45"	"2"	"地方"	"无"	"粉"	"0.20"	"1.60"	"26.0"	"0.39"	"0.046"	"0.59"	"长形"	"--"	"TIAN QIAO"	"3700"	"0.08"	"23.0"	"0.54"	"Fagopyrum(荞麦属)"	"米林县"	"0.70"	"0.70"	"0.68"	"--"	"1.34"	"90"	"红"	"2.62"	"西藏"	"甜荞"	"1.29"	"--"	"甜荞"	"不抗"	"5.0"	"--"	"0.55"	"Fagopyrum esculentum Moench(甜荞)"	"绿"	"0.41"	"--"	"76.20"	"0.43"	"棕"	"130.0"	"0.28"	"中国农科院品资所"	"0.58"	"30.39"	"00000292"	"14.840"	"--"	"轻"	"0.14"	"0.88"	"318.9"	"12.44"	"--"	"10.220"	"Polygonum(蓼科)"
"64"	"0.41"	"3"	"地方"	"无"	"粉红"	"0.18"	"1.60"	"20.0"	"0.34"	"0.016"	"0.56"	"长形"	"--"	"TIAN QIAO"	"3700"	"0.10"	"27.5"	"0.50"	"Fagopyrum(荞麦属)"	"易贡县"	"0.66"	"0.68"	"0.64"	"20.40"	"1.26"	"90"	"红"	"2.38"	"西藏"	"甜荞"	"1.16"	"--"	"甜荞"	"不抗"	"5.0"	"--"	"0.52"	"Fagopyrum esculentum Moench(甜荞)"	"绿"	"3.04"	"--"	"145.40"	"0.41"	"棕"	"160.0"	"0.27"	"中国农科院品资所"	"0.52"	"34.29"	"00000293"	"20.430"	"--"	"轻"	"0.26"	"0.81"	"561.8"	"11.66"	"1.10"	"12.080"	"Polygonum(蓼科)"
"65"	"0.37"	"4"	"地方"	"无"	"白"	"0.16"	"2.19"	"16.0"	"0.29"	"0.036"	"0.48"	"长形"	"--"	"TIAN QIAO"	"3313"	"0.09"	"23.4"	"0.36"	"Fagopyrum(荞麦属)"	"墨脱县"	"0.46"	"0.55"	"0.56"	"19.80"	"0.90"	"90"	"红"	"1.73"	"西藏"	"甜荞"	"0.84"	"I1M00660"	"甜荞"	"不抗"	"2.0"	"--"	"0.42"	"Fagopyrum esculentum Moench(甜荞)"	"绿"	"2.17"	"--"	"154.10"	"0.32"	"棕"	"150.0"	"0.22"	"中国农科院品资所"	"0.47"	"30.76"	"00000294"	"12.610"	"--"	"轻"	"0.21"	"0.65"	"591.5"	"9.08"	"3.00"	"21.320"	"Polygonum(蓼科)"
"66"	"0.38"	"5"	"地方"	"无"	"白"	"0.17"	"1.80"	"21.0"	"0.28"	"0.042"	"0.47"	"长形"	"--"	"TIAN QIAO"	"2937"	"0.12"	"25.5"	"0.38"	"Fagopyrum(荞麦属)"	"察隅县"	"0.48"	"0.58"	"0.56"	"27.50"	"0.91"	"95"	"红"	"1.79"	"西藏"	"甜荞"	"0.86"	"I1M00661"	"甜荞"	"不抗"	"5.0"	"--"	"0.43"	"Fagopyrum esculentum Moench(甜荞)"	"绿"	"1.82"	"--"	"90.20"	"0.37"	"棕"	"205.0"	"0.23"	"中国农科院品资所"	"0.48"	"25.06"	"00000295"	"11.480"	"--"	"轻"	"0.23"	"0.65"	"394.3"	"9.34"	"2.00"	"19.500"	"Polygonum(蓼科)"
"67"	"0.36"	"0"	"地方"	"无"	"白"	"0.18"	"2.08"	"13.0"	"0.29"	"0.031"	"0.46"	"长形"	"--"	"TIAN QIAO"	"2613"	"0.09"	"26.0"	"0.38"	"Fagopyrum(荞麦属)"	"门头沟"	"0.46"	"0.57"	"0.55"	"--"	"0.89"	"70"	"淡红"	"1.73"	"北京"	"甜荞"	"0.84"	"I1M00662"	"甜荞"	"不抗"	"5.0"	"--"	"0.42"	"Fagopyrum esculentum Moench(甜荞)"	"绿"	"1.63"	"--"	"75.10"	"0.32"	"棕"	"115.0"	"0.22"	"中国农科院品资所"	"0.46"	"24.96"	"00000296"	"9.890"	"--"	"轻"	"0.22"	"0.63"	"435.3"	"9.07"	"2.70"	"20.420"	"Polygonum(蓼科)"
"68"	"--"	"F001"	"地方"	"无"	"白"	"--"	"--"	"9.6"	"--"	"--"	"--"	"长形"	"--"	"HONG GAN QIAO"	"--"	"--"	"30.3"	"--"	"Fagopyrum(荞麦属)"	"大同"	"--"	"--"	"--"	"--"	"--"	"57"	"淡红"	"--"	"山西"	"甜荞"	"--"	"--"	"红杆荞"	"不抗"	"2.6"	"--"	"--"	"Fagopyrum esculentum Moench(甜荞)"	"浅绿"	"--"	"--"	"--"	"--"	"棕"	"61.2"	"--"	"晋农科院"	"--"	"--"	"00000297"	"--"	"--"	"轻"	"--"	"--"	"--"	"--"	"1.00"	"--"	"Polygonum(蓼科)"
"69"	"--"	"F002"	"地方"	"无"	"白"	"--"	"--"	"10.5"	"--"	"--"	"--"	"长形"	"--"	"QIAO MAI"	"--"	"--"	"31.3"	"--"	"Fagopyrum(荞麦属)"	"大同"	"--"	"--"	"--"	"--"	"--"	"55"	"淡红"	"--"	"山西"	"甜荞"	"--"	"--"	"荞麦"	"不抗"	"2.7"	"--"	"--"	"Fagopyrum esculentum Moench(甜荞)"	"浅绿"	"--"	"--"	"--"	"--"	"棕"	"84.1"	"--"	"晋农科院"	"--"	"--"	"00000298"	"--"	"--"	"轻"	"--"	"--"	"--"	"--"	"1.00"	"--"	"Polygonum(蓼科)"
"70"	"--"	"F003"	"地方"	"无"	"白"	"--"	"--"	"10.7"	"--"	"--"	"--"	"长形"	"--"	"QIAO MAI"	"--"	"--"	"31.1"	"--"	"Fagopyrum(荞麦属)"	"大同"	"--"	"--"	"--"	"--"	"--"	"55"	"淡红"	"--"	"山西"	"甜荞"	"--"	"--"	"荞麦"	"不抗"	"2.8"	"--"	"--"	"Fagopyrum esculentum Moench(甜荞)"	"浅绿"	"--"	"--"	"--"	"--"	"黑"	"82.1"	"--"	"晋农科院"	"--"	"--"	"00000299"	"--"	"--"	"轻"	"--"	"--"	"--"	"--"	"1.40"	"--"	"Polygonum(蓼科)"
"71"	"--"	"F035"	"地方"	"无"	"粉"	"--"	"--"	"14.1"	"--"	"--"	"--"	"长形"	"--"	"HEI LI XIAO QIAO"	"--"	"--"	"38.6"	"--"	"Fagopyrum(荞麦属)"	"二阴"	"--"	"--"	"--"	"--"	"--"	"60"	"淡红"	"--"	"山西"	"甜荞"	"--"	"--"	"黑粒小荞"	"中"	"3.1"	"--"	"--"	"Fagopyrum esculentum Moench(甜荞)"	"深绿"	"--"	"--"	"--"	"--"	"褐"	"117.6"	"--"	"晋农科院"	"--"	"--"	"00000331"	"--"	"--"	"轻"	"--"	"--"	"--"	"--"	"1.70"	"--"	"Polygonum(蓼科)"
"72"	"--"	"F036"	"地方"	"无"	"白"	"--"	"--"	"9.9"	"--"	"--"	"--"	"长形"	"--"	"XIAO QIAO"	"--"	"--"	"26.2"	"--"	"Fagopyrum(荞麦属)"	"应县"	"--"	"--"	"--"	"--"	"--"	"62"	"淡红"	"--"	"山西"	"甜荞"	"--"	"I1M01219"	"小荞"	"不抗"	"3.0"	"--"	"--"	"Fagopyrum esculentum Moench(甜荞)"	"深绿"	"--"	"--"	"--"	"--"	"褐"	"75.6"	"--"	"晋农科院"	"--"	"--"	"00000332"	"--"	"--"	"轻"	"--"	"--"	"--"	"--"	"0.80"	"--"	"Polygonum(蓼科)"
"73"	"--"	"F037"	"地方"	"无"	"白"	"--"	"--"	"8.9"	"--"	"--"	"--"	"长形"	"--"	"QIAO MAI"	"--"	"--"	"26.6"	"--"	"Fagopyrum(荞麦属)"	"应县"	"--"	"--"	"--"	"--"	"--"	"59"	"淡红"	"--"	"山西"	"甜荞"	"--"	"--"	"荞麦"	"中"	"2.8"	"--"	"--"	"Fagopyrum esculentum Moench(甜荞)"	"浅绿"	"--"	"--"	"--"	"--"	"棕"	"75.8"	"--"	"晋农科院"	"--"	"--"	"00000333"	"--"	"--"	"轻"	"--"	"--"	"--"	"--"	"2.00"	"--"	"Polygonum(蓼科)"
