"id"	"蛋氨酸"	"科名"	"保存编号"	"叶斑病级"	"谷氨酸"	"选育单位"	"播种期"	"缬氨酸"	"结荚习性"	"精氨酸"	"苏氨酸"	"丙氨酸"	"单株产量"	"总和"	"天冬氨酸"	"异亮氨酸"	"根腐病级"	"省"	"直链淀粉"	"脂肪"	"组氨酸"	"分枝数"	"全生育日数"	"品种名称"	"总淀粉"	"根腐病指数"	"色氨酸"	"百粒重"	"属名"	"统一编号"	"芽期抗旱"	"学名"	"粒形"	"选育方法"	"苯丙氨酸"	"熟期抗旱"	"支链淀粉"	"花色"	"成熟期"	"蛋白质"	"苗期耐盐"	"种皮光泽"	"亮氨酸"	"库编号"	"生长习性"	"保存单位"	"原产地"	"备注"	"蚜害指数"	"甘氨酸"	"单荚粒数"	"蚜害病评价"	"胱氨酸"	"样品类型"	"芽期耐盐"	"单株荚数"	"粒色"	"育成年份"	"酩氨酸"	"根腐病评价"	"脯氨酸"	"叶斑病指数"	"荚长"	"赖氨酸"	"丝氨酸"	"译名"	"蚜害病级别"	"荚色"	"蚜害比值"	"种子来源"	"株高"	"叶斑病评价"	"粒型"	"褐斑病指数"	"锈病评价"	"蚜害病指数"	"均匀度"	"赤斑病指数"	"蚜害病级"	"抗涝性"	"赤斑病级"	"粗蛋白"	"有效枝"	"锈病指数"	"荚宽"	"褐斑病级"	"粗脂肪"	"赤斑病评价"	"熟性"
"1042"	"--"	"Leguminosae(豆科)"	"D0339"	"9"	"--"	"--"	"6.23"	"--"	"有限"	"--"	"--"	"--"	"10.0"	"--"	"--"	"--"	"5-9"	"北京"	"12.64"	"--"	"--"	"4.2"	"79"	"绿豆"	"50.72"	"85.2"	"--"	"42.7"	"Vigna(豇豆属)"	"C0001805"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"9.10"	"25.89"	"--"	"无"	"--"	"I2E02285"	"半蔓生"	"中国农科院品资所"	"房山县"	"--"	"--"	"--"	"11.6"	"HS"	"--"	"地方"	"--"	"21.3"	"绿"	"--"	"--"	"HS"	"--"	"100.0"	"8.4"	"--"	"--"	"LU DOU"	"9"	"黑"	"--"	"--"	"50.9"	"HS"																	
"1043"	"--"	"Leguminosae(豆科)"	"D0645"	"7-9"	"--"	"--"	"6.23"	"--"	"有限"	"--"	"--"	"--"	"12.5"	"--"	"--"	"--"	"5-9"	"北京"	"13.67"	"--"	"--"	"5.4"	"81"	"绿豆"	"52.07"	"88.9"	"--"	"43.7"	"Vigna(豇豆属)"	"C0001806"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"9.12"	"25.16"	"--"	"有"	"--"	"I2E02286"	"半蔓生"	"中国农科院品资所"	"顺义县"	"--"	"--"	"--"	"10.7"	"S"	"--"	"地方"	"--"	"28.9"	"绿"	"--"	"--"	"HS"	"--"	"94.4"	"9.3"	"--"	"--"	"LU DOU"	"7"	"深褐"	"--"	"--"	"29.3"	"HS"																	
"1044"	"--"	"Leguminosae(豆科)"	"D0646"	"7-9"	"--"	"--"	"6.23"	"--"	"有限"	"--"	"--"	"--"	"8.0"	"--"	"--"	"--"	"3-9"	"北京"	"13.24"	"--"	"--"	"3.4"	"74"	"绿豆"	"51.48"	"80.7"	"--"	"32.8"	"Vigna(豇豆属)"	"C0001807"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"9.05"	"25.31"	"--"	"无"	"--"	"I2E02287"	"半蔓生"	"中国农科院品资所"	"顺义县"	"--"	"--"	"--"	"13.2"	"S"	"--"	"地方"	"--"	"20.3"	"绿"	"--"	"--"	"HS"	"--"	"94.4"	"8.4"	"--"	"--"	"LU DOU"	"7"	"褐"	"--"	"--"	"27.5"	"HS"																	
"1045"	"--"	"Leguminosae(豆科)"	"D0636"	"7-9"	"--"	"--"	"6.23"	"--"	"有限"	"--"	"--"	"--"	"14.0"	"--"	"--"	"--"	"3-9"	"北京"	"13.30"	"--"	"--"	"2.3"	"79"	"六十天还家(1)"	"53.44"	"71.8"	"--"	"51.6"	"Vigna(豇豆属)"	"C0001808"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"9.10"	"24.34"	"--"	"有"	"--"	"I2E02288"	"半蔓生"	"中国农科院品资所"	"昌平县"	"--"	"--"	"--"	"10.3"	"S"	"--"	"地方"	"--"	"29.6"	"绿"	"--"	"--"	"S"	"--"	"91.7"	"9.3"	"--"	"--"	"LIU SHI TIAN HUAN JIA (1)"	"7"	"褐"	"--"	"--"	"41.7"	"HS"																	
"1046"	"--"	"Leguminosae(豆科)"	"D0638"	"5-9"	"--"	"--"	"6.23"	"--"	"有限"	"--"	"--"	"--"	"14.5"	"--"	"--"	"--"	"3-9"	"北京"	"12.35"	"--"	"--"	"3.3"	"75"	"六十天还家(2)"	"50.98"	"80.0"	"--"	"43.5"	"Vigna(豇豆属)"	"C0001809"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"9.06"	"26.18"	"--"	"无"	"--"	"I2E02289"	"半蔓生"	"中国农科院品资所"	"昌平县"	"--"	"--"	"--"	"10.6"	"HS"	"--"	"地方"	"--"	"33.5"	"绿"	"--"	"--"	"S"	"--"	"77.7"	"8.2"	"--"	"--"	"LIU SHI TIAN HUAN JIA (2)"	"9"	"褐"	"--"	"--"	"37.6"	"S"																	
"1047"	"--"	"Leguminosae(豆科)"	"392"	"9"	"--"	"--"	"6.24"	"--"	"有限"	"--"	"--"	"--"	"10.9"	"--"	"--"	"--"	"3-9"	"山东"	"15.18"	"0.91"	"--"	"1.8"	"77"	"摘角豆"	"57.57"	"69.6"	"--"	"6.2"	"Vigna(豇豆属)"	"C0001014"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"42.39"	"黄"	"9.09"	"23.24"	"4"	"--"	"--"	"I2E00151"	"直立"	"山东省潍坊农科所"	"泰安市"	"--"	"--"	"--"	"12.7"	"HS"	"--"	"地方"	"4"	"16.8"	"绿"	"--"	"--"	"S"	"--"	"100.0"	"9.1"	"--"	"--"	"ZHAI JIAO DOU"	"9"	"黑"	"--"	"--"	"86.3"	"HS"																	
"1048"	"--"	"Leguminosae(豆科)"	"422"	"7-9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"14.7"	"--"	"--"	"--"	"9"	"山东"	"16.90"	"0.81"	"--"	"4.6"	"93"	"小红秸"	"54.95"	"97.8"	"--"	"4.9"	"Vigna(豇豆属)"	"C0001015"	"3"	"Vigna rabiata (L.) Wilczek(绿豆)"	"球形"	"--"	"--"	"4"	"38.05"	"黄"	"9.25"	"23.97"	"3"	"--"	"--"	"I2E00152"	"蔓生"	"山东省潍坊农科所"	"泰安市"	"--"	"72.2"	"--"	"10.6"	"HS"	"--"	"地方"	"4"	"48.4"	"绿(光)"	"--"	"--"	"HS"	"--"	"97.6"	"7.4"	"--"	"--"	"XIAO HONG JIE"	"9"	"黑"	"0.99"	"--"	"112.0"	"HS"																	
"1049"	"--"	"Leguminosae(豆科)"	"433"	"9"	"--"	"--"	"6.24"	"--"	"有限"	"--"	"--"	"--"	"4.0"	"--"	"--"	"--"	"3-9"	"山东"	"11.69"	"--"	"--"	"3.0"	"93"	"尕绿豆 (2)"	"50.32"	"62.3"	"--"	"6.6"	"Vigna(豇豆属)"	"C0001016"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"9.25"	"25.78"	"4"	"--"	"--"	"I2E00153"	"直立"	"山东省潍坊农科所"	"泰安市"	"--"	"--"	"--"	"11.1"	"S"	"--"	"地方"	"4"	"8.0"	"绿"	"--"	"--"	"S"	"--"	"100.0"	"9.2"	"--"	"--"	"GA LU DOU(2)"	"7"	"黑"	"--"	"--"	"87.0"	"HS"																	
"1050"	"--"	"Leguminosae(豆科)"	"449"	"9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"12.9"	"--"	"--"	"--"	"3-9"	"山东"	"16.56"	"0.73"	"--"	"3.2"	"93"	"小羊豆"	"53.31"	"64.1"	"--"	"5.0"	"Vigna(豇豆属)"	"C0001017"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"36.75"	"黄"	"9.25"	"26.27"	"1"	"--"	"--"	"I2E00154"	"蔓生"	"山东省潍坊农科所"	"泰安市"	"--"	"--"	"--"	"12.4"	"S"	"--"	"地方"	"5"	"26.8"	"绿(光)"	"--"	"--"	"S"	"--"	"100.0"	"9.5"	"--"	"--"	"XIAO YANG DOU"	"7"	"黑"	"--"	"--"	"106.0"	"HS"																	
"1051"	"--"	"Leguminosae(豆科)"	"306"	"7-9"	"--"	"--"	"6.24"	"--"	"有限"	"--"	"--"	"--"	"12.2"	"--"	"--"	"--"	"5-9"	"山东"	"17.02"	"0.75"	"--"	"2.4"	"68"	"一捧笙"	"55.71"	"87.4"	"--"	"5.1"	"Vigna(豇豆属)"	"C0001018"	"5"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"2"	"38.69"	"黄"	"8.31"	"23.56"	"3"	"--"	"--"	"I2E00155"	"直立"	"山东省潍坊农科所"	"莱芜县"	"--"	"82.1"	"--"	"11.2"	"HS"	"--"	"地方"	"1"	"26.6"	"绿"	"--"	"--"	"HS"	"--"	"90.4"	"7.9"	"--"	"--"	"YI BANG SHA"	"9"	"黑"	"1.12"	"--"	"73.0"	"HS"																	
"1052"	"--"	"Leguminosae(豆科)"	"355"	"9"	"--"	"--"	"6.24"	"--"	"有限"	"--"	"--"	"--"	"7.6"	"--"	"--"	"--"	"9"	"山东"	"16.84"	"0.80"	"--"	"2.2"	"68"	"绿豆"	"56.41"	"98.5"	"--"	"4.7"	"Vigna(豇豆属)"	"C0001019"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"39.57"	"黄"	"8.31"	"23.22"	"4"	"--"	"--"	"I2E00156"	"蔓生"	"山东省潍坊农科所"	"莱芜县"	"--"	"--"	"--"	"11.5"	"HS"	"--"	"地方"	"4"	"17.0"	"绿"	"--"	"--"	"HS"	"--"	"100.0"	"8.0"	"--"	"--"	"LU DOU"	"9"	"黑"	"--"	"--"	"72.0"	"HS"																	
"1053"	"--"	"Leguminosae(豆科)"	"494"	"9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"4.1"	"--"	"--"	"--"	"9"	"山东"	"12.24"	"--"	"--"	"4.6"	"99"	"春绿豆"	"50.32"	"100.0"	"--"	"6.7"	"Vigna(豇豆属)"	"C0001020"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"10.01"	"25.13"	"4"	"--"	"--"	"I2E01983"	"蔓生"	"山东省潍坊农科所"	"莱芜县"	"--"	"--"	"--"	"8.6"	"S"	"--"	"地方"	"4"	"18.0"	"绿"	"--"	"--"	"HS"	"--"	"100.0"	"8.2"	"--"	"--"	"CHUN LU DOU"	"7"	"黑"	"--"	"--"	"94.0"	"HS"																	
"1054"	"--"	"Leguminosae(豆科)"	"053"	"9"	"--"	"--"	"6.24"	"--"	"有限"	"--"	"--"	"--"	"11.7"	"--"	"--"	"--"	"9"	"山东"	"15.72"	"0.78"	"--"	"2.9"	"76"	"大明星"	"54.47"	"100.0"	"--"	"6.1"	"Vigna(豇豆属)"	"C0001021"	"5"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"2"	"38.75"	"黄"	"9.08"	"24.96"	"4"	"--"	"--"	"I2E00157"	"直立"	"山东省潍坊农科所"	"肥城县"	"--"	"--"	"--"	"12.0"	"S"	"--"	"地方"	"3"	"22.2"	"绿"	"--"	"--"	"HS"	"--"	"100.0"	"9.1"	"--"	"--"	"DA MING XING"	"7"	"黑"	"--"	"--"	"90.5"	"HS"																	
"1055"	"--"	"Leguminosae(豆科)"	"102"	"9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"15.2"	"--"	"--"	"--"	"9"	"山东"	"16.60"	"0.80"	"--"	"2.3"	"76"	"时荚子"	"54.74"	"97.8"	"--"	"7.0"	"Vigna(豇豆属)"	"C0001022"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"38.14"	"黄"	"9.08"	"23.95"	"1"	"--"	"--"	"I2E00158"	"直立"	"山东省潍坊农科所"	"肥城县"	"--"	"--"	"--"	"10.7"	"HS"	"--"	"地方"	"5"	"28.5"	"绿"	"--"	"--"	"HS"	"--"	"100.0"	"8.7"	"--"	"--"	"SHI JIA ZI"	"9"	"黑"	"--"	"--"	"85.4"	"HS"																	
"1056"	"--"	"Leguminosae(豆科)"	"150"	"9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"16.0"	"--"	"--"	"--"	"3-9"	"山东"	"13.84"	"1.08"	"--"	"4.1"	"68"	"半秧子"	"52.98"	"67.7"	"--"	"4.4"	"Vigna(豇豆属)"	"C0001023"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"39.14"	"黄"	"8.31"	"22.70"	"4"	"--"	"--"	"I2E00159"	"直立"	"山东省潍坊农科所"	"肥城县"	"--"	"--"	"--"	"13.1"	"HS"	"--"	"地方"	"4"	"38.0"	"绿(光)"	"--"	"--"	"S"	"--"	"100.0"	"7.9"	"--"	"--"	"BAN YANG ZI"	"9"	"黑"	"--"	"--"	"97.0"	"HS"																	
"1057"	"--"	"Leguminosae(豆科)"	"173"	"9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"12.2"	"--"	"--"	"--"	"7-9"	"山东"	"14.34"	"0.77"	"--"	"2.4"	"77"	"大羊角 (1)"	"52.34"	"91.0"	"--"	"6.1"	"Vigna(豇豆属)"	"C0001024"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"38.00"	"黄"	"9.09"	"24.49"	"4"	"--"	"--"	"I2E00160"	"直立"	"山东省潍坊农科所"	"肥城县"	"--"	"--"	"--"	"12.3"	"HS"	"--"	"地方"	"4"	"23.6"	"绿"	"--"	"--"	"HS"	"--"	"100.0"	"8.6"	"--"	"--"	"DA YANG JIAO (1)"	"9"	"黑"	"--"	"--"	"85.1"	"HS"																	
"1058"	"--"	"Leguminosae(豆科)"	"174"	"9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"17.5"	"--"	"--"	"--"	"5-9"	"山东"	"13.34"	"0.82"	"--"	"3.2"	"68"	"大羊角 (2)"	"55.45"	"83.8"	"--"	"6.1"	"Vigna(豇豆属)"	"C0001025"	"4"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"3"	"42.11"	"黄"	"8.31"	"24.33"	"4"	"--"	"--"	"I2E00161"	"直立"	"山东省潍坊农科所"	"肥城县"	"--"	"--"	"--"	"10.9"	"HS"	"--"	"地方"	"4"	"36.0"	"绿(光)"	"--"	"--"	"HS"	"--"	"100.0"	"7.8"	"--"	"--"	"DA YANG JIAO(2)"	"9"	"黑"	"--"	"--"	"86.1"	"HS"																	
"1060"	"--"	"Leguminosae(豆科)"	"353"	"9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"10.0"	"--"	"--"	"--"	"3-9"	"山东"	"14.90"	"0.95"	"--"	"2.6"	"68"	"二秧子明青"	"55.36"	"65.1"	"--"	"4.4"	"Vigna(豇豆属)"	"C0001027"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"40.46"	"黄"	"8.31"	"23.75"	"1"	"--"	"--"	"I2E00163"	"蔓生"	"山东省潍坊农科所"	"肥城县"	"--"	"--"	"--"	"11.7"	"HS"	"--"	"地方"	"5"	"27.4"	"绿(光)"	"--"	"--"	"S"	"--"	"100.0"	"8.4"	"--"	"--"	"ER YANG ZI MING QING"	"9"	"黑"	"--"	"--"	"81.4"	"HS"																	
"1061"	"--"	"Leguminosae(豆科)"	"395"	"9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"15.0"	"--"	"--"	"--"	"9"	"山东"	"15.26"	"0.81"	"--"	"5.4"	"77"	"槐花绿豆"	"57.23"	"100.0"	"--"	"5.6"	"Vigna(豇豆属)"	"C0001028"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"41.97"	"黄"	"9.09"	"21.88"	"4"	"--"	"--"	"I2E00164"	"直立"	"山东省潍坊农科所"	"肥城县"	"--"	"--"	"--"	"12.6"	"HS"	"--"	"地方"	"5"	"33.6"	"绿(光)"	"--"	"--"	"HS"	"--"	"100.0"	"8.0"	"--"	"--"	"HUAI HUA LU DOU"	"9"	"黑"	"--"	"--"	"86.1"	"HS"																	
"1062"	"--"	"Leguminosae(豆科)"	"427"	"9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"8.5"	"--"	"--"	"--"	"7-9"	"山东"	"12.19"	"--"	"--"	"4.0"	"88"	"本绿豆"	"50.72"	"94.1"	"--"	"5.8"	"Vigna(豇豆属)"	"C0001029"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"9.20"	"25.80"	"3"	"--"	"--"	"I2E00165"	"直立"	"山东省潍坊农科所"	"肥城县"	"--"	"--"	"--"	"12.3"	"HS"	"--"	"地方"	"5"	"27.0"	"绿(光)"	"--"	"--"	"HS"	"--"	"100.0"	"7.7"	"--"	"--"	"BEN LU DOU"	"9"	"黑"	"--"	"--"	"119.0"	"HS"																	
"1063"	"--"	"Leguminosae(豆科)"	"087"	"9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"16.5"	"--"	"--"	"--"	"1-9"	"山东"	"14.34"	"0.90"	"--"	"2.1"	"79"	"明青绿豆"	"54.44"	"54.8"	"--"	"4.8"	"Vigna(豇豆属)"	"C0001030"	"4"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"4"	"40.10"	"黄"	"9.11"	"23.23"	"4"	"--"	"--"	"I2E00166"	"直立"	"山东省潍坊农科所"	"肥城县"	"--"	"--"	"--"	"12.3"	"HS"	"--"	"地方"	"4"	"33.6"	"绿(光)"	"--"	"--"	"MS"	"--"	"100.0"	"8.0"	"--"	"--"	"MING QING LU DOU"	"9"	"黑"	"--"	"--"	"83.8"	"HS"																	
"1064"	"--"	"Leguminosae(豆科)"	"100"	"9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"17.0"	"--"	"--"	"--"	"3-9"	"山东"	"11.18"	"0.62"	"--"	"1.6"	"79"	"红半秧子"	"54.91"	"72.2"	"--"	"6.5"	"Vigna(豇豆属)"	"C0001031"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"43.73"	"黄"	"9.11"	"23.82"	"2"	"--"	"--"	"I2E00167"	"直立"	"山东省潍坊农科所"	"平阴县"	"--"	"--"	"--"	"12.3"	"HS"	"--"	"地方"	"5"	"33.8"	"绿(光)"	"--"	"--"	"S"	"--"	"100.0"	"9.2"	"--"	"--"	"HONG BAN YANG ZI"	"9"	"黑"	"--"	"--"	"109.4"	"HS"																	
"1065"	"--"	"Leguminosae(豆科)"	"068"	"9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"16.9"	"--"	"--"	"--"	"5-9"	"山东"	"13.04"	"0.71"	"--"	"2.4"	"79"	"小紫秸"	"54.01"	"93.6"	"--"	"8.0"	"Vigna(豇豆属)"	"C0001032"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"40.97"	"黄"	"9.11"	"24.30"	"2"	"--"	"--"	"I2E00168"	"直立"	"山东省潍坊农科所"	"平阴县"	"--"	"--"	"--"	"11.3"	"HS"	"--"	"地方"	"3"	"25.4"	"绿(光)"	"--"	"--"	"HS"	"--"	"100.0"	"9.0"	"--"	"--"	"XIAO ZI JIE"	"9"	"黑"	"--"	"--"	"93.0"	"HS"																	
"1066"	"--"	"Leguminosae(豆科)"	"101"	"9"	"--"	"--"	"6.24"	"--"	"有限"	"--"	"--"	"--"	"6.7"	"--"	"--"	"--"	"5-9"	"山东"	"12.36"	"0.71"	"--"	"2.9"	"76"	"毛绿豆"	"54.97"	"94.8"	"--"	"5.8"	"Vigna(豇豆属)"	"C0001033"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"42.61"	"黄"	"9.08"	"23.82"	"2"	"--"	"--"	"I2E00169"	"直立"	"山东省潍坊农科所"	"平阴县"	"--"	"--"	"--"	"8.7"	"HS"	"--"	"地方"	"2"	"17.4"	"绿"	"--"	"--"	"HS"	"--"	"100.0"	"7.8"	"--"	"--"	"MAO LU DOU"	"9"	"黑"	"--"	"--"	"76.5"	"HS"																	
"1067"	"--"	"Leguminosae(豆科)"	"109"	"9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"8.6"	"--"	"--"	"--"	"5-9"	"山东"	"13.34"	"0.87"	"--"	"2.8"	"79"	"大明粒"	"56.01"	"82.9"	"--"	"6.5"	"Vigna(豇豆属)"	"C0001034"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"51.67"	"黄"	"9.11"	"23.58"	"2"	"--"	"--"	"I2E00170"	"直立"	"山东省潍坊农科所"	"平阴县"	"--"	"--"	"--"	"11.4"	"S"	"--"	"地方"	"5"	"13.0"	"绿(光)"	"--"	"--"	"HS"	"--"	"100.0"	"8.4"	"--"	"--"	"DA MING LI"	"7"	"黑"	"--"	"--"	"82.2"	"HS"																	
"1068"	"--"	"Leguminosae(豆科)"	"144"	"9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"18.5"	"--"	"--"	"--"	"3-9"	"山东"	"15.46"	"0.86"	"--"	"1.7"	"79"	"大青秸"	"56.06"	"76.7"	"--"	"5.9"	"Vigna(豇豆属)"	"C0001035"	"1"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"4"	"40.60"	"黄"	"9.11"	"23.03"	"3"	"--"	"--"	"I2E00171"	"直立"	"山东省潍坊农科所"	"平阴县"	"--"	"--"	"--"	"11.9"	"HS"	"--"	"地方"	"4"	"36.0"	"绿(光)"	"--"	"--"	"S"	"--"	"100.0"	"8.2"	"--"	"--"	"DA QING JIE"	"9"	"黑"	"--"	"--"	"72.6"	"HS"																	
"1069"	"--"	"Leguminosae(豆科)"	"162"	"9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"14.2"	"--"	"--"	"--"	"5-9"	"山东"	"14.96"	"1.02"	"--"	"1.7"	"93"	"毛绿豆"	"57.04"	"92.6"	"--"	"7.4"	"Vigna(豇豆属)"	"C0001036"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"42.08"	"黄"	"9.25"	"22.71"	"--"	"--"	"--"	"I2E00172"	"直立"	"山东省潍坊农科所"	"平阴县"	"--"	"--"	"--"	"10.1"	"HS"	"--"	"地方"	"--"	"23.8"	"绿"	"--"	"--"	"HS"	"--"	"100.0"	"8.6"	"--"	"--"	"MAO LU DOU"	"9"	"黑"	"--"	"--"	"90.3"	"HS"																	
"1070"	"--"	"Leguminosae(豆科)"	"204"	"9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"18.7"	"--"	"--"	"--"	"9"	"山东"	"12.60"	"0.80"	"--"	"2.4"	"68"	"青到秋"	"55.05"	"96.3"	"--"	"5.2"	"Vigna(豇豆属)"	"C0001037"	"3"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"5"	"42.45"	"黄"	"8.31"	"23.57"	"3"	"--"	"--"	"I2E00173"	"直立"	"山东省潍坊农科所"	"平阴县"	"--"	"67.8"	"--"	"12.0"	"HS"	"--"	"地方"	"3"	"35.0"	"绿"	"--"	"--"	"HS"	"--"	"97.8"	"8.8"	"--"	"--"	"QING DAO QIU"	"9"	"黑"	"0.93"	"--"	"74.7"	"HS"																	
"1071"	"--"	"Leguminosae(豆科)"	"254"	"7-9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"18.0"	"--"	"--"	"--"	"7-9"	"山东"	"14.46"	"0.85"	"--"	"1.8"	"77"	"大槐花"	"55.78"	"91.1"	"--"	"5.7"	"Vigna(豇豆属)"	"C0001038"	"3"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"3"	"41.32"	"黄"	"9.09"	"22.59"	"3"	"--"	"--"	"I2E00174"	"蔓生"	"山东省潍坊农科所"	"平阴县"	"--"	"37.5"	"--"	"13.1"	"S"	"--"	"地方"	"5"	"40.6"	"绿(光)"	"--"	"--"	"HS"	"--"	"90.6"	"8.7"	"--"	"--"	"DA HUAI HUA"	"7"	"黑"	"0.51"	"--"	"89.2"	"HS"																	
"1072"	"--"	"Leguminosae(豆科)"	"301"	"5-9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"14.9"	"--"	"--"	"--"	"7-9"	"山东"	"14.22"	"0.90"	"--"	"2.6"	"78"	"毛绿豆"	"57.45"	"95.6"	"--"	"7.6"	"Vigna(豇豆属)"	"C0001039"	"5"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"2"	"43.23"	"黄"	"9.11"	"21.88"	"3"	"--"	"--"	"I2E00175"	"直立"	"山东省潍坊农科所"	"平阴县"	"--"	"82.5"	"--"	"12.1"	"HS"	"--"	"地方"	"5"	"20.4"	"绿"	"--"	"--"	"HS"	"--"	"82.2"	"9.6"	"--"	"--"	"MAO LU DOU"	"9"	"黑"	"1.13"	"--"	"84.0"	"HS"																	
"1073"	"--"	"Leguminosae(豆科)"	"304"	"7-9"	"--"	"--"	"6.24"	"--"	"有限"	"--"	"--"	"--"	"13.6"	"--"	"--"	"--"	"5-9"	"山东"	"12.78"	"0.69"	"--"	"2.0"	"68"	"大槐花"	"54.25"	"85.2"	"--"	"5.9"	"Vigna(豇豆属)"	"C0001040"	"4"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"5"	"41.47"	"黄"	"8.31"	"24.73"	"3"	"--"	"--"	"I2E00176"	"直立"	"山东省潍坊农科所"	"平阴县"	"--"	"84.4"	"--"	"13.7"	"HS"	"--"	"地方"	"4"	"33.8"	"绿"	"--"	"--"	"HS"	"--"	"95.8"	"9.3"	"--"	"--"	"DA HUAI HUA"	"9"	"黑"	"1.16"	"--"	"78.0"	"HS"																	
