"id"	"抗病性"	"单位编号"	"叶面刺毛"	"省"	"备注"	"根地上皮色"	"叶型"	"根肉口感"	"风味"	"栽培时期"	"译名"	"繁种单位"	"根地上部长"	"千粒重"	"属名"	"叶形"	"抗虫性"	"肉质根长"	"耐热性"	"根肉主色"	"肉质根粗"	"收获期"	"熟性"	"抗逆性"	"叶片长"	"品种名称"	"耐涝性"	"根形"	"学名"	"叶色"	"贮藏性"	"根肉水分"	"叶簇"	"叶裂刻"	"耐旱性"	"单根重"	"播种期"	"根肉质"	"品种来源"	"小裂片对数"	"耐寒性"	"叶柄色"	"种质库编号"	"统一编号"	"科名"	"用途"	"单产"	"根地下皮色"	"叶片宽"	"根肉次色"	"生长期"
"85"	"中"	"Ⅱ1I0013"	"--"	"山西"	"--"	"红"	"板/花"	"--"	"稍辣"	"4上-5下"	"YANG GAO SHUI LUO BU"	"山西农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"中早"	"中"	"--"	"阳高水萝卜"	"--"	"圆锥"	"Raphanus sativus L.(萝卜)"	"--"	"--"	"中"	"半直立"	"--"	"--"	"60"	"--"	"脆嫩"	"山西阳高县"	"--"	"--"	"--"	"Ⅱ1A0191"	"V01A0915"	"Cruciferae(十字花科)"	"生食"	"1750"	"白"	"--"	"白"	"50"
"86"	"中"	"Ⅱ1I0045"	"--"	"山西"	"--"	"粉红"	"板叶"	"--"	"稍辣"	"4上-5下"	"YANG QU MU DAN HONG"	"山西农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"早"	"中"	"--"	"阳曲牡丹红"	"--"	"长圆锥"	"Raphanus sativus L.(萝卜)"	"--"	"--"	"中"	"直立"	"--"	"--"	"100"	"--"	"脆嫩"	"山西阳曲县"	"--"	"--"	"--"	"Ⅱ1A0640"	"V01A0917"	"Cruciferae(十字花科)"	"生食"	"2250"	"白"	"--"	"白"	"50"
"87"	"中"	"Ⅱ1I0016"	"--"	"山西"	"--"	"红"	"板叶"	"--"	"稍辣"	"4上-5下"	"YING XIAN SHUI LUO BU"	"山西农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"早"	"中"	"--"	"应县水萝卜"	"--"	"长圆锥"	"Raphanus sativus L.(萝卜)"	"--"	"--"	"中"	"半直立"	"--"	"--"	"70"	"--"	"脆嫩"	"山西应县"	"--"	"--"	"--"	"Ⅱ1A0193"	"V01A0921"	"Cruciferae(十字花科)"	"生食"	"2000"	"白"	"--"	"白"	"50"
"88"	"中"	"Ⅱ1A0017"	"--"	"山西"	"--"	"浅绿"	"花叶"	"--"	"稍辣"	"7下-10下"	"YUAN QU LU TOU QING"	"山西农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"中晚"	"耐旱"	"--"	"垣曲露头青"	"--"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"中"	"半直立"	"--"	"--"	"750"	"--"	"松脆"	"山西垣曲县"	"--"	"--"	"--"	"Ⅱ1A0946"	"V01A0924"	"Cruciferae(十字花科)"	"熟食腌制"	"3000"	"白"	"--"	"白"	"90"
"89"	"抗蚜虫强"	"Ⅱ1A0009"	"--"	"山西"	"--"	"浅绿"	"花叶"	"--"	"稍辣"	"7下-10下"	"YUN CHENG LU TOU QING"	"山西农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"中晚"	"中"	"--"	"运城露头青"	"--"	"圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"中"	"半直立"	"--"	"--"	"600"	"--"	"脆嫩"	"山西运城市"	"--"	"--"	"--"	"Ⅱ1A0611"	"V01A0925"	"Cruciferae(十字花科)"	"生熟食腌制"	"2500"	"白"	"--"	"白"	"90"
"90"	"中"	"Ⅱ1I0057"	"--"	"山西"	"--"	"红"	"板叶"	"--"	"稍辣"	"4上-5下"	"LAN XIAN SHUI LUO BU"	"山西农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"中早"	"中"	"--"	"岚县水萝卜"	"--"	"长圆锥"	"Raphanus sativus L.(萝卜)"	"--"	"--"	"中"	"半直立"	"--"	"--"	"80"	"--"	"脆嫩"	"山西岚县"	"--"	"--"	"--"	"Ⅱ1A0645"	"V01A0931"	"Cruciferae(十字花科)"	"生食"	"2100"	"白"	"--"	"白"	"50"
"91"	"中"	"Ⅱ1A0048"	"--"	"山西"	"--"	"绿"	"花叶"	"--"	"稍辣"	"7下-10下"	"LAN XIAN BAI"	"山西农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"中晚"	"中"	"--"	"岚县白"	"--"	"圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"差"	"中"	"半直立"	"--"	"--"	"750"	"--"	"脆嫩"	"山西岚县"	"--"	"--"	"--"	"Ⅱ1A0949"	"V01A0932"	"Cruciferae(十字花科)"	"熟食腌制"	"3000"	"白"	"--"	"白"	"90"
"92"	"中"	"Ⅱ1A0014"	"--"	"山西"	"--"	"白"	"花叶"	"--"	"稍辣"	"7下-10下"	"JIANG XIAN NIU JIAO BAI"	"山西农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"中晚"	"中"	"--"	"绛县牛角白"	"--"	"圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"中"	"半直立"	"--"	"--"	"800"	"--"	"脆嫩"	"山西绛县"	"--"	"--"	"--"	"Ⅱ1A0945"	"V01A0934"	"Cruciferae(十字花科)"	"熟食腌制"	"3000"	"白"	"--"	"白"	"90"
"93"	"抗软腐病中"	"11a-95"	"--"	"陕西"	"--"	"白"	"花叶"	"--"	"甜"	"8上中-11中"	"XIONG JIA SHAN BAI LUO BU"	"陕西农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"中早"	"中"	"--"	"熊家山白萝卜"	"--"	"短圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"中"	"直立"	"--"	"--"	"750"	"--"	"脆嫩"	"陕西城固县"	"--"	"--"	"--"	"Ⅱ1A1082"	"V01A0942"	"Cruciferae(十字花科)"	"生熟食"	"2000"	"白"	"--"	"白"	"70"
"94"	"较强"	"11a-87"	"--"	"陕西"	"--"	"白"	"板叶"	"--"	"甜"	"8上中-11中"	"YANG XIAN JIANG BA BAI LUO BU"	"陕西农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"极早"	"耐寒热强"	"--"	"洋县江坝白萝卜"	"--"	"长圆锥"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"多"	"平展"	"--"	"--"	"175"	"--"	"脆嫩"	"陕西洋县"	"--"	"--"	"--"	"Ⅱ1A0202"	"V01A0961"	"Cruciferae(十字花科)"	"生熟食"	"2000"	"白"	"--"	"白"	"50"
"95"	"强"	"S11-8"	"--"	"上海"	"--"	"白"	"花叶"	"--"	"甜"	"(8-9)-(10-12)"	"TONG ZI LUO BU"	"上海农科院园艺所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"中"	"强"	"--"	"筒子萝卜"	"--"	"短圆锥"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"多"	"直立"	"--"	"--"	"1180"	"--"	"脆嫩"	"上海上海县"	"--"	"--"	"--"	"Ⅱ1A0061"	"V01A0978"	"Cruciferae(十字花科)"	"熟食"	"4000"	"白"	"--"	"白"	"73"
"96"	"--"	"1A-002"	"--"	"天津"	"--"	"绿"	"花叶"	"--"	"甜"	"8上-10下"	"GE GU QING (WEI QING )"	"天津农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"绿"	"--"	"--"	"晚"	"--"	"--"	"葛沽青(卫青)"	"--"	"短圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"强"	"中"	"直立"	"--"	"--"	"1100"	"--"	"脆嫩"	"天津南郊区"	"--"	"--"	"--"	"Ⅱ1A0003"	"V01A0986"	"Cruciferae(十字花科)"	"生熟食腌制"	"3500"	"白"	"--"	"--"	"80"
"97"	"--"	"1A-018"	"--"	"天津"	"--"	"粉红"	"板叶"	"--"	"--"	"3中-5中"	"XIAO WU YING"	"天津农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"早"	"--"	"--"	"小五缨"	"--"	"圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"差"	"中"	"半直立"	"--"	"--"	"100"	"--"	"脆嫩"	"天津南郊区"	"--"	"--"	"--"	"Ⅱ1A0010"	"V01A0988"	"Cruciferae(十字花科)"	"生熟食腌制"	"1750"	"--"	"--"	"白"	"70"
"98"	"--"	"1A-007"	"--"	"天津"	"--"	"绿"	"花叶"	"--"	"稍辣"	"8上-10中"	"LU BA FEN"	"天津农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"绿"	"--"	"--"	"中晚"	"强"	"--"	"露八分"	"--"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"强"	"多"	"半直立"	"--"	"--"	"1500"	"--"	"脆嫩"	"天津武清县"	"--"	"--"	"--"	"Ⅱ1A0677"	"V01A0993"	"Cruciferae(十字花科)"	"生熟食腌制"	"2500"	"--"	"--"	"--"	"90"
"99"	"--"	"1A-022"	"--"	"天津"	"--"	"绿"	"花叶"	"--"	"甜"	"8上-10中"	"XIN LI MEI"	"天津农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"红"	"--"	"--"	"中晚"	"--"	"--"	"心里美"	"--"	"矮圆台"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"多"	"半直立"	"--"	"--"	"400"	"--"	"脆嫩"	"天津西郊引自北京"	"--"	"--"	"--"	"Ⅱ1A0002"	"V01A0997"	"Cruciferae(十字花科)"	"生食"	"3500"	"--"	"--"	"紫"	"75"
"100"	"强"	"82-67"	"--"	"新疆"	"--"	"绿"	"花叶"	"--"	"甜"	"7中-10中"	"HA MI DONG QING LUO BU"	"新疆农科院园艺所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"浅绿"	"--"	"--"	"晚"	"耐热中"	"--"	"哈密冬青萝卜"	"--"	"短圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"多"	"直立"	"--"	"--"	"800"	"--"	"脆嫩"	"新疆哈密市"	"--"	"--"	"--"	"Ⅱ1A0589"	"V01A1006"	"Cruciferae(十字花科)"	"生熟食"	"--"	"白"	"--"	"白"	"90"
"101"	"强"	"60-4(1)"	"--"	"新疆"	"折产"	"紫红"	"花叶"	"--"	"稍辣"	"4上-5下"	"SHUI LUO BU"	"新疆农科院园艺所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"早"	"强"	"--"	"水萝卜"	"--"	"近圆"	"Raphanus sativus L.(萝卜)"	"--"	"差"	"少"	"直立"	"--"	"--"	"300"	"--"	"艮硬"	"新疆伊犁地区"	"--"	"--"	"--"	"Ⅱ1A0588"	"V01A1016"	"Cruciferae(十字花科)"	"生熟食"	"--"	"白"	"--"	"白"	"50"
"102"	"强"	"82-5"	"--"	"新疆"	"--"	"粉红"	"花叶"	"--"	"稍辣"	"4上-6上"	"LAN ZHOU HONG"	"新疆农科院园艺所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"中"	"强"	"--"	"兰州红"	"--"	"长圆锥"	"Raphanus sativus L.(萝卜)"	"--"	"强"	"多"	"半直立"	"--"	"--"	"105"	"--"	"脆嫩"	"新疆引自甘肃"	"--"	"--"	"--"	"Ⅱ1A0275"	"V01A1018"	"Cruciferae(十字花科)"	"生熟食"	"2121"	"白"	"--"	"白"	"48"
"103"	"强"	"60-136"	"--"	"新疆"	"折产"	"粉红"	"板叶"	"--"	"稍辣"	"4中-5中"	"XIN ZHA HONG"	"新疆农科院园艺所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"早"	"强"	"--"	"新闸红"	"--"	"长圆锥"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"多"	"半直立"	"--"	"--"	"80"	"--"	"脆嫩"	"新疆引自湖北"	"--"	"--"	"--"	"Ⅱ1A0587"	"V01A1019"	"Cruciferae(十字花科)"	"生熟食"	"2585"	"粉红"	"--"	"白"	"45"
"104"	"强"	"60-58"	"--"	"新疆"	"--"	"粉红"	"板叶"	"--"	"甜"	"4上-6上"	"LIU YE XIAO LUO BU"	"新疆农科院园艺所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"早"	"强"	"--"	"六叶小萝卜"	"--"	"长圆锥"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"多"	"半直立"	"--"	"--"	"110"	"--"	"脆嫩"	"新疆引自上海"	"--"	"--"	"--"	"Ⅱ1A0282"	"V01A1021"	"Cruciferae(十字花科)"	"生食"	"2767"	"粉红"	"--"	"白"	"50"
"105"	"中"	"14#"	"--"	"云南"	"--"	"浅绿"	"板叶"	"--"	"辣"	"(10下-2中)-(1上-4下)"	"CHUN ZI LUO BU"	"云南农科院园艺所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"晚"	"中"	"--"	"春籽萝卜"	"--"	"长圆锥"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"多"	"半直立"	"--"	"--"	"870"	"--"	"艮硬"	"云南个旧市"	"--"	"--"	"--"	"Ⅱ1A0911"	"V01A1027"	"Cruciferae(十字花科)"	"生熟食加工"	"4750"	"白"	"--"	"白"	"90"
"106"	"中"	"25#"	"--"	"云南"	"--"	"绿"	"花叶"	"--"	"辣"	"(7下-9上)-(10中-12下)"	"HONG LUO BU"	"云南农科院园艺所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"中"	"耐湿中"	"--"	"红萝卜"	"--"	"长圆锥"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"多"	"半直立"	"--"	"--"	"890"	"--"	"松脆"	"云南巍山县"	"--"	"--"	"--"	"Ⅱ1A1164"	"V01A1042"	"Cruciferae(十字花科)"	"生熟食加工"	"4250"	"白"	"--"	"白"	"93"
"107"	"中"	"69#"	"--"	"云南"	"--"	"白"	"花叶"	"--"	"辣"	"(7上-8中)-(9上-11下)"	"BAI LUO BU"	"云南农科院园艺所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"中"	"耐湿中"	"--"	"白萝卜"	"--"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"多"	"半直立"	"--"	"--"	"580"	"--"	"松脆"	"云南永胜县"	"--"	"--"	"--"	"Ⅱ1A1170"	"V01A1047"	"Cruciferae(十字花科)"	"生熟食加工"	"3500"	"白"	"--"	"白"	"93"
"108"	"抗蚜虫弱"	"02002"	"--"	"浙江"	"品质上"	"白"	"板叶"	"--"	"稍辣"	"(5上-8上)-(8-10)"	"YUAN LUO BU"	"浙江农科院园艺所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"早"	"强"	"--"	"圆萝卜"	"--"	"卵圆"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"中"	"半直立"	"--"	"--"	"100"	"--"	"脆嫩"	"浙江定海区"	"--"	"--"	"--"	"Ⅱ1A0565"	"V01A1049"	"Cruciferae(十字花科)"	"熟食"	"1500"	"白"	"--"	"白"	"60"
"109"	"中"	"01009"	"--"	"浙江"	"品质上"	"白"	"花叶"	"--"	"甜"	"6上-8中"	"BAI SHI LUO BU"	"浙江农科院园艺所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"中早"	"强"	"--"	"白石萝卜"	"--"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"差"	"多"	"直立"	"--"	"--"	"250"	"--"	"脆嫩"	"浙江临海市"	"--"	"--"	"--"	"Ⅱ1A0048"	"V01A1064"	"Cruciferae(十字花科)"	"生熟食"	"2000"	"白"	"--"	"白"	"65"
"110"	"中"	"01043"	"--"	"浙江"	"品质中"	"白"	"花叶"	"--"	"中辣"	"8下-11中下"	"DENG PAO BAI LUO BU"	"浙江农科院园艺所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"中"	"中"	"--"	"灯炮白萝卜"	"--"	"卵圆"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"中"	"直立"	"--"	"--"	"629"	"--"	"致密"	"浙江桐乡县"	"--"	"--"	"--"	"Ⅱ1A0180"	"V01A1076"	"Cruciferae(十字花科)"	"熟食加工"	"3000"	"白"	"--"	"白"	"80"
"111"	"中"	"01038"	"--"	"浙江"	"品质上"	"白"	"板叶"	"--"	"稍辣"	"8下-11下"	"XIAN JU LUO BU"	"浙江农科院园艺所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"中晚"	"强"	"--"	"仙居萝卜"	"--"	"短圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"多"	"半直立"	"--"	"--"	"375"	"--"	"致密"	"浙江仙居县"	"--"	"--"	"--"	"Ⅱ1A0902"	"V01A1079"	"Cruciferae(十字花科)"	"熟食腌制"	"2250"	"白"	"--"	"白"	"85"
"112"	"中"	"01047"	"--"	"浙江"	"--"	"白"	"板叶"	"--"	"甜"	"8下-11下"	"XIAN JU YUAN LUO BU"	"浙江农科院园艺所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"晚"	"强"	"--"	"仙居圆萝卜"	"--"	"圆球"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"多"	"半直立"	"--"	"--"	"375"	"--"	"脆嫩"	"浙江仙居县"	"--"	"--"	"--"	"Ⅱ1A0557"	"V01A1081"	"Cruciferae(十字花科)"	"熟食"	"2000"	"白"	"--"	"白"	"90"
"113"	"--"	"Ⅲ0101015"	"--"	"湖北"	"--"	"白绿"	"板叶"	"脆嫩"	"--"	"--"	"--"	"华中农业大学"	"7"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"15"	"--"	"白"	"5"	"11-1"	"中早"	"--"	"--"	"早萝卜"	"--"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"差"	"中"	"半直立"	"--"	"--"	"170"	"7-10"	"--"	"湖北竹溪县"	"--"	"--"	"--"	"--"	"V01A1598"	"Cruciferae(十字花科)"	"熟食"	"--"	"白"	"--"	"--"	"--"
"114"	"--"	"Ⅲ0101083"	"中"	"湖北"	"--"	"白"	"板叶"	"艮硬"	"--"	"--"	"--"	"华中农业大学"	"6"	"9.5"	"Raphanus(萝卜属)"	"长卵圆"	"--"	"15"	"--"	"白"	"8"	"--"	"早"	"--"	"6"	"白萝卜"	"中"	"长弯筒"	"Raphanus sativus L.(萝卜)"	"绿"	"中"	"--"	"半开展"	"--"	"中"	"390"	"--"	"致密"	"湖北宜昌市"	"6"	"--"	"--"	"--"	"V01A1600"	"Cruciferae(十字花科)"	"熟食"	"--"	"白"	"7"	"--"	"--"
"115"	"--"	"Ⅲ0101194"	"中"	"湖北"	"--"	"白绿"	"花叶"	"粗松"	"辣"	"--"	"--"	"华中农业大学"	"--"	"8.9"	"Raphanus(萝卜属)"	"长卵圆"	"--"	"--"	"中"	"浅绿"	"--"	"11-12"	"中晚"	"--"	"--"	"炮弹萝卜"	"--"	"炮弹"	"Raphanus sativus L.(萝卜)"	"浅绿"	"中"	"少"	"半直立"	"浅裂"	"--"	"500"	"8-9"	"致密"	"湖北房县"	"--"	"中"	"浅绿"	"--"	"V01A1602"	"Cruciferae(十字花科)"	"熟食"	"3200"	"白"	"--"	"--"	"--"
"116"	"--"	"Ⅲ0101108"	"中"	"湖北"	"--"	"浅绿"	"板叶"	"细面"	"稍辣"	"--"	"--"	"华中农业大学"	"8"	"10.2"	"Raphanus(萝卜属)"	"长卵圆"	"--"	"12"	"中"	"白"	"5"	"--"	"早"	"--"	"31"	"白皮萝卜"	"弱"	"短圆筒"	"Raphanus sativus L.(萝卜)"	"浅绿"	"差"	"中"	"半直立"	"无裂"	"中"	"410"	"--"	"疏松"	"湖北咸丰县"	"0"	"强"	"浅绿"	"--"	"V01A1608"	"Cruciferae(十字花科)"	"熟食"	"--"	"白"	"8"	"--"	"--"
"117"	"--"	"Ⅲ0101170"	"少"	"四川"	"--"	"白绿"	"板叶"	"艮硬"	"--"	"--"	"--"	"华中农业大学"	"9"	"11.2"	"Raphanus(萝卜属)"	"长卵圆"	"--"	"19"	"弱"	"白"	"5"	"--"	"早"	"--"	"32"	"白萝卜"	"弱"	"短圆筒"	"Raphanus sativus L.(萝卜)"	"绿"	"中"	"中"	"半直立"	"无裂"	"中"	"440"	"--"	"致密"	"四川巫溪县"	"0"	"强"	"浅绿"	"--"	"V01A1616"	"Cruciferae(十字花科)"	"熟食"	"--"	"白"	"9"	"--"	"--"
"118"	"--"	"Ⅲ0101191"	"中"	"湖北"	"--"	"浅绿"	"花叶"	"艮硬"	"稍辣"	"--"	"--"	"华中农业大学"	"5"	"9.8"	"Raphanus(萝卜属)"	"长椭圆"	"--"	"15"	"中"	"浅绿"	"8"	"11-12"	"中"	"--"	"--"	"青白萝卜"	"--"	"长圆锥"	"Raphanus sativus L.(萝卜)"	"绿"	"中"	"--"	"半开展"	"浅裂"	"中"	"750"	"8-9"	"致密"	"湖北房县"	"7-9"	"中"	"浅绿"	"--"	"V01A1622"	"Cruciferae(十字花科)"	"熟食"	"3000"	"白"	"--"	"--"	"--"
"119"	"--"	"Ⅲ0101043"	"--"	"湖北"	"--"	"红"	"板叶"	"脆嫩"	"--"	"--"	"--"	"华中农业大学"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"早"	"--"	"--"	"红皮萝卜"	"--"	"卵圆"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"多"	"半直立"	"--"	"--"	"--"	"8"	"致密"	"湖北兴山县"	"--"	"--"	"--"	"--"	"V01A1624"	"Cruciferae(十字花科)"	"熟食"	"--"	"粉红"	"--"	"--"	"--"
"120"	"--"	"Ⅲ0101161"	"中"	"四川"	"--"	"白"	"板叶"	"--"	"--"	"--"	"--"	"华中农业大学"	"9"	"10.0"	"Raphanus(萝卜属)"	"长卵圆"	"--"	"10"	"中"	"白"	"5"	"--"	"中早"	"--"	"50"	"梅子萝卜"	"弱"	"长弯筒"	"Raphanus sativus L.(萝卜)"	"浅绿"	"差"	"中"	"半直立"	"浅裂"	"弱"	"170"	"--"	"疏松"	"四川奉节县"	"6"	"中"	"--"	"--"	"V01A1627"	"Cruciferae(十字花科)"	"干制"	"--"	"白"	"6"	"--"	"--"
"121"	"--"	"Ⅲ0101099"	"--"	"湖北"	"--"	"白"	"板叶"	"--"	"--"	"--"	"--"	"华中农业大学"	"7"	"9.9"	"Raphanus(萝卜属)"	"长卵圆"	"--"	"20"	"--"	"白"	"9"	"--"	"--"	"--"	"36"	"元堡萝卜"	"--"	"长弯筒"	"Raphanus sativus L.(萝卜)"	"绿"	"--"	"中"	"半开展"	"浅裂"	"--"	"250"	"--"	"致密"	"湖北利川市"	"6"	"--"	"--"	"--"	"V01A1631"	"Cruciferae(十字花科)"	"--"	"--"	"白"	"14"	"--"	"--"
"122"	"强"	"Ⅲ0101025"	"多"	"湖北"	"--"	"浅绿"	"花叶"	"粗松"	"--"	"--"	"--"	"华中农业大学"	"6"	"--"	"Raphanus(萝卜属)"	"长椭圆"	"中"	"15"	"中"	"白"	"6"	"11"	"中"	"--"	"40"	"系马桩"	"中"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"绿"	"中"	"--"	"半直立"	"全裂"	"中"	"514"	"9"	"疏松"	"湖北神农架林区"	"7-8"	"中"	"浅绿"	"--"	"V01A1634"	"Cruciferae(十字花科)"	"熟食"	"2800"	"白"	"14"	"--"	"--"
"123"	"--"	"Ⅲ0101186"	"--"	"湖北"	"--"	"红"	"花叶"	"脆嫩"	"--"	"--"	"--"	"华中农业大学"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"10"	"中早"	"--"	"--"	"小萝卜"	"--"	"近圆"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"多"	"半直立"	"--"	"--"	"--"	"8"	"致密"	"湖北利川市"	"--"	"--"	"--"	"--"	"V01A1636"	"Cruciferae(十字花科)"	"生食"	"--"	"粉红"	"--"	"--"	"--"
"124"	"--"	"Ⅲ0101019-1"	"中"	"湖北"	"--"	"红"	"板叶"	"细面"	"稍辣"	"--"	"--"	"华中农业大学"	"4"	"6.7"	"Raphanus(萝卜属)"	"长卵圆"	"--"	"7"	"中"	"白"	"6"	"10-11"	"中"	"--"	"--"	"圆萝卜"	"--"	"近圆"	"Raphanus sativus L.(萝卜)"	"浅绿"	"--"	"中"	"半直立"	"--"	"--"	"120"	"8-9"	"致密"	"湖北竹溪县"	"--"	"中"	"浅紫"	"--"	"V01A1642"	"Cruciferae(十字花科)"	"熟食"	"2500"	"粉红"	"--"	"--"	"--"
"125"	"--"	"Ⅲ0101054"	"少"	"湖北"	"--"	"红"	"板叶"	"--"	"--"	"--"	"--"	"华中农业大学"	"5"	"8.1"	"Raphanus(萝卜属)"	"长卵圆"	"--"	"7"	"--"	"白"	"6"	"12上"	"--"	"--"	"17"	"红萝卜"	"--"	"近圆"	"Raphanus sativus L.(萝卜)"	"浅绿"	"--"	"中"	"半直立"	"无裂"	"--"	"42"	"10中"	"致密"	"湖北兴山县"	"--"	"--"	"红"	"--"	"V01A1643"	"Cruciferae(十字花科)"	"熟食"	"1000"	"粉红"	"13"	"--"	"--"
"126"	"--"	"Ⅲ0101048"	"中"	"湖北"	"--"	"红"	"板叶"	"细面"	"稍辣"	"--"	"--"	"华中农业大学"	"--"	"10.3"	"Raphanus(萝卜属)"	"长卵圆"	"--"	"--"	"--"	"白"	"--"	"--"	"早"	"--"	"34"	"早萝卜"	"--"	"短圆锥"	"Raphanus sativus L.(萝卜)"	"绿"	"差"	"中"	"半直立"	"浅裂"	"--"	"--"	"8"	"致密"	"湖北神农架林区"	"1"	"--"	"红"	"--"	"V01A1646"	"Cruciferae(十字花科)"	"熟食"	"--"	"粉红"	"13"	"--"	"--"
"127"	"--"	"Ⅲ0101183"	"中"	"四川"	"--"	"白绿"	"花叶"	"粗松"	"稍辣"	"--"	"--"	"华中农业大学"	"6"	"9.8"	"Raphanus(萝卜属)"	"长卵圆"	"--"	"14"	"中"	"白"	"5"	"--"	"中早"	"--"	"34"	"白萝卜"	"弱"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"绿"	"中"	"--"	"半直立"	"深裂"	"中"	"450"	"--"	"疏松"	"四川巫山县"	"7"	"强"	"绿"	"--"	"V01A1648"	"Cruciferae(十字花科)"	"熟食"	"--"	"白"	"11"	"--"	"--"
