"id"	"蛋氨酸"	"科名"	"孢囊等级3"	"品种名称"	"病毒指数"	"脐色"	"锈病等级"	"熟期抗旱性"	"苗期抗冷"	"油酸"	"生育月份"	"产地来源"	"类型"	"硬脂酸"	"生育日数"	"胰酶抑制剂"	"译名"	"孢囊等级1"	"省"	"亚油酸"	"东经"	"百粒重"	"软脂酸"	"统一编号"	"平均孢囊5"	"学名"	"粒形"	"孢囊等级5"	"胱氨酸"	"平均孢囊1"	"孢囊等级2"	"花色"	"粗脂肪"	"锈病抗病性"	"粗蛋白"	"结荚习性"	"北纬"	"芽期抗旱性"	"平均孢囊3"	"库编号"	"生长习性"	"保存单位"	"孢囊指数3"	"区"	"锈病反应型"	"芽期抗冷"	"叶形"	"粒色"	"备注"	"孢囊等级4"	"苗期抗盐性"	"子叶色"	"病毒等级"	"样品类型"	"属名"	"茸毛色"	"高程"	"平均孢囊4"	"株高"	"芽期抗盐性"	"平均孢囊2"	"亚麻酸"
"2909"	"--"	"Leguminosae(豆科)"	"5"	"磨石大豆"	"48.20"	"褐"	"--"	"4"	"--"	"--"	"6/中-10/上"	"山东昌邑"	"夏"	"--"	"113"	"+"	"MO SHI DA DOU"	"3"	"山东"	"--"	"11925"	"8.4"	"--"	"ZDD10081"	"--"	"Glycine max L. Merrill(大豆)"	"扁椭"	"--"	"--"	"8.70"	"--"	"紫"	"16.4"	"--"	"42.5"	"无"	"3650"	"3"	"17.00"	"I2A06377"	"蔓生"	"山东省农科院(7247)"	"--"	"黄淮夏大豆"	"--"	"--"	"卵圆"	"虎斑"	"--"	"7"	"4"	"黄"	"7"	"地方"	"Glycine(大豆属)"	"棕"	"9"	"42.80"	"125.0"	"3"	"--"	"--"
"2910"	"--"	"Leguminosae(豆科)"	"5"	"业高选变异株"	"69.30"	"褐"	"--"	"4"	"--"	"--"	"6/中-10/上"	"山东沂南"	"夏"	"--"	"110"	"+"	"YE GAO XUAN BIAN YI ZHU"	"5"	"山东"	"--"	"11829"	"13.6"	"--"	"ZDD10083"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"14.70"	"--"	"紫"	"17.6"	"--"	"43.0"	"无"	"3533"	"4"	"30.00"	"I2A06379"	"直立"	"山东省农科院(7245)"	"--"	"黄淮夏大豆"	"--"	"--"	"卵圆"	"虎斑"	"--"	"7"	"5"	"黄"	"7"	"地方"	"Glycine(大豆属)"	"棕"	"115"	"58.80"	"98.0"	"5"	"--"	"--"
"2911"	"--"	"Leguminosae(豆科)"	"3"	"早丰一号"	"25.00"	"褐"	"5"	"--"	"--"	"--"	"6/中-9/下"	"河南郑州"	"夏"	"--"	"100"	"+"	"ZAO FENG YI HAO"	"7"	"河南"	"--"	"11338"	"12.0"	"--"	"ZDD10084"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"50.00"	"--"	"白"	"18.8"	"332"	"43.2"	"有"	"3447"	"--"	"6.00"	"I2A14521"	"直立"	"河南省农科院(477)"	"--"	"黄淮夏大豆"	"--"	"--"	"椭圆"	"淡黄"	"--"	"3"	"4"	"黄"	"3"	"地方"	"Glycine(大豆属)"	"灰"	"100"	"4.00"	"80.0"	"5"	"--"	"--"
"2912"	"1.2"	"Leguminosae(豆科)"	"3"	"郑州135"	"25.00"	"褐"	"5"	"--"	"--"	"--"	"6/中-9/下"	"河南农科院有性杂交育成"	"夏"	"--"	"96"	"+"	"ZHENG ZHOU 135"	"5"	"河南"	"--"	"11338"	"15.4"	"--"	"ZDD10085"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"1.6"	"30.00"	"--"	"紫"	"19.4"	"332"	"42.2"	"有"	"3447"	"--"	"8.20"	"I2A14522"	"直立"	"河南省农科院(478)"	"--"	"黄淮夏大豆"	"--"	"--"	"椭圆"	"黄"	"--"	"3"	"3"	"黄"	"3"	"选育"	"Glycine(大豆属)"	"灰"	"100"	"4.10"	"58.3"	"5"	"--"	"--"
"2913"	"--"	"Leguminosae(豆科)"	"3"	"郑州126"	"28.95"	"褐"	"5"	"--"	"--"	"--"	"6/中-9/下"	"河南农科院有性杂交育成"	"夏"	"--"	"96"	"+"	"ZHENG ZHOU 126"	"3"	"河南"	"--"	"11338"	"16.0"	"--"	"ZDD10086"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"7.90"	"--"	"紫"	"19.7"	"332"	"42.4"	"有"	"3447"	"--"	"6.40"	"I2A14523"	"直立"	"河南省农科院(479)"	"--"	"黄淮夏大豆"	"--"	"--"	"椭圆"	"淡黄"	"--"	"5"	"3"	"黄"	"5"	"选育"	"Glycine(大豆属)"	"灰"	"100"	"27.40"	"65.0"	"5"	"--"	"--"
"2914"	"1.2"	"Leguminosae(豆科)"	"5"	"予豆一号"	"27.50"	"褐"	"5"	"--"	"--"	"--"	"6/中-9/下"	"延津县农技站系统选育而成"	"夏"	"--"	"102"	"+"	"YU DOU YI HAO"	"7"	"河南"	"--"	"11411"	"16.5"	"--"	"ZDD10088"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"1.5"	"50.00"	"--"	"白"	"19.9"	"332"	"44.3"	"有"	"3508"	"--"	"26.60"	"I2A14525"	"直立"	"河南省农科院(481)"	"--"	"黄淮夏大豆"	"--"	"--"	"椭圆"	"淡黄"	"--"	"5"	"3"	"黄"	"5"	"选育"	"Glycine(大豆属)"	"灰"	"73"	"17.70"	"78.4"	"4"	"--"	"--"
"2915"	"1.1"	"Leguminosae(豆科)"	"5"	"中牟80-7"	"50.00"	"褐"	"5"	"--"	"--"	"--"	"6/中-9/下"	"郑州市中牟分所有性杂交育成"	"夏"	"--"	"102"	"+"	"ZHONG MOU 80-7"	"7"	"河南"	"--"	"11338"	"19.0"	"--"	"ZDD10091"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"1.4"	"32.00"	"--"	"紫"	"20.5"	"332"	"42.3"	"有"	"3447"	"--"	"18.80"	"I2A14528"	"直立"	"河南省农科院(484)"	"--"	"黄淮夏大豆"	"--"	"--"	"椭圆"	"淡黄"	"--"	"5"	"--"	"黄"	"7"	"选育"	"Glycine(大豆属)"	"灰"	"100"	"17.40"	"74.7"	"--"	"--"	"--"
"2916"	"--"	"Leguminosae(豆科)"	"5"	"郑79119-6"	"50.00"	"褐"	"5"	"--"	"--"	"--"	"6/中-9/下"	"河南农科院有性杂交育成"	"夏"	"--"	"105"	"+"	"ZHENG 79119-6"	"3"	"河南"	"--"	"11338"	"24.7"	"--"	"ZDD10092"	"--"	"Glycine max L. Merrill(大豆)"	"扁圆"	"--"	"--"	"10.00"	"--"	"紫"	"19.3"	"322"	"43.3"	"有"	"3447"	"--"	"10.60"	"I2A14529"	"直立"	"河南省农科院(485)"	"--"	"黄淮夏大豆"	"S-L"	"--"	"椭圆"	"淡黄"	"--"	"7"	"--"	"黄"	"7"	"选育"	"Glycine(大豆属)"	"灰"	"100"	"45.30"	"60.7"	"--"	"--"	"--"
"2917"	"--"	"Leguminosae(豆科)"	"5"	"兰考黄豆"	"25.00"	"褐"	"5"	"--"	"--"	"--"	"6/中-9/下"	"河南兰考"	"夏"	"--"	"107"	"+"	"LAN KAO HUANG DOU"	"7"	"河南"	"--"	"11448"	"17.5"	"--"	"ZDD10097"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"50.00"	"--"	"白"	"20.0"	"332"	"41.5"	"有"	"3449"	"--"	"14.00"	"I2A14534"	"直立"	"河南省农科院(490)"	"--"	"黄淮夏大豆"	"--"	"--"	"椭圆"	"黄"	"--"	"3"	"--"	"黄"	"3"	"地方"	"Glycine(大豆属)"	"灰"	"66"	"9.30"	"85.7"	"--"	"--"	"--"
"2918"	"--"	"Leguminosae(豆科)"	"5"	"郑80024-10"	"31.58"	"褐"	"5"	"--"	"--"	"--"	"6/中-9/下"	"河南农科院有性杂交育成"	"夏"	"--"	"105"	"+"	"ZHENG 80024-10"	"7"	"河南"	"--"	"11338"	"21.2"	"--"	"ZDD10098"	"--"	"Glycine max L. Merrill(大豆)"	"扁圆"	"--"	"--"	"50.00"	"--"	"紫"	"19.8"	"332"	"42.8"	"有"	"3447"	"--"	"16.00"	"I2A14535"	"直立"	"河南省农科院(491)"	"--"	"黄淮夏大豆"	"--"	"--"	"椭圆"	"黄"	"--"	"3"	"--"	"黄"	"5"	"选育"	"Glycine(大豆属)"	"灰"	"100"	"3.40"	"83.6"	"--"	"--"	"--"
"2919"	"--"	"Leguminosae(豆科)"	"3"	"勤俭六号"	"29.17"	"褐"	"5"	"--"	"--"	"--"	"6/中-9/下"	"阳试验站系统选育而成"	"夏"	"--"	"98"	"+"	"QIN JIAN LIU HAO"	"5"	"河南"	"--"	"11501"	"14.9"	"--"	"ZDD10104"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"26.00"	"--"	"紫"	"19.5"	"332"	"44.2"	"有"	"3542"	"--"	"7.80"	"I2A14541"	"直立"	"河南省农科院(497)"	"--"	"黄淮夏大豆"	"--"	"--"	"椭圆"	"白黄"	"--"	"5"	"--"	"黄"	"5"	"选育"	"Glycine(大豆属)"	"灰"	"50"	"13.10"	"84.4"	"--"	"--"	"--"
"2920"	"--"	"Leguminosae(豆科)"	"3"	"商4212"	"30.68"	"褐"	"5"	"--"	"--"	"--"	"6/中-9/下"	"商丘地区农科所系统选育而成"	"夏"	"--"	"102"	"+"	"SHANG 4212"	"3"	"河南"	"--"	"11548"	"14.3"	"--"	"ZDD10105"	"--"	"Glycine max L. Merrill(大豆)"	"扁圆"	"--"	"--"	"5.00"	"--"	"紫"	"21.3"	"332"	"41.4"	"亚"	"3427"	"--"	"4.30"	"I2A14542"	"半直"	"河南省农科院(498)"	"--"	"黄淮夏大豆"	"--"	"--"	"椭圆"	"淡黄"	"--"	"5"	"--"	"黄"	"5"	"选育"	"Glycine(大豆属)"	"灰"	"49"	"19.20"	"133.7"	"--"	"--"	"--"
"2921"	"--"	"Leguminosae(豆科)"	"5"	"正阳豆"	"26.32"	"褐"	"7"	"--"	"--"	"--"	"6/中-9/下"	"正阳县原种场选育"	"夏"	"--"	"100"	"+"	"ZHENG YANG DOU"	"5"	"河南"	"--"	"11418"	"18.0"	"--"	"ZDD10112"	"--"	"Glycine max L. Merrill(大豆)"	"扁圆"	"--"	"--"	"13.00"	"--"	"紫"	"19.6"	"342"	"43.9"	"有"	"3237"	"--"	"18.30"	"I2A14549"	"直立"	"河南省农科院(505)"	"--"	"黄淮夏大豆"	"--"	"--"	"椭圆"	"淡黄"	"--"	"5"	"--"	"黄"	"5"	"选育"	"Glycine(大豆属)"	"灰"	"80"	"17.60"	"73.6"	"--"	"--"	"--"
"2922"	"--"	"Leguminosae(豆科)"	"5"	"郑7333"	"25.00"	"黄"	"5"	"--"	"--"	"--"	"6/中-9/下"	"河南农科院有性杂交育成"	"夏"	"--"	"104"	"+"	"ZHENG 7333"	"3"	"河南"	"--"	"11338"	"20.0"	"--"	"ZDD10115"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"8.00"	"--"	"白"	"19.1"	"332"	"43.0"	"有"	"3447"	"--"	"22.60"	"I2A14552"	"直立"	"河南省农科院(508)"	"--"	"黄淮夏大豆"	"--"	"--"	"椭圆"	"淡黄"	"--"	"5"	"4"	"黄"	"3"	"选育"	"Glycine(大豆属)"	"灰"	"100"	"17.70"	"87.0"	"5"	"--"	"--"
"2923"	"--"	"Leguminosae(豆科)"	"5"	"郑74025"	"32.81"	"黑"	"5"	"--"	"--"	"--"	"6/中-9/下"	"河南农科院有性杂交育成"	"夏"	"--"	"109"	"+"	"ZHENG 74025"	"7"	"河南"	"--"	"11338"	"15.6"	"--"	"ZDD10116"	"--"	"Glycine max L. Merrill(大豆)"	"圆"	"--"	"--"	"50.00"	"--"	"白"	"21.4"	"332"	"41.6"	"有"	"3447"	"--"	"15.00"	"I2A14553"	"直立"	"河南省农科院(509)"	"--"	"黄淮夏大豆"	"--"	"--"	"椭圆"	"淡黄"	"--"	"5"	"--"	"黄"	"5"	"选育"	"Glycine(大豆属)"	"棕"	"100"	"15.50"	"102.0"	"--"	"--"	"--"
"2924"	"--"	"Leguminosae(豆科)"	"5"	"周7327-118"	"28.75"	"黑"	"7"	"--"	"--"	"--"	"6/中-10/上"	"周口地区农科所有性杂交育成"	"夏"	"--"	"115"	"+"	"ZHOU 7327-118"	"7"	"河南"	"--"	"11438"	"15.5"	"--"	"ZDD10118"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"50.00"	"--"	"紫"	"19.9"	"342"	"41.0"	"有"	"3338"	"--"	"13.20"	"I2A14555"	"直立"	"河南省农科院(511)"	"--"	"黄淮夏大豆"	"--"	"--"	"椭圆"	"黄"	"--"	"5"	"--"	"黄"	"5"	"选育"	"Glycine(大豆属)"	"灰"	"50"	"12.20"	"99.5"	"--"	"--"	"--"
"2925"	"1.1"	"Leguminosae(豆科)"	"5"	"周7502"	"34.38"	"褐"	"5"	"--"	"--"	"--"	"6/中-9/下"	"周口地区农科所有性杂交育成"	"夏"	"--"	"102"	"+"	"ZHOU 7502"	"7"	"河南"	"--"	"11438"	"15.1"	"--"	"ZDD10122"	"--"	"Glycine max L. Merrill(大豆)"	"扁圆"	"--"	"1.5"	"50.00"	"--"	"白"	"20.2"	"332"	"41.9"	"有"	"3338"	"--"	"16.40"	"I2A14559"	"直立"	"河南省农科院(515)"	"--"	"黄淮夏大豆"	"--"	"--"	"椭圆"	"黄"	"--"	"3"	"--"	"黄"	"5"	"选育"	"Glycine(大豆属)"	"灰"	"50"	"9.50"	"87.0"	"--"	"--"	"--"
"2926"	"--"	"Leguminosae(豆科)"	"3"	"息科一号"	"38.89"	"褐"	"7"	"--"	"--"	"--"	"6/中-10/上"	"息县试验站系统选育而成"	"夏"	"--"	"110"	"+"	"XI KE YI HAO"	"7"	"河南"	"--"	"11444"	"14.9"	"--"	"ZDD10124"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"50.00"	"--"	"白"	"18.4"	"342"	"43.3"	"有"	"3221"	"--"	"8.80"	"I2A14561"	"直立"	"河南省农科院(517)"	"--"	"黄淮夏大豆"	"--"	"--"	"椭圆"	"绿"	"--"	"3"	"5"	"黄"	"5"	"选育"	"Glycine(大豆属)"	"灰"	"51"	"8.60"	"147.3"	"5"	"--"	"--"
"2927"	"--"	"Leguminosae(豆科)"	"5"	"郑79-003"	"45.83"	"褐"	"5"	"--"	"--"	"--"	"6/中-9/下"	"河南农科院有性杂交育成"	"夏"	"--"	"107"	"+"	"ZHENG 79-003"	"5"	"河南"	"--"	"11338"	"19.8"	"--"	"ZDD10125"	"--"	"Glycine max L. Merrill(大豆)"	"圆"	"--"	"--"	"19.00"	"--"	"紫"	"20.9"	"332"	"43.9"	"亚"	"3447"	"--"	"18.20"	"I2A14562"	"半直"	"河南省农科院(518)"	"--"	"黄淮夏大豆"	"--"	"--"	"披针"	"暗绿"	"--"	"5"	"--"	"绿"	"7"	"选育"	"Glycine(大豆属)"	"棕"	"100"	"16.30"	"126.3"	"--"	"--"	"--"
"2928"	"1.1"	"Leguminosae(豆科)"	"5"	"青76064-4"	"34.38"	"褐"	"5"	"--"	"--"	"--"	"6/中-9/下"	"河南农科院有性杂交育成"	"夏"	"--"	"104"	"+"	"QING 76064-4"	"5"	"河南"	"--"	"11338"	"23.7"	"--"	"ZDD10130"	"--"	"Glycine max L. Merrill(大豆)"	"圆"	"--"	"1.3"	"27.00"	"--"	"紫"	"20.9"	"332"	"44.4"	"亚"	"3447"	"--"	"17.40"	"I2A14565"	"直立"	"河南省农科院(523)"	"--"	"黄淮夏大豆"	"--"	"--"	"椭圆"	"淡绿"	"--"	"5"	"3"	"黄"	"5"	"选育"	"Glycine(大豆属)"	"灰"	"100"	"26.40"	"81.1"	"5"	"--"	"--"
"2929"	"--"	"Leguminosae(豆科)"	"3"	"龙门黑豆"	"33.33"	"黑"	"--"	"--"	"--"	"--"	"6/中-9/下"	"河南洛阳"	"夏"	"--"	"100"	"+"	"LONG MEN HEI DOU"	"7"	"河南"	"--"	"11226"	"9.7"	"--"	"ZDD10131"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"50.00"	"--"	"白"	"18.2"	"--"	"44.1"	"亚"	"3439"	"--"	"5.00"	"--"	"直立"	"河南省农科院(524)"	"--"	"黄淮夏大豆"	"--"	"--"	"椭圆"	"黑"	"--"	"7"	"4"	"黄"	"5"	"地方"	"Glycine(大豆属)"	"灰"	"268"	"32.40"	"49.8"	"5"	"--"	"--"
"2930"	"1.2"	"Leguminosae(豆科)"	"3"	"延药豆"	"35.29"	"黑"	"3"	"--"	"--"	"--"	"6/中-9/下"	"河南延津"	"夏"	"--"	"98"	"+"	"YAN YAO DOU"	"7"	"河南"	"--"	"11411"	"11.9"	"--"	"ZDD10132"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"1.4"	"50.00"	"--"	"白"	"18.9"	"322"	"43.4"	"亚"	"3508"	"--"	"9.00"	"I2A14566"	"直立"	"河南省农科院(525)"	"--"	"黄淮夏大豆"	"R-N"	"--"	"椭圆"	"乌黑"	"--"	"7"	"4"	"绿"	"5"	"地方"	"Glycine(大豆属)"	"棕"	"73"	"34.50"	"85.4"	"5"	"--"	"--"
"2931"	"--"	"Leguminosae(豆科)"	"5"	"白大黑豆"	"--"	"褐"	"--"	"--"	"--"	"--"	"4/下-9/中"	"陕西府谷"	"春"	"--"	"141"	"+"	"BAI DA HEI DOU"	"--"	"陕西"	"--"	"11105"	"19.0"	"--"	"ZDD10137"	"--"	"Glycine max L. Merrill(大豆)"	"圆"	"--"	"--"	"--"	"--"	"白"	"18.9"	"--"	"40.4"	"有"	"3902"	"--"	"30.00"	"I2A09334"	"直立"	"陕西省农科院(总131)"	"--"	"北方春大豆"	"--"	"--"	"椭圆"	"黄"	"--"	"5"	"--"	"黄"	"--"	"地方"	"Glycine(大豆属)"	"灰"	"825"	"16.00"	"45.8"	"--"	"--"	"--"
"2932"	"--"	"Leguminosae(豆科)"	"5"	"黄豆"	"75.00"	"褐"	"--"	"--"	"--"	"22.0"	"4/下-9/中"	"陕西定边"	"春"	"3.3"	"146"	"+"	"HUANG DOU"	"3"	"陕西"	"55.8"	"10736"	"10.3"	"10.6"	"ZDD10144"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"6.00"	"--"	"白"	"18.0"	"--"	"42.2"	"亚"	"3735"	"--"	"10.60"	"I2A09337"	"直立"	"陕西省农科院(总140)"	"--"	"北方春大豆"	"--"	"--"	"卵圆"	"黄"	"--"	"7"	"5"	"黄"	"7"	"地方"	"Glycine(大豆属)"	"灰"	"1378"	"31.00"	"57.2"	"5"	"--"	"8.3"
"2933"	"1.2"	"Leguminosae(豆科)"	"5"	"大黄豆"	"52.83"	"深褐"	"--"	"--"	"--"	"--"	"4/下-9/下"	"陕西黄龙"	"春"	"--"	"153"	"+"	"DA HUANG DOU"	"7"	"陕西"	"--"	"10949"	"20.6"	"--"	"ZDD10165"	"5.60"	"Glycine max L. Merrill(大豆)"	"椭圆"	"5"	"1.3"	"23.00"	"9"	"紫"	"18.0"	"--"	"44.9"	"有"	"3536"	"--"	"30.00"	"--"	"直立"	"陕西省农科院(总234)"	"--"	"北方春大豆"	"--"	"--"	"卵圆"	"黄"	"--"	"5"	"4"	"黄"	"7"	"地方"	"Glycine(大豆属)"	"棕"	"1097"	"16.70"	"38.3"	"4"	"30.00"	"--"
"2934"	"--"	"Leguminosae(豆科)"	"3"	"圆白豆"	"58.65"	"褐"	"--"	"--"	"--"	"--"	"4/下-10/上"	"陕西麟游"	"春"	"--"	"164"	"+"	"YUAN BAI DOU"	"5"	"陕西"	"--"	"10747"	"17.0"	"--"	"ZDD10180"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"10.50"	"--"	"白"	"19.3"	"--"	"37.8"	"亚"	"3441"	"--"	"7.20"	"I2A15541"	"直立"	"陕西省农科院(总286)"	"--"	"北方春大豆"	"--"	"--"	"卵圆"	"黄"	"--"	"7"	"5"	"黄"	"7"	"地方"	"Glycine(大豆属)"	"灰"	"1031"	"37.00"	"61.8"	"4"	"--"	"--"
"2935"	"--"	"Leguminosae(豆科)"	"5"	"水白豆"	"50.80"	"褐"	"--"	"--"	"--"	"--"	"4/下-10/上"	"陕西太白"	"春"	"--"	"168"	"+"	"SHUI BAI DOU"	"--"	"陕西"	"--"	"10719"	"15.2"	"--"	"ZDD10183"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"白"	"17.3"	"--"	"44.4"	"有"	"3406"	"--"	"13.80"	"I2A15543"	"直立"	"陕西省农科院(总294)"	"--"	"北方春大豆"	"--"	"--"	"卵圆"	"黄"	"--"	"7"	"--"	"黄"	"7"	"地方"	"Glycine(大豆属)"	"棕"	"1540"	"30.80"	"49.2"	"--"	"--"	"--"
"2936"	"--"	"Leguminosae(豆科)"	"5"	"黄豆"	"50.00"	"褐"	"--"	"--"	"--"	"--"	"4/下-9/中"	"陕西太白"	"春"	"--"	"144"	"+"	"HUANG DOU"	"7"	"陕西"	"--"	"10719"	"17.6"	"--"	"ZDD10189"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"30.00"	"--"	"紫"	"19.6"	"--"	"39.7"	"亚"	"3406"	"--"	"16.00"	"I2A09370"	"直立"	"陕西省农科院(总300)"	"--"	"北方春大豆"	"--"	"--"	"椭圆"	"黄"	"--"	"5"	"5"	"黄"	"7"	"地方"	"Glycine(大豆属)"	"灰"	"1540"	"24.20"	"51.8"	"3"	"--"	"--"
"2937"	"--"	"Leguminosae(豆科)"	"7"	"灰滚豆"	"65.00"	"褐"	"--"	"5"	"--"	"23.5"	"4/下-10/上"	"陕西永寿"	"春"	"4.8"	"167"	"+"	"HUI GUN DOU"	"5"	"陕西"	"50.6"	"10813"	"17.0"	"11.1"	"ZDD10194"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"14.70"	"--"	"白"	"16.6"	"--"	"44.7"	"亚"	"3444"	"5"	"34.00"	"I2A09373"	"直立"	"陕西省农科院(总377)"	"--"	"北方春大豆"	"--"	"--"	"卵圆"	"黄"	"--"	"7"	"5"	"黄"	"7"	"地方"	"Glycine(大豆属)"	"灰"	"993"	"44.20"	"77.3"	"4"	"--"	"10.0"
"2938"	"--"	"Leguminosae(豆科)"	"5"	"八月炸白豆"	"47.96"	"褐"	"--"	"--"	"--"	"--"	"4/下-10/上"	"陕西铜川"	"春"	"--"	"159"	"+"	"BA YUE ZHA BAI DOU"	"--"	"陕西"	"--"	"10906"	"16.2"	"--"	"ZDD10207"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"17.7"	"--"	"44.2"	"亚"	"3507"	"--"	"19.80"	"I2A15568"	"半蔓"	"陕西省农科院(总464)"	"--"	"北方春大豆"	"--"	"--"	"卵圆"	"黄"	"--"	"7"	"--"	"黄"	"7"	"地方"	"Glycine(大豆属)"	"棕"	"880"	"37.40"	"112.3"	"--"	"--"	"--"
"2939"	"--"	"Leguminosae(豆科)"	"--"	"绿大白豆"	"46.67"	"黑"	"--"	"--"	"--"	"--"	"4/下-9/中"	"陕西榆林"	"春"	"--"	"139"	"+"	"LU DA BAI DOU"	"--"	"陕西"	"--"	"10945"	"15.1"	"--"	"ZDD10217"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"20.8"	"--"	"39.8"	"有"	"3818"	"--"	"--"	"I2A17545"	"直立"	"陕西省农科院(总154)"	"--"	"北方春大豆"	"--"	"--"	"卵圆"	"绿"	"--"	"--"	"--"	"绿"	"7"	"地方"	"Glycine(大豆属)"	"棕"	"1080"	"--"	"40.7"	"--"	"--"	"--"
"2940"	"--"	"Leguminosae(豆科)"	"5"	"绿皮大豆"	"33.30"	"黑"	"--"	"--"	"--"	"23.2"	"4/下-9/下"	"陕西靖边"	"春"	"4.0"	"151"	"+"	"LU PI DA DOU"	"5"	"陕西"	"54.1"	"10848"	"22.1"	"10.5"	"ZDD10222"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"10.80"	"--"	"紫"	"17.9"	"--"	"43.9"	"无"	"3736"	"--"	"28.00"	"I2A09393"	"半直"	"陕西省农科院(总160)"	"--"	"北方春大豆"	"--"	"--"	"卵圆"	"绿"	"--"	"5"	"5"	"黄"	"5"	"地方"	"Glycine(大豆属)"	"棕"	"1340"	"18.60"	"60.7"	"5"	"--"	"8.2"
"2941"	"--"	"Leguminosae(豆科)"	"5"	"绿皮豆子"	"55.00"	"深褐"	"--"	"--"	"--"	"25.7"	"4/下-9/下"	"陕西定边"	"春"	"3.8"	"150"	"+"	"LU PI DOU ZI"	"5"	"陕西"	"51.6"	"10736"	"10.6"	"11.0"	"ZDD10223"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"17.70"	"--"	"紫"	"17.9"	"--"	"43.4"	"亚"	"3735"	"--"	"30.00"	"I2A09394"	"直立"	"陕西省农科院(总161)"	"--"	"北方春大豆"	"--"	"--"	"卵圆"	"绿"	"--"	"5"	"5"	"黄"	"7"	"地方"	"Glycine(大豆属)"	"棕"	"1378"	"28.70"	"54.9"	"3"	"--"	"7.9"
"2942"	"--"	"Leguminosae(豆科)"	"5"	"绿黑豆"	"75.00"	"褐"	"--"	"--"	"--"	"21.0"	"4/下-10/上"	"陕西绥德"	"春"	"4.9"	"162"	"+"	"LU HEI DOU"	"7"	"陕西"	"54.7"	"11013"	"14.9"	"10.7"	"ZDD10227"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"30.00"	"--"	"紫"	"17.7"	"--"	"40.9"	"无"	"3730"	"--"	"15.60"	"I2A09398"	"半直"	"陕西省农科院(总165)"	"--"	"北方春大豆"	"--"	"--"	"卵圆"	"绿"	"--"	"--"	"5"	"绿"	"7"	"地方"	"Glycine(大豆属)"	"灰"	"826"	"--"	"59.3"	"4"	"--"	"8.7"
"2943"	"--"	"Leguminosae(豆科)"	"5"	"梅豆"	"21.74"	"黑"	"--"	"--"	"--"	"--"	"4/下-10/上"	"陕西延安"	"春"	"--"	"161"	"+"	"MEI DOU"	"5"	"陕西"	"--"	"10929"	"20.8"	"--"	"ZDD10235"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"22.00"	"--"	"紫"	"18.4"	"--"	"42.4"	"无"	"3636"	"--"	"12.00"	"I2A15538"	"半直"	"陕西省农科院(总247)"	"--"	"北方春大豆"	"--"	"--"	"卵圆"	"绿"	"--"	"--"	"--"	"黄"	"3"	"地方"	"Glycine(大豆属)"	"棕"	"959"	"--"	"59.7"	"--"	"--"	"--"
"2944"	"--"	"Leguminosae(豆科)"	"5"	"绿滚豆"	"50.00"	"黑"	"--"	"--"	"--"	"25.1"	"4/下-9/下"	"陕西志丹"	"春"	"3.8"	"152"	"+"	"LU GUN DOU"	"7"	"陕西"	"52.1"	"10846"	"19.0"	"10.5"	"ZDD10237"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"30.00"	"--"	"紫"	"18.7"	"--"	"42.6"	"有"	"3652"	"--"	"30.00"	"I2A09405"	"直立"	"陕西省农科院(总249)"	"--"	"北方春大豆"	"--"	"--"	"卵圆"	"绿"	"--"	"5"	"--"	"绿"	"7"	"地方"	"Glycine(大豆属)"	"棕"	"1233"	"15.80"	"68.1"	"--"	"--"	"8.5"
