"id"	"嫩叶颜色"	"芽着生状态"	"叶脉"	"秋可溶糖"	"春担桑茧量"	"萎缩萎缩病"	"叶面粗滑"	"发芽期"	"秋公斤叶数"	"叶硬化期"	"枝条长短"	"叶缘"	"省"	"秋万茧层量"	"开叶期"	"枝态"	"统一编号"	"花叶萎缩病"	"叶厚薄"	"属名"	"春可溶糖"	"株产叶量"	"成熟期"	"发芽率"	"染色体数"	"春万头茧量"	"保存单位"	"叶尖"	"亩产叶量"	"黑枯细菌病"	"叶着生状态"	"雄穗多少"	"污叶病"	"叶背毛"	"叶面光泽"	"枝条皮色"	"椹颜色"	"花柱有无"	"叶长"	"叶缘芒刺"	"发条力"	"皮孔个"	"耐寒性"	"椹梗叶"	"叶基"	"白粉病"	"青枯病"	"科名"	"种子来源地"	"品种名称"	"副芽多少"	"耐湿性"	"叶面缩"	"节间长"	"叶形状"	"冬芽颜色"	"枝条曲直"	"秋粗蛋白"	"秋万头茧量"	"译名"	"叶面毛"	"秋担桑茧量"	"叶幅"	"椹结实性"	"学名"	"原产地"	"雄穗长度"	"褐斑病"	"冬芽形状"	"秋米条叶"	"花性"	"黄化萎缩病"	"叶色"	"椹多少"	"春万茧层量"	"枝条粗细"	"椹长度"	"叶序"	"生长芽率"	"春米条叶"	"叶柄长"	"耐旱性"	"梢梗叶"	"条梗叶"	"春公斤叶数"	"春粗蛋白"	"花叶开放序"	"实用分类"	"缩叶细菌病"	"叶梗叶"	"柱头毛或突"
"94"	"黄绿"	"尖离"	"基脉五出"	"--"	"5.824"	"中抗"	"光滑"	"4月5-9日"	"384"	"9月上旬"	"长"	"钝齿"	"国外"	"4.771"	"4月11-17日"	"直立"	"54-00045"	"--"	"厚"	"Morus(桑属)"	"--"	"4.780"	"5月中旬末"	"65.0"	"二倍体"	"25.205"	"中国农科院蚕业所"	"锐头"	"1912.0"	"中抗"	"稍下垂"	"较多"	"中抗"	"无"	"较强"	"青灰"	"--"	"--"	"19.8"	"无"	"强"	"9.0"	"较强"	"--"	"心形"	"中抗"	"--"	"Moraceae(桑科)"	"日本"	"厚叶绿"	"少"	"中"	"微泡皱"	"2.7"	"卵圆形"	"灰褐"	"直"	"--"	"21.561"	"厚叶绿"	"无"	"7.200"	"16.0"	"--"	"Morus alba Linn.(白桑)"	"日本"	"3.5"	"--"	"正三角形"	"84.0"	"雄花"	"感病"	"深绿"	"--"	"5.958"	"中粗"	"0.0"	"3/8"	"18.00"	"99.0"	"5.4"	"中"	"9.2"	"44.25"	"800"	"--"	"先花后叶"	"--"	"中抗"	"46.6"	"--"
"95"	"黄绿带紫红"	"尖离"	"--"	"--"	"6.522"	"中抗"	"光滑"	"4月2-3日"	"344"	"9月上旬"	"长"	"乳头齿,钝齿"	"国外"	"3.083"	"4月12-18日"	"直立"	"54-00048"	"--"	"较厚"	"Morus(桑属)"	"--"	"2.583"	"5月中旬初"	"87.0"	"三倍体"	"24.082"	"中国农科院蚕业所"	"尾状"	"1033.0"	"中抗"	"平伸"	"多"	"感病"	"无"	"较强"	"青灰带褐"	"--"	"--"	"17.5"	"无"	"强"	"11.0"	"较弱"	"--"	"深心形"	"中抗"	"--"	"Moraceae(桑科)"	"日本"	"桔桑"	"无"	"中"	"无缩皱"	"2.6"	"阔心脏形"	"褐"	"直"	"--"	"13.412"	"桔桑"	"无"	"5.550"	"18.0"	"强"	"Morus alba Linn.(白桑)"	"日本"	"3.0"	"--"	"正三角形"	"94.0"	"雄花"	"感病"	"深绿"	"--"	"5.732"	"中等"	"0.0"	"2/5,3/8,5/13"	"31.00"	"118.0"	"4.0"	"中"	"6.0"	"36.89"	"1020"	"--"	"先花后叶"	"--"	"中抗"	"57.1"	"--"
"96"	"黄绿带紫红"	"尖离"	"基脉五出"	"--"	"6.377"	"--"	"光滑"	"4月3-7日"	"248"	"9月中旬"	"长"	"钝齿"	"国外"	"3.712"	"4月12-19日"	"直立"	"54-00049"	"--"	"较厚"	"Morus(桑属)"	"--"	"2.910"	"5月上旬初"	"81.0"	"二倍体"	"23.569"	"中国农科院蚕业所"	"锐头"	"1164.0"	"中抗"	"稍下垂"	"--"	"中抗"	"无"	"较强"	"青灰"	"紫黑"	"无"	"18.3"	"无"	"中"	"19.0"	"较强"	"1.1"	"浅心形"	"中抗"	"--"	"Moraceae(桑科)"	"日本"	"露国野桑"	"无"	"中"	"泡皱"	"3.0"	"心脏形"	"棕褐"	"直"	"--"	"16.474"	"LU GUO YE SANG"	"无"	"6.940"	"14.1"	"强"	"Morus alba Linn.(白桑)"	"日本"	"0.0"	"--"	"三角形"	"64.0"	"雌花"	"易感"	"翠绿"	"较多"	"5.666"	"中等"	"2.0"	"2/5,3/8"	"29.00"	"121.0"	"5.0"	"中"	"7.9"	"39.01"	"900"	"--"	"先叶后花"	"--"	"--"	"52.0"	"突起"
"97"	"黄绿带紫红"	"尖离,腹离"	"基脉五出"	"--"	"6.700"	"中抗"	"微粗糙"	"4月10-14日"	"650"	"9月上旬"	"长"	"钝齿"	"国外"	"3.598"	"4月16-19日"	"卧伏"	"54-00065"	"--"	"厚"	"Morus(桑属)"	"--"	"2.130"	"5月中旬初"	"71.0"	"三倍体"	"24.750"	"中国农科院蚕业所"	"锐头"	"852.0"	"抗"	"平伸"	"较多"	"感病"	"无"	"较弱"	"灰褐"	"紫黑"	"有"	"14.8"	"无"	"中"	"7.0"	"较强"	"0.5"	"肾形,浅心形"	"感病"	"--"	"Moraceae(桑科)"	"日本"	"鹤田"	"无"	"中"	"无缩皱"	"2.7"	"长心脏形"	"棕褐"	"曲"	"--"	"15.983"	"HE TIAN"	"无"	"6.520"	"13.3"	"强"	"Morus bombycis Koidz.(山桑)"	"日本福岛"	"4.0"	"--"	"三角形"	"52.0"	"雌雄花同株"	"易感"	"深绿"	"少"	"5.551"	"细"	"2.0"	"2/5,3/8"	"38.00"	"212.0"	"4.5"	"中"	"10.0"	"27.08"	"508"	"--"	"花叶同开"	"--"	"抗"	"62.4"	"突起"
"98"	"黄绿带紫红"	"贴生"	"基脉五出"	"--"	"5.776"	"--"	"光滑"	"4月4-9日"	"440"	"9月中旬"	"长"	"钝齿"	"国外"	"4.319"	"4月11-17日"	"直立"	"54-00072"	"--"	"较厚"	"Morus(桑属)"	"--"	"2.740"	"5月中旬初"	"61.0"	"三倍体"	"24.147"	"中国农科院蚕业所"	"锐头"	"1096.0"	"中抗"	"平伸"	"多"	"中抗"	"无"	"较强"	"青灰"	"--"	"--"	"18.2"	"无"	"中"	"11.0"	"较强"	"--"	"心形"	"中抗"	"--"	"Moraceae(桑科)"	"日本"	"青叶鼠"	"较多"	"中"	"无缩皱"	"2.9"	"心脏形"	"褐"	"直"	"--"	"19.160"	"青叶鼠"	"无"	"6.530"	"14.6"	"--"	"Morus alba Linn.(白桑)"	"日本"	"3.6"	"--"	"三角形"	"102.0"	"雄花"	"感病"	"深绿"	"--"	"5.769"	"中等"	"0.0"	"3/8"	"19.00"	"158.0"	"4.5"	"中"	"12.0"	"35.21"	"788"	"--"	"先花后叶"	"--"	"中抗"	"52.8"	"--"
"99"	"黄绿带紫红"	"尖离"	"基脉五出"	"--"	"5.690"	"--"	"光滑"	"3月28-30日"	"536"	"9月中旬"	"长"	"钝齿"	"国外"	"4.142"	"4月6-14日"	"直立"	"56-00001"	"--"	"较厚"	"Morus(桑属)"	"--"	"5.875"	"5月中旬初"	"86.0"	"二倍体"	"23.479"	"中国农科院蚕业所"	"短尾状"	"2350.0"	"抗"	"平伸"	"--"	"中抗"	"无"	"较强"	"青灰"	"紫红"	"无"	"22.5"	"无"	"强"	"9.0"	"弱"	"1.4"	"浅心形"	"中抗"	"--"	"Moraceae(桑科)"	"泰国"	"N060号"	"少"	"强"	"微缩皱"	"3.6"	"长心脏形"	"褐"	"直"	"--"	"18.699"	"N060 HAO"	"无"	"6.680"	"17.0"	"强"	"Morus alba Linn.(白桑)"	"泰国"	"0.0"	"--"	"三角形"	"38.0"	"雌花"	"感病"	"翠绿"	"中"	"5.536"	"中粗"	"2.5"	"3/8"	"31.00"	"90.0"	"5.0"	"弱"	"13.6"	"48.26"	"1176"	"--"	"先叶后花"	"--"	"抗"	"36.8"	"有毛"
"100"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"56-00007"	"--"	"--"	"Morus(桑属)"	"--"	"--"	"--"	"80.0"	"--"	"--"	"中国农科院蚕业所"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"16.5"	"--"	"强"	"--"	"--"	"--"	"--"	"--"	"--"	"Moraceae(桑科)"	"--"	"昆派-1"	"--"	"--"	"--"	"5.8"	"心脏形"	"--"	"--"	"--"	"--"	"KUN PAI -1"	"--"	"--"	"14.0"	"--"	"Morus alba Linn.(白桑)"	"泰国"	"--"	"--"	"--"	"--"	"雄花"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"早生早熟"	"--"	"--"	"--"
"101"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"56-00008"	"--"	"--"	"Morus(桑属)"	"--"	"--"	"--"	"81.0"	"--"	"--"	"中国农科院蚕业所"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"21.0"	"--"	"强"	"--"	"--"	"--"	"--"	"--"	"--"	"Moraceae(桑科)"	"--"	"昆派-2"	"--"	"--"	"--"	"5.0"	"卵圆形"	"--"	"--"	"--"	"--"	"KUN PAI -2"	"--"	"--"	"15.0"	"--"	"Morus alba Linn.(白桑)"	"泰国"	"--"	"--"	"--"	"--"	"雄花"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"早生早熟"	"--"	"--"	"--"
"102"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"56-00009"	"--"	"--"	"Morus(桑属)"	"--"	"--"	"--"	"78.0"	"--"	"--"	"中国农科院蚕业所"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"18.0"	"--"	"强"	"--"	"--"	"--"	"--"	"--"	"--"	"Moraceae(桑科)"	"--"	"诺埃-1"	"--"	"--"	"--"	"3.5"	"卵圆形"	"--"	"--"	"--"	"--"	"NUO AI -1"	"--"	"--"	"13.5"	"--"	"Morus alba Linn.(白桑)"	"泰国"	"--"	"--"	"--"	"--"	"雄花"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"早生早熟"	"--"	"--"	"--"
"103"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"56-00010"	"--"	"--"	"Morus(桑属)"	"--"	"--"	"--"	"85.0"	"--"	"--"	"中国农科院蚕业所"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"19.0"	"--"	"强"	"--"	"--"	"--"	"--"	"--"	"--"	"Moraceae(桑科)"	"--"	"诺埃-2"	"--"	"--"	"--"	"5.3"	"卵圆形"	"--"	"--"	"--"	"--"	"NUO AI -2"	"--"	"--"	"14.0"	"--"	"Morus alba Linn.(白桑)"	"泰国"	"--"	"--"	"--"	"--"	"雄花"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"早生早熟"	"--"	"--"	"--"
"104"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"56-00011"	"--"	"--"	"Morus(桑属)"	"--"	"--"	"--"	"82.0"	"--"	"--"	"中国农科院蚕业所"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"17.0"	"--"	"强"	"--"	"--"	"--"	"--"	"--"	"--"	"Moraceae(桑科)"	"--"	"黑乐桑"	"--"	"--"	"--"	"3.3"	"卵圆形"	"--"	"--"	"--"	"--"	"HEI LE SANG"	"--"	"--"	"11.0"	"--"	"Morus alba Linn.(白桑)"	"泰国"	"--"	"--"	"--"	"--"	"雄花"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"早生早熟"	"--"	"--"	"--"
"105"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"56-00012"	"--"	"--"	"Morus(桑属)"	"--"	"--"	"--"	"85.0"	"--"	"--"	"中国农科院蚕业所"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"19.0"	"--"	"强"	"--"	"--"	"--"	"--"	"--"	"--"	"Moraceae(桑科)"	"--"	"暹罗桑-1"	"--"	"--"	"--"	"6.8"	"裂叶形"	"--"	"--"	"--"	"--"	"XIAN LUO SANG -1"	"--"	"--"	"15.0"	"--"	"Morus ?(暹罗桑)"	"泰国"	"--"	"--"	"--"	"--"	"雌花"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"早生早熟"	"--"	"--"	"--"
"106"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"56-00013"	"--"	"--"	"Morus(桑属)"	"--"	"--"	"--"	"84.0"	"--"	"--"	"中国农科院蚕业所"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"18.5"	"--"	"强"	"--"	"--"	"--"	"--"	"--"	"--"	"Moraceae(桑科)"	"--"	"暹罗桑-2"	"--"	"--"	"--"	"6.6"	"裂叶形"	"--"	"--"	"--"	"--"	"XIAN LUO SANG -2"	"--"	"--"	"15.5"	"--"	"Morus ?(暹罗桑)"	"泰国"	"--"	"--"	"--"	"--"	"雌花"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"早生早熟"	"--"	"--"	"--"
"107"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"56-00014"	"--"	"--"	"Morus(桑属)"	"--"	"--"	"--"	"83.0"	"--"	"--"	"中国农科院蚕业所"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"14.0"	"--"	"强"	"--"	"--"	"--"	"--"	"--"	"--"	"Moraceae(桑科)"	"--"	"暹罗桑-3"	"--"	"--"	"--"	"6.7"	"心脏形"	"--"	"--"	"--"	"--"	"XIAN LUO SANG -3"	"--"	"--"	"11.2"	"--"	"Morus ?(暹罗桑)"	"泰国"	"--"	"--"	"--"	"--"	"雄花"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"早生早熟"	"--"	"--"	"--"
"108"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"56-00015"	"--"	"--"	"Morus(桑属)"	"--"	"--"	"--"	"80.0"	"--"	"--"	"中国农科院蚕业所"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"17.0"	"--"	"强"	"--"	"--"	"--"	"--"	"--"	"--"	"Moraceae(桑科)"	"--"	"波里拉姆11"	"--"	"--"	"--"	"6.0"	"心脏形"	"--"	"--"	"--"	"--"	"BO LI LA MU 11"	"--"	"--"	"14.0"	"--"	"Morus alba Linn.(白桑)"	"泰国"	"--"	"--"	"--"	"--"	"雄花"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"早生早熟"	"--"	"--"	"--"
"109"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"56-00016"	"--"	"--"	"Morus(桑属)"	"--"	"--"	"--"	"82.0"	"--"	"--"	"中国农科院蚕业所"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"14.0"	"--"	"强"	"--"	"--"	"--"	"--"	"--"	"--"	"Moraceae(桑科)"	"--"	"波里拉姆51"	"--"	"--"	"--"	"5.8"	"心脏形"	"--"	"--"	"--"	"--"	"BO LI LA MU 51"	"--"	"--"	"12.2"	"--"	"Morus alba Linn.(白桑)"	"泰国"	"--"	"--"	"--"	"--"	"雌花"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"早生早熟"	"--"	"--"	"--"
"110"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"58-00001"	"--"	"--"	"Morus(桑属)"	"--"	"--"	"--"	"76.0"	"--"	"--"	"中国农科院蚕业所"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"19.0"	"--"	"强"	"--"	"--"	"--"	"--"	"--"	"--"	"Moraceae(桑科)"	"--"	"M1"	"--"	"--"	"--"	"4.8"	"心脏形"	"--"	"--"	"--"	"--"	"M1"	"--"	"--"	"15.5"	"--"	"Morus alba Linn.(白桑)"	"缅甸"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"早生中熟"	"--"	"--"	"--"
"111"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"58-00002"	"--"	"--"	"Morus(桑属)"	"--"	"--"	"--"	"72.0"	"--"	"--"	"中国农科院蚕业所"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"18.0"	"--"	"强"	"--"	"--"	"--"	"--"	"--"	"--"	"Moraceae(桑科)"	"--"	"M2"	"--"	"--"	"--"	"4.6"	"心脏形"	"--"	"--"	"--"	"--"	"M2"	"--"	"--"	"15.0"	"--"	"Morus alba Linn.(白桑)"	"缅甸"	"--"	"--"	"--"	"--"	"雌花"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"早生中熟"	"--"	"--"	"--"
"112"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"58-00003"	"--"	"--"	"Morus(桑属)"	"--"	"--"	"--"	"70.0"	"--"	"--"	"中国农科院蚕业所"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"16.0"	"--"	"强"	"--"	"--"	"--"	"--"	"--"	"--"	"Moraceae(桑科)"	"--"	"M3"	"--"	"--"	"--"	"2.3"	"心脏形"	"--"	"--"	"--"	"--"	"M3"	"--"	"--"	"12.5"	"--"	"Morus alba Linn.(白桑)"	"缅甸"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"早生早熟"	"--"	"--"	"--"
"113"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"58-00004"	"--"	"--"	"Morus(桑属)"	"--"	"--"	"--"	"75.0"	"--"	"--"	"中国农科院蚕业所"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"12.5"	"--"	"强"	"--"	"--"	"--"	"--"	"--"	"--"	"Moraceae(桑科)"	"--"	"M4"	"--"	"--"	"--"	"4.0"	"裂叶形"	"--"	"--"	"--"	"--"	"M4"	"--"	"--"	"11.8"	"--"	"Morus alba Linn.(白桑)"	"缅甸"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"早生早熟"	"--"	"--"	"--"
"114"	"紫红"	"--"	"基脉五出"	"12.00"	"5.330"	"--"	"光滑"	"4月1-11日"	"200"	"--"	"中"	"钝齿"	"浙江"	"3.417"	"--"	"斜生"	"10-00026"	"--"	"厚"	"Morus(桑属)"	"12.00"	"3.000"	"5月上旬初"	"73.0"	"三倍体"	"20.810"	"中国农科院蚕业所"	"长尾状"	"1500.0"	"感病"	"--"	"--"	"中抗"	"无"	"较强"	"紫褐"	"紫红"	"长"	"23.3"	"无"	"强"	"8.0"	"较弱"	"0.2"	"心形"	"中抗"	"--"	"Moraceae(桑科)"	"浙江省嵊县"	"樱桃桑"	"--"	"较强"	"微缩皱"	"3.9"	"心脏形"	"--"	"直"	"25.260"	"16.380"	"YING TAO SANG"	"无"	"5.190"	"18.0"	"弱"	"Morus mizuho Hotta.(瑞穗桑)"	"浙江省新昌县嵊县"	"--"	"--"	"--"	"114.0"	"雌花"	"易感"	"深绿"	"少"	"4.392"	"粗"	"短"	"2/5"	"22.00"	"183.0"	"4.0"	"中"	"11.3"	"40.00"	"652"	"22.76"	"先叶后花"	"--"	"--"	"48.5"	"突起"
"115"	"黄绿"	"--"	"基脉五出"	"11.50"	"6.340"	"--"	"光滑"	"4月9-13日"	"304"	"--"	"长"	"钝齿"	"浙江"	"4.018"	"--"	"斜生"	"10-00027"	"--"	"较薄"	"Morus(桑属)"	"11.00"	"3.320"	"5月中旬初"	"60.0"	"二倍体"	"23.280"	"中国农科院蚕业所"	"锐头"	"1660.0"	"易感"	"--"	"少"	"抗"	"无"	"较强"	"灰棕"	"--"	"--"	"19.7"	"无"	"强"	"10.0"	"较弱"	"--"	"截形"	"中抗"	"--"	"Moraceae(桑科)"	"浙江省余杭县"	"荷叶火桑"	"--"	"较强"	"无缩皱"	"4.1"	"心脏形"	"--"	"上部枝下垂"	"25.260"	"18.743"	"HE YE HUO SANG"	"无"	"6.450"	"15.2"	"--"	"--"	"浙江省余杭县"	"短"	"--"	"--"	"66.0"	"雌花"	"--"	"翠绿"	"--"	"5.686"	"粗"	"--"	"1/3-2/5"	"22.00"	"181.0"	"4.5"	"中"	"9.8"	"44.50"	"574"	"23.56"	"先叶后花"	"--"	"--"	"45.7"	"--"
"116"	"绿带紫红"	"--"	"基脉五出"	"12.03"	"6.800"	"--"	"光滑"	"4月8-14日"	"237"	"--"	"长"	"乳头齿"	"浙江"	"3.583"	"--"	"直立"	"10-00028"	"--"	"厚"	"Morus(桑属)"	"13.59"	"--"	"5月中旬初"	"65.0"	"二倍体"	"19.460"	"中国农科院蚕业所"	"锐头"	"--"	"感病"	"--"	"较少"	"中抗"	"无"	"强"	"紫褐"	"紫黑"	"无"	"20.0"	"无"	"中"	"9.0"	"中等"	"0.2"	"浅心形"	"抗"	"--"	"Moraceae(桑科)"	"浙江省农科院蚕桑所"	"红沦桑"	"--"	"较强"	"微缩皱"	"3.9"	"卵圆形"	"--"	"直"	"27.820"	"16.660"	"HONG LUN SANG"	"无"	"8.268"	"15.0"	"强"	"Morus multicaulis Perr.(鲁桑)"	"浙江省杭州市"	"中等"	"抗"	"--"	"116.0"	"雌雄花"	"中抗"	"墨绿"	"少"	"4.557"	"粗"	"短"	"2/5"	"--"	"106.0"	"5.7"	"中"	"5.8"	"49.00"	"--"	"25.55"	"先叶后花"	"--"	"--"	"45.0"	"突起"
"117"	"绿带紫红"	"--"	"基脉五出"	"10.00"	"5.400"	"--"	"光滑"	"3月31-4月10"	"382"	"--"	"中"	"乳头齿"	"浙江"	"3.914"	"--"	"直立"	"10-00029"	"--"	"较厚"	"Morus(桑属)"	"12.00"	"3.160"	"6月上旬初"	"73.0"	"二倍体"	"21.080"	"中国农科院蚕业所"	"锐头"	"1580.0"	"--"	"--"	"--"	"中抗"	"无"	"较强"	"青灰"	"紫黑"	"无"	"18.0"	"无"	"强"	"12.0"	"中等"	"0.3"	"浅心形"	"中抗"	"--"	"Moraceae(桑科)"	"原浙江省蚕桑试验场"	"女桑"	"--"	"较强"	"微缩皱"	"3.1"	"卵圆形"	"--"	"直"	"23.770"	"18.860"	"NU SANG"	"无"	"6.150"	"13.8"	"强"	"Morus alba Linn.(白桑)"	"浙江省杭州市"	"--"	"--"	"--"	"99.0"	"雌花"	"感病"	"深绿"	"少"	"4.590"	"中等"	"短"	"2/5"	"24.00"	"114.0"	"4.5"	"中"	"9.5"	"42.00"	"1103"	"23.56"	"先叶后花"	"--"	"--"	"48.2"	"突起"
"118"	"绿带紫红"	"--"	"基脉五出"	"14.08"	"5.054"	"--"	"光滑"	"4月13-17日?"	"270"	"--"	"长"	"乳头齿"	"浙江"	"4.552"	"--"	"斜生"	"10-00030"	"--"	"较厚"	"Morus(桑属)"	"14.48"	"2.520"	"5月中旬末"	"58.0"	"二倍体"	"--"	"中国农科院蚕业所"	"锐头"	"1260.0"	"中抗"	"--"	"无"	"--"	"无"	"强"	"灰褐"	"紫黑"	"无"	"20.5"	"无"	"中"	"10.0"	"中等"	"5.4"	"浅心形"	"中抗"	"--"	"Moraceae(桑科)"	"浙江省农科院蚕桑所"	"青干桑"	"--"	"较强"	"泡皱"	"4.0"	"长心脏形"	"--"	"微曲"	"21.860"	"19.984"	"QING GAN SANG"	"无"	"6.770"	"15.0"	"强"	"--"	"浙江省新昌县碑山上村"	"无"	"--"	"--"	"108.0"	"雌花"	"--"	"深绿"	"较少"	"4.269"	"粗"	"中等"	"2/5"	"13.00"	"101.0"	"5.5"	"中"	"7.6"	"43.00"	"534"	"23.84"	"先叶后花"	"--"	"--"	"44.0"	"突起"
"119"	"绿带紫红"	"--"	"基脉五出"	"7.66"	"3.580"	"--"	"光滑"	"4月11-17日"	"182"	"--"	"中"	"乳头齿"	"浙江"	"4.267"	"--"	"斜生"	"10-00031"	"--"	"较厚"	"Morus(桑属)"	"16.70"	"2.100"	"5月中旬出"	"59.0"	"二倍体"	"9.978"	"中国农科院蚕业所"	"锐头"	"1050.0"	"中抗"	"--"	"少"	"抗"	"无"	"强"	"灰黄"	"--"	"--"	"21.5"	"无"	"强"	"9.0"	"中等"	"--"	"深心形"	"中抗"	"--"	"Moraceae(桑科)"	"浙江省富阳县"	"富阳青"	"--"	"较强"	"微缩皱"	"3.9"	"心脏形"	"--"	"较直"	"34.730"	"18.923"	"FU YANG QING"	"无"	"5.980"	"18.0"	"--"	"Morus multicaulis Perr.(鲁桑)"	"浙江省富阳县"	"短"	"--"	"--"	"115.0"	"雄花"	"--"	"深绿"	"--"	"2.270"	"粗"	"--"	"2/5"	"13.00"	"136.0"	"4.5"	"中"	"8.6"	"44.00"	"438"	"21.90"	"花叶同开"	"--"	"--"	"47.4"	"--"
