"库编号"	"统一编号"	"品种名称"	"译名"	"科"	"属"	"拉丁学名"	"选育单位"	"方法及组合"	"单位编号"	"籼粳"	"早中晚"	"水陆"	"粘糯"	"米色"	"芒长"	"粒形状"	"粒长度"	"颖尖色"	"颖壳色"	"株高"	"出穗期"	"糙米率"	"精米率"	"垩白率"	"蛋白质"	"赖氨酸"	"总淀粉"	"直链淀粉"	"支链淀粉"	"糊化温度"	"胶稠度"	"苗瘟"	"白叶枯"	"纹枯病"	"褐稻虱"	"白背飞虱"	"芽期耐寒"	"苗期耐旱"	"耐盐"	"备注"	"省份"	"样品类型"
"I1A40707"	"ZD-00050"	"广谷占"	"GUANG GU ZHAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"海南农科所"	"广秋矮25/双曼谷"	" "	"籼"	"早"	"水"	"粘"	"白"	"无"	" "	" "	" "	" "	"100"	"中熟"	"80.43"	"72.09"	" "	"10.40"	"0.400"	"76.90"	"26.5"	"58.9"	"4.8"	"33"	" "	" "	" "	" "	" "	" "	" "	" "	"秆细,坚韧,适应性广,米质优"	"海南"	"选育"
" "	"ZD-00051"	"广马占"	"GUANG MA ZHAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"海南农科所"	"广场13/广西马尾占"	" "	"籼"	"早"	"水"	"粘"	"白"	"无"	" "	" "	" "	" "	"90"	"中熟"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"分蘖力强,适应性广"	"海南"	"选育"
"I1A40708"	"ZD-00052"	"双秋矮1号"	"SHUANG QIU AI 1 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"海南农科所"	"秋农矮6号/广秋矮25"	" "	"籼"	"晚"	"水"	"粘"	"白"	"无"	" "	" "	" "	" "	"90"	"中熟"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"株型紧凑,叶短直,米质好,易落粒"	"海南"	"选育"
"I1A40709"	"ZD-00053"	"广白矮"	"GUANG BAI AI"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"崖县农科所"	"广矮98/西洋白"	" "	"籼"	"早"	"水"	"粘"	"白"	"无"	"细长"	"中"	"秆黄"	"秆黄"	"90"	"中熟"	"79.44"	"71.20"	" "	"11.40"	"0.420"	"76.20"	"26.2"	"58.5"	"5.0"	"30"	" "	" "	" "	" "	" "	" "	" "	" "	"叶小,秆韧,适应性广"	"海南"	"选育"
" "	"ZD-00054"	"万选1号"	"WAN XUAN 1 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"万宁良种场"	"广二矮2号中选出"	" "	"籼"	"早"	"水"	"粘"	"白"	"无"	" "	" "	" "	" "	"80"	"迟"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"叶小直,分蘖力弱较耐密"	"广东"	"选育"
" "	"ZD-00055"	"广溪303"	"GUANG XI 303"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"万宁农科所"	"广溪4号"	" "	"籼"	"晚"	"水"	"粘"	"白"	"无"	" "	" "	" "	" "	"90"	"中迟"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"株型紧凑,叶片短硬"	"广东"	"选育"
"I1A40710"	"ZD-00056"	"恶珍矮"	"E ZHEN AI"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"湛江地区农科所"	"恶打矮/广择矮//珍珠矮11号"	" "	"籼"	"早"	"水"	"粘"	"白"	"无"	" "	" "	" "	" "	" "	"早中"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"叶细直,穗大粒饱"	"广东"	"选育"
" "	"ZD-00057"	"包广81"	"BAO GUANG 81"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"湛江农科所"	"包胎矮/广矮3784"	" "	"籼"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"中"	"秆黄"	"褐"	"90"	"中"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"叶色浓,厚直,粒密适应性广"	"广东"	"选育"
" "	"ZD-00058"	"南二矮5号"	"NAN ER AI 5 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"高州良种场"	"南高广19/二九矮4号"	"2532"	"籼"	"早"	"水"	"粘"	"白"	"无"	" "	" "	" "	" "	"90"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"叶上举,粗秆,生势强"	"广东"	"选育"
"I1A44920"	"ZD-00059"	"双秋矮"	"SHUANG QIU AI"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"高州农科所良种场"	"广秋矮35/择秋矮"	" "	"籼"	"晚"	"水"	"粘"	"白"	"无"	" "	" "	" "	" "	"90"	"早"	"79.84"	"72.26"	" "	"10.40"	"0.430"	"76.90"	"27.5"	"57.9"	"5.0"	"30"	" "	" "	" "	" "	" "	" "	" "	" "	" "	"广东"	"选育"
"I1A40711"	"ZD-00060"	"四矮142"	"SI AI 142"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"遂溪县金围农科组"	"(矮脚南特/高粱)F//广矮6/牛皮早"	" "	"籼"	"早"	"水"	"粘"	"白"	"无"	" "	" "	" "	" "	"95"	"中"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"秆粗,耐寒,耐咸耐酸"	"广东"	"选育"
"I1A44921"	"ZD-00061"	"谷农矮"	"GU NONG AI"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"信宜水口到永农科组"	"南谷选/广农1号"	" "	"籼"	"早"	"水"	"粘"	"白"	"无"	" "	" "	"紫"	"秆黄"	"95"	"中"	"80.37"	"72.43"	" "	"10.40"	"0.440"	"77.20"	"28.1"	"57.7"	"6.0"	"29"	" "	" "	" "	" "	" "	" "	" "	" "	"叶短直,秆硬,适应性广"	"广东"	"选育"
" "	"ZD-00062"	"电1"	"DIAN 1"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"电白县所"	"珍珠矮/二九矮3号"	" "	"籼"	"早"	"水"	"粘"	"白"	" "	" "	" "	" "	" "	"90"	"中"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"叶阔厚,秆粗壮,熟色好"	"广东"	"选育"
" "	"ZD-00063"	"双叶矮"	"SHUANG YE AI"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"阳春农科所"	"高锰酸钾诱变珍珠矮"	" "	"籼"	"早"	"水"	"粘"	"白"	" "	" "	" "	" "	" "	"85"	"中"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"叶对生,株型散,着粒疏"	"广东"	"选育"
" "	"ZD-00064"	"徐农矮"	"XU NONG AI"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"徐闻农科所"	"广秋矮系选"	" "	"籼"	"晚"	"水"	"粘"	"白"	" "	"椭圆"	"中"	"秆黄"	"秆黄"	"90"	"早中"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"株型紧凑,叶直,易早衰"	"广东"	"选育"
"I1A40712"	"ZD-00065"	"红选2号"	"HONG XUAN 2 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"阳江农科所"	"早熟中山红选出"	" "	"籼"	"晚"	"水"	"粘"	"白"	" "	" "	" "	" "	" "	"105"	"早"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"叶窄直,整齐,易倒伏"	"广东"	"选育"
" "	"ZD-00066"	"八十早68"	"BA SHI ZAO 68"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"佛山地区农科所"	"矮脚南特/广场矮3784"	" "	"籼"	"早"	"水"	"粘"	"白"	"无"	" "	" "	" "	" "	"75"	"特早"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"干细而坚,分蘖力强,熟色好"	"广东"	"选育"
"I1A40713"	"ZD-00067"	"加南早"	"JIA NAN ZAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"佛山地区农科所"	"矮脚南特/加南2号"	" "	"籼"	"早"	"水"	"粘"	"白"	"无"	" "	" "	" "	" "	"80"	"早"	"79.96"	"72.16"	" "	"11.30"	"0.480"	"76.20"	"27.8"	"56.9"	"5.0"	"30"	" "	" "	" "	" "	" "	" "	" "	" "	"叶短直,茎集,耐寒,俭肥"	"广东"	"选育"
" "	"ZD-00068"	"籼粳占"	"XIAN JING ZHAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"佛山地区农科所"	"千粒穗矮型/加南2号"	" "	"籼"	"早"	"水"	"粘"	"白"	"无"	"椭圆"	" "	" "	" "	"104"	"中"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"叶直,抗病,抗寒,米质优"	"广东"	"选育"
"I1A40714"	"ZD-00069"	"冬秋矮3号"	"DONG QIU AI 3 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"佛山地区农科所"	"十三矮/冬秋布"	" "	"籼"	"早"	"水"	"粘"	"白"	"无"	"椭圆"	" "	" "	" "	"80"	"中"	"80.57"	"72.51"	" "	"10.00"	"0.430"	"76.90"	"29.2"	"56.2"	"5.0"	"29"	" "	" "	" "	" "	" "	" "	" "	" "	"叶稍窄长,熟色好"	"广东"	"选育"
"I1A40715"	"ZD-00070"	"广新占16"	"GUANG XIN ZHAN 16"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"佛山地区农科所"	"[二九矮//(广矮6/新田印外)F]F///马坝油占"	" "	"籼"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"长"	" "	"褐"	"80"	"早中"	"79.33"	"71.49"	" "	"9.00"	"0.400"	"77.70"	"29.2"	"57.1"	"5.0"	"30"	" "	" "	" "	" "	" "	" "	" "	" "	"秆细韧,生势强,米质优"	"广东"	"选育"
"I1A40716"	"ZD-00071"	"黄占矮2号"	"HUANG ZHAN AI 2 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"佛山地区农科所"	"500粒2号/黄壳占"	" "	"籼"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	" "	" "	" "	"85"	"早"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"秆粗壮,叶直,分蘖力强"	"广东"	"选育"
" "	"ZD-00072"	"黄占矮"	"HUANG ZHAN AI"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"佛山地区农科所"	"矮仔占/黄占"	" "	"籼"	"晚"	"水"	"粘"	"白"	"无"	"细长"	" "	" "	" "	"85"	"中"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"叶短直,茎集,俭肥"	"广东"	"选育"
"I1A40717"	"ZD-00073"	"环市早广二"	"HUAN SHI ZAO GUANG ER"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"佛山市环市东升大队"	"广二矮五号中选出"	" "	"籼"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	" "	" "	" "	"100"	"早"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"茎粗分蘖中等,穗大粒多,苗期抗寒"	"广东"	"选育"
"I1A40718"	"ZD-00074"	"广二矮5711"	"GUANG ER AI 5711"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"佛山市张槎试验场"	"广二矮五号中选出"	" "	"籼"	"早"	"水"	"粘"	"白"	"无"	"椭圆"	" "	" "	" "	"100"	"中"	"79.96"	"71.86"	" "	"10.50"	"0.400"	"76.80"	"26.4"	"58.9"	"5.0"	"33"	" "	" "	" "	" "	" "	" "	" "	" "	"秆粗壮,叶窄直,成穗率高,早造种,再生力强"	"广东"	"选育"
"I1A40719"	"ZD-00075"	"南早33号"	"NAN ZAO 33 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"新会农科所"	"南早1号系统选出"	"S142"	"籼"	"早"	"水"	"粘"	"白"	"无"	"椭圆"	"中"	"紫"	"秆黄"	"80"	"早"	"81.69"	"73.83"	" "	"12.30"	"0.490"	"74.90"	"25.9"	"57.3"	"4.7"	"36"	" "	" "	" "	" "	" "	" "	" "	" "	"生势强,秆壮,叶长度适中"	"广东"	"选育"
" "	"ZD-00076"	"包谷矮2号"	"BAO GU AI 2 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"新会农科所"	"包胎矮/矮秋谷"	" "	"籼"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	" "	" "	" "	"90"	"中,迟"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"5"	" "	"株型紧凑,叶窄直秆粗壮整齐"	"广东"	"选育"
"I1A40720"	"ZD-00077"	"红梅早"	"HONG MEI ZAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"新会环城农科站"	"珍珠矮/梅峰7"	"S101"	"籼"	"早"	"水"	"粘"	"白"	"无"	"椭圆"	"中"	"紫"	"秆黄"	"90"	"早"	"82.29"	"74.45"	" "	"12.50"	"0.500"	"74.10"	"25.7"	"56.6"	"5.0"	"30"	" "	" "	" "	" "	" "	" "	" "	" "	"秆粗壮,在生力强,适应性较广"	"广东"	"选育"
" "	"ZD-00078"	"金风矮"	"JIN FENG AI"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"新会环城农科站"	"(矮脚南特/矮仔占)F//金片"	" "	"籼"	"早"	"水"	"粘"	"白"	"无"	"椭圆"	"中"	" "	" "	"90"	"中"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"顶叶长阔,分孽力强"	"广东"	"选育"
"I1A40721"	"ZD-00079"	"协作12"	"XIE ZUO 12"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"新会协作组"	"科六/珍珠矮11"	"2436"	"籼"	"早"	"水"	"粘"	"白"	"无"	"椭圆"	"长"	" "	" "	"80"	"中"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"杆粗壮,叶硬直,粒大"	"广东"	"选育"
"I1A40722"	"ZD-00080"	"协作69"	"XIE ZUO 69"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"新会协作组"	"科6/珍珠矮11"	" "	"籼"	"早"	"水"	"粘"	"白"	"无"	"椭圆"	" "	" "	" "	"100"	"中"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"秆粗,熟色好,苗期耐寒"	"广东"	"选育"
"I1A53003"	"ZD-00081"	"华泉"	"HUA QUAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"新会礼乐白农大队"	"木泉系选"	" "	"籼"	"晚"	"水"	"粘"	"白"	" "	" "	" "	" "	" "	" "	"中"	"78.30"	"70.40"	"76"	"10.19"	" "	" "	"26.5"	" "	" "	"29"	"6"	"7"	"5"	"7"	"9"	"9"	"7"	"9"	"抗纹枯病,适应性广,叶细长,优质"	"广东"	"选育"
"I1A40723"	"ZD-00082"	"珍选13"	"ZHEN XUAN 13"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"新会"	"系选"	" "	"籼"	"早"	"水"	"粘"	"白"	"无"	"椭圆"	" "	" "	" "	"90"	"中"	"80.44"	"72.19"	" "	"12.50"	"0.490"	"74.50"	"25.3"	"57.5"	"5.0"	"33"	" "	" "	" "	" "	" "	" "	" "	" "	"分蘖力强,后期熟色好"	"广东"	"选育"
"I1A40724"	"ZD-00083"	"平广2号"	"PING GUANG 2 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"开平农科所"	"广塘矮系选"	" "	"籼"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	" "	" "	" "	"85"	"早"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"熟色好,适应性广"	"广东"	"选育"
"I1A40725"	"ZD-00084"	"平苗2号"	"PING MIAO 2 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"开平农科所"	"矮丝苗/平白1号"	" "	"籼"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	" "	" "	" "	" "	"中"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"叶直,秆厚,坚韧,早衰,米质优"	"广东"	"选育"
"I1A40726"	"ZD-00085"	"台山糯"	"TAI SHAN NUO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"台山农科所"	"矮仔占系选"	" "	"籼"	"早"	"水"	"粘"	"白"	"无"	" "	" "	" "	" "	"90"	"中迟"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"秆粗,叶弯,适应性广"	"广东"	"选育"
" "	"ZD-00086"	"台山1号"	"TAI SHAN 1 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"台山农科所"	"科六系选"	" "	"籼"	"早"	"水"	"粘"	"白"	"无"	" "	" "	" "	" "	"90"	"迟"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"秆粗壮,茎集,分蘖力强"	"广东"	"选育"
" "	"ZD-00087"	"台选1号"	"TAI XUAN 1 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"台山县水步农科站"	"台山1号系统选出"	" "	"籼"	"早"	"水"	"粘"	"白"	"无"	" "	" "	" "	" "	"90"	"迟"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"珠型紧凑,叶窄直,分孽力强"	"广东"	"选育"
" "	"ZD-00088"	"科六选8号"	"KE LIU XUAN 8 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"台山县水步农科站"	"科六系统选"	" "	"籼"	"早"	"水"	"粘"	"白"	"无"	" "	" "	" "	" "	"80"	"早"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"生势强,熟色好,耐肥抗倒"	"广东"	"选育"
"I1A40727"	"ZD-00089"	"木新占"	"MU XIN ZHAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"台山都斛公社卫炳思"	"木泉/新四"	" "	"籼"	"晚"	"水"	"粘"	"白"	"无"	"细长"	" "	"秆黄"	"秆黄"	"100"	"早"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"叶窄直,分蘖力强,秆细,不耐肥,米质优"	"广东"	"选育"
"I1A40728"	"ZD-00090"	"民科占"	"MIN KE ZHAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"中山县民众农科站"	"科六系选"	" "	"籼"	"早"	"水"	"粘"	"白"	"无"	"细长"	"长"	"秆黄"	"秆黄"	"100"	"特早"	"78.14"	"70.62"	" "	"10.50"	"0.470"	"76.00"	"29.0"	"55.4"	"7.0"	"31"	" "	" "	" "	" "	" "	" "	" "	" "	"秆细,叶弯窄,色淡,穗粒小,米质优"	"广东"	"选育"
" "	"ZD-00091"	"新风矮"	"XIN FENG AI"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"中山县沙溪乐群农科站"	"科6/早金风矮12"	" "	"籼"	"早"	"水"	"粘"	"白"	"无"	" "	" "	" "	" "	"95"	"中迟"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"株型紧凑,叶短窄,分蘖力强"	"广东"	"选育"
"I1A40729"	"ZD-00092"	"南科选"	"NAN KE XUAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"南海农科所"	"科六选出"	" "	"籼"	"早"	"水"	"粘"	"白"	" "	" "	" "	" "	" "	"90"	"迟"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"秆粗壮,生势旺,整齐"	"广东"	"选育"
"I1A44922"	"ZD-00093"	"南广占3号"	"NAN GUANG ZHAN 3 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"南海农科所"	"广连种系选"	"2346"	"籼"	"早"	"水"	"粘"	"白"	" "	" "	" "	" "	" "	" "	"早"	"79.61"	"71.65"	" "	"11.80"	"0.520"	"75.00"	"27.2"	"56.1"	"7.0"	"29"	" "	" "	" "	" "	" "	" "	" "	" "	"叶短直,茎集,分蘖力强,熟色结实好,米质优"	"广东"	"选育"
"I1A40730"	"ZD-00094"	"晚占"	"WAN ZHAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"南海农科所"	"籼粳占13号单株选"	" "	"籼"	"晚"	"水"	"粘"	"白"	" "	"细长"	" "	" "	"秆黄"	"95"	"中"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"秆粗壮,米质优"	"广东"	"选育"
" "	"ZD-00095"	"金科364"	"JIN KE 364"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"高鹤农科所"	"早金风/ 科六"	" "	"籼"	"早"	"水"	"粘"	"白"	" "	" "	" "	" "	" "	"95"	"中"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"叶片细直厚,后期熟色好,穗数穗重结合型"	"广东"	"选育"
"I1A53004"	"ZD-00096"	"包华3"	"BAO HUA 3"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"高鹤农科所"	"包选2/广华4"	" "	"籼"	"晚"	"水"	"粘"	"白"	" "	" "	" "	" "	"褐"	"85"	"迟"	"79.60"	"71.80"	"99"	"10.00"	" "	" "	"28.2"	" "	" "	"34"	"7"	"5"	"5"	"7"	"9"	"9"	"9"	"7"	"抗病力较强,叶色浓,厚直稍宽,较抗寒露风"	"广东"	"选育"
"I1A40731"	"ZD-00097"	"珍珠矮4号"	"ZHEN ZHU AI 4 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"肇庆农科所"	"珍珠矮11/新株矮"	"S34"	"籼"	"早"	"水"	"粘"	"白"	"无"	"椭圆"	"长"	"秆黄"	"秆黄"	"90"	"中"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"整齐,结实率高"	"广东"	"选育"
"I1A40732"	"ZD-00098"	"珍迁糯"	"ZHEN QIAN NUO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"肇庆农科所"	"珍珠矮/迁矮糯"	"S95"	"籼"	"早"	"水"	"糯"	"乳白"	"无"	"椭圆"	"中"	"秆黄"	"秆黄"	"80"	"中"	"79.73"	"71.66"	" "	"11.90"	"0.480"	"75.00"	"4.6"	"78.7"	"6.0"	"95"	" "	" "	" "	" "	" "	" "	" "	" "	"叶直,穗较大,分蘖力弱"	"广东"	"选育"
"I1A40733"	"ZD-00099"	"包胎矮7号"	"BAO TAI AI 7 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"肇庆农科所"	"包胎矮4147选出"	" "	"籼"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"中"	"秆黄"	"褐"	"110"	"迟"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"叶窄直,适应性广,出米率高,米质好"	"广东"	"选育"
" "	"ZD-00100"	"早窄选"	"ZAO ZHAI XUAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四会良种场"	"窄叶青4选出"	" "	"籼"	"早"	"水"	"粘"	"白"	" "	" "	" "	" "	" "	"120"	"早"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"秆粗,叶片硬直,色浓,易落粒"	"广东"	"选育"
" "	"ZD-00101"	"新二矮"	"XIN ER AI"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四会农科所"	"新选溪南矮/二九矮"	" "	"籼"	"早"	"水"	"粘"	"白"	" "	" "	" "	" "	" "	"80"	"中"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"茎集,分蘖力强,适山区种植"	"广东"	"选育"
