"id"	"熟性"	"炭疽病指"	"保存编号"	"品种名称"	"着果方向"	"食熟果皮色"	"维生素C"	"CMV病指"	"CMV发病率"	"果肉厚"	"统一编号"	"TMV发病率"	"风味"	"老熟种果色"	"外皮薄厚"	"亩产"	"单果重"	"译名"	"备注"	"省"	"首花节位"	"TMV病指"	"果实水分"	"生育期"	"保存单位"	"果形"	"干物质"	"用途"	"辣椒素"	"种子来源"	"株高"	"抗逆性"	"炭疽发病率"	"种质库编号"	"栽培季节"
"195"	"中"	"0.3000"	"6CA10"	"吉林三道筋"	"向下"	"绿"	"91.30"	"1.2000"	"87.50"	"0.3"	"V06C0626"	"100.00"	"甜"	"红"	"--"	"2500"	"100.0"	"JI LIN SAN DAO JIN"	"*引自吉林省吉林市"	"辽宁"	"13"	"0.1700"	"多"	"43"	"辽宁农科院园艺所"	"圆锥形"	"9.3000"	"生食"	"--"	"辽宁本溪市"	"55.0"	"--"	"61.1"	"Ⅱ6C0339"	"2下-9下"
"196"	"晚"	"1.1000"	"6CA6"	"四平头甜椒"	"向下"	"绿"	"84.50"	"2.9900"	"22.70"	"0.5"	"V06C0632"	"100.00"	"甜"	"红"	"--"	"2250"	"100.0"	"SI PING TOU TIAN JIAO"	"*"	"辽宁"	"13"	"0.1600"	"多"	"50"	"辽宁农科院园艺所"	"圆锥形"	"6.7000"	"生食"	"--"	"辽宁东沟县"	"60.0"	"--"	"35.0"	"Ⅱ6C0340"	"2下-9下"
"197"	"早"	"0.3100"	"6CC18"	"小尖椒"	"向下"	"绿"	"95.50"	"3.2700"	"18.50"	"0.1"	"V06C0648"	"26.70"	"中辣"	"红"	"--"	"1250"	"5.0"	"XIAO JIAN JIAO"	"*"	"辽宁"	"10"	"2.6600"	"少"	"35"	"辽宁农科院园艺所"	"圆锥形"	"9.1000"	"生食制干"	"0.100"	"辽宁康平县"	"55.0"	"--"	"45.5"	"Ⅱ6C0079"	"3中-9下"
"198"	"晚"	"1.0900"	"6CC16"	"尖椒"	"向下"	"绿"	"34.00"	"2.8100"	"30.20"	"0.3"	"V06C0649"	"74.50"	"中辣"	"红"	"--"	"2000"	"20.0"	"JIAN JIAO"	"*"	"辽宁"	"13"	"1.4600"	"多"	"53"	"辽宁农科院园艺所"	"圆锥形"	"8.6000"	"生食制干"	"0.510"	"辽宁宽甸县"	"60.0"	"--"	"40.6"	"Ⅱ6C0078"	"3中-9下"
"199"	"早"	"1.2000"	"6CB19"	"晚椒"	"向下"	"绿"	"106.30"	"3.7600"	"30.60"	"0.3"	"V06C0650"	"53.40"	"中辣"	"红"	"--"	"1125"	"60.0"	"WAN JIAO"	"--"	"辽宁"	"9"	"2.8500"	"中"	"35"	"辽宁农科院园艺所"	"圆锥形"	"8.9000"	"生食"	"0.310"	"辽宁辽阳市"	"60.0"	"--"	"34.6"	"Ⅱ6C0353"	"2下-9下"
"200"	"早"	"0.3000"	"6CC2"	"羊角椒"	"向下"	"绿"	"162.90"	"3.6800"	"41.50"	"0.1"	"V06C0651"	"100.00"	"中辣"	"红"	"--"	"1000"	"10.0"	"YANG JIAO JIAO"	"*"	"辽宁"	"8"	"0.8600"	"少"	"35"	"辽宁农科院园艺所"	"圆锥形"	"8.8000"	"生食制干"	"0.070"	"辽宁辽阳市"	"57.5"	"--"	"58.2"	"Ⅱ6C0349"	"3中-9下"
"201"	"晚"	"1.2700"	"6CA1"	"世界冠军"	"向下"	"绿"	"132.90"	"2.5000"	"43.40"	"0.3"	"V06C0652"	"100.00"	"甜"	"红"	"厚"	"3500"	"75.0"	"SHI JIE GUAN JUN"	"*"	"辽宁"	"13"	"0.1700"	"中"	"55"	"辽宁农科院园艺所"	"方灯笼形"	"8.4000"	"生食"	"0.150"	"辽宁辽阳市"	"90.0"	"--"	"31.6"	"Ⅱ6C0335"	"2下播"
"202"	"中"	"1.9800"	"6CA3"	"辽椒三号"	"向下"	"绿"	"91.80"	"1.1600"	"96.80"	"0.3"	"V06C0658"	"90.30"	"甜"	"红"	"--"	"2250"	"150.0"	"LIAO JIAO SAN HAO"	"--"	"辽宁"	"9"	"0.5700"	"多"	"43"	"辽宁农科院园艺所"	"方灯笼形"	"8.2000"	"生食"	"--"	"辽宁农科院"	"55.0"	"--"	"37.5"	"Ⅱ6C0712"	"2下-9下"
"203"	"中"	"1.0400"	"6CC1"	"辽椒二号"	"向下"	"绿"	"142.10"	"1.8400"	"100.00"	"0.2"	"V06C0659"	"100.00"	"中辣"	"红"	"--"	"1750"	"12.0"	"LIAO JIAO ER HAO"	"--"	"辽宁"	"11"	"0.3500"	"少"	"48"	"辽宁农科院园艺所"	"圆锥形"	"10.7000"	"生食制干"	"0.040"	"辽宁农科院"	"55.0"	"--"	"66.7"	"Ⅱ6C0362"	"3中-9下"
"204"	"早"	"0.5000"	"6CB1"	"柿子椒10号"	"向下"	"绿"	"97.90"	"0.4200"	"88.20"	"0.3"	"V06C0660"	"56.90"	"极辣"	"红"	"薄"	"2250"	"55.0"	"SHI ZI JIAO 10 HAO"	"*可用于大棚"	"辽宁"	"9"	"1.4200"	"中"	"43"	"辽宁农科院园艺所"	"扁圆形"	"7.0000"	"生食"	"0.160"	"辽宁农科院"	"55.0"	"--"	"52.4"	"Ⅱ6C0331"	"2中下播"
"205"	"早"	"1.2800"	"6CB3"	"辽椒一号"	"向下"	"绿"	"38.70"	"6.4200"	"5.50"	"0.3"	"V06C0661"	"0.00"	"中辣"	"红"	"--"	"3500"	"120.0"	"LIAO JIAO YI HAO"	"*适小棚栽培"	"辽宁"	"8"	"--"	"中"	"35"	"辽宁农科院园艺所"	"扁圆形"	"7.3000"	"生食"	"0.210"	"辽宁农科院"	"55.0"	"--"	"23.3"	"Ⅱ6C0073"	"2下-9下"
"206"	"晚"	"0.2900"	"6CC19"	"小蓬椒"	"向下"	"绿"	"104.00"	"6.8200"	"3.60"	"0.1"	"V06C0668"	"0.00"	"中辣"	"红"	"--"	"1250"	"10.0"	"XIAO PENG JIAO"	"*引自浙江"	"辽宁"	"8"	"--"	"少"	"53"	"辽宁农科院园艺所"	"圆锥形"	"8.6000"	"生食制干"	"0.410"	"辽宁沈阳市"	"50.0"	"--"	"58.3"	"Ⅱ6C0347"	"3中-9下"
"207"	"晚"	"0.4200"	"内6C2009"	"羊角椒"	"向下"	"黄"	"26.80"	"2.3000"	"32.10"	"0.2"	"V06C0684"	"26.90"	"苦辣"	"红"	"--"	"1875"	"12.0"	"YANG JIAO JIAO"	"地方品种"	"内蒙古"	"9"	"2.6200"	"少"	"99"	"内蒙农科院蔬菜所"	"圆锥形"	"8.8000"	"制干"	"0.470"	"内蒙古包头市"	"49.0"	"强"	"46.7"	"Ⅱ6C0046"	"6上-9下"
"208"	"晚"	"2.0400"	"内6C1005"	"铁皮青"	"向下"	"绿"	"61.50"	"0.9100"	"83.90"	"0.3"	"V06C0685"	"48.30"	"甜"	"红"	"--"	"2625"	"62.5"	"TIE PI QING"	"地方品种"	"内蒙古"	"8"	"1.1300"	"多"	"58"	"内蒙农科院蔬菜所"	"方灯笼形"	"7.0000"	"熟食"	"0.090"	"内蒙古赤峰市"	"47.5"	"强"	"21.7"	"Ⅱ6C0050"	"5下-9上"
"209"	"中"	"0.7500"	"内6C2005"	"赤峰小辣椒"	"向下"	"黄"	"89.70"	"0.1600"	"94.30"	"0.2"	"V06C0686"	"93.90"	"微辣"	"红"	"--"	"1625"	"9.2"	"CHI FENG XIAO LA JIAO"	"地方品种"	"内蒙古"	"9"	"1.8800"	"少"	"93"	"内蒙农科院蔬菜所"	"圆锥形"	"9.4000"	"制干"	"0.300"	"内蒙古赤峰市"	"60.0"	"强"	"46.7"	"Ⅱ6C0042"	"6上-9中"
"210"	"--"	"2.4500"	"内6C1008"	"三道筋"	"向下"	"绿"	"112.30"	"2.4900"	"34.50"	"0.4"	"V06C0687"	"100.00"	"甜"	"红"	"厚"	"2125"	"60.0"	"SAN DAO JIN"	"*"	"内蒙古"	"--"	"-26.8000"	"--"	"60"	"内蒙农科院蔬菜所"	"扁圆形"	"8.3000"	"生食"	"0.190"	"内蒙古赤峰市"	"60.0"	"强"	"9.9"	"Ⅱ6C0051"	"5下-9上"
"211"	"晚"	"1.2400"	"内6C1016"	"半斤吨"	"向下"	"绿"	"145.00"	"3.2100"	"23.30"	"0.2"	"V06C0688"	"70.00"	"甜"	"红"	"--"	"2000"	"57.5"	"BAN JIN DUN"	"地方品种"	"内蒙古"	"9"	"0.2000"	"多"	"68"	"内蒙农科院蔬菜所"	"方灯笼形"	"8.1000"	"熟食"	"--"	"内蒙古赤峰市"	"53.0"	"强"	"53.3"	"Ⅱ6C0587"	"5下-9中"
"212"	"--"	"2.3200"	"内6C2010"	"林西小尖辣椒"	"向下"	"绿"	"33.70"	"5.2000"	"2.00"	"0.2"	"V06C0692"	"10.00"	"极辣"	"红"	"薄"	"1250"	"10.0"	"LIN XI XIAO JIAN LA JIAO"	"*"	"内蒙古"	"7"	"3.7300"	"--"	"90"	"内蒙农科院蔬菜所"	"圆锥形"	"8.5000"	"生食制干"	"0.460"	"内蒙古林西县"	"55.0"	"强"	"16.2"	"Ⅱ6C0047"	"4下-9上"
"213"	"--"	"1.9800"	"内6C1001"	"永久椒"	"向下"	"绿"	"39.60"	"2.1500"	"48.60"	"0.5"	"V06C0706"	"100.00"	"甜"	"红"	"厚"	"4000"	"100.0"	"YONG JIU JIAO"	"*引自山西大同"	"内蒙古"	"10"	"0.0700"	"多"	"53"	"内蒙农科院蔬菜所"	"方灯笼形"	"6.6000"	"生食"	"0.110"	"内蒙引自山西"	"60.0"	"强"	"15.8"	"Ⅱ6C0048"	"5下-9中"
"214"	"--"	"1.3800"	"内6C1014"	"早熟三号"	"向下"	"绿"	"83.40"	"0.9100"	"84.30"	"--"	"V06C0707"	"59.60"	"微辣"	"红"	"--"	"1750"	"50.0"	"ZAO SHU SAN HAO"	"*引自山西大同"	"内蒙古"	"9"	"1.5000"	"--"	"60"	"内蒙农科院蔬菜所"	"方灯笼形"	"8.9000"	"生食"	"0.160"	"内蒙引自山西"	"35.0"	"强"	"26.2"	"Ⅱ6C0049"	"5下-9中"
"215"	"晚"	"0.9400"	"87C-9"	"固原线辣子"	"向下"	"绿"	"104.20"	"--"	"0.00"	"0.1"	"V06C0708"	"0.00"	"中辣"	"红"	"薄"	"125"	"70.0"	"GU YUAN XIAN LA ZI"	"--"	"宁夏"	"--"	"--"	"少"	"70"	"宁夏农科院园艺所"	"其它"	"9.7000"	"制干"	"0.060"	"宁夏固原县"	"54.7"	"强"	"48.0"	"Ⅱ6C0564"	"--"
"216"	"早"	"0.3100"	"87C-7"	"平罗小尖辣子"	"向下"	"绿"	"138.40"	"4.3800"	"40.00"	"0.2"	"V06C0709"	"5.10"	"极辣"	"红"	"--"	"250"	"15.0"	"PING LUO XIAO JIAN LA ZI"	"*"	"宁夏"	"12"	"3.5000"	"多"	"85"	"宁夏农科院园艺所"	"长柱形"	"12.7000"	"制干"	"0.010"	"宁夏平罗县"	"66.5"	"强"	"55.0"	"Ⅱ6C0175"	"4下-9中"
"217"	"中"	"0.9000"	"ⅡC87C-5"	"小坝园辣"	"向下"	"绿"	"87.00"	"4.9700"	"8.80"	"0.3"	"V06C0710"	"2.00"	"中辣"	"红"	"厚"	"2000"	"150.0"	"XIAO BA YUAN LA"	"*"	"宁夏"	"8"	"7.0200"	"中"	"55"	"宁夏农科院园艺所"	"圆锥形"	"13.8000"	"生食熟食"	"0.510"	"宁夏青铜峡县"	"60.0"	"强"	"39.0"	"Ⅱ6C0946"	"3中-5中-7上9下"
"218"	"早"	"1.1800"	"ⅡC87C-6"	"早熟 2号"	"向下"	"绿"	"101.40"	"0.0900"	"93.50"	"0.8"	"V06C0711"	"97.80"	"甜"	"红"	"--"	"3500"	"251.0"	"ZAO SHU 2 HAO"	"*"	"宁夏"	"12"	"-0.7700"	"多"	"80"	"宁夏农科院园艺所"	"方灯笼形"	"7.7000"	"熟食"	"0.130"	"宁夏石嘴山市"	"66.6"	"强"	"32.5"	"Ⅱ6C0847"	"4下-9中"
"219"	"中"	"1.5100"	"87C-4"	"茄门一号"	"向下"	"绿"	"104.00"	"3.0700"	"60.80"	"0.5"	"V06C0713"	"100.00"	"甜"	"红"	"厚"	"4000"	"200.0"	"QIE MEN YI HAO"	"*"	"宁夏"	"9"	"1.0600"	"多"	"65"	"宁夏农科院园艺所"	"圆锥形"	"6.4000"	"生食熟食"	"0.240"	"宁夏银川市"	"72.0"	"强"	"27.4"	"Ⅱ6C0174"	"3中-5中-7上9下"
"220"	"早"	"--"	"ⅡC87C-8"	"中卫园辣子"	"向下"	"绿"	"--"	"--"	"--"	"0.2"	"V06C0716"	"--"	"微辣"	"红"	"中"	"750"	"60.6"	"ZHONG WEI YUAN LA ZI"	"--"	"宁夏"	"9"	"--"	"少"	"90"	"宁夏农科院园艺所"	"圆锥形"	"--"	"生食熟食"	"--"	"宁夏中卫县"	"51.5"	"中"	"--"	"Ⅱ6C1050"	"--"
"221"	"晚"	"0.2000"	"Ⅱ6C012"	"乐都线辣子"	"向下"	"绿"	"145.90"	"5.6100"	"11.10"	"0.2"	"V06C0717"	"33.30"	"极辣"	"红"	"薄"	"500"	"--"	"LE DU XIAN LA ZI"	"--"	"青海"	"7"	"3.8300"	"少"	"70"	"青海农科院园艺所"	"圆锥形"	"12.3000"	"--"	"0.010"	"青海乐都县"	"71.0"	"耐旱"	"66.7"	"Ⅱ6C0475"	"春4上-8中"
"222"	"--"	"--"	"Ⅱ6C008"	"洋辣子"	"侧生"	"绿"	"--"	"--"	"--"	"0.4"	"V06C0718"	"--"	"甜"	"红"	"簿"	"3500"	"120.0"	"YANG LA ZI"	"*"	"青海"	"12"	"--"	"多"	"55"	"青海农科院园艺所"	"方灯笼形"	"--"	"生食"	"--"	"青海民和县"	"70.0"	"--"	"--"	"Ⅱ6C0980"	"1中-7上春"
"223"	"--"	"--"	"Ⅱ6C007"	"旅大大辣子"	"向下"	"绿"	"--"	"--"	"--"	"0.4"	"V06C0720"	"--"	"微辣"	"红"	"薄"	"3500"	"110.0"	"LU DA DA LA ZI"	"*引自辽宁大连"	"青海"	"16"	"--"	"中"	"60"	"青海农科院园艺所"	"方灯笼形"	"--"	"生食"	"--"	"青海西宁市"	"80.0"	"--"	"--"	"Ⅱ6C0979"	"1中-6下春"
"224"	"--"	"-0.5400"	"48"	"苍山尖头辣椒"	"向下"	"--"	"44.76"	"1.3300"	"66.00"	"--"	"V06C0730"	"100.00"	"中辣"	"红"	"--"	"575"	"5.0"	"CANG SHAN JIAN TOU LA JIAO"	"*"	"山东"	"10"	"0.8800"	"--"	"35"	"山东农科院蔬菜所"	"圆锥形"	"16.0900"	"--"	"0.093"	"山东苍山县"	"66.0"	"--"	"36.7"	"Ⅱ6C0249"	"--"
"225"	"--"	"1.3609"	"6C002"	"即墨马嘴辣椒"	"向下"	"--"	"82.14"	"1.4411"	"36.00"	"--"	"V06C0746"	"63.20"	"微辣"	"红"	"--"	"2500"	"112.5"	"JI MO MA ZUI LA JIAO"	"*"	"山东"	"8"	"0.7871"	"--"	"43"	"山东农科院蔬菜所"	"方灯笼形"	"7.1000"	"--"	"0.080"	"山东即墨县"	"50.0"	"--"	"6.3"	"Ⅱ6C0788"	"--"
"226"	"--"	"1.0584"	"6C099"	"羊角椒"	"向下"	"绿"	"176.19"	"2.5065"	"23.50"	"--"	"V06C0747"	"25.00"	"中辣"	"红"	"--"	"2500"	"55.0"	"YANG JIAO JIAO"	"--"	"山东"	"12"	"1.8531"	"--"	"60"	"山东农科院蔬菜所"	"圆锥形"	"8.8000"	"--"	"0.100"	"山东济南市"	"100.0"	"--"	"8.9"	"Ⅱ6C0792"	"--"
"227"	"--"	"--"	"6C001"	"济南铃铛皮"	"向下"	"--"	"--"	"--"	"--"	"--"	"V06C0748"	"--"	"极辣"	"红"	"--"	"1375"	"8.5"	"JI NAN LING CHENG PI"	"*"	"山东"	"8"	"--"	"--"	"35"	"山东农科院蔬菜所"	"方灯笼形"	"--"	"--"	"--"	"山东济南市"	"60.0"	"--"	"--"	"Ⅱ6C1053"	"--"
"228"	"--"	"0.4700"	"6C062"	"济宁铁壳抗热"	"向下"	"--"	"85.00"	"0.8800"	"100.00"	"--"	"V06C0749"	"100.00"	"中辣"	"红"	"--"	"2000"	"8.0"	"JI NING TIE KE KANG RE"	"*"	"山东"	"12"	"1.7000"	"--"	"45"	"山东农科院蔬菜所"	"圆锥形"	"11.9900"	"--"	"0.288"	"山东济宁市"	"70.0"	"--"	"100.0"	"Ⅱ6C0718"	"--"
"229"	"--"	"0.2200"	"6C064"	"苏密辣椒"	"向下"	"--"	"113.10"	"1.4800"	"100.00"	"--"	"V06C0750"	"100.00"	"中辣"	"红"	"--"	"1750"	"6.0"	"SU MI LA JIAO"	"*"	"山东"	"13"	"0.9600"	"--"	"45"	"山东农科院蔬菜所"	"圆锥形"	"11.7000"	"--"	"0.256"	"山东济宁市"	"90.0"	"--"	"100.0"	"Ⅱ6C0719"	"--"
"230"	"--"	"0.2900"	"6C003"	"辣椒"	"向下"	"--"	"138.00"	"1.3800"	"100.00"	"--"	"V06C0757"	"100.00"	"中辣"	"红"	"--"	"2500"	"25.0"	"LA JIAO"	"*可作干椒"	"山东"	"7"	"1.0500"	"--"	"50"	"山东农科院蔬菜所"	"圆锥形"	"17.2800"	"--"	"0.095"	"山东胶县"	"70.0"	"--"	"100.0"	"Ⅱ6C0716"	"--"
"231"	"--"	"0.9100"	"6C012"	"一窝蜂辣椒"	"向下"	"绿"	"93.15"	"-0.0590"	"100.00"	"0.1"	"V06C0789"	"100.00"	"中辣"	"红"	"--"	"625"	"4.5"	"YI WO FENG LA JIAO"	"--"	"山东"	"--"	"0.7500"	"--"	"50"	"山东农科院蔬菜所"	"方灯笼形"	"14.4600"	"--"	"0.124"	"山东枣庄市"	"45.0"	"--"	"100.0"	"Ⅱ6C0765"	"--"
"232"	"--"	"-0.7600"	"20"	"沾化县辣椒"	"向下"	"--"	"151.60"	"1.9000"	"64.52"	"--"	"V06C0790"	"100.00"	"中辣"	"红"	"--"	"2000"	"10.0"	"ZHAN HUA XIAN LA JIAO"	"*"	"山东"	"10"	"0.8800"	"--"	"35"	"山东农科院蔬菜所"	"圆锥形"	"14.6800"	"--"	"0.079"	"山东沾化县"	"77.0"	"--"	"41.7"	"Ⅱ6C0235"	"--"
"233"	"--"	"--"	"6C007"	"张店尖辣椒"	"向下"	"--"	"--"	"--"	"--"	"--"	"V06C0791"	"--"	"中辣"	"红"	"--"	"875"	"17.5"	"ZHANG DIAN JIAN LA JIAO"	"*"	"山东"	"12"	"--"	"--"	"50"	"山东农科院蔬菜所"	"圆锥形"	"--"	"--"	"--"	"山东张店"	"100.0"	"--"	"--"	"Ⅱ6C1054"	"--"
"234"	"--"	"0.3300"	"22"	"诸城县羊角辣椒"	"向下"	"--"	"151.11"	"1.4500"	"85.30"	"--"	"V06C0792"	"100.00"	"中辣"	"红"	"--"	"2000"	"15.0"	"ZHU CHENG XIAN YANG JIAO LA JIAO"	"*"	"山东"	"11"	"1.2000"	"--"	"45"	"山东农科院蔬菜所"	"圆锥形"	"15.1900"	"--"	"0.007"	"山东诸城市"	"70.0"	"--"	"46.7"	"Ⅱ6C0236"	"--"
"235"	"--"	"1.2400"	"5"	"张店黑壳早辣椒"	"向下"	"--"	"86.76"	"0.7100"	"100.00"	"--"	"V06C0793"	"100.00"	"中辣"	"红"	"--"	"2500"	"15.0"	"ZHANG DIAN HEI KE ZAO LA JIAO"	"*"	"山东"	"9"	"0.9600"	"--"	"35"	"山东农科院蔬菜所"	"圆锥形"	"11.2700"	"--"	"0.078"	"山东淄博市"	"50.0"	"--"	"18.3"	"Ⅱ6C0230"	"--"
"236"	"--"	"0.1600"	"73"	"邹县看天猴"	"向上"	"--"	"93.51"	"1.6600"	"75.00"	"--"	"V06C0794"	"83.87"	"中辣"	"红"	"--"	"325"	"2.5"	"ZOU XIAN KAN TIAN HOU"	"*"	"山东"	"12"	"0.1500"	"--"	"55"	"山东农科院蔬菜所"	"圆锥形"	"12.7800"	"--"	"0.022"	"山东邹县"	"75.0"	"--"	"18.3"	"Ⅱ6C0266"	"--"
"237"	"--"	"0.8200"	"6C074"	"邹县铃铛皮"	"向下"	"--"	"117.30"	"0.9800"	"100.00"	"--"	"V06C0795"	"100.00"	"中辣"	"红"	"--"	"875"	"10.0"	"ZOU XIAN LING CHENG PI"	"*"	"山东"	"10"	"1.0100"	"--"	"35"	"山东农科院蔬菜所"	"方灯笼形"	"14.2600"	"--"	"0.039"	"山东邹县"	"70.0"	"--"	"100.0"	"Ⅱ6C1061"	"--"
"238"	"--"	"1.6800"	"72"	"兖州灯笼皮"	"向下"	"--"	"75.00"	"0.6900"	"92.59"	"--"	"V06C0796"	"100.00"	"中辣"	"红"	"--"	"1500"	"8.0"	"YAN ZHOU DENG LONG PI"	"*"	"山东"	"10"	"0.6800"	"--"	"45"	"山东农科院蔬菜所"	"方灯笼形"	"11.5800"	"--"	"0.141"	"山东兖州县"	"75.0"	"--"	"15.0"	"Ⅱ6C0265"	"--"
"239"	"--"	"2.6100"	"6C071"	"兖州县羊角椒"	"向下"	"--"	"110.90"	"1.3000"	"95.00"	"--"	"V06C0797"	"100.00"	"微辣"	"红"	"--"	"3000"	"97.5"	"YAN ZHOU XIAN YANG JIAO JIAO"	"*"	"山东"	"16"	"0.5200"	"--"	"45"	"山东农科院蔬菜所"	"圆锥形"	"10.2721"	"--"	"0.018"	"山东兖州县"	"100.0"	"--"	"46.6"	"Ⅱ6C0037"	"--"
"240"	"--"	"--"	"6C013"	"厚皮辣椒"	"向下"	"--"	"--"	"--"	"--"	"--"	"V06C0809"	"--"	"中辣"	"红"	"--"	"3000"	"70.0"	"HOU PI LA JIAO"	"*"	"山东"	"9"	"--"	"--"	"50"	"山东农科院蔬菜所"	"圆锥形"	"--"	"--"	"--"	"山东滕县"	"71.0"	"--"	"--"	"Ⅱ6C1110"	"--"
"241"	"早"	"-0.2700"	"Ⅱ6Ca0028"	"尖辣椒"	"向下"	"绿"	"131.60"	"1.4700"	"100.00"	"--"	"V06C0810"	"100.00"	"中辣"	"红"	"--"	"1000"	"8.7"	"JIAN LA JIAO"	"*"	"山西"	"10"	"1.3900"	"--"	"45"	"山西农科院蔬菜所"	"圆锥形"	"17.5900"	"制干"	"0.123"	"山西保德县"	"62.0"	"--"	"15.0"	"Ⅱ6C0277"	"5中-7初"
"242"	"早"	"-0.4900"	"Ⅱ6Ca0055"	"大尖椒"	"向下"	"绿"	"83.00"	"0.0900"	"98.10"	"--"	"V06C0811"	"100.00"	"中辣"	"红"	"--"	"3100"	"19.5"	"DA JIAN JIAO"	"*"	"山西"	"9"	"0.8600"	"--"	"44"	"山西农科院蔬菜所"	"圆锥形"	"9.9000"	"生食"	"0.160"	"山西长治市"	"64.8"	"--"	"67.7"	"Ⅱ6C0004"	"5中-7初"
"243"	"晚"	"0.2200"	"Ⅱ6Cb0023"	"甜椒"	"向下"	"绿"	"105.30"	"0.9000"	"100.00"	"0.4"	"V06C0812"	"100.00"	"甜"	"红"	"--"	"1750"	"55.0"	"TIAN JIAO"	"*"	"山西"	"13"	"0.8600"	"--"	"64"	"山西农科院蔬菜所"	"扁圆形"	"8.3300"	"生食"	"0.064"	"山西长治市"	"47.8"	"--"	"100.0"	"Ⅱ6C0710"	"5中-7下"
"244"	"中"	"0.0300"	"Ⅱ6Cb0013"	"大辣椒"	"向下"	"绿"	"103.30"	"0.7100"	"100.00"	"0.4"	"V06C0813"	"100.00"	"中辣"	"红"	"--"	"1180"	"54.0"	"DA LA JIAO"	"*"	"山西"	"10"	"0.2800"	"--"	"55"	"山西农科院蔬菜所"	"扁圆形"	"11.8900"	"生食"	"0.120"	"山西代县"	"44.6"	"--"	"97.9"	"Ⅱ6C0708"	"5中-7中"
"245"	"早"	"-0.7200"	"Ⅱ6Ca0004"	"尖辣椒"	"向下"	"绿"	"106.92"	"1.0900"	"100.00"	"0.1"	"V06C0829"	"100.00"	"中辣"	"红"	"--"	"775"	"6.8"	"JIAN LA JIAO"	"*"	"山西"	"10"	"0.4600"	"--"	"45"	"山西农科院蔬菜所"	"圆锥形"	"17.3200"	"生食制干"	"0.198"	"山西灵邱县"	"64.8"	"--"	"40.0"	"Ⅱ6C0270"	"5中-7初"
"246"	"早"	"-0.0500"	"Ⅱ6Ca0027"	"尖辣椒"	"向下"	"绿"	"121.70"	"0.9200"	"100.00"	"--"	"V06C0831"	"100.00"	"中辣"	"红"	"--"	"930"	"16.5"	"JIAN LA JIAO"	"*"	"山西"	"8"	"0.8700"	"--"	"42"	"山西农科院蔬菜所"	"圆锥形"	"14.2300"	"生食"	"0.231"	"山西偏关县"	"61.4"	"--"	"100.0"	"Ⅱ6C0688"	"5中-6下"
"247"	"中"	"-0.1500"	"Ⅱ6Ca0100"	"秦椒"	"向下"	"绿"	"30.00"	"2.8300"	"100.00"	"--"	"V06C0836"	"96.70"	"中辣"	"红"	"--"	"790"	"10.7"	"QIN JIAO"	"*"	"山西"	"13"	"-0.6200"	"--"	"56"	"山西农科院蔬菜所"	"圆锥形"	"8.9000"	"制干"	"0.300"	"山西曲沃县"	"56.6"	"--"	"50.8"	"Ⅱ6C0007"	"5中-7中"
"248"	"中"	"0.0200"	"Ⅱ6Ca0075"	"小羊角椒"	"--"	"绿"	"93.40"	"1.0900"	"100.00"	"--"	"V06C0837"	"81.00"	"中辣"	"红"	"--"	"2000"	"8.5"	"XIAO YANG JIAO JIAO"	"--"	"山西"	"14"	"1.9700"	"--"	"54"	"山西农科院蔬菜所"	"圆锥形"	"15.4500"	"生食制干"	"0.103"	"山西曲沃县"	"62.8"	"--"	"100.0"	"Ⅱ6C0701"	"5中-7中"
"249"	"中"	"1.0200"	"Ⅱ6Ca0010"	"二十二号"	"--"	"绿"	"129.04"	"1.2400"	"100.00"	"0.2"	"V06C0839"	"100.00"	"中辣"	"红"	"--"	"3000"	"19.0"	"ER SHI ER HAO"	"--"	"山西"	"10"	"0.8800"	"--"	"55"	"山西农科院蔬菜所"	"圆锥形"	"11.0200"	"生食"	"0.029"	"山西太原市"	"48.6"	"--"	"26.7"	"Ⅱ6C0273"	"5中-7中"
"250"	"中"	"0.1200"	"Ⅱ6Ca0086"	"牛角椒"	"向下"	"绿"	"78.63"	"0.6200"	"100.00"	"--"	"V06C0853"	"100.00"	"中辣"	"红"	"--"	"1175"	"26.5"	"NIU JIAO JIAO"	"*"	"山西"	"10"	"0.8200"	"--"	"54"	"山西农科院蔬菜所"	"圆锥形"	"11.4400"	"生食"	"0.100"	"山西垣曲县"	"71.4"	"--"	"100.0"	"Ⅱ6C0703"	"5中-7中"
"251"	"中"	"-0.2500"	"Ⅱ6Ca0023"	"线辣椒"	"向下"	"绿"	"118.50"	"0.9200"	"100.00"	"0.2"	"V06C0854"	"100.00"	"中辣"	"红"	"--"	"1850"	"12.0"	"XIAN LA JIAO"	"*"	"山西"	"11"	"-1.8500"	"--"	"55"	"山西农科院蔬菜所"	"圆锥形"	"9.8000"	"生食制干"	"0.210"	"山西运城市"	"49.2"	"--"	"57.4"	"Ⅱ6C0002"	"5中-7中"
"252"	"早"	"0.6900"	"Ⅱ6Ca0082"	"牛角椒"	"向下"	"绿"	"81.11"	"1.2200"	"75.00"	"--"	"V06C0855"	"100.00"	"中辣"	"红"	"--"	"1350"	"8.0"	"NIU JIAO JIAO"	"*"	"山西"	"10"	"0.5900"	"--"	"45"	"山西农科院蔬菜所"	"圆锥形"	"12.9100"	"生食制干"	"0.050"	"山西绛县"	"65.6"	"--"	"31.7"	"Ⅱ6C0281"	"5中-7上"
