"id"	"成熟期"	"茎秆茸毛量"	"科名"	"油酸"	"保存编号"	"品种名称"	"株型"	"耐渍性"	"棕榈酸"	"千粒重"	"成熟茎秆色"	"含油量"	"省"	"每叶腋花数"	"硬脂酸"	"蒴果长度"	"产地或来源"	"耐旱性"	"译名"	"库编号"	"茎点枯病"	"蒴果棱数"	"播种期"	"学名"	"统一编号"	"蛋白质含量"	"保存单位"	"属名"	"亚油酸"	"生育日数"	"裂蒴性"	"株高"	"种皮色"	"枯萎病"	"花色"
"55"	"8/21"	"少"	"Pedaliaceae(胡麻科)"	"43.20"	"65"	"霸王鞭"	"单秆"	"中耐"	"7.95"	"2.81"	"绿"	"61.52"	"河北"	"三花"	"6.14"	"短"	"河北香河"	"--"	"BA WANG BIAN"	"I4C00104"	"高感"	"6.8"	"5/10"	"Sesamum indicum L.(芝麻)"	"ZZM00203"	"18.83"	"河北省作物所"	"Sesamum(胡麻属)"	"42.71"	"103"	"裂"	"119.8"	"白"	"感病"	"淡紫"
"56"	"8/24"	"少"	"Pedaliaceae(胡麻科)"	"45.27"	"52"	"霸王鞭"	"单秆"	"高耐"	"7.34"	"3.03"	"绿"	"60.06"	"河北"	"三花"	"5.88"	"短"	"河北固安"	"--"	"BA WANG BIAN"	"I4C00105"	"感病"	"6.8"	"5/10"	"Sesamum indicum L.(芝麻)"	"ZZM00204"	"20.04"	"河北省作物所"	"Sesamum(胡麻属)"	"41.52"	"106"	"裂"	"103.3"	"白"	"感病"	"淡紫"
"57"	"8/18"	"少"	"Pedaliaceae(胡麻科)"	"44.66"	"233"	"芝麻"	"单秆"	"中耐"	"7.52"	"3.18"	"绿"	"59.10"	"河北"	"三花"	"6.07"	"中"	"河北保定"	"--"	"ZHI MA"	"I4C00106"	"感病"	"6.8"	"5/10"	"Sesamum indicum L.(芝麻)"	"ZZM00205"	"19.45"	"河北省作物所"	"Sesamum(胡麻属)"	"41.75"	"100"	"裂"	"98.2"	"白"	"高感"	"淡紫"
"58"	"8/15"	"中"	"Pedaliaceae(胡麻科)"	"45.29"	"180"	"芝麻"	"分枝"	"中耐"	"7.35"	"2.59"	"绿"	"59.75"	"河北"	"单花"	"6.03"	"中"	"河北唐县"	"--"	"ZHI MA"	"I4C00107"	"感病"	"4"	"5/7"	"Sesamum indicum L.(芝麻)"	"ZZM00206"	"19.24"	"河北省作物所"	"Sesamum(胡麻属)"	"41.33"	"100"	"裂"	"150.9"	"白"	"高感"	"淡紫"
"59"	"8/22"	"少"	"Pedaliaceae(胡麻科)"	"45.65"	"229"	"八股杈"	"分枝"	"不耐"	"7.28"	"3.28"	"绿"	"57.88"	"河北"	"单花"	"5.75"	"短"	"河北新城"	"--"	"BA GU CHA"	"I4C00108"	"抗病"	"4"	"5/10"	"Sesamum indicum L.(芝麻)"	"ZZM00207"	"19.25"	"河北省作物所"	"Sesamum(胡麻属)"	"41.31"	"104"	"裂"	"84.6"	"白"	"高感"	"淡紫"
"60"	"8/15"	"中"	"Pedaliaceae(胡麻科)"	"43.12"	"174"	"芝麻"	"分枝"	"不耐"	"8.00"	"2.59"	"绿"	"53.32"	"河北"	"单花"	"4.58"	"中"	"河北石家庄市郊"	"--"	"ZHI MA"	"I4C01299"	"抗病"	"4"	"5/7"	"Sesamum indicum L.(芝麻)"	"ZZM00208"	"22.50"	"河北省作物所"	"Sesamum(胡麻属)"	"44.30"	"100"	"裂"	"155.1"	"白"	"抗病"	"淡紫"
"61"	"8/25"	"中"	"Pedaliaceae(胡麻科)"	"45.37"	"190"	"大八杈"	"分枝"	"不耐"	"6.75"	"3.07"	"绿"	"61.09"	"河北"	"单花"	"5.93"	"中"	"河北束鹿"	"--"	"DA BA CHA"	"I4C00109"	"感病"	"4"	"5/10"	"Sesamum indicum L.(芝麻)"	"ZZM00209"	"18.68"	"河北省作物所"	"Sesamum(胡麻属)"	"41.95"	"107"	"裂"	"91.6"	"白"	"高感"	"淡紫"
"62"	"--"	"中"	"Pedaliaceae(胡麻科)"	"44.79"	"5"	"衡水二号芝麻"	"多枝"	"中耐"	"8.30"	"2.91"	"黄"	"59.18"	"河北"	"三花"	"5.32"	"中"	"河北衡水"	"--"	"HENG SHUI ER HAO ZHI MA"	"I4C00196"	"抗病"	"4"	"5/7"	"Sesamum indicum L.(芝麻)"	"ZZM00303"	"19.48"	"河北省作物所"	"Sesamum(胡麻属)"	"41.59"	"--"	"裂"	"157.4"	"白"	"感病"	"淡紫"
"63"	"--"	"中"	"Pedaliaceae(胡麻科)"	"43.41"	"091"	"平津一窝猴-1"	"单秆"	"不耐"	"8.88"	"2.81"	"绿"	"55.40"	"山东"	"三花"	"6.08"	"中"	"山东宁津"	"--"	"PING JIN YI WO HOU -1"	"I4C00210"	"感病"	"4"	"5/7"	"Sesamum indicum L.(芝麻)"	"ZZM00318"	"21.26"	"河北省作物所"	"Sesamum(胡麻属)"	"41.63"	"--"	"裂"	"168.7"	"白"	"抗病"	"淡紫"
"64"	"--"	"少"	"Pedaliaceae(胡麻科)"	"43.90"	"094"	"平津一窝猴-2"	"单秆"	"中耐"	"6.74"	"2.71"	"绿"	"56.40"	"山东"	"三花"	"5.06"	"中"	"山东宁津"	"--"	"PING JIN YI WO HOU -2"	"I4C00211"	"感病"	"4"	"5/7"	"Sesamum indicum L.(芝麻)"	"ZZM00319"	"20.81"	"河北省作物所"	"Sesamum(胡麻属)"	"44.31"	"--"	"裂"	"174.8"	"白"	"感病"	"淡紫"
"65"	"8/18"	"中"	"Pedaliaceae(胡麻科)"	"42.74"	"150"	"落地黄"	"单秆"	"不耐"	"7.38"	"2.53"	"绿"	"54.30"	"山东"	"三花"	"5.15"	"中"	"山东宁津"	"--"	"LUO DI HUANG"	"I4C00212"	"感病"	"4"	"5/7"	"Sesamum indicum L.(芝麻)"	"ZZM00320"	"20.29"	"河北省作物所"	"Sesamum(胡麻属)"	"44.73"	"103"	"裂"	"147.4"	"白"	"抗病"	"淡紫"
"66"	"8/18"	"中"	"Pedaliaceae(胡麻科)"	"44.29"	"123"	"落地黄"	"单秆"	"中耐"	"7.05"	"2.36"	"绿"	"54.40"	"山东"	"三花"	"5.25"	"中"	"山东宁津"	"--"	"LUO DI HUANG"	"I4C00213"	"高感"	"4"	"5/7"	"Sesamum indicum L.(芝麻)"	"ZZM00321"	"20.69"	"河北省作物所"	"Sesamum(胡麻属)"	"43.41"	"103"	"裂"	"159.5"	"白"	"感病"	"淡紫"
"67"	"8/17"	"少"	"Pedaliaceae(胡麻科)"	"44.41"	"136"	"芝麻"	"单秆"	"中耐"	"7.84"	"2.38"	"绿"	"54.34"	"山东"	"三花"	"5.17"	"中"	"山东宁津"	"--"	"ZHI MA"	"I4C00214"	"感病"	"4"	"5/7"	"Sesamum indicum L.(芝麻)"	"ZZM00322"	"20.72"	"河北省作物所"	"Sesamum(胡麻属)"	"42.58"	"102"	"裂"	"162.5"	"白"	"抗病"	"淡紫"
"68"	"8/22"	"中"	"Pedaliaceae(胡麻科)"	"43.58"	"001"	"霸王鞭"	"单秆"	"中耐"	"7.12"	"2.56"	"黄"	"51.73"	"山东"	"三花"	"4.99"	"中"	"山东历城"	"中"	"BA WANG BIAN"	"I4C00215"	"感病"	"4"	"5/22"	"Sesamum indicum L.(芝麻)"	"ZZM00323"	"22.91"	"山东莒县农科所"	"Sesamum(胡麻属)"	"44.31"	"92"	"轻裂"	"147.0"	"白"	"感病"	"淡紫"
"69"	"8/22"	"中"	"Pedaliaceae(胡麻科)"	"43.45"	"002"	"霸王鞭"	"单秆"	"中耐"	"7.69"	"2.31"	"黄"	"51.94"	"山东"	"三花"	"4.85"	"中"	"山东枣庄市"	"中"	"BA WANG BIAN"	"I4C00216"	"感病"	"4"	"5/22"	"Sesamum indicum L.(芝麻)"	"ZZM00324"	"22.15"	"山东莒县农科所"	"Sesamum(胡麻属)"	"44.01"	"92"	"轻裂"	"150.0"	"白"	"抗病"	"淡紫"
"70"	"8/25"	"中"	"Pedaliaceae(胡麻科)"	"43.00"	"241"	"芝麻"	"单秆"	"中耐"	"7.78"	"3.09"	"黄"	"52.87"	"山东"	"三花"	"5.13"	"中"	"山东禹城"	"中"	"ZHI MA"	"I4C00217"	"感病"	"4"	"5/22"	"Sesamum indicum L.(芝麻)"	"ZZM00325"	"21.32"	"山东莒县农科所"	"Sesamum(胡麻属)"	"44.09"	"95"	"轻裂"	"160.0"	"白"	"抗病"	"淡紫"
"71"	"8/22"	"少"	"Pedaliaceae(胡麻科)"	"42.74"	"100"	"白芝麻"	"单秆"	"中耐"	"7.35"	"2.59"	"绿"	"53.90"	"山东"	"三花"	"5.13"	"中"	"山东夏津"	"中"	"BAI ZHI MA"	"I4C00218"	"抗病"	"4"	"5/22"	"Sesamum indicum L.(芝麻)"	"ZZM00326"	"22.66"	"山东莒县农科所"	"Sesamum(胡麻属)"	"44.78"	"92"	"轻裂"	"169.0"	"白"	"抗病"	"淡紫"
"72"	"8/25"	"中"	"Pedaliaceae(胡麻科)"	"41.66"	"269"	"独秆芝麻"	"单秆"	"中耐"	"7.46"	"2.56"	"绿"	"55.00"	"山东"	"三花"	"4.99"	"中"	"山东陵县"	"中"	"DU GAN ZHI MA"	"I4C00219"	"抗病"	"4"	"5/22"	"Sesamum indicum L.(芝麻)"	"ZZM00327"	"20.18"	"山东莒县农科所"	"Sesamum(胡麻属)"	"45.89"	"95"	"轻裂"	"112.0"	"白"	"抗病"	"淡紫"
"73"	"8/25"	"中"	"Pedaliaceae(胡麻科)"	"45.47"	"275-2"	"大青秸"	"单秆"	"耐"	"6.88"	"2.54"	"绿"	"53.00"	"山东"	"三花"	"5.21"	"中"	"山东滨县"	"中"	"DA QING JIE"	"I4C00220"	"感病"	"4"	"5/22"	"Sesamum indicum L.(芝麻)"	"ZZM00328"	"21.32"	"山东莒县农科所"	"Sesamum(胡麻属)"	"42.44"	"95"	"轻裂"	"137.0"	"白"	"感病"	"淡紫"
"74"	"8/22"	"中"	"Pedaliaceae(胡麻科)"	"42.86"	"012-1"	"一条鞭"	"单秆"	"中耐"	"7.36"	"2.52"	"绿"	"54.52"	"山东"	"三花"	"5.08"	"中"	"山东垦利"	"中"	"YI TIAO BIAN"	"I4C00221"	"感病"	"4"	"5/22"	"Sesamum indicum L.(芝麻)"	"ZZM00329"	"21.18"	"山东莒县农科所"	"Sesamum(胡麻属)"	"44.69"	"92"	"轻裂"	"156.0"	"白"	"感病"	"白"
"75"	"8/24"	"少"	"Pedaliaceae(胡麻科)"	"45.96"	"223-1"	"春芝麻"	"单秆"	"耐"	"6.79"	"3.05"	"绿"	"53.72"	"山东"	"三花"	"5.33"	"中"	"山东广饶"	"中"	"CHUN ZHI MA"	"I4C00222"	"感病"	"4"	"5/22"	"Sesamum indicum L.(芝麻)"	"ZZM00330"	"21.80"	"山东莒县农科所"	"Sesamum(胡麻属)"	"41.92"	"94"	"轻裂"	"158.0"	"白"	"抗病"	"淡紫"
"76"	"8/21"	"少"	"Pedaliaceae(胡麻科)"	"43.72"	"054"	"钢鞭"	"单秆"	"中耐"	"6.54"	"2.32"	"绿"	"54.86"	"山东"	"三花"	"4.56"	"中"	"山东邹平"	"中"	"GANG BIAN"	"I4C00223"	"感病"	"4"	"5/22"	"Sesamum indicum L.(芝麻)"	"ZZM00331"	"21.32"	"山东莒县农科所"	"Sesamum(胡麻属)"	"45.19"	"91"	"轻裂"	"137.0"	"白"	"感病"	"淡紫"
"77"	"8/25"	"中"	"Pedaliaceae(胡麻科)"	"43.95"	"281"	"芝麻"	"单秆"	"耐"	"6.16"	"2.64"	"黄"	"54.61"	"山东"	"三花"	"4.90"	"中"	"山东阳信"	"中"	"ZHI MA"	"I4C00224"	"感病"	"4"	"5/22"	"Sesamum indicum L.(芝麻)"	"ZZM00332"	"21.35"	"山东莒县农科所"	"Sesamum(胡麻属)"	"44.98"	"95"	"轻裂"	"174.0"	"白"	"抗病"	"淡紫"
"78"	"8/25"	"中"	"Pedaliaceae(胡麻科)"	"43.11"	"282"	"芝麻"	"单秆"	"高耐"	"6.59"	"2.67"	"黄"	"54.00"	"山东"	"三花"	"3.97"	"短"	"山东阳信"	"中"	"ZHI MA"	"I4C00225"	"高感"	"4"	"5/22"	"Sesamum indicum L.(芝麻)"	"ZZM00333"	"22.86"	"山东莒县农科所"	"Sesamum(胡麻属)"	"46.32"	"95"	"轻裂"	"157.0"	"白"	"感病"	"淡紫"
"79"	"8/25"	"中"	"Pedaliaceae(胡麻科)"	"44.22"	"257"	"独股芝麻"	"单秆"	"耐"	"6.12"	"2.83"	"绿"	"52.78"	"山东"	"三花"	"4.39"	"中"	"山东潍县"	"中"	"DU GU ZHI MA"	"I4C00226"	"高感"	"4"	"5/22"	"Sesamum indicum L.(芝麻)"	"ZZM00334"	"21.95"	"山东莒县农科所"	"Sesamum(胡麻属)"	"45.26"	"95"	"轻裂"	"177.0"	"白"	"抗病"	"淡紫"
"80"	"8/22"	"少"	"Pedaliaceae(胡麻科)"	"45.10"	"301"	"四棱芝麻"	"单秆"	"中耐"	"8.41"	"2.61"	"黄"	"53.10"	"山东"	"三花"	"4.01"	"中"	"山东平度"	"中"	"SI LENG ZHI MA"	"I4C00227"	"高感"	"4"	"5/22"	"Sesamum indicum L.(芝麻)"	"ZZM00335"	"21.12"	"山东莒县农科所"	"Sesamum(胡麻属)"	"42.49"	"92"	"轻裂"	"168.0"	"白"	"感病"	"淡紫"
"81"	"8/25"	"中"	"Pedaliaceae(胡麻科)"	"45.20"	"173"	"白芝麻"	"单秆"	"耐"	"8.31"	"2.86"	"绿"	"53.85"	"山东"	"三花"	"4.18"	"中"	"山东胶县"	"中"	"BAI ZHI MA"	"I4C00228"	"高感"	"4"	"5/22"	"Sesamum indicum L.(芝麻)"	"ZZM00336"	"21.46"	"山东莒县农科所"	"Sesamum(胡麻属)"	"42.30"	"95"	"轻裂"	"167.0"	"白"	"抗病"	"淡紫"
"82"	"8/21"	"少"	"Pedaliaceae(胡麻科)"	"43.02"	"053"	"一条鞭"	"单秆"	"中耐"	"7.57"	"2.17"	"绿"	"55.16"	"山东"	"三花"	"5.11"	"中"	"山东诸城"	"中"	"YI TIAO BIAN"	"I4C00229"	"高感"	"4"	"5/22"	"Sesamum indicum L.(芝麻)"	"ZZM00337"	"22.06"	"山东莒县农科所"	"Sesamum(胡麻属)"	"44.31"	"91"	"轻裂"	"137.0"	"白"	"抗病"	"淡紫"
"83"	"8/25"	"少"	"Pedaliaceae(胡麻科)"	"42.53"	"319"	"新编四号"	"单秆"	"耐"	"7.36"	"2.61"	"绿"	"55.07"	"山东"	"三花"	"4.87"	"中"	"山东莒县农科所选育"	"中"	"XIN BIAN SI HAO"	"I4C00259"	"感病"	"4"	"5/22"	"Sesamum indicum L.(芝麻)"	"ZZM00367"	"20.95"	"山东莒县农科所"	"Sesamum(胡麻属)"	"45.24"	"95"	"轻裂"	"165.0"	"白"	"感病"	"白"
"84"	"8/26"	"少"	"Pedaliaceae(胡麻科)"	"43.62"	"317"	"新编二号"	"单秆"	"中耐"	"7.39"	"3.03"	"黄"	"51.84"	"山东"	"三花"	"5.36"	"中"	"山东莒县农科所选育"	"强"	"XIN BIAN ER HAO"	"I4C00322"	"感病"	"4"	"5/22"	"Sesamum indicum L.(芝麻)"	"ZZM00430"	"19.52"	"山东莒县农科所"	"Sesamum(胡麻属)"	"43.63"	"96"	"轻裂"	"162.0"	"黑"	"感病"	"淡紫"
"85"	"8/22"	"中"	"Pedaliaceae(胡麻科)"	"43.26"	"320-1"	"新编五号"	"单秆"	"中耐"	"7.29"	"2.77"	"绿"	"50.73"	"山东"	"三花"	"4.96"	"中"	"山东莒县农科所选育"	"中"	"XIN BIAN WU HAO"	"I4C00323"	"感病"	"4"	"5/22"	"Sesamum indicum L.(芝麻)"	"ZZM00431"	"19.63"	"山东莒县农科所"	"Sesamum(胡麻属)"	"44.48"	"92"	"轻裂"	"157.0"	"黑"	"高感"	"淡紫"
"86"	"8/21"	"中"	"Pedaliaceae(胡麻科)"	"41.84"	"326"	"新生一号"	"单秆"	"不耐"	"6.65"	"2.05"	"绿"	"54.44"	"山东"	"三花"	"4.37"	"短"	"山东栖霞"	"中"	"XIN SHENG YI HAO"	"I4C00329"	"感病"	"6.8"	"5/22"	"Sesamum indicum L.(芝麻)"	"ZZM00437"	"22.32"	"山东莒县农科所"	"Sesamum(胡麻属)"	"47.14"	"91"	"轻裂"	"129.0"	"白"	"感病"	"紫"
"87"	"8/21"	"中"	"Pedaliaceae(胡麻科)"	"41.53"	"318"	"新编三号"	"单秆"	"不耐"	"7.53"	"2.20"	"绿"	"53.93"	"山东"	"三花"	"4.93"	"短"	"山东莒县农科所选育"	"中"	"XIN BIAN SAN HAO"	"I4C00339"	"高感"	"6.8"	"5/22"	"Sesamum indicum L.(芝麻)"	"ZZM00447"	"22.01"	"山东莒县农科所"	"Sesamum(胡麻属)"	"46.01"	"91"	"轻裂"	"134.0"	"黄"	"感病"	"淡紫"
"88"	"8/24"	"少"	"Pedaliaceae(胡麻科)"	"45.93"	"228-2"	"芝麻"	"分枝"	"极不"	"9.14"	"2.53"	"黄"	"53.25"	"山东"	"三花"	"3.61"	"短"	"山东文登"	"中"	"ZHI MA"	"I4C02406"	"抗病"	"6.8"	"5/22"	"Sesamum indicum L.(芝麻)"	"ZZM00559"	"23.42"	"山东莒县农科所"	"Sesamum(胡麻属)"	"41.34"	"94"	"轻裂"	"157.0"	"白"	"感病"	"淡紫"
"89"	"8/24"	"少"	"Pedaliaceae(胡麻科)"	"43.43"	"161"	"八股杈"	"分枝"	"极不"	"7.64"	"2.47"	"绿"	"51.19"	"山东"	"三花"	"5.11"	"中"	"山东曹县"	"中"	"BA GU CHA"	"I4C02407"	"抗病"	"6.8"	"5/22"	"Sesamum indicum L.(芝麻)"	"ZZM00560"	"22.25"	"山东莒县农科所"	"Sesamum(胡麻属)"	"43.82"	"94"	"轻裂"	"166.0"	"白"	"抗病"	"淡紫"
"90"	"8/24"	"少"	"Pedaliaceae(胡麻科)"	"42.19"	"274-1"	"八棱芝麻"	"分枝"	"极不"	"7.04"	"2.35"	"绿"	"58.62"	"山东"	"三花"	"5.03"	"短"	"山东定陶"	"中"	"BA LENG ZHI MA"	"I4C02408"	"感病"	"6.8"	"5/22"	"Sesamum indicum L.(芝麻)"	"ZZM00561"	"21.74"	"山东莒县农科所"	"Sesamum(胡麻属)"	"45.73"	"94"	"轻裂"	"132.0"	"白"	"抗病"	"淡紫"
"91"	"8/21"	"少"	"Pedaliaceae(胡麻科)"	"42.55"	"243"	"黄芝麻"	"分枝"	"不耐"	"7.09"	"1.87"	"黄"	"53.15"	"山东"	"三花"	"5.32"	"短"	"山东苍山"	"中"	"HUANG ZHI MA"	"I4C02409"	"抗病"	"6.8"	"5/22"	"Sesamum indicum L.(芝麻)"	"ZZM00562"	"22.00"	"山东莒县农科所"	"Sesamum(胡麻属)"	"45.03"	"91"	"裂"	"143.0"	"黄"	"抗病"	"淡紫"
"92"	"8/27"	"极少"	"Pedaliaceae(胡麻科)"	"47.15"	"225"	"一把鞭"	"单秆"	"不耐"	"8.36"	"3.50"	"绿"	"51.06"	"河南"	"单花"	"5.11"	"中"	"河南获嘉"	"--"	"YI BA BIAN"	"I4C00411"	"感病"	"4"	"5/28"	"Sesamum indicum L.(芝麻)"	"ZZM00563"	"26.05"	"河南省农科院"	"Sesamum(胡麻属)"	"39.39"	"91"	"不裂"	"154.4"	"白"	"感病"	"白"
"93"	"8/22"	"少"	"Pedaliaceae(胡麻科)"	"44.72"	"242"	"大司马一条龙"	"单秆"	"不耐"	"8.00"	"2.30"	"绿"	"54.53"	"河南"	"单花"	"5.04"	"中"	"河南武陟"	"--"	"DA SI MA YI TIAO LONG"	"I4C00412"	"感病"	"6.8"	"5/28"	"Sesamum indicum L.(芝麻)"	"ZZM00564"	"26.74"	"河南省农科院"	"Sesamum(胡麻属)"	"42.24"	"86"	"不裂"	"120.7"	"白"	"抗病"	"白"
"94"	"8/19"	"少"	"Pedaliaceae(胡麻科)"	"43.22"	"231"	"开封一条鞭①"	"单秆"	"中耐"	"8.08"	"2.60"	"黄"	"52.50"	"河南"	"单花"	"4.73"	"中"	"河南开封"	"--"	"KAI FENG YI TIAO BIAN ①"	"I4C00413"	"感病"	"6.8"	"5/28"	"Sesamum indicum L.(芝麻)"	"ZZM00565"	"27.99"	"河南省农科院"	"Sesamum(胡麻属)"	"43.97"	"83"	"不裂"	"119.0"	"白"	"高抗"	"白"
"95"	"8/22"	"少"	"Pedaliaceae(胡麻科)"	"43.64"	"238"	"黄龙独角虎"	"单秆"	"不耐"	"8.05"	"2.50"	"绿"	"54.62"	"河南"	"单花"	"5.51"	"中"	"河南开封"	"--"	"HUANG LONG DU JIAO HU"	"I4C00414"	"感病"	"6.8"	"5/28"	"Sesamum indicum L.(芝麻)"	"ZZM00566"	"25.08"	"河南省农科院"	"Sesamum(胡麻属)"	"42.80"	"86"	"不裂"	"146.6"	"白"	"抗病"	"白"
"96"	"8/22"	"少"	"Pedaliaceae(胡麻科)"	"45.36"	"240"	"白芝麻"	"单秆"	"中耐"	"8.77"	"2.40"	"绿"	"54.70"	"河南"	"单花"	"4.83"	"中"	"河南中牟"	"--"	"BAI ZHI MA"	"I4C00415"	"感病"	"6.8"	"5/28"	"Sesamum indicum L.(芝麻)"	"ZZM00567"	"25.59"	"河南省农科院"	"Sesamum(胡麻属)"	"41.04"	"86"	"不裂"	"131.6"	"白"	"抗病"	"白"
"97"	"8/22"	"多"	"Pedaliaceae(胡麻科)"	"42.81"	"239"	"一把鞭"	"单秆"	"不耐"	"9.25"	"2.60"	"绿"	"54.70"	"河南"	"单花"	"5.03"	"中"	"河南商丘"	"--"	"YI BA BIAN"	"I4C00416"	"高感"	"6.8"	"5/28"	"Sesamum indicum L.(芝麻)"	"ZZM00568"	"25.51"	"河南省农科院"	"Sesamum(胡麻属)"	"42.92"	"86"	"不裂"	"135.8"	"白"	"抗病"	"淡紫"
"98"	"8/19"	"多"	"Pedaliaceae(胡麻科)"	"42.77"	"236"	"独角牛"	"单秆"	"不耐"	"8.33"	"2.70"	"绿"	"54.06"	"河南"	"单花"	"5.47"	"中"	"河南虞城"	"--"	"DU JIAO NIU"	"I4C00417"	"抗病"	"6.8"	"5/28"	"Sesamum indicum L.(芝麻)"	"ZZM00569"	"25.43"	"河南省农科院"	"Sesamum(胡麻属)"	"43.43"	"83"	"不裂"	"135.0"	"白"	"高抗"	"淡紫"
"99"	"8/19"	"少"	"Pedaliaceae(胡麻科)"	"42.22"	"230"	"杨树黄和尚头"	"单秆"	"中耐"	"7.87"	"2.90"	"黄"	"57.76"	"河南"	"单花"	"5.01"	"中"	"河南永城"	"--"	"YANG SHU HUANG HE SHANG TOU"	"I4C00418"	"感病"	"6.8"	"5/28"	"Sesamum indicum L.(芝麻)"	"ZZM00570"	"28.07"	"河南省农科院"	"Sesamum(胡麻属)"	"44.90"	"83"	"不裂"	"132.5"	"白"	"高抗"	"淡紫"
"100"	"8/19"	"少"	"Pedaliaceae(胡麻科)"	"43.31"	"232"	"双庙油篓一条鞭"	"单秆"	"中耐"	"7.73"	"2.70"	"黄"	"50.84"	"河南"	"单花"	"5.12"	"中"	"河南南阳"	"--"	"SHUANG MIAO YOU LOU YI TIAO BIAN"	"I4C00419"	"感病"	"6.8"	"5/28"	"Sesamum indicum L.(芝麻)"	"ZZM00571"	"27.60"	"河南省农科院"	"Sesamum(胡麻属)"	"43.84"	"83"	"不裂"	"131.1"	"白"	"抗病"	"淡紫"
"101"	"8/22"	"少"	"Pedaliaceae(胡麻科)"	"43.39"	"241"	"一条鞭"	"单秆"	"中耐"	"8.03"	"2.20"	"绿"	"55.61"	"河南"	"单花"	"5.10"	"中"	"河南西峡"	"--"	"YI TIAO BIAN"	"I4C00420"	"感病"	"6.8"	"5/28"	"Sesamum indicum L.(芝麻)"	"ZZM00572"	"26.00"	"河南省农科院"	"Sesamum(胡麻属)"	"43.48"	"86"	"裂"	"128.0"	"白"	"感病"	"淡紫"
"102"	"8/21"	"多"	"Pedaliaceae(胡麻科)"	"43.44"	"235"	"独条白芝麻"	"单秆"	"中耐"	"8.61"	"2.30"	"绿"	"55.58"	"河南"	"单花"	"5.23"	"中"	"河南洛宁"	"--"	"DU TIAO BAI ZHI MA"	"I4C00421"	"抗病"	"6.8"	"5/28"	"Sesamum indicum L.(芝麻)"	"ZZM00573"	"23.75"	"河南省农科院"	"Sesamum(胡麻属)"	"42.72"	"85"	"轻裂"	"123.3"	"白"	"感病"	"淡紫"
"103"	"8/22"	"少"	"Pedaliaceae(胡麻科)"	"41.91"	"228"	"白芝麻"	"单秆"	"中耐"	"7.99"	"2.20"	"绿"	"55.24"	"河南"	"单花"	"4.80"	"中"	"河南芦氏"	"--"	"BAI ZHI MA"	"I4C00422"	"抗病"	"6.8"	"5/28"	"Sesamum indicum L.(芝麻)"	"ZZM00574"	"24.80"	"河南省农科院"	"Sesamum(胡麻属)"	"45.30"	"86"	"不裂"	"126.0"	"白"	"高抗"	"淡紫"
"104"	"8/22"	"多"	"Pedaliaceae(胡麻科)"	"43.67"	"237"	"紧口黄"	"单秆"	"中耐"	"8.16"	"2.80"	"绿"	"53.21"	"河南"	"单花"	"5.52"	"中"	"河南郑州"	"--"	"JIN KOU HUANG"	"I4C00423"	"抗病"	"6.8"	"5/28"	"Sesamum indicum L.(芝麻)"	"ZZM00575"	"24.97"	"河南省农科院"	"Sesamum(胡麻属)"	"42.64"	"86"	"不裂"	"140.0"	"白"	"抗病"	"淡紫"
"105"	"8/21"	"中"	"Pedaliaceae(胡麻科)"	"41.07"	"234"	"诸葛一条鞭"	"单秆"	"中耐"	"8.77"	"2.30"	"绿"	"56.32"	"河南"	"单花"	"4.98"	"中"	"河南偃师"	"--"	"ZHU GE YI TIAO BIAN"	"I4C00424"	"感病"	"6.8"	"5/28"	"Sesamum indicum L.(芝麻)"	"ZZM00576"	"23.42"	"河南省农科院"	"Sesamum(胡麻属)"	"45.18"	"85"	"不裂"	"123.7"	"黄"	"抗病"	"淡紫"
"106"	"8/22"	"少"	"Pedaliaceae(胡麻科)"	"42.53"	"226"	"史庄八角芝麻"	"单秆"	"耐"	"8.32"	"1.90"	"绿"	"56.58"	"河南"	"单花"	"4.65"	"中"	"河南获嘉"	"--"	"SHI ZHUANG BA JIAO ZHI MA"	"I4C00425"	"抗病"	"6.8"	"5/28"	"Sesamum indicum L.(芝麻)"	"ZZM00577"	"22.23"	"河南省农科院"	"Sesamum(胡麻属)"	"44.51"	"86"	"不裂"	"127.5"	"黄"	"抗病"	"淡紫"
"107"	"8/21"	"极少"	"Pedaliaceae(胡麻科)"	"42.22"	"227"	"一条鞭"	"单秆"	"耐"	"8.35"	"2.10"	"绿"	"52.56"	"河南"	"单花"	"4.67"	"中"	"河南封丘"	"--"	"YI TIAO BIAN"	"I4C00426"	"感病"	"6.8"	"5/28"	"Sesamum indicum L.(芝麻)"	"ZZM00578"	"25.21"	"河南省农科院"	"Sesamum(胡麻属)"	"44.77"	"85"	"不裂"	"105.0"	"黄"	"感病"	"淡紫"
"108"	"8/29"	"多"	"Pedaliaceae(胡麻科)"	"41.66"	"270"	"驻芝一号"	"单秆"	"中耐"	"8.71"	"--"	"--"	"52.41"	"河南"	"三花"	"5.23"	"中"	"驻马店地区农科所选育"	"--"	"ZHU ZHI YI HAO"	"I4C00453"	"抗病"	"6.8"	"5/24"	"Sesamum indicum L.(芝麻)"	"ZZM00605"	"26.13"	"河南省农科院"	"Sesamum(胡麻属)"	"44.40"	"97"	"--"	"--"	"黄"	"抗病"	"紫"
